family,instance_id,policy,n_vars,n_clauses,alpha,solved,sat,timeout,decisions,propagations,conflicts,learned_clauses,max_level,runtime_s,compute_cost
planted_3sat,49,vsids,26,120,4.615384615384615,1,1,0,5,56,2,2,5,0.0015617080498486757,3.724
planted_3sat,49,progress_only,26,120,4.615384615384615,1,1,0,5,56,2,2,5,0.001555333030410111,3.724
planted_3sat,49,maat_only,26,120,4.615384615384615,1,1,0,12,152,8,8,5,0.004404583014547825,12.208
planted_3sat,49,mode_a,26,120,4.615384615384615,1,1,0,5,60,2,2,4,0.0017286670627072453,3.74
planted_3sat,49,random,26,120,4.615384615384615,1,1,0,10,122,7,7,5,0.003536666976287961,10.488
random_3sat,50,vsids,26,120,4.615384615384615,1,1,0,11,23,1,1,9,0.0020468339789658785,4.3919999999999995
random_3sat,50,progress_only,26,120,4.615384615384615,1,1,0,11,14,0,0,11,0.0018897498957812786,3.356
random_3sat,50,maat_only,26,120,4.615384615384615,1,1,0,10,67,5,5,5,0.0026387079851701856,8.268
random_3sat,50,mode_a,26,120,4.615384615384615,1,1,0,8,22,1,1,7,0.0017790000420063734,3.488
random_3sat,50,random,26,120,4.615384615384615,1,1,0,16,110,7,7,7,0.004228292033076286,12.24
planted_3sat,51,vsids,26,120,4.615384615384615,1,1,0,14,63,3,3,11,0.0030422499403357506,7.452
planted_3sat,51,progress_only,26,120,4.615384615384615,1,1,0,15,51,3,3,12,0.0030309170251712203,7.704
planted_3sat,51,maat_only,26,120,4.615384615384615,1,1,0,9,36,1,1,8,0.002026250003837049,3.844
planted_3sat,51,mode_a,26,120,4.615384615384615,1,1,0,10,31,1,1,9,0.0020176670514047146,4.124
planted_3sat,51,random,26,120,4.615384615384615,1,1,0,11,27,2,2,8,0.002160083968192339,5.4079999999999995
random_3sat,52,vsids,26,120,4.615384615384615,1,1,0,7,16,0,0,7,0.0015178340254351497,2.164
random_3sat,52,progress_only,26,120,4.615384615384615,1,1,0,7,16,0,0,7,0.0015084160258993506,2.164
random_3sat,52,maat_only,26,120,4.615384615384615,1,1,0,10,97,5,5,5,0.0030232080025598407,8.388
random_3sat,52,mode_a,26,120,4.615384615384615,1,1,0,8,83,5,5,4,0.002868125098757446,7.732
random_3sat,52,random,26,120,4.615384615384615,1,1,0,8,39,2,2,7,0.001794958021491766,4.556
planted_3sat,53,vsids,26,120,4.615384615384615,1,1,0,10,33,3,3,7,0.0019131250446662307,6.132
planted_3sat,53,progress_only,26,120,4.615384615384615,1,1,0,9,21,1,1,8,0.001514374976977706,3.784
planted_3sat,53,maat_only,26,120,4.615384615384615,1,1,0,13,92,7,7,6,0.0035907080164179206,11.268
planted_3sat,53,mode_a,26,120,4.615384615384615,1,1,0,8,42,3,3,5,0.0017460000235587358,5.5680000000000005
planted_3sat,53,random,26,120,4.615384615384615,1,1,0,11,47,3,3,7,0.0025093749864026904,6.4879999999999995
modular_3sat,54,vsids,18,72,4.0,1,0,0,4,19,4,3,2,0.000789416953921318,5.276
modular_3sat,54,progress_only,18,72,4.0,1,0,0,4,19,4,3,2,0.0008242910262197256,5.276
modular_3sat,54,maat_only,18,72,4.0,1,0,0,3,21,4,3,2,0.000699708005413413,4.984
modular_3sat,54,mode_a,18,72,4.0,1,0,0,7,26,5,4,3,0.0012945409398525953,7.204
modular_3sat,54,random,18,72,4.0,1,0,0,9,34,5,4,4,0.00142708292696625,7.835999999999999
modular_3sat,55,vsids,18,72,4.0,1,1,0,8,25,3,3,4,0.001263209036551416,5.5
modular_3sat,55,progress_only,18,72,4.0,1,1,0,8,21,3,3,5,0.0011873330222442746,5.484
modular_3sat,55,maat_only,18,72,4.0,1,1,0,8,22,2,2,4,0.0011509169125929475,4.488
modular_3sat,55,mode_a,18,72,4.0,1,1,0,6,37,3,3,3,0.0011568749323487282,4.9479999999999995
modular_3sat,55,random,18,72,4.0,1,1,0,5,13,0,0,5,0.0006937499856576324,1.552
modular_3sat,56,vsids,18,72,4.0,1,1,0,12,5,1,1,11,0.001383041962981224,4.619999999999999
modular_3sat,56,progress_only,18,72,4.0,1,1,0,11,10,2,2,9,0.001200250000692904,5.34
modular_3sat,56,maat_only,18,72,4.0,1,1,0,6,23,2,2,5,0.0010639580432325602,3.892
modular_3sat,56,mode_a,18,72,4.0,1,1,0,7,8,0,0,7,0.000844458001665771,2.132
modular_3sat,56,random,18,72,4.0,1,1,0,8,9,0,0,8,0.0010440830374136567,2.436
modular_3sat,57,vsids,18,78,4.333333333333333,1,0,0,3,18,4,3,2,0.0006467499770224094,4.972
modular_3sat,57,progress_only,18,78,4.333333333333333,1,0,0,3,18,4,3,2,0.0006317909574136138,4.972
modular_3sat,57,maat_only,18,78,4.333333333333333,1,0,0,4,17,4,3,3,0.0007918340852484107,5.268
modular_3sat,57,mode_a,18,78,4.333333333333333,1,0,0,3,18,4,3,2,0.0006965409265831113,4.972
modular_3sat,57,random,18,78,4.333333333333333,1,0,0,12,28,7,6,6,0.0021133340196684003,10.712
modular_3sat,58,vsids,18,78,4.333333333333333,1,1,0,5,22,2,2,3,0.0008798750350251794,3.588
modular_3sat,58,progress_only,18,78,4.333333333333333,1,1,0,6,21,2,2,4,0.0009571249829605222,3.884
modular_3sat,58,maat_only,18,78,4.333333333333333,1,1,0,8,27,2,2,5,0.0012360409600660205,4.508
modular_3sat,58,mode_a,18,78,4.333333333333333,1,1,0,7,17,1,1,4,0.0010893329745158553,3.168
modular_3sat,58,random,18,78,4.333333333333333,1,1,0,7,11,0,0,7,0.0008872919715940952,2.144
modular_3sat,59,vsids,18,78,4.333333333333333,1,1,0,11,40,7,7,3,0.0017601670697331429,10.46
modular_3sat,59,progress_only,18,78,4.333333333333333,1,1,0,9,32,4,4,5,0.0014092500787228346,6.827999999999999
modular_3sat,59,maat_only,18,78,4.333333333333333,1,1,0,9,15,2,2,7,0.0013545419787988067,4.759999999999999
modular_3sat,59,mode_a,18,78,4.333333333333333,1,1,0,8,27,4,4,3,0.0014010840095579624,6.508
modular_3sat,59,random,18,78,4.333333333333333,1,1,0,9,9,0,0,9,0.0011054169153794646,2.7359999999999998
modular_3sat,60,vsids,18,85,4.722222222222222,1,0,0,4,28,5,4,3,0.0009517079452052712,6.312
modular_3sat,60,progress_only,18,85,4.722222222222222,1,0,0,4,28,5,4,3,0.0009908750653266907,6.312
modular_3sat,60,maat_only,18,85,4.722222222222222,1,0,0,6,22,4,3,4,0.0012964579509571195,5.888
modular_3sat,60,mode_a,18,85,4.722222222222222,1,0,0,6,27,5,4,4,0.0012875840766355395,6.9079999999999995
modular_3sat,60,random,18,85,4.722222222222222,1,0,0,4,23,4,3,2,0.0009481250308454037,5.292
modular_3sat,61,vsids,18,85,4.722222222222222,1,0,0,5,33,5,4,3,0.0010465830564498901,6.632
modular_3sat,61,progress_only,18,85,4.722222222222222,1,0,0,5,33,5,4,3,0.0010807500220835209,6.632
modular_3sat,61,maat_only,18,85,4.722222222222222,1,0,0,11,76,10,9,5,0.0023302079644054174,13.604000000000001
modular_3sat,61,mode_a,18,85,4.722222222222222,1,0,0,7,41,6,5,4,0.0014058329397812486,8.264
modular_3sat,61,random,18,85,4.722222222222222,1,0,0,19,60,9,8,6,0.002936457982286811,14.94
modular_3sat,62,vsids,18,85,4.722222222222222,1,0,0,7,57,8,7,5,0.0015097919385880232,10.328
modular_3sat,62,progress_only,18,85,4.722222222222222,1,0,0,7,40,7,6,6,0.0014313749270513654,9.26
modular_3sat,62,maat_only,18,85,4.722222222222222,1,0,0,8,29,6,5,5,0.0016080830246210098,8.516
modular_3sat,62,mode_a,18,85,4.722222222222222,1,0,0,5,37,6,5,4,0.0014412080636247993,7.648
modular_3sat,62,random,18,85,4.722222222222222,1,0,0,19,121,16,15,5,0.0038538750959560275,22.183999999999997
modular_3sat,63,vsids,24,96,4.0,1,1,0,9,24,3,3,6,0.0016852919943630695,5.795999999999999
modular_3sat,63,progress_only,24,96,4.0,1,1,0,9,24,3,3,6,0.001691875047981739,5.795999999999999
modular_3sat,63,maat_only,24,96,4.0,1,1,0,13,28,4,4,6,0.0024733749451115727,8.012
modular_3sat,63,mode_a,24,96,4.0,1,1,0,8,23,2,2,5,0.0014512089546769857,4.492
modular_3sat,63,random,24,96,4.0,1,1,0,19,51,8,8,6,0.003766333102248609,13.904
modular_3sat,64,vsids,24,96,4.0,1,0,0,13,62,10,9,4,0.0029279160080477595,14.148
modular_3sat,64,progress_only,24,96,4.0,1,0,0,14,79,10,9,5,0.003070457954891026,14.516
modular_3sat,64,maat_only,24,96,4.0,1,0,0,15,105,13,12,4,0.0035084590781480074,17.92
modular_3sat,64,mode_a,24,96,4.0,1,0,0,13,71,10,9,5,0.003182083019055426,14.184000000000001
modular_3sat,64,random,24,96,4.0,1,0,0,16,46,6,5,11,0.0031163329258561134,10.984
modular_3sat,65,vsids,24,96,4.0,1,0,0,14,79,9,8,5,0.0029227909399196506,13.516
modular_3sat,65,progress_only,24,96,4.0,1,0,0,11,76,9,8,5,0.0022834170376881957,12.604000000000001
modular_3sat,65,maat_only,24,96,4.0,1,0,0,13,42,8,7,6,0.002882709028199315,12.068
modular_3sat,65,mode_a,24,96,4.0,1,0,0,18,115,12,11,5,0.0040478750597685575,17.86
modular_3sat,65,random,24,96,4.0,1,0,0,28,109,18,17,7,0.00508720800280571,26.836
modular_3sat,66,vsids,24,104,4.333333333333333,1,0,0,6,21,6,5,3,0.0015812079655006528,7.8839999999999995
modular_3sat,66,progress_only,24,104,4.333333333333333,1,0,0,6,20,6,5,3,0.001597417052835226,7.88
modular_3sat,66,maat_only,24,104,4.333333333333333,1,0,0,12,41,8,7,6,0.0028487909585237503,11.764
modular_3sat,66,mode_a,24,104,4.333333333333333,1,0,0,3,19,4,3,2,0.0009132500272244215,4.976
modular_3sat,66,random,24,104,4.333333333333333,1,0,0,11,19,4,3,6,0.0024572910042479634,7.3759999999999994
modular_3sat,67,vsids,24,104,4.333333333333333,1,0,0,12,61,8,7,4,0.0029030420118942857,11.844
modular_3sat,67,progress_only,24,104,4.333333333333333,1,0,0,12,72,10,9,4,0.0028502079658210278,13.888
modular_3sat,67,maat_only,24,104,4.333333333333333,1,0,0,14,55,8,7,4,0.0032605419401079416,12.42
modular_3sat,67,mode_a,24,104,4.333333333333333,1,0,0,12,61,7,6,4,0.00295908295083791,10.844
modular_3sat,67,random,24,104,4.333333333333333,1,0,0,23,100,14,13,8,0.0050308749778196216,21.299999999999997
modular_3sat,68,vsids,24,104,4.333333333333333,1,0,0,8,59,9,8,3,0.0023060831008479,11.636000000000001
modular_3sat,68,progress_only,24,104,4.333333333333333,1,0,0,9,63,9,8,3,0.0024244999513030052,11.952
modular_3sat,68,maat_only,24,104,4.333333333333333,1,0,0,12,88,10,9,6,0.0031400000443682075,13.952
modular_3sat,68,mode_a,24,104,4.333333333333333,1,0,0,8,41,7,6,4,0.0020643749739974737,9.564
modular_3sat,68,random,24,104,4.333333333333333,1,0,0,18,70,9,8,10,0.0037011669483035803,14.679999999999998
modular_3sat,69,vsids,24,113,4.708333333333333,1,0,0,6,44,5,4,4,0.0017597090918570757,6.976
modular_3sat,69,progress_only,24,113,4.708333333333333,1,0,0,6,44,5,4,4,0.0019017079612240195,6.976
modular_3sat,69,maat_only,24,113,4.708333333333333,1,0,0,11,67,9,8,4,0.003074500011280179,12.568000000000001
modular_3sat,69,mode_a,24,113,4.708333333333333,1,0,0,7,35,6,5,3,0.0019304589368402958,8.24
modular_3sat,69,random,24,113,4.708333333333333,1,0,0,11,43,7,6,6,0.002746833022683859,10.472000000000001
modular_3sat,70,vsids,24,113,4.708333333333333,1,0,0,4,20,4,3,3,0.001198749989271164,5.28
modular_3sat,70,progress_only,24,113,4.708333333333333,1,0,0,4,20,4,3,3,0.0011513339122757316,5.28
modular_3sat,70,maat_only,24,113,4.708333333333333,1,0,0,12,38,6,5,5,0.00283762498293072,9.751999999999999
modular_3sat,70,mode_a,24,113,4.708333333333333,1,0,0,3,17,4,3,2,0.0009572500130161643,4.968
modular_3sat,70,random,24,113,4.708333333333333,1,0,0,15,62,8,7,7,0.0037195419427007437,12.748
modular_3sat,71,vsids,24,113,4.708333333333333,1,0,0,7,37,7,6,5,0.001697625033557415,9.248
modular_3sat,71,progress_only,24,113,4.708333333333333,1,0,0,7,46,7,6,5,0.0019177499925717711,9.283999999999999
modular_3sat,71,maat_only,24,113,4.708333333333333,1,0,0,14,51,8,7,7,0.0035649159690365195,12.404
modular_3sat,71,mode_a,24,113,4.708333333333333,1,0,0,7,28,6,5,4,0.0018590000690892339,8.212
modular_3sat,71,random,24,113,4.708333333333333,1,0,0,21,43,8,7,11,0.004438417032361031,14.472000000000001
xor3_cnf,72,vsids,15,52,3.466666666666667,1,1,0,3,47,3,3,2,0.0006798750255256891,4.088
xor3_cnf,72,progress_only,15,52,3.466666666666667,1,1,0,3,35,2,2,2,0.0005924580618739128,3.04
xor3_cnf,72,maat_only,15,52,3.466666666666667,1,1,0,11,74,9,9,4,0.0017662079771980643,12.596
xor3_cnf,72,mode_a,15,52,3.466666666666667,1,1,0,2,23,1,1,2,0.00040670798625797033,1.6920000000000002
xor3_cnf,72,random,15,52,3.466666666666667,1,1,0,12,80,9,9,4,0.001724999980069697,12.92
xor3_cnf,73,vsids,15,52,3.466666666666667,1,1,0,4,17,1,1,3,0.000458667054772377,2.2680000000000002
xor3_cnf,73,progress_only,15,52,3.466666666666667,1,1,0,4,17,1,1,3,0.0004449170082807541,2.2680000000000002
xor3_cnf,73,maat_only,15,52,3.466666666666667,1,1,0,4,17,1,1,3,0.0004886250244453549,2.2680000000000002
xor3_cnf,73,mode_a,15,52,3.466666666666667,1,1,0,4,17,1,1,3,0.00046729203313589096,2.2680000000000002
xor3_cnf,73,random,15,52,3.466666666666667,1,1,0,7,30,3,3,4,0.0008212500251829624,5.22
xor3_cnf,74,vsids,15,60,4.0,1,0,0,7,77,8,7,3,0.0013319579884409904,10.408
xor3_cnf,74,progress_only,15,60,4.0,1,0,0,7,77,8,7,3,0.0013455000007525086,10.408
xor3_cnf,74,maat_only,15,60,4.0,1,0,0,7,77,8,7,2,0.0013712079962715507,10.408
xor3_cnf,74,mode_a,15,60,4.0,1,0,0,7,87,8,7,3,0.0013198329834267497,10.448
xor3_cnf,74,random,15,60,4.0,1,0,0,8,69,8,7,5,0.001366125070489943,10.676
xor3_cnf,75,vsids,15,60,4.0,1,0,0,13,117,14,13,4,0.0023350000847131014,18.368
xor3_cnf,75,progress_only,15,60,4.0,1,0,0,13,117,14,13,4,0.0023739170283079147,18.368
xor3_cnf,75,maat_only,15,60,4.0,1,0,0,9,68,10,9,3,0.0016923750517889857,12.972
xor3_cnf,75,mode_a,15,60,4.0,1,0,0,10,71,10,9,3,0.0017522500129416585,13.284
xor3_cnf,75,random,15,60,4.0,1,0,0,18,117,17,16,4,0.0030103749595582485,22.868
xor3_cnf,76,vsids,15,68,4.533333333333333,1,0,0,7,66,8,7,3,0.0014279589522629976,10.363999999999999
xor3_cnf,76,progress_only,15,68,4.533333333333333,1,0,0,7,66,8,7,3,0.0013812909601256251,10.363999999999999
xor3_cnf,76,maat_only,15,68,4.533333333333333,1,0,0,7,49,8,7,3,0.0014234170084819198,10.296
xor3_cnf,76,mode_a,15,68,4.533333333333333,1,0,0,7,67,8,7,3,0.0013492499710991979,10.368
xor3_cnf,76,random,15,68,4.533333333333333,1,0,0,7,56,6,5,4,0.0012563749914988875,8.324
xor3_cnf,77,vsids,15,68,4.533333333333333,1,0,0,3,38,4,3,2,0.0006627499824389815,5.0520000000000005
xor3_cnf,77,progress_only,15,68,4.533333333333333,1,0,0,3,38,4,3,2,0.0007071249419823289,5.0520000000000005
xor3_cnf,77,maat_only,15,68,4.533333333333333,1,0,0,3,38,4,3,2,0.0007714160019531846,5.0520000000000005
xor3_cnf,77,mode_a,15,68,4.533333333333333,1,0,0,3,38,4,3,2,0.0007223329739645123,5.0520000000000005
xor3_cnf,77,random,15,68,4.533333333333333,1,0,0,15,96,14,13,5,0.002581540960818529,18.884
xor3_cnf,78,vsids,18,60,3.3333333333333335,1,0,0,3,12,4,3,2,0.0005195830017328262,4.948
xor3_cnf,78,progress_only,18,60,3.3333333333333335,1,0,0,3,12,4,3,2,0.0005202909233048558,4.948
xor3_cnf,78,maat_only,18,60,3.3333333333333335,1,0,0,6,27,5,4,3,0.0009866670006886125,6.9079999999999995
xor3_cnf,78,mode_a,18,60,3.3333333333333335,1,0,0,3,12,4,3,2,0.000524875009432435,4.948
xor3_cnf,78,random,18,60,3.3333333333333335,1,0,0,8,36,6,5,5,0.0012042090529575944,8.544
xor3_cnf,79,vsids,18,60,3.3333333333333335,1,1,0,12,73,8,8,5,0.0017029590671882033,11.892
xor3_cnf,79,progress_only,18,60,3.3333333333333335,1,1,0,13,79,10,10,5,0.001819250057451427,14.216000000000001
xor3_cnf,79,maat_only,18,60,3.3333333333333335,1,1,0,5,12,0,0,5,0.0007139999652281404,1.548
xor3_cnf,79,mode_a,18,60,3.3333333333333335,1,1,0,9,47,4,4,4,0.0012793750502169132,6.887999999999999
xor3_cnf,79,random,18,60,3.3333333333333335,1,1,0,6,12,0,0,6,0.0007832089904695749,1.8479999999999999
xor3_cnf,80,vsids,18,72,4.0,1,0,0,7,71,8,7,3,0.0014136669924482703,10.384
xor3_cnf,80,progress_only,18,72,4.0,1,0,0,7,71,8,7,3,0.0014763330109417439,10.384
xor3_cnf,80,maat_only,18,72,4.0,1,0,0,9,76,10,9,3,0.002033500000834465,13.004
xor3_cnf,80,mode_a,18,72,4.0,1,0,0,3,39,4,3,2,0.0007957909256219864,5.056
xor3_cnf,80,random,18,72,4.0,1,0,0,9,45,8,7,4,0.0015663339290767908,10.879999999999999
xor3_cnf,81,vsids,18,72,4.0,1,1,0,4,43,3,3,3,0.0007672499632462859,4.372
xor3_cnf,81,progress_only,18,72,4.0,1,1,0,4,33,2,2,3,0.0006859579589217901,3.3320000000000003
xor3_cnf,81,maat_only,18,72,4.0,1,1,0,3,43,2,2,2,0.0007393750129267573,3.072
xor3_cnf,81,mode_a,18,72,4.0,1,1,0,4,46,3,3,3,0.0007818751037120819,4.384
xor3_cnf,81,random,18,72,4.0,1,1,0,11,111,10,10,3,0.0024880829732865095,13.744000000000002
xor3_cnf,82,vsids,18,84,4.666666666666667,1,0,0,3,39,4,3,2,0.0007655000081285834,5.056
xor3_cnf,82,progress_only,18,84,4.666666666666667,1,0,0,3,39,4,3,2,0.0007890829583629966,5.056
xor3_cnf,82,maat_only,18,84,4.666666666666667,1,0,0,3,39,4,3,2,0.0008209999650716782,5.056
xor3_cnf,82,mode_a,18,84,4.666666666666667,1,0,0,3,43,4,3,2,0.0008189169457182288,5.072
xor3_cnf,82,random,18,84,4.666666666666667,1,0,0,8,43,6,5,3,0.001579583971761167,8.572000000000001
xor3_cnf,83,vsids,18,84,4.666666666666667,1,0,0,5,73,6,5,3,0.0012720840750262141,7.792
xor3_cnf,83,progress_only,18,84,4.666666666666667,1,0,0,6,81,7,6,3,0.0014664999907836318,9.124
xor3_cnf,83,maat_only,18,84,4.666666666666667,1,0,0,10,82,10,9,4,0.002392624970525503,13.328
xor3_cnf,83,mode_a,18,84,4.666666666666667,1,0,0,4,48,5,4,3,0.0011016669450327754,6.392
xor3_cnf,83,random,18,84,4.666666666666667,1,0,0,11,105,12,11,4,0.0025404590414837003,15.72
xor3_cnf,84,vsids,21,72,3.4285714285714284,1,1,0,3,16,0,0,3,0.0004925839602947235,0.964
xor3_cnf,84,progress_only,21,72,3.4285714285714284,1,1,0,3,16,0,0,3,0.00048291694838553667,0.964
xor3_cnf,84,maat_only,21,72,3.4285714285714284,1,1,0,9,61,6,6,4,0.001884083030745387,8.943999999999999
xor3_cnf,84,mode_a,21,72,3.4285714285714284,1,1,0,8,43,6,6,3,0.0015943750040605664,8.572000000000001
xor3_cnf,84,random,21,72,3.4285714285714284,1,1,0,5,19,1,1,5,0.0008598330896347761,2.576
xor3_cnf,85,vsids,21,72,3.4285714285714284,1,0,0,10,29,6,5,4,0.001545082894153893,9.116
xor3_cnf,85,progress_only,21,72,3.4285714285714284,1,0,0,10,29,6,5,4,0.0015551249962300062,9.116
xor3_cnf,85,maat_only,21,72,3.4285714285714284,1,0,0,4,32,4,3,3,0.0008562500588595867,5.328
xor3_cnf,85,mode_a,21,72,3.4285714285714284,1,0,0,4,32,4,3,3,0.000890083028934896,5.328
xor3_cnf,85,random,21,72,3.4285714285714284,1,0,0,21,128,16,15,5,0.0037494590505957603,22.812
xor3_cnf,86,vsids,21,84,4.0,1,0,0,3,35,4,3,2,0.0009322499390691519,5.04
xor3_cnf,86,progress_only,21,84,4.0,1,0,0,3,35,4,3,2,0.000906666973605752,5.04
xor3_cnf,86,maat_only,21,84,4.0,1,0,0,4,45,4,3,2,0.0010711658978834748,5.38
xor3_cnf,86,mode_a,21,84,4.0,1,0,0,4,51,5,4,2,0.0011539170518517494,6.404
xor3_cnf,86,random,21,84,4.0,1,0,0,5,42,4,3,4,0.0013281659921631217,5.668
xor3_cnf,87,vsids,21,84,4.0,1,0,0,3,42,4,3,2,0.0008426250424236059,5.0680000000000005
xor3_cnf,87,progress_only,21,84,4.0,1,0,0,3,42,4,3,2,0.0008554580854251981,5.0680000000000005
xor3_cnf,87,maat_only,21,84,4.0,1,0,0,14,164,14,13,3,0.0036078329430893064,18.855999999999998
xor3_cnf,87,mode_a,21,84,4.0,1,0,0,5,55,4,3,3,0.0012663330417126417,5.72
xor3_cnf,87,random,21,84,4.0,1,0,0,18,117,13,12,5,0.0037837919080629945,18.868
xor3_cnf,88,vsids,21,96,4.571428571428571,1,0,0,3,65,4,3,2,0.0010912499856203794,5.16
xor3_cnf,88,progress_only,21,96,4.571428571428571,1,0,0,3,65,4,3,2,0.0011323329526931047,5.16
xor3_cnf,88,maat_only,21,96,4.571428571428571,1,0,0,8,32,6,5,4,0.0018334169872105122,8.528
xor3_cnf,88,mode_a,21,96,4.571428571428571,1,0,0,3,65,4,3,2,0.0010897499741986394,5.16
xor3_cnf,88,random,21,96,4.571428571428571,1,0,0,10,108,10,9,4,0.002790417056530714,13.432
xor3_cnf,89,vsids,21,96,4.571428571428571,1,1,0,7,110,7,7,3,0.0019305829191580415,9.54
xor3_cnf,89,progress_only,21,96,4.571428571428571,1,1,0,7,110,7,7,3,0.0018909999635070562,9.54
xor3_cnf,89,maat_only,21,96,4.571428571428571,1,1,0,16,176,15,15,4,0.004674666910432279,20.504
xor3_cnf,89,mode_a,21,96,4.571428571428571,1,1,0,8,94,7,7,3,0.0021364999702200294,9.776
xor3_cnf,89,random,21,96,4.571428571428571,1,1,0,6,42,2,2,5,0.00145566591527313,3.968
graph_coloring,90,vsids,24,56,2.3333333333333335,1,1,0,8,16,0,0,8,0.0006416250253096223,2.464
graph_coloring,90,progress_only,24,56,2.3333333333333335,1,1,0,8,16,0,0,8,0.0006678749341517687,2.464
graph_coloring,90,maat_only,24,56,2.3333333333333335,1,1,0,10,14,0,0,10,0.0008319580228999257,3.056
graph_coloring,90,mode_a,24,56,2.3333333333333335,1,1,0,9,15,0,0,9,0.0008314589504152536,2.76
graph_coloring,90,random,24,56,2.3333333333333335,1,1,0,9,15,0,0,9,0.0008201251039281487,2.76
graph_coloring,91,vsids,24,68,2.8333333333333335,1,1,0,5,19,0,0,5,0.000595875084400177,1.576
graph_coloring,91,progress_only,24,68,2.8333333333333335,1,1,0,5,19,0,0,5,0.0005876671057194471,1.576
graph_coloring,91,maat_only,24,68,2.8333333333333335,1,1,0,5,19,0,0,5,0.000586707959882915,1.576
graph_coloring,91,mode_a,24,68,2.8333333333333335,1,1,0,5,19,0,0,5,0.000643208040855825,1.576
graph_coloring,91,random,24,68,2.8333333333333335,1,1,0,11,46,2,2,8,0.0013630000175908208,5.484
graph_coloring,92,vsids,30,61,2.033333333333333,1,1,0,15,15,0,0,15,0.0012576669687405229,4.56
graph_coloring,92,progress_only,30,61,2.033333333333333,1,1,0,15,15,0,0,15,0.0012988339876756072,4.56
graph_coloring,92,maat_only,30,61,2.033333333333333,1,1,0,17,13,0,0,17,0.0015938340220600367,5.151999999999999
graph_coloring,92,mode_a,30,61,2.033333333333333,1,1,0,15,15,0,0,15,0.0013253339566290379,4.56
graph_coloring,92,random,30,61,2.033333333333333,1,1,0,14,16,0,0,14,0.001382332993671298,4.264
graph_coloring,93,vsids,30,100,3.3333333333333335,1,0,0,7,101,7,6,4,0.001760917017236352,9.504
graph_coloring,93,progress_only,30,100,3.3333333333333335,1,0,0,7,101,7,6,4,0.0017900420352816582,9.504
graph_coloring,93,maat_only,30,100,3.3333333333333335,1,0,0,7,91,6,5,4,0.001719042076729238,8.464
graph_coloring,93,mode_a,30,100,3.3333333333333335,1,0,0,7,129,7,6,4,0.0020399580243974924,9.616
graph_coloring,93,random,30,100,3.3333333333333335,1,0,0,7,144,8,7,5,0.002108834101818502,10.676
graph_coloring,94,vsids,36,102,2.8333333333333335,1,1,0,8,28,0,0,8,0.0011170830111950636,2.512
graph_coloring,94,progress_only,36,102,2.8333333333333335,1,1,0,8,28,0,0,8,0.0011038329685106874,2.512
graph_coloring,94,maat_only,36,102,2.8333333333333335,1,1,0,9,27,0,0,9,0.0012632079888135195,2.808
graph_coloring,94,mode_a,36,102,2.8333333333333335,1,1,0,8,28,0,0,8,0.0012583748903125525,2.512
graph_coloring,94,random,36,102,2.8333333333333335,1,1,0,9,46,1,1,8,0.0015131249092519283,3.884
graph_coloring,95,vsids,36,135,3.75,1,0,0,10,192,10,9,5,0.0030797909712418914,13.768
graph_coloring,95,progress_only,36,135,3.75,1,0,0,10,192,10,9,5,0.003177125006914139,13.768
graph_coloring,95,maat_only,36,135,3.75,1,0,0,10,190,9,8,6,0.0031138339545577765,12.76
graph_coloring,95,mode_a,36,135,3.75,1,0,0,9,198,10,9,4,0.003000207943841815,13.491999999999999
graph_coloring,95,random,36,135,3.75,1,0,0,17,282,14,13,7,0.005290874978527427,20.228
pigeonhole,96,vsids,20,45,2.25,1,0,0,38,319,30,29,7,0.005303250043652952,42.676
pigeonhole,96,progress_only,20,45,2.25,1,0,0,38,322,30,29,9,0.004900416010059416,42.687999999999995
pigeonhole,96,maat_only,20,45,2.25,1,0,0,28,337,28,27,11,0.004709457978606224,37.748
pigeonhole,96,mode_a,20,45,2.25,1,0,0,30,337,29,28,11,0.004660416045226157,39.348
pigeonhole,96,random,20,45,2.25,1,0,0,29,286,26,25,9,0.0042077089892700315,35.844
pigeonhole,97,vsids,30,81,2.7,1,0,0,114,1210,91,90,11,0.030654332949779928,130.04
pigeonhole,97,progress_only,30,81,2.7,1,0,0,132,1354,104,103,11,0.03592945798300207,149.016
pigeonhole,97,maat_only,30,81,2.7,1,0,0,166,1966,142,141,19,0.056441124994307756,199.66400000000002
pigeonhole,97,mode_a,30,81,2.7,1,0,0,147,1980,139,138,19,0.05114283296279609,191.01999999999998
pigeonhole,97,random,30,81,2.7,1,0,0,194,1840,137,136,17,0.0566347079584375,202.56
pigeonhole,98,vsids,42,133,3.1666666666666665,1,0,0,360,4367,295,294,16,0.22632520797196776,420.468
pigeonhole,98,progress_only,42,133,3.1666666666666665,1,0,0,476,5878,388,387,16,0.33698354195803404,554.3119999999999
pigeonhole,98,maat_only,42,133,3.1666666666666665,1,0,0,1052,14002,891,890,29,1.3964220420457423,1262.608
pigeonhole,98,mode_a,42,133,3.1666666666666665,1,0,0,857,12439,767,766,28,1.049182791961357,1073.856
pigeonhole,98,random,42,133,3.1666666666666665,1,0,0,1311,13504,913,912,24,1.6499318750575185,1360.316
