mu,phidot0,stable,chi2,chi2_per_point,chi2_reduced_k2,delta_chi2_vs_LCDM,max_Omega_MAAT,max_abs_delta_H,min_P_X,min_cs2,max_cs2
0.06309573444801933,2.8944444444444444,True,15.751696998303538,0.5081192580097915,0.5431619654587427,0.8758354080301878,0.0001302420178704815,0.022587736996809805,1.0006079839128734,1.0000191763690525,1.0015827683373038
0.06309573444801933,3.0,True,15.751621321554493,0.5081168168243385,0.5431593559156722,0.8757597312811427,0.00013090907417925794,0.02258944638206045,1.0005735944311218,1.0000206279301513,1.0015835593222713
0.1,0.15,True,15.75342316130806,0.5081749406873568,0.5432214883209676,0.8775615710347093,0.00011922139115274179,0.022585081740114036,1.0048141537636324,1.0000000727815885,1.0001094815597553
0.1,0.25555555555555554,True,15.75340055606248,0.5081742114858865,0.5432207088297407,0.8775389657891299,0.00011934488360065682,0.022583673819424683,1.0048162910098688,1.0000002309213376,1.000304835373936
0.1,0.3611111111111111,True,15.753366502510264,0.5081731129842021,0.5432195345693195,0.8775049122369136,0.00011953110953197124,0.02258169631625144,1.0046939464668652,1.0000004612343012,1.0005722734096492
0.1,0.4666666666666667,True,15.753321371927616,0.5081716571589553,0.5432179783423315,0.8774597816542649,0.00011977827078702169,0.022579321383252297,1.0045090130360776,1.0000007706472789,1.000882341470615
0.1,0.5722222222222222,True,15.753265627516413,0.5081698589521424,0.5432160561212556,0.8774040372430623,0.00012008414159129871,0.022576737432745513,1.0042965643750141,1.0000011593983473,1.0012052141383116
0.1,0.6777777777777778,True,15.753199802708759,0.5081677355712503,0.543213786300302,0.8773382124354079,0.0001204461949432619,0.022574126247798733,1.004066055940722,1.0000016277980897,1.00151512212289
0.1,0.7833333333333333,True,15.75312448189428,0.5081653058675575,0.5432111890308373,0.87726289162093,0.00012086172504817347,0.02257164606551587,1.0038261189239093,1.0000021762292264,1.0017929192967907
0.1,0.888888888888889,True,15.753040285119326,0.5081625898425589,0.5432082856937699,0.8771786948459752,0.00012132795536852805,0.02256942203713031,1.0035840657964672,1.0000028051421987,1.0020267663053843
0.1,0.9944444444444445,True,15.752947857015025,0.5081596082908073,0.5432050985177594,0.8770862667416743,0.00012184212673928316,0.02256754340809726,1.00334568535843,1.0000035150474924,1.0022114203251893
0.1,1.0999999999999999,True,15.752847859334016,0.5081563825591618,0.5432016503218626,0.8769862690606658,0.00012240156412511054,0.02256606562809819,1.003115259797516,1.0000043065059618,1.0023467804617416
0.1,1.2055555555555555,True,15.75274096608216,0.5081529343897471,0.5431979643476607,0.8768793758088087,0.00012300372341231137,0.022565015350407485,1.0028957220151755,1.0000051801184153,1.0024362433705816
0.1,1.3111111111111111,True,15.752627860208666,0.5081492858131827,0.5431940641451264,0.8767662699353149,0.00012364622114657592,0.02256439659067487,1.0026888809381318,1.0000061365154662,1.0024852239625235
0.1,1.4166666666666665,True,15.752509231004947,0.5081454590646757,0.5431899734829292,0.876647640731596,0.00012432685065551577,0.02256419684541556,1.0024956622443775,1.0000071763482952,1.0025000033165983
0.1,1.5222222222222221,True,15.752385771622633,0.5081414765039559,0.5431857162628494,0.8765241813492821,0.00012504358789594918,0.022564392487767135,1.0023163323273578,1.0000083002806521,1.002499900786686
0.1,1.6277777777777778,True,15.752258176369123,0.5081373605280363,0.5431813164265215,0.8763965860957725,0.00012579458994305945,0.022564953154546624,1.0021506896611112,1.0000095089821799,1.002500301901924
0.1,1.7333333333333332,True,15.75212713763478,0.5081331334720897,0.5431767978494751,0.8762655473614291,0.00012657818849843254,0.022565845094111803,1.0019982188010783,1.0000108031229908,1.0025005903913375
0.1,1.8388888888888888,True,15.751993342446033,0.5081288174982591,0.543172184222277,0.8761317521726824,0.0001273928802577336,0.022567033582566457,1.0018582087060601,1.0000121833693527,1.002501041387684
0.1,1.9444444444444444,True,15.751857468726161,0.5081244344750374,0.5431674989215918,0.8759958784528106,0.00012823731550582417,0.02256848457236757,1.0017298401681938,1.000013650380309,1.002501823193647
0.1,2.05,True,15.751720181392038,0.5081200058513561,0.5431627648755876,0.8758585911186874,0.0001291102859185224,0.022570165745130148,1.001612248123756,1.000015204805061,1.0025026971893065
0.1,2.1555555555555554,True,15.75158212843256,0.5081155525300826,0.543158004428709,0.875720538159209,0.00013001071224601784,0.022572047123226358,1.0015045644331098,1.0000168472809614,1.0025036844725013
0.1,2.261111111111111,True,15.751443937113027,0.5081110947455815,0.5431532392107941,0.8755823468396766,0.00013093763232336947,0.022574101367928347,1.0014059459913434,1.000018578431981,1.0025047743092859
0.1,2.3666666666666667,True,15.751306210433965,0.5081066519494828,0.5431484900149643,0.8754446201606143,0.00013189018968534034,0.022576303863785775,1.0013155921349408,1.000020398867554,1.0025061773288424
0.1,2.4722222222222223,True,15.751169523949034,0.5081022427080334,0.5431437766878977,0.8753079336756837,0.00013286762294292622,0.02257863266383219,1.0012327544407127,1.0000223091817022,1.0025076888429736
0.1,2.5777777777777775,True,15.75103442302292,0.5080978846136426,0.5431391180352731,0.8751728327495698,0.0001338692559956995,0.022581068349577935,1.0011567412584472,1.000024309952387,1.0025092334316117
0.1,2.683333333333333,True,15.750901420577467,0.5080935942121764,0.5431345317440506,0.8750398303041163,0.00013489448909808293,0.0225835938435809,1.0010869187040174,1.0000264017410214,1.0025109133772736
0.1,2.7888888888888888,True,15.750770995355731,0.508089386946959,0.5431300343226114,0.8749094050823807,0.00013594279076128293,0.02258619420035229,1.0010227093596917,1.0000285850921216,1.0025128326370567
0.1,2.8944444444444444,True,15.750643590703657,0.5080852771194728,0.5431256410587468,0.8747820004303062,0.00013701369045026533,0.02258885639246575,1.000963589564639,1.0000308605330515,1.0025146891572723
0.1,3.0,True,15.750519613855221,0.5080812778662974,0.5431213659950076,0.8746580235818708,0.00013810677202248807,0.02259156910252261,1.0009090859091183,1.0000332285738431,1.0025168825249642
0.15848931924611143,0.15,True,15.753416170833157,0.5081747151881664,0.5432212472701089,0.8775545805598064,0.00011925956217997396,0.022584627489739547,1.0076310051238957,1.0000001150696851,1.0001730296766334
0.15848931924611143,0.25555555555555554,True,15.753380337258474,0.5081735592664024,0.5432200116296025,0.8775187469851229,0.00011945534592369878,0.022582396097493667,1.0076364433204992,1.0000003651194886,1.0004818589660573
0.15848931924611143,0.3611111111111111,True,15.753326343908205,0.508171817545426,0.5432181497899381,0.8774647536348539,0.00011975068575862436,0.022579261999150918,1.0074394038011114,1.0000007294349664,1.000904821135031
0.15848931924611143,0.4666666666666667,True,15.753254763166078,0.5081695084892284,0.5432156814884854,0.8773931728927273,0.00012014285668514553,0.02257549805149751,1.007146304065598,1.0000012191290961,1.001395470184391
0.15848931924611143,0.5722222222222222,True,15.753166306176814,0.5081666550379618,0.5432126312474763,0.8773047159034633,0.00012062850148861308,0.022571402878820545,1.006809595628931,1.000001834815669,1.00190670290439
0.15848931924611143,0.6777777777777778,True,15.753061788230301,0.5081632834913,0.5432090271803552,0.8772001979569506,0.00012120382958720878,0.022567264594542436,1.0064442643806164,1.0000025772933834,1.0023977437349092
0.15848931924611143,0.7833333333333333,True,15.752942098665901,0.5081594225376097,0.5432048999539966,0.8770805083925506,0.00012186480670303542,0.022563333990245252,1.0060639898360504,1.000003447544785,1.002838223224744
0.15848931924611143,0.888888888888889,True,15.75280817772587,0.5081551025072861,0.5432002819905473,0.8769465874525189,0.00012260731925696556,0.02255980941780358,1.0056803614821535,1.0000044467253506,1.0032092953605327
0.15848931924611143,0.9944444444444445,True,15.75266100058301,0.5081503548575165,0.5431952069166556,0.8767994103096601,0.00012342730570281526,0.022556832322794103,1.0053025539486926,1.0000055761446378,1.0035025490926575
0.15848931924611143,1.0999999999999999,True,15.752501567321298,0.5081452118490741,0.5431897092179758,0.8766399770479474,0.0001243208536948076,0.02255449059127081,1.0049373540458306,1.0000068372425497,1.003717730528253
0.15848931924611143,1.2055555555555555,True,15.752330897038803,0.5081397063560904,0.5431838240358208,0.8764693067654523,0.00012528426623946694,0.022552826475295155,1.0045894101091113,1.0000082315637953,1.003860151128651
0.15848931924611143,1.3111111111111111,True,15.7521500242706,0.5081338717506645,0.5431775870438138,0.8762884339972494,0.00012631410203594616,0.022551846355261692,1.0042615890941835,1.000009760732989,1.0039383466716674
0.15848931924611143,1.4166666666666665,True,15.751959996288265,0.5081277418157505,0.5431710343547678,0.8760984060149148,0.00012740719569806505,0.022551530437626255,1.003955358101796,1.0000114264319693,1.0039622482729622
0.15848931924611143,1.5222222222222221,True,15.751761870304385,0.5081213506549802,0.5431642024242891,0.8759002800310345,0.00012856066313548546,0.022551841306620045,1.0036711393371072,1.0000132303801397,1.0039621293205907
0.15848931924611143,1.6277777777777778,True,15.751556710037613,0.5081147325818585,0.5431571279323315,0.8756951197642628,0.00012977189654756334,0.02255273087687628,1.0034086134029918,1.0000151743180365,1.0039630550779146
0.15848931924611143,1.7333333333333332,True,15.751345581430629,0.5081079219816332,0.543149847635539,0.875483991157278,0.00013103855256145104,0.022554145698838787,1.0031669633748768,1.0000172599939599,1.003963940829861
0.15848931924611143,1.8388888888888888,True,15.751129547542707,0.5081009531465389,0.5431423981911279,0.8752679572693562,0.00013235853618888977,0.022556030787498713,1.0029450623284066,1.0000194891533243,1.0039652523436282
0.15848931924611143,1.9444444444444444,True,15.750909662779964,0.5080938600896763,0.5431348159579298,0.8750480725066137,0.00013372998255162133,0.0225583322345628,1.0027416119066161,1.0000218635303004,1.0039672605226295
0.15848931924611143,2.05,True,15.750686966699194,0.5080866763451353,0.5431271367827308,0.8748253764258429,0.00013626144161032607,0.02256099887636293,1.0025552410758989,1.0000243848413302,1.0039695764259002
0.15848931924611143,2.1555555555555554,True,15.750462477646929,0.5080794347628041,0.5431193957809286,0.8746008873735782,0.0001427403125681608,0.022563983262573195,1.0023845739276547,1.0000270547801393,1.0039722375792162
0.15848931924611143,2.261111111111111,True,15.750237186490754,0.5080721673061533,0.5431116271203709,0.8743755962174031,0.00014920479728061618,0.02256724212820404,1.002228274230648,1.0000298750139247,1.0039752297245286
0.15848931924611143,2.3666666666666667,True,15.75001205066768,0.5080649048602477,0.5431038638161269,0.8741504603943291,0.0001556584356104519,0.022570736526852226,1.002085073018723,1.0000328471804698,1.0039786867184757
0.15848931924611143,2.4722222222222223,True,15.749787988742113,0.5080576770561972,0.5430961375428315,0.8739263984687629,0.00016210556950188023,0.022574431743465167,1.001953784121062,1.0000359728859594,1.0039826537099152
0.15848931924611143,2.5777777777777775,True,15.749565875616133,0.5080505121166494,0.5430884784695218,0.8737042853427823,0.00016854939413342622,0.022578297072075374,1.001833311345952,1.0000392537033358,1.0039868445025728
0.15848931924611143,2.683333333333333,True,15.749346538492402,0.5080434367255614,0.5430809151204277,0.8734849482190512,0.000174992087029636,0.02258230551846034,1.0017226500547558,1.0000426911710856,1.0039911639159218
0.15848931924611143,2.7888888888888888,True,15.749130753644488,0.5080364759240158,0.5430734742636031,0.8732691633711376,0.00018143492939240165,0.022586433468465276,1.0016208851020416,1.0000462867923436,1.003996205444306
0.15848931924611143,2.8944444444444444,True,15.748919244014179,0.5080296530327154,0.5430661808280751,0.8730576537408279,0.00018787841802409328,0.02259066034879261,1.0015271865413227,1.000050042034232,1.0040012799382605
0.15848931924611143,3.0,False,,,,,,,,,
0.25118864315095807,0.15,True,15.753405090012008,0.5081743577423228,0.5432208651728279,0.8775434997386569,0.00011932007717974948,0.02258390755508816,1.012097054756906,1.0000001816699389,1.000273019345728
0.25118864315095807,0.25555555555555554,True,15.753348281014809,0.5081725251940261,0.54321890624189,0.877486690741458,0.00011963052677872686,0.022580371065970696,1.0121108234754477,1.000000576507018,1.0007605201844423
0.25118864315095807,0.3611111111111111,True,15.753262652389642,0.508169762980311,0.5432159535306773,0.8774010621162915,0.00012009908668856375,0.02257540393756869,1.0117906604403508,1.0000011521246064,1.0014286249268605
0.25118864315095807,0.4666666666666667,True,15.753149071609613,0.5081660990841811,0.5432120369520557,0.8772874813362623,0.00012072174801064406,0.022569438651884245,1.0113261286648234,1.0000019264547813,1.0022043093387039
0.25118864315095807,0.5722222222222222,True,15.753008609084466,0.5081615680349828,0.5432071934167058,0.8771470188111152,0.0001214936113280927,0.02256294852377669,1.0107924817557055,1.0000029010346039,1.0030133376449877
0.25118864315095807,0.6777777777777778,True,15.752842482767612,0.5081562091215359,0.5432014649230211,0.8769808924942613,0.00012240919767047404,0.022556390198791302,1.0102134707472585,1.0000040778593773,1.003791252108614
0.25118864315095807,0.7833333333333333,True,15.752652011554689,0.5081500648888609,0.5431948969501617,0.8767904212813384,0.0001234627380826825,0.022550161161037297,1.0096107762103095,1.0000054593793737,1.0044898605770762
0.25118864315095807,0.888888888888889,True,15.752438581259474,0.5081431800406282,0.5431875372848094,0.8765769909861234,0.0001246484173285358,0.022544575777558324,1.0090027662437835,1.0000070484730084,1.0050790909729983
0.25118864315095807,0.9944444444444445,True,15.752203623093095,0.5081356007449386,0.5431794352790722,0.8763420328197444,0.0001259605617947644,0.022539858225837216,1.0084039816559407,1.000008848401045,1.0055453587949164
0.25118864315095807,1.0999999999999999,True,15.751948602140795,0.5081273742626062,0.5431706414531309,0.876087011867444,0.00012739377255423316,0.022536147804603918,1.0078251788160073,1.0000108627491067,1.0058880262212027
0.25118864315095807,1.2055555555555555,True,15.751675012410631,0.5081185487874397,0.5431612073245046,0.8758134221372806,0.000128943010811201,0.022533511500127324,1.0072737248393429,1.0000130953658504,1.006115330737419
0.25118864315095807,1.3111111111111111,True,15.751384375206435,0.5081091733937559,0.5431511853519461,0.875522784933084,0.00013407388516615502,0.022531959461718692,1.006754163544438,1.0000155503026653,1.0062406839582803
0.25118864315095807,1.4166666666666665,True,15.75107823831369,0.508099298010119,0.5431406289073686,0.8752166480403396,0.00014412317985008105,0.02253146037306381,1.0062688201292824,1.0000182317586879,1.006279765522497
0.25118864315095807,1.5222222222222221,True,15.750758174360525,0.5080889733664685,0.5431295922193284,0.8748965840871747,0.0001541531010167261,0.02253195500581763,1.0058183637439573,1.0000211440330726,1.0062796813697006
0.25118864315095807,1.6277777777777778,True,15.750425777489033,0.508078250886743,0.5431181302582425,0.8745641872156824,0.00016417225582474035,0.022533367237865046,1.0054022881781333,1.0000242914850301,1.0062818730796785
0.25118864315095807,1.7333333333333332,True,15.750082658054724,0.5080671825178943,0.5431062985536111,0.8742210677813738,0.00017419543448776685,0.022535612460380283,1.0050192986936157,1.00002767850127,1.0062843490166151
0.25118864315095807,1.8388888888888888,True,15.74973043546028,0.5080558204987188,0.5430941529469062,0.8738688451869301,0.0001842319937558228,0.022538603644272844,1.0046676092356654,1.0000313094700042,1.006287918342591
0.25118864315095807,1.9444444444444444,True,15.749370729461251,0.5080442170793952,0.5430817492917673,0.8735091391879006,0.00019428799210007995,0.022542255478486786,1.0043451620471664,1.0000351887605174,1.006293026983036
0.25118864315095807,2.05,True,15.749005150391461,0.5080324242061762,0.543069143116947,0.8731435601181108,0.00020438811275397397,0.022546487011829555,1.0040497841862892,1.0000393207072822,1.0062990284946096
0.25118864315095807,2.1555555555555554,True,15.748635288795167,0.5080204931869409,0.5430563892687988,0.8727736985218169,0.00021451308396114576,0.022551223186814816,1.0037792949848603,1.00004370959774,1.0063059923903288
0.25118864315095807,2.261111111111111,True,15.748262704932298,0.5080084743526547,0.5430435415493896,0.8724011146589472,0.0002246964075986112,0.022556395586401448,1.0035315766590909,1.000048359662947,1.006313902721523
0.25118864315095807,2.3666666666666667,True,15.747888918576162,0.5079964167282633,0.5430306523646953,0.8720273283028117,0.00023492338764166405,0.022561942644054214,1.0033046180331584,1.000053275070483,1.006322689937918
0.25118864315095807,2.4722222222222223,True,15.747515399454768,0.5079843677243473,0.543017772394992,0.8716538091814172,0.000245202005348337,0.02256780950447601,1.0030965391530096,1.000058459919086,1.0063327023751358
0.25118864315095807,2.5777777777777775,True,15.747143558613924,0.5079723728585137,0.5430049502970319,0.8712819683405737,0.0002555384579376062,0.022573947670494577,1.002905602671861,1.0000639182346507,1.006343709010737
0.25118864315095807,2.683333333333333,True,15.74677474090023,0.5079604755129107,0.5429922324448355,0.8709131506268797,0.0002659369868702551,0.022580314531057084,1.0027302163447753,1.0000696539672345,1.0063553445298166
0.25118864315095807,2.7888888888888888,True,15.74641021869129,0.5079487167319771,0.5429796627134927,0.8705486284179393,0.0002764001039535892,0.02258687283492221,1.0025689297639873,1.0000756709888965,1.006367712977196
0.25118864315095807,2.8944444444444444,False,,,,,,,,,
0.25118864315095807,3.0,False,,,,,,,,,
0.3981071705534973,0.15,True,15.753387523980322,0.5081737910961395,0.5432202594475973,0.8775259337069716,0.00011941603166724841,0.022582766544732735,1.0191793880090436,1.0000002861749298,1.0004296912062354
0.3981071705534973,0.25555555555555554,True,15.753297446687974,0.5081708853770314,0.5432171533340681,0.877435856414623,0.00011990844234430359,0.02257716166050385,1.019214138186939,1.0000009082845565,1.0011974536340438
0.3981071705534973,0.3611111111111111,True,15.753161598831952,0.5081665031881275,0.5432124689252397,0.8773000085586009,0.00012065224607241537,0.02256928949987702,1.0186869374665328,1.0000018160578448,1.002250735884247
0.3981071705534973,0.4666666666666667,True,15.75298125800088,0.5081606857419638,0.5432062502758924,0.8771196677275288,0.00012164185270787317,0.022559835583699214,1.0179507042178173,1.0000030386419265,1.0034752609914923
0.3981071705534973,0.5722222222222222,True,15.752757982430461,0.5081534833042084,0.5431985511182917,0.8768963921571107,0.00012287052941430614,0.022549550133496635,1.0171049308643783,1.0000045797740902,1.0047544168485385
0.3981071705534973,0.6777777777777778,True,15.752493522089322,0.508144952325462,0.5431894317961835,0.8766319318159717,0.00012433088087457489,0.022539156924222172,1.0161872602587307,1.0000064442907388,1.0059864699579257
0.3981071705534973,0.7833333333333333,True,15.752189747461827,0.5081351531439299,0.5431789568090285,0.8763281571884765,0.00012601528016863316,0.022529285939382804,1.0152320537899868,1.0000086381161992,1.0070949011861816
0.3981071705534973,0.888888888888889,True,15.751848601881372,0.5081241484477862,0.5431671931683232,0.8759870116080215,0.00014163859292858685,0.022520435414872034,1.014268422933091,1.000011168196961,1.0080315493129373
0.3981071705534973,0.9944444444444445,True,15.751472076321544,0.5081120024619853,0.5431542095283292,0.8756104860481937,0.00015736154139161027,0.02251296064589183,1.0133194133160686,1.0000140423919452,1.0087742532112585
0.3981071705534973,1.0999999999999999,True,15.751062201361737,0.5080987806890883,0.5431400759090255,0.8752006110883865,0.00017290427976996076,0.022507082420059915,1.0124020726352807,1.000017269335647,1.0093214132619868
0.3981071705534973,1.2055555555555555,True,15.750621049689226,0.508084549989975,0.5431248637823871,0.8747594594158752,0.00018840244910107708,0.022502906946368355,1.0115280769817097,1.000020858291217,1.0096856310718627
0.3981071705534973,1.3111111111111111,True,15.75015074309656,0.5080693788095665,0.5431086463136745,0.8742891528232093,0.00020389585863704352,0.022500450390311982,1.0107046278223486,1.000024819007123,1.0098878678141825
0.3981071705534973,1.4166666666666665,True,15.749653459463898,0.5080533374020613,0.5430914986022034,0.8737918691905477,0.0002194163581373171,0.022499663239493664,1.009935410347663,1.0000291615862975,1.0099528209467414
0.3981071705534973,1.5222222222222221,True,15.749131436903529,0.5080364979646299,0.5430734978242596,0.873269846630178,0.00023502018971216493,0.02250045178482049,1.0092214850890604,1.0000338963723396,1.0099534161435582
0.3981071705534973,1.6277777777777778,True,15.748586973676517,0.5080189346347264,0.5430547232302247,0.8727253834031661,0.00025072542715859494,0.02250269558112906,1.0085620497572367,1.0000390338540535,1.0099582069402362
0.3981071705534973,1.7333333333333332,True,15.748022423536352,0.5080007233398823,0.5430352559840121,0.8721608332630009,0.0002665576053121346,0.022506260767992954,1.0079550523304406,1.0000445845875072,1.0099648066698867
0.3981071705534973,1.8388888888888888,True,15.74744018682398,0.507981941510451,0.5430151788559993,0.8715785965506289,0.0002825406203593496,0.02251100968034659,1.0073976621026746,1.0000505591337203,1.0099741748671807
0.3981071705534973,1.9444444444444444,True,15.746842698017602,0.5079626676779871,0.5429945757937105,0.8709811077442513,0.00029868968424453423,0.02251680740310351,1.0068866177486944,1.0000569680095943,1.0099870844945993
0.3981071705534973,2.05,True,15.746232410616543,0.5079429809876304,0.5429735314005705,0.8703708203431919,0.00031504480789630037,0.02252352595427623,1.0064184753877865,1.0000638216498008,1.010002423507235
0.3981071705534973,2.1555555555555554,True,15.74561178027808,0.5079229606541317,0.5429521303544166,0.86975019000473,0.00033159098938859724,0.02253104671239256,1.0059897788938073,1.000071130377433,1.0100203263288963
0.3981071705534973,2.261111111111111,True,15.74498324708829,0.5079026853899449,0.5429304567961479,0.86912165681494,0.0003483586253932298,0.022539261596853877,1.0055971718056476,1.0000789043816516,1.010040783247965
0.3981071705534973,2.3666666666666667,True,15.744349217756834,0.5078822328308656,0.542908593715753,0.8684876274834838,0.00036533714957648545,0.022548073398109564,1.0052374666244372,1.0000871537007778,1.0100636917817916
0.3981071705534973,2.4722222222222223,True,15.743712048411327,0.5078616789810105,0.5428866223590113,0.8678504581379762,0.000382561394353443,0.022557395554569683,1.0049076838237943,1.0000958882096485,1.01008889099434
0.3981071705534973,2.5777777777777775,True,15.74307402853786,0.5078410976947697,0.5428646216737193,0.8672124382645094,0.00040002314141083026,0.02256715159090059,1.0046050698946294,1.0001051176102624,1.0101165480986511
0.3981071705534973,2.683333333333333,True,15.74243736648322,0.5078205602091361,0.5428426678097662,0.8665757762098689,0.00041772512075976257,0.022577274368173517,1.0043271012987807,1.0001148514249725,1.0101469547772708
0.3981071705534973,2.7888888888888888,True,15.741804176811243,0.5078001347358465,0.5428208336831463,0.8659425865378925,0.00043567263420409317,0.022587705248192678,1.0040714792948542,1.0001250989916632,1.0101791578472903
0.3981071705534973,2.8944444444444444,False,,,,,,,,,
0.3981071705534973,3.0,False,,,,,,,,,
0.6309573444801934,0.15,True,15.753359673628891,0.5081728926977062,0.5432192990906514,0.8774980833555404,0.00011956821942511362,0.022580958187984022,1.0304144801722717,1.0000004492091379,1.000673575525426
0.6309573444801934,0.25555555555555554,True,15.753216809917756,0.5081682841908953,0.5432143727557847,0.8773552196444054,0.00012034958049889582,0.022572075228425255,1.0305020001488354,1.000001426042122,1.0018783501269082
0.6309573444801934,0.3611111111111111,True,15.753001174054154,0.5081613281952952,0.5432069370363501,0.8771395837808029,0.00012153135525490232,0.022559599213703947,1.0296167999786543,1.0000028532685412,1.0035338269996101
0.6309573444801934,0.4666666666666667,True,15.752714556110249,0.5081520824551693,0.5431970536589741,0.876852965836898,0.00012310654252282028,0.02254461682886533,1.0284499489147014,1.0000047786199788,1.005462484436425
0.6309573444801934,0.5722222222222222,True,15.752359094596082,0.5081406159547124,0.5431847963653822,0.8764975043227317,0.00012604690890740953,0.02252831726362858,1.027109488484471,1.000007210839438,1.0074821031444667
0.6309573444801934,0.6777777777777778,True,15.751937133589346,0.5081270043093338,0.5431702459858395,0.876075543315995,0.0001590002224237672,0.022511847721161285,1.0256550785886585,1.0000101611834924,1.0094325339445627
0.6309573444801934,0.7833333333333333,True,15.75145111611284,0.5081113263262206,0.5431534867625117,0.875589525839489,0.00019025426321735552,0.022496206683301774,1.0241411783589516,1.0000136433797258,1.0111921920655427
0.6309573444801934,0.888888888888889,True,15.750903522753571,0.5080936620243087,0.5431346042328817,0.8750419324802206,0.000218231065978631,0.022482183779653563,1.022613926373812,1.0000176734642705,1.0126835304066855
0.6309573444801934,0.9944444444444445,True,15.750296851686704,0.5080740919898937,0.5431136845409208,0.8744352614133533,0.00024263619622294925,0.022470342086200867,1.021109847492213,1.0000222695227603,1.0138698667287562
0.6309573444801934,1.0999999999999999,True,15.749633628921808,0.5080526977071551,0.5430908147904072,0.8737720386484575,0.0002666056907918042,0.02246103152969677,1.0196559604920648,1.0000274513717367,1.0147471976012885
0.6309573444801934,1.2055555555555555,True,15.748916435628972,0.5080295624396443,0.5430660839872059,0.8730548453556217,0.0002906660727593715,0.022454420503878525,1.0182707707304794,1.0000332402182428,1.0153343542562576
0.6309573444801934,1.3111111111111111,True,15.748147941023403,0.5080047722910775,0.5430395841732207,0.872286350750052,0.0003149253287443566,0.022450534774867914,1.01696569176347,1.0000396583279596,1.0156638107652036
0.6309573444801934,1.4166666666666665,True,15.747330932486246,0.5079784171769757,0.543011411465043,0.8714693422128956,0.00033946005284236984,0.022449296107197547,1.0157465642243186,1.0000467287219543,1.0157743172192477
0.6309573444801934,1.5222222222222221,True,15.746468337922689,0.5079505915458932,0.5429816668249203,0.8706067476493384,0.00036434813804546277,0.022450556309896536,1.0146150689420335,1.0000544749124873,1.0157772031158134
0.6309573444801934,1.6277777777777778,True,15.745563238088005,0.5079213947770325,0.5429504564857933,0.8697016478146544,0.00038967641255038116,0.022454124904749063,1.0135699343737576,1.0000629206810001,1.0157878464457766
0.6309573444801934,1.7333333333333332,True,15.744618868520776,0.5078909312426056,0.5429178920179578,0.8687572782474255,0.0004155128398509448,0.022459790230135945,1.0126079082841872,1.0000720898966617,1.0158049561293108
0.6309573444801934,1.8388888888888888,True,15.743638611909594,0.5078593100615998,0.542884090065848,0.8677770216362433,0.0004418915356181752,0.022467334663260053,1.0117245043066565,1.0000820063712523,1.0158289891596923
0.6309573444801934,1.9444444444444444,True,15.742625982349212,0.5078266445919101,0.5428491718051452,0.8667643920758614,0.000468855438465157,0.022476544998754237,1.0109145535889876,1.000092693745189,1.0158614362551783
0.6309573444801934,2.05,True,15.741584603206757,0.507793051716347,0.5428132621795434,0.8657230129334064,0.0004964577196594355,0.02248721906924238,1.0101725979480822,1.0001041753993085,1.0159002659371448
0.6309573444801934,2.1555555555555554,True,15.740518180357302,0.5077586509792679,0.542776488977838,0.8646565900839516,0.0005247226011670461,0.02249916958418295,1.0094931597931425,1.000116474387592,1.0159457479692577
0.6309573444801934,2.261111111111111,True,15.739430472457816,0.5077235636276715,0.5427389818088902,0.8635688821844649,0.0005536392404698592,0.02251222599324376,1.0088709194918062,1.0001296133865727,1.0159979011355422
0.6309573444801934,2.3666666666666667,True,15.738325259765425,0.5076879116053363,0.542700871026394,0.8624636694920742,0.0005832912186886543,0.02252623500319894,1.0083008251988128,1.000143614657882,1.0160565768480112
0.6309573444801934,2.4722222222222223,True,15.737206312809993,0.5076518165422579,0.5426622866486205,0.8613447225366428,0.0006136359043681359,0.022541060218853604,1.0077781546830828,1.0001585000211635,1.0161215154290755
0.6309573444801934,2.5777777777777775,True,15.736077362016504,0.507615398774726,0.5426233573109139,0.8602157717431531,0.0006446947764709913,0.022556581248078866,1.0072985439268058,1.000174290834941,1.0161923842421792
0.6309573444801934,2.683333333333333,True,15.734942069155892,0.5075787764243836,0.5425842092812376,0.8590804788825412,0.0006764898880354282,0.022572692509330756,1.006857993391527,1.0001910079838112,1.0162688036648406
0.6309573444801934,2.7888888888888888,True,15.733804001292208,0.5075420645578131,0.5425449655618003,0.8579424110188576,0.0007090288105994386,0.022589301903705027,1.0064528598176607,1.0002086718704046,1.0163504965252386
0.6309573444801934,2.8944444444444444,False,,,,,,,,,
0.6309573444801934,3.0,False,,,,,,,,,
1.0,0.15,True,15.75331550952612,0.5081714680492296,0.5432177761905559,0.877453919252769,0.0001198096894546719,0.022578092192023034,1.0482468898676163,1.0000007012405812,1.0010493776380702
1.0,0.25555555555555554,True,15.753088841825194,0.5081641561879094,0.5432099600629378,0.8772272515518438,0.00012105037385429125,0.022564014107009787,1.048418863264443,1.0000022266962252,1.0029293160029
1.0,0.3611111111111111,True,15.752746284577459,0.5081531059541116,0.5431981477440503,0.876884694304108,0.0001229304959133847,0.02254424225234771,1.0469394646686516,1.0000044592964783,1.0055189642835625
1.0,0.4666666666666667,True,15.752290122029416,0.508138391033207,0.5431824180010143,0.8764285317560656,0.00014178369111836792,0.022520499424627194,1.045090130360777,1.000007477463065,1.0085457336505226
