a,z,H_dimless,rho_MAAT,Omega_MAAT,w_MAAT,P_X,cs2
0.9995949173576371,0.0004052468008077792,1.001945336936353,0.010288278204164048,0.0034161221232106996,-0.7425700409272827,4.857748898847228,1.0002583419330067
0.9975929402864682,0.00241286762999815,1.0028522051532944,0.0103042557496523,0.003415242190550736,-0.7387954979190441,4.856552027673562,1.000261580726504
0.995593161536068,0.004426344649789193,1.0037645743718768,0.010320506879384947,0.003414412947709806,-0.7349764503651826,4.85534336138447,1.0002648641623368
0.9935955729986451,0.0064457080681494805,1.0046824832004617,0.010337036076615463,0.0034136352664613347,-0.7311126040919965,4.854122824822699,1.0002681929273558
0.9916001665598931,0.008470988331161777,1.0056059705772271,0.010353847897563044,0.0034129100289083973,-0.7272036681508692,4.852890342234772,1.0002715677203209
0.9896069340988805,0.010502216125418906,1.0065350757736544,0.010370946972693805,0.003412238127599438,-0.7232493549896374,4.851645837264947,1.0002749892521021
0.987615867487939,0.012539422380445142,1.0074698383980598,0.010388338008024165,0.0034116204656445557,-0.719249380627021,4.8503892329490625,1.0002784582458977
0.9856269585925523,0.014582638271148696,1.0084102983991707,0.010406025786449906,0.003411057956833367,-0.7152034648301636,4.849120451708316,1.0002819754375318
0.983640199271243,0.016631895220302617,1.0093564960697503,0.010424015169105556,0.0034105515257557956,-0.7111113312953744,4.84783941534298,1.0002855415756418
0.9816555813754583,0.018687224901057675,1.010308472050266,0.010442311096740473,0.003410102107921186,-0.7069727078316632,4.846546045026012,1.0002891574219734
0.9796730967494561,0.020748659239483436,1.0112662673326065,0.010460918591131761,0.003409710649882159,-0.7027873265475634,4.845240261296601,1.0002928237516011
0.9776927372301893,0.022816230417142425,1.0122299232638492,0.010479842756518684,0.003409378109358024,-0.6985549240407776,4.843921984053628,1.0002965413532265
0.9757144946471893,0.024889970873695155,1.013199481550073,0.010499088781067704,0.0034091054553605665,-0.6942752415908359,4.842591132549044,1.0003003110294306
0.9737383608224488,0.02696991330953602,1.0141749842602217,0.010518661938361764,0.0034088936683199693,-0.6899480253545339,4.8412476253811665,1.0003041335969312
0.9717643275703036,0.029056090688463376,1.0151564738300212,0.010538567588929406,0.0034087437402157217,-0.6855730265645225,4.839891380487881,1.0003080098869166
0.9697923866973136,0.031148536240380498,1.0161439930659426,0.010558811181788693,0.003408656674704256,-0.6811500017302585,4.838522315139763,1.00031194074527
0.9678225300021424,0.03324728346403183,1.017137585149222,0.010579398256035509,0.0034086334872526743,-0.6766787128421067,4.837140345933117,1.0003159270328836
0.9658547492754364,0.03535236612977122,1.0181372936399289,0.010600334442454373,0.00340867520527133,-0.672158927577856,4.835745388782906,1.0003199696259981
0.9638890362997029,0.03746381828236611,1.0191431624810925,0.010621625465161745,0.0034087828682482758,-0.667590419511867,4.834337358915615,1.0003240694164548
0.9619253828491872,0.039581674243835074,1.0201552360028787,0.010643277143292789,0.0034089575278889034,-0.6629729683270915,4.832916170862013,1.000328227312051
0.9599637806897482,0.041705968616321254,1.0211735589268256,0.010665295392699493,0.0034092002482502843,-0.6583063600288758,4.831481738449806,1.0003324442368113
0.958004221578734,0.04383673628500251,1.0221981763701316,0.010687686227707362,0.0034095121058851305,-0.6535903871619023,4.830033974796216,1.0003367211313619
0.9560466972648555,0.04597401242103549,1.0232291338500037,0.01071045576289056,0.0034098941899823043,-0.6488248490289157,4.828572792300461,1.000341058953277
0.9540911994880594,0.04811783248454038,1.024266477288063,0.01073361021488635,0.0034103476025103617,-0.6440095519117571,4.827098102636112,1.0003454586773446
0.9521377199794006,0.050268232227618226,1.0253102530148073,0.010757155904250944,0.0034108734583645443,-0.6391443092946635,4.825609816743393,1.0003499212960034
0.9501862504609124,0.05242524769741097,1.0263605077741351,0.01078109925734151,0.0034114728855121662,-0.6342289420891966,4.82410784482134,1.0003544478196582
0.9482367826454772,0.054588915239196956,1.0274172887279303,0.010805446808251148,0.003412147025144665,-0.629263278861551,4.822592096319878,1.0003590392770434
0.9462893082366943,0.05675927149952642,1.0284806434607072,0.0108302052007685,0.003412897031827092,-0.6242471560611567,4.821062479931792,1.000363696715608
0.9443438189287484,0.0589363534293974,1.0295506199843205,0.010855381190385024,0.0034137240736521177,-0.6191804182511902,4.819518903584589,1.00036842120194
0.9424003064062756,0.061120198287470284,1.030627266742736,0.010880981646340009,0.003414629332395134,-0.6140629183405032,4.817961274432246,1.0003732138220487
0.9404587623442292,0.0633108436433254,1.031710632616867,0.010907013553705939,0.00341561400367106,-0.6088945178168932,4.816389498846865,1.000378075681894
0.9385191784077439,0.06550832738075973,1.032800766929479,0.010933484015522682,0.0034166792970952097,-0.6036750869818388,4.814803482410201,1.000383007907738
0.936581546251999,0.06771268770112782,1.033897719450156,0.010960400254960725,0.003417826436441811,-0.5984045051858193,4.8132031299050855,1.0003880116465254
0.9346458575220801,0.06992396312672478,1.0350015404003392,0.010987769617548233,0.0034190566598107444,-0.5930826610652685,4.811588345306734,1.0003930880663823
0.9327121038528404,0.07214219250421139,1.0361122804584324,0.011015599573425336,0.0034203712197908116,-0.5877094527796626,4.809959031773937,1.0003982383570493
0.9307802768687604,0.0743674150080853,1.0372299907649762,0.011043897719652418,0.0034217713836276115,-0.5822847882494885,4.808315091640132,1.0004034637302859
0.9288503681838056,0.07659967014419578,1.038354722927897,0.011072671782571115,0.003423258433395304,-0.5768085853948616,4.806656426404357,1.0004087654203524
0.9269223694012846,0.07883899775330439,1.0394865290278241,0.011101929620200334,0.0034248336661664917,-0.5712807723739027,4.804982936722078,1.0004141446845103
0.9249962721137044,0.08108543801469059,1.0406254616234825,0.011131679224694538,0.0034264983941883626,-0.5657012878216706,4.803294522395902,1.000419602803484
0.9230720679026256,0.08333903144980592,1.0417715737571598,0.011161928724841605,0.003428253945057757,-0.5600700810885597,4.801591082366148,1.0004251410819232
0.9211497483385157,0.08559981892597479,1.0429249189602496,0.011192686388624166,0.003430101661902218,-0.5543871124788391,4.79987251470131,1.0004307608489553
0.9192293049806012,0.08786784166014305,1.0440855512588696,0.011223960625822312,0.0034320429035599037,-0.5486523534882282,4.798138716588373,1.0004364634587044
0.9173107293767184,0.09014314122267608,1.0452535251795614,0.011255759990678309,0.003434079044764357,-0.5428657870410518,4.796389584323008,1.0004422502907813
0.9153940130631636,0.09242575954120702,1.0464288957550663,0.011288093184610134,0.0034362114763297727,-0.5370274077261964,4.794625013299624,1.000448122750847
0.9134791475645403,0.09471573890453455,1.047611718530185,0.011320969058989522,0.003438441605341184,-0.5311372220322189,4.792844898001292,1.0004540822711807
0.911566124393607,0.09701312196657286,1.0488020495677173,0.011354396617969414,0.0034407708553446307,-0.5251952485807203,4.791049131989521,1.0004601303112506
0.909654935051122,0.09931795175035307,1.0499999454544868,0.011388385021375652,0.0034432006665414505,-0.5192015183582971,4.789237607893908,1.0004662683582488
0.9077455710256884,0.10163027165207827,1.05120546330745,0.011422943587659828,0.0034457324959853864,-0.5131560749466529,4.787410217401623,1.0004724979277513
0.9058380237935958,0.10395012544523086,1.0524186607798904,0.011458081796908428,0.0034483678177806487,-0.5070589747503621,4.785566851246775,1.0004788205643016
0.9039322848186623,0.10627755728473609,1.053639596067704,0.01149380929392253,0.00345110812328488,-0.5009102872225742,4.783707399199599,1.0004852378420028
0.902028345552074,0.10861261171118053,1.0548683279157696,0.011530135891357063,0.003453954921313269,-0.49471009508787817,4.781831750055526,1.0004917513652094
0.9001261974322239,0.11095533365508592,1.0561049156244124,0.011567071572926878,0.0034569097383456253,-0.4884584945623041,4.77993979162407,1.0004983627692043
0.8982258318845482,0.11330576844124107,1.0573494190559598,0.011604626496684253,0.003459974118737371,-0.4821555955703414,4.778031410717579,1.0005050737207637
0.896327240321362,0.11566396179309235,1.0586018986413905,0.011642810998362289,0.0034631496249323455,-0.47580152195838255,4.776106493139828,1.0005118859189606
0.8944304141416933,0.11802995983719144,1.0598624153870777,0.011681635594788931,0.0034664378376784376,-0.46939641170446206,4.774164923674432,1.000518801095817
0.8925353447311154,0.12040380910770465,1.0611310308816324,0.011721110987378783,0.0034698403562476946,-0.46294041712425177,4.772206586073118,1.0005258210170076
0.8906420234615773,0.12278555655098211,1.0624078073028418,0.011761248065690896,0.003473358798656973,-0.45643370507242725,4.770231363043825,1.0005329474826705
0.8887504416912334,0.12517524953018988,1.06369280742471,0.011802057911072342,0.00347699480189451,-0.4498764571399338,4.768239136238625,1.0005401823280708
0.886860590764271,0.12757293583000306,1.064986094624601,0.011843551800372248,0.003480750022147412,-0.44326886984608677,4.766229786241482,1.00054752742447
0.8849724620107362,0.12997866366136512,1.0662877328904825,0.011885741209736147,0.0034846261350324945,-0.43661115482557084,4.764203192555834,1.000554984679892
0.8830860467463584,0.13239248166631024,1.0675977868282798,0.011928637818489803,0.0034886248358326423,-0.4299035390103969,4.762159233591998,1.00056255603986
0.8812013362723728,0.13481443892285183,1.0689163216693323,0.011972253513095362,0.0034927478397331437,-0.42314626480561546,4.760097786654393,1.0005702434884145
0.879318321875342,0.13724458494993885,1.0702434032779626,0.012016600391203346,0.003496996882064379,-0.41633959025950856,4.758018727928587,1.000578049048762
0.8774369948269742,0.13968296971247995,1.0715790981591542,0.012061690765781927,0.003501373718544883,-0.4094837892269751,4.755921932468137,1.0005859747843107
0.8755573463839422,0.1421296436264361,1.0729234734663429,0.012107537169347546,0.0035058801255312554,-0.4025791515268663,4.753807274181263,1.0005940227994825
0.873679367787698,0.14458465756398375,1.0742765970093247,0.012154152358277312,0.0035105179002686442,-0.39562598309192076,4.7516746258173175,1.0006021952407012
0.8718030502642873,0.14704806285874983,1.075638537262277,0.012201549317222024,0.003515288861146722,-0.3886246061118026,4.749523858953053,1.0006104942973078
0.8699283850241621,0.1495199113111192,1.0770093633719013,0.012249741263610019,0.003520194847957698,-0.3815753591683527,4.747354843978703,1.0006189222025033
0.8680553632619907,0.15200025519361549,1.078389145165687,0.01229874165225723,0.0035252377221602076,-0.37447859736339634,4.74516745008385,1.0006274812344234
0.8661839761564663,0.15448914725635765,1.0797779531602956,0.012348564180067563,0.003530419367143899,-0.36733469243789874,4.742961545243087,1.0006361737170664
0.8643142148701134,0.15698664073259172,1.0811758585700733,0.012399222790849254,0.0035357416885014163,-0.3601440328833327,4.740736996201468,1.0006450020214281
0.8624460705490935,0.15949278934430078,1.0825829333156887,0.01245073168022784,0.0035412066143016103,-0.3529070240438628,4.738493668459759,1.000653968566519
0.8605795343230069,0.16200764730789374,1.0839992500328999,0.012503105300666974,0.003546816095366505,-0.3456240882094817,4.736231426259439,1.0006630758204735
0.8587145973046943,0.16453126933997364,1.0854248820814567,0.012556358366612654,0.0035525721055557633,-0.3382956647004863,4.733950132567519,1.0006723263017412
0.8568512505900353,0.16706371066318826,1.086859903554132,0.01261050585973318,0.0035584766420501024,-0.33092220994142824,4.731649649061101,1.0006817225801428
0.8549894852577454,0.1696050270121623,1.0883043892858941,0.01266556303429316,0.00356453172564378,-0.3235041975261051,4.7293298361117255,1.0006912672781862
0.8531292923691712,0.17215527463951386,1.0897584148632153,0.012721545422633327,0.003570739401037452,-0.3160421182716969,4.726990552769482,1.0007009630721169
0.8512706629680826,0.17471451032195828,1.0912220566335242,0.012778468840782726,0.0035771017371381227,-0.30853648026300795,4.724631656746887,1.0007108126933604
0.8494135880804639,0.1772827913664965,1.0926953917147997,0.012836349394190332,0.0035836208273617855,-0.3009878088857175,4.722253004402495,1.0007208189297099
0.8475580587143021,0.1798601756166931,1.0941784980053115,0.012895203483586302,0.003590298789940822,-0.29339664684874794,4.719854450724298,1.0007309846266044
0.8457040658593739,0.18244672145904395,1.095671454193514,0.012955047810978549,0.0035971377682369296,-0.28576355419564453,4.717435849312853,1.0007413126886
0.843851600487029,0.1850424878294359,1.0971743397680858,0.0130158993857798,0.0036041399310574158,-0.27808910830428113,4.71499705236416,1.0007518060806544
0.842000653549973,0.18764753421969838,1.098687235028128,0.013077775531073685,0.0036113074729763675,-0.2703739038749402,4.712537910652267,1.0007624678296274
0.8401512159820467,0.19026192068425107,1.1002102210935203,0.013140693890026959,0.003618642614661804,-0.2626185529067449,4.710058273511638,1.0007733010256896
0.8383032786980034,0.19288570784684644,1.1017433799154326,0.013204672432439776,0.003626147603205683,-0.25482368466158606,4.707557988819227,1.0007843088238395
0.8364568325932846,0.19551895690741028,1.103286794287006,0.013269729461453522,0.0036338247124612097,-0.24698994561622212,4.7050369029762775,1.000795494445492
0.8346118685437927,0.19816172964898282,1.1048405478541952,0.013335883620401518,0.0036416762433825,-0.23911799940132597,4.7024948608898685,1.00080686118001
0.8327683774056609,0.20081408844475934,1.1064047251267821,0.013403153899826527,0.0036497045243721617,-0.23120852672843,4.699931705954143,1.000818412386368
