Delta,Sigma_env,S_env,max_delta_mu_pct,max_delta_slip_pct,max_delta_Sigma_lens_pct
855.7370546,0.1833333333,0.04041143191,0.08068607374,0.1210291106,0.1412494559
985.5837428,0.1833333333,0.03649795954,0.07287237586,0.1093085638,0.1275664856
1135.132935,0.1833333333,0.03295048599,0.06578943672,0.09868415507,0.1151639761
1307.374222,0.1833333333,0.02973718237,0.05937370631,0.08906055947,0.1039304253
1505.750829,0.1833333333,0.02682854121,0.05356626955,0.08034940432,0.0937624918
1734.22844,0.1833333333,0.02419729304,0.04831267981,0.07246901972,0.08456469554
1997.374483,0.1833333333,0.02181830725,0.04356276095,0.06534414143,0.07624906453
2300.449429,0.1833333333,0.0196684822,0.03927038787,0.05890558181,0.068734745
2649.511958,0.1833333333,0.01772662881,0.03539325413,0.0530898812,0.06194758985
3051.54007,0.1833333333,0.01597335103,0.03189263331,0.04783894997,0.05581973684
3514.570589,0.1833333333,0.01439092588,0.0287331394,0.04309970911,0.05028918591
4047.859815,0.1833333333,0.01296318501,0.02588249049,0.03882373573,0.04529938263
4662.06857,0.1833333333,0.01167539958,0.02331127869,0.03496691803,0.04079881332
5369.475314,0.1833333333,0.01051416928,0.02099274878,0.03148912317,0.03674061559
6184.2216,0.1833333333,0.00946731666,0.01890258707,0.0283538806,0.03308220718
7122.594772,0.1833333333,0.008523786951,0.01701872144,0.02552808215,0.02978493479
8203.35356,0.1833333333,0.007673553933,0.01532113338,0.02298170008,0.02681374395
9448.103085,0.1833333333,0.006907531834,0.01379168212,0.02068752318,0.02413687029
10881.72675,0.1833333333,0.006217493297,0.01241394078,0.01862091117,0.02172555216
12532.8837,0.1833333333,0.005595993312,0.01117304455,0.01675956683,0.01955376424
14434.58169,0.1833333333,0.005036298908,0.01005555027,0.01508332541,0.01759797133
16624.837,0.1833333333,0.004532324372,0.00904930712,0.01357396068,0.01583690163
19147.43435,0.1833333333,0.004078571725,0.008143337748,0.01221500662,0.01425133841
22052.80222,0.1833333333,0.003670076149,0.007327729329,0.01099159399,0.01282392904
25399.02092,0.1833333333,0.003302356066,0.006593533871,0.009890300807,0.01153901033
29252.98369,0.1833333333,0.00297136754,0.005932677193,0.008899015789,0.01038244906
33691.73392,0.1833333333,0.002673462711,0.005337875923,0.008006813885,0.009341496563
38804.00532,0.1833333333,0.002405351953,0.004802561946,0.007203842919,0.00840465639
44691.99574,0.1833333333,0.002164069464,0.004320813693,0.006481220539,0.007561563983
51473.4102,0.1833333333,0.001946942009,0.003887293746,0.005830940619,0.006802877389
59283.81388,0.1833333333,0.001751560571,0.003497192224,0.005245788336,0.00612017812
68279.34219,0.1833333333,0.001575754643,0.003146175458,0.004719263187,0.00550588129
78639.82197,0.1833333333,0.001417568944,0.00283033951,0.004245509264,0.004953154223
90572.36643,0.1833333333,0.001275242353,0.002546168093,0.003819252139,0.004455842785
104315.5154,0.1833333333,0.00114718884,0.002290494519,0.003435741779,0.004008404757
120144.004,0.1833333333,0.00103198024,0.002060467293,0.00309070094,0.003605849604
138374.2547,0.1833333333,0.000928330681,0.001853519023,0.002780278534,0.003243684057
159370.7028,0.1833333333,0.0008350825245,0.001667338349,0.002501007523,0.002917862961
183553.082,0.1833333333,0.0007511936691,0.001499844596,0.002249766895,0.002624744915
211404.8148,0.1833333333,0.0006757260973,0.001349164906,0.002023747358,0.002361052237
243482.6768,0.1833333333,0.0006078355406,0.001213613597,0.001820420396,0.002123834842
280427.9265,0.1833333333,0.00054676216,0.001091673566,0.001637510348,0.001910437678
322979.1253,0.1833333333,0.0004918221431,0.0009819795002,0.00147296925,0.001718471357
371986.9012,0.1833333333,0.00044240013,0.0008833027644,0.001324954147,0.001545785689
428430.9536,0.1833333333,0.0003979423873,0.0007945377655,0.001191806648,0.001390445824
493439.6384,0.1833333333,0.0003579506579,0.000714689676,0.001072034514,0.001250710764
568312.5243,0.1833333333,0.0003219766201,0.0006428633703,0.0009642950554,0.001125013997
654546.3724,0.1833333333,0.0002896168978,0.0005782534612,0.0008673801917,0.001011946065
753865.0571,0.1833333333,0.0002605085652,0.0005201353259,0.0007802029889,0.0009102388494
868254.028,0.1833333333,0.0002343251004,0.0004678570255,0.0007017855382,0.0008187514362
1000000,0.1833333333,0.0002107727405,0.0004208320289,0.0006312480433,0.0007364573788
0.05,0.1916666667,0.9645656106,1.925866229,2.888799344,3.398083106
0.05758683333,0.1916666667,0.9645656106,1.925866229,2.888799344,3.398083106
0.06632486747,0.1916666667,0.9645656106,1.925866229,2.888799344,3.398083106
0.07638878177,0.1916666667,0.9645656106,1.925866229,2.888799344,3.398083106
0.08797976089,0.1916666667,0.9645656106,1.925866229,2.888799344,3.398083106
0.1013295165,0.1916666667,0.9645656106,1.925866229,2.888799344,3.398083106
0.1167049196,0.1916666667,0.9645656106,1.925866229,2.888799344,3.398083106
0.1344133351,0.1916666667,0.9645656106,1.925866229,2.888799344,3.398083106
0.1548087665,0.1916666667,0.9645656106,1.925866229,2.888799344,3.398083106
0.1782989327,0.1916666667,0.9645656106,1.925866229,2.888799344,3.398083106
0.2053534184,0.1916666667,0.9645656106,1.925866229,2.888799344,3.398083106
0.2365130616,0.1916666667,0.9645656106,1.925866229,2.888799344,3.398083106
0.2724007652,0.1916666667,0.9645656106,1.925866229,2.888799344,3.398083106
0.3137339493,0.1916666667,0.9645656106,1.925866229,2.888799344,3.398083106
0.361338893,0.1916666667,0.9645656106,1.925866229,2.888799344,3.398083106
0.4161672521,0.1916666667,0.9645656106,1.925866229,2.888799344,3.398083106
0.4793150838,0.1916666667,0.9645656106,1.925866229,2.888799344,3.398083106
0.5520447568,0.1916666667,0.9645656106,1.925866229,2.888799344,3.398083106
0.6358101881,0.1916666667,0.9645656106,1.925866229,2.888799344,3.398083106
0.7322859066,0.1916666667,0.9645656106,1.925866229,2.888799344,3.398083106
0.8434005291,0.1916666667,0.9645656106,1.925866229,2.888799344,3.398083106
0.9713753141,0.1916666667,0.9645656106,1.925866229,2.888799344,3.398083106
1.118768566,0.1916666667,0.9371340272,1.871095916,2.806643875,3.300675353
1.288526779,0.1916666667,0.9125856139,1.822082185,2.733123277,3.213543699
1.484043538,0.1916666667,0.8898513002,1.776690511,2.665035767,3.132883114
1.709227357,0.1916666667,0.8675570248,1.732177425,2.598266138,3.053813784
1.968579819,0.1916666667,0.8451747436,1.687488626,2.531232938,2.974462229
2.267285559,0.1916666667,0.8224369924,1.642090089,2.463135133,2.893881104
2.611315912,0.1916666667,0.7991940588,1.595682898,2.393524346,2.8115416
3.007548284,0.1916666667,0.7753628315,1.54810111,2.322151665,2.727151571
3.463903635,0.1916666667,0.7509044819,1.499267201,2.248900801,2.640576117
3.989504826,0.1916666667,0.7258133761,1.449169921,2.173754881,2.551798063
4.59485899,0.1916666667,0.7001109177,1.397852005,2.096778008,2.460895936
5.292067577,0.1916666667,0.6738416635,1.345402417,2.018103625,2.368030037
6.095068271,0.1916666667,0.6470704519,1.291950612,1.937925918,2.273432094
7.019913613,0.1916666667,0.6198798988,1.237661544,1.856492317,2.177396248
8.085091905,0.1916666667,0.5923679167,1.182730707,1.77409606,2.080270126
9.311896801,0.1916666667,0.5646450863,1.127378886,1.691068328,1.982445423
10.72485298,0.1916666667,0.5368318166,1.071846492,1.607769739,1.884347773
12.35220642,0.1916666667,0.5090553031,1.016387487,1.52458123,1.786425929
14.22648905,0.1916666667,0.4814463432,0.9612630217,1.441894532,1.689140487
16.38516908,0.1916666667,0.4541361061,0.906734991,1.360102486,1.592952497
18.87140002,0.1916666667,0.4272529713,0.853059719,1.279589579,1.49831234
21.73488335,0.1916666667,0.4009195561,0.8004820255,1.200723038,1.405649331
25.0328621,0.1916666667,0.3752500478,0.7492298985,1.123844848,1.315362413
28.83126515,0.1916666667,0.3503479367,0.6995099683,1.049264953,1.227812301
33.20602522,0.1916666667,0.326304222,0.6515039254,0.977255888,1.1433153
38.2445968,0.1916666667,0.3031961327,0.6053659661,0.9080489492,1.06213895
44.04770444,0.1916666667,0.2810863747,0.5612212902,0.8418319353,0.9844995279
50.73135628,0.1916666667,0.2600228858,0.519165611,0.7787484165,0.9105613162
58.42916318,0.1916666667,0.2400390552,0.4792655938,0.7188983907,0.8404375054
67.29500963,0.1916666667,0.221154345,0.4415600969,0.6623401454,0.7741924845
77.50613008,0.1916666667,0.2033752393,0.4060620666,0.6090931,0.7118452646
89.2666519,0.1916666667,0.1866964398,0.3727609243,0.5591413864,0.6533737478
102.8116761,0.1916666667,0.1711022284,0.3416252868,0.5124379302,0.5987195606
118.4119771,0.1916666667,0.156567921,0.3126058698,0.4689088047,0.5477931903
136.3794158,0.1916666667,0.1430613476,0.2856384417,0.4284576626,0.5004791929
157.0731738,0.1916666667,0.1305443011,0.2606467182,0.3909700774,0.4566412823
180.9069336,0.1916666667,0.1189739143,0.2375451097,0.3563176645,0.4161271495
208.3571487,0.1916666667,0.1083039301,0.2162412584,0.3243618877,0.3787729044
239.9725679,0.1916666667,0.0984858462,0.1966383242,0.2949574863,0.3444070671
276.3852054,0.1916666667,0.08946992176,0.1786369936,0.2679554904,0.3128540727
318.3229752,0.1916666667,0.08120604252,0.1621372078,0.2432058118,0.2839372773
366.6242424,0.1916666667,0.07364444692,0.1470396122,0.2205594182,0.2574814761
422.2545828,0.1916666667,0.06673632037,0.1332467426,0.199870114,0.2333149598
486.3260857,0.1916666667,0.06043426792,0.1206639698,0.1809959547,0.2112711455
560.1195848,0.1916666667,0.05469267738,0.1092002236,0.1638003354,0.1911898265
645.1102636,0.1916666667,0.04946798612,0.09876852631,0.1481527895,0.1729180852
742.9971446,0.1916666667,0.04471886453,0.08928635861,0.1339295379,0.156310918
855.7370546,0.1916666667,0.04040632917,0.08067588553,0.1210138283,0.1412316142
985.5837428,0.1916666667,0.0364937972,0.07286406527,0.1092960979,0.127551933
1135.132935,0.1916666667,0.03294709342,0.06578266306,0.09867399459,0.1151521155
1307.374222,0.1916666667,0.02973441919,0.0593681893,0.08905228395,0.1039207656
1505.750829,0.1916666667,0.02682629212,0.05356177897,0.08034266846,0.09375462968
1734.22844,0.1916666667,0.02419546346,0.04830902685,0.07246354028,0.08455830021
1997.374483,0.1916666667,0.02181681974,0.04355979095,0.06533968643,0.07624386508
2300.449429,0.1916666667,0.01966727337,0.0392679743,0.05890196146,0.06873051984
2649.511958,0.1916666667,0.01772564689,0.03539129361,0.05308694041,0.06194415789
3051.54007,0.1916666667,0.01597255374,0.03189104141,0.04783656212,0.05581695026
3514.570589,0.1916666667,0.01439027872,0.02873184729,0.04309777093,0.05028692414
4047.859815,0.1916666667,0.0129626599,0.02588144203,0.03882216305,0.04529754742
4662.06857,0.1916666667,0.01167497361,0.02331042819,0.03496564228,0.04079732465
5369.475314,0.1916666667,0.01051382383,0.02099205905,0.03148808858,0.03673940834
6184.2216,0.1916666667,0.009467036574,0.01890202784,0.02835304177,0.03308122838
7122.594772,0.1916666667,0.00852355991,0.01701826812,0.02552740218,0.02978414138
8203.35356,0.1916666667,0.007673369927,0.01532076599,0.02298114899,0.02681310093
9448.103085,0.1916666667,0.006907382731,0.01379138442,0.02068707663,0.02413634925
10881.72675,0.1916666667,0.006217372495,0.01241369959,0.01862054938,0.02172513003
12532.8837,0.1916666667,0.005595895454,0.01117284917,0.01675927375,0.01955342228
14434.58169,0.1916666667,0.005036219646,0.01005539202,0.01508308802,0.01759769436
16624.837,0.1916666667,0.004532260179,0.009049178952,0.01357376843,0.01583667732
19147.43435,0.1916666667,0.004078519742,0.008143233958,0.01221485094,0.01425115677
22052.80222,0.1916666667,0.003670034058,0.007327645288,0.01099146793,0.01282378196
25399.02092,0.1916666667,0.003302321987,0.006593465828,0.009890198741,0.01153889125
29252.98369,0.1916666667,0.002971339949,0.005932622105,0.008898933158,0.01038235265
33691.73392,0.1916666667,0.002673440375,0.005337831328,0.008006746992,0.009341418518
38804.00532,0.1916666667,0.002405333873,0.004802525847,0.00720378877,0.008404593214
44691.99574,0.1916666667,0.002164054829,0.004320784473,0.006481176709,0.007561512846
51473.4102,0.1916666667,0.001946930164,0.003887270095,0.005830905143,0.006802835998
59283.81388,0.1916666667,0.001751550984,0.003497173082,0.005245759623,0.00612014462
68279.34219,0.1916666667,0.001575746883,0.003146159966,0.004719239949,0.005505854178
78639.82197,0.1916666667,0.001417562665,0.002830326971,0.004245490457,0.004953132281
90572.36643,0.1916666667,0.001275237271,0.002546157946,0.003819236919,0.004455825027
104315.5154,0.1916666667,0.001147184727,0.002290486308,0.003435729462,0.004008390387
120144.004,0.1916666667,0.001031976912,0.002060460648,0.003090690972,0.003605837976
138374.2547,0.1916666667,0.0009283279879,0.001853513646,0.002780270469,0.003243674647
159370.7028,0.1916666667,0.0008350803452,0.001667333998,0.002501000997,0.002917855346
183553.082,0.1916666667,0.0007511919057,0.001499841076,0.002249761613,0.002624738754
211404.8148,0.1916666667,0.0006757246704,0.001349162057,0.002023743085,0.002361047251
243482.6768,0.1916666667,0.000607834386,0.001213611292,0.001820416938,0.002123830807
280427.9265,0.1916666667,0.0005467612258,0.0010916717,0.00163750755,0.001910434414
322979.1253,0.1916666667,0.0004918213872,0.0009819779909,0.001472966986,0.001718468716
371986.9012,0.1916666667,0.0004423995184,0.0008833015432,0.001324952315,0.001545783552
428430.9536,0.1916666667,0.0003979418925,0.0007945367775,0.001191805166,0.001390444095
493439.6384,0.1916666667,0.0003579502575,0.0007146888765,0.001072033315,0.001250709365
568312.5243,0.1916666667,0.0003219762961,0.0006428627234,0.0009642940851,0.001125012866
654546.3724,0.1916666667,0.0002896166357,0.0005782529378,0.0008673794067,0.001011945149
753865.0571,0.1916666667,0.0002605083532,0.0005201349025,0.0007802023537,0.0009102381084
868254.028,0.1916666667,0.0002343249288,0.0004678566829,0.0007017850243,0.0008187508367
1000000,0.1916666667,0.0002107726016,0.0004208317517,0.0006312476275,0.0007364568937
0.05,0.2,0.9615384615,1.919822178,2.879733267,3.38733169
0.05758683333,0.2,0.9615384615,1.919822178,2.879733267,3.38733169
0.06632486747,0.2,0.9615384615,1.919822178,2.879733267,3.38733169
0.07638878177,0.2,0.9615384615,1.919822178,2.879733267,3.38733169
0.08797976089,0.2,0.9615384615,1.919822178,2.879733267,3.38733169
0.1013295165,0.2,0.9615384615,1.919822178,2.879733267,3.38733169
0.1167049196,0.2,0.9615384615,1.919822178,2.879733267,3.38733169
0.1344133351,0.2,0.9615384615,1.919822178,2.879733267,3.38733169
0.1548087665,0.2,0.9615384615,1.919822178,2.879733267,3.38733169
0.1782989327,0.2,0.9615384615,1.919822178,2.879733267,3.38733169
0.2053534184,0.2,0.9615384615,1.919822178,2.879733267,3.38733169
0.2365130616,0.2,0.9615384615,1.919822178,2.879733267,3.38733169
0.2724007652,0.2,0.9615384615,1.919822178,2.879733267,3.38733169
0.3137339493,0.2,0.9615384615,1.919822178,2.879733267,3.38733169
0.361338893,0.2,0.9615384615,1.919822178,2.879733267,3.38733169
0.4161672521,0.2,0.9615384615,1.919822178,2.879733267,3.38733169
0.4793150838,0.2,0.9615384615,1.919822178,2.879733267,3.38733169
0.5520447568,0.2,0.9615384615,1.919822178,2.879733267,3.38733169
0.6358101881,0.2,0.9615384615,1.919822178,2.879733267,3.38733169
0.7322859066,0.2,0.9615384615,1.919822178,2.879733267,3.38733169
0.8434005291,0.2,0.9615384615,1.919822178,2.879733267,3.38733169
0.9713753141,0.2,0.9615384615,1.919822178,2.879733267,3.38733169
1.118768566,0.2,0.9342763549,1.865390245,2.798085367,3.290530534
1.288526779,0.2,0.9098754788,1.816671088,2.725006632,3.203926608
1.484043538,0.2,0.8872743221,1.771545278,2.657317917,3.123742032
1.709227357,0.2,0.8651073783,1.727286424,2.590929636,3.04512763
1.968579819,0.2,0.8428496952,1.682846399,2.524269598,2.966220988
2.267285559,0.2,0.8202351998,1.637693957,2.456540935,2.886079735
2.611315912,0.2,0.7971148003,1.591531419,2.387297128,2.804177275
3.007548284,0.2,0.7734055755,1.544193223,2.316289835,2.720222136
3.463903635,0.2,0.749068613,1.495601677,2.243402516,2.634079118
3.989504826,0.2,0.7240980066,1.445744988,2.168617482,2.545730069
4.59485899,0.2,0.6985147527,1.394665078,2.091997617,2.455252067
5.292067577,0.2,0.6723629059,1.342449907,2.013674861,2.362803625
6.095068271,0.2,0.6457067412,1.289227807,1.93384171,2.268614475
7.019913613,0.2,0.6186282783,1.23516254,1.85274381,2.172976644
8.085091905,0.2,0.591224829,1.1804484,1.770672601,2.076235639
9.311896801,0.2,0.5636063942,1.125305017,1.687957526,1.978781116
10.72485298,0.2,0.5358928469,1.069971731,1.604957597,1.881036826
12.35220642,0.2,0.5082109107,1.01470156,1.522052341,1.783449875
14.22648905,0.2,0.4806909914,0.959754875,1.439632312,1.686479502
16.38516908,0.2,0.4534639593,0.9053929724,1.358089459,1.590585725
18.87140002,0.2,0.4266579941,0.8518717785,1.277807668,1.496218254
21.73488335,0.2,0.4003956157,0.7994359181,1.199153877,1.40380609
25.0328621,0.2,0.3747910133,0.7483133834,1.122470075,1.313748218
28.83126515,0.2,0.3499477726,0.6987109946,1.048066492,1.226405718
33.20602522,0.2,0.325957071,0.6508107984,0.9762161975,1.142095557
38.2445968,0.2,0.3028963869,0.6047674891,0.9071512337,1.061086184
44.04770444,0.2,0.2808287327,0.5607068783,0.8410603174,0.9835949785
50.73135628,0.2,0.2598023952,0.5187253761,0.7780880642,0.9097874784
58.42916318,0.2,0.2398511412,0.4788904019,0.7183356029,0.8397782235
67.29500963,0.2,0.2209948258,0.4412415985,0.6618623978,0.7736330035
77.50613008,0.2,0.2032403296,0.4057927038,0.6086890557,0.7113722395
89.2666519,0.2,0.1865827444,0.3725339184,0.5588008775,0.6529752185
102.8116761,0.2,0.1710067282,0.3414346097,0.5121519145,0.5983848989
118.4119771,0.2,0.1564879525,0.3124462034,0.4686693051,0.5475130257
136.3794158,0.2,0.1429945782,0.285505129,0.4282576935,0.5002453246
157.0731738,0.2,0.1304887022,0.2605357086,0.390803563,0.4564465815
180.9069336,0.2,0.1189277326,0.2374529025,0.3561793538,0.4159654585
208.3571487,0.2,0.1082656591,0.2161648459,0.3242472688,0.3786389346
239.9725679,0.2,0.0984541984,0.1965751357,0.2948627036,0.3442963009
276.3852054,0.2,0.08944380239,0.1785848433,0.267877265,0.3127626699
318.3229752,0.2,0.08118452476,0.1620942452,0.2431413678,0.2838619881
366.6242424,0.2,0.07362674946,0.1470042771,0.2205064157,0.2574195619
422.2545828,0.2,0.06672178704,0.1332177252,0.1998265877,0.2332641212
486.3260857,0.2,0.06042234957,0.1206401734,0.1809602601,0.2112294588
560.1195848,0.2,0.05468291589,0.1091807337,0.1637711005,0.1911556871
645.1102636,0.2,0.0494600004,0.09875258191,0.1481288729,0.1728901589
742.9971446,0.2,0.04471233844,0.08927332851,0.1339099928,0.1562880978
855.7370546,0.2,0.04040100101,0.08066524725,0.1209978709,0.1412129843
985.5837428,0.2,0.03648945088,0.07285538734,0.109283081,0.1275367371
1135.132935,0.2,0.03294355081,0.06577558984,0.09866338475,0.1151397304
1307.374222,0.2,0.02973153375,0.05936242819,0.08904364228,0.1039106786
1505.750829,0.2,0.02682394346,0.05355708962,0.08033563443,0.09374641955
1734.22844,0.2,0.02419355287,0.04830521213,0.07245781819,0.08455162167
1997.374483,0.2,0.02181526632,0.04355668938,0.06533503407,0.0762384353
2300.449429,0.2,0.01966601098,0.03926545378,0.05889818068,0.06872610744
2649.511958,0.2,0.01772462144,0.03538924618,0.05308386927,0.0619405738
3051.54007,0.2,0.01597172109,0.03188937894,0.0478340684,0.05581404013
3514.570589,0.2,0.01438960287,0.02873049786,0.0430957468,0.05028456207
4047.859815,0.2,0.01296211149,0.02588034707,0.0388205206,0.04529563081
4662.06857,0.2,0.01167452874,0.02330953996,0.03496430994,0.04079576994
5369.475314,0.2,0.01051346305,0.02099133871,0.03148700807,0.03673814752
6184.2216,0.2,0.009466744058,0.0189014438,0.0283521657,0.03308020614
7122.594772,0.2,0.008523322792,0.01701779469,0.02552669203,0.02978331275
8203.35356,0.2,0.007673177752,0.0153203823,0.02298057344,0.02681242937
9448.103085,0.2,0.006907227008,0.0137910735,0.02068661025,0.02413580508
10881.72675,0.2,0.00621724633,0.01241344768,0.01862017153,0.02172468915
12532.8837,0.2,0.005595793251,0.0111726451,0.01675896766,0.01955306514
14434.58169,0.2,0.005036136864,0.01005522673,0.0150828401,0.01759740509
16624.837,0.2,0.004532193135,0.009049045091,0.01357356764,0.01583644305
19147.43435,0.2,0.00407846545,0.008143125558,0.01221468834,0.01425096706
22052.80222,0.2,0.003669990096,0.007327557514,0.01099133627,0.01282362835
25399.02092,0.2,0.003302286393,0.006593394761,0.009890092142,0.01153876688
29252.98369,0.2,0.002971311133,0.005932564571,0.008898846856,0.01038225196
33691.73392,0.2,0.002673417047,0.005337784752,0.008006677127,0.009341337005
38804.00532,0.2,0.002405314989,0.004802488144,0.007203732216,0.008404527231
44691.99574,0.2,0.002164039544,0.004320753954,0.006481130931,0.007561459436
51473.4102,0.2,0.001946917792,0.003887245393,0.00583086809,0.006802792769
59283.81388,0.2,0.001751540971,0.003497153089,0.005245729634,0.006120109631
68279.34219,0.2,0.001575738779,0.003146143785,0.004719215678,0.00550582586
78639.82197,0.2,0.001417556106,0.002830313876,0.004245470814,0.004953109363
90572.36643,0.2,0.001275231963,0.002546147348,0.003819221022,0.004455806481
104315.5154,0.2,0.001147180432,0.002290477732,0.003435716598,0.004008375378
120144.004,0.2,0.001031973436,0.002060453708,0.003090680562,0.00360582583
138374.2547,0.2,0.0009283251751,0.00185350803,0.002780262045,0.003243664818
159370.7028,0.2,0.0008350780691,0.001667329453,0.00250099418,0.002917847393
183553.082,0.2,0.0007511900639,0.001499837398,0.002249756097,0.002624732318
211404.8148,0.2,0.0006757231801,0.001349159081,0.002023738622,0.002361042044
243482.6768,0.2,0.0006078331801,0.001213608884,0.001820413327,0.002123826594
280427.9265,0.2,0.00054676025,0.001091669752,0.001637504628,0.001910431004
322979.1253,0.2,0.0004918205977,0.0009819764146,0.001472964622,0.001718465958
371986.9012,0.2,0.0004423988796,0.0008833002678,0.001324950402,0.00154578132
428430.9536,0.2,0.0003979413756,0.0007945357455,0.001191803618,0.001390442289
493439.6384,0.2,0.0003579498393,0.0007146880415,0.001072032062,0.001250707904
568312.5243,0.2,0.0003219759578,0.0006428620478,0.0009642930718,0.001125011683
654546.3724,0.2,0.0002896163619,0.0005782523912,0.0008673785868,0.001011944192
753865.0571,0.2,0.0002605081317,0.0005201344602,0.0007802016903,0.0009102373344
868254.028,0.2,0.0002343247496,0.000467856325,0.0007017844876,0.0008187502105
1000000,0.2,0.0002107724566,0.0004208314622,0.0006312471933,0.0007364563871
0.05,0.2083333333,0.9584026622,1.913561194,2.87034179,3.376194962
0.05758683333,0.2083333333,0.9584026622,1.913561194,2.87034179,3.376194962
0.06632486747,0.2083333333,0.9584026622,1.913561194,2.87034179,3.376194962
0.07638878177,0.2083333333,0.9584026622,1.913561194,2.87034179,3.376194962
0.08797976089,0.2083333333,0.9584026622,1.913561194,2.87034179,3.376194962
0.1013295165,0.2083333333,0.9584026622,1.913561194,2.87034179,3.376194962
0.1167049196,0.2083333333,0.9584026622,1.913561194,2.87034179,3.376194962
0.1344133351,0.2083333333,0.9584026622,1.913561194,2.87034179,3.376194962
0.1548087665,0.2083333333,0.9584026622,1.913561194,2.87034179,3.376194962
0.1782989327,0.2083333333,0.9584026622,1.913561194,2.87034179,3.376194962
0.2053534184,0.2083333333,0.9584026622,1.913561194,2.87034179,3.376194962
0.2365130616,0.2083333333,0.9584026622,1.913561194,2.87034179,3.376194962
0.2724007652,0.2083333333,0.9584026622,1.913561194,2.87034179,3.376194962
0.3137339493,0.2083333333,0.9584026622,1.913561194,2.87034179,3.376194962
0.361338893,0.2083333333,0.9584026622,1.913561194,2.87034179,3.376194962
0.4161672521,0.2083333333,0.9584026622,1.913561194,2.87034179,3.376194962
0.4793150838,0.2083333333,0.9584026622,1.913561194,2.87034179,3.376194962
0.5520447568,0.2083333333,0.9584026622,1.913561194,2.87034179,3.376194962
0.6358101881,0.2083333333,0.9584026622,1.913561194,2.87034179,3.376194962
0.7322859066,0.2083333333,0.9584026622,1.913561194,2.87034179,3.376194962
0.8434005291,0.2083333333,0.9584026622,1.913561194,2.87034179,3.376194962
0.9713753141,0.2083333333,0.9584026622,1.913561194,2.87034179,3.376194962
1.118768566,0.2083333333,0.9313155771,1.859478711,2.789218067,3.280020203
1.288526779,0.2083333333,0.9070671046,1.811063846,2.716595769,3.193961372
1.484043538,0.2083333333,0.8846035295,1.766212733,2.6493191,3.114268589
1.709227357,0.2083333333,0.8625681776,1.722216618,2.583324927,3.036124307
1.968579819,0.2083333333,0.8404392899,1.678033747,2.517050621,2.957677537
2.267285559,0.2083333333,0.8179522312,1.633135747,2.449703621,2.87799105
2.611315912,0.2083333333,0.7949585511,1.587226219,2.380839329,2.796540536
3.007548284,0.2083333333,0.7713755255,1.540139995,2.310209992,2.713035225
3.463903635,0.2083333333,0.7471641558,1.491799209,2.237698814,2.627339603
3.989504826,0.2083333333,0.7223182544,1.442191508,2.163287262,2.539434512
4.59485899,0.2083333333,0.6968583966,1.391357973,2.087036959,2.44939553
5.292067577,0.2083333333,0.6708281173,1.339385525,2.009078287,2.35737932
6.095068271,0.2083333333,0.644291107,1.28640133,1.929601995,2.263613541
7.019913613,0.2083333333,0.6173287675,1.232567917,1.848851876,2.168388033
8.085091905,0.2083333333,0.590037787,1.178078334,1.767117502,2.072046099
9.311896801,0.2083333333,0.5625275635,1.123151008,1.684726511,1.974975275
10.72485298,0.2083333333,0.5349174121,1.068024163,1.602036245,1.877597353
12.35220642,0.2083333333,0.5073335641,1.012949837,1.519424756,1.78035772
14.22648905,0.2083333333,0.4799060165,0.9581875823,1.437281373,1.683714195
16.38516908,0.2083333333,0.4527653256,0.9039980699,1.355997105,1.588125716
18.87140002,0.2083333333,0.4260394605,0.850636805,1.275955208,1.494041281
21.73488335,0.2083333333,0.399850836,0.7983482028,1.197522304,1.401889554
25.0328621,0.2083333333,0.3743136397,0.747360252,1.121040378,1.312069546
28.83126515,0.2083333333,0.3495315523,0.697879963,1.046819944,1.224942709
33.20602522,0.2083333333,0.3255959331,0.6500897452,0.9751346177,1.140826679
38.2445968,0.2083333333,0.3025845163,0.6041448037,0.9062172055,1.059990838
44.04770444,0.2083333333,0.2805606295,0.5601715796,0.8402573693,0.9826537057
50.73135628,0.2083333333,0.2595729198,0.5182672021,0.7774008032,0.9089821104
58.42916318,0.2083333333,0.2396555439,0.4784998694,0.7177498041,0.8390919874
67.29500963,0.2083333333,0.2208287634,0.4409100358,0.6613650537,0.7730505751
77.50613008,0.2083333333,0.2030998694,0.405512259,0.6082683884,0.7108797546
89.2666519,0.2083333333,0.1864643583,0.3722975468,0.5584463202,0.6525602478
102.8116761,0.2083333333,0.1709072776,0.3412360451,0.5118540677,0.5980363943
118.4119771,0.2083333333,0.156404668,0.3122799163,0.4684198745,0.5472212442
136.3794158,0.2083333333,0.1429250339,0.2853662758,0.4280494138,0.500001737
157.0731738,0.2083333333,0.1304307878,0.2604200759,0.3906301138,0.4562437724
180.9069336,0.2083333333,0.1188796238,0.2373568478,0.3560352718,0.4157970208
208.3571487,0.2083333333,0.1082257883,0.2160852392,0.3241278589,0.3784993649
239.9725679,0.2083333333,0.09842122555,0.1965093016,0.2947639524,0.3441808971
276.3852054,0.2083333333,0.08941658779,0.1785305062,0.2677957593,0.3126674345
318.3229752,0.2083333333,0.08116210349,0.1620494785,0.2430742178,0.2837835377
366.6242424,0.2083333333,0.07360830796,0.1469674566,0.2204511849,0.2573550448
422.2545828,0.2083333333,0.066706642,0.1331874863,0.1997812295,0.2332111429
