dataset,model,target,spearman,pearson,r2,rmse,auroc_top_hard,hard_threshold,null_id
wine,MAAT_v14_field_shuffled_null,misclassification_rate,-0.03125849842856982,-0.023705544049473865,-0.10591595906930729,0.1226190474080101,0.5162907268170426,0.0,14
wine,MAAT_v14_field_shuffled_null,misclassification_rate,-0.1435336189338804,-0.11817862922169606,-0.24075026745016093,0.12987903824475297,0.4962406015037594,0.0,15
wine,MAAT_v14_field_shuffled_null,misclassification_rate,0.047108545797109824,0.005043805104700721,-0.11355133225845715,0.12304160743732198,0.5849624060150377,0.0,16
wine,MAAT_v14_field_shuffled_null,misclassification_rate,-0.1036951116923107,-0.1033641869683383,-0.18967121762400563,0.12717752020673254,0.4944026733500418,0.0,17
wine,MAAT_v14_field_shuffled_null,misclassification_rate,-0.1421110267990825,-0.054121497152678166,-0.31398562559690557,0.13365714571324708,0.5380116959064328,0.0,18
wine,MAAT_v14_field_shuffled_null,misclassification_rate,0.07756683614985582,0.08431930181312709,-0.08699394789350623,0.12156552732390986,0.4818713450292398,0.0,19
wine,MAAT_v14_field_shuffled_null,misclassification_rate,-0.036661384807187704,-0.05049648899500458,-0.1391973572921441,0.12445041801092539,0.493734335839599,0.0,20
wine,MAAT_v14_field_shuffled_null,misclassification_rate,0.04372396200973648,-0.03445798841757052,-0.18580888506885174,0.12697090799480187,0.4579782790309106,0.0,21
wine,MAAT_v14_field_shuffled_null,misclassification_rate,-0.1994563084995089,-0.08376517870320888,-0.11635086397073158,0.12319617716678283,0.43926482873851297,0.0,22
wine,MAAT_v14_field_shuffled_null,misclassification_rate,0.08155602159451829,0.03328622162991392,-0.12292342069428575,0.1235583059468828,0.4930659983291563,0.0,23
wine,MAAT_v14_field_shuffled_null,misclassification_rate,-0.09411039718410982,-0.12266408311334719,-0.14041161586203477,0.12451672554714985,0.40618212197159564,0.0,24
wine,MAAT_v14_field_shuffled_null,misclassification_rate,-0.0871070946538443,-0.05917031915603087,-0.3408405135181236,0.13501606209514108,0.433249791144528,0.0,25
wine,MAAT_v14_field_shuffled_null,misclassification_rate,0.06560817101671093,-0.0022535584092707134,-0.9039187306899217,0.16088704625884392,0.5136173767752714,0.0,26
wine,MAAT_v14_field_shuffled_null,misclassification_rate,0.17003532491171974,0.15357101604440215,-0.06018755813541676,0.12005720455130389,0.5680868838763575,0.0,27
wine,MAAT_v14_field_shuffled_null,misclassification_rate,-0.03138001150675048,-0.020277057911373148,-0.200783677465453,0.12777010837818567,0.5467000835421888,0.0,28
wine,MAAT_v14_field_shuffled_null,misclassification_rate,-0.1109295854444809,-0.08542227571497919,-0.1256103653486491,0.12370604352221415,0.4930659983291562,0.0,29
wine,MAAT_v14_field_shuffled_null,misclassification_rate,0.12331502821806517,0.1383207348146846,-0.028411331559740294,0.11824432376398963,0.5869674185463659,0.0,30
wine,MAAT_v14_field_shuffled_null,misclassification_rate,0.06199241600743292,0.04900766764041104,-0.34761101763075053,0.13535651114178907,0.5012531328320802,0.0,31
wine,MAAT_v14_field_shuffled_null,misclassification_rate,0.10592383937016076,0.12272706969542821,-0.021798591391894107,0.11786355200075908,0.534001670843776,0.0,32
wine,MAAT_v14_field_shuffled_null,misclassification_rate,-0.07724675291952629,-0.10082218959754466,-0.19881775612520158,0.12766547301296405,0.4558061821219716,0.0,33
wine,MAAT_v14_field_shuffled_null,misclassification_rate,0.020909140647915058,-0.0022959621713957417,-0.1133160920765508,0.12302861034501154,0.5861319966583125,0.0,34
wine,MAAT_v14_field_shuffled_null,misclassification_rate,0.09031385442436789,0.018385190166854307,-0.6235217989490671,0.14856822591934757,0.5725981620718463,0.0,35
wine,MAAT_v14_field_shuffled_null,misclassification_rate,-0.09283895546363419,-0.04096039319440141,-0.2565665218304849,0.13070422239531965,0.4947368421052632,0.0,36
wine,MAAT_v14_field_shuffled_null,misclassification_rate,-0.11485060501601763,-0.09168417089791979,-0.1963028314744768,0.12753149201043046,0.4863826232247284,0.0,37
wine,MAAT_v14_field_shuffled_null,misclassification_rate,-0.14041577117178167,-0.1332625719251653,-0.2247868088257885,0.1290408233471311,0.4482873851294904,0.0,38
