dataset,model,target,spearman,pearson,r2,rmse,auroc_top_hard,hard_threshold,null_id
digits,MAAT_v14_field_shuffled_null,hybrid_hardness,0.039742455247243305,0.018747182498721593,-0.010542103164253191,0.1843594934106442,0.5320828177843768,0.23202049822877502,7
digits,MAAT_v14_field_shuffled_null,hybrid_hardness,-0.032274967827150995,-0.06179065184986664,-0.01662610277724097,0.18491363159270852,0.47517281201022854,0.23202049822877502,8
digits,MAAT_v14_field_shuffled_null,hybrid_hardness,0.03674387528666817,0.03161940057532585,-0.005702432367201249,0.18391749792446113,0.5258516868761858,0.23202049822877502,9
digits,MAAT_v14_field_shuffled_null,hybrid_hardness,-0.01205997681868263,-0.004066075980751696,-0.012707224928109273,0.18455688606508108,0.4980945310566691,0.23202049822877502,10
digits,MAAT_v14_field_shuffled_null,hybrid_hardness,-0.027157226753376167,-0.020750981871779116,-0.013805730477782774,0.18465695536948498,0.49600098985399643,0.23202049822877502,11
digits,MAAT_v14_field_shuffled_null,hybrid_hardness,-0.00695452135425225,-0.026587300011754314,-0.01581257835229266,0.18483963100288334,0.48944980615359235,0.23202049822877502,12
digits,MAAT_v14_field_shuffled_null,hybrid_hardness,-0.06151200493455913,-0.04219611894973924,-0.01515657718186536,0.18477993761086728,0.4683890126206385,0.23202049822877502,13
digits,MAAT_v14_field_shuffled_null,hybrid_hardness,0.024448565253205615,0.04499288441445717,-0.005172777848952537,0.18386906134936698,0.5133217850367071,0.23202049822877502,14
digits,MAAT_v14_field_shuffled_null,hybrid_hardness,0.008462386032258507,0.0052721907117102545,-0.011238579396343207,0.18442301371748582,0.49055844262971204,0.23202049822877502,15
digits,MAAT_v14_field_shuffled_null,hybrid_hardness,0.008376512910959472,0.002319488310290498,-0.012904258642553401,0.18457483901303615,0.5064340509774808,0.23202049822877502,16
digits,MAAT_v14_field_shuffled_null,hybrid_hardness,0.004936019106639208,-4.184974216519047e-05,-0.014095526372978506,0.18468334553599772,0.489700569166048,0.23202049822877502,17
digits,MAAT_v14_field_shuffled_null,hybrid_hardness,-0.03003779579517337,-0.0016220324216539173,-0.013661326191455991,0.1846438038333195,0.47153179905963866,0.23202049822877502,18
digits,MAAT_v14_field_shuffled_null,hybrid_hardness,-0.012451569501379496,-0.044987711268327166,-0.014644657399212724,0.18473334162960042,0.4897847067557536,0.23202049822877502,19
digits,MAAT_v14_field_shuffled_null,hybrid_hardness,0.013640909956641205,0.04398333640967393,-0.005323273139606011,0.18388282534734327,0.5159729439907613,0.23202049822877502,20
digits,MAAT_v14_field_shuffled_null,hybrid_hardness,-0.03870789154959724,-0.022785236043932802,-0.016460558819142213,0.18489857562441314,0.4841854326486843,0.23202049822877502,21
digits,MAAT_v14_field_shuffled_null,hybrid_hardness,0.008463370369920172,0.004887097143084298,-0.012706517390569383,0.18455682159385747,0.502547224284418,0.23202049822877502,22
digits,MAAT_v14_field_shuffled_null,hybrid_hardness,-0.008658761395760859,-0.010132859238311615,-0.01278425558361862,0.1845639050075902,0.49453930545244573,0.23202049822877502,23
digits,MAAT_v14_field_shuffled_null,hybrid_hardness,0.025112858758972963,0.013721244033911215,-0.012005249298664866,0.18449291056871528,0.49467293574197807,0.23202049822877502,24
digits,MAAT_v14_field_shuffled_null,hybrid_hardness,0.04767914293008428,0.05250274104813752,-0.004083841124588927,0.18376943866066534,0.521595314691083,0.23202049822877502,25
digits,MAAT_v14_field_shuffled_null,hybrid_hardness,0.004713076965953195,0.03439721460255317,-0.00752652737602677,0.18408421274797773,0.49828920234265445,0.23202049822877502,26
digits,MAAT_v14_field_shuffled_null,hybrid_hardness,-0.013363167504959085,-0.0009200900285897522,-0.011100718181887848,0.18441044218008806,0.5008116802771592,0.23202049822877502,27
digits,MAAT_v14_field_shuffled_null,hybrid_hardness,0.002986923003854935,-0.023765015784055238,-0.013476948716165671,0.18462701040057483,0.4826808545739503,0.23202049822877502,28
digits,MAAT_v14_field_shuffled_null,hybrid_hardness,0.013071044624497078,0.001715816055831482,-0.010895625717819435,0.18439173825207125,0.5290043718551514,0.23202049822877502,29
digits,MAAT_v14_field_shuffled_null,hybrid_hardness,-0.02565764002423472,-0.04619661769398335,-0.015325172677795429,0.18479528094438097,0.4634281943413347,0.23202049822877502,30
digits,MAAT_v14_field_shuffled_null,hybrid_hardness,-0.07618627711787701,-0.047008337283110796,-0.016911329974068856,0.18493956969216518,0.45605213231048425,0.23202049822877502,31
