instance_id,theta,phi,target,gamma_z,gamma_x,gamma_m,hx,hz,t,H,B,S,V,R_resp,R_rob,F_maat,basis_z,basis_x,basis_y,offdiag,channel_conflict,damping_pressure,coherence_exposure,x_exposure
32,1.9760999767160852,2.778901772151833,0.4970766588170007,0.382327384589348,2.058383278052631,0.45628633882343284,0.3587699104564545,1.3422702644023874,1.0137274798909512,0.3894398115804315,0.5305748608574238,0.5211094369178974,0.6625175006807047,0.5153806671637796,0.5153806671637796,3.303193165083292,0.39429782757204535,0.8591987578714291,0.32604710954731514,0.9189827110299549,0.31329185424693984,0.15750321404974468,0.7706715130488021,0.8116160548467779
33,1.383822883561582,1.8339332699716988,0.5007407258932737,0.05151566531853502,1.486200541287519,1.4655946517162846,0.9312305670822807,0.4060212787257087,0.6155648535615172,0.41353280810584736,0.5063472413216322,0.5043954714097838,0.22037304619188772,0.3586787364879443,0.3586787364879443,4.785707341709411,0.1858859429737969,0.255577407005607,0.9487500225207021,0.9825713288126936,0.06700282548585956,0.4879929920189759,1.4906691001643495,0.27626378906539784
34,1.1275202664917334,0.3239188869009976,0.6531109608437662,1.5233528690971756,1.2987548150725585,1.7710727378684326,0.46516479362364865,0.5149816380014547,0.42449907697689093,0.6929864934328132,0.5367967434403844,0.5253890564935393,0.5497719130394805,0.5891678821909472,0.5725317206837638,2.788435680129083,0.4289011950614162,0.8563729618429501,0.28752237321506346,0.9033514071915143,0.9204147824392412,0.38558745251338405,2.9760240079401403,0.557037492276389
35,2.1468536723825875,2.115463648995451,0.23697341245776543,0.5814666677442114,0.21374758091892931,1.6041075829223486,0.557981650926904,0.31066591734274496,1.3069390785258046,0.5915496928800686,0.5637382270476486,0.5438871185190461,0.17072083026398863,0.3846966557417053,0.3846966557417053,4.430214192303252,0.5447218027984,0.4345155310711127,0.7172687159036352,0.8386168121115035,0.5375848867861666,0.6685670766650232,1.8328593107269786,0.11643296762195605
36,2.9903595752349776,2.2549204116495543,0.3648841578383267,1.959774492672657,2.575810550458969,1.9773674976757727,0.26714299086952303,0.715575444386465,0.7803677772766158,0.7665899209741922,0.9517063518426603,0.8690685252546546,0.33512609770135526,0.6253043368360239,0.6253043368360239,2.0184005287353703,0.9885860573518701,0.09521454536379674,0.11675528921916248,0.1506572507697017,0.8641771564356272,0.3036053902260339,0.5931589881558459,2.5464103965635823
37,0.42634813190602106,2.9051461777948244,0.561614003122145,2.5863748103300654,1.0738301093912161,0.22568364876754243,0.06622810407092433,0.21277485258239226,1.2635583016771772,0.8274708640081725,0.7913259563320303,0.7074394152423801,0.7699793100650368,0.795907124980402,0.7728035486519593,1.288652014288675,0.9104820424330894,0.40204224662663707,0.09687353784329342,0.41354860706677476,0.5867595574256499,0.05807774587196926,1.1629228587501568,0.9777030312246623
38,1.6233265136218518,0.3647957142000182,0.6349395545805322,0.9401289414737126,2.476828353649958,0.9394510788535535,0.7281776551348272,0.2010828136202861,0.47465138299714815,0.6680689167129967,0.5004978917285023,0.5003450862614119,0.5417342256340623,0.5658091036681766,0.548680919639664,3.001191037230999,0.05250603134730669,0.9329080369845709,0.3562663486799589,0.9986206069735171,0.5502725730962998,0.2156480747914037,1.8769873407545101,0.13004842717864273
39,2.4691550772174446,5.453822338623633,0.45748573942047543,2.1350933280471582,2.916321206583781,1.0207872057616418,0.5505843332717296,1.1276124195187232,0.5305232828458178,0.39721231388061495,0.6682576161960889,0.6161828981747451,0.4771090441626284,0.5021823252632284,0.5021823252632284,3.239379547153872,0.7823056379640656,0.4206693067421666,0.4593857019702522,0.6228947654376592,0.8453447300393562,0.16810824959440124,1.9657814648561072,2.2814545220246583
40,2.039477122413719,2.568129257393712,0.5042366199540952,1.659526998708558,0.8156688315117471,0.05093341822062847,1.0649919294634826,0.3588346805225004,1.1597050146231502,0.5477278286771015,0.5413159504651434,0.5284951471942212,0.5387378688997378,0.5425807460480108,0.539024536424448,3.089970925653168,0.45170973084931815,0.749442629570774,0.4840393207561552,0.8921649617957638,0.6590741803563227,0.020162633504221206,1.5260128525227938,0.3684455483443491
41,1.675237276300156,0.3153905273282512,0.4913353964921775,1.9138747864289902,1.0666807802292728,1.3729097014419838,0.8222237828395761,1.4475108605830553,1.3249281047095542,0.31434606827471895,0.5019712638904245,0.5013659716305819,0.27749506814492464,0.35246342131651043,0.35246342131651043,4.8616526743806325,0.10425118092053987,0.9454950846702923,0.3084975464099987,0.9945509998369477,0.7157597007495856,0.31536020546702903,3.2688747986606472,0.11120273100414454
