z,a,D_LCDM,D_MAAT_eta002,f_LCDM,f_MAAT_eta002,fsigma8_LCDM,fsigma8_MAAT_eta002,mu_eta002,C_hat,delta_D_pct,delta_fsigma8_pct
1.745555596256856301e+00,3.642250047179326766e-01,4.539027953372468671e-01,4.522046764162693799e-01,9.468921426529706142e-01,9.554776571295604537e-01,3.485653592412104596e-01,3.504099579246162111e-01,1.007413039245418584e+00,3.706519622709317230e-01,-3.741151053532938975e-01,5.291973612699912843e-01
1.740695051565447127e+00,3.648709474003004605e-01,4.546648866017972135e-01,4.529707990458028410e-01,9.466297971016962576e-01,9.551944175677749005e-01,3.490538561053844191e-01,3.508995698200796376e-01,1.007372502659398039e+00,3.686251329699001822e-01,-3.726013611159028072e-01,5.287761995495534606e-01
1.735843111651420134e+00,3.655180356436360523e-01,4.554280452105420873e-01,4.537379914316230778e-01,9.463662567852217933e-01,9.549099689508389055e-01,3.495424065829192406e-01,3.513892132922374900e-01,1.007332013509335322e+00,3.666006754667655576e-01,-3.710912836159895312e-01,5.283498295306683357e-01
1.730999761281464266e+00,3.661662714795592133e-01,4.561922712757449649e-01,4.545062536378070006e-01,9.461015172477497126e-01,9.546243070614151005e-01,3.500310062086609553e-01,3.518788838390318752e-01,1.007291570179308149e+00,3.645785089654038358e-01,-3.695848755225519255e-01,5.279182694087850569e-01
1.726164985249234451e+00,3.668156569432927672e-01,4.569575648998838724e-01,4.552755857185639687e-01,9.458355740264227096e-01,9.543374276706226844e-01,3.505196504899691923e-01,3.523685769296271419e-01,1.007251171097040210e+00,3.625585548520066648e-01,-3.680821394626464516e-01,5.274815369333653026e-01
1.721338768375307637e+00,3.674661940736689281e-01,4.577239261755907673e-01,4.560459877181726185e-01,9.455684226514136093e-01,9.540493265382621324e-01,3.510083349066526748e-01,3.528582880043823478e-01,1.007210814735661319e+00,3.605407367830621990e-01,-3.665830780221138729e-01,5.270396494207609805e-01
1.716521095507132610e+00,3.681178849131357400e-01,4.584913551855917535e-01,4.568174596709181357e-01,9.453000586460158505e-01,9.537599994130460113e-01,3.514970549109068809e-01,3.533480124748268891e-01,1.007170499615448689e+00,3.585249807724368853e-01,-3.650876937463837790e-01,5.265926237672649002e-01
1.711711951518982922e+00,3.687707315077634052e-01,4.592598520026465181e-01,4.575900016010290283e-01,9.450304775267356350e-01,9.534694420328342357e-01,3.519858059272513162e-01,3.538377457236392409e-01,1.007130224305547994e+00,3.565112152774052023e-01,-3.635959891412121614e-01,5.261404764630437381e-01
1.706911321311910701e+00,3.694247359072508341e-01,4.600294166894878245e-01,4.583636135226143438e-01,9.447596748033848524e-01,9.531776501248729883e-01,3.524745833524681737e-01,3.543274831046273610e-01,1.007089987425669575e+00,3.544993712834778044e-01,-3.621079666733290625e-01,5.256832236060325902e-01
1.702119189813697364e+00,3.700799001649319742e-01,4.608000492987607277e-01,4.591382954396002192e-01,9.444876459791763379e-01,9.528846194060385244e-01,3.529633825555419935e-01,3.548172199427123141e-01,1.007049787647757322e+00,3.524893823878679777e-01,-3.606236287711650501e-01,5.252208809163376735e-01
1.697335541978807427e+00,3.707362263377823597e-01,4.615717498729618451e-01,4.599140473456671541e-01,9.442143865508184630e-01,9.525903455830850852e-01,3.534521988775995993e-01,3.553069515339143392e-01,1.007009623697628919e+00,3.504811848814513020e-01,-3.591429778254279226e-01,5.247534637511309663e-01
1.692560362788340544e+00,3.713937164864254958e-01,4.623445184443785161e-01,4.606908692241865055e-01,9.439398920086128353e-01,9.522948243528964740e-01,3.539410276318513682e-01,3.557966731453410802e-01,1.006969494356581230e+00,3.484747178290603098e-01,-3.576660161898187473e-01,5.242809871196524307e-01
1.687793637249986212e+00,3.720523726751392979e-01,4.631183550350275735e-01,4.614687610481574831e-01,9.436641578365516647e-01,9.519980514027428509e-01,3.544298641035333319e-01,3.562863800151790383e-01,1.006929398462959258e+00,3.464699231479670960e-01,-3.561927461815511120e-01,5.238034656987581306e-01
1.683035350397973584e+00,3.727121969718626415e-01,4.638932596565943922e-01,4.622477227801439215e-01,9.433871795124176840e-01,9.517000224105404138e-01,3.549187035498497789e-01,3.567760673526872983e-01,1.006889334913688039e+00,3.444667456843999997e-01,-3.547231700819731826e-01,5.233209138488372769e-01
1.678285487293026623e+00,3.733731914482019132e-01,4.646692323103712718e-01,4.630277543722112199e-01,9.431089525078844016e-01,9.514007330451144107e-01,3.554075411999172984e-01,3.572657303381934768e-01,1.006849302665759005e+00,3.424651332879517507e-01,-3.532572901370071294e-01,5.228333456298115411e-01
1.673544033022317468e+00,3.740353581794373383e-01,4.654462729871964299e-01,4.638088557658626709e-01,9.428294722886179091e-01,9.511001789664682571e-01,3.558963722547093811e-01,3.577553641230925008e-01,1.006809300737674606e+00,3.404650368837289776e-01,-3.517951085578466808e-01,5.223407748176395193e-01
1.668810972699418915e+00,3.746986992445295872e-01,4.662243816673920516e-01,4.645910268919768438e-01,9.425487343143795771e-01,9.507983558260529877e-01,3.563851918870019064e-01,3.582449638298481065e-01,1.006769328210842085e+00,3.384664105421002489e-01,-3.503366275212211334e-01,5.218432149211948978e-01
1.664086291464256906e+00,3.753632167261263253e-01,4.670035583207027829e-01,4.653742676707440240e-01,9.422667340391315260e-01,9.504952592670421474e-01,3.568739952413199079e-01,3.587345245519960035e-01,1.006729384230917956e+00,3.364692115459030353e-01,-3.488818491699553492e-01,5.213406791991097577e-01
1.659369974483064780e+00,3.760289127105688189e-01,4.677838029062340031e-01,4.661585780116029309e-01,9.419834669111405434e-01,9.501908849246099020e-01,3.573627774338850038e-01,3.592240413541507027e-01,1.006689468009099420e+00,3.344734004549707596e-01,-3.474307756134181746e-01,5.208331806773154327e-01
1.654662006948337538e+00,3.766957892878982639e-01,4.685651153723897622e-01,4.669439578131779345e-01,9.416989283730862192e-01,9.498852284262108148e-01,3.578515335525638830e-01,3.597135092720132876e-01,1.006649578823356928e+00,3.324789411678470419e-01,-3.459834089277902813e-01,5.203207321664038432e-01
1.649962374078782545e+00,3.773638485518626129e-01,4.693474956568110534e-01,4.677304069632155503e-01,9.414131138621683048e-01,9.495782853918647293e-01,3.583402586568177894e-01,3.602029233123829610e-01,1.006609716019611023e+00,3.304858009805514696e-01,-3.445397511565557735e-01,5.198033462796163295e-01
1.645271061119276901e+00,3.780330925999229597e-01,4.701309436863134739e-01,4.685179253385213238e-01,9.411260188102165136e-01,9.492700514344426521e-01,3.588289477776531733e-01,3.606922784531698123e-01,1.006569879012845670e+00,3.284939506422794864e-01,-3.430998043107768569e-01,5.192810354506972592e-01
1.640588053340817698e+00,3.787035235332601446e-01,4.709154593768249963e-01,4.693065128048969359e-01,9.408376386438006556e-01,9.489605221599556328e-01,3.593175959175726186e-01,3.611815696434108047e-01,1.006530067288158081e+00,3.265033644079010089e-01,-3.416635703693444714e-01,5.187538119524157665e-01
1.635913336040478949e+00,3.793751434567814163e-01,4.717010426333237971e-01,4.700961692170770867e-01,9.405479687843432135e-01,9.486496931678469746e-01,3.598061980505282142e-01,3.616707918032871505e-01,1.006490280401743043e+00,3.245140200871537428e-01,-3.402310512792859898e-01,5.182216879146389621e-01
1.631246894541361403e+00,3.800479544791271480e-01,4.724876933497756948e-01,4.708868944186662131e-01,9.402570046482320310e-01,9.483375600512857773e-01,3.602947491218743137e-01,3.621599398241446277e-01,1.006450517981808179e+00,3.225258990904050771e-01,-3.388022489560238992e-01,5.176846753432394754e-01
1.626588714192551244e+00,3.807219587126770555e-01,4.732754114090717001e-01,4.716786882420758720e-01,9.399647416469352201e-01,9.480241183974628116e-01,3.607832440483227932e-01,3.626490085685157849e-01,1.006410779729417726e+00,3.205389864708855230e-01,-3.373771652835168555e-01,5.171427861386749258e-01
1.621938780369069466e+00,3.813971582735574128e-01,4.740641966829652332e-01,4.724715505084615685e-01,9.396711751871168472e-01,9.477093637878892807e-01,3.612716777178981986e-01,3.631379928701441440e-01,1.006371065419265687e+00,3.185532709632835080e-01,-3.359558021144468110e-01,5.165960321149979384e-01
1.617297078471829685e+00,3.820735552816471037e-01,4.748540490320097285e-01,4.732654810276599733e-01,9.393763006707541718e-01,9.473932917986953584e-01,3.617600449898950021e-01,3.636268875340106232e-01,1.006331374900372166e+00,3.165687450186104313e-01,-3.345381612704055319e-01,5.160444250187351534e-01
1.612663593927589289e+00,3.827511518605847818e-01,4.756449683054954081e-01,4.740604795981261388e-01,9.390801134952557749e-01,9.470758980009320593e-01,3.622483406948350804e-01,3.641156873363619595e-01,1.006291708096704873e+00,3.145854048352395016e-01,-3.331242445419058673e-01,5.154879765481017451e-01
1.608038312188907248e+00,3.834299501377751440e-01,4.764369543413866648e-01,4.748565460068707722e-01,9.387826090535819068e-01,9.467571779608739968e-01,3.627365596344270249e-01,3.646043870247411833e-01,1.006252065007720908e+00,3.126032503860409761e-01,-3.317140536885107016e-01,5.149266983721164648e-01
1.603421218734094822e+00,3.841099522443958691e-01,4.772300069662588351e-01,4.756536800293972855e-01,9.384837827343655015e-01,9.464371272403226953e-01,3.632246965815262851e-01,3.650929813180197603e-01,1.006212445708830616e+00,3.106222854415275347e-01,-3.303075904388801387e-01,5.143606021497869607e-01
1.598812299067171150e+00,3.847911603154042237e-01,4.780241259952355271e-01,4.764518814296395677e-01,9.381836299220344122e-01,9.461157413969119023e-01,3.637127462800960886e-01,3.655814649064319521e-01,1.006172850351778836e+00,3.086425175889450090e-01,-3.289048564907851580e-01,5.137896995495336849e-01
1.594211538717818843e+00,3.854735764895436678e-01,4.788193112319249489e-01,4.772511499598994233e-01,9.378821459969347574e-01,9.457930159844124551e-01,3.642007034451703040e-01,3.660698324516105662e-01,1.006133279164944883e+00,3.066639582472421299e-01,-3.275058535109829361e-01,5.132140022683003844e-01
1.589618923241338244e+00,3.861572029093507941e-01,4.796155624683570151e-01,4.780514853607837900e-01,9.375793263354572638e-01,9.454689465530389247e-01,3.646885627628168591e-01,3.665580785866245916e-01,1.006093732453557266e+00,3.046866226778584541e-01,-3.261105831353035556e-01,5.126335220508718704e-01
1.585034438218600350e+00,3.868420417211618778e-01,4.804128794849197304e-01,4.788528873611426206e-01,9.372751663101627218e-01,9.451435286497562593e-01,3.651763188901023804e-01,3.670461979160186683e-01,1.006054210599825582e+00,3.027105299912843384e-01,-3.247190469684479441e-01,5.120482707092013364e-01
1.580458069256003295e+00,3.875280950751195941e-01,4.812112620502962401e-01,4.796553556780066008e-01,9.369696612899103272e-01,9.448167578185857618e-01,3.656639664550588309e-01,3.675341850158539980e-01,1.006014714062986926e+00,3.007357031493482769e-01,-3.233312465839621175e-01,5.114582601414248142e-01
1.575889801985427496e+00,3.882153651251798454e-01,4.820107099214008817e-01,4.804588900165249199e-01,9.366628066399865782e-01,9.444886296009126214e-01,3.661515000566500921e-01,3.680220344337507554e-01,1.005975243379263917e+00,2.987621689631969613e-01,-3.219471835239945956e-01,5.108635023511466366e-01
1.571329622064188580e+00,3.889038540291186452e-01,4.828112228433158459e-01,4.812634900699032103e-01,9.363545977222359484e-01,9.441591395357916694e-01,3.666389142647406563e-01,3.685097406889318306e-01,1.005935799161738808e+00,2.967899580869372556e-01,-3.205668592991495203e-01,5.102640094663540848e-01
1.566777515174994306e+00,3.895935639485385571e-01,4.836128005492276727e-01,4.820691555193415412e-01,9.360450298951932258e-01,9.438282831602538003e-01,3.671262036200657608e-01,3.689972982722685146e-01,1.005896382100138542e+00,2.948191050069250974e-01,-3.191902753882961963e-01,5.096597937583136062e-01
1.562233467025897493e+00,3.902844970488759113e-01,4.844154427603633017e-01,4.828758860339724679e-01,9.357340985142161838e-01,9.434960560096116167e-01,3.676133626342018568e-01,3.694847016463270184e-01,1.005856992960533658e+00,2.928496480266837843e-01,-3.178174332382795453e-01,5.090508676604501570e-01
1.557697463350254274e+00,3.909766554994071885e-01,4.852191491859266237e-01,4.836836812707992483e-01,9.354217989316205850e-01,9.431624536177636298e-01,3.681003857895391862e-01,3.699719452454161561e-01,1.005817632584949051e+00,2.908816292474527554e-01,-3.164483342637026686e-01,5.084372437868160954e-01
1.553169489906676137e+00,3.916700414732561253e-01,4.860239195230345866e-01,4.844925408746344475e-01,9.351081264968162943e-01,9.428274715174981280e-01,3.685872675392555253e-01,3.704590234756369171e-01,1.005778301890887239e+00,2.889150945443643148e-01,-3.150829798465425435e-01,5.078189349506070371e-01
1.548649532478986846e+00,3.923646571474003752e-01,4.868297534566531359e-01,4.853024644780378205e-01,9.347930765564442801e-01,9.424911052407957124e-01,3.690740023072905940e-01,3.709459307149322038e-01,1.005739001870765259e+00,2.869500935382647278e-01,-3.137213713358840139e-01,5.071959541823930495e-01
1.544137576876178475e+00,3.930605047026783927e-01,4.876366506595337103e-01,4.861134517012552503e-01,9.344766444545160589e-01,9.421533503191301673e-01,3.695605844883230739e-01,3.714326613131383459e-01,1.005699733591263856e+00,2.849866795631972316e-01,-3.123635100475563586e-01,5.065683147479770332e-01
1.539633608932364339e+00,3.937575863237963714e-01,4.884446107921488478e-01,4.869255021521572968e-01,9.341588255325536938e-01,9.418142022837679983e-01,3.700470084477475718e-01,3.719192095920373919e-01,1.005660498192591401e+00,2.830249096295736067e-01,-3.110093972636720494e-01,5.059360301663360371e-01
1.535137614506736803e+00,3.944559041993349613e-01,4.892536335026286265e-01,4.877386154261780793e-01,9.338396151297312375e-01,9.414736566660659722e-01,3.705332685216539690e-01,3.724055698454101782e-01,1.005621296887661442e+00,2.810648443830716103e-01,-3.096590342322735889e-01,5.052991142269839253e-01
1.530649579483522427e+00,3.951554605217562077e-01,4.900637184266961044e-01,4.885527911062538253e-01,9.335190085830181728e-01,9.411317089977674355e-01,3.710193590168075484e-01,3.728917363390904516e-01,1.005582130961185872e+00,2.791065480592990755e-01,-3.083124221668501197e-01,5.046575810072710944e-01
1.526169489771937560e+00,3.958562574874103235e-01,4.908748651876037594e-01,4.893680287627621972e-01,9.331970012273230752e-01,9.407883548112954131e-01,3.715052742106310091e-01,3.733777033110192711e-01,1.005543001768685496e+00,2.771500884342784632e-01,-3.069695622459047146e-01,5.040114448891128696e-01
1.521697331306142154e+00,3.965582972965429054e-01,4.916870733960690965e-01,4.901843279534612297e-01,9.328735883956404962e-01,9.404435896400442640e-01,3.719910083511874799e-01,3.738634649713009628e-01,1.005503910735416007e+00,2.751955367708057709e-01,-3.056304556124376792e-01,5.033607205757357761e-01
1.517233090045199795e+00,3.972615821533014291e-01,4.925003426502102544e-01,4.910016882234287672e-01,9.325487654191975118e-01,9.400974090186683396e-01,3.724765556571651426e-01,3.743490155022589638e-01,1.005464859355215124e+00,2.732429677607584595e-01,-3.042951033733351518e-01,5.027054231078292856e-01
1.512776751973029299e+00,3.979661142657425210e-01,4.933146725354823903e-01,4.918201091050014573e-01,9.322225276276024930e-01,9.397498084833687537e-01,3.729619103178632988e-01,3.748343490584923887e-01,1.005425849189268250e+00,2.712924594634145148e-01,-3.029635065990124998e-01,5.020455678793771526e-01
1.508328303098364298e+00,3.986718958458385087e-01,4.941300626246128425e-01,4.926395901177147429e-01,9.318948703489955410e-01,9.394007835721762678e-01,3.734470664931798800e-01,3.753194597669334276e-01,1.005386881864797521e+00,2.693440932398752929e-01,-3.016356663226137380e-01,5.013811706532022017e-01
1.503887729454706168e+00,3.993789291094848037e-01,4.949465124775374592e-01,4.934601307682420224e-01,9.315657889101992550e-01,9.390503298252326214e-01,3.739320183136005671e-01,3.758043417269048003e-01,1.005347959073673358e+00,2.673979536836700865e-01,-3.003115835396242828e-01,5.007122475759743230e-01
1.499455017100282284e+00,4.000872162765065632e-01,4.957640216413357059e-01,4.942817305503346970e-01,9.312352786368727209e-01,9.386984427850668666e-01,3.744167598801890762e-01,3.762889890101775436e-01,1.005309082570952972e+00,2.654541285476458290e-01,-2.989912592070635977e-01,5.000388151928799596e-01
1.495030152118001165e+00,4.007967595706657393e-01,4.965825896501669390e-01,4.951043889447618862e-01,9.309033348536652763e-01,9.383451179968709255e-01,3.749012852645794425e-01,3.767733956610295754e-01,1.005270254173344702e+00,2.635127086672374164e-01,-2.976746942429893128e-01,4.993608904618522804e-01
1.490613120615409404e+00,4.015075612196680743e-01,4.974022160252056790e-01,4.959281054192503091e-01,9.305699528843722756e-01,9.379903510087699292e-01,3.753855885089691924e-01,3.772575556963039811e-01,1.005231475757604631e+00,2.615737878802307237e-01,-2.963618895257736363e-01,4.986784907673836309e-01
1.486203908724648137e+00,4.022196234551700944e-01,4.982229002745777735e-01,4.967528794284248317e-01,9.302351280520925192e-01,9.376341373720890049e-01,3.758696636261149027e-01,3.777414631054676897e-01,1.005192749258862595e+00,2.596374629431303371e-01,-2.950528458934328913e-01,4.979916339336987186e-01
1.481802502602409088e+00,4.029329485127860488e-01,4.990446418932953931e-01,4.975787104137484040e-01,9.298988556793869042e-01,9.372764726416181746e-01,3.763535045993284256e-01,3.782251118506704812e-01,1.005154076668885121e+00,2.577038334442550704e-01,-2.937475641428550222e-01,4.973003382377418902e-01
1.477408888429891043e+00,4.036475386320950154e-01,4.998674403631933605e-01,4.984055978034622747e-01,9.295611310884385192e-01,9.369173523758719258e-01,3.768371053824753347e-01,3.787084958668035517e-01,1.005115460034273767e+00,2.557730017136835010e-01,-2.924460450292463709e-01,4.966046224213581106e-01
1.473023052412756329e+00,4.043633960566480057e-01,5.006912951528642575e-01,4.992335410125268158e-01,9.292219496012144031e-01,9.365567721373453391e-01,3.773204598999746473e-01,3.791916090615585766e-01,1.005076901454603711e+00,2.538450727301856946e-01,-2.911482892652207943e-01,4.959045057031785109e-01
1.468644980781087739e+00,4.050805230339749041e-01,5.015162057175948096e-01,5.000625394425621817e-01,9.288813065396280821e-01,9.361947274927665541e-01,3.778035620468004341e-01,3.796744453154867194e-01,1.005038403080505516e+00,2.519201540252753446e-01,-2.898542975201864880e-01,4.952000077899026409e-01
1.464274659789348121e+00,4.057989218155910738e-01,5.023421714993004938e-01,5.008925924817887454e-01,9.285391972257049931e-01,9.358312140133453472e-01,3.782864056884847059e-01,3.801569984820571957e-01,1.004999967111690484e+00,2.499983555845246841e-01,-2.885640704194326056e-01,4.944911488870433747e-01
1.459912075716330637e+00,4.065185946570054609e-01,5.031691919264624779e-01,5.017236995049683124e-01,9.281956169817471292e-01,9.354662272750168261e-01,3.787689846611222988e-01,3.806392623877157266e-01,1.004961595794925611e+00,2.480797897462851120e-01,-2.872776085435339022e-01,4.937779497090373781e-01
1.455557214865121907e+00,4.072395438177268123e-01,5.039972664140619507e-01,5.025558598733450566e-01,9.278505611305016831e-01,9.350997628586819044e-01,3.792512927713768689e-01,3.811212308319436581e-01,1.004923291421959464e+00,2.461645710979714907e-01,-2.859949124273023502e-01,4.930604314891655071e-01
1.451210063563055375e+00,4.079617715612711137e-01,5.048263943635172835e-01,5.033890729345865678e-01,9.275040249953289129e-01,9.347318163504430011e-01,3.797333237964896635e-01,3.816028975873156370e-01,1.004885056327401216e+00,2.442528163700554977e-01,-2.847159825592882609e-01,4.923386159882911506e-01
1.446870608161669569e+00,4.086852801551686953e-01,5.056565751626185268e-01,5.042233380227252315e-01,9.271560039003730047e-01,9.343623833418350788e-01,3.802150714842885693e-01,3.820842563995577867e-01,1.004846892886558596e+00,2.423446443279308193e-01,-2.834408193806968734e-01,4.916125255035969088e-01
1.442538835036667244e+00,4.094100718709711151e-01,5.064878081854636838e-01,5.050586544580994985e-01,9.268064931707336029e-01,9.339914594300533501e-01,3.806965295531997140e-01,3.825653009876056054e-01,1.004808803513236315e+00,2.404401756618111674e-01,-2.821694232846891359e-01,4.908821828765170259e-01
1.438214730587868750e+00,4.101361489842585972e-01,5.073200927923947612e-01,5.058950215472957090e-01,9.264554881326391156e-01,9.336190402181757664e-01,3.811776916922613445e-01,3.830460250436611980e-01,1.004770790657496304e+00,2.385395328748193267e-01,-2.809017946155384915e-01,4.901476114998427613e-01
1.433898281239171180e+00,4.108635137746470267e-01,5.081534283299328214e-01,5.067324385830893618e-01,9.261029841136212415e-01,9.332451213153813985e-01,3.816585515611374824e-01,3.835264222332505080e-01,1.004732856803388863e+00,2.366428401694397887e-01,-2.796379336677115579e-01,4.894088353248423062e-01
1.429589473438507508e+00,4.115921685257951101e-01,5.089878141307148107e-01,5.075709048443873828e-01,9.257489764426914958e-01,9.328696983371634888e-01,3.821391027901361870e-01,3.840064861952798281e-01,1.004695004466650055e+00,2.347502233324990917e-01,-2.783778406851105669e-01,4.886658788669355213e-01
1.425288293657801297e+00,4.123221155254114811e-01,5.098232495134282782e-01,5.084104195961693939e-01,9.253934604505181793e-01,9.324927669055401713e-01,3.826193389802264866e-01,3.844862105420921994e-01,1.004657236192376901e+00,2.328618096188423414e-01,-2.771215158601101902e-01,4.879187672116571672e-01
1.420994728392924511e+00,4.130533570652621389e-01,5.106597337827484262e-01,5.092509820894302042e-01,9.250364314696062351e-01,9.321143226492580869e-01,3.830992537030599165e-01,3.849655888595233666e-01,1.004619554552677485e+00,2.309777276338785823e-01,-2.758689593328209622e-01,4.871675260192612211e-01
1.416708764163657985e+00,4.137858954411772205e-01,5.114972662292733840e-01,5.100925915611219663e-01,9.246778848344772150e-01,9.317343612039935552e-01,3.835788405009921687e-01,3.854446147069572892e-01,1.004581962144303287e+00,2.290981072151683784e-01,-2.746201711900815301e-01,4.864121815291567730e-01
1.412430387513644803e+00,4.145197329530587171e-01,5.123358461294602595e-01,5.109352472340960016e-01,9.243178158818512458e-01,9.313528782125475303e-01,3.840580928871063504e-01,3.859232816173807645e-01,1.004544461586264426e+00,2.272230793132188620e-01,-2.733751514646792224e-01,4.856527605636695721e-01
1.408159585010351655e+00,4.152548719048872461e-01,5.131754727455617449e-01,5.117789483170458453e-01,9.239562199508312146e-01,9.309698693250383350e-01,3.845370043452402409e-01,3.864015830974388832e-01,1.004507055517433356e+00,2.253527758716670770e-01,-2.721339001344501574e-01,4.848892905309600265e-01
1.403896343245024880e+00,4.159913146047294896e-01,5.140161453255613910e-01,5.126236940044491819e-01,9.235930923830869554e-01,9.305853301990872906e-01,3.850155683300123810e-01,3.868795126274880980e-01,1.004469746594140345e+00,2.234873297070160414e-01,-2.708964171213483763e-01,4.841217994276156289e-01
1.399640648832648715e+00,4.167290633647455222e-01,5.148578631031108799e-01,5.134694834765105576e-01,9.232284285230418774e-01,9.301992565000017921e-01,3.854937782668528268e-01,3.873570636616502916e-01,1.004432537487762067e+00,2.216268743880993597e-01,-2.696627022907622795e-01,4.833503158402807642e-01
1.395392488411903997e+00,4.174681205011958052e-01,5.157006252974649652e-01,5.143163158991047590e-01,9.228622237180612586e-01,9.298116439009534995e-01,3.859716275520335138e-01,3.878342296278665113e-01,1.004395430882308871e+00,2.197715441154428073e-01,-2.684327554502600743e-01,4.825748689473028374e-01
1.391151848645124200e+00,4.182084883344487913e-01,5.165444311134190780e-01,5.151641904237185265e-01,9.224944733186413171e-01,9.294224880831523095e-01,3.864491095527027853e-01,3.883110039279488168e-01,1.004358429472013814e+00,2.179214736006903075e-01,-2.672065763491869306e-01,4.817954885188089897e-01
1.386918716218255021e+00,4.189501691889879753e-01,5.173892797412451561e-01,5.160131061873945990e-01,9.221251726785993919e-01,9.290317847360156644e-01,3.869262176069194759e-01,3.887873799376332928e-01,1.004321535958925260e+00,2.160767979462657473e-01,-2.659841646774753765e-01,4.810122049172129710e-01
1.382693077840814411e+00,4.196931653934192208e-01,5.182351703566278056e-01,5.168630623126740931e-01,9.217543171552677883e-01,9.286395295573335318e-01,3.874029450236909922e-01,3.892633510066312308e-01,1.004284753050508572e+00,2.142376525254318931e-01,-2.647655200648549312e-01,4.802250490962242102e-01
1.378474920245846835e+00,4.204374792804780880e-01,5.190821021206014629e-01,5.177140579075402149e-01,9.213819021096862905e-01,9.282457182534308293e-01,3.878792850830121153e-01,3.897389104586814756e-01,1.004248083457258245e+00,2.124041728629079140e-01,-2.635506420800080019e-01,4.794340525999917224e-01
1.374264230189884195e+00,4.211831131870373279e-01,5.199300741794867786e-01,5.185660920653610839e-01,9.210079229067974493e-01,9.278503465393231897e-01,3.883552310359060789e-01,3.902140515916005525e-01,1.004211529890324250e+00,2.105764945162112711e-01,-2.623395302297573672e-01,4.786392475611106478e-01
1.370060994452904080e+00,4.219300694541138763e-01,5.207790856648273348e-01,5.194191638648335552e-01,9.206323749156439806e-01,9.274534101388709484e-01,3.888307761044682009e-01,3.906887676773338480e-01,1.004175095059157474e+00,2.087547529578746008e-01,-2.611321839581367543e-01,4.778406666982696338e-01
1.365865199838287580e+00,4.226783504268765146e-01,5.216291356933266954e-01,5.202732723699263762e-01,9.202552535095664954e-01,9.270549047849279134e-01,3.893059134819105704e-01,3.911630519620055146e-01,1.004138781669174030e+00,2.069390834586961880e-01,-2.599286026456641419e-01,4.770383433133331685e-01
1.361676833172778878e+00,4.234279584546530861e-01,5.224802233667851237e-01,5.211284166298243425e-01,9.198765540664033402e-01,9.266548262194874708e-01,3.897806363326097312e-01,3.916368976659688750e-01,1.004102592419443329e+00,2.051296209721690800e-01,-2.587287856083698157e-01,4.762323112878159570e-01
1.357495881306441277e+00,4.241788958909379348e-01,5.233323477720366323e-01,5.219845956788713437e-01,9.194962719686915475e-01,9.262531701938236939e-01,3.902549377921555318e-01,3.921102979838556046e-01,1.004066530000404800e+00,2.033265000202401085e-01,-2.575327320971125822e-01,4.754226050787889180e-01
1.353322331112620791e+00,4.249311650933991769e-01,5.241855079808864781e-01,5.228418085365150736e-01,9.191144026038691184e-01,9.258499324686300103e-01,3.907288109674025844e-01,3.925832460846255256e-01,1.004030597091610799e+00,2.015298545805378760e-01,-2.563404412966716617e-01,4.746092597143166669e-01
1.349156169487899515e+00,4.256847684238861951e-01,5.250397030500477680e-01,5.237000542072499654e-01,9.187309413644799694e-01,9.254451088141537607e-01,3.912022489365237776e-01,3.930557351116152343e-01,1.003994796359504171e+00,1.997398179752056802e-01,-2.551519123250198806e-01,4.737923107881217843e-01
1.344997383352057430e+00,4.264397082484371881e-01,5.258949320210797307e-01,5.245593316805624573e-01,9.183458836483785470e-01,9.250386950103275385e-01,3.916752447490660649e-01,3.935277581825877280e-01,1.003959130455229554e+00,1.979565227614774603e-01,-2.539671442324790696e-01,4.729717944539767460e-01
1.340845959648031993e+00,4.271959869372862761e-01,5.267511939203246563e-01,5.254196399308741494e-01,9.179592248589371062e-01,9.246306868468974205e-01,3.921477914260075859e-01,3.939993083897804782e-01,1.003923602012482430e+00,1.961801006241207790e-01,-2.527861360010348890e-01,4.721477474194179513e-01
1.336701885341874618e+00,4.279536068648712166e-01,5.276084877588453903e-01,5.262809779174865144e-01,9.175709604052543211e-01,9.242210801235481998e-01,3.926198819598174516e-01,3.944703787999544464e-01,1.003888213645397487e+00,1.944106822698696557e-01,-2.516088865434709110e-01,4.713202069390829418e-01
1.332565147422712037e+00,4.287125704098407319e-01,5.284668125323637167e-01,5.271433445845252752e-01,9.171810857023645625e-01,9.238098706500252888e-01,3.930915093145181949e-01,3.949409624544427677e-01,1.003852967946479380e+00,1.926483973239687952e-01,-2.504353947027451732e-01,4.704892108073487900e-01
1.328435732902704558e+00,4.294728799550620035e-01,5.293261672211979629e-01,5.280067388608850054e-01,9.167895961714501718e-01,9.233970542462542896e-01,3.935626664257496632e-01,3.954110523691994339e-01,1.003817867484578796e+00,1.908933742289382340e-01,-2.492656592511866276e-01,4.696547973506757789e-01
1.324313628817003874e+00,4.302345378876282767e-01,5.301865507902008279e-01,5.288711596601735065e-01,9.163964872400531814e-01,9.229826267424571240e-01,3.940333462008347443e-01,3.958806415348473662e-01,1.003782914802913373e+00,1.891457401456665965e-01,-2.480996788897861516e-01,4.688170054194028546e-01
