z,a,D_LCDM,D_MAAT_eta002,f_LCDM,f_MAAT_eta002,fsigma8_LCDM,fsigma8_MAAT_eta002,mu_eta002,C_hat,delta_D_pct,delta_fsigma8_pct
1.049549115002279098e+00,4.879121913596532467e-01,5.938203993118751356e-01,5.927827410666055563e-01,8.840734729197911035e-01,8.891946081931372259e-01,4.257594796580261853e-01,4.274774651381494928e-01,1.001786180831880868e+00,8.930904159404408349e-02,-1.747427751677153307e-01,4.035107994549431143e-01
1.045920732796401076e+00,4.887774897481888536e-01,5.947510679197248740e-01,5.937171605551785358e-01,8.835524472319757905e-01,8.886540196368553080e-01,4.261754406205405243e-01,4.278910135575937912e-01,1.001765554809502579e+00,8.827774047512904065e-02,-1.738386730708463834e-01,4.025508683830479884e-01
1.042298774031335640e+00,4.896443227187956548e-01,5.956826441727132160e-01,5.946524824045640312e-01,8.830295016534212005e-01,8.881115508335717390e-01,4.265903375746402104e-01,4.283034858061893768e-01,1.001745133015624845e+00,8.725665078124272833e-02,-1.729380196362575173e-01,4.015909599099670713e-01
1.038683227335459591e+00,4.905126929930113677e-01,5.966151257365139848e-01,5.955887042540561893e-01,8.825046327665764245e-01,8.875671987094250204e-01,4.270041616897217174e-01,4.287148732301943599e-01,1.001724914521860965e+00,8.624572609304637094e-02,-1.720408079145983593e-01,4.006311164985117967e-01
1.035074081357283404e+00,4.913826032972001823e-01,5.975485102574901175e-01,5.965258237240244066e-01,8.819778371798372429e-01,8.870209602120159298e-01,4.274169041191042129e-01,4.291251671592187233e-01,1.001704898371527763e+00,8.524491857639110437e-02,-1.711470308954538555e-01,3.996713802499689550e-01
1.031471324765410813e+00,4.922540563625614762e-01,5.984827953626586927e-01,5.974638384158761362e-01,8.814491115278445532e-01,8.864728323106672025e-01,4.278285560003013410e-01,4.295343589064605783e-01,1.001685083580596825e+00,8.425417902984051743e-02,-1.702566815082973140e-01,3.987117928981897541e-01
1.027874946248508614e+00,4.931270549251381974e-01,5.994179786596567361e-01,5.984027459120223602e-01,8.809184524717833531e-01,8.859228119966863213e-01,4.282391084552943927e-01,4.299424397689480815e-01,1.001665469138638631e+00,8.327345693193088927e-02,-1.693697526231215111e-01,3.977523958047158303e-01
1.024284934515266698e+00,4.940016017258256897e-01,6.003540577367073583e-01,5.993425437758418406e-01,8.803858566996820567e-01,8.853708962836310814e-01,4.286485525908095284e-01,4.303494010277837956e-01,1.001646054009762477e+00,8.230270048812483863e-02,-1.684862370513250662e-01,3.967932299535622542e-01
1.020701278294364744e+00,4.948776995103802978e-01,6.012910301625872256e-01,6.002832295516470351e-01,8.798513209267126989e-01,8.848170822075782649e-01,4.290568794985982759e-01,4.307552339483945447e-01,1.001626837133548609e+00,8.134185667742656334e-02,-1.676061275465366984e-01,3.958343359465507083e-01
1.017123966334436691e+00,4.957553510294276378e-01,6.022288934865935861e-01,6.012248007646495696e-01,8.793148418954906953e-01,8.842613668273956451e-01,4.294640802557199710e-01,4.311599297807836018e-01,1.001607817425972380e+00,8.039087129862008962e-02,-1.667294168054341275e-01,3.948757539987638454e-01
1.013552987404034322e+00,4.966345590384717568e-01,6.031676452385129616e-01,6.021672549209275971e-01,8.787764163763766012e-01,8.837037472250165449e-01,4.298701459248281398e-01,4.315634797597885375e-01,1.001588993780321957e+00,7.944968901609904266e-02,-1.658560974685199252e-01,3.939175239344285262e-01
1.009988330291593517e+00,4.975153262979032931e-01,6.041072829285895063e-01,6.031105895073920475e-01,8.782360411677764267e-01,8.831442205057166150e-01,4.302750675544592118e-01,4.319658751053410128e-01,1.001570365068105151e+00,7.851825340525593611e-02,-1.649861621210211848e-01,3.929596851827344417e-01
1.006429983805398720e+00,4.983976555730084690e-01,6.050478040474951413e-01,6.040548019917550970e-01,8.776937130964446165e-01,8.825827837983943880e-01,4.306788361793251196e-01,4.323671070227322888e-01,1.001551930139948032e+00,7.759650699740135160e-02,-1.641196032937085880e-01,3.920022767741043190e-01
1.002877936773546530e+00,4.992815496339775838e-01,6.059892060662989133e-01,6.049998898224981936e-01,8.771494290177846986e-01,8.820194342558541623e-01,4.310814428206077853e-01,4.327671667028822333e-01,1.001533687826483776e+00,7.668439132418435056e-02,-1.632564134636554087e-01,3.910453373368597552e-01
9.993321780439112789e-01,5.001670112559140069e-01,6.069314864364384610e-01,6.059458504288408598e-01,8.766031858161535961e-01,8.814541690550906639e-01,4.314828784862579369e-01,4.331660453226108820e-01,1.001515636939229736e+00,7.578184696148893007e-02,-1.623965850552100132e-01,3.900889050934964186e-01
9.957926964841119499e-01,5.010540432188422821e-01,6.078746425896907057e-01,6.068926812207102728e-01,8.760549804051624978e-01,8.808869853975780373e-01,4.318831341712950911e-01,4.335637340449158827e-01,1.001497776271455642e+00,7.488881357278211193e-02,-1.615401104407059585e-01,3.891330178580731380e-01
9.922594809814739847e-01,5.019426483077176204e-01,6.088186719381445400e-01,6.078403795887115102e-01,8.755048097279817254e-01,8.803178805095589476e-01,4.322822008581127529e-01,4.339602240192524940e-01,1.001480104599037801e+00,7.400522995188828224e-02,-1.606869819413855593e-01,3.881777130329998604e-01
9.887325204429961989e-01,5.028328293124341153e-01,6.097635718741736266e-01,6.087889429040979072e-01,8.749526707576431583e-01,8.797468516423385676e-01,4.326800695167850042e-01,4.343555063818180795e-01,1.001462620681303539e+00,7.313103406517169891e-02,-1.598371918283168214e-01,3.872230276065627974e-01
9.852118037953165874e-01,5.037245890278335692e-01,6.107093397704089766e-01,6.097383685187427460e-01,8.743985604973446568e-01,8.791738960725791197e-01,4.330767311053763668e-01,4.347495722558400999e-01,1.001445323261862086e+00,7.226616309310499031e-02,-1.589907323230489722e-01,3.862689981505140757e-01
9.816973199846747988e-01,5.046179302537147082e-01,6.116559729797141909e-01,6.106886537651111668e-01,8.738424759807534858e-01,8.785990111025973048e-01,4.334721765702553853e-01,4.351424127518681573e-01,1.001428211069424146e+00,7.141055347120646435e-02,-1.581475955986627047e-01,3.853156608177519260e-01
9.781890579768819372e-01,5.055128557948410650e-01,6.126034688351593704e-01,6.116397959562329678e-01,8.732844142723109604e-01,8.780221940606639519e-01,4.338663968464103182e-01,4.355340189680702578e-01,1.001411282818606585e+00,7.056414093032964407e-02,-1.573077737804501053e-01,3.843630513404986404e-01
9.746870067572808161e-01,5.064093684609508594e-01,6.135518246499970241e-01,6.125917923856750713e-01,8.727243724675366465e-01,8.774434423013062201e-01,4.342593828577683834e-01,4.359243819905316286e-01,1.001394537210725799e+00,6.972686053628794622e-02,-1.564712589469694493e-01,3.834112050282577622e-01
9.711911553307155387e-01,5.073074710667649923e-01,6.145010377176380878e-01,6.135446403275166549e-01,8.721623476933331176e-01,8.768627532056104679e-01,4.346511255175175559e-01,4.363134928935592516e-01,1.001377972934575977e+00,6.889864672880371965e-02,-1.556380431306766121e-01,3.824601567665095181e-01
9.677014927214944162e-01,5.082071664319962601e-01,6.154511053116290542e-01,6.144983370363227282e-01,8.715983371082909326e-01,8.762801241815292297e-01,4.350416157284323071e-01,4.367013427399885073e-01,1.001361588667195379e+00,6.807943335976578136e-02,-1.548081183189847498e-01,3.815099410149896952e-01
9.642180079733562170e-01,5.091084573813583480e-01,6.164020246856291019e-01,6.154528797471201518e-01,8.710323379029926150e-01,8.756955526641876375e-01,4.354308443832000663e-01,4.370879225814942592e-01,1.001345383074615736e+00,6.726915373078654059e-02,-1.539814764549196635e-01,3.805605918068322158e-01
9.607406901494366380e-01,5.100113467445741566e-01,6.173537930733891121e-01,6.164082656753728795e-01,8.704643473003187415e-01,8.751090361161942832e-01,4.358188023647540099e-01,4.374732234589059909e-01,1.001329354812600991e+00,6.646774063004826094e-02,-1.531581094382020447e-01,3.796121427471893517e-01
9.572695283322334436e-01,5.109158373563851274e-01,6.183064076887300198e-01,6.173644920169595318e-01,8.698943625557522541e-01,8.745205720279511930e-01,4.362054805466057394e-01,4.378572364025262176e-01,1.001313502527368504e+00,6.567512636842906537e-02,-1.523380091258362823e-01,3.786646270126353131e-01
9.538045116235704945e-01,5.118219320565602359e-01,6.192598657255230510e-01,6.183215559481496371e-01,8.693223809576838823e-01,8.739301579179681312e-01,4.365908697931824012e-01,4.382399524324525064e-01,1.001297824856298035e+00,6.489124281490160628e-02,-1.515211673332152731e-01,3.777180773503790445e-01
9.503456291445668835e-01,5.127296336899044293e-01,6.202141643576700725e-01,6.192794546255826482e-01,8.687483998277166775e-01,8.733377913331761278e-01,4.369749609601666362e-01,4.386213625589041598e-01,1.001282320428624084e+00,6.411602143119937702e-02,-1.507075758347866945e-01,3.767725260778968521e-01
9.468928700355996320e-01,5.136389451062680633e-01,6.211693007390847177e-01,6.202381851862464046e-01,8.681724165209721011e-01,8.727434698492444465e-01,4.373577448948391400e-01,4.390014577825512299e-01,1.001266987866114899e+00,6.334939330574276828e-02,-1.498972263649291092e-01,3.758280050825014706e-01
9.434462234562712712e-01,5.145498691605554509e-01,6.221252720036749562e-01,6.211977447474562597e-01,8.675944284263938933e-01,8.721471910708975539e-01,4.377392124364246628e-01,4.393802290948480849e-01,1.001251825783736393e+00,6.259128918682357878e-02,-1.490901106189458092e-01,3.748845458211619852e-01
9.400056785853758701e-01,5.154624087127340770e-01,6.230820752653251082e-01,6.221581304068357632e-01,8.670144329670539385e-01,8.715489526322349745e-01,4.381193544164400100e-01,4.397576674783705286e-01,1.001236832790300957e+00,6.184163951504324103e-02,-1.482862202537128804e-01,3.739421793206774702e-01
9.365712246208639513e-01,5.163765666278434807e-01,6.240397076178800795e-01,6.231193392422975652e-01,8.664324276004566894e-01,8.709487521970507018e-01,4.384981616590460929e-01,4.401337639071560837e-01,1.001222007489100063e+00,6.110037445500283992e-02,-1.474855468886422105e-01,3.730009361776417398e-01
9.331428507798098515e-01,5.172923457760042476e-01,6.249981661351292628e-01,6.240813683120249866e-01,8.658484098188437006e-01,8.703465874591554963e-01,4.388756249814019239e-01,4.405085093470483271e-01,1.001207348478524883e+00,6.036742392624451503e-02,-1.466880821064773521e-01,3.720608465588854386e-01
9.297205462983764157e-01,5.182097490324272249e-01,6.259574478707915501e-01,6.250442146544546995e-01,8.652623771494990512e-01,8.697424561426991829e-01,4.392517351940220527e-01,4.408818947560448342e-01,1.001192854352668915e+00,5.964271763344312222e-02,-1.458938174540831967e-01,3.711219402019489411e-01
9.263043004317834672e-01,5.191287792774219589e-01,6.269175498585016770e-01,6.260078752882596298e-01,8.646743271550523247e-01,8.691363560024952806e-01,4.396264831011366669e-01,4.412539110846479540e-01,1.001178523701917067e+00,5.892618509584986869e-02,-1.451027444434065117e-01,3.701842464155861712e-01
9.228941024542713922e-01,5.200494393964064654e-01,6.278784691117964556e-01,6.269723472123333030e-01,8.640842574337844750e-01,8.685282848243447429e-01,4.399998595010548574e-01,4.416245492762199687e-01,1.001164355113519644e+00,5.821775567598758139e-02,-1.443148545521814596e-01,3.692477940805379277e-01
9.194899416590689434e-01,5.209717322799160000e-01,6.288402026241025622e-01,6.279376274057745233e-01,8.634921656199304740e-01,8.679182404253630301e-01,4.403718551865301589e-01,4.419938002673415300e-01,1.001150347172152122e+00,5.751735860760215369e-02,-1.435301392248238550e-01,3.683126116505235914e-01
9.160918073583594889e-01,5.218956608236119399e-01,6.298027473687242139e-01,6.289037128278730515e-01,8.628980493839831789e-01,8.673062206543058483e-01,4.407424609451291442e-01,4.423616549881730919e-01,1.001136498460457380e+00,5.682492302287139169e-02,-1.427485898731422620e-01,3.673787271532096832e-01
9.126996888832477062e-01,5.228212279282911101e-01,6.307661002988332877e-01,6.298706004180956164e-01,8.623019064329974226e-01,8.666922233918974428e-01,4.411116675596039038e-01,4.427281043628200075e-01,1.001122807559577499e+00,5.614037797887579812e-02,-1.419701978773775242e-01,3.664461681911162505e-01
9.093135755837260525e-01,5.237484364998946651e-01,6.317302583474578848e-01,6.308382870960735911e-01,8.617037345108922164e-01,8.660762465511584463e-01,4.414794658082651369e-01,4.430931393097018445e-01,1.001109273049666681e+00,5.546365248333521430e-02,-1.411949545867250133e-01,3.655149619433324393e-01
9.059334568286403488e-01,5.246772894495175255e-01,6.326952184274744484e-01,6.318067697615904477e-01,8.611035313987537299e-01,8.654582880777349496e-01,4.418458464653603479e-01,4.434567507419234222e-01,1.001095893510392409e+00,5.479467551961642729e-02,-1.404228513204487105e-01,3.645851351664489148e-01
9.025593220056564725e-01,5.256077896934174820e-01,6.336609774315978827e-01,6.327760452945710989e-01,8.605012949151376045e-01,8.648383459502280157e-01,4.422108003014533217e-01,4.438189295676511215e-01,1.001082667521420388e+00,5.413337607101773030e-02,-1.396538793683740898e-01,3.636567141963842897e-01
8.991911605212292713e-01,5.265399401530238555e-01,6.346275322323751134e-01,6.337461105550712404e-01,8.598970229163707124e-01,8.642164181805237488e-01,4.425743180838071500e-01,4.441796666904907487e-01,1.001069593662886614e+00,5.347968314433623055e-02,-1.388880299919184325e-01,3.627297249497439813e-01
8.958289618005665922e-01,5.274737437549473773e-01,6.355948796821776492e-01,6.347169623832674690e-01,8.592907132968522488e-01,8.635925028141236970e-01,4.429363905767695342e-01,4.445389530098697861e-01,1.001056670515854563e+00,5.283352579272421884e-02,-1.381252944248344550e-01,3.618041929256423095e-01
8.924727152875975289e-01,5.284092034309888497e-01,6.365630166131958090e-01,6.356885975994494009e-01,8.586823639893553795e-01,8.629665979304759205e-01,4.432970085421612527e-01,4.448967794214232496e-01,1.001043896662756838e+00,5.219483313784265693e-02,-1.373656638738948721e-01,3.608801432076086946e-01
8.891224104449386711e-01,5.293463221181486933e-01,6.375319398374336144e-01,6.366610130040110116e-01,8.580719729653267791e-01,8.623387016433056163e-01,4.436561627396669039e-01,4.452531368173812121e-01,1.001031270687826380e+00,5.156353439131852734e-02,-1.366091295197983946e-01,3.599576004653398664e-01
8.857780367538619082e-01,5.302851027586357180e-01,6.385016461467044602e-01,6.376342053774440854e-01,8.574595382351869466e-01,8.617088121009476298e-01,4.440138439272289239e-01,4.456080160869612672e-01,1.001018791177510359e+00,5.093955887551467748e-02,-1.358556825178597049e-01,3.590365889568114532e-01
8.824395837142595678e-01,5.312255482998771150e-01,6.394721323126280055e-01,6.386081714803319986e-01,8.568450578486294100e-01,8.610769274866767464e-01,4.443700428614441589e-01,4.459614081167631583e-01,1.001006456720872295e+00,5.032283604362000617e-02,-1.351053139988326879e-01,3.581171325302843211e-01
8.791070408446142181e-01,5.321676616945267835e-01,6.404433950866272873e-01,6.395829080533439459e-01,8.562285298949190437e-01,8.604430460190405361e-01,4.447247502979622125e-01,4.463133037911666823e-01,1.000994265909981307e+00,4.971329549907015088e-02,-1.343580150696925546e-01,3.571992546266316571e-01
8.757803976819626968e-01,5.331114459004754336e-01,6.414154311999276104e-01,6.405584118172313879e-01,8.556099525031903852e-01,8.598071659521903110e-01,4.450779569918883460e-01,4.466636939927333128e-01,1.000982217340286029e+00,4.911086701430535106e-02,-1.336137768143422777e-01,3.562829782814580515e-01
8.724596437818656902e-01,5.340569038808593572e-01,6.423882373635552145e-01,6.415346794728239432e-01,8.549893238427447306e-01,8.591692855762126380e-01,4.454296536981869337e-01,4.470125696026099327e-01,1.000970309610977660e+00,4.851548054887785955e-02,-1.328725902943652670e-01,3.553683261275521477e-01
8.691447687183739834e-01,5.350040386040697538e-01,6.433618102683378304e-01,6.425117077010268352e-01,8.543666421233466757e-01,8.585294032174616286e-01,4.457798311720889695e-01,4.473599215009365637e-01,1.000958541325338347e+00,4.792706626691629196e-02,-1.321344465498237308e-01,3.544553203973052069e-01
8.658357620839953750e-01,5.359528530437623894e-01,6.443361465849052339e-01,6.434894931628192261e-01,8.537419055955205449e-01,8.578875172388901182e-01,4.461284801695015179e-01,4.477057405672566492e-01,1.000946911091079139e+00,4.734555455395817597e-02,-1.313993365999129026e-01,3.535439829252481347e-01
8.625326134896624808e-01,5.369033501788667007e-01,6.453112429636920222e-01,6.444680324992531073e-01,8.531151125508442679e-01,8.572436260403804020e-01,4.464755914474206056e-01,4.480500176809300017e-01,1.000935417520663284e+00,4.677087603316041481e-02,-1.306672514438676214e-01,3.526343351503929413e-01
8.592353125646996492e-01,5.378555329935951201e-01,6.462870960349396121e-01,6.454473223314538544e-01,8.524862613222449204e-01,8.565977280590753029e-01,4.468211557643450571e-01,4.483927437215500245e-01,1.000924059231617980e+00,4.620296158089830241e-02,-1.299381820614839977e-01,3.517263981193021194e-01
8.559438489567916530e-01,5.388094044774525138e-01,6.472637024087003477e-01,6.464273592606208929e-01,8.518553502842911573e-01,8.559498217697087963e-01,4.471651638806948825e-01,4.487339095693616553e-01,1.000912834846835242e+00,4.564174234176383849e-02,-1.292121194139455032e-01,3.508201924882768941e-01
8.526582123319499384e-01,5.397649676252453954e-01,6.482410586748420522e-01,6.474081398680292532e-01,8.512223778534863117e-01,8.552999056849361903e-01,4.475076065592303864e-01,4.490735061056850275e-01,1.000901742994859456e+00,4.508714974297316214e-02,-1.284890544445737581e-01,3.499157385266443709e-01
8.493783923744804287e-01,5.407222254370916970e-01,6.492191614030536906e-01,6.483896607150330116e-01,8.505873424885598277e-01,8.546479783556631959e-01,4.478484745654751076e-01,4.494115242133388533e-01,1.000890782310163818e+00,4.453911550819546900e-02,-1.277689780794534213e-01,3.490130561191023828e-01
8.461043787869497734e-01,5.416811809184302051e-01,6.501980071428516972e-01,6.493719183430686215e-01,8.499502426907580288e-01,8.539940383713754413e-01,4.481877586681405345e-01,4.497479547770698582e-01,1.000879951433416348e+00,4.399757167081302239e-02,-1.270518812281717647e-01,3.481121647689995879e-01
8.428361612901584810e-01,5.426418370800288882e-01,6.511775924235878588e-01,6.503549092736597981e-01,8.493110770041334412e-01,8.533380843604662092e-01,4.485254496395534862e-01,4.500827886839818270e-01,1.000869249011732576e+00,4.346245058662522032e-02,-1.263377547845518090e-01,3.472130836009101329e-01
8.395737296231007285e-01,5.436041969379961092e-01,6.521579137544573079e-01,6.513386300084229585e-01,8.486698440158334522e-01,8.526801149905649524e-01,4.488615382560859346e-01,4.504160168239705331e-01,1.000858673698920009e+00,4.293368494600449670e-02,-1.256265896273116855e-01,3.463158313639544406e-01
8.363170735429374947e-01,5.445682635137888417e-01,6.531389676245074050e-01,6.523230770290739944e-01,8.480265423563891902e-01,8.520201289688635882e-01,4.491960152985873256e-01,4.507476300901585575e-01,1.000848224155710398e+00,4.241120778551985687e-02,-1.249183766206504731e-01,3.454204264345155373e-01
8.330661828249632528e-01,5.455340398342226615e-01,6.541207505026491731e-01,6.533082467974357099e-01,8.473811707000000748e-01,8.513581250424425706e-01,4.495288715528190648e-01,4.510776193793347155e-01,1.000837899049980662e+00,4.189495249903563145e-02,-1.242131066151176133e-01,3.445268868194764633e-01
8.298210472625733303e-01,5.465015289314809621e-01,6.551032588376671795e-01,6.542941357554460380e-01,8.467337277648210314e-01,8.506941019985969632e-01,4.498600978098918346e-01,4.514059755923954809e-01,1.000827697056966059e+00,4.138485284829840349e-02,-1.235107704481195473e-01,3.436352301592494052e-01
8.265816566672319343e-01,5.474707338431247239e-01,6.560864890582328579e-01,6.552807403251682539e-01,8.460842123132454873e-01,8.500280586651595138e-01,4.501896848667043538e-01,4.517326896347890197e-01,1.000817616859460468e+00,4.088084297302339853e-02,-1.228113589446417492e-01,3.427454737310408617e-01
8.233480008684408435e-01,5.484416576121019515e-01,6.570704375729167213e-01,6.562680569088004123e-01,8.454326231521892554e-01,8.493599939108253949e-01,4.505176235263855800e-01,4.520577524169615558e-01,1.000807657148009788e+00,4.038285740049120387e-02,-1.221148629179146100e-01,3.418576344518461929e-01
8.201200697137063234e-01,5.494143032867572218e-01,6.580551007702031274e-01,6.572560818886875600e-01,8.447789591333720871e-01,8.486899066454733909e-01,4.508439045987384652e-01,4.523811548548069550e-01,1.000797816621093350e+00,3.989083105466638413e-02,-1.214212731700395620e-01,3.409717288817907255e-01
8.168978530685087058e-01,5.503886739208412315e-01,6.590404750185049343e-01,6.582448116273339478e-01,8.441232191535981144e-01,8.480177958204877520e-01,4.511685189006860441e-01,4.527028878701185310e-01,1.000788093985296889e+00,3.940469926484956725e-02,-1.207305804925934839e-01,3.400877732274226739e-01
8.136813408162693051e-01,5.513647725735204563e-01,6.600265566661797090e-01,6.592342424674160206e-01,8.434654021550358483e-01,8.473436604290776053e-01,4.514914572567201856e-01,4.530229423910421827e-01,1.000778487955477525e+00,3.892439777387340927e-02,-1.200427756673456692e-01,3.392057833446862625e-01
8.104705228583188870e-01,5.523426023093868098e-01,6.610133420415467143e-01,6.602243707317970722e-01,8.428055071254951791e-01,8.466674995065965881e-01,4.518127104993518439e-01,4.533413093525343607e-01,1.000768997254917192e+00,3.844986274585448366e-02,-1.193578494668346285e-01,3.383257747426097750e-01
8.072653891138665827e-01,5.533221661984669693e-01,6.620008274529048942e-01,6.612151927235428994e-01,8.421435330987051548e-01,8.459893121308597053e-01,4.521322694695645850e-01,4.536579796968204237e-01,1.000759620615470302e+00,3.798103077351197565e-02,-1.186757926549397435e-01,3.374477625863292474e-01
8.040659295199683587e-01,5.543034673162322568e-01,6.629890091885521919e-01,6.622067047259376782e-01,8.414794791545878727e-01,8.453090974224600762e-01,4.524501250172686118e-01,4.539729443738559911e-01,1.000750356777701189e+00,3.751783888506408926e-02,-1.179965959876159015e-01,3.365717617006422913e-01
8.008721340314941539e-01,5.552865087436084091e-01,6.639778835168048676e-01,6.631989030025017273e-01,8.408133444195338146e-01,8.446268545450830167e-01,4.527662680017587316e-01,4.542861943417904058e-01,1.000741204491014225e+00,3.706022455071268651e-02,-1.173202502133378483e-01,3.356977865731309851e-01
7.976839926210970155e-01,5.562712935669850145e-01,6.649674466860191480e-01,6.641917837970098271e-01,8.401451280666727417e-01,8.439425827058203433e-01,4.530806892921733775e-01,4.545977205674334165e-01,1.000732162513774615e+00,3.660812568872829492e-02,-1.166467460738073308e-01,3.348258513577406226e-01
7.945014952791822349e-01,5.572578248782252830e-01,6.659576949246129862e-01,6.651853433335105370e-01,8.394748293161456987e-01,8.432562811554812354e-01,4.533933797679554067e-01,4.549075140267224704e-01,1.000723229613422971e+00,3.616148067114506592e-02,-1.159760743045217257e-01,3.339559698780759645e-01
7.913246320138758172e-01,5.582461057746755939e-01,6.669486244410892661e-01,6.661795778163467352e-01,8.388024474353734661e-01,8.425679491889040973e-01,4.537043303193163957e-01,4.552155657051941695e-01,1.000714404566581450e+00,3.572022832907685574e-02,-1.153082256353704926e-01,3.330881556308198932e-01
7.881533928509916187e-01,5.592361393591757102e-01,6.679402314240594496e-01,6.671744834301770455e-01,8.381279817393243459e-01,8.418775861452635345e-01,4.540135318477007687e-01,4.555218665984555049e-01,1.000705686159153229e+00,3.528430795766460820e-02,-1.146431907911606013e-01,3.322224217891171505e-01
7.849877678340013709e-01,5.602279287400679930e-01,6.689325120422688897e-01,6.681700563399985970e-01,8.374514315907810591e-01,8.411851914083782189e-01,4.543209752662539791e-01,4.558264077126596980e-01,1.000697073186413322e+00,3.485365932066637751e-02,-1.139809604921870334e-01,3.313587812060543314e-01
7.818277470240042604e-01,5.612214770312072831e-01,6.699254624446229212e-01,6.691662926911703391e-01,8.367727964006044239e-01,8.404907644070167549e-01,4.546266515002915232e-01,4.561291800649825978e-01,1.000688564453094065e+00,3.442822265469901166e-02,-1.133215254548316647e-01,3.304972464180558900e-01
7.786733204996931779e-01,5.622167873519708925e-01,6.709190787602139494e-01,6.701631886094375767e-01,8.360920756279960342e-01,8.397943046152007707e-01,4.549305514877697298e-01,4.564301746841013530e-01,1.000680158773462836e+00,3.400793867314249458e-02,-1.126648763921240803e-01,3.296378296483652992e-01
7.755244783573258527e-01,5.632138628272682634e-01,6.719133570983495396e-01,6.711607402009578394e-01,8.354092687807601614e-01,8.390958115525067873e-01,4.552326661797596041e-01,4.567293826106752497e-01,1.000671854971394437e+00,3.359274856971689038e-02,-1.120110040142479058e-01,3.287805428103067751e-01
7.723812107106926561e-01,5.642127065875507386e-01,6.729082935485816153e-01,6.721589435523275258e-01,8.347243754155617701e-01,8.383952847843659795e-01,4.555329865409202816e-01,4.570267948978288253e-01,1.000663651880434823e+00,3.318259402174152106e-02,-1.113598990290924490e-01,3.279253975111099395e-01
7.692435076910857372e-01,5.652133217688214417e-01,6.739038841807365454e-01,6.731577947306097709e-01,8.340373951381855333e-01,8.376927239223626032e-01,4.558315035499773127e-01,4.573224026116360919e-01,1.000655548343861723e+00,3.277741719308600865e-02,-1.107115521427501359e-01,3.270724050548904360e-01
7.661113594472686028e-01,5.662157115126450480e-01,6.749001250449466749e-01,6.741572897833629785e-01,8.333483276037899623e-01,8.369881286245302032e-01,4.561282082001998361e-01,4.576161968316077022e-01,1.000647543214736368e+00,3.237716073682347928e-02,-1.100659540601248848e-01,3.262215764465001278e-01
7.629847561454441429e-01,5.672198789661577756e-01,6.758970121716824098e-01,6.751574247386709082e-01,8.326571725171625360e-01,8.362814985956449343e-01,4.564230914998814725e-01,4.579081686511784488e-01,1.000639635355951906e+00,3.198176779759412391e-02,-1.094230954853875476e-01,3.253729223946071891e-01
7.598636879692246549e-01,5.682258272820771561e-01,6.768945415717854130e-01,6.761581956051735398e-01,8.319639296329705003e-01,8.355728335875185486e-01,4.567161444728214392e-01,4.581983091781984263e-01,1.000631823640273810e+00,3.159118201368971146e-02,-1.087829671224764816e-01,3.245264533155097775e-01
7.567481451196009790e-01,5.692335596187119151e-01,6.778927092365033547e-01,6.771595983720993805e-01,8.312685987560120005e-01,8.348621333992874982e-01,4.570073581588093292e-01,4.584866095354245830e-01,1.000624106950377401e+00,3.120534751886711727e-02,-1.081455596756102921e-01,3.236821793362058552e-01
7.536381178149103022e-01,5.702430791399722976e-01,6.788915111375254385e-01,6.781616290092982169e-01,8.305711797414626618e-01,8.341493978777014817e-01,4.572967236141086689e-01,4.587730608610143812e-01,1.000616484178878052e+00,3.082420894390021718e-02,-1.075108638498452063e-01,3.228401102981713344e-01
7.505335962908084024e-01,5.712543890153790604e-01,6.798909432270184849e-01,6.791642834672755313e-01,8.298716724951227253e-01,8.334346269174084387e-01,4.575842319119449164e-01,4.590576543090212347e-01,1.000608954228357605e+00,3.044771141787929250e-02,-1.068788703514644139e-01,3.220002557605297633e-01
7.474345708002354538e-01,5.722674924200745750e-01,6.808910014376647890e-01,6.801675576772274745e-01,8.291700769736608523e-01,8.327178204612378787e-01,4.578698741429934049e-01,4.593403810498910556e-01,1.000601516011385250e+00,3.007580056926546092e-02,-1.062495698885433798e-01,3.211626250034544383e-01
7.443410316133884930e-01,5.732823925348318195e-01,6.818916816827006455e-01,6.811714475510779465e-01,8.284663931848548213e-01,8.319989785004823224e-01,4.581536414158683956e-01,4.596212322709615217e-01,1.000594168450534172e+00,2.970842252670999675e-02,-1.056229531712985364e-01,3.203272270319000858e-01
7.412529690176881125e-01,5.742990925460651486e-01,6.828929798559566500e-01,6.821759489815149013e-01,8.277606211878330011e-01,8.312781010751759680e-01,4.584355248576157393e-01,4.599001991769615105e-01,1.000586910478392877e+00,2.934552391964549006e-02,-1.049990109128069588e-01,3.194940705785574986e-01
7.381703733177511495e-01,5.753175956458396190e-01,6.838948918318975556e-01,6.831810578420299818e-01,8.270527610933101625e-01,8.305551882743705816e-01,4.587155156142042611e-01,4.601772729905129200e-01,1.000579741037573189e+00,2.898705187865800725e-02,-1.043777338291679291e-01,3.186631641075877153e-01
7.350932348353567125e-01,5.763379050318815366e-01,6.848974134656647950e-01,6.841867699869574881e-01,8.263428130638247326e-01,8.298302402364101660e-01,4.589936048510208644e-01,4.604524449526337104e-01,1.000572659080712912e+00,2.863295403564721300e-02,-1.037591126401490871e-01,3.178345158177864338e-01
