step,t,loss,lambda_norm,lambda_star_norm,tracking_error,mean_defect_norm,target_defect_norm,stability,cov_trace,cov_log_kappa,lambda_H,lambda_star_H,mean_d_H,target_d_H,lambda_B,lambda_star_B,mean_d_B,target_d_B,lambda_S,lambda_star_S,mean_d_S,target_d_S,lambda_V,lambda_star_V,mean_d_V,target_d_V,lambda_R,lambda_star_R,mean_d_R,target_d_R
686,54.88,0.002516225013489055,3.1251533652580634,3.1565984500835818,0.04464997374721028,0.27997478511062923,0.23010866998007704,0.8820515150204106,0.08890201146956805,0.92150208431717,0.7035961921204028,0.7017552228464148,0.1448910446116194,0.12,0.545557380429598,0.5465324348205003,0.1012034873136963,0.075,0.8826362643415336,0.8833237081387708,0.16671811484033933,0.14,0.02827279728847652,0.0,0.12312093274769023,0.11,2.862526327089232,2.897014826784115,0.06478136883445271,0.035
687,54.96,0.0025168277031899318,3.1257631042283074,3.1557963064743095,0.043098665332059256,0.279985424681998,0.23010866998007704,0.8820468086602464,0.0889042786933703,0.9215363978709971,0.7035602352188813,0.7017983470443281,0.144895044396906,0.12,0.5455760540776482,0.5464910628321094,0.10120131602993111,0.075,0.8826495925910328,0.8833026768164939,0.16672521767437376,0.14,0.027707341342706988,0.0,0.1231363568321512,0.11,2.863198691730178,2.896144559136541,0.06477420161549853,0.035
688,55.04,0.002517430864166236,3.1263453533087575,3.15502391353256,0.041609582667655166,0.27999618005477694,0.23010866998007704,0.8820420893056825,0.08890664328626616,0.9215696481195331,0.7035258195756444,0.701839453057035,0.14489906110367703,0.12,0.5455935561593174,0.5464511581611051,0.10119935332028052,0.075,0.8826622477810468,0.8832823520917363,0.16673228240551388,0.14,0.02715319451585285,0.0,0.1231516548494527,0.11,2.8638408512333227,2.895306666887394,0.06476750524596586,0.035
689,55.120000000000005,0.0025180340310892177,3.12690122692739,3.1542801728823715,0.04018025177565906,0.28000703700165774,0.23010866998007704,0.8820373610664425,0.08890909807014424,0.9216018697526689,0.7034928759250008,0.7018786370434604,0.14490309112343552,0.12,0.5456099384306312,0.5464126697250071,0.10119758899234434,0.075,0.8826742570565257,0.8832627115549878,0.16673930606094509,0.14,0.026610130625535793,0.0,0.12316682265847333,0.11,2.864454033222791,2.89449995070675,0.06476125806366251,0.035
690,55.2,0.002518636765367159,3.1274317965787324,3.1535640261942346,0.03880828994054315,0.28001798201150113,0.23010866998007704,0.8820326278326754,0.08891163620258274,0.9216330963287751,0.7034613382172819,0.7019159905390534,0.14490713102537311,0.12,0.5456252506250204,0.5463755481500935,0.10119601327744074,0.075,0.8826856465839565,0.8832437334280657,0.16674628586037496,0.14,0.026077928013025078,0.0,0.12318185644412476,0.11,2.86503941766092,2.8937232551292302,0.06475543930273288,0.035
691,55.28,0.0025192386538623627,3.1279380924196336,3.152874453769593,0.037491402413472125,0.2800290022592293,0.23010866998007704,0.8820278932842329,0.0889142511630118,0.9216633603081107,0.703431143466488,0.701951600677593,0.14491117754963956,0.12,0.5456395405269151,0.5463397457197517,0.10119461681402227,0.075,0.8826964415833082,0.8832253965515374,0.1667532192074776,0.14,0.025556369452764575,0.0,0.1231967527019034,0.11,2.865598138647731,2.8929754670014627,0.06475002905781949,0.035
692,55.36,0.0025198393076724937,3.128421104808312,3.1522104731717784,0.03622737924205609,0.2800400855769159,0.23010866998007704,0.8820231608995828,0.08891693673942482,0.9216926930856113,0.703402231605207,0.7019855504024359,0.1449152276008319,0.12,0.5456528540428555,0.5463052163239331,0.10119339063173129,0.075,0.8827066663590787,0.883207680371833,0.16676010368167254,0.14,0.025045242063709283,0.0,0.12321150822308691,0.11,2.8661312861543826,2.8922555139803094,0.06474500824966592,0.035
693,55.44,0.002520438360972599,3.1288817857885247,3.15157113790189,0.03501409222196337,0.2800512204260273,0.23010866998007704,0.8820184339643773,0.08891968701561441,0.9217211250230356,0.7033745453464612,0.7020179186679153,0.1449192782416991,0.12,0.5456652352701936,0.5462719154097628,0.10119232613607008,0.075,0.882716344330465,0.8831905649283927,0.1667669370302305,0.14,0.024544337222435098,0.0,0.12322612008054708,0.11,2.866639907692897,2.8915623630801046,0.06474035859209684,0.035
694,55.52,0.002521035469914233,3.129321050520636,3.1509555361185138,0.033849491966896746,0.2800623958707663,0.23010866998007704,0.8820137155796873,0.08892249635891385,0.9217486854804622,0.7033480300521548,0.7020487806311482,0.14492332668705324,0.12,0.545676726563456,0.5462397999333132,0.10119141509366097,0.075,0.8827254980606699,0.8831740308407133,0.1667737171606908,0.14,0.024053450477986394,0.0,0.12324058561515448,0.11,2.8671250099243957,2.8908950192678406,0.06473606256031914,0.035
695,55.6,0.002521630311578571,3.1297397786613668,3.1503627894003157,0.032731605093430066,0.28007360155247635,0.23010866998007704,0.8820090086699159,0.08892535940842242,0.9217754028471042,0.7033226336078054,0.7020782078346836,0.1449273702978814,0.12,0.5456873685984349,0.5462088283124042,0.10119064961807238,0.075,0.8827341492853644,0.8831580592953968,0.16678044213358048,0.14,0.023572381468426665,0.0,0.12325490242275373,0.11,2.867587560208013,2.8902525241052825,0.06473210336049187,0.035
696,55.68,0.002522222582980409,3.1301388156939005,3.149792051550078,0.0316585315167472,0.2800848276650624,0.23010866998007704,0.8820043159904022,0.08892827106369754,0.9218013045714433,0.7032983063032635,0.7021062683807103,0.14493140657565667,0.12,0.5456972004340777,0.5461789603805736,0.10119002215619027,0.075,0.882742318940321,0.883142632033194,0.16678711015542141,0.14,0.023100933839058133,0.0,0.12326906834168115,0.11,2.8680284880925804,2.8896339544363823,0.06472846490050865,0.035
697,55.76,0.0025228120001203136,3.130518974210025,3.149242507438958,0.030628441853617322,0.28009606493139083,0.23010866998007704,0.8819996401347281,0.08893122647389358,0.9218264171906503,0.7032750007191344,0.7021330270968095,0.14493543315683677,0.12,0.5457062595722418,0.5461501573422881,0.10118952547511363,0.075,0.8827500271882377,0.8831277313361597,0.1667937195720185,0.14,0.02263891516227697,0.0,0.12328308144080836,0.11,2.8684486867531036,2.8890384211187516,0.0647251317619454,0.035
698,55.84,0.002523398297082087,3.1308810351459146,3.148713371890255,0.029639574929230406,0.28010730458062355,0.23010866998007704,0.8819949835417414,0.08893422102732916,0.9218507663593178,0.7032526716186279,0.7021585456938079,0.14493944780754703,0.12,0.5457145820153798,0.5461223817291383,0.10118915264955128,0.075,0.8827572934447682,0.8831133400147634,0.16680026886201232,0.14,0.022186136859031428,0.0,0.12329694000808679,0.11,2.8688490143740113,2.888465067798487,0.06472208917312569,0.035
699,55.92,0.002523981225173294,3.131225748973117,3.148203888600801,0.028690235383536763,0.2801185383264573,0.23010866998007704,0.8819903485023,0.08893725034146918,0.9218743768774794,0.7032312758445787,0.7021828829161634,0.14494344841844334,0.12,0.5457222023222174,0.5460955973572551,0.1011888970497032,0.075,0.8827641364037754,0.8830994413951283,0.16680675663069322,0.14,0.0217424141218508,0.0,0.12331064253957703,0.11,2.869230295481055,2.8879130697261965,0.06471932298325497,0.035
700,56.0,0.0025245605521063926,3.1315538368462796,3.1477133290995876,0.027778791373892494,0.28012975834622467,0.23010866998007704,0.8819857371657556,0.08894031025330108,0.9218972727179033,0.7032107722213902,0.7022060946851544,0.14494743299974924,0.12,0.5457291536614931,0.5460697692860028,0.10118875232960817,0.075,0.8827705740618278,0.8830860193063936,0.16681318160405983,0.14,0.021307565839413782,0.0,0.12332418772893695,0.11,2.869593322223711,2.8873816326138377,0.06471681963758358,0.035
701,56.08,0.002525136061218373,3.13186599170909,3.1472409917421653,0.026903672370017544,0.28014095726082955,0.23010866998007704,0.88198115154618,0.08894339681009361,0.9219194770526979,0.7031911214616678,0.7022282342352733,0.14495139967646123,0.12,0.5457354678638119,0.5460448637774306,0.10118871241593484,0.075,0.8827766237419551,0.8830730580681917,0.16681954262311977,0.14,0.020881414522625506,0.0,0.12333757445735753,0.11,2.869938855609854,2.8868699915308618,0.06471456615355524,0.035
702,56.160000000000004,0.002525707550726778,3.132162879359854,3.1467862007395366,0.0260633670373385,0.2801521281154791,0.23010866998007704,0.881976593528347,0.08894650626052042,0.921941012279193,0.7031722860773127,0.7022493522439109,0.14495534668371693,0.12,0.5457411754716802,0.5460208482572293,0.1011887714972053,0.075,0.8827823021166791,0.8830605424781522,0.16682583863841696,0.14,0.020463786232172997,0.0,0.12335080178392568,0.11,2.8702676266944214,2.886377409838225,0.06471255009789974,0.035
703,56.24,0.0025262748330203326,3.13244513947813,3.1463483052210797,0.025256421205287358,0.2801632643611843,0.23010866998007704,0.8819720648734798,0.08894963504613569,0.92196190004513,0.7031542302948666,0.7022694969550054,0.14495927236232278,0.12,0.5457463057877769,0.5459976912765181,0.10118892401343031,0.075,0.8827876252303409,0.8830484577997745,0.16683206870478307,0.14,0.020054510507529537,0.0,0.1233638689363935,0.11,2.870580337723727,2.8859031781597033,0.06471075956463407,0.035
704,56.32,0.0025268377339822683,3.1327133866137435,3.14592667832979,0.02448143591639714,0.28017435983699673,0.23010866998007704,0.8819675672247693,0.08895277979318814,0.9219821612731411,0.7031369199749025,0.7022887142966592,0.14496317515443624,0.12,0.5457508869215194,0.5459753624748979,0.10118916464614275,0.075,0.8827926085207386,0.8830367897502223,0.16683823197629807,0.14,0.019653420297378946,0.0,0.12337677530234213,0.11,2.8708776632370276,2.8854466133887624,0.0647091831539336,0.035
705,56.4,0.0025273960923447346,3.132968211139511,3.14552071634926,0.023737065552668336,0.2801854087529555,0.23010866998007704,0.8819631021126767,0.08895593730475822,0.9220018161845569,0.7031203225352677,0.702307047993164,0.14496705359939666,0.12,0.5457549458339761,0.545953832544353,0.10118948830881112,0.075,0.8827972668400931,0.8830255244884616,0.16684432770145893,0.14,0.019260351891431368,0.0,0.12338952042072465,0.11,2.8711602511268928,2.885007057730275,0.06470780995183775,0.035
706,56.480000000000004,0.002527949759072658,3.133210180168931,3.1451298378612913,0.023022016035418882,0.2801964056737126,0.23010866998007704,0.881958670960024,0.08895910455320857,0.9220208843225203,0.7031044068779925,0.7023245396715051,0.14497090632970008,0.12,0.5457585083811853,0.5459330731944377,0.1011898901376225,0.075,0.8828016144753603,0.8830146486034559,0.16685035521854172,0.14,0.01887514485360274,0.0,0.12340210397376841,0.11,2.8714287236598732,2.8845838777759254,0.0647066295107592,0.035
707,56.56,0.002528498596775655,3.133439838440077,3.144753482932925,0.02233504309470129,0.280207345502815,0.23010866998007704,0.8819542750868834,0.08896227867293463,0.922039384574427,0.7030891433196902,0.7023412289628758,0.14497473206711675,0.12,0.5457615993559296,0.5459130571184,0.10119036548261773,0.075,0.8828056651679054,0.883004149102611,0.16685631395115544,0.14,0.018497641956530687,0.0,0.12341452577922662,0.11,2.871683678458914,2.8841764636119085,0.06470563183076079,0.035
708,56.64,0.0025290424791465397,3.13365770916688,3.1443911123324653,0.021674950605010797,0.28021822346761505,0.23010866998007704,0.8819499157152715,0.08896545695340126,0.9220573351937184,0.7030745035252812,0.7023571535992438,0.14497852961894261,0.12,0.5457642425280135,0.5458937579601231,0.10119090989916506,0.075,0.8828094321325569,0.8829940134004799,0.16686220340397875,0.14,0.01812768911740007,0.0,0.12342678578296466,0.11,2.8719256894489065,2.8837842279585435,0.0647048073415727,0.035
709,56.72,0.0025295812904251283,3.1338642948589537,3.1440422067728986,0.02104058898321366,0.28022903510478414,0.23010866998007704,0.881945593973657,0.08896863683245934,0.9220747538210051,0.7030604604448795,0.7023723495051913,0.1449822978743846,0.12,0.5457664606831059,0.5458751502826339,0.10119151913976555,0.075,0.8828129280760554,0.8829842293074787,0.16686802315866822,0.14,0.01776513533505207,0.0,0.12343888405186332,0.11,2.8721553077667275,2.883406605339966,0.06470414688531807,0.035
710,56.800000000000004,0.0025301149248859083,3.1340600781110797,3.1437062661824045,0.020430853645623005,0.2802397762464065,0.23010866998007704,0.8819413109012889,0.08897181588992573,0.9220916575045792,0.7030469882536887,0.7023868508853398,0.14498603580107047,0.12,0.5457682756601786,0.545857209536742,0.10119218914616421,0.075,0.882816165214913,0.8829747850189369,0.1668737728699377,0.14,0.01740983262835103,0.0,0.12345082076703473,0.11,2.8723730626370676,2.883043051283732,0.06470364169991924,0.035
711,56.88,0.0025306432863490273,3.134245522363429,3.143382809000694,0.01984468352037852,0.28025044300663704,0.23010866998007704,0.8819370674523487,0.08897499184142095,0.9221080627202674,0.7030340622947707,0.7024006903077912,0.14498974244168958,0.12,0.545769708387602,0.5458399120313469,0.10119291604177265,0.075,0.8828191552927033,0.8829656691044283,0.16687945226180162,0.14,0.01706163597578401,0.0,0.12346259621732872,0.11,2.8725794622152985,2.882693041548616,0.06470328340315892,0.035
712,56.96,0.0025311662877125878,3.134421072633564,3.1430713715004446,0.019281059612140734,0.28026103176888817,0.23010866998007704,0.881932864499939,0.0889781625324521,0.9221239853907028,0.703021659024536,0.7024138987830334,0.14499341691074458,0.12,0.5457707789179365,0.5458232349043275,0.10119369612437609,0.075,0.8828219095967916,0.8829568704971222,0.1668850611239705,0.14,0.01672040325626833,0.0,0.12347421079312634,0.11,2.8727749943985974,2.8823560713802534,0.06470306397736818,0.035
713,57.04,0.0025316838505060136,3.1345871562212366,3.142771507133078,0.0187390036156957,0.28027153917353836,0.23010866998007704,0.8819287028399102,0.08898132593273203,0.9221394409039757,0.703009755960835,0.7024265058394896,0.1449970583914269,0.12,0.545771506461466,0.5458071560944137,0.10119452585912378,0.075,0.8828244389745258,0.882948378483499,0.16689059930839895,0.14,0.016385995191142963,0.0,0.12348566498040295,0.11,2.8729601276064933,2.8820316547933915,0.06470297575471785,0.035
714,57.120000000000005,0.0025321959044630193,3.1347441833869447,3.1424827858977595,0.01821757657539852,0.2802819621061338,0.23010866998007704,0.8819245831945327,0.08898448013072577,0.9221544441317037,0.7029983316335212,0.702438539595144,0.14500066613260135,0.12,0.5457719094185169,0.5457916543140148,0.10119540187178717,0.075,0.8828267538488992,0.8829401826931985,0.16689606672597676,0.14,0.016058275287320102,0.0,0.1234969593550536,0.11,2.873135311531959,2.881719323879766,0.0647030114030882,0.035
715,57.2,0.002532702387113516,3.134892548005206,3.142204793733351,0.017715877587759696,0.28029229768606895,0.23010866998007704,0.8819205062160204,0.08898762332841594,0.9221690094465423,0.7029873655373672,0.702450026825817,0.14500423944590085,0.12,0.5457720054106003,0.5457767090226884,0.10119632094227664,0.075,0.8828288642337044,0.8829322730891624,0.16690146334336048,0.14,0.0157371097815737,0.0,0.12350809457746932,0.11,2.8733009778641443,2.8814186281412195,0.06470316391249574,0.035
716,57.28,0.002533203243393437,3.135032628193452,3.1419371319319773,0.017233042544132035,0.28030254325572346,0.23010866998007704,0.8819164724899123,0.08899075383627697,0.9221831507391128,0.7029768380872201,0.7024609930300121,0.14500777770292653,0.12,0.5457718113104241,0.5457623004017852,0.10119727999840931,0.075,0.8828307797481881,0.882924639957887,0.16690678917993612,0.14,0.015422367585942226,0.0,0.12351907138735328,0.11,2.8734575409837935,2.8811291338465925,0.06470342658205341,0.035
717,57.36,0.0025336984252716938,3.135164786917424,3.1416794165738517,0.016768242911122996,0.280312696370041,0.23010866998007704,0.8819124825383157,0.08899387006845182,0.9221968814344065,0.702966730575292,0.7024714624908178,0.14501128033255148,0.12,0.5457713432708068,0.5457484093295606,0.10119827610991412,0.075,0.8828325096312245,0.8829172739000082,0.16691204430491194,0.14,0.015113920234223381,0.0,0.12352989059876802,0.11,2.8736053986323573,2.880850423411993,0.06470379300744343,0.035
718,57.44,0.002534187891393578,3.135289372573924,3.1414312779825093,0.016320684546304837,0.28032275478653274,0.23010866998007704,0.8819085368230166,0.08899697053812311,0.9222102145076444,0.7029570251304765,0.7024814583345163,0.1450147468183216,0.12,0.5457706167525387,0.5457350173573995,0.10119930648267009,0.075,0.8828340627550203,0.8829101658210139,0.16691722883453444,0.14,0.014811641829538914,0.0,0.12354055309540515,0.11,2.8737449325557813,2.880582094803559,0.06470425706888443,0.035
719,57.52,0.0025346716067396087,3.1354067195517406,3.1411923601996863,0.0158896065469449,0.28033271645568447,0.23010866998007704,0.8819046357484646,0.08900005385306932,0.9222231624996268,0.7029477046795995,0.7024910025866254,0.14501817669595385,0.12,0.5457696465512191,0.5457221066865604,0.10120036845316419,0.075,0.882835447638364,0.8829033069222019,0.16692234292942162,0.14,0.014515408992948136,0.0,0.12355105982606603,0.11,2.873876509123902,2.880323760961801,0.0647048129195699,0.035
720,57.6,0.002535149542299512,3.135517148771548,3.140962320479391,0.0154742801298791,0.28034257951176067,0.23010866998007704,0.8819007796646334,0.08900311871140178,0.9222357375315786,0.7029387529105076,0.7025001162249975,0.14502156955092646,0.12,0.5457684468231113,0.5457096601458299,0.10120145948316453,0.075,0.8828366724594355,0.8828966886919449,0.16692738679201377,0.14,0.014225100813089173,0.0,0.12356141180034809,0.11,2.874000479926365,2.880075049247062,0.06470545497456372,0.035
721,57.68,0.002535621674760213,3.1356209682055365,3.1407408288000203,0.015074007540495678,0.2803523422639793,0.23010866998007704,0.8818969688697653,0.08900616389747275,0.9222479513195027,0.7029301542369067,0.7025088192304695,0.14502492501615966,0.12,0.5457670311100464,0.5456976611698694,0.10120257715459796,0.075,0.8828377450681857,0.8828903028969407,0.16693236066412867,0.14,0.013940598796827389,0.0,0.12357161008452669,0.11,2.8741171823459353,2.879835600904873,0.06470617790013009,0.035
722,57.76,0.002536087986207622,3.135718473377521,3.140527567394537,0.01468812098946571,0.2803620031880525,0.23010866998007704,0.8818932036130004,0.08900918827794967,0.9222598151880611,0.7029218937648691,0.7025171306350283,0.14502824276978302,0.12,0.5457654123634109,0.545686093778273,0.10120371916462623,0.075,0.8828386729983008,0.8828841415739398,0.16693726482462717,0.14,0.013661786820890842,0.0,0.12358165579762312,0.11,2.874226940110039,2.8796050705511047,0.06470697660348546,0.035
723,57.84,0.002536548463841409,3.13580994784424,3.1403222302976315,0.014315981615623453,0.2803715609180751,0.23010866998007704,0.8818894840968982,0.08901219079804831,0.9222713400839923,0.702913957260924,0.7025250685676133,0.14503152253298762,0.12,0.545763602967248,0.5456749425552663,0.10120488332091164,0.075,0.8828394634787646,0.8828781970214931,0.16694209958717796,0.14,0.013388551084473024,0.0,0.12359155010765703,0.11,2.8743300638213554,2.8793831256758704,0.06470784622295282,0.035
724,57.92,0.0025370030997020256,3.1358956636585336,3.1401245229092396,0.013956978473719886,0.2803810142387428,0.23010866998007704,0.8818858104798548,0.08901517047791936,0.9222825365890751,0.7029063311216582,0.702532650297636,0.14503476406795693,0.12,0.5457616147605069,0.5456641926301912,0.10120606753706585,0.075,0.882840123445029,0.8828724617919858,0.16694686529811886,0.14,0.013120780062783563,0.0,0.12360129422806589,0.11,2.874426851468236,2.879169446165397,0.06470878211850276,0.035
725,58.0,0.002537451890409932,3.1359758818150643,3.1399341615743057,0.013610527546159535,0.2803903620778985,0.23010866998007704,0.8818821828784181,0.08901812640918179,0.9222934149326676,0.7028990023447546,0.7025398922764742,0.14503796717587933,0.12,0.5457594590584669,0.5456538296585101,0.10120726982827535,0.075,0.8828406595498064,0.882866928683894,0.16695156233441444,0.14,0.012858364461527893,0.0,0.12361088941429592,0.11,2.8745175889157064,2.878963723841752,0.06470977986266893,0.035
726,58.08,0.0025378948369159994,3.1360508526792272,3.1397508731776,0.0132760707775793,0.2803996034993835,0.23010866998007704,0.8818786013695059,0.08902105775159717,0.9223039850038115,0.7028919585013983,0.7025468101769408,0.145041131695036,0.12,0.5457571466733686,0.545643839803551,0.10120848830709626,0.075,0.8828410781734939,0.8828615907341797,0.166956191101701,0.14,0.012601197172297336,0.0,0.12362033696054894,0.11,2.874602550377775,2.878765662019133,0.06471083523181938,0.035
727,58.160000000000004,0.0025383319442628246,3.1361208163998584,3.139574394753418,0.01295307513167778,0.28040873769618585,0.23010866998007704,0.881875065992532,0.08902396372988101,0.9223142563629327,0.7028851877099852,0.7025534189307439,0.14504425749896066,0.12,0.5457546879342783,0.5456342097188499,0.1012097211794119,0.075,0.8828413854342425,0.8828564412109265,0.16696075203241942,0.14,0.012349173228851389,0.0,0.12362963819668275,0.11,2.87468199887175,2.8785749750765355,0.06471194419777179,0.035
728,58.24,0.002538763221356566,3.136186003306351,3.139404473109854,0.012641031669744323,0.2804177639838763,0.23010866998007704,0.8818715767514419,0.0890268436306433,0.9223242382531476,0.7028786786110705,0.7025597327642464,0.14504734449467258,0.12,0.5457520927062116,0.5456249265309469,0.10121096674054729,0.075,0.8828415871976809,0.8828514736061618,0.16696524558403045,0.14,0.012102189764274362,0.0,0.12363879448525833,0.11,2.874756186655244,2.878391388046441,0.06471310291974118,0.035
729,58.32,0.002539188680748684,3.13624663429075,3.1392408644664607,0.012339454650184793,0.28042668179431696,0.23010866998007704,0.8818681336166623,0.08902969679945548,0.9223339396111774,0.7028724203434963,0.7025657652323637,0.14505039262097613,0.12,0.5457493704085468,0.5456159778229668,0.10121222337153517,0.075,0.8828416890863059,0.8828466816289287,0.16696967223731132,0.14,0.011860145968988874,0.0,0.12364780721872656,0.11,2.874825355646503,2.878214636218201,0.0647143077366026,0.035
730,58.4,0.00253960833842722,3.136302921175373,3.1390833341053876,0.01204788064891338,0.2804354906696334,0.23010866998007704,0.8818647365269678,0.08903252263803835,0.9223433690778895,0.7028664025216437,0.7025715292508667,0.1450534018468283,0.12,0.54574653003275,0.5456073516187062,0.10121348953552739,0.075,0.8828416964885467,0.8828420591983475,0.16697403249472514,0.14,0.011622943049609097,0.0,0.12365667781675037,0.11,2.8748897378286986,2.8780444647562935,0.06471555515946036,0.035
731,58.480000000000004,0.0025400222136173316,3.136355067066504,3.1389316560353806,0.011765867700263645,0.2804441902564427,0.23010866998007704,0.8818613853912679,0.08903532060156442,0.9223525350084852,0.7028606152137539,0.7025770371271558,0.14505637216976963,0.12,0.5457435801594376,0.5455990363671307,0.10121476377434538,0.075,0.8828416145675196,0.882837600437192,0.16697832687886985,0.14,0.011390484188616915,0.0,0.12366540772365521,0.11,2.874949555638777,2.8778806283326284,0.06471684186450997,0.035
732,58.56,0.0025404303285905218,3.1364032666946744,3.138785612668081,0.011492994458273722,0.2804527803003232,0.23010866998007704,0.8818580800903169,0.08903809019607388,0.9223614454823206,0.7028550489212686,0.7025823005894907,0.1450593036144173,0.12,0.5457405289747972,0.5455910209274177,0.10121604470516461,0.075,0.8828414482694764,0.88283329966536,0.16698255593099348,0.14,0.011162674504844577,0.0,0.1236739984060051,0.11,2.875005022341451,2.8777228907724712,0.06471816468618276,0.035
733,58.64,0.0025408327084822267,3.1364477067420222,3.1386449945062234,0.011228859378221004,0.2804612606405174,0.23010866998007704,0.8818548204783517,0.08904083097599541,0.922370108312423,0.7028496945591376,0.7025873308147179,0.14506219623101682,0.12,0.5457373842863975,0.5455832945548125,0.10121733101733181,0.075,0.8828412023319591,0.8828291513936066,0.16698672020957706,0.14,0.010939421014747685,0.0,0.12368245135029392,0.11,2.8750563423888895,2.8775710247133746,0.06471952061055997,0.035
734,58.72,0.002541229381117639,3.136488566157214,3.138509599843294,0.01097307991838981,0.2804696312048644,0.23010866998007704,0.8818516063846562,0.08904354254177177,0.9223785310546269,0.7028445434370533,0.70259213845492,0.14506505009405496,0.12,0.545734153538399,0.5455758468864754,0.10121862146930244,0.075,0.8828408812916716,0.8828251503175834,0.16699082028898746,0.14,0.010720632594452731,0.0,0.12369076806075428,0.11,2.8751037117666454,2.8774248112766907,0.06472090676904818,0.035
735,58.800000000000004,0.0025416203768449486,3.136526016458397,3.1383792344743884,0.010725291762142583,0.2804778920049417,0.23010866998007704,0.8818484376150609,0.08904622453758303,0.9223867210164489,0.7028395872415595,0.7025967336623613,0.14506786530092258,0.12,0.5457308438261952,0.5455686679282074,0.1012199148857004,0.075,0.882840489492075,0.8828212913118422,0.16699485675818676,0.14,0.010506219942563677,0.0,0.12369895005727198,0.11,2.875147318326342,2.877284039751474,0.06472232043230469,0.035
736,58.88,0.0025420057283763345,3.1365602220246154,3.138253711417508,0.010485148060195083,0.28048604313142284,0.23010866998007704,0.8818453139533738,0.08904887664916586,0.9223946852656085,0.7028348180190002,0.7026011261135926,0.14507064197063757,0.12,0.5457274619105013,0.5455617480415,0.10122121015449362,0.075,0.8828400310907166,0.882817569424155,0.16699883021950715,0.14,0.010296095543712403,0.0,0.12370699887340846,0.11,2.87518734210561,2.8771485072897445,0.06472375900440323,0.035
737,58.96,0.0025423854706357143,3.13659134037613,3.1381328506453867,0.010252318693322847,0.28049408474962717,0.23010866998007704,0.8818422351627512,0.08905149860172284,0.9224024306382923,0.7028302281592631,0.7026053250321493,0.14507338024261493,0.12,0.5457240142309109,0.5455550779309847,0.10122250622427872,0.075,0.882839510066301,0.8828139798699376,0.1670027412874794,0.14,0.010090173632838154,0.0,0.12371491605451969,0.11,2.8752239556357657,2.8770180186133922,0.0647252200172306,0.035
738,59.04,0.0025427596406135634,3.136619522444056,3.1380164788271214,0.01002648955544046,0.28050201709526745,0.23010866998007704,0.881839200987006,0.08905409015792115,0.9224099637470973,0.7028258103802855,0.7026093392103815,0.14507608027549104,0.12,0.5457205069189383,0.5455486486322794,0.1012238021016737,0.075,0.882838930225513,0.8828105180268966,0.16700659058772027,0.14,0.009888370160181391,0.0,0.12372270315597285,0.11,2.875257324237686,2.8768923857317796,0.06472670112510613,0.035
739,59.120000000000005,0.00254312827722799,3.136644912829707,3.1379044290791662,0.009807361857161443,0.2805098404703768,0.23010866998007704,0.8818362111518601,0.08905665111597423,0.9224172909887154,0.7028215577132751,0.7026131770297672,0.14507874224599052,0.12,0.5457169458105706,0.5455424515005576,0.10122509684881335,0.075,0.8828382952095961,0.8828071794296681,0.1670103787558692,0.14,0.009690602756977763,0.0,0.12373036174145585,0.11,2.875287606306327,2.8767714276697376,0.06472820009961369,0.035
740,59.2,0.0025434914211923967,3.1366676500540445,3.137796540726015,0.009594651449952056,0.2805175552394185,0.23010866998007704,0.8818332653661385,0.08905918130780502,0.9224244185513523,0.7028174634886285,0.7026168464809442,0.14508136634784832,0.12,0.5457133364583381,0.5455364781989454,0.10122638958094259,0.075,0.8828376085007023,0.8828039597649037,0.16701410643658107,0.14,0.009496790701838207,0.0,0.12373789338137284,0.11,2.875314953584321,2.8766549702060233,0.06472971482464018,0.035
741,59.28,0.0025438491148886827,3.1366878667975913,3.1376926590690997,0.00938808817078939,0.28052516182555814,0.23010866998007704,0.8818303633229129,0.089061680597287,0.9224313524218821,0.7028135213224964,0.7026203551820253,0.14508395279076725,0.12,0.545709684142931,0.5455307206879815,0.10122767946410613,0.075,0.8828368734280111,0.8828008548661426,0.16701777428256176,0.14,0.009306854887801443,0.0,0.12374529965132398,0.11,2.8753395114250546,2.876542845620983,0.06473124329160898,0.035
742,59.36,0.002544201402246698,3.1367056901311727,3.1375926351648262,0.00918741520748891,0.28053266070710803,0.23010866998007704,0.8818275047005907,0.08906414887856016,0.9224380983927394,0.7028097251039771,0.7026237103965333,0.1450865017994261,0.12,0.5457059938843711,0.5455251712149415,0.10122896571292901,0.075,0.8828360931736349,0.8827978607091991,0.16702138295365784,0.14,0.009120717790045415,0.0,0.12375258213066825,0.11,2.8753614190456354,2.8764348924540837,0.06473278359490615,0.035
743,59.44,0.0025445483286288197,3.136721241737827,3.13749632561045,0.008992388484566164,0.2805400524141218,0.23010866998007704,0.8818246891639568,0.08906658607441817,0.9224446620685924,0.702806068982905,0.702626919050374,0.14508901361252802,0.12,0.5457022704527574,0.545519822303688,0.10123024758848459,0.075,0.88283527077831,0.8827949734073904,0.16702493311598418,0.14,0.008938303434244507,0.0,0.12375974240116107,0.11,2.8753808097701254,2.876330955270143,0.06473433392748583,0.035
