family,instance_id,heuristic,n_vars,n_clauses,alpha,solved,sat,timeout,decisions,propagations,conflicts,backtracks,max_depth,search_cost
random_3sat,38,random,22,94,4.2727272727272725,1,1,0,5,16,0,0,5,2.028148247292285
random_3sat,38,first,22,94,4.2727272727272725,1,1,0,29,133,12,22,8,3.949318790171843
random_3sat,38,degree,22,94,4.2727272727272725,1,1,0,3,17,0,0,3,1.7404661748405046
random_3sat,38,jeroslow_wang,22,94,4.2727272727272725,1,1,0,4,16,0,0,4,1.8870696490323797
random_3sat,38,moms,22,94,4.2727272727272725,1,1,0,9,43,3,5,4,2.7942278973432626
random_3sat,38,maat_v16_branch,22,94,4.2727272727272725,1,1,0,3,17,0,0,3,1.7404661748405046
random_3sat,38,maat_v16_heavy,22,94,4.2727272727272725,1,1,0,3,17,0,0,3,1.7404661748405046
planted_3sat,39,random,22,94,4.2727272727272725,1,1,0,23,83,9,17,12,3.6597080768136565
planted_3sat,39,first,22,94,4.2727272727272725,1,1,0,10,23,1,1,9,2.6282852326333477
planted_3sat,39,degree,22,94,4.2727272727272725,1,1,0,14,32,3,5,9,3.0081547935525483
planted_3sat,39,jeroslow_wang,22,94,4.2727272727272725,1,1,0,13,38,3,5,8,2.9882040071331994
planted_3sat,39,moms,22,94,4.2727272727272725,1,1,0,8,21,1,1,7,2.4553061800117093
planted_3sat,39,maat_v16_branch,22,94,4.2727272727272725,1,1,0,16,30,3,5,11,3.093312601892855
planted_3sat,39,maat_v16_heavy,22,94,4.2727272727272725,1,1,0,18,64,5,9,9,3.3655702040190043
random_3sat,40,random,22,101,4.590909090909091,1,0,0,42,183,22,42,10,4.3489867805956814
random_3sat,40,first,22,101,4.590909090909091,1,0,0,20,102,11,20,6,3.6648428762856953
random_3sat,40,degree,22,101,4.590909090909091,1,0,0,14,76,8,14,4,3.339321977944068
random_3sat,40,jeroslow_wang,22,101,4.590909090909091,1,0,0,16,76,9,16,6,3.432372999130605
random_3sat,40,moms,22,101,4.590909090909091,1,0,0,16,95,9,16,4,3.4919517449306197
random_3sat,40,maat_v16_branch,22,101,4.590909090909091,1,0,0,20,97,11,20,7,3.651956100009339
random_3sat,40,maat_v16_heavy,22,101,4.590909090909091,1,0,0,16,83,9,16,6,3.4547381485901854
planted_3sat,41,random,22,101,4.590909090909091,1,1,0,10,10,0,0,10,2.4849066497880004
planted_3sat,41,first,22,101,4.590909090909091,1,1,0,9,12,0,0,9,2.4159137783010487
planted_3sat,41,degree,22,101,4.590909090909091,1,1,0,7,11,0,0,7,2.2082744135228043
planted_3sat,41,jeroslow_wang,22,101,4.590909090909091,1,1,0,7,11,0,0,7,2.2082744135228043
planted_3sat,41,moms,22,101,4.590909090909091,1,1,0,6,12,0,0,6,2.1041341542702074
planted_3sat,41,maat_v16_branch,22,101,4.590909090909091,1,1,0,8,10,0,0,8,2.302585092994046
planted_3sat,41,maat_v16_heavy,22,101,4.590909090909091,1,1,0,7,11,0,0,7,2.2082744135228043
random_3sat,42,random,22,101,4.590909090909091,1,0,0,36,190,19,36,6,4.246350085702971
random_3sat,42,first,22,101,4.590909090909091,1,0,0,34,147,18,34,7,4.139955073474153
random_3sat,42,degree,22,101,4.590909090909091,1,0,0,14,81,8,14,4,3.3568971227655755
random_3sat,42,jeroslow_wang,22,101,4.590909090909091,1,0,0,16,83,9,16,4,3.4547381485901854
random_3sat,42,moms,22,101,4.590909090909091,1,0,0,12,82,7,12,4,3.2600177681993756
random_3sat,42,maat_v16_branch,22,101,4.590909090909091,1,0,0,18,96,10,18,5,3.5751506887855933
random_3sat,42,maat_v16_heavy,22,101,4.590909090909091,1,0,0,16,94,9,16,4,3.488902962081261
planted_3sat,43,random,22,101,4.590909090909091,1,1,0,5,29,1,1,4,2.2460147415056513
planted_3sat,43,first,22,101,4.590909090909091,1,1,0,35,159,14,27,8,4.130354999745133
planted_3sat,43,degree,22,101,4.590909090909091,1,1,0,18,101,8,14,5,3.5467396869528134
planted_3sat,43,jeroslow_wang,22,101,4.590909090909091,1,1,0,14,85,6,10,4,3.3178157727231046
planted_3sat,43,moms,22,101,4.590909090909091,1,1,0,12,65,4,7,5,3.104586678466073
planted_3sat,43,maat_v16_branch,22,101,4.590909090909091,1,1,0,14,85,6,10,4,3.3178157727231046
planted_3sat,43,maat_v16_heavy,22,101,4.590909090909091,1,1,0,20,105,9,16,6,3.6336309798834576
random_3sat,44,random,22,101,4.590909090909091,1,1,0,13,44,4,7,9,3.054001181677967
random_3sat,44,first,22,101,4.590909090909091,1,1,0,6,37,2,3,3,2.4849066497880004
random_3sat,44,degree,22,101,4.590909090909091,1,1,0,4,35,1,1,3,2.2027647577118348
random_3sat,44,jeroslow_wang,22,101,4.590909090909091,1,1,0,7,52,3,4,3,2.711377991194885
random_3sat,44,moms,22,101,4.590909090909091,1,1,0,3,18,0,0,3,1.7578579175523736
random_3sat,44,maat_v16_branch,22,101,4.590909090909091,1,1,0,7,50,3,4,3,2.697999865248709
random_3sat,44,maat_v16_heavy,22,101,4.590909090909091,1,1,0,7,35,2,3,4,2.5494451709255714
planted_3sat,45,random,22,101,4.590909090909091,1,1,0,12,10,0,0,12,2.6390573296152584
planted_3sat,45,first,22,101,4.590909090909091,1,1,0,9,21,1,1,8,2.537657215173529
planted_3sat,45,degree,22,101,4.590909090909091,1,1,0,9,25,1,1,8,2.5687881337687024
planted_3sat,45,jeroslow_wang,22,101,4.590909090909091,1,1,0,8,27,1,1,7,2.505525936990736
planted_3sat,45,moms,22,101,4.590909090909091,1,1,0,5,16,0,0,5,2.028148247292285
planted_3sat,45,maat_v16_branch,22,101,4.590909090909091,1,1,0,9,26,1,1,8,2.5764217586237734
planted_3sat,45,maat_v16_heavy,22,101,4.590909090909091,1,1,0,18,70,6,10,8,3.40452517175483
random_3sat,46,random,22,101,4.590909090909091,1,1,0,14,45,4,6,8,3.095577608523707
random_3sat,46,first,22,101,4.590909090909091,1,1,0,26,105,9,16,10,3.780774718818192
random_3sat,46,degree,22,101,4.590909090909091,1,1,0,10,35,3,5,5,2.806386101823072
random_3sat,46,jeroslow_wang,22,101,4.590909090909091,1,1,0,7,20,1,1,6,2.3561258599220753
random_3sat,46,moms,22,101,4.590909090909091,1,1,0,6,15,0,0,6,2.1400661634962708
random_3sat,46,maat_v16_branch,22,101,4.590909090909091,1,1,0,6,15,0,0,6,2.1400661634962708
random_3sat,46,maat_v16_heavy,22,101,4.590909090909091,1,1,0,8,29,2,3,5,2.580216829592325
planted_3sat,47,random,22,101,4.590909090909091,1,1,0,9,12,0,0,9,2.4159137783010487
planted_3sat,47,first,22,101,4.590909090909091,1,1,0,8,14,0,0,8,2.341805806147327
planted_3sat,47,degree,22,101,4.590909090909091,1,1,0,4,28,1,1,3,2.122261538862764
planted_3sat,47,jeroslow_wang,22,101,4.590909090909091,1,1,0,4,28,1,1,3,2.122261538862764
planted_3sat,47,moms,22,101,4.590909090909091,1,1,0,4,34,1,1,3,2.191653532286764
planted_3sat,47,maat_v16_branch,22,101,4.590909090909091,1,1,0,4,28,1,1,3,2.122261538862764
planted_3sat,47,maat_v16_heavy,22,101,4.590909090909091,1,1,0,4,28,1,1,3,2.122261538862764
random_3sat,48,random,26,99,3.8076923076923075,1,1,0,62,324,29,56,8,4.760034896549007
random_3sat,48,first,26,99,3.8076923076923075,1,1,0,78,331,38,74,9,4.94306997460049
random_3sat,48,degree,26,99,3.8076923076923075,1,1,0,12,60,4,5,7,3.0633909220278057
random_3sat,48,jeroslow_wang,26,99,3.8076923076923075,1,1,0,15,71,5,8,7,3.2752561583043085
random_3sat,48,moms,26,99,3.8076923076923075,1,1,0,16,76,6,10,6,3.3568971227655755
random_3sat,48,maat_v16_branch,26,99,3.8076923076923075,1,1,0,17,77,6,10,7,3.3945083935113587
random_3sat,48,maat_v16_heavy,26,99,3.8076923076923075,1,1,0,18,80,6,10,8,3.4372078191851885
planted_3sat,49,random,26,99,3.8076923076923075,1,1,0,14,10,0,0,14,2.772588722239781
planted_3sat,49,first,26,99,3.8076923076923075,1,1,0,13,12,0,0,13,2.7212954278522306
planted_3sat,49,degree,26,99,3.8076923076923075,1,1,0,10,12,0,0,10,2.501435951739211
planted_3sat,49,jeroslow_wang,26,99,3.8076923076923075,1,1,0,10,13,0,0,10,2.509599262378372
planted_3sat,49,moms,26,99,3.8076923076923075,1,1,0,8,14,0,0,8,2.341805806147327
planted_3sat,49,maat_v16_branch,26,99,3.8076923076923075,1,1,0,10,12,0,0,10,2.501435951739211
planted_3sat,49,maat_v16_heavy,26,99,3.8076923076923075,1,1,0,12,10,0,0,12,2.6390573296152584
random_3sat,50,random,26,99,3.8076923076923075,1,1,0,57,254,25,48,12,4.622518824322705
random_3sat,50,first,26,99,3.8076923076923075,1,1,0,9,15,0,0,9,2.4423470353692043
random_3sat,50,degree,26,99,3.8076923076923075,1,1,0,7,16,0,0,7,2.2617630984737906
random_3sat,50,jeroslow_wang,26,99,3.8076923076923075,1,1,0,7,16,0,0,7,2.2617630984737906
random_3sat,50,moms,26,99,3.8076923076923075,1,1,0,7,16,0,0,7,2.2617630984737906
random_3sat,50,maat_v16_branch,26,99,3.8076923076923075,1,1,0,7,16,0,0,7,2.2617630984737906
random_3sat,50,maat_v16_heavy,26,99,3.8076923076923075,1,1,0,7,16,0,0,7,2.2617630984737906
planted_3sat,51,random,26,99,3.8076923076923075,1,1,0,9,23,1,1,8,2.553343811341229
planted_3sat,51,first,26,99,3.8076923076923075,1,1,0,8,15,0,0,8,2.3513752571634776
planted_3sat,51,degree,26,99,3.8076923076923075,1,1,0,14,61,4,7,7,3.173878458937465
planted_3sat,51,jeroslow_wang,26,99,3.8076923076923075,1,1,0,12,58,3,5,7,3.0373539482448106
planted_3sat,51,moms,26,99,3.8076923076923075,1,1,0,14,69,5,8,6,3.228826155721369
planted_3sat,51,maat_v16_branch,26,99,3.8076923076923075,1,1,0,14,61,4,7,7,3.173878458937465
planted_3sat,51,maat_v16_heavy,26,99,3.8076923076923075,1,1,0,12,62,4,7,6,3.091042453358316
random_3sat,52,random,26,99,3.8076923076923075,1,1,0,14,11,0,0,14,2.7788192719904172
random_3sat,52,first,26,99,3.8076923076923075,1,1,0,15,44,3,4,11,3.1023420086122493
random_3sat,52,degree,26,99,3.8076923076923075,1,1,0,8,16,0,0,8,2.3608540011180215
random_3sat,52,jeroslow_wang,26,99,3.8076923076923075,1,1,0,9,15,0,0,9,2.4423470353692043
random_3sat,52,moms,26,99,3.8076923076923075,1,1,0,6,18,0,0,6,2.174751721484161
random_3sat,52,maat_v16_branch,26,99,3.8076923076923075,1,1,0,12,10,0,0,12,2.6390573296152584
random_3sat,52,maat_v16_heavy,26,99,3.8076923076923075,1,1,0,12,25,2,3,9,2.8213788864092133
planted_3sat,53,random,26,99,3.8076923076923075,1,1,0,8,16,0,0,8,2.3608540011180215
planted_3sat,53,first,26,99,3.8076923076923075,1,1,0,32,109,12,23,9,3.9646154555473165
planted_3sat,53,degree,26,99,3.8076923076923075,1,1,0,30,98,12,22,9,3.899950424193877
planted_3sat,53,jeroslow_wang,26,99,3.8076923076923075,1,1,0,12,27,3,4,8,2.865053949911875
planted_3sat,53,moms,26,99,3.8076923076923075,1,1,0,9,28,1,1,8,2.5915163848462583
planted_3sat,53,maat_v16_branch,26,99,3.8076923076923075,1,1,0,21,77,7,12,9,3.542407550213679
planted_3sat,53,maat_v16_heavy,26,99,3.8076923076923075,1,1,0,11,19,1,1,10,2.670694414558441
random_3sat,54,random,26,99,3.8076923076923075,1,1,0,11,13,0,0,11,2.5877640352277083
random_3sat,54,first,26,99,3.8076923076923075,1,1,0,20,41,6,11,9,3.380994674344636
random_3sat,54,degree,26,99,3.8076923076923075,1,1,0,15,21,2,3,12,2.9652730660692828
random_3sat,54,jeroslow_wang,26,99,3.8076923076923075,1,1,0,9,14,0,0,9,2.4336133554004498
random_3sat,54,moms,26,99,3.8076923076923075,1,1,0,9,13,0,0,9,2.424802725718295
random_3sat,54,maat_v16_branch,26,99,3.8076923076923075,1,1,0,9,12,0,0,9,2.4159137783010487
random_3sat,54,maat_v16_heavy,26,99,3.8076923076923075,1,1,0,11,20,1,1,10,2.6775909936175015
planted_3sat,55,random,26,99,3.8076923076923075,1,1,0,9,17,0,0,9,2.4595888418037104
planted_3sat,55,first,26,99,3.8076923076923075,1,1,0,13,12,0,0,13,2.7212954278522306
planted_3sat,55,degree,26,99,3.8076923076923075,1,1,0,9,14,0,0,9,2.4336133554004498
planted_3sat,55,jeroslow_wang,26,99,3.8076923076923075,1,1,0,9,14,0,0,9,2.4336133554004498
planted_3sat,55,moms,26,99,3.8076923076923075,1,1,0,7,16,0,0,7,2.2617630984737906
planted_3sat,55,maat_v16_branch,26,99,3.8076923076923075,1,1,0,9,14,0,0,9,2.4336133554004498
planted_3sat,55,maat_v16_heavy,26,99,3.8076923076923075,1,1,0,8,15,0,0,8,2.3513752571634776
random_3sat,56,random,26,110,4.230769230769231,1,0,0,116,571,59,116,9,5.384265678684401
random_3sat,56,first,26,110,4.230769230769231,1,0,0,82,474,42,82,9,5.084505142662711
random_3sat,56,degree,26,110,4.230769230769231,1,0,0,28,194,15,28,5,4.081765780015241
random_3sat,56,jeroslow_wang,26,110,4.230769230769231,1,0,0,24,179,13,24,5,3.9560398908449206
random_3sat,56,moms,26,110,4.230769230769231,1,0,0,22,181,12,22,5,3.906004933102583
random_3sat,56,maat_v16_branch,26,110,4.230769230769231,1,0,0,24,179,13,24,5,3.9560398908449206
random_3sat,56,maat_v16_heavy,26,110,4.230769230769231,1,0,0,22,163,12,22,5,3.8691155044168695
planted_3sat,57,random,26,110,4.230769230769231,1,1,0,11,33,2,3,8,2.8094026953624973
planted_3sat,57,first,26,110,4.230769230769231,1,1,0,15,52,5,9,9,3.2088254890146994
planted_3sat,57,degree,26,110,4.230769230769231,1,1,0,10,11,0,0,10,2.4932054526026954
planted_3sat,57,jeroslow_wang,26,110,4.230769230769231,1,1,0,10,11,0,0,10,2.4932054526026954
planted_3sat,57,moms,26,110,4.230769230769231,1,1,0,9,13,0,0,9,2.424802725718295
planted_3sat,57,maat_v16_branch,26,110,4.230769230769231,1,1,0,8,14,0,0,8,2.341805806147327
planted_3sat,57,maat_v16_heavy,26,110,4.230769230769231,1,1,0,8,14,0,0,8,2.341805806147327
random_3sat,58,random,26,110,4.230769230769231,1,1,0,14,42,3,5,11,3.056356895370426
random_3sat,58,first,26,110,4.230769230769231,1,1,0,50,265,23,44,9,4.547011271814559
random_3sat,58,degree,26,110,4.230769230769231,1,1,0,23,137,10,18,5,3.8022081394209395
random_3sat,58,jeroslow_wang,26,110,4.230769230769231,1,1,0,16,101,7,12,4,3.4641721808235437
random_3sat,58,moms,26,110,4.230769230769231,1,1,0,9,70,3,5,4,2.94706710157271
random_3sat,58,maat_v16_branch,26,110,4.230769230769231,1,1,0,20,136,9,16,5,3.7123518102990785
random_3sat,58,maat_v16_heavy,26,110,4.230769230769231,1,1,0,28,155,13,24,8,3.9862024036023973
planted_3sat,59,random,26,110,4.230769230769231,1,1,0,7,15,0,0,7,2.2512917986064953
planted_3sat,59,first,26,110,4.230769230769231,1,1,0,13,22,1,1,12,2.8183982582710754
planted_3sat,59,degree,26,110,4.230769230769231,1,1,0,9,35,1,1,8,2.6426223957797546
planted_3sat,59,jeroslow_wang,26,110,4.230769230769231,1,1,0,9,35,1,1,8,2.6426223957797546
planted_3sat,59,moms,26,110,4.230769230769231,1,1,0,10,32,2,2,8,2.72785282839839
planted_3sat,59,maat_v16_branch,26,110,4.230769230769231,1,1,0,9,35,1,1,8,2.6426223957797546
planted_3sat,59,maat_v16_heavy,26,110,4.230769230769231,1,1,0,9,35,1,1,8,2.6426223957797546
random_3sat,60,random,26,110,4.230769230769231,1,0,0,80,366,41,80,11,4.996874378846218
random_3sat,60,first,26,110,4.230769230769231,1,0,0,80,416,41,80,11,5.030111070596912
random_3sat,60,degree,26,110,4.230769230769231,1,0,0,18,103,10,18,5,3.594568774642695
random_3sat,60,jeroslow_wang,26,110,4.230769230769231,1,0,0,22,125,12,22,7,3.7864597824528
random_3sat,60,moms,26,110,4.230769230769231,1,0,0,22,151,12,22,6,3.8437441646748516
random_3sat,60,maat_v16_branch,26,110,4.230769230769231,1,0,0,22,125,12,22,7,3.7864597824528
random_3sat,60,maat_v16_heavy,26,110,4.230769230769231,1,0,0,18,100,10,18,5,3.586292865338835
planted_3sat,61,random,26,110,4.230769230769231,1,1,0,9,38,1,1,8,2.66374994220563
planted_3sat,61,first,26,110,4.230769230769231,1,1,0,31,147,11,20,11,3.9991177122790798
planted_3sat,61,degree,26,110,4.230769230769231,1,1,0,7,35,1,1,6,2.489064659936664
planted_3sat,61,jeroslow_wang,26,110,4.230769230769231,1,1,0,7,32,1,1,6,2.463853240590168
planted_3sat,61,moms,26,110,4.230769230769231,1,1,0,7,17,0,0,7,2.272125885509337
planted_3sat,61,maat_v16_branch,26,110,4.230769230769231,1,1,0,7,35,1,1,6,2.489064659936664
planted_3sat,61,maat_v16_heavy,26,110,4.230769230769231,1,1,0,5,19,0,0,5,2.066862759472976
random_3sat,62,random,26,110,4.230769230769231,1,0,0,64,343,33,64,9,4.817454993967425
random_3sat,62,first,26,110,4.230769230769231,1,0,0,58,313,30,58,9,4.722063937459591
random_3sat,62,degree,26,110,4.230769230769231,1,0,0,22,147,12,22,6,3.835141961092188
random_3sat,62,jeroslow_wang,26,110,4.230769230769231,1,0,0,14,104,8,14,3,3.4339872044851463
random_3sat,62,moms,26,110,4.230769230769231,1,0,0,14,87,8,14,4,3.3775875160230218
random_3sat,62,maat_v16_branch,26,110,4.230769230769231,1,0,0,18,125,10,18,5,3.653252276470785
random_3sat,62,maat_v16_heavy,26,110,4.230769230769231,1,0,0,22,141,12,22,6,3.8220982979001588
planted_3sat,63,random,26,110,4.230769230769231,1,1,0,25,87,8,15,12,3.7013019741124933
planted_3sat,63,first,26,110,4.230769230769231,1,1,0,123,583,58,113,14,5.4169888962655355
planted_3sat,63,degree,26,110,4.230769230769231,1,1,0,5,20,0,0,5,2.0794415416798357
planted_3sat,63,jeroslow_wang,26,110,4.230769230769231,1,1,0,5,20,0,0,5,2.0794415416798357
planted_3sat,63,moms,26,110,4.230769230769231,1,1,0,19,98,8,14,5,3.5667118201397288
planted_3sat,63,maat_v16_branch,26,110,4.230769230769231,1,1,0,5,20,0,0,5,2.0794415416798357
planted_3sat,63,maat_v16_heavy,26,110,4.230769230769231,1,1,0,5,20,0,0,5,2.0794415416798357
random_3sat,64,random,26,120,4.615384615384615,1,0,0,86,464,44,86,10,5.111987788356544
random_3sat,64,first,26,120,4.615384615384615,1,0,0,78,435,40,78,7,5.024538199265247
random_3sat,64,degree,26,120,4.615384615384615,1,0,0,26,168,14,26,7,3.9871304779149517
random_3sat,64,jeroslow_wang,26,120,4.615384615384615,1,0,0,22,149,12,22,6,3.8394523125933104
random_3sat,64,moms,26,120,4.615384615384615,1,0,0,14,122,8,14,4,3.4904285153900982
random_3sat,64,maat_v16_branch,26,120,4.615384615384615,1,0,0,34,207,18,34,7,4.231203744939298
random_3sat,64,maat_v16_heavy,26,120,4.615384615384615,1,0,0,34,208,18,34,7,4.232656178019613
planted_3sat,65,random,26,120,4.615384615384615,1,1,0,66,318,31,58,12,4.7978545298175925
planted_3sat,65,first,26,120,4.615384615384615,1,1,0,23,97,9,15,11,3.685122405236224
planted_3sat,65,degree,26,120,4.615384615384615,1,1,0,10,46,3,5,6,2.8707357833793057
planted_3sat,65,jeroslow_wang,26,120,4.615384615384615,1,1,0,8,38,2,3,5,2.6461747973841225
planted_3sat,65,moms,26,120,4.615384615384615,1,1,0,4,22,0,0,4,1.9740810260220096
planted_3sat,65,maat_v16_branch,26,120,4.615384615384615,1,1,0,8,38,2,3,5,2.6461747973841225
planted_3sat,65,maat_v16_heavy,26,120,4.615384615384615,1,1,0,4,22,0,0,4,1.9740810260220096
random_3sat,66,random,26,120,4.615384615384615,1,1,0,13,64,4,6,8,3.1354942159291497
random_3sat,66,first,26,120,4.615384615384615,1,1,0,104,481,49,95,11,5.243068892317559
random_3sat,66,degree,26,120,4.615384615384615,1,1,0,16,92,7,12,5,3.4355988083794875
random_3sat,66,jeroslow_wang,26,120,4.615384615384615,1,1,0,14,97,7,11,4,3.3792925462741055
random_3sat,66,moms,26,120,4.615384615384615,1,1,0,16,121,8,13,4,3.5409593240373143
random_3sat,66,maat_v16_branch,26,120,4.615384615384615,1,1,0,16,104,8,13,5,3.4904285153900982
random_3sat,66,maat_v16_heavy,26,120,4.615384615384615,1,1,0,16,102,8,13,5,3.484312288372662
planted_3sat,67,random,26,120,4.615384615384615,1,1,0,72,368,34,65,8,4.903050083416319
planted_3sat,67,first,26,120,4.615384615384615,1,1,0,34,175,15,29,5,4.151826997635463
planted_3sat,67,degree,26,120,4.615384615384615,1,1,0,4,31,1,1,3,2.157559320943788
planted_3sat,67,jeroslow_wang,26,120,4.615384615384615,1,1,0,4,31,1,1,3,2.157559320943788
planted_3sat,67,moms,26,120,4.615384615384615,1,1,0,4,31,1,1,3,2.157559320943788
planted_3sat,67,maat_v16_branch,26,120,4.615384615384615,1,1,0,4,31,1,1,3,2.157559320943788
planted_3sat,67,maat_v16_heavy,26,120,4.615384615384615,1,1,0,16,121,7,13,5,3.530762586016799
random_3sat,68,random,26,120,4.615384615384615,1,1,0,14,78,5,8,6,3.263849190510932
random_3sat,68,first,26,120,4.615384615384615,1,1,0,6,29,1,1,5,2.34660197841082
random_3sat,68,degree,26,120,4.615384615384615,1,1,0,21,121,10,17,5,3.713572066704308
random_3sat,68,jeroslow_wang,26,120,4.615384615384615,1,1,0,21,118,10,17,5,3.706228092448549
random_3sat,68,moms,26,120,4.615384615384615,1,1,0,15,82,7,11,4,3.3621099929541085
random_3sat,68,maat_v16_branch,26,120,4.615384615384615,1,1,0,17,96,8,13,4,3.4965075614664802
random_3sat,68,maat_v16_heavy,26,120,4.615384615384615,1,1,0,15,78,7,12,4,3.3551534431607486
planted_3sat,69,random,26,120,4.615384615384615,1,1,0,6,20,0,0,6,2.1972245773362196
planted_3sat,69,first,26,120,4.615384615384615,1,1,0,46,139,20,36,11,4.318820558770089
planted_3sat,69,degree,26,120,4.615384615384615,1,1,0,12,14,1,1,11,2.7047112998366956
planted_3sat,69,jeroslow_wang,26,120,4.615384615384615,1,1,0,11,15,1,1,10,2.6426223957797546
planted_3sat,69,moms,26,120,4.615384615384615,1,1,0,10,13,0,0,10,2.509599262378372
planted_3sat,69,maat_v16_branch,26,120,4.615384615384615,1,1,0,12,12,0,0,12,2.653241964607215
planted_3sat,69,maat_v16_heavy,26,120,4.615384615384615,1,1,0,11,12,0,0,11,2.580216829592325
random_3sat,70,random,26,120,4.615384615384615,1,1,0,48,273,23,42,6,4.529907701487544
random_3sat,70,first,26,120,4.615384615384615,1,1,0,53,289,25,48,8,4.617592705986649
random_3sat,70,degree,26,120,4.615384615384615,1,1,0,14,60,5,7,7,3.184284380098582
random_3sat,70,jeroslow_wang,26,120,4.615384615384615,1,1,0,6,19,0,0,6,2.186051276738094
random_3sat,70,moms,26,120,4.615384615384615,1,1,0,8,24,1,1,7,2.4807312783775197
random_3sat,70,maat_v16_branch,26,120,4.615384615384615,1,1,0,6,19,0,0,6,2.186051276738094
random_3sat,70,maat_v16_heavy,26,120,4.615384615384615,1,1,0,6,33,1,1,5,2.3841650799864684
planted_3sat,71,random,26,120,4.615384615384615,1,1,0,12,27,2,2,10,2.8213788864092133
planted_3sat,71,first,26,120,4.615384615384615,1,1,0,10,18,1,1,9,2.5915163848462583
planted_3sat,71,degree,26,120,4.615384615384615,1,1,0,16,62,5,8,8,3.279029747687948
planted_3sat,71,jeroslow_wang,26,120,4.615384615384615,1,1,0,16,62,5,8,8,3.279029747687948
planted_3sat,71,moms,26,120,4.615384615384615,1,1,0,11,38,2,3,8,2.8390784635086144
planted_3sat,71,maat_v16_branch,26,120,4.615384615384615,1,1,0,18,73,6,10,8,3.414442608412176
planted_3sat,71,maat_v16_heavy,26,120,4.615384615384615,1,1,0,15,63,5,8,7,3.2445435716167785
modular_3sat,72,random,18,70,3.888888888888889,1,0,0,24,51,13,24,6,3.6750340472918834
modular_3sat,72,first,18,70,3.888888888888889,1,0,0,64,153,33,64,8,4.650621448892009
modular_3sat,72,degree,18,70,3.888888888888889,1,0,0,38,75,20,38,7,4.11251186617755
modular_3sat,72,jeroslow_wang,18,70,3.888888888888889,1,0,0,26,52,14,26,7,3.7447870860522325
modular_3sat,72,moms,18,70,3.888888888888889,1,0,0,14,28,8,14,6,3.152736022363656
modular_3sat,72,maat_v16_branch,18,70,3.888888888888889,1,0,0,28,54,15,28,7,3.8122026701459353
modular_3sat,72,maat_v16_heavy,18,70,3.888888888888889,1,0,0,24,45,13,24,6,3.6597080768136565
modular_3sat,73,random,18,70,3.888888888888889,1,0,0,58,152,30,58,9,4.56746831880408
modular_3sat,73,first,18,70,3.888888888888889,1,0,0,110,254,56,110,10,5.181783550292085
modular_3sat,73,degree,18,70,3.888888888888889,1,0,0,22,76,12,22,4,3.6686767467964168
modular_3sat,73,jeroslow_wang,18,70,3.888888888888889,1,0,0,12,27,7,12,4,3.0228609409422433
modular_3sat,73,moms,18,70,3.888888888888889,1,0,0,6,18,4,6,2,2.4336133554004498
modular_3sat,73,maat_v16_branch,18,70,3.888888888888889,1,0,0,20,47,11,20,5,3.5130368634176907
modular_3sat,73,maat_v16_heavy,18,70,3.888888888888889,1,0,0,6,18,4,6,2,2.4336133554004498
modular_3sat,74,random,18,70,3.888888888888889,1,0,0,64,177,33,64,8,4.6732960150356915
modular_3sat,74,first,18,70,3.888888888888889,1,0,0,58,138,30,58,9,4.552823705615882
modular_3sat,74,degree,18,70,3.888888888888889,1,0,0,36,113,19,36,5,4.12955081795672
modular_3sat,74,jeroslow_wang,18,70,3.888888888888889,1,0,0,16,48,9,16,5,3.3375473545856993
modular_3sat,74,moms,18,70,3.888888888888889,1,0,0,26,75,14,26,6,3.7977338590260183
modular_3sat,74,maat_v16_branch,18,70,3.888888888888889,1,0,0,28,60,15,28,5,3.825375198702474
modular_3sat,74,maat_v16_heavy,18,70,3.888888888888889,1,0,0,30,76,16,30,6,3.9160150266976834
modular_3sat,75,random,18,70,3.888888888888889,1,1,0,13,7,1,1,12,2.7245795030534206
modular_3sat,75,first,18,70,3.888888888888889,1,1,0,13,5,0,0,13,2.6741486494265287
modular_3sat,75,degree,18,70,3.888888888888889,1,1,0,10,5,0,0,10,2.4423470353692043
modular_3sat,75,jeroslow_wang,18,70,3.888888888888889,1,1,0,10,5,0,0,10,2.4423470353692043
modular_3sat,75,moms,18,70,3.888888888888889,1,1,0,8,7,0,0,8,2.272125885509337
modular_3sat,75,maat_v16_branch,18,70,3.888888888888889,1,1,0,9,5,0,0,9,2.3513752571634776
modular_3sat,75,maat_v16_heavy,18,70,3.888888888888889,1,1,0,8,8,0,0,8,2.2823823856765264
modular_3sat,76,random,18,76,4.222222222222222,1,0,0,56,132,29,56,7,4.51688527112052
modular_3sat,76,first,18,76,4.222222222222222,1,0,0,6,12,4,6,2,2.379546134130174
modular_3sat,76,degree,18,76,4.222222222222222,1,0,0,16,34,9,16,4,3.2865344733420154
modular_3sat,76,jeroslow_wang,18,76,4.222222222222222,1,0,0,14,29,8,14,5,3.1570004211501135
modular_3sat,76,moms,18,76,4.222222222222222,1,0,0,28,67,15,28,7,3.8405270037230763
modular_3sat,76,maat_v16_branch,18,76,4.222222222222222,1,0,0,18,44,10,18,4,3.417726683613366
modular_3sat,76,maat_v16_heavy,18,76,4.222222222222222,1,0,0,28,66,15,28,6,3.8383764652598478
modular_3sat,77,random,18,76,4.222222222222222,1,0,0,32,83,17,32,8,3.9824814690767076
