score,spearman
purity_decay0,0.5381711084890254
concurrence_slope0,0.5347384340684653
B_corr_stat,0.5280828152518978
H_stationarity,0.4502369928714999
V_corr,0.41374083345910506
R_rob_stat,0.2721636704208859
F_scalar_stat,0.2447369952891961
R_rob_pop,0.1217049696620277
F_scalar_pop,0.11388512568470957
dfs_collective_overlap,0.10559478381408091
dfs_parity_overlap,0.08031455198328517
S_ent,-0.045916199419066286
initial_concurrence,-0.045916199419066286
B_pop_pair,-0.07798051060098093
