z,E,D_growth,L_latent,B_exp,D_acc,S_proj,C_proj,C_proj_norm,R_proj,abs_d2R_dz2
1.839299649824912564e+00,2.809830780107251957e+00,4.401850137300841181e-01,2.559552574081394583e-01,7.977951550025781380e+00,1.126676684964890846e-01,3.279164961165291547e+00,2.676136778371619673e+00,1.403989776922331885e+02,8.714023011183822387e-01,1.002729200723379677e+00
1.840795397698849589e+00,2.811858810997124092e+00,4.399643364026889492e-01,2.556834265579172594e-01,7.987915569259589788e+00,1.124915890947197211e-01,3.286881550007210162e+00,2.683205458270305765e+00,1.407698239955425095e+02,8.718725260533810584e-01,9.974715302081165191e-01
1.842291145572786393e+00,2.813887514669941581e+00,4.397438694390261027e-01,2.554128179144770638e-01,7.997887567584188062e+00,1.123162208540375434e-01,3.294611733360582218e+00,2.690286179880529094e+00,1.411413020468263824e+02,8.723405193972880722e-01,9.922384646529138763e-01
1.843786893446723418e+00,2.815916890794623040e+00,4.395236125598236399e-01,2.551434269366269492e-01,8.007867547076997994e+00,1.121415607280796950e-01,3.302355523474381549e+00,2.697378952301954236e+00,1.415134123234833510e+02,8.728062928578171897e-01,9.870299620260709617e-01
1.845282641320660444e+00,2.817946939040556931e+00,4.393035654862491590e-01,2.548752490907295609e-01,8.017855509814786785e+00,1.119676056797533764e-01,3.310112932580667522e+00,2.704483784647312650e+00,1.418861553035974055e+02,8.732698580877277239e-01,9.818459792699343325e-01
1.846778389194597469e+00,2.819977659077601562e+00,4.390837279399101289e-01,2.546082798507898204e-01,8.027851457873685703e+00,1.117943526812526928e-01,3.317883972894528188e+00,2.711600686042258346e+00,1.422595314659304790e+02,8.737312266849208697e-01,9.766864720156007706e-01
1.848274137068534273e+00,2.822009050576088196e+00,4.388640996428526120e-01,2.543425146985411889e-01,8.037855393329200737e+00,1.116217987140742801e-01,3.325668656614010565e+00,2.718729665625211123e+00,1.426335412899142909e+02,8.741904101925390691e-01,9.715513946969309700e-01
1.849769884942471299e+00,2.824041113206818387e+00,4.386446803175596543e-01,2.540779491235308774e-01,8.047867318256203717e+00,1.114499407690323907e-01,3.333466995920041587e+00,2.725870732547194475e+00,1.430081852556417630e+02,8.746474200990682624e-01,9.664407008928463938e-01
1.851265632816408324e+00,2.826073846641057763e+00,4.384254696869525070e-01,2.538145786232039458e-01,8.057887234728916326e+00,1.112787758462741305e-01,3.341279002976337065e+00,2.733023895971655737e+00,1.433834638438576405e+02,8.751022678384412501e-01,9.613543429852882127e-01
1.852761380690345350e+00,2.828107250550544460e+00,4.382064674743883503e-01,2.535523987029859039e-01,8.067915144820947404e+00,1.111083009552931433e-01,3.349104689929357725e+00,2.740189165074332855e+00,1.437593775359514154e+02,8.755549647901446075e-01,9.562922722539610731e-01
1.854257128564282153e+00,2.830141324607480691e+00,4.379876734036602937e-01,2.532914048763642012e-01,8.077951050605262751e+00,1.109385131149432935e-01,3.356944068908210621e+00,2.747366549043068762e+00,1.441359268139476910e+02,8.760055222793275975e-01,9.512544390663748572e-01
1.855752876438219179e+00,2.832176068484534959e+00,4.377690871989966537e-01,2.530315926649684410e-01,8.087994954154197558e+00,1.107694093534515728e-01,3.364797152024582960e+00,2.754556057077654607e+00,1.445131121604979398e+02,8.764539515769128597e-01,9.462407925170595036e-01
1.857248624312156204e+00,2.834211481854840731e+00,4.375507085850602884e-01,2.527729575986497057e-01,8.098046857539459964e+00,1.106009867084305764e-01,3.372663951372669278e+00,2.761757698389666782e+00,1.448909340588718635e+02,8.769002638997109855e-01,9.412512809025912475e-01
1.858744372186093230e+00,2.836247564391996878e+00,4.373325372869469874e-01,2.525154952155583277e-01,8.108106762832134606e+00,1.104332422268900493e-01,3.380544479029101712e+00,2.768971482202305268e+00,1.452693929929490366e+02,8.773444704105359815e-01,9.362858516833654221e-01
1.860240120060030033e+00,2.838284315770061905e+00,4.371145730301870258e-01,2.522592010622207170e-01,8.118174672102661305e+00,1.102661729652487099e-01,3.388438747052854083e+00,2.776197417750210672e+00,1.456484894472091867e+02,8.777865822183219535e-01,9.313444510654989017e-01
1.861735867933967059e+00,2.840321735663560609e+00,4.368968155407417231e-01,2.520040706936148012e-01,8.128250587420870588e+00,1.100997759893442562e-01,3.396346767485199258e+00,2.783435514279322121e+00,1.460282239067248611e+02,8.782266103782451205e-01,9.264270244951688937e-01
1.863231615807904085e+00,2.842359823747476977e+00,4.366792645450046639e-01,2.517500996732444651e-01,8.138334510855958825e+00,1.099340483744440100e-01,3.404268552349610566e+00,2.790685781046690739e+00,1.464085968571515366e+02,8.786645658918444957e-01,9.215335164496707421e-01
1.864727363681841110e+00,2.844398579697255514e+00,4.364619197698004216e-01,2.514972835732129375e-01,8.148426444476491781e+00,1.097689872052544091e-01,3.412204113651692072e+00,2.797948227320316228e+00,1.467896087847190643e+02,8.791004597071464532e-01,9.166638703800202848e-01
1.866223111555777914e+00,2.846438003188799470e+00,4.362447809423837808e-01,2.512456179742947882e-01,8.158526390350415269e+00,1.096045895759300698e-01,3.420153463379111081e+00,2.805222862378982551e+00,1.471712601762231714e+02,8.795343027187918494e-01,9.118180291670654469e-01
1.867718859429714939e+00,2.848478093898475283e+00,4.360278477904387939e-01,2.509950984660067608e-01,8.168634350545064038e+00,1.094408525900821966e-01,3.428116613501530630e+00,2.812509695512097618e+00,1.475535515190168496e+02,8.799661057681630316e-01,9.069959346276732504e-01
1.869214607303651965e+00,2.850518851503101025e+00,4.358111200420795028e-01,2.507457206466777166e-01,8.178750327127128017e+00,1.092777733607869922e-01,3.436093575970506464e+00,2.819808736019495221e+00,1.479364833010001234e+02,8.803958796435145118e-01,9.021975276858427151e-01
1.870710355177588768e+00,2.852560275679954849e+00,4.355945974258470521e-01,2.504974801235176352e-01,8.188874322162682518e+00,1.091153490105927909e-01,3.444084362719438186e+00,2.827119993211288929e+00,1.483200560106123191e+02,8.808236350801046388e-01,8.974227486001211673e-01
1.872206103051525794e+00,2.854602366106772759e+00,4.353782796707105773e-01,2.502503725126845047e-01,8.199006337717198889e+00,1.089535766715270526e-01,3.452088985663499532e+00,2.834443476407705997e+00,1.487042701368233395e+02,8.812493827603302687e-01,8.926715367362021425e-01
1.873701850925462820e+00,2.856645122461741959e+00,4.351621665060664834e-01,2.500043934393516576e-01,8.209146375855503663e+00,1.087924534851033020e-01,3.460107456699534456e+00,2.841779194938887976e+00,1.490891261691232330e+02,8.816731333138611015e-01,8.879438305857689784e-01
1.875197598799399845e+00,2.858688544423506173e+00,4.349462576617365572e-01,2.497595385377724686e-01,8.219294438641815859e+00,1.086319766023264022e-01,3.468139787706010502e+00,2.849127158144745486e+00,1.494746245975145769e+02,8.820948973177783481e-01,8.832395680133942051e-01
1.876693346673336649e+00,2.860732631671162096e+00,4.347305528679690778e-01,2.495158034513451084e-01,8.229450528139736321e+00,1.084721431836987715e-01,3.476185990542933979e+00,2.856487375374773041e+00,1.498607659125027283e+02,8.825146852967132860e-01,8.785586862374259454e-01
1.878189094547273674e+00,2.862777383884260729e+00,4.345150518554363184e-01,2.492731838326753824e-01,8.239614646412253052e+00,1.083129503992246584e-01,3.484246077051780688e+00,2.863859855987887393e+00,1.502475506050874401e+02,8.829325077229880359e-01,8.739011214501886116e-01
1.879684842421210700e+00,2.864822800742800712e+00,4.342997543552354900e-01,2.490316753436393193e-01,8.249786795521723448e+00,1.081543954284153175e-01,3.492320059055407988e+00,2.871244609352233468e+00,1.506349791667524869e+02,8.833483750167576698e-01,8.692668092172226579e-01
1.881180590295147725e+00,2.866868881927235879e+00,4.340846600988864101e-01,2.487912736554439841e-01,8.259966977529902721e+00,1.079964754602924376e-01,3.500407948358000176e+00,2.878641644845034708e+00,1.510230520894580195e+02,8.837622975461549846e-01,8.646556845337585173e-01
1.882676338169084529e+00,2.868915627118468148e+00,4.338697688183325019e-01,2.485519744486874849e-01,8.270155194497929685e+00,1.078391876933921245e-01,3.508509756744984109e+00,2.886050971852406999e+00,1.514117698656307027e+02,8.841742856274361628e-01,8.600676816919161638e-01
1.884172086043021555e+00,2.870963035997847079e+00,4.336550802459390175e-01,2.483137734134181207e-01,8.280351448486317878e+00,1.076825293357677599e-01,3.516625495982945715e+00,2.893472599769176590e+00,1.518011329881541371e+02,8.845843495251268784e-01,8.555027341858334466e-01
1.885667833916958580e+00,2.873011108247172096e+00,4.334405941144926500e-01,2.480766662491921959e-01,8.290555741554976876e+00,1.075264976049925686e-01,3.524755177819576257e+00,2.900906537998722445e+00,1.521911419503606737e+02,8.849924994521718435e-01,8.509607749017362721e-01
1.887163581790895606e+00,2.875059843548691596e+00,4.332263101572007002e-01,2.478406486651309748e-01,8.300768075763212295e+00,1.073710897281618393e-01,3.532898813983590180e+00,2.908352795952794168e+00,1.525817972460217788e+02,8.853987455700849107e-01,8.464417361746683355e-01
1.888659329664832409e+00,2.877109241585096289e+00,4.330122281076909663e-01,2.476057163799766370e-01,8.310988453169699142e+00,1.072163029418946728e-01,3.541056416184636735e+00,2.915811383051325478e+00,1.529730993693383141e+02,8.858030979890999523e-01,8.419455496935199790e-01
1.890155077538769435e+00,2.879159302039526747e+00,4.327983477000103552e-01,2.473718651221470111e-01,8.321216875832517346e+00,1.070621344923350510e-01,3.549227996113249795e+00,2.923282308722274347e+00,1.533650488149320950e+02,8.862055667683242932e-01,8.374721464441847729e-01
1.891650825412706460e+00,2.881210024595565411e+00,4.325846686686246056e-01,2.471390906297895318e-01,8.331453345809130440e+00,1.069085816351526969e-01,3.557413565440755931e+00,2.930765582401436475e+00,1.537576460778361422e+02,8.866061619158928098e-01,8.330214569567147009e-01
1.893146573286643486e+00,2.883261408937240144e+00,4.323711907484177885e-01,2.469073886508341975e-01,8.341697865156396219e+00,1.067556416355435606e-01,3.565613135819210466e+00,2.938261213532273430e+00,1.541508916534856724e+02,8.870048933891235832e-01,8.285934111719086559e-01
1.894642321160580289e+00,2.885313454749019790e+00,4.321579136746910299e-01,2.466767549430452511e-01,8.351950435930554306e+00,1.066033117682294584e-01,3.573826718881310427e+00,2.945769211565725243e+00,1.545447860377081781e+02,8.874017710946739967e-01,8.241879382894552464e-01
1.896138069034517315e+00,2.887366161715820390e+00,4.319448371831622335e-01,2.464471852740721391e-01,8.362211060187261680e+00,1.064515893174577121e-01,3.582054326240350139e+00,2.953289585960060304e+00,1.549393297267157266e+02,8.877968048887001640e-01,8.198049672810867605e-01
1.897633816908454341e+00,2.889419529522993635e+00,4.317319610099658034e-01,2.462186754214995554e-01,8.372479739981542934e+00,1.063004715770002745e-01,3.590295969490106653e+00,2.960822346180657760e+00,1.553345232170933343e+02,8.881900045770154684e-01,8.154444264156097688e-01
1.899129564782391366e+00,2.891473557856334420e+00,4.315192848916509782e-01,2.459912211728962905e-01,8.382756477367827586e+00,1.061499558501521612e-01,3.598551660204794445e+00,2.968367501699860966e+00,1.557303670057914644e+02,8.885813799152498804e-01,8.111062433346631906e-01
1.900625312656328170e+00,2.893528246402077286e+00,4.313068085651820538e-01,2.457648183258631935e-01,8.393041274399942964e+00,1.060000394497298271e-01,3.606821409938985035e+00,2.975925061996786969e+00,1.561268615901159365e+02,8.889709406090142707e-01,8.067903453947593562e-01
1.902121060530265195e+00,2.895583594846895981e+00,4.310945317679372168e-01,2.455394626880802456e-01,8.403334133131112438e+00,1.058507196980688486e-01,3.615105230227533717e+00,2.983495036557152424e+00,1.565240074677187181e+02,8.893586963140605040e-01,8.024966594014273369e-01
1.903616808404202221e+00,2.897639602877900344e+00,4.308824542377083233e-01,2.453151500773527449e-01,8.413635055613948310e+00,1.057019939270214953e-01,3.623403132585494735e+00,2.991077434873083085e+00,1.569218051365881479e+02,8.897446566364467513e-01,7.982251116283265446e-01
1.905112556278139246e+00,2.899696270182639868e+00,4.306705757126996215e-01,2.450918763216563545e-01,8.423944043900474909e+00,1.055538594779535100e-01,3.631715128508069768e+00,2.998672266442957479e+00,1.573202550950405225e+02,8.901288311327016922e-01,7.939756279309335696e-01
1.906608304152076050e+00,2.901753596449099692e+00,4.304588959315274188e-01,2.448696372591813719e-01,8.434261100042105497e+00,1.054063137017408197e-01,3.640041229470513784e+00,3.006279540771203962e+00,1.577193578417095807e+02,8.905112293099907150e-01,7.897481337845562166e-01
1.908104052026013076e+00,2.903811581365698391e+00,4.302474146332198601e-01,2.446484287383760836e-01,8.444586226089652925e+00,1.052593539587658306e-01,3.648381446928067096e+00,3.013899267368132406e+00,1.581191138755375789e+02,8.908918606262827833e-01,7.855425541896039476e-01
1.909599799899950101e+00,2.905870224621291964e+00,4.300361315572153176e-01,2.444282466179891200e-01,8.454919424093333191e+00,1.051129776189130421e-01,3.656735792315886968e+00,3.021531455749755679e+00,1.585195236957659972e+02,8.912707344905177465e-01,7.813588136335596346e-01
1.911095547773887127e+00,2.907929525905168511e+00,4.298250464433625573e-01,2.442090867671110055e-01,8.465260696102767213e+00,1.049671820615646484e-01,3.665104277048975234e+00,3.029176115437609784e+00,1.589205878019260751e+02,8.916478602627756489e-01,7.771968363757650877e-01
1.912591295647823930e+00,2.909989484907049562e+00,4.296141590319194070e-01,2.439909450652148204e-01,8.475610044166966617e+00,1.048219646755955137e-01,3.673486912522087255e+00,3.036833255958563349e+00,1.593223066938288355e+02,8.920232472544464830e-01,7.730565462193936810e-01
1.914087043521760956e+00,2.912050101317088746e+00,4.294034690635530338e-01,2.437738174021956694e-01,8.485967470334358609e+00,1.046773228593679550e-01,3.681883710109685293e+00,3.044502886844654199e+00,1.597246808715564725e+02,8.923969047283994982e-01,7.689378664737063218e-01
1.915582791395697981e+00,2.914111374825872236e+00,4.291929762793377234e-01,2.435576996784097892e-01,8.496332976652771762e+00,1.045332540207257882e-01,3.690294681165846580e+00,3.052185017632900177e+00,1.601277108354524330e+02,8.927688418991567287e-01,7.648407202960640916e-01
1.917078539269635007e+00,2.916173305124414306e+00,4.289826804207562128e-01,2.433425878047124624e-01,8.506706565169430689e+00,1.043897555769887769e-01,3.698719837024190049e+00,3.059879657865111735e+00,1.605313970861116388e+02,8.931390679330626359e-01,7.607650303306456863e-01
1.918574287143571810e+00,2.918235891904159995e+00,4.287725812296971362e-01,2.431284777024950994e-01,8.517088237930968475e+00,1.042468249549456938e-01,3.707159188997808386e+00,3.067586817087722295e+00,1.609357401243715060e+02,8.935075919484589679e-01,7.567107189745314599e-01
1.920070035017508836e+00,2.920299134856985113e+00,4.285626784484558027e-01,2.429153653037212646e-01,8.527477996983437336e+00,1.041044595908478670e-01,3.715612748379204966e+00,3.075306504851612388e+00,1.613407404513028212e+02,8.938744230158580661e-01,7.526777083018458825e-01
1.921565782891445862e+00,2.922363033675190902e+00,4.283529718197325864e-01,2.427032465509625092e-01,8.537875844372280199e+00,1.039626569304020476e-01,3.724080526440195715e+00,3.083038730711907149e+00,1.617463985681989982e+02,8.942395701581160594e-01,7.486659199308292045e-01
1.923061530765382887e+00,2.924427588051505822e+00,4.281434610866329260e-01,2.424921173974324828e-01,8.548281782142352014e+00,1.038214144287628593e-01,3.732562534431853596e+00,3.090783504227814227e+00,1.621527149765676654e+02,8.946030423506096119e-01,7.446752752325522806e-01
1.924557278639319691e+00,2.926492797679086433e+00,4.279341459926659930e-01,2.422819738070210449e-01,8.558695812337917985e+00,1.036807295505250276e-01,3.741058783584432224e+00,3.098540834962435930e+00,1.625596901781207464e+02,8.949648485214110050e-01,7.407056955019868383e-01
1.926053026513256716e+00,2.928558662251514288e+00,4.277250262817450244e-01,2.420728117543266833e-01,8.569117937002658891e+00,1.035405997697153024e-01,3.749569285107297478e+00,3.106310732482594705e+00,1.629673246747653934e+02,8.953249975514649961e-01,7.367571015591636296e-01
1.927548774387193742e+00,2.930625181462795492e+00,4.275161016981850470e-01,2.418646272246890994e-01,8.579548158179653328e+00,1.034010225697837987e-01,3.758094050188838242e+00,3.114093206358638177e+00,1.633756189685936135e+02,8.956834982747647889e-01,7.328294138632571730e-01
1.929044522261130545e+00,2.932692355007358920e+00,4.273073719867047648e-01,2.416574162142200999e-01,8.589986477911399021e+00,1.032619954435956833e-01,3.766633089996410444e+00,3.121888266164270842e+00,1.637845735618736285e+02,8.960403594785314452e-01,7.289225528351011008e-01
1.930540270135067571e+00,2.934760182580059329e+00,4.270988368924225620e-01,2.414511747298342392e-01,8.600432898239807500e+00,1.031235158934212942e-01,3.775186415676260676e+00,3.129695921476371989e+00,1.641941889570401543e+02,8.963955899033905217e-01,7.250364385156586877e-01
1.932036018009004597e+00,2.936828663876170697e+00,4.268904961608591675e-01,2.412458987892783790e-01,8.610887421206193437e+00,1.029855814309274670e-01,3.783754038353440485e+00,3.137516181874800303e+00,1.646044656566841979e+02,8.967491982435520370e-01,7.211709907559793464e-01
1.933531765882941622e+00,2.938897798591390664e+00,4.266823495379345466e-01,2.410415844211605541e-01,8.621350048851290637e+00,1.028481895771671817e-01,3.792335969131748197e+00,3.145349056942231325e+00,1.650154041635446163e+02,8.971011931469892176e-01,7.173261291980423948e-01
1.935027513756878426e+00,2.940967586421837865e+00,4.264743967699687333e-01,2.408382276649781439e-01,8.631820783215255588e+00,1.027113378625699458e-01,3.800932219093659636e+00,3.153194556263970050e+00,1.654270049804981966e+02,8.974515832156185757e-01,7.135017732556008241e-01
1.936523261630815451e+00,2.943038027064048379e+00,4.262666376036803317e-01,2.406358245711451294e-01,8.642299626337639040e+00,1.025750238269311221e-01,3.809542799300228211e+00,3.161052689427754636e+00,1.658392686105493112e+02,8.978003770054799881e-01,7.096978419815513917e-01
1.938019009504752477e+00,2.945109120214980170e+00,4.260590717861861831e-01,2.404343712010185430e-01,8.652786580257428639e+00,1.024392450194012982e-01,3.818167720791047604e+00,3.168923466023603197e+00,1.662521955568220164e+02,8.981475830269177729e-01,7.059142545048899819e-01
1.939514757378689502e+00,2.947180865572008202e+00,4.258516990650009770e-01,2.402338636269244487e-01,8.663281647013016951e+00,1.023039989984755177e-01,3.826806994584154076e+00,3.176806895643606854e+00,1.666657863225491099e+02,8.984932097447622112e-01,7.021509297264856286e-01
1.941010505252626306e+00,2.949253262832923550e+00,4.256445191880361412e-01,2.400342979321828663e-01,8.673784828642213895e+00,1.021692833319817889e-01,3.835460631675960741e+00,3.184702987881759650e+00,1.670800414110632346e+02,8.988372655785097365e-01,6.984077861100672635e-01
1.942506253126563331e+00,2.951326311695936955e+00,4.254375319035992864e-01,2.398356702111319461e-01,8.684296127182250302e+00,1.020350955970695667e-01,3.844128643041190063e+00,3.192611752333780029e+00,1.674949613257874717e+02,8.991797589025070092e-01,6.946847422524626836e-01
1.944002001000500357e+00,2.953400011859673935e+00,4.252307369603936515e-01,2.396379765691516450e-01,8.694815544669781460e+00,1.019014333801979005e-01,3.852811039632799694e+00,3.200533198596926976e+00,1.679105465702257334e+02,8.995206980461315505e-01,6.909817164845861726e-01
1.945497748874437383e+00,2.955474363023173900e+00,4.250241341075177148e-01,2.394412131226865692e-01,8.705343083140871130e+00,1.017682942771234722e-01,3.861507832381899874e+00,3.208467336269810843e+00,1.683267976479528443e+02,8.998600912939755947e-01,6.872986269092535849e-01
1.946993496748374186e+00,2.957549364885890597e+00,4.248177230944640836e-01,2.392453759992679840e-01,8.715878744631003983e+00,1.016356758928879667e-01,3.870219032197690368e+00,3.216414174952221039e+00,1.687437150626054745e+02,9.001979468860281663e-01,6.836353916481527904e-01
1.948489244622311212e+00,2.959625017147694326e+00,4.246115036711188839e-01,2.390504613375351028e-01,8.726422531175099806e+00,1.015035758418054435e-01,3.878944649967395186e+00,3.224373724244951056e+00,1.691612993178729312e+02,9.005342730178595989e-01,6.799919286140720942e-01
1.949984992496248237e+00,2.961701319508864394e+00,4.244054755877619267e-01,2.388564652872559313e-01,8.736974444807486861e+00,1.013719917474495968e-01,3.887684696556173769e+00,3.232345993749601298e+00,1.695795509174869835e+02,9.008690778408041666e-01,6.763681556058571687e-01
1.951480740370185263e+00,2.963778271670094000e+00,4.241996385950645432e-01,2.386633840093471126e-01,8.747534487561917871e+00,1.012409212426401556e-01,3.896439182807056145e+00,3.240330993068406773e+00,1.699984703652125120e+02,9.012023694621443815e-01,6.727639902892832424e-01
1.952976488244122066e+00,2.965855873332487569e+00,4.239939924440906394e-01,2.384712136758932177e-01,8.758102661471573569e+00,1.011103619694297961e-01,3.905208119540875877e+00,3.248328731804060787e+00,1.704180581648386124e+02,9.015341559452950682e-01,6.691793502729979082e-01
1.954472236118059092e+00,2.967934124197559864e+00,4.237885368862944202e-01,2.382799504701651749e-01,8.768678968569059151e+00,1.009803115790900013e-01,3.913991517556193234e+00,3.256339219559528875e+00,1.708383148201685344e+02,9.018644453099882163e-01,6.656141531467767436e-01
1.955967983991996118e+00,2.970013023967233767e+00,4.235832716735212777e-01,2.380895905866384221e-01,8.779263410886395391e+00,1.008507677320975154e-01,3.922789387629215696e+00,3.264362465937862723e+00,1.712592408350101323e+02,9.021932455324565003e-01,6.620683161774252312e-01
1.957463731865933143e+00,2.972092572343842498e+00,4.233781965580061812e-01,2.379001302310098931e-01,8.789855990455039958e+00,1.007217280981197727e-01,3.931601740513743781e+00,3.272398480542034083e+00,1.716808367131670252e+02,9.025205645456186865e-01,6.585417567646629777e-01
1.958959479739869947e+00,2.974172769030127839e+00,4.231733112923730666e-01,2.377115656202146710e-01,8.800456709305876757e+00,1.005931903560004642e-01,3.940428586941086220e+00,3.280447272974744255e+00,1.721031029584286216e+02,9.028464102392653734e-01,6.550343923081385356e-01
1.960455227613806972e+00,2.976253613729236580e+00,4.229686156296346700e-01,2.375238929824417811e-01,8.811065569469203496e+00,1.004651521937448971e-01,3.949269937619982240e+00,3.288508852838240237e+00,1.725260400745605693e+02,9.031707904602418457e-01,6.515461398845729946e-01
1.961950975487743998e+00,2.978335106144724520e+00,4.227641093231915281e-01,2.373371085571494565e-01,8.821682572974760106e+00,1.003376113085049093e-01,3.958125803236549611e+00,3.296583229734148190e+00,1.729496485652958881e+02,9.034937130126355909e-01,6.480769167227578009e-01
1.963446723361681023e+00,2.980417245980551577e+00,4.225597921268316459e-01,2.371512085950797655e-01,8.832307721851710980e+00,1.002105654065637980e-01,3.966996194454197155e+00,3.304670413263283812e+00,1.733739289343250789e+02,9.038151856579604848e-01,6.446266399754421172e-01
1.964942471235617827e+00,2.982500032941083123e+00,4.223556637947292747e-01,2.369661893582724888e-01,8.842941018128646746e+00,1.000840122033206936e-01,3.975881121913555027e+00,3.312770413025472926e+00,1.737988816852867444e+02,9.041352161153418665e-01,6.411952266431768521e-01
1.966438219109554852e+00,2.984583466731088208e+00,4.221517240814449679e-01,2.367820471200783039e-01,8.853582463833589600e+00,9.995794942327500265e-02,3.984780596232408545e+00,3.320883238619374733e+00,1.742245073217582387e+02,9.044538120617032773e-01,6.377825938787111681e-01
1.967933966983491878e+00,2.986667547055740446e+00,4.219479727419244153e-01,2.365987781651716360e-01,8.864232060993998630e+00,9.983237480001046216e-02,3.993694628005627578e+00,3.329008899642305064e+00,1.746508063472464585e+02,9.047709811319509798e-01,6.343886587968512458e-01
1.969429714857428904e+00,2.988752273620615796e+00,4.217444095314985542e-01,2.364163787895626756e-01,8.874889811636757386e+00,9.970728607617920791e-02,4.002623227805084838e+00,3.337147405690050750e+00,1.750777792651781226e+02,9.050867309191591437e-01,6.310133383222762404e-01
1.970925462731365707e+00,2.990837646131689009e+00,4.215410342058817927e-01,2.362348453006087035e-01,8.885555717788175656e+00,9.958268100348509344e-02,4.011566406179586153e+00,3.345298766356685771e+00,1.755054265788900238e+02,9.054010689747569174e-01,6.276565494176225002e-01
1.972421210605302733e+00,2.992923664295342068e+00,4.213378465211721768e-01,2.360541740170248870e-01,8.896229781474019660e+00,9.945855734266730031e-02,4.020524173654824729e+00,3.353462991234422041e+00,1.759337487916212979e+02,9.057140028087129480e-01,6.243182092355397117e-01
1.973916958479239758e+00,2.995010327818351747e+00,4.211348462338507792e-01,2.358743612688946056e-01,8.906912004719464093e+00,9.933491286348369864e-02,4.029496540733267018e+00,3.361640089913387364e+00,1.763627464065017421e+02,9.060255398897217871e-01,6.209982348338627389e-01
1.975412706353176784e+00,2.997097636407895838e+00,4.209320331007806448e-01,2.356954033976791374e-01,8.917602389549127651e+00,9.921174534469372197e-02,4.038483517894111863e+00,3.369830071981477548e+00,1.767924199265440279e+02,9.063356876453881883e-01,6.176965431373133697e-01
1.976908454227113587e+00,2.999185589771553584e+00,4.207294068792064579e-01,2.355172967562264019e-01,8.928300937987069474e+00,9.908905257404118649e-02,4.047485115593215887e+00,3.378032947024172561e+00,1.772227698546341230e+02,9.066444534624145124e-01,6.144130513744698874e-01
1.978404202101050613e+00,3.001274187617299471e+00,4.205269673267538200e-01,2.353400377087796480e-01,8.939007652056782049e+00,9.896683234823698549e-02,4.056501344263015341e+00,3.386248724624355333e+00,1.776537966935217412e+02,9.069518446867848027e-01,6.111476766030534691e-01
1.979899949974987639e+00,3.003363429653505001e+00,4.203247142014286952e-01,2.351636226309852806e-01,8.949722533781187650e+00,9.884508247294152006e-02,4.065532214312451487e+00,3.394477414362127909e+00,1.780855009458106792e+02,9.072578686239501922e-01,6.079003358239134513e-01
1.981395697848924442e+00,3.005453315588940466e+00,4.201226472616166330e-01,2.349880479099001329e-01,8.960445585182652550e+00,9.872380076274683836e-02,4.074577736126914651e+00,3.402719025814647580e+00,1.785178831139502620e+02,9.075625325390159759e-01,6.046709463606276813e-01
1.982891445722861468e+00,3.007543845132770510e+00,4.199207662660823792e-01,2.348133099439980165e-01,8.971176808282983473e+00,9.860298504115874718e-02,4.083637920068161620e+00,3.410973568555943025e+00,1.789509437002256220e+02,9.078658436569249091e-01,6.014594254799163764e-01
1.984387193596798493e+00,3.009635017994555017e+00,4.197190709739689884e-01,2.346394051431762162e-01,8.981916205103420481e+00,9.848263314057864592e-02,4.092712776474248138e+00,3.419241052156733129e+00,1.793846832067483490e+02,9.081678091626437244e-01,5.982656903535996662e-01
1.985882941470735519e+00,3.011726833884248222e+00,4.195175611447970465e-01,2.344663299287609304e-01,8.992663777664644087e+00,9.836274290228512462e-02,4.101802315659456966e+00,3.427521486184256894e+00,1.798191021354474231e+02,9.084684362013470960e-01,5.950896583244116300e-01
1.987378689344672322e+00,3.013819292512198267e+00,4.193162365384648926e-01,2.342940807335123221e-01,9.003419527986778803e+00,9.824331217641564529e-02,4.110906547914233045e+00,3.435814880202095356e+00,1.802542009880598357e+02,9.087677318786040459e-01,5.919312469439859115e-01
1.988874437218609348e+00,3.015912393589144980e+00,4.191150969152468986e-01,2.341226540016290436e-01,9.014183458089384260e+00,9.812433882194757095e-02,4.120025483505102670e+00,3.444121243769993956e+00,1.806899802661214665e+02,9.090657032605607979e-01,5.887903735360566770e-01
1.990370185092546373e+00,3.018006136826221208e+00,4.189141420357936907e-01,2.339520461887523717e-01,9.024955569991467641e+00,9.800582070667958334e-02,4.129159132674614874e+00,3.452440586443687121e+00,1.811264404709577036e+02,9.093623573741274058e-01,5.856669556714990676e-01
1.991865932966483399e+00,3.020100521934951932e+00,4.187133716611306511e-01,2.337822537619694274e-01,9.035735865711478354e+00,9.788775570721226782e-02,4.138307505641264150e+00,3.460772917774726398e+00,1.815635821036745199e+02,9.096577012071608292e-01,5.825609111110310323e-01
1.993361680840420203e+00,3.022195548627250261e+00,4.185127855526588614e-01,2.336132731998164513e-01,9.046524347267300925e+00,9.777014170892948941e-02,4.147470612599418516e+00,3.469118247310296610e+00,1.820014056651487806e+02,9.099517417086495641e-01,5.794721574633285854e-01
1.994857428714357228e+00,3.024291216615420996e+00,4.183123834721524381e-01,2.334451009922808296e-01,9.057321016676274539e+00,9.765297660597832552e-02,4.156648463719256448e+00,3.477476584593050646e+00,1.824399116560195182e+02,9.102444857888979390e-01,5.764006125271805558e-01
