case,t,shock_time_inviscid,energy,dissipation,equation_residual_defect,energy_balance_defect,enstrophy,max_gradient,activity_pressure,low_mode_fraction,high_mode_fraction,H,B,S_eff,V,R_resp,R_rob,MAAT_warning
burgers_shock_warning,0.555,1.3334230027831278,0.2654920373065513,0.000291241031664303,0.006483396852700118,0.1804102321785645,0.582482063328606,1.2827060052925854,0.9319713013242786,0.9999949717610079,5.028238992066392e-06,0.9935583668116396,0.8471631071465726,0.9961296486680292,0.9999949717610079,0.9441755398313362,0.9441755398313362,0.053892728165516546
burgers_shock_warning,0.56,1.3334230027831278,0.26549084209945006,0.00029169882466473105,0.0065062822360300015,0.18051976828444863,0.583397649329462,1.2908719735403023,0.933436238925646,0.9999944058742817,5.594125718322296e-06,0.9935357758308514,0.8470845019844242,0.9962999748724877,0.9999944058742817,0.9441390027583738,0.9441390027583738,0.053970429260034744
burgers_shock_warning,0.5650000000000001,1.3334230027831278,0.26548964512267775,0.00029216962668241907,0.006529620018738744,0.18062887863767327,0.5843392533648382,1.2989966889946258,0.9349428053822454,0.9999937955592121,6.2044407879158214e-06,0.9935127393284092,0.8470062168510558,0.996470896317564,0.9999937955592121,0.9441024280284984,0.9441024280284984,0.054049397215229444
burgers_shock_warning,0.5700000000000001,1.3334230027831278,0.26548844632231405,0.0002926535690939372,0.00655341798077698,0.1807375742486277,0.5853071381878744,1.3070693996844078,0.9364914210991009,0.9999931394680134,6.860531986618845e-06,0.99348924968739,0.8469282436754487,0.9966421210855977,0.9999931394680134,0.9440658098331068,0.9440658098331068,0.05412964952969243
burgers_shock_warning,0.5750000000000001,1.3334230027831278,0.2654872456439147,0.00029315078772763935,0.006577684137538804,0.18084586462652227,0.5863015754552787,1.315460429393999,0.9380825207269452,0.9999924364273285,7.563572671509533e-06,0.99346529906117,0.846850575469712,0.9968133469898075,0.9999924364273285,0.9440291427474596,0.9440291427474596,0.054211203665230974
burgers_shock_warning,0.58,1.3334230027831278,0.2654860430324951,0.00029366142297022657,0.006602426748104796,0.18095376076257907,0.5873228459404531,1.3245717949997933,0.9397165535032217,0.9999916854610273,8.314538972653551e-06,0.9934408793654169,0.8467732041890179,0.9969842613164667,0.9999916854610273,0.943992420940165,0.943992420940165,0.05429407781780477
burgers_shock_warning,0.585,1.3334230027831278,0.26548483843251275,0.000294185619877803,0.006627654322901219,0.18106127432085023,0.5883712397556059,1.3336679082266236,0.9413939836074634,0.9999908858128507,9.114187149328323e-06,0.9934159822706647,0.8466961213126165,0.9971545405573888,0.9999908858128507,0.9439556383937614,0.9439556383937614,0.05437829071170691
burgers_shock_warning,0.59,1.3334230027831278,0.2654836317878445,0.0002947235282915955,0.006653375631692605,0.18116841492813765,0.5894470565831911,1.3427381129196672,0.9431152905315969,0.9999900369686314,9.963031368576125e-06,0.9933905991945663,0.8466193197867047,0.9973238501324289,0.9999900369686314,0.9439187896312555,0.9439187896312555,0.05446386090167811
burgers_shock_warning,0.595,1.3334230027831278,0.2654824230417695,0.0002952753029585339,0.006679599712725268,0.18127519382412324,0.5905506059170679,1.3517708914554705,0.944880969465797,0.9999891386777975,1.0861322202515566e-05,0.9933647212930197,0.8465427914072385,0.9974918441016929,0.9999891386777975,0.9438818687475016,0.9438818687475016,0.05455080771931405
burgers_shock_warning,0.6,1.3334230027831278,0.26548121213694825,0.00029584110365688134,0.006706335881474907,0.181381621967908,0.5916822073137626,1.3607538175070168,0.9466915317005057,0.9999881909738612,1.1809026138842604e-05,0.9933383394516904,0.8464665281776025,0.9976581648671351,0.9999881909738612,0.9438448699174605,0.9438448699174605,0.054639150788133355
burgers_shock_warning,0.605,1.3334230027831278,0.2654799990154011,0.00029642109532712445,0.006733593740101993,0.18148770975304981,0.5928421906542489,1.369673508423286,0.9485475050452808,0.9999871941935609,1.2805806439142309e-05,0.9933114442768457,0.8463905225125162,0.99782244286321,0.9999871941935609,0.943807787475119,0.943807787475119,0.05472890995451618
burgers_shock_warning,0.61,1.3334230027831278,0.2654787836184891,0.0002970154482083435,0.006761383187444055,0.18159346913327015,0.594030896416687,1.3785155776254845,0.9504494342651788,0.9999861489943207,1.3851005679299533e-05,0.9932840260856677,0.8463147657150867,0.9979842962362301,0.9999861489943207,0.9437706153498312,0.9437706153498312,0.05482010584515638
burgers_shock_warning,0.615,1.3334230027831278,0.26547756588689003,0.0002976243379802872,0.006789714428895198,0.18169891062735383,0.5952486759605744,1.3883540828777967,0.9523978815353954,0.9999850563696758,1.4943630324171231e-05,0.9932560748966862,0.8462392501226125,0.9981433305120697,0.9999850563696758,0.9437333478656963,0.9437333478656963,0.05491275909819342
