case,t,energy,enstrophy,palinstrophy,equation_residual_defect,enstrophy_balance_defect,activity_pressure,low_mode_fraction,high_mode_fraction,H,B,S_eff,V,R_resp,R_rob,MAAT_warning
2d_navier_stokes_regular_control,3.56,0.11831803148242104,0.41302539597952226,8.349833368509215,0.10759617732372492,0.04549923296543381,1.7383620584631454,0.9197591936654607,0.08024080633453934,0.9028561315698032,0.9564808547621976,0.8280081380027945,0.9197591936654607,0.9260966722121272,0.9005356165783822,0.1416636054901219
2d_navier_stokes_regular_control,3.6,0.11825425241896959,0.4117471889209522,8.367982190121237,0.1074073898177776,0.04531415882966785,1.7421404839123455,0.9197386606303063,0.08026133936969371,0.9030100477878774,0.9566502008540652,0.8267794018023988,0.9197386606303063,0.9261970583246096,0.9002745227258214,0.14219245211868317
2d_navier_stokes_regular_control,3.64,0.1181906665627045,0.41046615085715654,8.384884695446232,0.10765735688038526,0.045128443676472306,1.7456594372438883,0.9197460752751024,0.08025392472489756,0.9028062638579927,0.9568201937766396,0.8256347665336339,0.9197460752751024,0.9261847228757046,0.8999537748621117,0.14279280338645245
2d_navier_stokes_regular_control,3.68,0.118127274546083,0.40918247269583874,8.400522733968508,0.1084290945711712,0.04494175394519295,1.748915139679632,0.9197685059219445,0.08023149407805552,0.90217768993774,0.9569911396730825,0.8245755402104212,0.9197685059219445,0.9260323919144939,0.8995540137114268,0.14349401621114735
2d_navier_stokes_regular_control,3.72,0.11806407696524962,0.40789634838122335,8.414874923842756,0.10971132839656679,0.044753838992703236,1.7519031397069555,0.9197932376007397,0.08020676239926028,0.9011352541970624,0.9571632691621862,0.8236032376313884,0.9197932376007397,0.9257393810110696,0.8990752978763502,0.14429770156261493
2d_navier_stokes_regular_control,3.7600000000000002,0.11800107437884666,0.4066079753006305,8.427918237069758,0.11140746158115247,0.04456456182751712,1.7546186430984343,0.9198081281889358,0.08019187181106424,0.8997600201256002,0.957336709040225,0.8227194745232475,0.9198081281889358,0.9253290904471616,0.898535222691284,0.14518026382335653
2d_navier_stokes_regular_control,3.8000000000000003,0.11793826730684684,0.40531755439697303,8.439629988170719,0.11336459765143338,0.04437390511497993,1.7570569269363918,0.9198019982604243,0.0801980017395757,0.8981783704183083,0.9575114765912363,0.8219258340991287,0.9198019982604243,0.9248407907929048,0.8979628921582146,0.1461014163577217
2d_navier_stokes_regular_control,3.84,0.11787565622946072,0.4040252899574084,8.449989817331772,0.11541050964915112,0.044181955021511524,1.7592137524861875,0.9197650442323748,0.08023495576762518,0.8965309106819757,0.9576874942063127,0.8212237337972871,0.9197650442323748,0.9243192434910308,0.8973913295134931,0.1470149812410968
2d_navier_stokes_regular_control,3.88,0.11781324158617058,0.4027313891096644,8.458981324374868,0.11738688310141644,0.04398886954527859,1.7610857053746212,0.9196892562153138,0.08031074378468617,0.8949451753222682,0.9578646182650985,0.8206143155435501,0.9196892562153138,0.923805531953853,0.8968507820096657,0.14787844698243782
2d_navier_stokes_regular_control,3.92,0.11775102377492641,0.4014360611030269,8.466593131592601,0.11917167978133682,0.043794839829215275,1.7626704168628224,0.9195688139709948,0.08043118602900523,0.893517963388226,0.9580426745198503,0.820098374624008,0.9195688139709948,0.9233310894807685,0.8963643633054912,0.14865919923365145
2d_navier_stokes_regular_control,3.96,0.11768900315152733,0.4001395164741079,8.472819302503204,0.12068846999995399,0.04360005312983925,1.763966651027365,0.919400427881996,0.08059957211800395,0.892308635958431,0.9582214920370316,0.8196763321349732,0.919400427881996,0.9229154189925212,0.895946392413294,0.14933689537354417
2d_navier_stokes_regular_control,4.0,0.11762718002919628,0.3988419661964011,8.4776591924002,0.12190415227621983,0.04340466494003806,1.7649742736460161,0.919183588196213,0.08081641180378696,0.8913417407103006,0.9584009288069145,0.8193482458703506,0.919183588196213,0.9225669888412483,0.8956030524197758,0.1499025156145638
