case,t,energy,enstrophy,palinstrophy,equation_residual_defect,enstrophy_balance_defect,activity_pressure,low_mode_fraction,high_mode_fraction,H,B,S_eff,V,R_resp,R_rob,MAAT_warning
2d_navier_stokes_regular_control,2.88,0.11943106847884821,0.43414539693381415,7.862924802884799,0.1045069693767974,0.04879628493401877,1.636991966502458,0.9327603017716992,0.06723969822830078,0.905381340023808,0.9534740105061599,0.8607550696269883,0.9327603017716992,0.9303295545809444,0.9124257026158497,0.1195809245985403
2d_navier_stokes_regular_control,2.92,0.11936413190719644,0.43294276752947863,7.900221455525706,0.1046338337239906,0.04857935699361091,1.644756802397645,0.9312643839149718,0.0687356160850282,0.9052773593116876,0.9536712632481217,0.8582683428344284,0.9312643839149718,0.9298604646958428,0.9114211674982465,0.1214090553902175
2d_navier_stokes_regular_control,2.96,0.11929737320514562,0.43173434676816724,7.936497843454852,0.10471103718177996,0.04836744025113639,1.6523092281301093,0.929828064195768,0.07017193580423198,0.9052140934077137,0.9538640381281299,0.8558451812155147,0.929828064195768,0.9294231325965614,0.91045589155993,0.12317887653274229
2d_navier_stokes_regular_control,3.0,0.11923079347473499,0.43052029467398545,7.971746258414209,0.1048292416031305,0.04816017185202427,1.6596476389081498,0.9284647081935296,0.07153529180647045,0.9051172455835609,0.9540526599413439,0.8534867388402696,0.9284647081935296,0.9289967521005079,0.9095149479700677,0.12490829092037427
2d_navier_stokes_regular_control,3.04,0.11916439379629301,0.4293007721424009,8.005958788211194,0.10504569056724114,0.047957149912047484,1.6667703874826807,0.9271860058983693,0.0728139941016307,0.9049399572669984,0.9542374896568315,0.8511941257674801,0.9271860058983693,0.9285694030218957,0.9085899556048005,0.12660656845072807
2d_navier_stokes_regular_control,3.08,0.11909817522814234,0.4280759410322398,8.039126402098795,0.10537861941132835,0.04775792099493596,1.6736755937313958,0.9260017017168767,0.07399829828312332,0.9046673985177603,0.9544189358648936,0.8489684736319221,0.9260017017168767,0.9281395030753252,0.9076801411469266,0.12827273850157536
2d_navier_stokes_regular_control,3.12,0.11903213880618738,0.42684596438490274,8.071238087342854,0.10582074839519458,0.04756197714901727,1.6803609648996531,0.9249194046000437,0.07508059539995626,0.9043056946175361,0.9545974575380647,0.8468109979772853,0.9249194046000437,0.9277119339347112,0.9067894943453612,0.1298994102177686
2d_navier_stokes_regular_control,3.16,0.11896628554337994,0.42561100676161095,8.102280157308291,0.1063561954122887,0.04736876586235988,1.6868236515500945,0.9239444773393843,0.07605552266061566,0.9038680346769744,0.9547735550206538,0.844723049076718,0.9239444773393843,0.9272932414163688,0.9059232525631599,0.13147761444970832
2d_navier_stokes_regular_control,3.2,0.11890061642905958,0.42437123467020954,8.132235904966391,0.10696625789502737,0.04717771817975197,1.6930601754259038,0.9230799996584838,0.07692000034151625,0.9033699020795528,0.9549477444365813,0.8427061393520616,0.9230799996584838,0.9268899824681855,0.9050866952477885,0.13299849758508486
2d_navier_stokes_regular_control,3.24,0.11883513242816726,0.4231268170188752,8.16108583153431,0.10762074189757712,0.046988295258621415,1.6990664770515458,0.9223267964456083,0.07767320355439167,0.9028361082213021,0.955120515223129,0.8407619317161357,0.9223267964456083,0.9265111282607229,0.9042869007375625,0.13445087999860025
2d_navier_stokes_regular_control,3.2800000000000002,0.11876983448034194,0.42187792549567404,8.188808615192348,0.10826439031712393,0.04680004298333287,1.704838117411205,0.9216835204568274,0.07831647954317256,0.902311766702037,0.9552922802238766,0.8388921775132157,0.9216835204568274,0.9261718362731276,0.9035354861708631,0.13581739480511784
2d_navier_stokes_regular_control,3.3200000000000003,0.11870472349892924,0.4206247347575234,8.215382749129548,0.10881332385077594,0.04661263478160024,1.710370618975508,0.9211467780363181,0.07885322196368194,0.9018650646504857,0.9554633364508092,0.837098608681283,0.9211467780363181,0.9258944397825019,0.9028492925373879,0.13707348173693681
2d_navier_stokes_regular_control,3.36,0.11863980036994473,0.41936742234427954,8.240788457072435,0.10917073916376988,0.04642588221742488,1.7156598644978045,0.9207112867281741,0.07928871327182585,0.9015744507954868,0.9556338551957008,0.8353828105706264,0.9207112867281741,0.9257041201714568,0.9022471755732921,0.13819188658194312
2d_navier_stokes_regular_control,3.4,0.11857506595104175,0.41810616831447234,8.265009268770271,0.10925892445869845,0.046239704038537714,1.7207024250163765,0.9203700549494103,0.07962994505058973,0.9015027762683855,0.955803910079067,0.8337461172789975,0.9203700549494103,0.9256201148801751,0.9017435487318238,0.13915181708558522
2d_navier_stokes_regular_control,3.44,0.11851052107051985,0.4168411546997337,8.288032664473226,0.10905456481563001,0.04605406226032762,1.7254956940291384,0.9201145760239808,0.07988542397601917,0.901668891436591,0.9559735352866817,0.8321895697127542,0.9201145760239808,0.9256460570665038,0.9013413260473148,0.1399490301225296
2d_navier_stokes_regular_control,3.48,0.11844616652638545,0.41557256495012473,8.309849498563693,0.1086119552179795,0.04586888890852183,1.7300377674987344,0.9199350316918876,0.08006496830811238,0.9020288797114551,0.9561427924714434,0.8307139562599537,0.9199350316918876,0.9257636375761866,0.9010273327162408,0.1406024688678763
2d_navier_stokes_regular_control,3.52,0.1183820030854489,0.4143005835562969,8.330452355375783,0.10806362849178203,0.0456840310352176,1.7343271015485802,0.9198205034769736,0.08017949652302636,0.9024752498745306,0.9563118210861546,0.8293199259220553,0.9198205034769736,0.9259324478549005,0.9007722588362337,0.14115443886450288
