k_hMpc,t,delta_lambda_a
1.000000000000000056e-01,2.112112112112112250e+00,4.267157891919388935e-02
1.000000000000000056e-01,2.122122122122122256e+00,4.311343076757881421e-02
1.000000000000000056e-01,2.132132132132132263e+00,4.355960187762623892e-02
1.000000000000000056e-01,2.142142142142142269e+00,4.401013696373503453e-02
1.000000000000000056e-01,2.152152152152152276e+00,4.446508117750382072e-02
1.000000000000000056e-01,2.162162162162162282e+00,4.492448011225597115e-02
1.000000000000000056e-01,2.172172172172172289e+00,4.538837980760885432e-02
1.000000000000000056e-01,2.182182182182182295e+00,4.585682675408781633e-02
1.000000000000000056e-01,2.192192192192192302e+00,4.632986789778529430e-02
1.000000000000000056e-01,2.202202202202202308e+00,4.680755064506561536e-02
1.000000000000000056e-01,2.212212212212212314e+00,4.728992286731589084e-02
1.000000000000000056e-01,2.222222222222222321e+00,4.777703290574347034e-02
1.000000000000000056e-01,2.232232232232232327e+00,4.826892957622053171e-02
1.000000000000000056e-01,2.242242242242242334e+00,4.876566217417614701e-02
1.000000000000000056e-01,2.252252252252252340e+00,4.926728047953645578e-02
1.000000000000000056e-01,2.262262262262262347e+00,4.977383476171335502e-02
1.000000000000000056e-01,2.272272272272272353e+00,5.028537578464221947e-02
1.000000000000000056e-01,2.282282282282282360e+00,5.080195481186917938e-02
1.000000000000000056e-01,2.292292292292292366e+00,5.132362361168846254e-02
1.000000000000000056e-01,2.302302302302302373e+00,5.185043446233027903e-02
1.000000000000000056e-01,2.312312312312312379e+00,5.238244015719981106e-02
1.000000000000000056e-01,2.322322322322322385e+00,5.291969401016783509e-02
1.000000000000000056e-01,2.332332332332332392e+00,5.346224986091344805e-02
1.000000000000000056e-01,2.342342342342342398e+00,5.401016208031950844e-02
1.000000000000000056e-01,2.352352352352352405e+00,5.456348557592129167e-02
1.000000000000000056e-01,2.362362362362362411e+00,5.512227579740889422e-02
1.000000000000000056e-01,2.372372372372372418e+00,5.568658874218397614e-02
1.000000000000000056e-01,2.382382382382382424e+00,5.625648096097136952e-02
1.000000000000000056e-01,2.392392392392392431e+00,5.683200956348612859e-02
1.000000000000000056e-01,2.402402402402402437e+00,5.741323222415657679e-02
1.000000000000000056e-01,2.412412412412412444e+00,5.800020718790394741e-02
1.000000000000000056e-01,2.422422422422422450e+00,5.859299327597917301e-02
1.000000000000000056e-01,2.432432432432432456e+00,5.919164989185741327e-02
1.000000000000000056e-01,2.442442442442442463e+00,5.979623702719092521e-02
1.000000000000000056e-01,2.452452452452452469e+00,6.040681526782085836e-02
1.000000000000000056e-01,2.462462462462462476e+00,6.102344579984859269e-02
1.000000000000000056e-01,2.472472472472472482e+00,6.164619041576720193e-02
1.000000000000000056e-01,2.482482482482482489e+00,6.227511152065368094e-02
1.000000000000000056e-01,2.492492492492492495e+00,6.291027213842255439e-02
1.000000000000000056e-01,2.502502502502502502e+00,6.355173591814149148e-02
1.000000000000000056e-01,2.512512512512512508e+00,6.419956714040950252e-02
1.000000000000000056e-01,2.522522522522522515e+00,6.485383072379852232e-02
1.000000000000000056e-01,2.532532532532532521e+00,6.551459223135880361e-02
1.000000000000000056e-01,2.542542542542542527e+00,6.618191787718892549e-02
1.000000000000000056e-01,2.552552552552552534e+00,6.685587453307104133e-02
1.000000000000000056e-01,2.562562562562562540e+00,6.753652973517203228e-02
1.000000000000000056e-01,2.572572572572572547e+00,6.822395169081117705e-02
1.000000000000000056e-01,2.582582582582582553e+00,6.891820928529511503e-02
1.000000000000000056e-01,2.592592592592592560e+00,6.961937208882074124e-02
1.000000000000000056e-01,2.602602602602602566e+00,7.032751036344667139e-02
1.000000000000000056e-01,2.612612612612612573e+00,7.104269507013406815e-02
1.000000000000000056e-01,2.622622622622622579e+00,7.176499787585752244e-02
1.000000000000000056e-01,2.632632632632632586e+00,7.249449116078660049e-02
1.000000000000000056e-01,2.642642642642642592e+00,7.323124802553888923e-02
1.000000000000000056e-01,2.652652652652652598e+00,7.397534229850523391e-02
1.000000000000000056e-01,2.662662662662662605e+00,7.472684854324788961e-02
1.000000000000000056e-01,2.672672672672672611e+00,7.548584206597232227e-02
1.000000000000000056e-01,2.682682682682682618e+00,7.625239892307342227e-02
1.000000000000000056e-01,2.692692692692692624e+00,7.702659592875689409e-02
1.000000000000000056e-01,2.702702702702702631e+00,7.780851066273655747e-02
1.000000000000000056e-01,2.712712712712712637e+00,7.859822147800835102e-02
1.000000000000000056e-01,2.722722722722722644e+00,7.939580750870184334e-02
1.000000000000000056e-01,2.732732732732732650e+00,8.020134867800997325e-02
1.000000000000000056e-01,2.742742742742742657e+00,8.101492570619787947e-02
1.000000000000000056e-01,2.752752752752752663e+00,8.183662011869158315e-02
1.000000000000000056e-01,2.762762762762762669e+00,8.266651425424731414e-02
1.000000000000000056e-01,2.772772772772772676e+00,8.350469127320239715e-02
1.000000000000000056e-01,2.782782782782782682e+00,8.435123516580839143e-02
1.000000000000000056e-01,2.792792792792792689e+00,8.520623076064741397e-02
1.000000000000000056e-01,2.802802802802802695e+00,8.606976373313247886e-02
1.000000000000000056e-01,2.812812812812812702e+00,8.694192061409261596e-02
1.000000000000000056e-01,2.822822822822822708e+00,8.782278879844380992e-02
1.000000000000000056e-01,2.832832832832832715e+00,8.871245655394642549e-02
1.000000000000000056e-01,2.842842842842842721e+00,8.961101303005010454e-02
