z,a,D_LCDM,D_MAAT,fsigma8_LCDM,fsigma8_MAAT,dD_pct,dfsigma8_pct
6.477346305177586139e+00,1.337372858212496629e-01,3.025122897273959111e-01,3.023266676864973523e-01,1.678289062629266248e-01,1.677274220338080546e-01,-6.136016525670049543e-02,-6.046886163911567580e-02
6.408656834939563396e+00,1.349772330233942608e-01,3.044280522572450076e-01,3.042412720267983484e-01,1.688752734285017820e-01,1.687732009935497823e-01,-6.135447409059002766e-02,-6.044249870317160156e-02
6.340598369757211472e+00,1.362286764141646955e-01,3.063557561777013882e-01,3.061678110526355745e-01,1.699276534963785057e-01,1.698249908414589393e-01,-6.134865145370284323e-02,-6.041550789833882718e-02
6.273165113001457627e+00,1.374917225806419896e-01,3.082954700034733486e-01,3.081063532560348595e-01,1.709860621472459319e-01,1.708828073006857240e-01,-6.134269421356029761e-02,-6.038787329419237349e-02
6.206351321293051448e+00,1.387664790981308627e-01,3.102472624241094934e-01,3.100569673043573338e-01,1.720505144192385760e-01,1.719466654539197892e-01,-6.133659915813383795e-02,-6.035957850479668069e-02
6.140151304013396150e+00,1.400530545393220971e-01,3.122112022965246036e-01,3.120197220328493892e-01,1.731210246790435836e-01,1.730165797145728213e-01,-6.133036299362339822e-02,-6.033060667495314389e-02
6.074559422819876708e+00,1.413515584835396133e-01,3.141873586371905502e-01,3.139946864368587387e-01,1.741976065920649019e-01,1.740925637970021644e-01,-6.132398234210967303e-02,-6.030094047659690509e-02
6.009570091165619132e+00,1.426621015260738090e-01,3.161758006139822608e-01,3.159819296637064734e-01,1.752802730915090923e-01,1.751746306856938329e-01,-6.131745373912522029e-02,-6.027056208436323143e-02
5.945177773823694167e+00,1.439847952876008585e-01,3.181765975376667499e-01,3.179815210042027385e-01,1.763690363465611477e-01,1.762627926035345016e-01,-6.131077363127489244e-02,-6.023945315314845061e-02
5.881376986415664199e+00,1.453197524236896632e-01,3.201898188530234446e-01,3.199935298837953135e-01,1.774639077294554168e-01,1.773570609789524299e-01,-6.130393837357880904e-02,-6.020759481182801770e-02
5.818162294944476898e+00,1.466670866343968982e-01,3.222155341295840913e-01,3.220180258533381634e-01,1.785648977814847660e-01,1.784574464120384785e-01,-6.129694422693377637e-02,-6.017496763433258927e-02
5.755528315331641664e+00,1.480269126739509611e-01,3.242538130519793116e-01,3.240550785794683586e-01,1.796720161779013225e-01,1.795639586395062770e-01,-6.128978735528238520e-02,-6.014155164154939143e-02
5.693469712958660445e+00,1.493993463605257921e-01,3.263047254098795924e-01,3.261047578345778741e-01,1.807852716916671931e-01,1.806766064985751152e-01,-6.128246382289865429e-02,-6.010732626350696883e-02
5.631981202212671178e+00,1.507845045861052058e-01,3.283683410875170017e-01,3.281671334863678902e-01,1.819046721560253765e-01,1.817953978896505729e-01,-6.127496959138502980e-02,-6.007227031589142813e-02
5.571057546036269237e+00,1.521825053264387329e-01,3.304447300527740827e-01,3.302422754869711041e-01,1.830302244258815436e-01,1.829203397377920648e-01,-6.126730051668408811e-02,-6.003636199111848926e-02
5.510693555481457118e+00,1.535934676510898045e-01,3.325339623458268834e-01,3.323302538616291768e-01,1.841619343379625462e-01,1.840514379529710753e-01,-6.125945234605990192e-02,-5.999957884276712478e-02
5.450884089267692190e+00,1.550175117335770569e-01,3.346361080673264654e-01,3.344311386969107680e-01,1.852998066696570356e-01,1.851886973890487509e-01,-6.125142071472423899e-02,-5.996189775112104048e-02
5.391624053344001410e+00,1.564547588616096718e-01,3.367512373661053493e-01,3.365450001284549519e-01,1.864438450965476002e-01,1.863321218014410696e-01,-6.124320114262348652e-02,-5.992329489272014975e-02
5.332908400455114162e+00,1.579053314474175851e-01,3.388794204263932963e-01,3.386719083282256904e-01,1.875940521486564316e-01,1.874817138034663433e-01,-6.123478903100840892e-02,-5.988374572828529530e-02
5.274732129711577677e+00,1.593693530381775358e-01,3.410207274545263290e-01,3.408119334912615428e-01,1.887504291652492838e-01,1.886374748212654717e-01,-6.122617965872116652e-02,-5.984322498409876123e-02
5.217090286163827528e+00,1.608469483265356770e-01,3.431752286651346684e-01,3.429651458219045157e-01,1.899129762482365258e-01,1.897994050473376937e-01,-6.121736817873542347e-02,-5.980170662502935774e-02
5.159977960380166095e+00,1.623382431612278853e-01,3.453429942667912700e-01,3.451316155194923407e-01,1.910816922141095608e-01,1.909675033926913068e-01,-6.120834961418986087e-02,-5.975916378755111863e-02
5.103390288028622379e+00,1.638433645577984377e-01,3.475240944471056914e-01,3.473114127634970294e-01,1.922565745444094754e-01,1.921417674373491202e-01,-6.119911885448647143e-02,-5.971556880819998275e-02
5.047322449462646965e+00,1.653624407094181070e-01,3.497185993572450302e-01,3.495046076980922178e-01,1.934376193346490913e-01,1.933221933794440073e-01,-6.118967065123560173e-02,-5.967089318101870266e-02
4.991769669310619939e+00,1.668956009978024568e-01,3.519265790958649998e-01,3.517112704161325376e-01,1.946248212416188395e-01,1.945087759827722473e-01,-6.117999961401379694e-02,-5.962510747923904786e-02
4.936727216069122015e+00,1.684429760042316371e-01,3.541481036924324921e-01,3.539314709425261385e-01,1.958181734291477294e-01,1.957015085225931594e-01,-6.117010020601238579e-02,-5.957818138712362571e-02
4.882190401699954663e+00,1.700046975206718491e-01,3.563832430899210868e-01,3.561652792169822668e-01,1.970176675121770582e-01,1.969003827299307952e-01,-6.115996673946432621e-02,-5.953008363527297758e-02
4.828154581230842624e+00,1.715808985610005888e-01,3.586320671268609095e-01,3.584127650761146922e-01,1.982232934990912909e-01,1.981053887340930297e-01,-6.114959337103628018e-02,-5.948078195905957127e-02
4.774615152359819703e+00,1.731717133723354729e-01,3.608946455187228008e-01,3.606739982348817208e-01,1.994350397324297641e-01,1.993165150035070832e-01,-6.113897409698007546e-02,-5.943024309153426693e-02
4.721567555063248989e+00,1.747772774464681766e-01,3.631710478386164787e-01,3.629490482673426999e-01,2.006528928276646861e-01,2.005337482847618091e-01,-6.112810274800029725e-02,-5.937843268734083191e-02
4.669007271207433973e+00,1.763977275314045357e-01,3.654613434972834307e-01,3.652379845867106400e-01,2.018768376103220463e-01,2.017570735398531157e-01,-6.111697298416213231e-02,-5.932531531928806473e-02
4.616929824163806373e+00,1.780332016430114794e-01,3.677656017223624452e-01,3.675408764246801407e-01,2.031068570511058990e-01,2.029864738815373715e-01,-6.110557828949876591e-02,-5.927085442429777529e-02
4.565330778427646230e+00,1.796838390767721005e-01,3.700838915369065729e-01,3.698577928100091339e-01,2.043429321991611924e-01,2.042219305068042612e-01,-6.109391196641460881e-02,-5.921501226134796153e-02
4.514205739240299664e+00,1.813497804196496088e-01,3.724162817371297063e-01,3.721888025463327976e-01,2.055850421134093886e-01,2.054634226284578757e-01,-6.108196712985686921e-02,-5.915774985439963690e-02
4.463550352214876504e+00,1.830311675620612810e-01,3.747628408693605140e-01,3.745339741891869356e-01,2.068331637918878196e-01,2.067109274046266543e-01,-6.106973670139285992e-02,-5.909902697429975094e-02
4.413360302965378956e+00,1.847281437099634882e-01,3.771236372061805842e-01,3.768933760222182849e-01,2.080872720989974112e-01,2.079644198662852494e-01,-6.105721340304402778e-02,-5.903880207229341565e-02
4.363631316739240873e+00,1.864408533970486892e-01,3.794987387217230168e-01,3.792670760325586587e-01,2.093473396907337414e-01,2.092238728427369410e-01,-6.104438975072076778e-02,-5.897703222749162838e-02
4.314359158053240328e+00,1.881694424970556112e-01,3.818882130661084284e-01,3.816551418853383892e-01,2.106133369377803377e-01,2.104892568849169587e-01,-6.103125804767699225e-02,-5.891367311654857608e-02
4.265539630332757071e+00,1.899140582361935059e-01,3.842921275389929447e-01,3.840576408973151445e-01,2.118852318464048978e-01,2.117605401865962356e-01,-6.101781037760331539e-02,-5.884867893910177700e-02
4.217168575554348209e+00,1.916748492056815356e-01,3.867105490622043118e-01,3.864746400095939727e-01,2.131629899771961267e-01,2.130376885033546108e-01,-6.100403859745547747e-02,-5.878200237992556310e-02
4.169241873891600392e+00,1.934519653744045664e-01,3.891435441514393689e-01,3.889062057594122601e-01,2.144465743614529518e-01,2.143206650693337267e-01,-6.098993432992583924e-02,-5.871359451375663535e-02
4.121755443364239824e+00,1.952455581016861452e-01,3.915911788869991250e-01,3.913524042509643475e-01,2.157359454154568479e-01,2.156094305116925680e-01,-6.097548895596557883e-02,-5.864340479776878473e-02
4.074705239490468145e+00,1.970557801501799655e-01,3.940535188835326830e-01,3.938133011252398785e-01,2.170310608522592888e-01,2.169039427627241501e-01,-6.096069360664781861e-02,-5.857138099770542450e-02
4.028087254942478879e+00,1.988827856988810150e-01,3.965306292587649772e-01,3.962889615288484046e-01,2.183318755910468867e-01,2.182041569696900052e-01,-6.094553915502625568e-02,-5.849746905307987022e-02
3.981897519205159774e+00,2.007267303562570437e-01,3.990225746011804575e-01,3.987794500818045429e-01,2.196383416643236941e-01,2.195100254021097874e-01,-6.093001620745779751e-02,-5.842161311252941358e-02
3.936132098237914434e+00,2.025877711735018238e-01,4.015294189366349076e-01,4.012848308442442113e-01,2.209504081224399064e-01,2.208214973567620143e-01,-6.091411509483805192e-02,-5.834375540345506511e-02
3.890787094139589897e+00,2.044660666579117547e-01,4.040512256938671443e-01,4.038051672820456850e-01,2.222680209356379943e-01,2.221385190600912996e-01,-6.089782586327000674e-02,-5.826383615670675115e-02
3.845858644816493310e+00,2.063617767863859531e-01,4.065880576688831183e-01,4.063405222313262177e-01,2.235911228937078332e-01,2.234610335681678217e-01,-6.088113826463843054e-02,-5.818179355978018996e-02
3.801342923653450612e+00,2.082750630190516317e-01,4.091399769881816084e-01,4.088909578617851981e-01,2.249196535029298338e-01,2.247889806640925581e-01,-6.086404174667182226e-02,-5.809756364202010165e-02
3.757236139187887680e+00,2.102060883130159319e-01,4.117070450707939200e-01,4.114565356388656392e-01,2.262535488805063888e-01,2.261222967527954653e-01,-6.084652544267372259e-02,-5.801108020641174146e-02
3.713534534786907315e+00,2.121550171362452109e-01,4.142893225891066122e-01,4.140373162847033051e-01,2.275927416463722486e-01,2.274609147532013764e-01,-6.082857816088294012e-02,-5.792227476907035183e-02
3.670234388327333619e+00,2.141220154815730026e-01,4.168868694284382226e-01,4.166333597378346076e-01,2.289371608123003110e-01,2.288047639878497685e-01,-6.081018837345074368e-02,-5.783107643196955944e-02
3.627332011878690032e+00,2.161072508808378201e-01,4.194997446453386236e-01,4.192447251116321882e-01,2.302867316683289700e-01,2.301537700697669497e-01,-6.079134420499798103e-02,-5.773741179041028820e-02
3.584823751389095037e+00,2.181108924191520471e-01,4.221280064245812591e-01,4.218714706514383739e-01,2.316413756665410828e-01,2.315078547866825653e-01,-6.077203342079571385e-02,-5.764120484706808378e-02
3.542705986374044436e+00,2.201331107493031680e-01,4.247717120348166175e-01,4.245136536903656999e-01,2.330010103020802303e-01,2.328669359824790952e-01,-6.075224341440274567e-02,-5.754237693103175094e-02
3.500975129608045577e+00,2.221740781062885028e-01,4.274309177828560791e-01,4.271713306037327462e-01,2.343655489913966661e-01,2.342309274360043214e-01,-6.073196119500381962e-02,-5.744084656285659840e-02
3.459627626819091972e+00,2.242339683219846669e-01,4.301056789665551605e-01,4.298445567621059782e-01,2.357349009477561763e-01,2.355997387371129292e-01,-6.071117337408769160e-02,-5.733652933860729911e-02
3.418659956385941001e+00,2.263129568399530056e-01,4.327960498262638511e-01,4.325333864829138952e-01,2.371089710540089102e-01,2.369732751599308018e-01,-6.068986615182743460e-02,-5.722933783353115200e-02
3.378068629038168069e+00,2.284112207303824749e-01,4.355020834948136188e-01,4.352378729806045121e-01,2.384876597325082948e-01,2.383514375333471436e-01,-6.066802530285786421e-02,-5.711918147628278208e-02
3.337850187558988324e+00,2.305289387051708550e-01,4.382238319460078357e-01,4.379580683153126430e-01,2.398708628123280562e-01,2.397341221087734564e-01,-6.064563616155330128e-02,-5.700596644019410852e-02
3.298001206490796200e+00,2.326662911331459083e-01,4.409613459415858694e-01,4.406940233400076790e-01,2.412584713936732628e-01,2.411212204252107527e-01,-6.062268360674013395e-02,-5.688959549053551612e-02
3.258518291843414794e+00,2.348234600554276463e-01,4.437146749766274767e-01,4.434457876460884962e-01,2.426503717094372348e-01,2.425126191714444546e-01,-6.059915204588264825e-02,-5.676996784399431645e-02
3.219398080805026652e+00,2.370006292009328996e-01,4.464838672233675809e-01,4.462134095073959084e-01,2.440464449841421024e-01,2.439082000455456145e-01,-6.057502539870440045e-02,-5.664697906395272514e-02
3.180637241455757547e+00,2.391979840020239667e-01,4.492689694733885686e-01,4.489969358226101326e-01,2.454465672900416617e-01,2.453078396117018001e-01,-6.055028708020959716e-02,-5.652052089036901927e-02
3.142232472483894590e+00,2.414157116103019807e-01,4.520700270781606300e-01,4.517964120560044039e-01,2.468506094005334939e-01,2.467114091543299303e-01,-6.052491998300950360e-02,-5.639048108554627070e-02
3.104180502904707595e+00,2.436540009125466866e-01,4.548870838878981138e-01,4.546118821765219309e-01,2.482584366409361920e-01,2.481187745295228009e-01,-6.049890645916938814e-02,-5.625674329665934087e-02
3.066478091781855042e+00,2.459130425468046000e-01,4.577201821887020849e-01,4.574433885951482148e-01,2.496699087364458447e-01,2.495297960138178339e-01,-6.047222830121083692e-02,-5.611918686441113441e-02
3.029122027951347107e+00,2.481930289186255745e-01,4.605693626379594452e-01,4.602909721005478683e-01,2.510848796577639930e-01,2.509443281505239209e-01,-6.044486672258568560e-02,-5.597768668174995382e-02
2.992109129748050655e+00,2.504941542174504154e-01,4.634346641979689707e-01,4.631546717929372892e-01,2.525031974639376231e-01,2.523622195934310808e-01,-6.041680233744341211e-02,-5.583211298806491779e-02
2.955436244734700679e+00,2.528166144331501219e-01,4.663161240677654584e-01,4.660345250161654906e-01,2.539247041428893126e-01,2.537833129480921990e-01,-6.038801513949913768e-02,-5.568233121482716458e-02
2.919100249433403516e+00,2.551606073727185620e-01,4.692137776131149463e-01,4.689305672879743869e-01,2.553492354494059091e-01,2.552074446106819550e-01,-6.035848448041039593e-02,-5.552820178780137894e-02
2.883098049059604762e+00,2.575263326771201622e-01,4.721276582946529743e-01,4.718428322284128340e-01,2.567766207408503365e-01,2.566344446046758265e-01,-6.032818904720500808e-02,-5.536957989567128230e-02
2.847426577258503677e+00,2.599139918382934455e-01,4.750577975941407960e-01,4.747713514863785011e-01,2.582066828107141832e-01,2.580641364152063688e-01,-6.029710683899061618e-02,-5.520631532697860971e-02
2.812082795843887872e+00,2.623237882163123591e-01,4.780042249388142261e-01,4.777161546642630929e-01,2.596392377199408519e-01,2.594963368213565880e-01,-6.026521514281740072e-02,-5.503825224537270411e-02
2.777063694539366523e+00,2.647559270567068079e-01,4.809669676238015890e-01,4.806772692406772740e-01,2.610740946262342654e-01,2.609308557264713446e-01,-6.023249050876787469e-02,-5.486522895654900173e-02
2.742366290721981237e+00,2.672106155079435053e-01,4.839460507325886174e-01,4.836547204912340914e-01,2.625110556115275440e-01,2.623674959866343914e-01,-6.019890872412651112e-02,-5.468707767706240674e-02
2.707987629168171040e+00,2.696880626390693592e-01,4.869414970555092648e-01,4.866485314073700774e-01,2.639499155077303927e-01,2.638060532374424394e-01,-6.016444478663737772e-02,-5.450362429979256629e-02
2.673924781802074158e+00,2.721884794575179511e-01,4.899533270062441659e-01,4.896587226131854376e-01,2.653904617207933359e-01,2.652463157190821375e-01,-6.012907287697094594e-02,-5.431468816797516835e-02
2.640174847446139950e+00,2.747120789270812713e-01,4.929815585363087616e-01,4.926853122802868357e-01,2.668324740534207540e-01,2.666880641002724595e-01,-6.009276633014395963e-02,-5.412008177062554992e-02
2.606734951574028347e+00,2.772590759860483756e-01,4.960262070475158769e-01,4.957283160406172895e-01,2.682757245265099399e-01,2.681310713007192259e-01,-6.005549760600682740e-02,-5.391961052235271640e-02
2.573602246065787025e+00,2.798296875655116867e-01,4.990872853024006517e-01,4.987877468972611861e-01,2.697199771995525408e-01,2.695751023127308521e-01,-6.001723825882943064e-02,-5.371307247089929238e-02
2.540773908965270778e+00,2.824241326078434922e-01,5.021648033325962768e-01,5.018636151332140916e-01,2.711649879902242044e-01,2.710199140221175029e-01,-5.997795890579387529e-02,-5.350025797280715673e-02
2.508247144239791560e+00,2.850426320853435280e-01,5.052587683451521539e-01,5.049559282181091957e-01,2.726105044933853083e-01,2.724652550282449792e-01,-5.993762919440957099e-02,-5.328094946680730915e-02
2.476019181541978309e+00,2.876854090190593682e-01,5.083691846267910375e-01,5.080646907128955059e-01,2.740562657996890583e-01,2.739108654640761698e-01,-5.989621776919261398e-02,-5.305492110848630816e-02
2.444087275973821249e+00,2.903526884977815636e-01,5.114960534460993857e-01,5.111899041724666803e-01,2.755020023141890317e-01,2.753564768159625920e-01,-5.985369223674116140e-02,-5.282193849919066680e-02
2.412448707852889118e+00,2.930446976972144735e-01,5.146393729536556938e-01,5.143315670462400568e-01,2.769474355751261330e-01,2.768018117440013137e-01,-5.981001913029990874e-02,-5.258175827568427330e-02
2.381100782480683797e+00,2.957616658993255099e-01,5.177991380800974763e-01,5.174896745766924822e-01,2.783922780731964419e-01,2.782465839023843812e-01,-5.976516387269917990e-02,-5.233412787899022894e-02
2.350040829913132789e+00,2.985038245118732392e-01,5.209753404321372239e-01,5.206642186958585494e-01,2.798362330717772961e-01,2.796904977612603704e-01,-5.971909073865300926e-02,-5.207878512270600752e-02
2.319266204733188452e+00,3.012714070881165607e-01,5.241679681865369922e-01,5.238551879198065642e-01,2.812789944282604315e-01,2.811332484294726264e-01,-5.967176281537259208e-02,-5.181545784606297889e-02
2.288774285825510013e+00,3.040646493467068501e-01,5.273770059820589440e-01,5.270625672411048956e-01,2.827202464170346929e-01,2.825745214790197912e-01,-5.962314196245888792e-02,-5.154386354062027303e-02
2.258562476153225251e+00,3.068837891917643446e-01,5.306024348094120491e-01,5.302863380193028053e-01,2.841596635544078042e-01,2.840139927714820378e-01,-5.957318877038003668e-02,-5.126370896686922862e-02
2.228628202536730551e+00,3.097290667331409897e-01,5.338442318992181468e-01,5.335264778694478460e-01,2.855969104259015734e-01,2.854513282869077795e-01,-5.952186251780799964e-02,-5.097468973900730338e-02
2.198968915434536431e+00,3.126007243068704700e-01,5.371023706080290117e-01,5.367829605486723610e-01,2.870316415164759771e-01,2.868861839556451909e-01,-5.946912112770255665e-02,-5.067648990274709747e-02
2.169582088726115465e+00,3.154990064958088092e-01,5.403768203024285066e-01,5.400557558408827230e-01,2.884635010440740888e-01,2.883182054933340344e-01,-5.941492112228203420e-02,-5.036878156652991462e-02
2.140465219496750837e+00,3.184241601504654295e-01,5.436675462412604576e-01,5.433448294395939460e-01,2.898921227967451442e-01,2.897470282399596808e-01,-5.935921757656310860e-02,-5.005122436086160975e-02
2.111615827824360192e+00,3.213764344100278336e-01,5.469745094560278798e-01,5.466501428289539666e-01,2.913171299743699261e-01,2.911722770031541230e-01,-5.930196407077530790e-02,-4.972346501853401601e-02
2.083031456568276152e+00,3.243560807235812415e-01,5.502976666295180674e-01,5.499716531630125527e-01,2.927381350352838973e-01,2.925935659063276240e-01,-5.924311264161689211e-02,-4.938513697193855356e-02
2.054709671159968831e+00,3.273633528715246821e-01,5.536369699727089477e-01,5.533093131432922362e-01,2.941547395480779703e-01,2.940104982424542324e-01,-5.918261373203870940e-02,-4.903585978092407649e-02
2.026648059395691703e+00,3.303985069871858693e-01,5.569923671000255316e-01,5.566630708947282180e-01,2.955665340496868576e-01,2.954226663338195280e-01,-5.912041613995369649e-02,-4.867523866661589010e-02
1.998844231231029056e+00,3.334618015786364742e-01,5.603638009030162959e-01,5.600328698400488525e-01,2.969730979101085078e-01,2.968296513985216878e-01,-5.905646696559518211e-02,-4.830286399552599641e-02
1.971295818577333936e+00,3.365534975507094573e-01,5.637512094225314296e-01,5.634186485726778715e-01,2.983739992044870948e-01,2.982310234243456537e-01,-5.899071155771195424e-02,-4.791831075182067384e-02
1.944000475100035263e+00,3.396738582272207929e-01,5.671545257194892109e-01,5.668203407282449424e-01,2.997687945932648312e-01,2.996263410506224134e-01,-5.892309345858136316e-02,-4.752113802762659295e-02
1.916955876018795912e+00,3.428231493733970847e-01,5.705736777443254359e-01,5.702378748548018184e-01,3.011570292108987634e-01,3.010151514590118649e-01,-5.885355434747046449e-02,-4.711088838226726999e-02
1.890159717909508430e+00,3.460016392185112366e-01,5.740085882052321509e-01,5.736711742818453308e-01,3.025382365643558003e-01,3.023969902735610393e-01,-5.878203398346724257e-02,-4.668708735753970829e-02
1.863609718508114632e+00,3.492095984787272900e-01,5.774591744352947087e-01,5.771201569882624671e-01,3.039119384417263703e-01,3.037713814713147720e-01,-5.870847014661623869e-02,-4.624924283405517506e-02
1.837303616516211768e+00,3.524473003801587567e-01,5.809253482586516082e-01,5.805847354693172147e-01,3.052776448317481295e-01,3.051378373035490421e-01,-5.863279857823295443e-02,-4.579684446797321895e-02
1.811239171408463022e+00,3.557150206821387273e-01,5.844070158558050121e-01,5.840648166028098442e-01,3.066348538556198378e-01,3.064958582294781686e-01,-5.855495291993570439e-02,-4.532936304987552484e-02
1.785414163241766605e+00,3.590130377007071383e-01,5.879040776282242753e-01,5.875603015145490771e-01,3.079830517111047938e-01,3.078449328621969960e-01,-5.847486465174571435e-02,-4.484624986356602200e-02
1.759826392466179890e+00,3.623416323323150889e-01,5.914164280623902537e-01,5.910710854432862371e-01,3.093217126305713993e-01,3.091845379283784112e-01,-5.839246302904276681e-02,-4.434693608360379402e-02
1.734473679737580376e+00,3.657010880777492590e-01,5.949439555934424861e-01,5.945970576052719281e-01,3.106502988533925702e-01,3.105141382425908869e-01,-5.830767501865542074e-02,-4.383083206558979067e-02
1.709353865732051059e+00,3.690916910662779271e-01,5.984865424685980040e-01,5.981381010586046543e-01,3.119682606138070025e-01,3.118331866968102051e-01,-5.822042523397794045e-02,-4.329732669952877921e-02
1.684464810961963099e+00,3.725137300800212548e-01,6.020440646105229554e-01,6.016940925675520191e-01,3.132750361451846488e-01,3.131411242664000061e-01,-5.813063586921030090e-02,-4.274578671585641670e-02
1.659804395593758031e+00,3.759674965785468337e-01,6.056163914808504467e-01,6.052649024670363476e-01,3.145700517015820319e-01,3.144373800333512547e-01,-5.803822663297468487e-02,-4.217555597334376322e-02
1.635370519267393963e+00,3.794532847236941064e-01,6.092033859440447729e-01,6.088503945274864604e-01,3.158527215977612324e-01,3.157213712278100215e-01,-5.794311468103605783e-02,-4.158595477245426164e-02
1.611161100917458899e+00,3.829713914046281587e-01,6.128049041318293089e-01,6.124504258202697615e-01,3.171224482683162593e-01,3.169925032889091554e-01,-5.784521454862416590e-02,-4.097627907348832393e-02
1.587174078595922300e+00,3.865221162631263807e-01,6.164207953084006597e-01,6.160648465839289045e-01,3.183786223472964139e-01,3.182501699456455890e-01,-5.774443808205252660e-02,-4.034579982279881682e-02
1.563407409296515116e+00,3.901057617190993310e-01,6.200509017366693243e-01,6.196935000914596259e-01,3.196206227691575918e-01,3.194937533193435986e-01,-5.764069437019930797e-02,-3.969376215927822998e-02
1.539859068780725426e+00,3.937226329963481319e-01,6.236950585457723406e-01,6.233362225188774364e-01,3.208478168920000928e-01,3.207226240481962920e-01,-5.753388967544138810e-02,-3.901938464675348134e-02
1.516527051405391457e+00,3.973730381485608421e-01,6.273530936001211478e-01,6.269928428153329625e-01,3.220595606443165115e-01,3.219361414351414874e-01,-5.742392736454909885e-02,-3.832185851837780627e-02
1.493409369951879118e+00,4.010572880855498012e-01,6.310248273702568911e-01,6.306631825750466103e-01,3.232551986961966772e-01,3.231336536201407927e-01,-5.731070783972243982e-02,-3.760034689190430712e-02
1.470504055456825832e+00,4.047756965997321710e-01,6.347100728057943897e-01,6.343470559113454366e-01,3.244340646559019103e-01,3.243144977777283611e-01,-5.719412846942912437e-02,-3.685398396754765299e-02
1.447809157044441797e+00,4.085285803928562776e-01,6.384086352107546380e-01,6.380442693330969917e-01,3.255954812930338393e-01,3.254780003410307487e-01,-5.707408351977571320e-02,-3.608187421291590702e-02
1.425322741760353118e+00,4.123162591029752022e-01,6.421203121215901533e-01,6.417546216238444456e-01,3.267387607892723311e-01,3.266234772530068331e-01,-5.695046408630995149e-02,-3.528309160107553910e-02
1.403042894406967722e+00,4.161390553316710039e-01,6.458448931882231348e-01,6.454779037239620765e-01,3.278632050174331014e-01,3.277502342460891227e-01,-5.682315802628851165e-02,-3.445667876575898153e-02
1.380967717380357840e+00,4.199972946715307409e-01,6.495821600584273936e-01,6.492138986161574143e-01,3.289681058502510469e-01,3.288575671513175869e-01,-5.669204989201913347e-02,-3.360164616802643195e-02
1.359095330508634625e+00,4.238913057338781765e-01,6.533318862658926696e-01,6.529623812146597706e-01,3.300527454993119059e-01,3.299447622372927991e-01,-5.655702086496939424e-02,-3.271697129976817997e-02
1.337423870891814470e+00,4.278214201767617797e-01,6.570938371223259411e-01,6.567231182584446492e-01,3.311163968856717377e-01,3.310110965807260830e-01,-5.641794869128838319e-02,-3.180159784778428811e-02
1.315951492743153040e+00,4.317879727332024076e-01,6.608677696139497737e-01,6.604958682088533095e-01,3.321583240424816341e-01,3.320558384687061215e-01,-5.627470761869849541e-02,-3.085443487558214154e-02
1.294676367231935910e+00,4.357913012397030550e-01,6.646534323027690760e-01,6.642803811519754076e-01,3.331777825507180046e-01,3.330782478339511798e-01,-5.612716833511102732e-02,-2.987435596840047961e-02
1.273596682327716056e+00,4.398317466650226160e-01,6.684505652329891801e-01,6.680763987061751896e-01,3.341740200088327284e-01,3.340775767234289706e-01,-5.597519790914893406e-02,-2.886019846821385321e-02
1.252710642645980421e+00,4.439096531392170975e-01,6.722588998429723794e-01,6.718836539351452641e-01,3.351462765369095376e-01,3.350530698016006004e-01,-5.581865973284489552e-02,-2.781076259359019365e-02
1.232016469295233563e+00,4.480253679829491742e-01,6.760781588831323852e-01,6.757018712668828586e-01,3.360937853161091171e-01,3.360039648884436403e-01,-5.565741346697934688e-02,-2.672481063016302408e-02
1.211512399725488631e+00,4.521792417370701922e-01,6.799080563401699306e-01,6.795307664189920160e-01,3.370157731639372711e-01,3.369294935328441820e-01,-5.549131498879458085e-02,-2.560106617060900133e-02
1.191196687578148783e+00,4.563716281924760643e-01,6.837482973680615306e-01,6.833700463307145201e-01,3.379114611458429174e-01,3.378288816223677937e-01,-5.532021634320766212e-02,-2.443821325121678725e-02
1.171067602537264829e+00,4.606028844202402772e-01,6.875985782262162838e-01,6.872194091021066598e-01,3.387800652236857557e-01,3.387013500291798929e-01,-5.514396569692722044e-02,-2.323489561107726017e-02
1.151123430182166452e+00,4.648733708020258426e-01,6.914585862252228265e-01,6.910785439407751696e-01,3.396207969411550454e-01,3.395461152928527238e-01,-5.496240729648978890e-02,-2.198971587575110700e-02
1.131362471841438122e+00,4.691834510607797992e-01,6.953279996806102092e-01,6.949471311165944520e-01,3.404328641466822791e-01,3.403623903400758155e-01,-5.477538143016018324e-02,-2.070123481853343786e-02
1.111783044448243718e+00,4.735334922917117662e-01,6.992064878750472445e-01,6.988248419248246357e-01,3.412154717537945192e-01,3.411493852414845818e-01,-5.458272439411509386e-02,-1.936797061700134409e-02
1.092383480396977635e+00,4.779238649935598771e-01,7.030937110294086523e-01,7.027113386580542409e-01,3.419678225388131931e-01,3.419063080055869674e-01,-5.438426846324297126e-02,-1.798839808071234919e-02
1.073162127401230403e+00,4.823549431001468712e-01,7.069893202831339929e-01,7.066062745873880058e-01,3.426891179761825112e-01,3.426323654095274618e-01,-5.417984186700098431e-02,-1.656094800739889988e-02
1.054117348353064809e+00,4.868271040122282289e-01,7.108929576843018294e-01,7.105092939532992036e-01,3.433785591107147983e-01,3.433267638666882560e-01,-5.396926877041956228e-02,-1.508400645651323570e-02
1.035247521183577213e+00,4.913407286296362919e-01,7.148042561898425573e-01,7.144200319665623411e-01,3.440353474665467370e-01,3.439887103304460347e-01,-5.375236926095908890e-02,-1.355591407805478536e-02
