family,instance_id,policy,n_vars,n_clauses,alpha,solved,sat,timeout,decisions,propagations,conflicts,learned_clauses,max_level,structure_gate,runtime_s,compute_cost
random_3sat,12,maat_only,18,83,4.611111111111111,1,0,0,10,97,11,10,4,0.5572780025510228,0.0024741250090301037,14.388
random_3sat,12,mode_a,18,83,4.611111111111111,1,0,0,8,87,8,7,3,0.5572780025510228,0.0018223329680040479,10.748000000000001
random_3sat,12,mode_a_gated,18,83,4.611111111111111,1,0,0,8,100,9,8,4,0.5572780025510228,0.002352416981011629,11.8
random_3sat,12,random,18,83,4.611111111111111,1,0,0,17,128,16,15,4,0.5572780025510228,0.0037360830465331674,21.612000000000002
planted_3sat,13,vsids,18,83,4.611111111111111,1,1,0,8,23,2,2,6,0.5418700022684934,0.0011570419883355498,4.492
planted_3sat,13,progress_only,18,83,4.611111111111111,1,1,0,7,10,0,0,7,0.5418700022684934,0.0009045000188052654,2.14
planted_3sat,13,maat_only,18,83,4.611111111111111,1,1,0,7,10,0,0,7,0.5418700022684934,0.0010277079418301582,2.14
planted_3sat,13,mode_a,18,83,4.611111111111111,1,1,0,7,10,0,0,7,0.5418700022684934,0.0013259169645607471,2.14
planted_3sat,13,mode_a_gated,18,83,4.611111111111111,1,1,0,11,96,8,8,4,0.5418700022684934,0.0022775420220568776,11.684000000000001
planted_3sat,13,random,18,83,4.611111111111111,1,1,0,7,18,1,1,5,0.5418700022684934,0.0010208749445155263,3.172
random_3sat,14,vsids,18,83,4.611111111111111,1,1,0,7,10,0,0,7,0.5378969181232138,0.000883250031620264,2.14
random_3sat,14,progress_only,18,83,4.611111111111111,1,1,0,7,10,0,0,7,0.5378969181232138,0.0009444160386919975,2.14
random_3sat,14,maat_only,18,83,4.611111111111111,1,1,0,5,30,3,3,3,0.5378969181232138,0.0012016660766676068,4.62
random_3sat,14,mode_a,18,83,4.611111111111111,1,1,0,6,23,1,1,4,0.5378969181232138,0.001289290958084166,2.892
random_3sat,14,mode_a_gated,18,83,4.611111111111111,1,1,0,7,10,0,0,7,0.5378969181232138,0.0008918329840525985,2.14
random_3sat,14,random,18,83,4.611111111111111,1,1,0,7,11,0,0,7,0.5378969181232138,0.0009726668940857053,2.144
planted_3sat,15,vsids,18,83,4.611111111111111,1,1,0,7,67,6,6,3,0.5313144706451337,0.0016404580092057586,8.368
planted_3sat,15,progress_only,18,83,4.611111111111111,1,1,0,6,49,4,4,3,0.5313144706451337,0.0013506670948117971,5.9959999999999996
planted_3sat,15,maat_only,18,83,4.611111111111111,1,1,0,9,84,7,7,4,0.5313144706451337,0.002103416947647929,10.036
planted_3sat,15,mode_a,18,83,4.611111111111111,1,1,0,4,36,2,2,3,0.5313144706451337,0.0010628749150782824,3.3440000000000003
planted_3sat,15,mode_a_gated,18,83,4.611111111111111,1,1,0,4,33,2,2,2,0.5313144706451337,0.0008027500007301569,3.3320000000000003
planted_3sat,15,random,18,83,4.611111111111111,1,1,0,9,49,4,4,5,0.5313144706451337,0.001522500067949295,6.895999999999999
random_3sat,16,vsids,18,83,4.611111111111111,1,0,0,8,86,9,8,4,0.5900103423050901,0.0020490000024437904,11.744
random_3sat,16,progress_only,18,83,4.611111111111111,1,0,0,7,81,8,7,3,0.5900103423050901,0.0017826670082286,10.424
random_3sat,16,maat_only,18,83,4.611111111111111,1,0,0,12,84,11,10,3,0.5900103423050901,0.002731541986577213,14.936
random_3sat,16,mode_a,18,83,4.611111111111111,1,0,0,10,83,10,9,4,0.5900103423050901,0.0022092079743742943,13.332
random_3sat,16,mode_a_gated,18,83,4.611111111111111,1,0,0,8,87,9,8,4,0.5900103423050901,0.0020606250036507845,11.748000000000001
random_3sat,16,random,18,83,4.611111111111111,1,0,0,25,162,20,19,6,0.5900103423050901,0.005045749945566058,28.148
planted_3sat,17,vsids,18,83,4.611111111111111,1,1,0,7,24,2,2,6,0.5834836176213465,0.001004124991595745,4.196
