family,instance_id,policy,n_vars,n_clauses,alpha,solved,sat,timeout,decisions,propagations,conflicts,learned_clauses,max_level,structure_gate,runtime_s,compute_cost
random_3sat,8,mode_a,18,76,4.222222222222222,1,0,0,8,80,9,8,5,0.5156285261549945,0.0018965830095112324,11.72
random_3sat,8,mode_a_gated,18,76,4.222222222222222,1,0,0,9,92,10,9,3,0.5156285261549945,0.002180499956011772,13.068
random_3sat,8,random,18,76,4.222222222222222,1,0,0,16,158,16,15,4,0.5156285261549945,0.0035808749962598085,21.432000000000002
planted_3sat,9,vsids,18,76,4.222222222222222,1,1,0,13,59,6,6,7,0.5629946034928711,0.0019300830317661166,10.136000000000001
planted_3sat,9,progress_only,18,76,4.222222222222222,1,1,0,9,60,5,5,5,0.5629946034928711,0.0017320000333711505,7.9399999999999995
planted_3sat,9,maat_only,18,76,4.222222222222222,1,1,0,6,24,2,2,4,0.5629946034928711,0.0010103750973939896,3.896
planted_3sat,9,mode_a,18,76,4.222222222222222,1,1,0,4,13,0,0,4,0.5629946034928711,0.0006836249958723783,1.252
planted_3sat,9,mode_a_gated,18,76,4.222222222222222,1,1,0,15,63,6,6,6,0.5629946034928711,0.002470166073180735,10.752
planted_3sat,9,random,18,76,4.222222222222222,1,1,0,8,37,3,3,6,0.5629946034928711,0.0013465419178828597,5.548
random_3sat,10,vsids,18,76,4.222222222222222,1,0,0,7,72,8,7,3,0.5928642995497128,0.0016626249998807907,10.388
random_3sat,10,progress_only,18,76,4.222222222222222,1,0,0,7,68,8,7,3,0.5928642995497128,0.0015094999689608812,10.372
random_3sat,10,maat_only,18,76,4.222222222222222,1,0,0,7,66,7,6,3,0.5928642995497128,0.0015352090122178197,9.363999999999999
random_3sat,10,mode_a,18,76,4.222222222222222,1,0,0,9,77,8,7,4,0.5928642995497128,0.001977665931917727,11.008
random_3sat,10,mode_a_gated,18,76,4.222222222222222,1,0,0,9,107,10,9,3,0.5928642995497128,0.001967750024050474,13.128
random_3sat,10,random,18,76,4.222222222222222,1,0,0,7,78,8,7,5,0.5928642995497128,0.001660417066887021,10.411999999999999
planted_3sat,11,vsids,18,76,4.222222222222222,1,1,0,7,21,2,2,5,0.5532189974851758,0.0011207909556105733,4.183999999999999
planted_3sat,11,progress_only,18,76,4.222222222222222,1,1,0,6,22,2,2,4,0.5532189974851758,0.0009937910363078117,3.888
planted_3sat,11,maat_only,18,76,4.222222222222222,1,1,0,5,12,0,0,5,0.5532189974851758,0.0008473750203847885,1.548
planted_3sat,11,mode_a,18,76,4.222222222222222,1,1,0,5,54,4,4,3,0.5532189974851758,0.0012215409660711884,5.716
planted_3sat,11,mode_a_gated,18,76,4.222222222222222,1,1,0,7,38,3,3,4,0.5532189974851758,0.0012870000209659338,5.252
planted_3sat,11,random,18,76,4.222222222222222,1,1,0,7,21,2,2,5,0.5532189974851758,0.0009758749511092901,4.183999999999999
random_3sat,12,vsids,18,83,4.611111111111111,1,0,0,7,89,8,7,4,0.5572780025510228,0.0018211249262094498,10.456
random_3sat,12,progress_only,18,83,4.611111111111111,1,0,0,7,89,8,7,4,0.5572780025510228,0.0017664999468252063,10.456
