baseline,policy,n_pairs,mean_regret,median_regret,mean_cost_ratio,median_cost_ratio,wins,losses,ties
mode_a,vsids,99,-7.672686868686868,0.0,1.2460730727874312,0.9999999995327102,44,47,8
mode_a,progress_only,99,-7.280565656565655,0.0,1.180215147111967,0.9999999995941559,44,46,9
mode_a,maat_only,99,3.6970909090909108,1.6039999999999992,1.6246613721287306,1.2747681794442693,24,72,3
mode_a,mode_a_gated,99,-0.5703434343434328,-0.007999999999999119,1.3012321915206129,0.9992242047130311,50,45,4
mode_a,random,99,7.030828282828282,1.7759999999999998,1.8079854704989757,1.389523604150166,24,72,3
