galaxy,family,n_points,mean_residual_fraction,outer_residual_fraction,mean_D_struct,peak_D_struct,mean_R_rob,mean_V,nfw_like_rmse_v2,nfw_like_chi2,nfw_like_rs_kpc,rar_mean_sigma_residual,morphology_proxy,vobs_max,median_gas_fraction_proxy,median_bulge_fraction_proxy,outer_residual_fraction_proxy
NGC4085,unknown,7,0.2138824291438281,0.3299374110782297,0.0812631875104754,0.1457485485173292,0.5780957723545425,0.5586151403255478,4555.8637567151645,30.94239082108602,40.0,3.3279431902016987,disk_proxy,136.0,0.030121572881922947,0.0,0.32993741107822977
NGC4088,unknown,12,0.1855586514301913,0.326000342158737,0.0425339188366508,0.1044887004863096,0.5983944403427269,0.4756496030121726,7422.78730949228,27.544306160394058,40.0,5.653678417392615,disk_proxy,182.0,0.09465540278771661,0.0,0.326000342158737
NGC4100,unknown,24,0.6026486030623266,0.6773751529966775,0.1665094551043152,0.2813217983436166,0.6094844572583756,0.4526946677489151,1947.720453347823,1.4366704404291992,7.455838546382704,1.501216745341072,disk_proxy,195.0,0.06791808962215473,0.0,0.6773751529966775
NGC4138,unknown,7,0.5229413166784996,0.6455831042815835,0.1892416011082081,0.3156952068218476,0.7099133521584734,0.5701903624484462,3472.663992857594,3.5374420137469578,9.300187231017844,0.8628933725533738,bulge_proxy,195.0,0.03719885373893211,0.22379234823499758,0.6455831042815835
NGC4157,unknown,17,0.4023417397772841,0.593148943140528,0.0976920385436485,0.1770008284332201,0.6164251964136441,0.4295752292704679,15642.20509319222,57.40245991168154,40.0,2.751681567119994,disk_proxy,201.0,0.12455400402997498,0.02061523754666225,0.593148943140528
NGC4183,unknown,23,0.7115718905356413,0.729606504985668,0.2737706090628235,0.4579366753959939,0.6873145594715363,0.5559496644198936,522.1323606357431,0.219748280158048,8.513215225639529,1.6548239516685503,dm_dominated_disk_proxy,115.0,0.33867430830739564,0.0,0.729606504985668
NGC4214,unknown,14,0.7865278875003631,0.874148615552046,0.231454924664946,0.5561870699581739,0.6562118288844679,0.4521135428098909,525.2297224156956,0.5868444751449139,3.364447734958082,2.254652614192494,dwarf_proxy,80.6,0.17749267912425365,0.0,0.874148615552046
NGC4217,unknown,19,0.1967602754250325,0.3683610821294269,0.0400170565561625,0.1041015611714053,0.3878478957164054,0.3380952849058286,9157.644090922124,33.79571531502089,40.0,6.468200984075694,bulge_proxy,191.0,0.02586645584577647,0.7879607152899687,0.36836108212942686
NGC4389,unknown,6,0.0245626831955922,0.0491253663911845,0.0076060117508158,0.0456360705048953,0.1749591630995386,0.4009520894262437,727.8395021843064,1.286094249101707,40.0,7.21614528463298,disk_proxy,110.0,0.02100769900079472,0.0,0.04912536639118457
NGC4559,unknown,32,0.5239599641298794,0.6528305321020036,0.1441370239929663,0.263428020884369,0.6184787732005499,0.4732614605706235,731.121670079128,0.7697094275164598,29.353961188694857,3.5698424567996287,disk_proxy,124.0,0.23427275960136104,0.0,0.6528305321020036
NGC5005,unknown,18,0.1632057230452769,0.2850599759850753,0.0448996443704732,0.1013634835707986,0.5409620910378303,0.4025093899321401,14925.857611925496,5.928207725867867,40.0,0.4391270262029852,bulge_proxy,265.0,0.07015716385047968,0.23792024702022568,0.2850599759850753
NGC5033,unknown,22,0.5480237107887519,0.7334049951572035,0.1044310028674541,0.1675797175238651,0.5474947468590968,0.3843160063008453,20790.085680985787,691.9217270712068,40.0,3.169795599061183,bulge_proxy,225.0,0.1524901549519148,0.23617262208354112,0.7334049951572035
NGC5055,unknown,28,0.355977753689639,0.6359402620366457,0.0741591452234037,0.1488941426708014,0.528304089414431,0.3656334857679546,15021.047026923929,2470.9577565145437,40.0,14.948899828711305,disk_proxy,206.0,0.08472884446236234,0.0,0.6359402620366456
NGC5371,unknown,19,0.3538213418468942,0.3802819164374923,0.111206881518527,0.3549104861768046,0.6628276685684457,0.4475727034724994,6173.497989239349,20.79017669413314,8.145065361059286,11.088459766104233,disk_proxy,242.0,0.057420891740170316,0.0,0.3802819164374922
NGC5585,unknown,24,0.5430167835177194,0.7463498638551188,0.1493249112469309,0.3314504434975646,0.5752618176894398,0.5156847250458646,930.1169687054404,26.447923799338923,40.0,3.6127466664542767,dm_dominated_disk_proxy,92.3,0.06522226047891878,0.0,0.7463498638551188
NGC5907,unknown,19,0.6219284398588736,0.6805965335976703,0.2049483169876109,0.4450282146381299,0.6724771232706843,0.4860318288508102,3944.9668072015265,7.544737497901753,13.245977312808964,4.679708593307262,disk_proxy,235.0,0.1569585512688827,0.0,0.6805965335976703
NGC5985,unknown,33,0.7253952140276844,0.7150062656455867,0.2501607490345875,0.4890004566124005,0.6435765153700518,0.5208981054014206,4670.646123395345,3.414922669013685,8.145065361059286,12.093273287034634,disk_proxy,305.0,0.021988172200703954,0.07249286935731196,0.7150062656455867
NGC6015,unknown,44,0.6559683587217258,0.7575164188350235,0.1628572562307667,0.3127558052245641,0.5562046821776728,0.4533781979121933,2406.151535695856,16.667758071186565,8.145065361059286,3.524725525540465,dm_dominated_disk_proxy,166.0,0.19837526968485542,0.0,0.7575164188350235
NGC6195,unknown,23,0.1830421040430756,0.2752661712298253,0.0565698692714446,0.196365037586174,0.6586310978086207,0.4811969858784241,14307.226016268194,77.94356018742735,40.0,4.6224951469754965,bulge_proxy,258.0,0.034531394457830045,0.5095224707490532,0.2752661712298253
NGC6503,unknown,31,0.6991714336500847,0.8198684470080978,0.144539216015664,0.2164581834689295,0.5801865527932969,0.3775922149136839,739.2348741088983,7.696919303015715,12.12511672472422,1.0789487776388884,dm_dominated_disk_proxy,121.0,0.23616114039681477,0.0,0.8198684470080978
NGC6674,unknown,15,0.7046415861671935,0.7889525937214363,0.2375599788780275,0.3484585381025668,0.6847684522782806,0.5152364322499514,8584.05175823057,15.482729913870331,18.05000317014852,4.045363471645908,dm_dominated_disk_proxy,291.0,0.12694821839096812,0.08458922053116752,0.7889525937214363
NGC6789,unknown,4,0.8306974004237131,0.8734534383669779,0.3916409930724566,0.5972375792225635,0.7110253769228041,0.6523729853012127,757.089778063655,1.4060777539983211,15.124503439333582,2.1413883386979835,dwarf_proxy,60.4,0.32786654775487256,0.0,0.8734534383669779
NGC6946,unknown,58,0.3809835458200367,0.5417755926699133,0.0615908852745466,0.1002033040937221,0.5013887203634085,0.3445173736850612,8934.66009854752,262.6297512268558,40.0,4.067596026770917,disk_proxy,181.0,0.07873563573797757,0.06838626611953166,0.5417755926699133
NGC7331,unknown,36,0.3318754954518033,0.5377287492333439,0.0714711365238204,0.1976343875457848,0.4953418353219192,0.3777542229061394,23107.723028694105,356.4445711736948,40.0,5.414575869520664,disk_proxy,257.0,0.07573756989749378,0.05598912017451898,0.5377287492333439
NGC7793,unknown,46,0.4520250626258081,0.5453221855870477,0.1181368830969364,0.2791944646457962,0.4951807493424555,0.4825873887153341,2896.2687719105797,12.237301473942516,40.0,0.7616952236716932,disk_proxy,116.0,0.025992886514876603,0.0,0.5453221855870477
NGC7814,unknown,18,0.4755029682154124,0.6748080286907043,0.1123873147466317,0.168343875741479,0.6491193761170441,0.3969247659061379,21137.300404702743,354.4876902046843,40.0,4.561202546801586,bulge_proxy,265.0,0.009265235821402708,0.7149025936086719,0.6748080286907043
PGC51017,unknown,6,0.2141644496597359,0.0754407758261128,0.0431078522888987,0.1195122595514725,0.6362820057327179,0.4470685077216987,130.9075914774911,1.2433657687796178,0.6,10.358038341179086,dwarf_proxy,20.5,0.45988771386348615,0.0,0.07544077582611276
UGC00128,unknown,22,0.8415773642948344,0.8581736386057642,0.2401356086866541,0.4159569031558184,0.5855854566214328,0.4831131657737301,724.4393367988367,3.360435562933941,17.269439535066212,7.233085033262271,gas_rich_late_proxy,134.0,0.6322169359335571,0.0,0.8581736386057642
UGC00191,unknown,9,0.7511665670576521,0.7741542476815176,0.3087172235383454,0.3789977415608683,0.6673048931893502,0.6157435790993007,648.0546455756197,3.816902826436924,9.300187231017844,3.099083237997766,dwarf_proxy,83.85,0.06435371021078128,0.0,0.7741542476815176
