z,E_H_over_H0,Omega_m_z,Omega_L_z,D_growth_norm,sigma8_z,Gamma_inst,Gamma_prod,Gamma_coh,U_struct,CCI_cos_v02,CCI_cos_v02_normalized
5.406006674082314056e+00,9.137454777778867054e+00,9.917957272445816486e-01,8.204272755418351437e-03,1.980562155850690287e-01,1.606235908394909873e-01,9.137454777778867054e+00,6.406006674082314056e+00,1.980562155850690287e-01,9.575692822375464486e-01,9.564286388265038852e+01,1.912857278609436378e+02
5.417130144605116548e+00,9.161069602017237301e+00,9.918379696374498566e-01,8.162030362550139889e-03,1.977144231998915203e-01,1.603463972151120409e-01,9.161069602017237301e+00,6.417130144605116548e+00,1.977144231998915203e-01,9.577478392179951117e-01,9.609272370365337679e+01,1.921854475033994731e+02
5.428253615127919929e+00,9.184705403733779860e+00,9.918799237119357848e-01,8.120076288064366141e-03,1.973738032757029193e-01,1.600701544565950873e-01,9.184705403733779860e+00,6.428253615127919929e+00,1.973738032757029193e-01,9.579253597417500821e-01,9.654384977906445897e+01,1.930876996546727753e+02
5.439377085650723309e+00,9.208362162639147641e+00,9.919215919115689228e-01,8.078408088431078896e-03,1.970343498254682191e-01,1.597948577084547239e-01,9.208362162639147641e+00,6.439377085650723309e+00,1.970343498254682191e-01,9.581018514119213902e-01,9.699624329174135084e+01,1.939924866804789474e+02
5.450500556173526689e+00,9.232039858509144992e+00,9.919629766552154893e-01,8.037023344784689424e-03,1.966960569025419936e-01,1.595205021479615681e-01,9.232039858509144992e+00,6.450500556173526689e+00,1.966960569025419936e-01,9.582773217648035136e-01,9.744990542349844986e+01,1.948998109444468128e+02
5.461624026696329182e+00,9.255738471184347560e+00,9.920040803373639804e-01,7.995919662635969302e-03,1.963589186003312781e-01,1.592470829848686709e-01,9.255738471184347560e+00,6.461624026696329182e+00,1.963589186003312781e-01,9.584517782705515021e-01,9.790483735510896679e+01,1.958096748081227929e+02
5.472747497219132562e+00,9.279457980569738140e+00,9.920449053284120522e-01,7.955094671587885358e-03,1.960229290519626411e-01,1.589745954611417045e-01,9.279457980569738140e+00,6.472747497219132562e+00,1.960229290519626411e-01,9.586252283338508873e-01,9.836104026630765418e+01,1.967220806309763645e+02
5.483870967741935942e+00,9.303198366634331862e+00,9.920854539749446310e-01,7.914546025055146927e-03,1.956880824299513377e-01,1.587030348506905386e-01,9.303198366634331862e+00,6.483870967741935942e+00,1.956880824299513377e-01,9.587976792945814841e-01,9.881851533579299485e+01,1.976370307704045217e+02
5.494994438264738434e+00,9.326959609410806706e+00,9.921257286000123576e-01,7.874271399987501849e-03,1.953543729458745992e-01,1.584323964591043132e-01,9.326959609410806706e+00,6.494994438264738434e+00,1.953543729458745992e-01,9.589691384284702025e-01,9.927726374122958930e+01,1.985545275817364370e+02
5.506117908787541815e+00,9.350741688995153567e+00,9.921657315034032587e-01,7.834268496596602516e-03,1.950217948500476417e-01,1.581626756233886488e-01,9.350741688995153567e+00,6.506117908787541815e+00,1.950217948500476417e-01,9.591396129477409715e-01,9.973728665925095527e+01,1.994745734182392027e+02
5.517241379310345195e+00,9.374544585546303210e+00,9.922054649619136413e-01,7.794535038086529595e-03,1.946903424312032282e-01,1.578938677117058265e-01,9.374544585546303210e+00,6.517241379310345195e+00,1.946903424312032282e-01,9.593091100017531181e-01,1.001985852654615314e+02,2.003971706311216678e+02
5.528364849833147687e+00,9.398368279285779892e+00,9.922449312296122148e-01,7.755068770387800806e-03,1.943600100161739508e-01,1.576259681231170773e-01,9.398368279285779892e+00,6.528364849833147687e+00,1.943600100161739508e-01,9.594776366776346377e-01,1.006611607344392212e+02,2.013223215695396107e+02
5.539488320355951068e+00,9.422212750497340750e+00,9.922841325381052124e-01,7.715867461894888174e-03,1.940307919695781202e-01,1.573589722873278696e-01,9.422212750497340750e+00,6.539488320355951068e+00,1.940307919695781202e-01,9.596452000009092487e-01,1.011250142397379506e+02,2.022500285806009117e+02
5.550611790878754448e+00,9.446077979526629420e+00,9.923230710967926305e-01,7.676928903207162237e-03,1.937026826935082102e-01,1.570928756644351665e-01,9.446077979526629420e+00,6.550611790878754448e+00,1.937026826935082102e-01,9.598118069361127880e-01,1.015901469538897857e+02,2.031802940093697316e+02
5.561735261401557828e+00,9.469963946780818986e+00,9.923617490931267993e-01,7.638250906873231098e-03,1.933756766272227978e-01,1.568276737446777092e-01,9.469963946780818986e+00,6.561735261401557828e+00,1.933756766272227978e-01,9.599774643874076085e-01,1.020565600484074906e+02,2.041131201988715418e+02
5.572858731924360320e+00,9.493870632728279801e+00,9.924001686928612953e-01,7.599831307138576325e-03,1.930497682468412524e-01,1.565633620481882704e-01,9.493870632728279801e+00,6.572858731924360320e+00,1.930497682468412524e-01,9.601421791991852084e-01,1.025242546937868298e+02,2.050485094900979277e+02
5.583982202447163701e+00,9.517798017898233098e+00,9.924383320403035169e-01,7.561667959696513445e-03,1.927249520650414771e-01,1.562999361247486563e-01,9.517798017898233098e+00,6.583982202447163701e+00,1.927249520650414771e-01,9.603059581566647518e-01,1.029932320595090260e+02,2.059864642220113069e+02
5.595105672969967081e+00,9.541746082880402824e+00,9.924762412585574900e-01,7.523758741442379029e-03,1.924012226307603712e-01,1.560373915535466782e-01,9.541746082880402824e+00,6.595105672969967081e+00,1.924012226307603712e-01,9.604688079864862615e-01,1.034634933140430917e+02,2.069269867315496754e+02
5.606229143492769573e+00,9.565714808324683460e+00,9.925138984497691164e-01,7.486101550230907925e-03,1.920785745288976498e-01,1.557757239429360119e-01,9.565714808324683460e+00,6.606229143492769573e+00,1.920785745288976498e-01,9.606307353572921537e-01,1.039350396248478887e+02,2.078700793536308140e+02
5.617352614015572954e+00,9.589704174940818504e+00,9.925513056953630953e-01,7.448694304636726063e-03,1.917570023800222179e-01,1.555149289301980264e-01,9.589704174940818504e+00,6.617352614015572954e+00,1.917570023800222179e-01,9.607917468803079952e-01,1.044078721583751559e+02,2.088157444211582003e+02
5.628476084538376334e+00,9.613714163498043419e+00,9.925884650562818434e-01,7.411534943718009992e-03,1.914365008400813195e-01,1.552550021813059733e-01,9.613714163498043419e+00,6.628476084538376334e+00,1.914365008400813195e-01,9.609518491099126036e-01,1.048819920800710008e+02,2.097639842650239927e+02
5.639599555061178826e+00,9.637744754824776550e+00,9.926253785732168655e-01,7.374621426783131879e-03,1.911170646001128515e-01,1.549959393906915339e-01,9.637744754824776550e+00,6.639599555061178826e+00,1.911170646001128515e-01,9.611110485442045936e-01,1.053574005543788701e+02,2.107148012141151412e+02
5.650723025583982206e+00,9.661795929808294048e+00,9.926620482668394585e-01,7.337951733160341140e-03,1.907986883859599525e-01,1.547377362810135326e-01,9.661795929808294048e+00,6.650723025583982206e+00,1.907986883859599525e-01,9.612693516255590431e-01,1.058340987447416524e+02,2.116681975953174231e+02
5.661846496106785587e+00,9.685867669394387036e+00,9.926984761380296396e-01,7.301523861970440205e-03,1.904813669579889235e-01,1.544803886029290363e-01,9.685867669394387036e+00,6.661846496106785587e+00,1.904813669579889235e-01,9.614267647411834927e-01,1.063120878136039380e+02,2.126241757335199623e+02
5.672969966629588967e+00,9.709959954587061404e+00,9.927346641680976358e-01,7.265335831902334715e-03,1.901650951108091181e-01,1.542238921348662029e-01,9.709959954587061404e+00,6.672969966629588967e+00,1.901650951108091181e-01,9.615832942236616221e-01,1.067913689224144065e+02,2.135827379516202029e+02
5.684093437152391459e+00,9.734072766448205627e+00,9.927706143190082599e-01,7.229385680991514546e-03,1.898498676729966084e-01,1.539682426828002659e-01,9.734072766448205627e+00,6.684093437152391459e+00,1.898498676729966084e-01,9.617389463514941506e-01,1.072719432316279864e+02,2.145438865705279170e+02
5.695216907675194840e+00,9.758206086097285237e+00,9.928063285335985144e-01,7.193671466401330324e-03,1.895356795068192102e-01,1.537134360800303801e-01,9.758206086097285237e+00,6.695216907675194840e+00,1.895356795068192102e-01,9.618937273496349638e-01,1.077538119007084987e+02,2.155076239091708317e+02
5.706340378197998220e+00,9.782359894711015968e+00,9.928418087357928634e-01,7.158191264207121839e-03,1.892225255079652002e-01,1.534594681869597965e-01,9.782359894711015968e+00,6.706340378197998220e+00,1.892225255079652002e-01,9.620476433900180258e-01,1.082369760881304614e+02,2.164739522844978978e+02
5.717463848720800712e+00,9.806534173523067111e+00,9.928770568308167288e-01,7.122943169183061293e-03,1.889104006052739482e-01,1.532063348908771772e-01,9.806534173523067111e+00,6.717463848720800712e+00,1.889104006052739482e-01,9.622007005920799605e-01,1.087214369513817900e+02,2.174428740114850314e+02
5.728587319243604092e+00,9.830728903823741760e+00,9.929120747054082097e-01,7.087925294591744356e-03,1.885992997604697963e-01,1.529540321057410168e-01,9.830728903823741760e+00,6.728587319243604092e+00,1.885992997604697963e-01,9.623529050232769722e-01,1.092071956469656726e+02,2.184143914031385521e+02
5.739710789766407473e+00,9.854944066959680171e+00,9.929468642280234736e-01,7.053135771976455290e-03,1.882892179678975209e-01,1.527025557719648985e-01,9.854944066959680171e+00,6.739710789766407473e+00,1.882892179678975209e-01,9.625042626995978789e-01,1.096942533304033702e+02,2.193885067705010101e+02
5.750834260289210853e+00,9.879179644333545340e+00,9.929814272490437022e-01,7.018572750956087944e-03,1.879801502542613190e-01,1.524519018562059403e-01,9.879179644333545340e+00,6.750834260289210853e+00,1.879801502542613190e-01,9.626547795860657120e-01,1.101826111562358506e+02,2.203652224226543126e+02
5.761957730812013345e+00,9.903435617403724578e+00,9.930157656009772627e-01,6.984234399022663624e-03,1.876720916783655435e-01,1.522020663511544636e-01,9.903435617403724578e+00,6.761957730812013345e+00,1.876720916783655435e-01,9.628044615972415343e-01,1.106722702780264598e+02,2.213445406667252087e+02
5.773081201334816726e+00,9.927711967684045291e+00,9.930498810986584379e-01,6.950118901341399008e-03,1.873650373308584083e-01,1.519530452753261873e-01,9.927711967684045291e+00,6.773081201334816726e+00,1.873650373308584083e-01,9.629533145977154929e-01,1.111632318483631678e+02,2.223264638078895814e+02
5.784204671857620106e+00,9.952008676743451687e+00,9.930837755394466004e-01,6.916224460553368342e-03,1.870589823339776359e-01,1.517048346728558650e-01,9.952008676743451687e+00,6.784204671857620106e+00,1.870589823339776359e-01,9.631013444025977588e-01,1.116554970188603733e+02,2.233109941493762562e+02
5.795328142380422598e+00,9.976325726205731215e+00,9.931174507034193910e-01,6.882549296580595978e-03,1.867539218412990198e-01,1.514574306132935033e-01,9.976325726205731215e+00,6.795328142380422598e+00,1.867539218412990198e-01,9.632485567780015856e-01,1.121490669401616742e+02,2.242981339924724296e+02
5.806451612903225978e+00,1.000066309774921791e+01,9.931509083535662308e-01,6.849091646433651259e-03,1.864498510374869300e-01,1.512108291914019131e-01,1.000066309774921791e+01,6.806451612903225978e+00,1.864498510374869300e-01,9.633949574415210382e-01,1.126439427619418865e+02,2.252878856365277329e+02
5.817575083426029359e+00,1.002502077310649220e+01,9.931841502359782803e-01,6.815849764021672010e-03,1.861467651380475097e-01,1.509650265269565361e-01,1.002502077310649220e+01,6.817575083426029359e+00,1.861467651380475097e-01,9.635405520627037257e-01,1.131401256329090756e+02,2.262802513789582974e+02
5.828698553948831851e+00,1.004939873406410555e+01,9.932171780800350680e-01,6.782821919964759395e-03,1.858446593890839826e-01,1.507200187645471312e-01,1.004939873406410555e+01,6.828698553948831851e+00,1.858446593890839826e-01,9.636853462635195378e-01,1.136376167008069302e+02,2.272752335152515002e+02
5.839822024471635231e+00,1.007379696246229095e+01,9.932499935985912298e-01,6.750006401408748490e-03,1.855435290670542081e-01,1.504758020733809598e-01,1.007379696246229095e+01,6.839822024471635231e+00,1.855435290670542081e-01,9.638293456188214980e-01,1.141364171124169928e+02,2.282728343389704264e+02
5.850945494994438612e+00,1.009821544019468043e+01,9.932825984881576975e-01,6.717401511842307701e-03,1.852433694785309559e-01,1.502323726470886078e-01,1.009821544019468043e+01,6.850945494994438612e+00,1.852433694785309559e-01,9.639725556568055076e-01,1.146365280135607918e+02,2.292730561417581328e+02
5.862068965517241992e+00,1.012265414920801732e+01,9.933149944290835531e-01,6.685005570916334981e-03,1.849441759599637636e-01,1.499897267035306125e-01,1.012265414920801732e+01,6.862068965517241992e+00,1.849441759599637636e-01,9.641149818594608734e-01,1.151379505491020439e+02,2.302759012133420526e+02
5.873192436040044484e+00,1.014711307150188269e+01,9.933471830857345530e-01,6.652816914265604828e-03,1.846459438774435968e-01,1.497478604846067540e-01,1.014711307150188269e+01,6.873192436040044484e+00,1.846459438774435968e-01,9.642566296630191713e-01,1.156406858629487431e+02,2.312813718415381743e+02
5.884315906562847864e+00,1.017159218912842711e+01,9.933791661066673218e-01,6.620833893332640080e-03,1.843486686264693697e-01,1.495067702560666789e-01,1.017159218912842711e+01,6.884315906562847864e+00,1.843486686264693697e-01,9.643975044583956713e-01,1.161447350980555626e+02,2.322894703122558724e+02
5.895439377085651245e+00,1.019609148419207756e+01,9.934109451248063216e-01,6.589054875193825836e-03,1.840523456317169348e-01,1.492664523073224392e-01,1.019609148419207756e+01,6.895439377085651245e+00,1.840523456317169348e-01,9.645376115916286519e-01,1.166500993964257304e+02,2.333001989095015745e+02
5.906562847608453737e+00,1.022061093884927452e+01,9.934425217576124956e-01,6.557478242387644943e-03,1.837569703468098781e-01,1.490269029512628074e-01,1.022061093884927452e+01,6.906562847608453737e+00,1.837569703468098781e-01,9.646769563643109446e-01,1.171567798991133600e+02,2.343135599153835074e+02
5.917686318131257117e+00,1.024515053530820907e+01,9.934738976072550187e-01,6.526102392745064540e-03,1.834625382540927552e-01,1.487881185240692294e-01,1.024515053530820907e+01,6.917686318131257117e+00,1.834625382540927552e-01,9.648155440340195899e-01,1.176647777462256244e+02,2.353295556101160457e+02
5.928809788654060497e+00,1.026971025582853869e+01,9.935050742607779428e-01,6.494925739222055447e-03,1.831690448644062164e-01,1.485500953850334427e-01,1.026971025582853869e+01,6.928809788654060497e+00,1.831690448644062164e-01,9.649533798147384989e-01,1.181740940769247885e+02,2.363481882720236911e+02
5.939933259176862990e+00,1.029429008272112789e+01,9.935360532902656194e-01,6.463946709734172402e-03,1.828764857168645175e-01,1.483128299163771202e-01,1.029429008272112789e+01,6.939933259176862990e+00,1.828764857168645175e-01,9.650904688772788953e-01,1.186847300294303977e+02,2.373694601775455340e+02
5.951056729699666370e+00,1.031888999834778886e+01,9.935668362530067910e-01,6.433163746993175204e-03,1.825848563786347523e-01,1.480763185230727919e-01,1.031888999834778886e+01,6.951056729699666370e+00,1.825848563786347523e-01,9.652268163496918740e-01,1.191966867410215087e+02,2.383933736012397162e+02
5.962180200222469750e+00,1.034350998512101150e+01,9.935974246916544628e-01,6.402575308345697692e-03,1.822941524447181383e-01,1.478405576326664306e-01,1.034350998512101150e+01,6.962180200222469750e+00,1.822941524447181383e-01,9.653624273176797388e-01,1.197099653480385371e+02,2.394199308157870405e+02
5.973303670745273131e+00,1.036815002550370579e+01,9.936278201343862193e-01,6.372179865613896051e-03,1.820043695377338011e-01,1.476055436951021205e-01,1.036815002550370579e+01,6.973303670745273131e+00,1.820043695377338011e-01,9.654973068250027879e-01,1.202245669858857440e+02,2.404491340919960578e+02
5.984427141268075623e+00,1.039281010200893896e+01,9.936580240950619869e-01,6.341975904938077294e-03,1.817155033077041959e-01,1.473712731825481126e-01,1.039281010200893896e+01,6.984427141268075623e+00,1.817155033077041959e-01,9.656314598738771071e-01,1.207404927890328707e+02,2.414809856988062506e+02
5.995550611790879003e+00,1.041749019719969027e+01,9.936880380733786877e-01,6.311961926621240289e-03,1.814275494318419168e-01,1.471377425892237967e-01,1.041749019719969027e+01,6.995550611790879003e+00,1.814275494318419168e-01,9.657648914253752492e-01,1.212577438910179808e+02,2.425154879032937174e+02
6.006674082313682383e+00,1.044219029368858109e+01,9.937178635550245609e-01,6.282136444975573546e-03,1.811405036143401703e-01,1.469049484312298925e-01,1.044219029368858109e+01,7.006674082313682383e+00,1.811405036143401703e-01,9.658976063998161443e-01,1.217763214244486392e+02,2.435526429706736167e+02
6.017797552836484876e+00,1.046691037413763148e+01,9.937475020118292646e-01,6.252497988170800484e-03,1.808543615861630816e-01,1.466728872463782807e-01,1.046691037413763148e+01,7.017797552836484876e+00,1.808543615861630816e-01,9.660296096771554542e-01,1.222962265210046837e+02,2.445924531643055957e+02
6.028921023359288256e+00,1.049165042125801151e+01,9.937769549019155324e-01,6.223045098084406014e-03,1.805691191048395261e-01,1.464415555940248581e-01,1.049165042125801151e+01,7.028921023359288256e+00,1.805691191048395261e-01,9.661609060973681551e-01,1.228174603114401862e+02,2.456349207456978547e+02
6.040044493882091636e+00,1.051641041780977837e+01,9.938062236698461671e-01,6.193776330153705385e-03,1.802847719542581828e-01,1.462109500549033936e-01,1.051641041780977837e+01,7.040044493882091636e+00,1.802847719542581828e-01,9.662915004608296776e-01,1.233400239255851716e+02,2.466800479745103871e+02
6.051167964404894128e+00,1.054119034660164189e+01,9.938353097467701458e-01,6.164690253229708483e-03,1.800013159444643907e-01,1.459810672309606316e-01,1.054119034660164189e+01,7.051167964404894128e+00,1.800013159444643907e-01,9.664213975286908287e-01,1.238639184923480627e+02,2.477278371085600668e+02
6.062291434927697509e+00,1.056599019049071941e+01,9.938642145505673930e-01,6.135785449432765680e-03,1.797187469114590597e-01,1.457519037451933119e-01,1.056599019049071941e+01,7.062291434927697509e+00,1.797187469114590597e-01,9.665506020232516038e-01,1.243891451397177264e+02,2.487782904038245988e+02
6.073414905450500889e+00,1.059080993238228530e+01,9.938929394859900013e-01,6.107060514010005658e-03,1.794370607169995524e-01,1.455234562414866595e-01,1.059080993238228530e+01,7.073414905450500889e+00,1.794370607169995524e-01,9.666791186283271164e-01,1.249157049947654343e+02,2.498314101144465837e+02
6.084538375973304269e+00,1.061564955522952758e+01,9.939214859448053385e-01,6.078514055194484539e-03,1.791562532484019810e-01,1.452957213844540130e-01,1.061564955522952758e+01,7.084538375973304269e+00,1.791562532484019810e-01,9.668069519896129727e-01,1.254435991836466542e+02,2.508871984927369283e+02
6.095661846496106762e+00,1.064050904203331172e+01,9.939498553059338271e-01,6.050144694066058454e-03,1.788763204183459465e-01,1.450686958592785625e-01,1.064050904203331172e+01,7.095661846496106762e+00,1.788763204183459465e-01,9.669341067150453162e-01,1.259728288316035503e+02,2.519456577891799327e+02
6.106785317018910142e+00,1.066538837584194965e+01,9.939780489355860560e-01,6.021951064413933602e-03,1.785972581646800839e-01,1.448423763715555590e-01,1.066538837584194965e+01,7.106785317018910142e+00,1.785972581646800839e-01,9.670605873751563220e-01,1.265033950629668311e+02,2.530067902524370709e+02
6.117908787541713522e+00,1.069028753975094759e+01,9.940060681873988946e-01,5.993931812600917196e-03,1.783190624502301869e-01,1.446167596471366890e-01,1.069028753975094759e+01,7.117908787541713522e+00,1.783190624502301869e-01,9.671863985034274691e-01,1.270352990011577674e+02,2.540705981293508557e+02
6.129032258064516014e+00,1.071520651690278036e+01,9.940339144025706064e-01,5.966085597429279103e-03,1.780417292626090553e-01,1.443918424319759475e-01,1.071520651690278036e+01,7.129032258064516014e+00,1.780417292626090553e-01,9.673115445966378179e-01,1.275685417686900536e+02,2.551370836649486478e+02
6.140155728587319395e+00,1.074014529048665878e+01,9.940615889099917446e-01,5.938411090008253665e-03,1.777652546140275902e-01,1.441676214919763721e-01,1.074014529048665878e+01,7.140155728587319395e+00,1.777652546140275902e-01,9.674360301152100661e-01,1.281031244871722663e+02,2.562062491024476572e+02
6.151279199110122775e+00,1.076510384373829687e+01,9.940890930263768244e-01,5.910906973623140936e-03,1.774896345411077214e-01,1.439440936128383586e-01,1.076510384373829687e+01,7.151279199110122775e+00,1.774896345411077214e-01,9.675598594835499444e-01,1.286390482773093424e+02,2.572780966832577292e+02
6.162402669632925267e+00,1.079008215993967212e+01,9.941164280563939970e-01,5.883571943605991721e-03,1.772148651046974999e-01,1.437212555999096697e-01,1.079008215993967212e+01,7.162402669632925267e+00,1.772148651046974999e-01,9.676830370903859446e-01,1.291763142589048812e+02,2.583526286469860906e+02
6.173526140155728648e+00,1.081508022241881761e+01,9.941435952927920594e-01,5.856404707207833911e-03,1.769409423896871614e-01,1.434991042780363046e-01,1.081508022241881761e+01,7.173526140155728648e+00,1.769409423896871614e-01,9.678055672891033856e-01,1.297149235508632898e+02,2.594298472314414994e+02
6.184649610678532028e+00,1.084009801454957689e+01,9.941705960165275746e-01,5.829403983472459215e-03,1.766678625048274665e-01,1.432776364914150891e-01,1.084009801454957689e+01,7.184649610678532028e+00,1.766678625048274665e-01,9.679274543980729284e-01,1.302548772711913614e+02,2.605097546726375981e+02
6.195773081201335408e+00,1.086513551975138547e+01,9.941974314968884396e-01,5.802568503111713884e-03,1.763956215825491503e-01,1.430568491034473755e-01,1.086513551975138547e+01,7.195773081201335408e+00,1.763956215825491503e-01,9.680487027009802015e-01,1.307961765370006617e+02,2.615923532047975186e+02
6.206896551724137900e+00,1.089019272148904882e+01,9.942241029916177864e-01,5.775897008382286507e-03,1.761242157787842877e-01,1.428367389965940759e-01,1.089019272148904882e+01,7.206896551724137900e+00,1.761242157787842877e-01,9.681693164471479873e-01,1.313388224645090929e+02,2.626776450603570083e+02
6.218020022246941281e+00,1.091526960327252382e+01,9.942506117470358840e-01,5.749388252963968590e-03,1.758536412727895459e-01,1.426173030722323321e-01,1.091526960327252382e+01,7.218020022246941281e+00,1.758536412727895459e-01,9.682892998518576322e-01,1.318828161690434513e+02,2.637656324699697166e+02
6.229143492769744661e+00,1.094036614865668433e+01,9.942769589981605982e-01,5.723041001839392246e-03,1.755838942669701863e-01,1.423985382505128239e-01,1.094036614865668433e+01,7.229143492769744661e+00,1.755838942669701863e-01,9.684086570966645713e-01,1.324281587650407630e+02,2.648563176625096958e+02
6.240266963292547153e+00,1.096548234124111865e+01,9.943031459688248530e-01,5.696854031175174748e-03,1.753149709867064254e-01,1.421804414702189101e-01,1.096548234124111865e+01,7.240266963292547153e+00,1.753149709867064254e-01,9.685273923297125220e-01,1.329748513660506148e+02,2.659497028650761195e+02
6.251390433815350534e+00,1.099061816466990749e+01,9.943291738717956463e-01,5.670826128204498572e-03,1.750468676801811285e-01,1.419630096886269066e-01,1.099061816466990749e+01,7.251390433815350534e+00,1.750468676801811285e-01,9.686455096660441244e-01,1.335228950847369731e+02,2.670457903029968634e+02
6.262513904338153914e+00,1.101577360263140370e+01,9.943550439088887360e-01,5.644956091111097418e-03,1.747795806182086409e-01,1.417462398813672253e-01,1.101577360263140370e+01,7.262513904338153914e+00,1.747795806182086409e-01,9.687630131879081397e-01,1.340722910328804289e+02,2.681445821998331667e+02
6.273637374860956406e+00,1.104094863885801558e+01,9.943807572710853249e-01,5.619242728914610949e-03,1.745131060940658674e-01,1.415301290422874281e-01,1.104094863885801558e+01,7.273637374860956406e+00,1.745131060940658674e-01,9.688799069450614310e-01,1.346230403213795341e+02,2.692460807773821330e+02
6.284760845383759786e+00,1.106614325712601499e+01,9.944063151386425270e-01,5.593684861357289123e-03,1.742474404233242680e-01,1.413146741833160025e-01,1.106614325712601499e+01,7.284760845383759786e+00,1.742474404233242680e-01,9.689961949550718323e-01,1.351751440602533876e+02,2.703502882556819031e+02
6.295884315906563167e+00,1.109135744125529754e+01,9.944317186812079434e-01,5.568281318792081720e-03,1.739825799436836296e-01,1.410998723343274419e-01,1.109135744125529754e+01,7.295884315906563167e+00,1.739825799436836296e-01,9.691118812036138008e-01,1.357286033586430847e+02,2.714572068530147817e+02
6.307007786429366547e+00,1.111659117510919259e+01,9.944569690579279087e-01,5.543030942072010685e-03,1.737185210148069481e-01,1.408857205430084358e-01,1.111659117510919259e+01,7.307007786429366547e+00,1.737185210148069481e-01,9.692269696447637362e-01,1.362834193248139343e+02,2.725668387859112727e+02
6.318131256952169039e+00,1.114184444259424289e+01,9.944820674175591790e-01,5.517932582440879079e-03,1.734552600181576143e-01,1.406722158747258367e-01,1.114184444259424289e+01,7.318131256952169039e+00,1.734552600181576143e-01,9.693414642012917470e-01,1.368395930661571356e+02,2.736791862691538881e+02
6.329254727474972420e+00,1.116711722766001813e+01,9.945070148985748482e-01,5.492985101425246382e-03,1.731927933568367661e-01,1.404593554123946264e-01,1.116711722766001813e+01,7.329254727474972420e+00,1.731927933568367661e-01,9.694553687649476448e-01,1.373971256891921087e+02,2.747942515157813546e+02
6.340378197997775800e+00,1.119240951429888220e+01,9.945318126292723715e-01,5.468187370727715241e-03,1.729311174554234443e-01,1.402471362563484092e-01,1.119240951429888220e+01,7.340378197997775800e+00,1.729311174554234443e-01,9.695686871967488241e-01,1.379560182995678304e+02,2.759120367370916824e+02
6.351501668520578292e+00,1.121772128654580847e+01,9.945564617278784825e-01,5.443538272121439467e-03,1.726702287598151642e-01,1.400355555242100980e-01,1.121772128654580847e+01,7.351501668520578292e+00,1.726702287598151642e-01,9.696814233272608163e-01,1.385162720020651079e+02,2.770325441426464863e+02
6.362625139043381672e+00,1.124305252847817194e+01,9.945809633026539975e-01,5.419036697345891440e-03,1.724101237370700979e-01,1.398246103507638505e-01,1.124305252847817194e+01,7.362625139043381672e+00,1.724101237370700979e-01,9.697935809568770660e-01,1.390778879005984550e+02,2.781557759402747934e+02
6.373748609566185053e+00,1.126840322421554674e+01,9.946053184519961787e-01,5.394681548003854230e-03,1.721507988752511986e-01,1.396142978878287255e-01,1.126840322421554674e+01,7.373748609566185053e+00,1.721507988752511986e-01,9.699051638560953759e-01,1.396408670982178251e+02,2.792817343360765108e+02
6.384872080088987545e+00,1.129377335791950721e+01,9.946295282645404301e-01,5.370471735459615877e-03,1.718922506832710195e-01,1.394046153041328118e-01,1.129377335791950721e+01,7.384872080088987545e+00,1.718922506832710195e-01,9.700161757657911332e-01,1.402052106971105445e+02,2.804104215344262911e+02
6.395995550611790925e+00,1.131916291379343775e+01,9.946535938192617721e-01,5.346406180738355433e-03,1.716344756907379476e-01,1.391955597851884940e-01,1.131916291379343775e+01,7.395995550611790925e+00,1.716344756907379476e-01,9.701266203974890923e-01,1.407709197986033871e+02,2.815418397379776820e+02
6.407119021134594306e+00,1.134457187608231798e+01,9.946775161855734293e-01,5.322483814426723359e-03,1.713774704478044641e-01,1.389871285331694406e-01,1.134457187608231798e+01,7.407119021134594306e+00,1.713774704478044641e-01,9.702365014336293836e-01,1.413379955031641089e+02,2.826759911476662523e+02
6.418242491657397686e+00,1.137000022907254504e+01,9.947012964234256405e-01,5.298703576574560759e-03,1.711212315250159044e-01,1.387793187667878958e-01,1.137000022907254504e+01,7.418242491657397686e+00,1.711212315250159044e-01,9.703458225278346339e-01,1.419064389104035513e+02,2.838128779627135714e+02
6.429365962180200178e+00,1.139544795709172753e+01,9.947249355834022477e-01,5.275064416597777424e-03,1.708657555131609385e-01,1.385721277211735269e-01,1.139544795709172753e+01,7.429365962180200178e+00,1.708657555131609385e-01,9.704545873051706462e-01,1.424762511190772614e+02,2.849525023806307900e+02
6.440489432703003558e+00,1.142091504450850437e+01,9.947484347068176191e-01,5.251565293182364376e-03,1.706110390231233842e-01,1.383655526477530762e-01,1.142091504450850437e+01,7.440489432703003558e+00,1.706110390231233842e-01,9.705627993624073024e-01,1.430474332270878222e+02,2.860948665972230742e+02
6.451612903225806939e+00,1.144640147573233691e+01,9.947717948258104625e-01,5.228205174189514901e-03,1.703570786857352970e-01,1.381595908141313445e-01,1.144640147573233691e+01,7.451612903225806939e+00,1.703570786857352970e-01,9.706704622682753580e-01,1.436199863314861602e+02,2.872399728065923341e+02
6.462736373748609431e+00,1.147190723521333489e+01,9.947950169634380835e-01,5.204983036561855805e-03,1.701038711516310309e-01,1.379542395039727865e-01,1.147190723521333489e+01,7.462736373748609431e+00,1.701038711516310309e-01,9.707775795637197946e-01,1.441939115284735351e+02,2.883878232011409750e+02
