score,pearson,spearman
F_MAAT,-0.029559545204156053,0.002890504670643175
density_peak,0.09087538439454716,0.08332076916263018
R_rob_inverse,-0.02986876552923958,0.002890504670643175
covariance_condition_log,0.27515455156360663,0.29179649134458846
backdoor_density,0.12145568020511724,0.1256804531470539
