instance_id,n_vars,n_clauses,alpha,satisfiable,dpll_nodes,dpll_timed_out,solve_time_s,log_nodes,degree_cv,max_degree_norm,literal_imbalance,expansion_defect,interaction_cycle_density,backdoor_density,propagation_depth,contradiction_rate,covariance_condition_log,H,B,S,V,R_resp,R_rob,F_MAAT,F_MAAT_primary,density_peak
10,28,91,3.250216861091679,True,14,False,0.0003214579774066806,2.70805020110221,0.32157333701740043,1.6410256408573307,0.22140884906038708,0.0,0.1872113676731129,0.25,0.0,0.0,2.968412522626512,0.5740188295414423,0.6540173149264807,0.5385603398713206,0.6351534296029417,0.6201042066593085,0.598628101625498,2.5655736870434724,2.052458949630699,0.02928483268728687
11,28,96,3.4374814988473332,True,12,False,0.00028624990954995155,2.5649493574615367,0.271100295750631,1.6527777776170909,0.3031312174891424,0.0,0.16820184221058543,0.2857142857142857,0.0,0.0,2.6498805485342003,0.6015145641799085,0.6260189222685627,0.5384467413434612,0.6389877971207897,0.6219785258769777,0.5999530027098035,2.554519769905403,2.043615815921353,0.09607957272811224
12,32,117,3.6700505492407127,True,9,False,0.0003458339488133788,2.302585092994046,0.2553158028625871,1.7321937320358114,0.27866684664841,0.0,0.17847971237797164,0.28125,0.0,0.0,2.881175102051413,0.5812960636341781,0.6436026289265143,0.5376803450089975,0.6321274644286626,0.6184054149546453,0.5971535288318657,2.577905148753548,2.0623241189993577,0.29965427633994424
13,30,116,3.861312894279006,False,101,False,0.0036628750385716558,4.624972813284271,0.22213963320024877,1.4655172412529727,0.2193425038790028,0.0,0.18748269177507962,0.3,0.0,0.0,2.9295794877375427,0.5772356038455618,0.6888238428212953,0.5402625606689176,0.6192083187577135,0.6267572331557613,0.6039148852188102,2.521610039139936,2.0172880313066264,0.5767272875862814
14,31,127,4.085025934463276,True,19,False,0.0006391250062733889,2.995732273553991,0.26722717869133694,1.5459317584043992,0.2688002117152403,0.0,0.19232505643336514,0.2903225806451613,0.0,0.0,2.6214891296481238,0.6040937199594204,0.6452192937686422,0.5394813026751588,0.6184643098401593,0.6223606174209964,0.600517512003805,2.5498173692403965,2.0398538953893466,0.8994149201083476
15,35,151,4.304847104683354,True,46,False,0.001617582980543375,3.8501476017100584,0.2794565975780386,1.467991169864504,0.19453347967161927,0.0,0.18731890233506265,0.2857142857142857,0.0,0.0,3.004594429282545,0.5710537619820061,0.6837672424295949,0.5402384917654266,0.6237489026794615,0.6244989236354943,0.6022754373944589,2.535201997228987,2.02816159777791,0.9930599875229021
16,35,157,4.498657877806567,False,47,False,0.003005333011969924,3.871201010907891,0.2701818433020171,1.7834394903133326,0.19882553952406906,0.0,0.18815158034085913,0.2857142857142857,0.0,0.0,3.1237944781241085,0.5614985121038065,0.6844113617814183,0.5371869596117048,0.6231016471295526,0.6209761301437409,0.5988768773374294,2.5634962366734673,2.050796989332911,0.8210087215254743
17,33,157,4.75660288881556,False,25,False,0.0016642920672893524,3.258096538021482,0.2673642275203166,1.751592356565175,0.2374564570134208,0.0,0.1985694822887945,0.30303030303030304,0.0,0.0,2.8177298277076206,0.5867055605142616,0.6625954308688343,0.5374934718026176,0.6099185415539048,0.6189375417882601,0.5974869412745442,2.575114246726454,2.0600913973773647,0.4257393055333205
18,36,176,4.9020543420429235,False,51,False,0.0035744589986279607,3.9512437185814275,0.24635776576364377,1.431818181720558,0.18212395737387363,0.0,0.20030265511071668,0.2777777777777778,0.0,0.0,3.152673835553829,0.5592314275700901,0.7034676535883889,0.5405906332347499,0.616208426347191,0.6235258242268549,0.6016694532883482,2.5402353186046587,2.03218825487689,0.2399313882353845
19,36,186,5.153204460267586,False,43,False,0.0030698749469593167,3.784189633918261,0.25377255312784147,1.4838709676462019,0.22653467908441305,0.0,0.19725463280711086,0.2777777777777778,0.0,0.0,3.042331753990941,0.5679936901202035,0.6734802675864352,0.5400840479268066,0.6185319006424675,0.618505401438269,0.5978922995413659,2.571723203379011,2.057378562698502,0.06313281670329365
20,36,118,3.2733084601733413,True,13,False,0.0003909580409526825,2.6390573296152584,0.29111125484018646,1.6271186439023269,0.24908679280819687,0.0,0.1559062649449651,0.2777777777777778,0.0,0.0,2.9888769791720566,0.5723380182425051,0.6484469199184643,0.5386948296504818,0.6518757144341998,0.6231088835491614,0.6008397531598734,2.547135060043043,2.0377080480299563,0.03435343360314519
21,31,107,3.4520812874468874,True,29,False,0.0011072909692302346,3.4011973816621555,0.33949240434915245,2.028037382981716,0.23870520158369135,0.0,0.19056758979978322,0.25806451612903225,0.0,0.0,2.837138112170559,0.5850401051398589,0.6390037408941017,0.534844433728828,0.6298868223913127,0.6175192786662164,0.5957235385939907,2.5898928963561345,2.0719143170815104,0.10433435427898159
22,25,92,3.668297549756918,True,13,False,0.00039183301851153374,2.6390573296152584,0.2542435476994176,1.7210144925977344,0.21516804830484543,0.0,0.2067193675888511,0.28,0.0,0.0,2.681931211399376,0.59862932937352,0.680086531470749,0.5377880972596625,0.6107098717751266,0.6288094141521469,0.6047029297861087,2.5150898251612457,2.012071860124402,0.29751267777782936
23,35,135,3.856484624904713,True,21,False,0.0005669170059263706,3.091042453358316,0.2540931497496549,1.555555555421125,0.28453982056327887,0.0,0.1726430298146308,0.2857142857142857,0.0,0.0,2.8238263289185865,0.5861813896183821,0.6408319006814065,0.5393879551429136,0.635381543435199,0.6203025712928661,0.5990016202262423,2.562454871561984,2.049963897246295,0.569044129268985
24,25,102,4.064470216126475,True,8,False,0.0002669160021468997,2.1972245773362196,0.24266768907477515,1.4705882351739714,0.3039595959337009,0.0,0.2054278175649433,0.28,0.0,0.0,2.7516431638429064,0.592448371889855,0.6340558063434185,0.5402132271696319,0.6116748038860028,0.6124907419651099,0.5935618091192928,2.6080696262430587,2.0864557009920355,0.8760063732446589
