dataset_id,family,split,policy,n_vars,n_clauses,solved,sat,timeout,decisions,propagations,conflicts,learned_clauses,max_level,runtime_s,search_cost,structural_update_s,support_evaluation_s,gate_calculation_s,arbitration_s,structural_overhead_s,total_cost,activations,activation_rate,audit_max_abs_error
flat30-60_flat30-12,satlib_graph_coloring_flat30,test,jeroslow_wang,90,300,1,1,0,18,72,0,0,18,0.011870957911014557,5.688,0.000585752,0.0,0.0,0.00010979,0.0006955420000000001,5.688,0,0.0,0.0
flat30-60_flat30-12,satlib_graph_coloring_flat30,test,vsids,90,300,1,1,0,6,84,0,0,6,0.0044133750488981605,2.1359999999999997,0.000519325,0.0,0.0,2.8e-05,0.000547325,2.1359999999999997,0,0.0,0.0
flat30-60_flat30-12,satlib_graph_coloring_flat30,test,score_with_R_Paper69,90,300,1,1,0,18,72,0,0,18,0.012662083026953042,5.688,0.000722079,0.0,0.0,0.000190289,0.000912368,5.688,18,1.0,0.0
flat30-60_flat30-12,satlib_graph_coloring_flat30,test,static_gate_v17_Paper69,90,300,1,1,0,23,181,2,2,18,0.018090250086970627,9.623999999999999,0.002321789,0.0,0.0,0.000293373,0.002615162,9.623999999999999,23,1.0,0.0
flat30-60_flat30-12,satlib_graph_coloring_flat30,test,state_v18_primary,90,300,1,1,0,14,76,0,0,14,0.013713957974687219,4.5040000000000004,0.000634868,0.003458418,3.6084e-05,0.000140916,0.004270285999999999,5.652462469529472,2,0.14285714285714285,0.0
flat30-60_flat30-12,satlib_graph_coloring_flat30,test,state_v18_gate_signal_shuffled,90,300,1,1,0,14,76,0,0,14,0.013061625068075955,4.5040000000000004,0.000592248,0.003384666,3.1709e-05,0.000111039,0.0041196620000000005,5.611953236421805,1,0.07142857142857142,0.0
flat30-60_flat30-12,satlib_graph_coloring_flat30,test,random_activation_matched_q,90,300,1,1,0,15,75,0,0,15,0.014041999937035143,4.8,0.00058583,0.003569917,3.3955e-05,0.00014421,0.004333912,5.965574221081073,2,0.13333333333333333,0.0
flat30-60_flat30-12,satlib_graph_coloring_flat30,test,state_Mode_A_always,90,300,1,1,0,18,72,0,0,18,0.022155208978801966,5.688,0.000702746,0.006859624,5.4539e-05,0.000219501,0.00783641,7.795545672782911,18,1.0,0.0
flat30-60_flat30-12,satlib_graph_coloring_flat30,test,state_gate_value_only_z_R,90,300,1,1,0,14,76,0,0,14,0.015201292000710964,4.5040000000000004,0.000749493,0.003441292,3.6333e-05,0.000126001,0.004353119,5.674739804522616,1,0.07142857142857142,0.0
flat30-60_flat30-12,satlib_graph_coloring_flat30,test,state_gate_response_only_0_5z_t,90,300,1,1,0,11,79,0,0,11,0.012424875050783157,3.6159999999999997,0.000648085,0.003025498,2.4916e-05,0.000152001,0.0038505,4.651564067353622,2,0.18181818181818182,0.0
flat30-60_flat30-12,satlib_graph_coloring_flat30,test,Paper68_hard_threshold_0_5,90,300,1,1,0,14,76,0,0,14,0.013674583984538913,4.5040000000000004,0.000737285,0.003538084,3.2501e-05,0.00010871,0.00441658,5.6918071805201045,2,0.14285714285714285,0.0
flat30-60_flat30-12,satlib_graph_coloring_flat30,test,closure_HBV,90,300,1,1,0,14,76,0,0,14,0.014073000056669116,4.5040000000000004,0.000629423,0.003697874,3.221e-05,0.000132584,0.004492091,5.7121153166816265,3,0.21428571428571427,0.0
flat30-60_flat30-12,satlib_graph_coloring_flat30,test,closure_HSV,90,300,1,1,0,14,76,0,0,14,0.018557458999566734,4.5040000000000004,0.001177873,0.00509971,4.9876e-05,0.000247918,0.006575377,6.272399987145426,2,0.14285714285714285,0.0
flat30-60_flat30-12,satlib_graph_coloring_flat30,test,closure_BSV,90,300,1,1,0,14,76,0,0,14,0.018268125015310943,4.5040000000000004,0.001089289,0.004953999,4.5333e-05,0.000572666,0.006661287,6.295504858987096,2,0.14285714285714285,0.0
flat30-60_flat30-12,satlib_graph_coloring_flat30,test,closure_HBS,90,300,1,1,0,14,76,0,0,14,0.025538417045027018,4.5040000000000004,0.000966289,0.005997915,0.000106585,0.000211376,0.007282165,6.46248549708874,2,0.14285714285714285,0.0
flat30-60_flat30-13,satlib_graph_coloring_flat30,test,jeroslow_wang,90,300,1,1,0,18,95,1,1,16,0.017458584043197334,6.779999999999999,0.001067963,0.0,0.0,0.000179628,0.001247591,6.779999999999999,0,0.0,0.0
flat30-60_flat30-13,satlib_graph_coloring_flat30,test,vsids,90,300,1,1,0,7,83,0,0,7,0.011476999963633716,2.432,0.004196837,0.0,0.0,8.5333e-05,0.00428217,2.432,0,0.0,0.0
flat30-60_flat30-13,satlib_graph_coloring_flat30,test,score_with_R_Paper69,90,300,1,1,0,22,234,4,4,16,0.021109624998643994,11.536,0.002914712,0.0,0.0,0.000316917,0.0032316289999999998,11.536,22,1.0,0.0
flat30-60_flat30-13,satlib_graph_coloring_flat30,test,static_gate_v17_Paper69,90,300,1,1,0,19,154,2,2,16,0.015575291938148439,8.316,0.00173179,0.0,0.0,0.000215163,0.001946953,8.316,19,1.0,0.0
flat30-60_flat30-13,satlib_graph_coloring_flat30,test,state_v18_primary,90,300,1,1,0,15,92,1,1,14,0.02594958303961903,5.868,0.001148544,0.00734875,0.000101918,0.000210957,0.008810169,8.237431098224334,2,0.13333333333333333,0.0
flat30-60_flat30-13,satlib_graph_coloring_flat30,test,state_v18_gate_signal_shuffled,90,300,1,1,0,15,92,1,1,14,0.019497000030241907,5.868,0.001123162,0.005020041,4.6208e-05,0.000196417,0.006385828,7.585422157408297,2,0.13333333333333333,0.0
flat30-60_flat30-13,satlib_graph_coloring_flat30,test,random_activation_matched_q,90,300,1,1,0,10,80,0,0,10,0.012677666964009404,3.32,0.00059829,0.003510999,2.3459e-05,0.000127124,0.0042598720000000005,4.465661699708041,3,0.3,0.0
flat30-60_flat30-13,satlib_graph_coloring_flat30,test,state_Mode_A_always,90,300,1,1,0,22,234,4,4,16,0.03475716698449105,11.536,0.002806674,0.010221539,5.7584e-05,0.000316083,0.01340188,15.140338491880318,22,1.0,0.0
flat30-60_flat30-13,satlib_graph_coloring_flat30,test,state_gate_value_only_z_R,90,300,1,1,0,15,92,1,1,14,0.01590662496164441,5.868,0.000904999,0.003956998,3.6291e-05,0.000159293,0.005057580999999999,7.228199753624309,1,0.06666666666666667,0.0
flat30-60_flat30-13,satlib_graph_coloring_flat30,test,state_gate_response_only_0_5z_t,90,300,1,1,0,15,94,1,1,14,0.01513958303257823,5.876,0.000873581,0.003860293,3.4879e-05,0.000154247,0.004922999999999999,7.200005169090218,4,0.26666666666666666,0.0
flat30-60_flat30-13,satlib_graph_coloring_flat30,test,Paper68_hard_threshold_0_5,90,300,1,1,0,15,92,1,1,14,0.014707916066981852,5.868,0.000767664,0.003874251,3.3459e-05,0.000123502,0.004798876,7.158622918915903,2,0.13333333333333333,0.0
flat30-60_flat30-13,satlib_graph_coloring_flat30,test,closure_HBV,90,300,1,1,0,15,92,1,1,14,0.01472420897334814,5.868,0.000815802,0.003747459,3.2082e-05,0.000144877,0.00474022,7.142847812842745,3,0.2,0.0
flat30-60_flat30-13,satlib_graph_coloring_flat30,test,closure_HSV,90,300,1,1,0,15,92,1,1,14,0.01531341695226729,5.868,0.000784461,0.003676,3.4e-05,0.00013925,0.0046337109999999996,7.114202989248467,2,0.13333333333333333,0.0
flat30-60_flat30-13,satlib_graph_coloring_flat30,test,closure_BSV,90,300,1,1,0,15,92,1,1,14,0.015580875100567937,5.868,0.00088134,0.003886459,3.6664e-05,0.000157665,0.004962128,7.202528361098376,2,0.13333333333333333,0.0
flat30-60_flat30-13,satlib_graph_coloring_flat30,test,closure_HBS,90,300,1,1,0,15,92,1,1,14,0.015079916920512915,5.868,0.000978129,0.003675456,3.4999e-05,0.00016329,0.004851874,7.172876346897102,2,0.13333333333333333,0.0
flat30-60_flat30-14,satlib_graph_coloring_flat30,test,jeroslow_wang,90,300,1,1,0,16,74,0,0,16,0.011404458084143698,5.096,0.000646706,0.0,0.0,9.6212e-05,0.0007429180000000001,5.096,0,0.0,0.0
flat30-60_flat30-14,satlib_graph_coloring_flat30,test,vsids,90,300,1,1,0,10,89,1,1,9,0.006978083052672446,4.356,0.000691006,0.0,0.0,4.0414e-05,0.00073142,4.356,0,0.0,0.0
flat30-60_flat30-14,satlib_graph_coloring_flat30,test,score_with_R_Paper69,90,300,1,1,0,19,71,0,0,19,0.01170283299870789,5.984,0.000663582,0.0,0.0,0.000173791,0.000837373,5.984,19,1.0,0.0
flat30-60_flat30-14,satlib_graph_coloring_flat30,test,static_gate_v17_Paper69,90,300,1,1,0,20,131,2,2,14,0.016688959090970457,8.524000000000001,0.001571832,0.0,0.0,0.000274751,0.001846583,8.524000000000001,20,1.0,0.0
flat30-60_flat30-14,satlib_graph_coloring_flat30,test,state_v18_primary,90,300,1,1,0,13,77,0,0,13,0.013861333020031452,4.208,0.00066704,0.003692916,0.000116666,0.000116251,0.004592873,5.443219905134043,2,0.15384615384615385,0.0
flat30-60_flat30-14,satlib_graph_coloring_flat30,test,state_v18_gate_signal_shuffled,90,300,1,1,0,13,77,0,0,13,0.012173583032563329,4.208,0.000590456,0.003168416,2.804e-05,0.00010646,0.003893372,5.255094181026025,2,0.15384615384615385,0.0
flat30-60_flat30-14,satlib_graph_coloring_flat30,test,random_activation_matched_q,90,300,1,1,0,14,76,0,0,14,0.01338304195087403,4.5040000000000004,0.00060296,0.003402747,3.1915e-05,0.000145625,0.004183247,5.629053961320566,3,0.21428571428571427,0.0
flat30-60_flat30-14,satlib_graph_coloring_flat30,test,state_Mode_A_always,90,300,1,1,0,19,71,0,0,19,0.01906508393585682,5.984,0.000606795,0.005124003,4.8164e-05,0.000192419,0.005971381,7.5899596405864544,19,1.0,0.0
flat30-60_flat30-14,satlib_graph_coloring_flat30,test,state_gate_value_only_z_R,90,300,1,1,0,13,77,0,0,13,0.01339112501591444,4.208,0.000719873,0.003434791,3.3124e-05,0.000107542,0.00429533,5.3631978718156175,1,0.07692307692307693,0.0
flat30-60_flat30-14,satlib_graph_coloring_flat30,test,state_gate_response_only_0_5z_t,90,300,1,1,0,13,77,0,0,13,0.012498083990067244,4.208,0.00061029,0.00307375,3.0585e-05,0.000119582,0.003834207,5.239182183091996,4,0.3076923076923077,0.0
flat30-60_flat30-14,satlib_graph_coloring_flat30,test,Paper68_hard_threshold_0_5,90,300,1,1,0,13,77,0,0,13,0.01273900002706796,4.208,0.000684174,0.003041625,2.9709e-05,0.000125499,0.003881007,5.251768703895047,3,0.23076923076923078,0.0
flat30-60_flat30-14,satlib_graph_coloring_flat30,test,closure_HBV,90,300,1,1,0,13,77,0,0,13,0.012366833980195224,4.208,0.000592044,0.003119916,2.7499e-05,0.000109667,0.0038491259999999996,5.243194540012097,3,0.23076923076923078,0.0
flat30-60_flat30-14,satlib_graph_coloring_flat30,test,closure_HSV,90,300,1,1,0,13,77,0,0,13,0.012140334001742303,4.208,0.000632493,0.002965918,2.8583e-05,0.000142417,0.0037694110000000003,5.221755768520318,2,0.15384615384615385,0.0
flat30-60_flat30-14,satlib_graph_coloring_flat30,test,closure_BSV,90,300,1,1,0,13,77,0,0,13,0.013609374989755452,4.208,0.00060925,0.003810665,3.7917e-05,0.000110082,0.004567914,5.4365073629818355,2,0.15384615384615385,0.0
flat30-60_flat30-14,satlib_graph_coloring_flat30,test,closure_HBS,90,300,1,1,0,13,77,0,0,13,0.033982292050495744,4.208,0.001823049,0.008042918,0.000105957,0.000910373,0.010882297,7.134714905459064,2,0.15384615384615385,0.0
flat30-60_flat30-15,satlib_graph_coloring_flat30,test,jeroslow_wang,90,300,1,1,0,18,72,0,0,18,0.016925540985539556,5.688,0.000768882,0.0,0.0,0.000173582,0.0009424640000000001,5.688,0,0.0,0.0
flat30-60_flat30-15,satlib_graph_coloring_flat30,test,vsids,90,300,1,1,0,9,143,2,2,6,0.008188791922293603,5.271999999999999,0.00129346,0.0,0.0,4.4792e-05,0.001338252,5.271999999999999,0,0.0,0.0
flat30-60_flat30-15,satlib_graph_coloring_flat30,test,score_with_R_Paper69,90,300,1,1,0,20,128,2,2,12,0.017527249990962446,8.512,0.001744075,0.0,0.0,0.000250499,0.0019945740000000003,8.512,20,1.0,0.0
flat30-60_flat30-15,satlib_graph_coloring_flat30,test,static_gate_v17_Paper69,90,300,1,1,0,17,97,1,1,16,0.012699708109721541,6.4879999999999995,0.000917539,0.0,0.0,0.000239129,0.001156668,6.4879999999999995,17,1.0,0.0
flat30-60_flat30-15,satlib_graph_coloring_flat30,test,state_v18_primary,90,300,1,1,0,12,78,0,0,12,0.01160700002219528,3.9119999999999995,0.000584751,0.002893873,2.975e-05,9.2916e-05,0.00360129,4.880540844077373,2,0.16666666666666666,0.0
flat30-60_flat30-15,satlib_graph_coloring_flat30,test,state_v18_gate_signal_shuffled,90,300,1,1,0,12,78,0,0,12,0.011485041002742946,3.9119999999999995,0.000627877,0.002855293,2.6667e-05,8.8043e-05,0.00359788,4.879623749292365,0,0.0,0.0
flat30-60_flat30-15,satlib_graph_coloring_flat30,test,random_activation_matched_q,90,300,1,1,0,13,77,0,0,13,0.011704665957950056,4.208,0.000566962,0.002830417,2.7793e-05,0.000127915,0.003553087,5.163576996592983,5,0.38461538461538464,0.0
flat30-60_flat30-15,satlib_graph_coloring_flat30,test,state_Mode_A_always,90,300,1,1,0,20,128,2,2,12,0.025304874987341464,8.512,0.001846504,0.007002917,5.2251e-05,0.000274708,0.00917638,10.979920892450963,20,1.0,0.0
flat30-60_flat30-15,satlib_graph_coloring_flat30,test,state_gate_value_only_z_R,90,300,1,1,0,12,78,0,0,12,0.011501208995468915,3.9119999999999995,0.000588124,0.002616708,2.6418e-05,9.5876e-05,0.003327126,4.806806423362676,1,0.08333333333333333,0.0
flat30-60_flat30-15,satlib_graph_coloring_flat30,test,state_gate_response_only_0_5z_t,90,300,1,1,0,12,78,0,0,12,0.01175874995533377,3.9119999999999995,0.000688248,0.002984249,4.4709e-05,0.000100583,0.0038177890000000003,4.938766680986344,4,0.3333333333333333,0.0
flat30-60_flat30-15,satlib_graph_coloring_flat30,test,Paper68_hard_threshold_0_5,90,300,1,1,0,12,78,0,0,12,0.011359042022377253,3.9119999999999995,0.000692419,0.002772209,2.5249e-05,9.3916e-05,0.003583793,4.875835152742096,2,0.16666666666666666,0.0
flat30-60_flat30-15,satlib_graph_coloring_flat30,test,closure_HBV,90,300,1,1,0,12,78,0,0,12,0.011224917019717395,3.9119999999999995,0.000562331,0.002733253,2.571e-05,9.5999e-05,0.003417293,4.83105618450047,3,0.25,0.0
flat30-60_flat30-15,satlib_graph_coloring_flat30,test,closure_HSV,90,300,1,1,0,12,78,0,0,12,0.01224754098802805,3.9119999999999995,0.000867707,0.002926288,2.8044e-05,9.9248e-05,0.003921287,4.966601717953742,2,0.16666666666666666,0.0
flat30-60_flat30-15,satlib_graph_coloring_flat30,test,closure_BSV,90,300,1,1,0,12,78,0,0,12,0.012055707979016006,3.9119999999999995,0.000597954,0.003123581,2.7583e-05,0.000101791,0.0038509089999999996,4.947674064939273,2,0.16666666666666666,0.0
flat30-60_flat30-15,satlib_graph_coloring_flat30,test,closure_HBS,90,300,1,1,0,12,78,0,0,12,0.012140457984060049,3.9119999999999995,0.000679748,0.002851083,2.8833e-05,0.000106542,0.0036662059999999995,4.897999531779315,2,0.16666666666666666,0.0
flat30-60_flat30-16,satlib_graph_coloring_flat30,test,jeroslow_wang,90,300,1,1,0,25,65,0,0,25,0.01413212507031858,7.76,0.000664878,0.0,0.0,0.000174455,0.000839333,7.76,0,0.0,0.0
flat30-60_flat30-16,satlib_graph_coloring_flat30,test,vsids,90,300,1,1,0,7,96,1,1,6,0.005865833023563027,3.484,0.000775326,0.0,0.0,3.1583e-05,0.000806909,3.484,0,0.0,0.0
flat30-60_flat30-16,satlib_graph_coloring_flat30,test,score_with_R_Paper69,90,300,1,1,0,18,72,0,0,18,0.010959458071738482,5.688,0.000584043,0.0,0.0,0.000193788,0.000777831,5.688,18,1.0,0.0
flat30-60_flat30-16,satlib_graph_coloring_flat30,test,static_gate_v17_Paper69,90,300,1,1,0,16,111,2,2,13,0.013906333013437688,7.244,0.001225413,0.0,0.0,0.000293335,0.001518748,7.244,16,1.0,0.0
flat30-60_flat30-16,satlib_graph_coloring_flat30,test,state_v18_primary,90,300,1,1,0,14,93,1,1,13,0.015570958028547466,5.572,0.000902381,0.00384154,4.5956e-05,0.000124332,0.004914208999999999,6.89364089335561,2,0.14285714285714285,0.0
flat30-60_flat30-16,satlib_graph_coloring_flat30,test,state_v18_gate_signal_shuffled,90,300,1,1,0,14,93,1,1,13,0.013808459043502808,5.572,0.00097246,0.003134666,3.4918e-05,0.00020596,0.004348004,6.7413641623451035,2,0.14285714285714285,0.0
flat30-60_flat30-16,satlib_graph_coloring_flat30,test,random_activation_matched_q,90,300,1,1,0,14,93,1,1,13,0.01613016694318503,5.572,0.000850538,0.003780792,4.8501e-05,0.000210918,0.004890749,6.887331496388953,3,0.21428571428571427,0.0
flat30-60_flat30-16,satlib_graph_coloring_flat30,test,state_Mode_A_always,90,300,1,1,0,18,72,0,0,18,0.05110275000333786,5.688,0.002701794,0.013628583,0.00010325,0.000591457,0.017025084,10.266772947429445,18,1.0,0.0
flat30-60_flat30-16,satlib_graph_coloring_flat30,test,state_gate_value_only_z_R,90,300,1,1,0,14,93,1,1,13,0.014739125035703182,5.572,0.000853125,0.003433041,4.296e-05,0.000118126,0.004447252,6.768056192615642,1,0.07142857142857142,0.0
flat30-60_flat30-16,satlib_graph_coloring_flat30,test,state_gate_response_only_0_5z_t,90,300,1,1,0,14,93,1,1,13,0.013898625038564205,5.572,0.000806704,0.003271084,4.0751e-05,0.000120833,0.004239372,6.712148373287901,4,0.2857142857142857,0.0
flat30-60_flat30-16,satlib_graph_coloring_flat30,test,Paper68_hard_threshold_0_5,90,300,1,1,0,14,93,1,1,13,0.012817707960493863,5.572,0.000846203,0.002921375,3.1915e-05,0.000102585,0.003902078,6.621435596626695,3,0.21428571428571427,0.0
flat30-60_flat30-16,satlib_graph_coloring_flat30,test,closure_HBV,90,300,1,1,0,14,93,1,1,13,0.013756333966739476,5.572,0.000889997,0.003124334,3.1333e-05,0.000117375,0.0041630389999999995,6.6916191661840685,3,0.21428571428571427,0.0
flat30-60_flat30-16,satlib_graph_coloring_flat30,test,closure_HSV,90,300,1,1,0,14,93,1,1,13,0.013855458004400134,5.572,0.000870253,0.003360124,3.35e-05,0.000115083,0.0043789599999999995,6.749689554182266,2,0.14285714285714285,0.0
flat30-60_flat30-16,satlib_graph_coloring_flat30,test,closure_BSV,90,300,1,1,0,14,93,1,1,13,0.01366050005890429,5.572,0.000911455,0.003140248,4.7084e-05,0.000127625,0.004226412000000001,6.708662875219363,2,0.14285714285714285,0.0
flat30-60_flat30-16,satlib_graph_coloring_flat30,test,closure_HBS,90,300,1,1,0,14,93,1,1,13,0.012587000033818185,5.572,0.000784336,0.003091123,3.0499e-05,0.000102792,0.00400875,6.650124257889582,2,0.14285714285714285,0.0
flat30-60_flat30-18,satlib_graph_coloring_flat30,test,jeroslow_wang,90,300,1,1,0,29,108,2,2,22,0.019995042006485164,11.132,0.001244497,0.0,0.0,0.000246334,0.001490831,11.132,0,0.0,0.0
flat30-60_flat30-18,satlib_graph_coloring_flat30,test,vsids,90,300,1,1,0,13,132,3,3,10,0.011026000021956861,7.428000000000001,0.001426709,0.0,0.0,6.7831e-05,0.00149454,7.428000000000001,0,0.0,0.0
flat30-60_flat30-18,satlib_graph_coloring_flat30,test,score_with_R_Paper69,90,300,1,1,0,36,543,14,14,15,0.03976316703483462,26.971999999999998,0.007734451,0.0,0.0,0.000769873,0.008504324,26.971999999999998,36,1.0,0.0
flat30-60_flat30-18,satlib_graph_coloring_flat30,test,static_gate_v17_Paper69,90,300,1,1,0,22,110,1,1,16,0.016373332939110696,8.04,0.001185885,0.0,0.0,0.000262123,0.001448008,8.04,22,1.0,0.0
flat30-60_flat30-18,satlib_graph_coloring_flat30,test,state_v18_primary,90,300,1,1,0,17,118,3,3,12,0.01843329204712063,8.572,0.001211751,0.004748292,4.2415e-05,0.000152126,0.006154583999999999,10.227230759618108,2,0.11764705882352941,0.0
flat30-60_flat30-18,satlib_graph_coloring_flat30,test,state_v18_gate_signal_shuffled,90,300,1,1,0,17,118,3,3,12,0.019365624990314245,8.572,0.001316161,0.00470471,5.8374e-05,0.000170459,0.006249704,10.252812594207558,2,0.11764705882352941,0.0
flat30-60_flat30-18,satlib_graph_coloring_flat30,test,random_activation_matched_q,90,300,1,1,0,16,87,1,1,14,0.015561957960017025,6.148,0.00092863,0.003972915,3.5959e-05,0.000182584,0.005120088,7.525010558236196,3,0.1875,0.0
flat30-60_flat30-18,satlib_graph_coloring_flat30,test,state_Mode_A_always,90,300,1,1,0,36,543,14,14,15,0.05544670799281448,26.971999999999998,0.007391933,0.013101668,9.0996e-05,0.00052779,0.021112387,32.650023465332744,36,1.0,0.0
flat30-60_flat30-18,satlib_graph_coloring_flat30,test,state_gate_value_only_z_R,90,300,1,1,0,17,118,3,3,12,0.017160208080895245,8.572,0.001186748,0.004283292,3.5918e-05,0.000190957,0.005696915000000001,10.104143999160591,2,0.11764705882352941,0.0
flat30-60_flat30-18,satlib_graph_coloring_flat30,test,state_gate_response_only_0_5z_t,90,300,1,1,0,17,118,3,3,12,0.017077332944609225,8.572,0.001218084,0.00432146,3.6461e-05,0.000155918,0.005731923,10.113559147029678,3,0.17647058823529413,0.0
flat30-60_flat30-18,satlib_graph_coloring_flat30,test,Paper68_hard_threshold_0_5,90,300,1,1,0,17,118,3,3,12,0.0173456670017913,8.572,0.001176995,0.004408665,3.5211e-05,0.000178166,0.005799037,10.13160897090096,4,0.23529411764705882,0.0
flat30-60_flat30-18,satlib_graph_coloring_flat30,test,closure_HBV,90,300,1,1,0,17,118,3,3,12,0.01779491698835045,8.572,0.001390958,0.004384874,4.4376e-05,0.000153915,0.0059741230000000005,10.178697081612992,3,0.17647058823529413,0.0
flat30-60_flat30-18,satlib_graph_coloring_flat30,test,closure_HSV,90,300,1,1,0,17,118,3,3,12,0.017974624992348254,8.572,0.001252254,0.004495626,3.9291e-05,0.000148124,0.005935295000000001,10.168254572430493,2,0.11764705882352941,0.0
flat30-60_flat30-18,satlib_graph_coloring_flat30,test,closure_BSV,90,300,1,1,0,17,118,3,3,12,0.017413249937817454,8.572,0.001198124,0.004528209,3.571e-05,0.000188166,0.005950209000000001,10.172265584636833,2,0.11764705882352941,0.0
flat30-60_flat30-18,satlib_graph_coloring_flat30,test,closure_HBS,90,300,1,1,0,17,118,3,3,12,0.017229874967597425,8.572,0.001150118,0.004347166,3.7581e-05,0.000153167,0.005688032000000001,10.101754980692782,3,0.17647058823529413,0.0
flat30-60_flat30-19,satlib_graph_coloring_flat30,test,jeroslow_wang,90,300,1,1,0,23,278,5,5,16,0.021206500008702278,13.011999999999999,0.003896123,0.0,0.0,0.000137458,0.004033581,13.011999999999999,0,0.0,0.0
flat30-60_flat30-19,satlib_graph_coloring_flat30,test,vsids,90,300,1,1,0,18,234,6,6,8,0.015758875058963895,12.335999999999999,0.00282362,0.0,0.0,8.5667e-05,0.0029092870000000004,12.335999999999999,0,0.0,0.0
flat30-60_flat30-19,satlib_graph_coloring_flat30,test,score_with_R_Paper69,90,300,1,1,0,15,124,2,2,13,0.012114000041037798,6.996,0.001309119,0.0,0.0,0.000149916,0.001459035,6.996,15,1.0,0.0
flat30-60_flat30-19,satlib_graph_coloring_flat30,test,static_gate_v17_Paper69,90,300,1,1,0,15,75,0,0,15,0.009967999998480082,4.8,0.000617954,0.0,0.0,0.00017,0.000787954,4.8,15,1.0,0.0
flat30-60_flat30-19,satlib_graph_coloring_flat30,test,state_v18_primary,90,300,1,1,0,13,179,3,3,9,0.017771667102351785,7.6160000000000005,0.002246505,0.00386492,3.7751e-05,0.000126207,0.006275383,9.303718775141352,2,0.15384615384615385,0.0
flat30-60_flat30-19,satlib_graph_coloring_flat30,test,state_v18_gate_signal_shuffled,90,300,1,1,0,13,179,3,3,9,0.017780708032660186,7.6160000000000005,0.002304711,0.003588209,4.0541e-05,0.000115874,0.006049335,9.242924803891606,0,0.0,0.0
flat30-60_flat30-19,satlib_graph_coloring_flat30,test,random_activation_matched_q,90,300,1,1,0,12,141,2,2,9,0.014669917058199644,6.164,0.001558247,0.003093331,3.0831e-05,0.000139334,0.004821743,7.460772832830504,3,0.25,0.0
flat30-60_flat30-19,satlib_graph_coloring_flat30,test,state_Mode_A_always,90,300,1,1,0,15,124,2,2,13,0.019497124943882227,6.996,0.001310621,0.004960373,5.7292e-05,0.00021325,0.006541536,8.75529869546816,15,1.0,0.0
flat30-60_flat30-19,satlib_graph_coloring_flat30,test,state_gate_value_only_z_R,90,300,1,1,0,13,179,3,3,9,0.017622583080083132,7.6160000000000005,0.00238641,0.00394525,3.4082e-05,0.000134668,0.00650041,9.364238155841102,1,0.07692307692307693,0.0
flat30-60_flat30-19,satlib_graph_coloring_flat30,test,state_gate_response_only_0_5z_t,90,300,1,1,0,13,179,3,3,10,0.017921249964274466,7.6160000000000005,0.002173124,0.003591083,4.2334e-05,0.000133043,0.005939584,9.21340806789469,5,0.38461538461538464,0.0
flat30-60_flat30-19,satlib_graph_coloring_flat30,test,Paper68_hard_threshold_0_5,90,300,1,1,0,13,179,3,3,9,0.01651966606732458,7.6160000000000005,0.001899131,0.003576666,3.3041e-05,0.000156167,0.005665005,9.139562035937828,2,0.15384615384615385,0.0
flat30-60_flat30-19,satlib_graph_coloring_flat30,test,closure_HBV,90,300,1,1,0,13,179,3,3,9,0.016042084083892405,7.6160000000000005,0.001995253,0.00329096,2.9291e-05,0.000113997,0.005429501,9.07622494202326,2,0.15384615384615385,0.0
flat30-60_flat30-19,satlib_graph_coloring_flat30,test,closure_HSV,90,300,1,1,0,13,179,3,3,9,0.016422957996837795,7.6160000000000005,0.002035339,0.003372458,3.1205e-05,0.00012025,0.005559252000000001,9.111120533064216,2,0.15384615384615385,0.0
flat30-60_flat30-19,satlib_graph_coloring_flat30,test,closure_BSV,90,300,1,1,0,13,179,3,3,9,0.017817625077441335,7.6160000000000005,0.002181922,0.004601168,3.5709e-05,0.000121331,0.00694013,9.482497662839345,2,0.15384615384615385,0.0
flat30-60_flat30-19,satlib_graph_coloring_flat30,test,closure_HBS,90,300,1,1,0,13,179,3,3,9,0.015588999958708882,7.6160000000000005,0.002005957,0.003179957,2.9374e-05,0.000111456,0.0053267440000000004,9.048589191635244,2,0.15384615384615385,0.0
flat30-60_flat30-2,satlib_graph_coloring_flat30,test,jeroslow_wang,90,300,1,1,0,35,214,6,6,20,0.02393804199527949,17.356,0.00287858,0.0,0.0,0.000194002,0.003072582,17.356,0,0.0,0.0
flat30-60_flat30-2,satlib_graph_coloring_flat30,test,vsids,90,300,1,1,0,15,194,4,4,9,0.014368291012942791,9.276,0.002704828,0.0,0.0,7.2582e-05,0.0027774099999999997,9.276,0,0.0,0.0
flat30-60_flat30-2,satlib_graph_coloring_flat30,test,score_with_R_Paper69,90,300,1,1,0,22,68,0,0,22,0.015414249966852367,6.872,0.000632166,0.0,0.0,0.000245292,0.000877458,6.872,22,1.0,0.0
flat30-60_flat30-2,satlib_graph_coloring_flat30,test,static_gate_v17_Paper69,90,300,1,1,0,16,74,0,0,16,0.010233749984763563,5.096,0.000583622,0.0,0.0,0.00017171,0.000755332,5.096,16,1.0,0.0
flat30-60_flat30-2,satlib_graph_coloring_flat30,test,state_v18_primary,90,300,1,1,0,17,73,0,0,17,0.013947125058621168,5.3919999999999995,0.000596455,0.003751623,3.9206e-05,0.000118206,0.00450549,6.60371888061838,2,0.11764705882352941,0.0
