dataset_id,family,split,policy,n_vars,n_clauses,solved,sat,timeout,decisions,propagations,conflicts,learned_clauses,max_level,runtime_s,search_cost,structural_update_s,support_evaluation_s,gate_calculation_s,arbitration_s,structural_overhead_s,total_cost,activations,activation_rate,audit_max_abs_error
aim_aim-100-3_4-yes1-2,satlib_dimacs_aim,test,vsids,100,340,1,1,0,67,427,25,25,11,0.08578120800666511,46.80799999999999,0.01275998,0.0,0.0,0.000485747,0.013245727,46.80799999999999,0,0.0,0.0
aim_aim-100-3_4-yes1-2,satlib_dimacs_aim,test,score_with_R_Paper69,100,340,1,1,0,138,1866,85,85,16,0.247479208977893,133.864,0.061531483,0.0,0.0,0.00168488,0.063216363,133.864,138,1.0,0.0
aim_aim-100-3_4-yes1-2,satlib_dimacs_aim,test,static_gate_v17_Paper69,100,340,1,1,0,121,1047,48,48,15,0.17585045902524143,88.488,0.033591459,0.0,0.0,0.001752039,0.035343497999999994,88.488,121,1.0,0.0
aim_aim-100-3_4-yes1-2,satlib_dimacs_aim,test,state_v18_primary,100,340,1,1,0,16,118,2,2,10,0.034167125006206334,7.272,0.002103167,0.01089479,5.9792e-05,0.000222962,0.013280710999999999,10.84375096753876,4,0.25,0.0
aim_aim-100-3_4-yes1-2,satlib_dimacs_aim,test,state_v18_gate_signal_shuffled,100,340,1,1,0,7,95,1,1,6,0.01550291699822992,3.48,0.001149786,0.004330623,1.4458e-05,8.8292e-05,0.005583159,4.981550147441107,0,0.0,0.0
aim_aim-100-3_4-yes1-2,satlib_dimacs_aim,test,random_activation_matched_q,100,340,1,1,0,21,167,10,10,12,0.045562040992081165,16.968,0.003922416,0.013456042,5.1457e-05,0.000322997,0.017752912,21.742517012879087,7,0.3333333333333333,0.0
aim_aim-100-3_4-yes1-2,satlib_dimacs_aim,test,state_Mode_A_always,100,340,1,1,0,138,1866,85,85,16,0.3488979170797393,133.864,0.062313659,0.082548166,0.000295501,0.001680175,0.146837501,173.3548816453971,138,1.0,1.1102230246251565e-16
aim_aim-100-3_4-yes1-2,satlib_dimacs_aim,test,state_gate_value_only_z_R,100,340,1,1,0,28,335,13,13,13,0.06391258304938674,22.74,0.008509666,0.017429247,6.3e-05,0.000371624,0.026373537000000002,29.832971626080052,16,0.5714285714285714,0.0
aim_aim-100-3_4-yes1-2,satlib_dimacs_aim,test,state_gate_response_only_0_5z_t,100,340,1,1,0,7,95,1,1,6,0.0170390410348773,3.48,0.001207168,0.005068334,2.4459e-05,0.000101708,0.006401669,5.201682479545928,0,0.0,0.0
aim_aim-100-3_4-yes1-2,satlib_dimacs_aim,test,Paper68_hard_threshold_0_5,100,340,1,1,0,59,497,23,23,15,0.1344491660129279,42.688,0.016008887,0.038010998,0.000149751,0.000795662,0.054965297999999996,57.47051851972054,53,0.8983050847457628,0.0
aim_aim-100-3_4-yes1-2,satlib_dimacs_aim,test,closure_HBV,100,340,1,1,0,97,1258,66,66,9,0.2506871250225231,100.13199999999999,0.043180794,0.064206667,0.000216798,0.001316705,0.108920964,129.42550383064992,25,0.25773195876288657,0.0
aim_aim-100-3_4-yes1-2,satlib_dimacs_aim,test,closure_HSV,100,340,1,1,0,65,997,52,52,12,0.1808820840669796,75.488,0.035789027,0.043414665,0.000139124,0.000823458,0.080166274,97.04813836333591,9,0.13846153846153847,0.0
aim_aim-100-3_4-yes1-2,satlib_dimacs_aim,test,closure_BSV,100,340,1,1,0,7,95,1,1,6,0.015509875025600195,3.48,0.001179046,0.004336291,1.45e-05,9.2541e-05,0.005622378,4.992097813239716,0,0.0,0.0
aim_aim-100-3_4-yes1-2,satlib_dimacs_aim,test,closure_HBS,100,340,1,1,0,24,196,12,12,9,0.05097500002011657,19.983999999999998,0.004978459,0.014735292,5.6e-05,0.000314083,0.020083834000000002,25.38540159072717,7,0.2916666666666667,0.0
aim_aim-100-3_4-yes1-3,satlib_dimacs_aim,test,jeroslow_wang,100,339,1,1,0,76,888,44,44,12,0.1286503329174593,70.352,0.028048738,0.0,0.0,0.000604033,0.028652771,70.352,0,0.0,0.0
aim_aim-100-3_4-yes1-3,satlib_dimacs_aim,test,vsids,100,339,1,1,0,69,644,23,23,12,0.09578070789575577,46.276,0.017512833,0.0,0.0,0.000492206,0.018005038999999997,46.276,0,0.0,0.0
aim_aim-100-3_4-yes1-3,satlib_dimacs_aim,test,score_with_R_Paper69,100,339,1,1,0,140,1100,66,66,16,0.20912337501067668,112.4,0.039507321,0.0,0.0,0.001664668,0.041171989,112.4,140,1.0,0.0
aim_aim-100-3_4-yes1-3,satlib_dimacs_aim,test,static_gate_v17_Paper69,100,339,1,1,0,81,338,20,20,17,0.11924791696947068,45.651999999999994,0.015549292,0.0,0.0,0.001581375,0.017130667,45.651999999999994,81,1.0,0.0
aim_aim-100-3_4-yes1-3,satlib_dimacs_aim,test,state_v18_primary,100,339,1,1,0,81,1074,57,57,12,0.20240645902231336,85.596,0.034466922,0.049164169,0.000181376,0.001038627,0.08485109399999999,108.41608674770667,12,0.14814814814814814,0.0
aim_aim-100-3_4-yes1-3,satlib_dimacs_aim,test,state_v18_gate_signal_shuffled,100,339,1,1,0,60,695,35,35,12,0.13945416698697954,55.78,0.020703741,0.03568275,0.0001275,0.000773376,0.057287367,71.18702214738337,2,0.03333333333333333,0.0
aim_aim-100-3_4-yes1-3,satlib_dimacs_aim,test,random_activation_matched_q,100,339,1,1,0,50,684,36,36,10,0.12811012496240437,53.736,0.021799548,0.030667002,0.00010892,0.000773749,0.053349218999999996,68.08388578568476,9,0.18,0.0
aim_aim-100-3_4-yes1-3,satlib_dimacs_aim,test,state_Mode_A_always,100,339,1,1,0,140,1100,66,66,16,0.30976854101754725,112.4,0.039755129,0.085344627,0.000286574,0.001740953,0.127127283,146.58996136997663,140,1.0,1.1102230246251565e-16
aim_aim-100-3_4-yes1-3,satlib_dimacs_aim,test,state_gate_value_only_z_R,100,339,1,1,0,88,1099,61,61,13,0.22470212494954467,91.796,0.036155751,0.058137375,0.000186587,0.001125796,0.095605509,117.50840871612866,24,0.2727272727272727,0.0
aim_aim-100-3_4-yes1-3,satlib_dimacs_aim,test,state_gate_response_only_0_5z_t,100,339,1,1,0,82,1005,52,52,9,0.2133037920575589,80.61999999999999,0.034458735,0.054811793,0.000175954,0.001075588,0.09052207,104.96525464081789,18,0.21951219512195122,0.0
aim_aim-100-3_4-yes1-3,satlib_dimacs_aim,test,Paper68_hard_threshold_0_5,100,339,1,1,0,101,628,31,31,16,0.20521775004453957,63.812,0.019598955,0.060079712,0.000213623,0.001309462,0.081201752,85.65062266650048,90,0.8910891089108911,1.1102230246251565e-16
aim_aim-100-3_4-yes1-3,satlib_dimacs_aim,test,closure_HBV,100,339,1,1,0,70,635,40,40,11,0.16215325007215142,63.54,0.020141083,0.043089752,0.000151915,0.000919332,0.064302082,80.8335789053957,13,0.18571428571428572,0.0
aim_aim-100-3_4-yes1-3,satlib_dimacs_aim,test,closure_HSV,100,339,1,1,0,66,739,43,43,11,0.16039724997244775,65.756,0.023802069,0.040724709,0.000145123,0.000882457,0.065554358,83.38636945935215,8,0.12121212121212122,0.0
aim_aim-100-3_4-yes1-3,satlib_dimacs_aim,test,closure_BSV,100,339,1,1,0,69,668,41,41,11,0.16136174998246133,64.372,0.021684196,0.043236587,0.000145665,0.000897125,0.065963573,82.11242486769447,6,0.08695652173913043,0.0
aim_aim-100-3_4-yes1-3,satlib_dimacs_aim,test,closure_HBS,100,339,1,1,0,116,1612,78,78,11,0.30880741705186665,119.24799999999999,0.056383226,0.074532795,0.000249414,0.001525796,0.132691231,154.93434485820518,33,0.28448275862068967,2.220446049250313e-16
aim_aim-100-3_4-yes1-4,satlib_dimacs_aim,test,jeroslow_wang,100,339,1,1,0,26,287,11,11,12,0.040117874974384904,19.948,0.006989125,0.0,0.0,0.000225706,0.007214831,19.948,0,0.0,0.0
aim_aim-100-3_4-yes1-4,satlib_dimacs_aim,test,vsids,100,339,1,1,0,109,909,52,52,15,0.16530300001613796,88.33599999999998,0.029792359,0.0,0.0,0.000824709,0.030617068,88.33599999999998,0,0.0,0.0
aim_aim-100-3_4-yes1-4,satlib_dimacs_aim,test,score_with_R_Paper69,100,339,1,1,0,118,711,36,36,17,0.15741195797454566,74.244,0.023818328,0.0,0.0,0.001383419,0.025201747,74.244,118,1.0,0.0
aim_aim-100-3_4-yes1-4,satlib_dimacs_aim,test,static_gate_v17_Paper69,100,339,1,1,0,207,1591,76,76,20,0.3002102919854224,144.464,0.055921548,0.0,0.0,0.002917841,0.058839389,144.464,207,1.0,0.0
aim_aim-100-3_4-yes1-4,satlib_dimacs_aim,test,state_v18_primary,100,339,1,1,0,74,1131,52,52,12,0.19940445793326944,78.724,0.035596399,0.049042125,0.000180042,0.000996665,0.08581523099999999,101.8033844059864,17,0.22972972972972974,0.0
aim_aim-100-3_4-yes1-4,satlib_dimacs_aim,test,state_v18_gate_signal_shuffled,100,339,1,1,0,51,675,38,38,9,0.1284143339144066,56.0,0.02064461,0.031416209,0.000111206,0.000676081,0.052848106000000006,70.21311507630058,8,0.1568627450980392,0.0
aim_aim-100-3_4-yes1-4,satlib_dimacs_aim,test,random_activation_matched_q,100,339,1,1,0,44,603,30,30,8,0.11143662501126528,45.612,0.017704379,0.02796613,9.6417e-05,0.000645795,0.046412721,58.094364922921415,9,0.20454545454545456,0.0
aim_aim-100-3_4-yes1-4,satlib_dimacs_aim,test,state_Mode_A_always,100,339,1,1,0,118,711,36,36,17,0.24836845905520022,74.244,0.02397426,0.076065594,0.000254371,0.001515502,0.101809727,101.62498818030954,118,1.0,2.220446049250313e-16
aim_aim-100-3_4-yes1-4,satlib_dimacs_aim,test,state_gate_value_only_z_R,100,339,1,1,0,99,1014,55,55,13,0.2490181669127196,88.756,0.035419181,0.067289206,0.000237627,0.00143012,0.10437613400000001,116.8272047421599,50,0.5050505050505051,0.0
aim_aim-100-3_4-yes1-4,satlib_dimacs_aim,test,state_gate_response_only_0_5z_t,100,339,1,1,0,65,726,43,43,10,0.16562095808330923,65.404,0.025542282,0.043504371,0.000172667,0.000973,0.07019232,84.28171572424023,14,0.2153846153846154,0.0
aim_aim-100-3_4-yes1-4,satlib_dimacs_aim,test,Paper68_hard_threshold_0_5,100,339,1,1,0,121,942,54,54,17,0.28396204207092524,94.068,0.033983512,0.081279456,0.000295374,0.00183537,0.117393712,125.6401879964835,99,0.8181818181818182,8.881784197001252e-16
aim_aim-100-3_4-yes1-4,satlib_dimacs_aim,test,closure_HBV,100,339,1,1,0,28,244,14,14,9,0.06502287508919835,23.375999999999998,0.006500048,0.018374084,6.1419e-05,0.000397082,0.025332633,30.18902803954203,6,0.21428571428571427,0.0
aim_aim-100-3_4-yes1-4,satlib_dimacs_aim,test,closure_HSV,100,339,1,1,0,77,944,54,54,11,0.19224879203829914,80.87599999999999,0.03147409,0.049091043,0.000168291,0.00098171,0.08171513400000001,102.85269303451143,16,0.2077922077922078,0.0
aim_aim-100-3_4-yes1-4,satlib_dimacs_aim,test,closure_BSV,100,339,1,1,0,37,507,25,25,10,0.09592579095624387,38.128,0.014892377,0.024687918,9.0129e-05,0.00052125,0.040191674000000004,48.9372594211637,2,0.05405405405405406,0.0
aim_aim-100-3_4-yes1-4,satlib_dimacs_aim,test,closure_HBS,100,339,1,1,0,64,435,28,28,11,0.14643820805940777,48.940000000000005,0.015038744,0.043189165,0.000155082,0.000944834,0.059327825,64.89578853765587,25,0.390625,0.0
dubois_dubois100,satlib_dimacs_dubois,test,jeroslow_wang,300,396,1,1,0,100,99,0,0,100,0.12147920799907297,30.396,0.001650496,0.0,0.0,0.0020265,0.003676996,30.396,0,0.0,0.0
dubois_dubois100,satlib_dimacs_dubois,test,vsids,300,396,1,1,0,100,99,0,0,100,0.11700758303049952,30.396,0.001691037,0.0,0.0,0.002011413,0.0037024500000000004,30.396,0,0.0,0.0
dubois_dubois100,satlib_dimacs_dubois,test,score_with_R_Paper69,300,396,1,1,0,100,99,0,0,100,0.12350045796483755,30.396,0.001787374,0.0,0.0,0.002528999,0.004316373,30.396,100,1.0,0.0
dubois_dubois100,satlib_dimacs_dubois,test,static_gate_v17_Paper69,300,396,1,1,0,100,99,0,0,100,0.11988987505901605,30.396,0.001718074,0.0,0.0,0.003090876,0.00480895,30.396,100,1.0,0.0
dubois_dubois100,satlib_dimacs_dubois,test,state_v18_primary,300,396,1,1,0,100,99,0,0,100,0.1634379579918459,30.396,0.001544546,0.036439789,0.000228378,0.002752871,0.040965584,41.41339690652032,1,0.01,0.0
dubois_dubois100,satlib_dimacs_dubois,test,state_v18_gate_signal_shuffled,300,396,1,1,0,100,99,0,0,100,0.16290245798882097,30.396,0.00155871,0.039431913,0.000201993,0.002349753,0.043542369,42.106404556253025,86,0.86,0.0
dubois_dubois100,satlib_dimacs_dubois,test,random_activation_matched_q,300,396,1,1,0,100,99,0,0,100,0.16422395908739418,30.396,0.001611584,0.037716666,0.000265125,0.003018497,0.042611872,41.85615413215737,21,0.21,0.0
dubois_dubois100,satlib_dimacs_dubois,test,state_Mode_A_always,300,396,1,1,0,100,99,0,0,100,0.183116624946706,30.396,0.001718544,0.044372371,0.00025437,0.002676251,0.049021536,43.57998680900715,100,1.0,0.0
dubois_dubois100,satlib_dimacs_dubois,test,state_gate_value_only_z_R,300,396,1,1,0,100,99,0,0,100,0.1664179159561172,30.396,0.001746709,0.037447457,0.000230042,0.002839119,0.042263327,41.76241548059114,4,0.04,0.0
dubois_dubois100,satlib_dimacs_dubois,test,state_gate_response_only_0_5z_t,300,396,1,1,0,100,99,0,0,100,0.1674969580490142,30.396,0.001659337,0.03745596,0.000246083,0.002870042,0.042231422000000005,41.75383486208214,1,0.01,0.0
dubois_dubois100,satlib_dimacs_dubois,test,Paper68_hard_threshold_0_5,300,396,1,1,0,100,99,0,0,100,0.16440237499773502,30.396,0.001571166,0.037415297,0.000216831,0.002720875,0.041924169,41.67120139463982,11,0.11,0.0
dubois_dubois100,satlib_dimacs_dubois,test,closure_HBV,300,396,1,1,0,100,99,0,0,100,0.1613281249301508,30.396,0.001613878,0.036369546,0.000210993,0.002783539,0.040977956,41.41672426625056,5,0.05,0.0
dubois_dubois100,satlib_dimacs_dubois,test,closure_HSV,300,396,1,1,0,100,99,0,0,100,0.1612374579999596,30.396,0.001525456,0.036128249,0.000209081,0.002756378,0.040619164,41.32022975830252,5,0.05,0.0
dubois_dubois100,satlib_dimacs_dubois,test,closure_BSV,300,396,1,1,0,100,99,0,0,100,0.1612407920183614,30.396,0.001509616,0.035921544,0.00021788,0.002753006,0.040402046,41.26183744582993,2,0.02,0.0
dubois_dubois100,satlib_dimacs_dubois,test,closure_HBS,300,396,1,1,0,100,99,0,0,100,0.18106099998112768,30.396,0.001575705,0.036088332,0.000217885,0.002764166,0.040646088,41.3274707729628,1,0.01,0.0
dubois_dubois20,satlib_dimacs_dubois,test,jeroslow_wang,60,160,1,0,0,377,2105,245,244,21,0.40064224996604025,366.52000000000004,0.126601294,0.0,0.0,0.0012965,0.127897794,366.52000000000004,0,0.0,0.0
dubois_dubois20,satlib_dimacs_dubois,test,vsids,60,160,1,0,0,492,1386,156,155,30,0.29018479108344764,309.144,0.064536086,0.0,0.0,0.001589327,0.06612541300000001,309.144,0,0.0,0.0
dubois_dubois20,satlib_dimacs_dubois,test,score_with_R_Paper69,60,160,1,0,0,633,2741,255,254,26,0.507913958048448,455.864,0.125032202,0.0,0.0,0.004711155,0.129743357,455.864,633,1.0,0.0
dubois_dubois20,satlib_dimacs_dubois,test,static_gate_v17_Paper69,60,160,1,0,0,366,1113,124,123,24,0.21955849998630583,238.252,0.039522487,0.0,0.0,0.002993754,0.042516241,238.252,366,1.0,0.0
dubois_dubois20,satlib_dimacs_dubois,test,state_v18_primary,60,160,1,0,0,454,3247,276,275,21,0.5991909999866039,425.188,0.139271694,0.100868549,0.000938583,0.002791005,0.243869831,490.7750235281653,65,0.14317180616740088,2.55351295663786e-15
dubois_dubois20,satlib_dimacs_dubois,test,state_v18_gate_signal_shuffled,60,160,1,0,0,578,2868,256,255,22,0.7146937500219792,440.87199999999996,0.142929925,0.133334505,0.001252236,0.005113713,0.28263037900000004,516.8833919841412,473,0.8183391003460208,2.220446049250313e-15
dubois_dubois20,satlib_dimacs_dubois,test,random_activation_matched_q,60,160,1,0,0,300,1935,184,183,21,0.3411016669124365,281.74,0.070724753,0.062884041,0.000673416,0.002493837,0.136776047,318.5249265154838,77,0.25666666666666665,1.1102230246251565e-16
dubois_dubois20,satlib_dimacs_dubois,test,state_Mode_A_always,60,160,1,0,0,633,2741,255,254,26,0.7068461250746623,455.864,0.130880523,0.144104295,0.001355985,0.005617043,0.28195784599999996,531.6945191081745,633,1.0,4.6629367034256575e-15
dubois_dubois20,satlib_dimacs_dubois,test,state_gate_value_only_z_R,60,160,1,0,0,255,2805,150,149,21,0.3531735420692712,237.72,0.082469777,0.055022123,0.000544256,0.001840244,0.13987639999999998,275.33874398410137,31,0.12156862745098039,1.1657341758564144e-15
dubois_dubois20,satlib_dimacs_dubois,test,state_gate_response_only_0_5z_t,60,160,1,0,0,221,1012,111,110,21,0.2036186249461025,181.348,0.031832452,0.041859334,0.000457547,0.001532581,0.075681914,201.70210224307158,88,0.39819004524886875,9.992007221626409e-16
dubois_dubois20,satlib_dimacs_dubois,test,Paper68_hard_threshold_0_5,60,160,1,0,0,373,2540,219,218,21,0.4940408329712227,341.06,0.103303513,0.087768464,0.000824199,0.002880709,0.194776885,393.44383151722343,115,0.30831099195710454,3.885780586188048e-15
dubois_dubois20,satlib_dimacs_dubois,test,closure_HBV,60,160,1,0,0,143,861,62,61,21,0.1307211669627577,108.34400000000001,0.021866179,0.025359042,0.000316576,0.000974124,0.048515921,121.39200531935256,34,0.23776223776223776,1.1102230246251565e-16
dubois_dubois20,satlib_dimacs_dubois,test,closure_HSV,60,160,1,0,0,399,3114,234,233,21,0.5347979579819366,366.156,0.129060241,0.088812045,0.000872743,0.002803666,0.22154869500000002,425.7399157800512,76,0.19047619047619047,1.5543122344752192e-15
dubois_dubois20,satlib_dimacs_dubois,test,closure_BSV,60,160,1,0,0,214,1211,80,79,21,0.1825220410246402,149.04399999999998,0.028831489,0.035608588,0.000433362,0.001327618,0.06620105700000001,166.8482944682584,37,0.17289719626168223,8.881784197001252e-16
dubois_dubois20,satlib_dimacs_dubois,test,closure_HBS,60,160,1,0,0,349,3083,222,221,21,0.46754058299120516,339.032,0.118377874,0.075540075,0.000705285,0.002246169,0.19686940299999997,391.97859906717554,63,0.18051575931232092,1.887379141862766e-15
dubois_dubois21,satlib_dimacs_dubois,test,jeroslow_wang,63,168,1,0,0,417,2305,262,261,22,0.45726875006221235,396.32000000000005,0.139124001,0.0,0.0,0.001492835,0.140616836,396.32000000000005,0,0.0,0.0
dubois_dubois21,satlib_dimacs_dubois,test,vsids,63,168,1,0,0,557,1752,171,170,23,0.3557830420322716,345.108,0.079812039,0.0,0.0,0.001797402,0.081609441,345.108,0,0.0,0.0
dubois_dubois21,satlib_dimacs_dubois,test,score_with_R_Paper69,63,168,1,0,0,503,1765,158,157,24,0.31972762499935925,315.96,0.056187386,0.0,0.0,0.003559469,0.059746855,315.96,503,1.0,0.0
dubois_dubois21,satlib_dimacs_dubois,test,static_gate_v17_Paper69,63,168,1,0,0,589,1522,145,144,25,0.3562567080371082,327.788,0.052510138,0.0,0.0,0.005186901,0.057697039,327.788,589,1.0,0.0
dubois_dubois21,satlib_dimacs_dubois,test,state_v18_primary,63,168,1,0,0,258,1540,129,128,22,0.2614253329811618,212.55999999999997,0.047011908,0.051459121,0.000525385,0.001580287,0.10057670099999999,239.60937477433296,59,0.22868217054263565,8.881784197001252e-16
dubois_dubois21,satlib_dimacs_dubois,test,state_v18_gate_signal_shuffled,63,168,1,0,0,524,2173,197,196,26,0.5030128340004012,362.892,0.081998707,0.103151803,0.001041674,0.00388241,0.19007459399999999,414.0111844340289,445,0.8492366412213741,2.220446049250313e-15
dubois_dubois21,satlib_dimacs_dubois,test,random_activation_matched_q,63,168,1,0,0,371,1553,150,149,23,0.35064441699068993,267.512,0.053502482,0.073002201,0.00074505,0.00282096,0.13007069300000001,302.49357015623536,103,0.2776280323450135,5.551115123125783e-16
dubois_dubois21,satlib_dimacs_dubois,test,state_Mode_A_always,63,168,1,0,0,503,1765,158,157,24,0.4461577089969069,315.96,0.056388691,0.101695486,0.000994334,0.003974065,0.163052576,359.8118085430582,503,1.0,4.551914400963142e-15
dubois_dubois21,satlib_dimacs_dubois,test,state_gate_value_only_z_R,63,168,1,0,0,230,1428,113,112,23,0.22067504189908504,187.712,0.038612125,0.043461457,0.000468226,0.001450461,0.08399226900000001,210.30111198854684,56,0.24347826086956523,6.661338147750939e-16
dubois_dubois21,satlib_dimacs_dubois,test,state_gate_response_only_0_5z_t,63,168,1,0,0,294,1569,144,143,23,0.2800094580743462,238.476,0.045009655,0.056012761,0.000592627,0.001876838,0.10349188100000001,266.3093913066971,111,0.37755102040816324,1.7763568394002505e-15
dubois_dubois21,satlib_dimacs_dubois,test,Paper68_hard_threshold_0_5,63,168,1,0,0,399,2149,159,158,24,0.3844241669867188,287.296,0.063154388,0.076872087,0.000803288,0.002495584,0.14332534700000002,325.84231328248,144,0.3609022556390977,5.551115123125783e-16
dubois_dubois21,satlib_dimacs_dubois,test,closure_HBV,63,168,1,0,0,274,1084,112,111,24,0.24153766699600965,198.536,0.030320188,0.053378198,0.000544159,0.001861584,0.086104129,221.69308142921204,76,0.2773722627737226,4.440892098500626e-16
dubois_dubois21,satlib_dimacs_dubois,test,closure_HSV,63,168,1,0,0,213,1155,87,86,22,0.19772333395667374,155.52,0.028535411,0.040070498,0.000436211,0.001467541,0.07050966100000002,174.48306228616676,44,0.20657276995305165,1.3322676295501878e-15
dubois_dubois21,satlib_dimacs_dubois,test,closure_BSV,63,168,1,0,0,208,1595,118,117,22,0.23909254209138453,186.78,0.047371417,0.044047092,0.000433624,0.001403496,0.093255629,211.86042552158432,30,0.14423076923076922,8.881784197001252e-16
dubois_dubois21,satlib_dimacs_dubois,test,closure_HBS,63,168,1,0,0,283,1260,106,105,23,0.25142612506169826,195.93999999999997,0.033207628,0.054191596,0.000585652,0.001950513,0.089935389,220.12747103801328,57,0.20141342756183744,7.771561172376096e-16
dubois_dubois22,satlib_dimacs_dubois,test,jeroslow_wang,66,176,1,0,0,455,2499,280,279,23,0.5254194169538096,426.496,0.157453168,0.0,0.0,0.001687966,0.15914113400000002,426.496,0,0.0,0.0
dubois_dubois22,satlib_dimacs_dubois,test,vsids,66,176,1,0,0,581,1614,177,176,33,0.36683504201937467,357.756,0.077664421,0.0,0.0,0.001992955,0.079657376,357.756,0,0.0,0.0
dubois_dubois22,satlib_dimacs_dubois,test,score_with_R_Paper69,66,176,1,0,0,601,1775,149,148,26,0.36125420802272856,336.4,0.053324821,0.0,0.0,0.0043548,0.057679621,336.4,601,1.0,0.0
dubois_dubois22,satlib_dimacs_dubois,test,static_gate_v17_Paper69,66,176,1,0,0,536,2064,216,215,26,0.4260525000281632,385.0559999999999,0.08875112,0.0,0.0,0.004551327,0.093302447,385.0559999999999,536,1.0,0.0
dubois_dubois22,satlib_dimacs_dubois,test,state_v18_primary,66,176,1,0,0,325,1674,141,140,25,0.3335379579802975,245.196,0.054819155,0.06655488,0.000653704,0.002206824,0.12423456299999999,278.607985291827,61,0.18769230769230769,1.9984014443252818e-15
dubois_dubois22,satlib_dimacs_dubois,test,state_v18_gate_signal_shuffled,66,176,1,0,0,506,1451,151,150,27,0.4330999579979107,308.6039999999999,0.050813897,0.098523802,0.001007082,0.003909629,0.15425440999999998,350.0896055646885,427,0.8438735177865613,2.1094237467877974e-15
dubois_dubois22,satlib_dimacs_dubois,test,random_activation_matched_q,66,176,1,0,0,240,1305,139,138,23,0.2776567080290988,216.22,0.048848419,0.053417544,0.000484422,0.001984925,0.10473530999999998,244.3878025241248,69,0.2875,8.881784197001252e-16
dubois_dubois22,satlib_dimacs_dubois,test,state_Mode_A_always,66,176,1,0,0,601,1775,149,148,26,0.510046083945781,336.4,0.054597309,0.119025964,0.001176789,0.004751548,0.17955161,384.6891041556918,601,1.0,4.218847493575595e-15
dubois_dubois22,satlib_dimacs_dubois,test,state_gate_value_only_z_R,66,176,1,0,0,277,1619,136,135,24,0.2943498749518767,225.576,0.047631,0.057244459,0.000555244,0.0018385,0.10726920300000001,254.42527468133005,47,0.16967509025270758,8.881784197001252e-16
dubois_dubois22,satlib_dimacs_dubois,test,state_gate_response_only_0_5z_t,66,176,1,0,0,332,1923,170,169,24,0.3644232500810176,277.29200000000003,0.070840079,0.066576622,0.000696588,0.002166406,0.140279695,315.0192072513507,128,0.3855421686746988,1.9984014443252818e-15
dubois_dubois22,satlib_dimacs_dubois,test,Paper68_hard_threshold_0_5,66,176,1,0,0,454,2062,180,179,25,0.49125916697084904,324.448,0.086893708,0.097270922,0.000904699,0.003109906,0.188179235,375.05744136815815,147,0.3237885462555066,2.4980018054066022e-15
dubois_dubois22,satlib_dimacs_dubois,test,closure_HBV,66,176,1,0,0,312,1898,154,153,24,0.378029124927707,255.192,0.06839194,0.073724411,0.00070817,0.002393967,0.145218488,294.2474598333264,56,0.1794871794871795,1.1102230246251565e-15
dubois_dubois22,satlib_dimacs_dubois,test,closure_HSV,66,176,1,0,0,347,1463,147,146,25,0.35487024998292327,256.952,0.04962806,0.07591087,0.000718751,0.002382746,0.12864042699999997,291.5489104818145,70,0.2017291066282421,1.9984014443252818e-15
dubois_dubois22,satlib_dimacs_dubois,test,closure_BSV,66,176,1,0,0,241,1780,149,148,23,0.310660665971227,228.42000000000002,0.057382751,0.057789546,0.000493621,0.001701296,0.11736721400000001,259.9850615514357,33,0.13692946058091288,1.1102230246251565e-15
dubois_dubois22,satlib_dimacs_dubois,test,closure_HBS,66,176,1,0,0,327,1894,164,163,24,0.36894741700962186,269.67600000000004,0.065089414,0.071585708,0.000673294,0.002175825,0.13952424099999997,307.2000333734287,59,0.18042813455657492,1.6653345369377348e-15
dubois_dubois23,satlib_dimacs_dubois,test,jeroslow_wang,69,184,1,0,0,495,2665,298,297,24,0.5898581250803545,457.16,0.17121584,0.0,0.0,0.001877467,0.173093307,457.16,0,0.0,0.0
dubois_dubois23,satlib_dimacs_dubois,test,vsids,69,184,1,0,0,672,2081,197,196,25,0.4665472499327734,406.92400000000004,0.102802382,0.0,0.0,0.002398104,0.105200486,406.92400000000004,0,0.0,0.0
dubois_dubois23,satlib_dimacs_dubois,test,score_with_R_Paper69,69,184,1,0,0,680,1902,170,169,28,0.4441712499829009,381.608,0.067690424,0.0,0.0,0.005051005,0.072741429,381.608,680,1.0,0.0
dubois_dubois23,satlib_dimacs_dubois,test,static_gate_v17_Paper69,69,184,1,0,0,630,1748,162,161,27,0.4071397080551833,357.992,0.060470158,0.0,0.0,0.005525811,0.065995969,357.992,630,1.0,0.0
dubois_dubois23,satlib_dimacs_dubois,test,state_v18_primary,69,184,1,0,0,368,1919,142,141,25,0.3860589169198647,260.07599999999996,0.062003677,0.078309911,0.000750923,0.002438242,0.14350275299999998,298.6700253403771,66,0.1793478260869565,4.440892098500626e-16
dubois_dubois23,satlib_dimacs_dubois,test,state_v18_gate_signal_shuffled,69,184,1,0,0,628,2368,241,240,26,0.703571040998213,438.87199999999996,0.107345621,0.145527408,0.001241379,0.005200207,0.25931461499999997,508.61278624428996,523,0.8328025477707006,2.4424906541753444e-15
dubois_dubois23,satlib_dimacs_dubois,test,random_activation_matched_q,69,184,1,0,0,366,2297,215,214,25,0.48449570790398866,333.988,0.121463177,0.080222921,0.000765962,0.002804545,0.205256605,389.1902762563293,95,0.25956284153005466,5.440092820663267e-15
