galaxy,r_kpc,v_obs_km_s,e_v_obs_km_s,v_gas_km_s,v_disk_km_s,v_bulge_km_s,upsilon_disk,upsilon_bulge,v_baryon_km_s,v_residual_km_s,residual_fraction,H,B,S_eff,V,R_resp,R_rob,D_struct,v_nfw_like_km_s,v_rar_km_s,nfw_fractional_residual,rar_sigma_residual
NGC4100,21.95,158.0,8.9,33.73,111.9,0.0,0.5,0.7,86.01463770777623,132.53483353443352,0.7036325148213428,1.0,0.537348483910715,0.9959792926577508,0.32500000000028306,0.5589587979475167,0.5589587979475167,0.12782301502154228,142.42575608887938,168.5436848937412,0.10894143156100618,1.1846836959259759
NGC4100,22.76,159.0,9.0,32.65,109.45,0.0,0.5,0.7,83.998058013266,135.00120832792572,0.7209100213599144,1.0,0.5153788664934504,0.9998267923882385,0.3250000000003022,0.551234836114869,0.551234836114869,0.12915198318043733,142.12743449737786,167.57876889253447,0.07811721794258278,0.9531965436149411
NGC4138,2.61,179.0,14.7,8.52,197.55,118.24,0.5,0.7,171.38284619529458,51.661591438901695,0.08329702662214042,1.0,0.8193586411393892,0.4445748774521089,0.9490964502473415,0.9195911769679818,0.7668003919403158,0.060620871324373285,86.92806585821154,188.67895874390123,0.15254107561716432,0.6584325676123288
NGC4138,5.24,195.0,6.8,19.72,177.52,83.47,0.5,0.7,144.99180056127312,130.39316611694034,0.44713682498356344,1.0,0.8161999635956073,0.6426068308043735,0.6249380476793953,0.7989958295406503,0.7566494466058179,0.21143268441769766,107.41174793938174,180.27535928387104,0.14372371267867776,2.1653883406072
NGC4138,7.85,181.0,9.8,23.38,148.4,68.2,0.5,0.7,121.7118416588953,133.9672631652972,0.5478229480174598,1.0,0.6863672099840771,0.9980234649426721,0.6096629728940257,0.7479664460006565,0.7479664460006565,0.24981134398480792,117.18955773519342,170.3863670422678,0.12862352058330845,1.0830237711971624
NGC4138,10.65,162.0,20.4,20.04,126.45,58.55,0.5,0.7,103.90416064816654,124.28968340131856,0.5886269394909313,1.0,0.6319748109721213,0.7557224235291954,0.507661887582973,0.684580897268065,0.684580897268065,0.20456883455135916,122.68847420761378,162.788739432612,0.015068727960969695,0.038663697677059045
NGC4138,13.47,145.0,9.6,20.8,110.59,52.06,0.5,0.7,91.89605307084739,112.16111371593989,0.5983408052318668,1.0,0.6122253053542308,0.9536445551639896,0.35017235334402097,0.5985003064632567,0.5985003064632567,0.12539922532099435,125.56111836148241,158.22285600809846,0.1515091088792484,1.3773808341769231
NGC4138,16.03,147.0,17.9,22.85,100.09,47.73,0.5,0.7,84.41465263803435,120.34602785302056,0.6702376981813133,1.0,0.7195404909811065,1.0,0.6173273849062202,0.7629983410459876,0.7629983410459876,0.31569520682184765,126.8596308040964,155.99451135354678,0.07451522549639705,0.5024866677959098
NGC4138,18.58,150.0,21.0,23.38,92.33,44.33,0.5,0.7,78.6425017404711,127.73158152939311,0.7251269742222223,1.0,0.8332613930875212,0.9945173204519706,0.33247344048514704,0.6518976357852144,0.6518976357852144,0.15716304133637715,127.39513329348392,154.51243230494774,0.0038149748060207155,0.2148777288070351
NGC4157,1.74,96.4,12.1,5.73,129.95,70.64,0.5,0.7,109.40448286062139,0.0,0.0,0.25773135904993083,0.5678165880359182,1.0806258158635042e-91,0.44635148897276733,0.402733208894371,9.166043552982451e-24,0.0,6.3040819074486185,126.82866192096259,0.0042765113264041825,2.5147654480134367
NGC4157,3.5,157.0,10.5,16.49,217.21,49.8,0.5,0.7,159.99387535152712,0.0,0.0,0.722010314094112,0.5734637857553156,0.8128397000111427,0.7473662795586294,0.67638551634724,0.67638551634724,0.0,8.696814966189809,184.16472382281373,0.0030684648690065745,2.5871165545536883
NGC4157,5.24,192.0,8.4,21.44,237.63,40.7,0.5,0.7,172.78085845949485,83.7303705354276,0.19017944200303827,1.0,0.6398569782839394,0.7691325250628455,0.5968471920851561,0.7255188300965806,0.7255188300965806,0.08235223921590097,10.364253818671868,204.94732454637068,0.18726554884934213,1.5413481602822239
NGC4157,6.98,201.0,6.9,24.35,246.25,35.27,0.5,0.7,178.27853146130636,92.83191918731403,0.21330574045196904,1.0,0.7413446081202697,0.3138714594366695,0.6052946439415796,0.7655889469097162,0.6126108688870906,0.07909591820316976,11.661202328658975,217.787374084206,0.2099398920880691,2.4329527658269554
NGC4157,8.72,201.0,7.3,30.5,251.02,31.55,0.5,0.7,182.02349285188438,85.25519368343491,0.1799076272864533,1.0,0.7748244618334942,0.5113216602458112,0.4457631299530138,0.7016208543931806,0.6482617756649278,0.05198812261316351,12.71705164323781,228.08836152082557,0.1759046718522616,3.710734454907613
NGC4157,10.47,194.0,6.4,41.92,230.73,28.8,0.5,0.7,170.16480496859506,93.1661910244269,0.23062863083218202,1.0,0.8376582932447665,0.9363974474963818,0.5045040012963038,0.7504305442976743,0.7504305442976743,0.08731489545078613,13.605049389693173,223.70264002532537,0.22571053728090154,4.641037503957088
NGC4157,12.19,190.0,6.0,51.62,208.57,26.69,0.5,0.7,157.84168055364844,105.76390631968923,0.30986160332409973,1.0,0.8339491687563897,0.9029679919435611,0.4347192437213745,0.7130437024146403,0.7130437024146403,0.096048984560561,14.349046419237933,217.99031050262872,0.30415813703209293,4.66505175043812
NGC4157,13.94,186.0,6.4,50.11,192.8,24.96,0.5,0.7,146.74138209789356,114.29333655117432,0.3775860440513354,1.0,0.8379113569820406,0.9293682317806993,0.33161097991970917,0.6525427861920805,0.6525427861920805,0.08170597727280375,15.002960215960965,212.73533017143777,0.37107983480050555,4.177395339287151
NGC4157,15.68,184.0,6.4,48.39,179.28,23.53,0.5,0.7,137.11241347886778,122.70365141266171,0.44471249025283555,1.0,0.8579107378842603,0.989320966073091,0.3373718184394423,0.6614803820195931,0.6614803820195931,0.0992441914415296,15.569806660112453,208.14600222243467,0.43755219726390354,3.772812847255418
NGC4157,17.42,182.0,7.3,52.05,169.24,22.32,0.5,0.7,131.82950724325718,125.47900629188932,0.4753345314575534,1.0,0.7479227381241554,0.9994152323011718,0.5125872105404379,0.7264540805382047,0.7264540805382047,0.17700082843322018,16.068143514027135,207.1695338861519,0.4675400248766039,3.447881354267383
NGC4157,19.16,181.0,6.6,50.54,160.07,21.29,0.5,0.7,125.23090241629659,130.6836679925996,0.521297307164006,1.0,0.6941953719328272,0.9811437650902405,0.3456103795866968,0.6213784159946091,0.6213784159946091,0.11195111469356402,16.509061207866655,204.47416346450035,0.5129779914543181,3.556691434015205
NGC4157,20.9,183.0,6.5,48.06,151.49,20.38,0.5,0.7,118.6385887053618,139.33371907043895,0.5797093155961659,1.0,0.8025231385409534,0.9994657070883359,0.34316250670036047,0.6506075990438475,0.6506075990438475,0.12942829864653613,16.90123212593134,201.34583313735632,0.5711795999470091,2.8224358672855883
NGC4157,22.65,185.0,6.5,52.27,145.0,19.58,0.5,0.7,116.24550047206128,143.91658563209452,0.6051711795471146,1.0,0.7529498327502044,0.9793526954721196,0.3406737185678109,0.6353819756649411,0.6353819756649411,0.13099410709044673,17.253481639553083,202.1685356745121,0.5964733671676729,2.641313180694169
NGC4157,24.39,186.0,9.1,50.33,138.91,18.87,0.5,0.7,111.49150990097856,148.88130581103863,0.6406995959070413,1.0,0.6624740947192994,0.9880699356893183,0.33591630431367386,0.6059916797153143,0.6059916797153143,0.1304224021983538,17.567425161923452,200.2596008972186,0.6317790725280442,1.5669891095844621
NGC4157,26.13,186.0,11.4,47.42,133.62,18.23,0.5,0.7,106.8103067592262,152.2746149888418,0.6702381307087524,1.0,0.8058494234325352,0.9298498539633736,0.3250000000000792,0.6398022359464358,0.6398022359464358,0.13936645275934023,17.849807943388033,198.1257029613131,0.6610285214008602,1.0636581545011488
NGC4157,27.87,184.0,13.6,44.83,128.95,17.65,0.5,0.7,102.67349171037283,152.6897314818518,0.6886269523865785,1.0,0.6485463191940075,0.8938730692050596,0.32500000000076035,0.595124897857058,0.595124897857058,0.1331911895280325,18.104476667087354,196.3018488766169,0.6789455938271174,0.9045477115159487
NGC4157,29.61,185.0,13.6,43.0,124.77,17.12,0.5,0.7,99.1864029491946,156.16355999400116,0.7125509852447042,1.0,0.5526447085976797,0.9294142900431188,0.3250000000001584,0.5642130483517133,0.5642130483517133,0.13065993313461632,18.334668335208427,194.9532280632985,0.7027289235073164,0.7318550046543012
NGC4183,0.87,47.1,8.2,2.5,39.16,0.0,0.5,0.7,27.802927903370175,38.01851128069063,0.6515509756988115,1.0,0.6553731992954434,0.4688436478685776,0.9549536194999708,0.8553758518945072,0.73599480388494,0.4579366753959939,43.17169563204165,44.67620826559599,0.18859818687512384,0.29558435785414794
NGC4183,1.74,65.9,6.6,5.78,48.78,0.0,0.5,0.7,34.97359861381153,55.853893328934554,0.7183499623515649,1.0,0.7001473610843629,0.9059384641401952,0.7234205970793799,0.7971256338506955,0.7971256338506955,0.41424160750251854,57.509222978422414,58.8480813764253,0.04321011685565539,1.0684725187234405
NGC4183,2.61,76.1,5.6,11.64,56.83,0.0,0.5,0.7,41.836754773763225,63.56804189213318,0.6977636711498978,1.0,0.692250028077904,0.8847228571706398,0.6117276981551895,0.750943119447658,0.750943119447658,0.32053358569847007,66.64301268874146,71.06269075954286,0.06913843397696783,0.8995195072244883
NGC4183,3.5,85.7,5.6,13.9,59.49,0.0,0.5,0.7,44.302822144870184,73.36041132654587,0.7327601984617039,1.0,0.6366696146235866,0.9589656263884491,0.5427645997828239,0.7017383519728334,0.7017383519728334,0.2790927780059218,73.21662773328721,78.02790379912643,0.0028695489224219925,1.370017178727423
NGC4183,4.37,96.6,5.2,17.89,65.42,0.0,0.5,0.7,49.59778523281055,82.89523327670898,0.7363848809845299,1.0,0.6363145614034531,0.999936789816304,0.4983146492349307,0.6819070368244461,0.6819070368244461,0.2502267238777735,77.96992376105197,87.28584060906552,0.08490656317869061,1.7911844982566303
NGC4183,5.24,99.3,5.2,23.49,68.37,0.0,0.5,0.7,53.74949813719195,83.49539777736256,0.707011664734714,1.0,0.8125495560485616,0.9200410390519103,0.63581033327281,0.8024028817398333,0.8024028817398333,0.36070041393445973,81.60560044799189,94.9954788797053,0.031642182642313464,0.8277925231335951
NGC4183,6.11,103.0,5.2,25.97,71.96,0.0,0.5,0.7,57.127591407305104,85.70553249353276,0.6923780092374399,1.0,0.7225277150924888,0.9984004774425306,0.5947792165106742,0.7546346891627045,0.7546346891627045,0.310767658242172,84.4407651599782,101.62470597187503,0.020284237835555864,0.2644796207932633
NGC4183,6.98,107.0,5.2,27.48,75.74,0.0,0.5,0.7,60.194885164771264,88.46228461892673,0.6835160974757621,1.0,0.7603213656319315,0.9919715143539756,0.5205010334961199,0.7341862786278875,0.7341862786278875,0.26120206550118236,86.68079121733454,107.71158268156168,0.0272527062570407,0.13684282337724613
NGC4183,7.85,111.0,5.2,31.47,78.27,0.0,0.5,0.7,63.66676801911653,90.92602845170353,0.6710123082542001,1.0,0.6640147466686531,0.9957452658771753,0.5442296084162765,0.7122841767160882,0.7122841767160882,0.260115330231244,88.46605158975366,114.0489812202534,0.03581692769410294,0.5863425423564221
NGC4183,8.72,114.0,6.1,35.45,80.37,0.0,0.5,0.7,66.98037735038524,92.24765064759102,0.6547883233302554,1.0,0.5013278580910483,0.5599279447617207,0.5182923523491667,0.6381148914300699,0.6175998693422134,0.2095959672270543,89.89635963288117,120.07470148306398,0.03295426090764017,0.9958527021416355
NGC4183,9.6,115.0,6.1,36.42,78.73,0.0,0.5,0.7,66.52535494080433,93.8049953360694,0.6653593308128545,1.0,0.5166853572377097,0.19472468871519452,0.6033412807025783,0.678052099293549,0.4963666030470825,0.19926078905615185,91.05667334598554,122.00535052067215,0.03841658897258865,1.1484181181429758
NGC4183,10.47,111.0,5.6,37.82,74.74,0.0,0.5,0.7,64.98758496820759,89.98674235686055,0.6572205015826638,1.0,0.601103149917099,0.9602075402486888,0.4678274328806477,0.6551562617077867,0.6551562617077867,0.2014381310881099,91.97602011269502,122.57043310638447,0.029378660479740314,2.066148768997227
NGC4183,11.35,110.0,5.6,41.81,70.87,0.0,0.5,0.7,65.26373073920921,88.54741921705002,0.6479872272727273,1.0,0.7595340751773851,0.9980294591285273,0.49866246035482514,0.7235212861140128,0.7235212861140128,0.23378919390557718,92.71857301653688,124.9874258897433,0.06248663902668431,2.6763260517398764
NGC4183,12.31,111.0,5.2,40.2,67.15,0.0,0.5,0.7,62.214156347249464,91.92605044273358,0.685853319535752,1.0,0.61237684553448,0.8981727164047347,0.6484035785575635,0.7350012112651296,0.7350012112651296,0.3268622025245448,93.35307961280704,123.74082564465373,0.02145919350662192,2.450158777818024
NGC4183,13.12,109.0,4.8,38.58,64.51,0.0,0.5,0.7,59.742668587869424,91.16914801620118,0.6995887172796902,1.0,0.6804734557524005,1.0,0.5814098328640237,0.7341157139111327,0.7341157139111327,0.29859992161742177,93.77058544245784,122.6093053195229,0.040493994126865517,2.835271941567272
NGC4183,14.05,108.0,4.4,38.15,61.97,0.0,0.5,0.7,58.09959509325344,91.04085374160329,0.7105998842592594,1.0,0.4744051403019499,0.9861120685239375,0.5896794461842314,0.6540161289966541,0.6540161289966541,0.27404985809172083,94.13944761322327,122.52031238311979,0.049193976930967755,3.300070996163588
NGC4183,14.98,109.0,5.2,39.01,59.84,0.0,0.5,0.7,57.55165418995357,92.5678513307941,0.7212193502230452,1.0,0.7576859563907046,0.9938769941229216,0.33742328598242327,0.6346799264423796,0.6346799264423796,0.15445329706145927,94.40929764788322,123.60362558085336,0.02897974769519479,2.8083895347794923
NGC4183,16.03,111.0,5.3,38.26,57.82,0.0,0.5,0.7,55.994676532684785,95.84151605645646,0.7455235938641344,1.0,0.4721273282730194,0.9834408983044961,0.38842399445020104,0.5681396026799899,0.5681396026799899,0.16452144133789595,94.61516459345512,123.57080318365924,0.018956807804025397,2.3718496572941956
NGC4183,16.95,110.0,4.9,36.53,56.23,0.0,0.5,0.7,53.99395660627215,95.83659348077852,0.7590622024793389,1.0,0.7964414005054065,0.8303541131480445,0.5948292963720885,0.7795585261265566,0.7795585261265566,0.35198036898273566,94.72360804729456,122.62471013535213,0.017528159380372995,2.5764714561943123
NGC4183,17.88,109.0,4.9,37.39,54.53,0.0,0.5,0.7,53.71007866313361,94.84844463669397,0.7571944659540443,1.0,0.43183091189923895,0.796712690682936,0.40932856352576386,0.5612141247637898,0.5612141247637898,0.1739434483484783,94.7759413306442,123.74347558946218,0.0011571748918683766,3.0088725692779956
NGC4183,18.93,110.0,5.3,36.86,52.76,0.0,0.5,0.7,52.44490823712059,96.69297595999411,0.7726885619834711,1.0,0.49099813800743247,0.9912085251901223,0.6316844754433039,0.6769033803895396,0.6769033803895396,0.3303934051998585,94.77666996929132,123.71566042462925,0.030323506572895287,2.587860457477217
NGC4183,19.97,112.0,10.2,35.67,51.32,0.0,0.5,0.7,50.88437972501974,99.77364331325182,0.7935889588647959,1.0,0.6554586000106617,0.9991954482122481,0.43800678802984316,0.6596932428743526,0.6596932428743526,0.22930762362204776,94.72613960660215,123.17419130850354,0.07826358220906565,1.0955089518140724
NGC4183,21.02,113.0,11.5,35.35,49.87,0.0,0.5,0.7,49.931262251218925,101.36996128045034,0.804751276529094,1.0,0.5815065850870443,0.9730507077588253,0.4530281385127161,0.6410520179576287,0.6410520179576287,0.23371152199215062,94.63183420324147,123.34442634700432,0.10342900817058648,0.8995153345221144
NGC4214,0.21,55.5,7.21,5.41,32.3,0.0,0.5,0.7,23.47153808338942,50.292513359346046,0.82114662770879,1.0,0.8918527916658647,0.245620880386481,0.9920383190180082,0.9600058391773458,0.6827657494939824,0.5561870699581739,28.086476401781898,31.115297937634146,0.5650472342609038,3.382066860244917
NGC4214,0.63,63.2,5.22,13.09,52.43,0.0,0.5,0.7,39.31667012858541,49.48170823647866,0.612992571803397,1.0,0.8897467913532945,0.4265056856019008,0.62509255842679,0.8223756697336883,0.6978850516609295,0.2674135667429911,45.14195121517752,52.68366069807403,0.10280896753488346,2.0146243873421406
NGC4214,1.04,66.6,7.97,16.91,57.12,0.0,0.5,0.7,43.786930698554336,50.18231461381589,0.5677444787129472,1.0,0.8231795726316842,0.03413165545174548,0.4676905911548714,0.7274744406419122,0.3385732502274882,0.0899009322123136,54.27674599541882,61.544253388275166,0.09642535685487595,0.6343471281963399
NGC4214,1.46,70.5,4.62,16.91,56.92,0.0,0.5,0.7,43.65651497772125,55.356650007022644,0.616540153915799,1.0,0.782142109668318,0.7020207648564348,0.4540462552679731,0.7081554288536395,0.7066167552909831,0.19780870325140404,60.423385676792286,65.24260801278743,0.11802763173811937,1.1379636335957946
NGC4214,1.88,76.1,4.69,16.7,53.72,0.0,0.5,0.7,41.494688816763045,63.791855279494726,0.7026857599707141,1.0,0.7498247301650024,0.6535935852365793,0.6158977944027052,0.7729584268374746,0.7412147403950688,0.3207848497141874,64.73237546929782,66.28765690771073,0.020872949504188505,2.092184028206667
NGC4214,2.3,78.8,4.52,15.77,48.94,0.0,0.5,0.7,38.02965553354382,69.01583369053799,0.7670877406014068,1.0,0.7638639389602195,0.8177990078983822,0.4113701969847921,0.679854971262033,0.679854971262033,0.21453301893142124,67.8726594675312,65.43859127342262,0.025201531346554076,2.9560638775613675
NGC4214,2.71,80.1,6.65,14.85,45.52,0.0,0.5,0.7,35.4479576280496,71.82932757585858,0.8041527834277066,1.0,0.8386028204698266,0.9553836149788635,0.3550974787249028,0.6677818882258095,0.6677818882258095,0.19068687171453982,70.16727956510863,64.93214492252069,0.03678379217486998,2.280880462778842
NGC4214,3.14,80.1,6.28,13.92,42.09,0.0,0.5,0.7,32.856513052970186,73.05107494075635,0.8317411522114211,1.0,0.9776787111073645,0.9961744923847763,0.3378618937977174,0.6912658837333536,0.6912658837333536,0.19425514277338027,71.98939509310391,64.10921114522228,0.02400035912178857,2.5463039577671527
NGC4214,3.55,80.1,5.09,13.09,39.26,0.0,0.5,0.7,30.692375274650868,73.98640483223927,0.8531763666203762,1.0,0.9715236507383987,0.9950811650539564,0.3330272848999728,0.6865060960779397,0.6865060960779397,0.19505766970588928,73.31451441607096,63.331907260733175,0.015425486546268161,3.2943207739227542
NGC4214,3.96,80.4,5.4,12.99,36.87,0.0,0.5,0.7,29.127968518247197,74.93811747035016,0.8687472850300736,1.0,0.9773803132721969,0.9365936560867506,0.33728386595373083,0.6908011492293803,0.6908011492293803,0.2024147138489801,74.33459744780708,62.99490639136399,0.013936702103981702,3.2231654830807432
NGC4214,4.38,80.1,7.58,12.99,34.8,0.0,0.5,0.7,27.825529644554834,75.11158299490165,0.8793237385851955,1.0,0.9282903039242478,0.8549629004882707,0.3310233727343352,0.6748089352460441,0.6748089352460441,0.19642116452857375,75.13447938442648,62.80788427526311,0.0005361731619509662,2.281281757880855
NGC4214,4.8,80.4,8.9,13.09,33.03,0.0,0.5,0.7,26.773840777893632,75.8110905474918,0.8891056920001981,1.0,0.95559514921203,0.8043296907503971,0.3495603172565129,0.6938496184166069,0.6938496184166069,0.21564573302770784,75.73953663867971,62.76801883981845,0.0016775636367440281,1.9811214786720845
NGC4214,5.22,80.6,9.37,13.09,31.53,0.0,0.5,0.7,25.853791791534178,76.34095525993894,0.8971087578274602,1.0,0.9177364253705581,0.586007704064381,0.36044495662747006,0.6915957368732931,0.6635368734093405,0.21456017349099474,76.1898655291343,62.76108095680617,0.0035475005468343927,1.9038334090921907
NGC4214,5.63,80.6,9.37,13.92,30.23,0.0,0.5,0.7,25.508681855399743,76.45696273067612,0.8998373165895978,1.0,0.9389697928034806,0.31633398768488313,0.3591547140886914,0.6960563460902197,0.5715046417135916,0.18469933540868796,76.50944220889603,63.38750339349174,0.0012357069368696982,1.8369793603530689
NGC4217,0.87,47.8,8.2,3.06,22.47,153.43,0.5,0.7,129.3845024722822,0.0,0.0,0.015560072286275624,0.4814395523802891,1.0806258158635042e-91,0.32500000000010293,0.13452786378613013,4.0274301698386845e-24,0.0,0.7674817393532182,136.55983213033966,0.00025779845426403654,10.824369771992643
NGC4217,1.74,98.9,8.2,12.07,39.91,217.64,0.5,0.7,184.65943699145188,0.0,0.0,0.0386669939155291,0.45460813798226596,1.0806258158635042e-91,0.3250000000001099,0.17876685191514438,4.984643220804972e-24,0.0,1.0702080314560751,194.6702102327607,0.00011709647687689838,11.679293930824475
NGC4217,2.61,146.0,7.7,14.22,54.38,259.32,0.5,0.7,220.80218359427516,0.0,0.0,0.07208851411134422,0.5053801736129989,1.0806258158635042e-91,0.32500000000007634,0.22792355584351684,5.98082015741687e-24,0.0,1.292750565684316,233.50183657021648,7.840138980470628e-05,11.363874879248893
NGC4217,3.5,164.0,6.4,13.58,67.47,273.94,0.5,0.7,234.50096667178153,0.0,0.0,0.08736920136451999,0.6067014657506765,1.0806258158635042e-91,0.3250000000000565,0.2582689857435075,6.568603197531283e-24,0.0,1.476408676401638,251.04631406551178,8.104486093672057e-05,13.600986572736215
NGC4217,4.37,174.0,5.95,15.41,76.15,256.31,0.5,0.7,221.63765614173056,0.0,0.0,0.138405516572163,0.8255255401601602,1.0806258158635042e-91,0.3250000000000833,0.3336228273377766,7.959039380078454e-24,0.0,1.6279268914568128,244.0309032917367,8.753289615300045e-05,11.769899712896924
NGC4217,5.24,175.0,6.0,20.15,86.2,236.55,0.5,0.7,208.06338998007314,0.0,0.0,0.19471798612581095,0.8217542798562395,1.0806258158635042e-91,0.32500000000022494,0.3732591547652786,8.658181504426962e-24,0.0,1.75948026050966,236.2739797178689,0.00010108639304891888,10.212329952978152
NGC4217,6.11,184.0,6.4,23.71,98.08,219.32,0.5,0.7,197.59274020064603,0.0,0.0,0.39493771505840664,0.7649749191468186,1.0806258158635042e-91,0.3347443748940288,0.4659039199425395,1.0224477132983652e-23,0.0,1.8756989887653885,231.08019272077752,0.00010391796716846352,7.356280112621487
NGC4217,6.98,185.0,6.4,21.44,106.18,205.28,0.5,0.7,188.6655365454963,0.0,0.0,0.7141836612189998,0.8686267735961535,0.9995340462915293,0.3472131369096783,0.5994409714851031,0.5994409714851031,0.0,1.979655812184074,227.0064474856419,0.0001145080243890193,6.563507419631547
NGC4217,7.85,188.0,6.65,24.46,114.52,193.65,0.5,0.7,182.772898838969,44.023487481116284,0.05483441178134909,1.0,0.8668088054364406,0.7325077258501214,0.3818089841681444,0.691708563859003,0.691708563859003,0.014481797987264176,2.0735214798601116,225.37253485455668,0.0547127647881553,5.619930053316793
NGC4217,8.72,190.0,7.35,27.91,106.83,183.73,0.5,0.7,173.53671536594206,77.36283616827919,0.16578970692520792,1.0,0.8073840280268978,0.6522049946087624,0.4351781691144611,0.7056387438068704,0.6918832928969197,0.04991803810226676,2.1589013285112855,220.51555685940266,0.16566059736991018,4.1517764434561455
NGC4217,9.6,191.0,6.4,30.71,97.81,175.09,0.5,0.7,164.88195116506841,96.41028046842307,0.2547885798086675,1.0,0.7623662835499715,0.7778728724568236,0.32719502587592325,0.6294918686579842,0.6294918686579842,0.05247793960510405,2.237884486560922,215.95407979381474,0.25465129938940295,3.8990749677835534
NGC4217,10.47,191.0,5.55,32.87,91.79,167.63,0.5,0.7,157.99686952594976,107.3218953429355,0.3157256988569393,1.0,0.6656871249961606,0.9254657613828435,0.32866210477967595,0.60256873844941,0.60256873844941,0.0625267941010904,2.309651641423392,212.70224471861522,0.31557947230874356,3.910314363714454
NGC4217,11.35,189.0,5.95,33.95,87.56,161.03,0.5,0.7,152.10996657024154,112.17645951802902,0.3522733985610706,1.0,0.6579471293572436,0.9983947972330652,0.3284124743794561,0.6000722549678617,0.6000722549678617,0.06942294633563283,2.3766490692090487,210.16577842324645,0.35211527138663057,3.5572736845792354
NGC4217,12.19,186.0,6.85,32.87,84.33,155.43,0.5,0.7,146.78947775641143,114.23155964968699,0.3771779749103942,1.0,0.6625948598229859,0.9928869823576819,0.3271203456252755,0.6006920344281789,0.6006920344281789,0.07411493870873997,2.4359557739026148,207.8235852177697,0.37700645564422436,3.185924849309446
NGC4217,13.12,183.0,6.4,32.44,81.01,149.82,0.5,0.7,141.58349596616125,115.94444216951497,0.40141878437695966,1.0,0.7246808664091812,0.9269118448607566,0.32548935221485387,0.6178663264977832,0.6178663264977832,0.08072889432695021,2.49690843726647,205.65802289246426,0.40123261722523546,3.5403160769475406
NGC4217,13.94,179.0,6.85,31.36,78.12,145.35,0.5,0.7,137.19858800293827,114.96759304256135,0.4125198167972286,1.0,0.5401032825266643,0.9318849853951585,0.32584264644875865,0.5603958541828467,0.5603958541828467,0.07532647669104231,2.5469669897159823,203.77440355143497,0.41231735617344334,3.6167012483846674
NGC4217,14.86,177.0,7.25,30.5,75.23,140.78,0.5,0.7,132.79055813573493,117.02849084731463,0.43715623447923657,1.0,0.5031039185687113,0.9978517404561811,0.32866474801607154,0.5488709871690888,0.5488709871690888,0.07886059987782801,2.599430950192911,201.97274865978417,0.43694055439800766,3.444517056521955
NGC4217,15.79,177.0,8.55,31.36,72.41,136.57,0.5,0.7,129.07753127481172,121.11148137150336,0.4681921197612437,1.0,0.6319303554120175,0.9999920476621502,0.3480503276409324,0.6036294520161372,0.6036294520161372,0.09836408765976416,2.648867645873279,200.69670154126987,0.467968157942949,2.771544039914605
NGC4217,16.72,178.0,12.0,33.41,69.87,132.72,0.5,0.7,126.04505317544199,125.6847030071679,0.49856850681732107,1.0,0.7191114535364683,0.9999919613363829,0.33542872314282984,0.6224896740013859,0.6224896740013859,0.1041015611714053,2.6950296858094736,199.93484272695352,0.4983392685580295,1.82790356057946
NGC4389,0.87,27.3,5.8,3.85,86.56,0.0,0.5,0.7,61.32812813057317,0.0,0.0,0.02411646496482324,0.487370698422234,1.0806258158635042e-91,0.32500000000009294,0.15632153400097576,4.507470994847622e-24,0.0,0.2793762876163606,75.4564348492056,0.00010472582495713002,8.302833594690622
NGC4389,1.74,52.7,6.7,8.29,117.08,0.0,0.5,0.7,83.20208711324494,0.0,0.0,0.06279162301160181,0.5463706401717858,1.0806258158635042e-91,0.3250000000001102,0.22340392957095054,5.891650018288988e-24,0.0,0.38957375983613723,103.57248595079005,5.464597299988994e-05,7.592908350864186
NGC4389,2.71,69.2,6.7,12.5,131.94,0.0,0.5,0.7,94.12933549112094,0.0,0.0,0.10523198067365751,0.5956669280910942,1.0806258158635042e-91,0.32500000000014695,0.27311456710223797,6.849793564622138e-24,0.0,0.47876046375357656,120.59516854857138,4.786569498929543e-05,7.67092067889125
NGC4389,3.58,83.5,6.4,15.95,142.69,0.0,0.5,0.7,102.14999045521247,0.0,0.0,0.16761845992454724,0.5867348457993664,1.0806258158635042e-91,0.4079817964688168,0.3423482964686603,8.11465318304109e-24,0.0,0.5428749747944039,133.19120947790313,4.226945939374301e-05,7.764251480922364
NGC4389,4.45,95.9,6.3,20.91,152.97,0.0,0.5,0.7,110.16868225589339,0.0,0.0,0.23825873695053437,0.5515633573190789,0.9558986208329917,0.5363641609267858,0.4130804717113237,0.4130804717113237,0.0,0.5972684265259793,145.1479611081241,3.878840307941766e-05,7.8171366838292204
NGC4389,5.32,110.0,7.6,21.98,140.24,0.0,0.5,0.7,101.57139951777764,42.22855432050687,0.1473760991735537,1.0,0.5306261602648887,0.9775504835485868,0.48636657916150977,0.6366745068859082,0.6366745068859082,0.04563607050489537,0.644583553877134,141.53103898136183,0.147341761325791,4.148820918600241
NGC4559,0.67,43.8,10.9,-1.86,59.04,0.0,0.5,0.7,41.70612904598076,13.380538105771375,0.09332520172640262,1.0,0.6099684130943192,0.1412783251171206,0.9387291238234874,0.8303908325236755,0.5333113099271246,0.046721849178797584,27.01948617338129,55.38046214457188,0.28721973742913137,1.0624277196854937
NGC4559,1.32,64.2,7.71,-3.8,76.34,0.0,0.5,0.7,53.846613635399585,34.95972253894473,0.2965281295794878,1.0,0.69288111095671,0.3898063577712398,0.6925070539187564,0.7828783945613378,0.6576320345939972,0.1350433055993075,37.38592968771953,73.47480249455282,0.04258633422984744,1.202957521991286
