galaxy,family,n_points,mean_residual_fraction,outer_residual_fraction,mean_D_struct,peak_D_struct,mean_R_rob,mean_V,nfw_like_rmse_v2,nfw_like_chi2,nfw_like_rs_kpc,rar_mean_sigma_residual
UGC06614,unknown,13,0.4354612068682359,0.648860382041781,0.11510321760180961,0.17074073224346759,0.6900194509798031,0.4692457030642992,19637.447556909145,28.349312002938916,40.0,2.4493080608495914
UGC06628,unknown,7,0.2501632537614049,0.10762980070238537,0.09862624700572238,0.2861611303321764,0.5879243772146896,0.4768711131379223,437.6187942830609,1.2643003386336977,0.6,3.6829304154670135
UGC06667,unknown,9,0.9165127592101684,0.8899008031480168,0.3866064890832972,0.583855946847582,0.7228554342637664,0.5781993811293819,447.92444738620094,1.1892539078393116,21.541375936685093,4.92745375288105
UGC06786,unknown,45,0.5353206361720246,0.6821068065109896,0.1065823533284625,0.18159372382324412,0.5812902473282195,0.3623240907981456,3034.270744692557,3.80243549100011,16.52263099590659,9.059772921884814
UGC06787,unknown,71,0.4029498795766034,0.6570603667429391,0.0666042503363088,0.14590123690203086,0.42687412195615704,0.3372819311265135,28123.01085195432,1363.5919009832135,40.0,8.773269056807488
UGC06818,unknown,8,0.5446534521395309,0.7811126587292165,0.16911731093482094,0.2690913595849886,0.6162163965320915,0.5560667224614482,2270.516531364403,14.68767046967773,40.0,2.211398672572192
UGC06917,unknown,11,0.7184385512478844,0.7466083298780952,0.28083890949805446,0.3839239325434621,0.6732453722177378,0.5875615145859591,571.5390388531254,1.0097662806163963,20.60982957919629,0.9416247158072742
UGC06923,unknown,6,0.5170141573051669,0.6463187486446904,0.21536882774839436,0.281527447868882,0.6778966593620853,0.6552510501452101,617.2442458438143,2.3007822243565927,38.27021939503432,1.3663328283937595
UGC06930,unknown,10,0.7008153983762282,0.7125371598700723,0.2840847946778589,0.3664685064705652,0.7203392656434962,0.5697463299821102,528.3395336026973,0.41117122625974023,11.099102173911993,1.435551676840541
UGC06973,unknown,9,0.1815696331742466,0.3268253397136439,0.05133551750838244,0.1419375826665337,0.46010293391452467,0.4261927779567201,8209.852702418479,33.2432472091272,40.0,6.887785726815796
UGC06983,unknown,17,0.7680766035033825,0.7857627147814177,0.2581346566962118,0.4090694626049598,0.6311024565120655,0.5422299572040779,834.7006827954666,1.1040419083705149,10.159907889030231,1.6217304968890842
UGC07089,unknown,12,0.6075983610443095,0.6770400986549799,0.21068496301842723,0.33774531619868015,0.6358114839594613,0.5362655567047234,485.9385030208522,0.8788134836052808,40.0,3.0315310391946935
UGC07125,unknown,13,0.5726813241334168,0.5909828306892665,0.18577657641122886,0.3156701592105478,0.6809459815145673,0.4894912412206527,241.59533157936497,1.7171192948040748,17.269439535066212,11.367307094046168
UGC07151,unknown,11,0.6487650129829265,0.6687854144091393,0.2546181066225328,0.30685431013211595,0.6564721137026948,0.6108079998517946,406.01764148305995,4.639880112385797,11.099102173911993,1.8025921602176112
UGC07232,unknown,4,0.5980683610968274,0.7065910882618802,0.249365984166636,0.32288433637535463,0.6946124061377247,0.6016744132347034,307.0516425346807,2.1574294685148727,24.59634398794551,1.0763516558376192
UGC07261,unknown,7,0.7372342060439873,0.7440328647064745,0.30663882761736483,0.5417675602534519,0.7343236513868959,0.5607100780274942,133.55531214226895,0.04700859622764085,4.584659240135315,0.5883530452255462
UGC07323,unknown,10,0.5777451796125229,0.6212627253354042,0.2182454190458974,0.46691973805531034,0.6721488353628455,0.554740964797462,477.57044162543303,1.6646955368402392,40.0,2.339906539950426
UGC07399,unknown,10,0.86788476230312,0.8912594824382458,0.36053626375269554,0.45528707285958,0.6926577819441148,0.6089785893513409,364.3693240297789,1.0362376944017835,6.247414733110723,8.319828444368564
UGC07524,unknown,31,0.7659822572304804,0.7604648478889239,0.22779180623488737,0.3665107277763509,0.5894782618883552,0.5066773176242731,376.24119690546024,1.2848347058166347,22.51502737868303,1.5070148795935776
UGC07559,unknown,7,0.5695366926292587,0.6533160533315862,0.21009872794089673,0.2602342509094891,0.6897717962169791,0.5547416722719669,92.45030232355356,0.8238993520960208,40.0,3.191446082536219
UGC07577,unknown,9,0.33619162269888786,0.2922671139723311,0.14345915063446182,0.5402592045094186,0.6688992942703096,0.5713290913472453,54.152066167752736,0.7562168857207406,40.0,3.896760531071221
UGC07603,unknown,12,0.7645546438894862,0.8501714363238312,0.3080154903937074,0.4034456152144966,0.7050087913723329,0.5824910130490936,344.9940714398765,2.3029809861061374,17.269439535066212,2.23080417207993
UGC07608,unknown,8,0.8510888426558021,0.8687742760593956,0.330549149366285,0.4940325699437001,0.6288729999438447,0.6291785047645619,428.11411576853766,0.9647775042254274,35.03183391359687,1.1071675098737646
UGC07690,unknown,7,0.6292589439515028,0.6602825172380722,0.30129166200732105,0.36506939264281946,0.7324176527933808,0.6659191647488235,238.07694377051683,0.4194502926443731,1.586828955824383,1.1858727564984224
UGC07866,unknown,7,0.6773784248970299,0.6668496335086257,0.27589968695532247,0.4513489456775496,0.6576588630249208,0.5942024519043437,30.52215982803313,0.04659307317702094,13.844683957602468,1.8818987049581932
UGC08286,unknown,17,0.835712294615862,0.8376772557452279,0.31993546132052997,0.43965999947845186,0.706535833041355,0.5464573575126409,368.64595121696965,3.7569870265138348,5.977248312197928,4.749531464969122
UGC08490,unknown,30,0.820340315965908,0.8661926132507929,0.2672977755651921,0.3978188851487648,0.64567428047056,0.5027060008082024,163.56881209306079,0.1433622572881975,3.2189538239993016,2.2445854234067157
UGC08550,unknown,11,0.8164907133412409,0.8464006412551464,0.3357930018845081,0.5728316114674027,0.7274882433733739,0.5618556327321588,143.69058697531503,0.8415643457945461,4.584659240135315,1.4675630351430415
UGC08699,unknown,41,0.4440412105864954,0.6197921725025202,0.08449171710867616,0.17828745722160116,0.522998780719607,0.34241100914091754,12566.617926727053,161.19470741539385,40.0,2.189221656868027
UGC08837,unknown,8,0.4868133392049816,0.6034623222368274,0.1460490036818809,0.2148289228467493,0.54994794791023,0.6100363696185539,636.6844780115321,12.64503826378032,40.0,5.898400494916321
UGC09037,unknown,22,0.3663048942265153,0.5406510392765652,0.09235209808193462,0.19989480897009404,0.5366437731735982,0.46759116418361446,9740.278282116164,51.62843176281717,40.0,6.204172729579143
UGC09133,unknown,68,0.4338037810523684,0.6797885878051066,0.07384963697484481,0.1475791990179918,0.5424890445761994,0.34539556863762444,22165.994777962267,958.0742815855758,40.0,4.60744921847834
UGC09992,unknown,5,0.5779226864760565,0.531160131310552,0.3103690850120529,0.6301470208706572,0.7997465655099785,0.6165021022148715,32.5620232806208,0.013872820656428125,0.8931874346418247,2.4295989999467125
UGC10310,unknown,7,0.7435693028352012,0.7153375124573641,0.2791221291915645,0.6271106010704893,0.615665614739158,0.5674853963209427,366.1916778237362,0.54805710953347,7.792835958865834,1.1743270858426047
UGC11455,unknown,36,0.3455114957279938,0.46680690189872603,0.073082137766596,0.16772663027582768,0.5057407273750085,0.40957360401970216,26932.387556651847,118.40285256002436,40.0,1.8228620600669585
UGC11557,unknown,12,0.1365089815609231,0.2684822586262322,0.0324313933062363,0.10268615460638415,0.3908819012596016,0.3822375303966818,1325.9970687216291,4.219276790418308,40.0,4.390403322724503
UGC11820,unknown,10,0.790741408846426,0.7837620298579326,0.3152864677695089,0.43312444362921126,0.6231514564054768,0.6361875708929561,358.5360341649032,1.1110540085172553,24.59634398794551,5.430757049736385
UGC11914,unknown,65,0.32245160496398545,0.3743333426835051,0.0993971651549344,0.17157752311408267,0.6541127082325016,0.46797799442286514,9049.196063058256,49.115127714877154,40.0,6.241616588981212
UGC12506,unknown,31,0.7583185938178333,0.7590721999667656,0.23198789985281115,0.5532182476716226,0.5961222021576728,0.49519954600972105,2312.4792399937223,0.19796705612483093,10.61912688208786,2.389388052495064
UGC12632,unknown,15,0.8093241937093422,0.7852310417913149,0.31976233593587355,0.6819559976798089,0.709106968174635,0.5415127743665205,210.97507321784875,0.39492100613448994,8.898005143648739,1.971642216940148
UGC12732,unknown,16,0.8247614956468243,0.8089813945732139,0.33676240319821305,0.6249461807404607,0.7002727559364039,0.5725364129326971,242.8669677143912,0.22548982111432553,14.470451621606186,1.656840902721417
UGCA281,unknown,7,0.6905592348357726,0.6985381297330697,0.34445173612020036,0.5338535551116258,0.7356570798384043,0.675435785595705,41.870393361963544,0.5835716782228658,22.51502737868303,1.7169111193165687
UGCA442,unknown,8,0.8017031547257172,0.8501516825726073,0.31631500477381674,0.6729961874822477,0.6944805602327391,0.5563490830861039,252.6185295304189,1.9686303531364446,25.708077326713163,1.647846887843853
UGCA444,unknown,36,0.7779670244822039,0.7716003389081066,0.2320453231149262,0.46665703583234375,0.555142481866619,0.5123926235145712,72.00872001511546,0.08520059035071922,40.0,1.2150201292839249
