step,t,baseline_energy,maat_energy,baseline_residual_rms,maat_residual_rms,baseline_distance_to_kink,maat_distance_to_kink,baseline_roughness,maat_roughness,mean_lambda_H,mean_lambda_S,mean_lambda_R,max_lambda_H,max_lambda_S,max_lambda_R,maat_stability,mean_defect_H,mean_defect_S,mean_defect_R
1520,3.04,1.4532042224091855,1.4413444835662688,0.2643907201557793,0.2604987038264895,0.07537850822615753,0.07466685802713771,0.09237838928133225,0.09197017957592478,3.121358000275021e-06,6.9227392398558586e-06,0.14045855868731136,1.7922262562707774e-05,2.0021955262014385e-05,3.1487661398432056,0.944023904289699,3.9087745962534426e-05,4.894530492129616e-06,0.05929521006400622
1540,3.08,1.3143296806449563,1.2868740920046566,0.21678625819124886,0.20676486956921264,0.0661445463999973,0.06408831107706928,0.08786391323243561,0.08701126487842771,2.783348416950052e-06,6.17308085215252e-06,0.18580851953745908,1.5944943206306467e-05,1.78203367571747e-05,3.1491890289463877,0.9480274560043801,2.4620614025593542e-05,4.370649983504269e-06,0.05482177089539887
1560,3.12,1.2193544857813963,1.1806514041537886,0.1809463266777885,0.16522291099182237,0.05852574613832381,0.05498483752197316,0.08504030685349487,0.08395874704585107,2.4819416450967105e-06,5.504602424979613e-06,0.2262518351973813,1.418596390216757e-05,1.5863051624757854e-05,3.1494663471580013,0.9521028020157595,1.5714351673157743e-05,4.062683885145104e-06,0.05030675036648799
1580,3.16,1.152296888074495,1.1076354212710728,0.15314834517317827,0.1329300937056459,0.052148507856171214,0.0472292482156637,0.08321828682801309,0.08209746490147529,2.2131739929330974e-06,4.908513039566907e-06,0.26179683078585797,1.2621194290137632e-05,1.4120890938657396e-05,3.149573855569567,0.9559423986626658,1.0166616347557255e-05,3.880371448393648e-06,0.04608813397017384
1600,3.2,1.1037428074267333,1.0573257504309586,0.13107467104049353,0.10763445039760093,0.046751549444251195,0.04067445515394935,0.0820113071959845,0.08096458009864628,1.9735109939720484e-06,4.37697373933188e-06,0.2926861101615595,1.122917307465484e-05,1.2570193548575809e-05,3.1494890518030108,0.9593211148003653,6.662006209488248e-06,3.771458943602113e-06,0.04240382555125985
1620,3.24,1.0678635924791238,1.0225396873021704,0.11320961896233771,0.08765378192035121,0.04214544531154178,0.035175403372624946,0.08119359900366277,0.08027286187034481,1.7598009265267372e-06,3.90299444258811e-06,0.3189923905026412,9.990812567106392e-06,1.1189902669789682e-05,3.1491927588069406,0.9621297744518115,4.4160299544820504e-06,3.705736575033154e-06,0.03936082902097654
1640,3.2800000000000002,1.0409028756059333,0.9983981905892622,0.0985219768524113,0.0717416670774882,0.03818877503823277,0.03059820337313843,0.08062877121915055,0.0798480578376697,1.5692333665551524e-06,3.4803420185013377e-06,0.3407353118863338,8.889135956683644e-06,9.961279008580559e-06,3.1486705889775384,0.9643618448431532,2.95694895847081e-06,3.665673706594236e-06,0.0369551692110373
1660,3.3200000000000003,1.0203587044728168,0.9815873081117343,0.08628691298269563,0.05897431860760347,0.0347733267062838,0.026822677466393437,0.08023199912286144,0.07958542444577016,1.3993022287868444e-06,3.1034583174332877e-06,0.357969727671189,7.909043682518111e-06,8.867645510541939e-06,3.1479142099545174,0.9660763244875525,1.997371568462886e-06,3.6410221708171747e-06,0.0351149020554272
1680,3.36,1.0045180991463172,0.9698485099204833,0.07598081502276294,0.04866378044819409,0.03181452450086005,0.02374171853399674,0.07994916893472949,0.07942201231981258,1.2477728100991236e-06,2.7673870777198014e-06,0.37056965340583525,7.0371056819631075e-06,7.894160243480668e-06,3.228250730596285,0.9673607531434609,1.3595468449414898e-06,3.625730439916345e-06,0.033740511748566404
1700,3.4,0.9921805658074989,0.9616350457341607,0.06721649684504549,0.040294289010185926,0.029245015025457066,0.02125933147518386,0.07974497367340906,0.07931982466631458,1.1126524017420339e-06,2.46770874766072e-06,0.37841606698494845,6.261376647405722e-06,7.027614311651411e-06,3.420111290900069,0.9683057809895667,9.31810529837333e-07,3.6161861434165492e-06,0.032731622213432725
1720,3.44,0.9824877865753672,0.9558822878549291,0.05970181894603165,0.0334768081004099,0.02701024103793201,0.01928857183736951,0.07959591164479503,0.07925575325687945,9.92164083944071e-07,2.2004823655889782e-06,0.3809930367030727,5.571231741886508e-06,6.25625204056781e-06,3.5911953625468676,0.9689919723400613,6.429554019001105e-07,3.6102086034625687e-06,0.03200029365058199
1740,3.48,0.9748153949474585,0.9518543933586919,0.053212437280955545,0.027917604710887105,0.02506531022292418,0.017750145041365576,0.07948605711789483,0.07921566536054422,8.847233582809505e-07,1.9621937337046713e-06,0.37752892347244293,4.957220506458843e-06,5.569610976318688e-06,3.7437528049109865,0.9694851251163243,4.469611567684147e-07,3.6064700528530955e-06,0.03147534097546284
1760,3.52,0.9687023216926229,0.9490427857342556,0.04757337220652047,0.023399556520719567,0.023372735176031598,0.016572576707432916,0.07940444358971545,0.07919087937814809,7.889173105081343e-07,1.7497092041268585e-06,0.3657237465507787,4.410936943539997e-06,4.958379514359529e-06,3.87978344693474,0.9698361020731241,3.1380557830312453e-07,3.6041572420897743e-06,0.031102057205745985
1780,3.56,0.9638035649479432,0.9471070790886561,0.042646248574240424,0.019793820087696163,0.02190077717349143,0.015697500939791987,0.07934340935441034,0.07917637945482767,7.034860298350381e-07,1.5602344694201469e-06,0.3385861777684432,3.924903983963385e-06,4.414270213864234e-06,3.6385753835083805,0.9700815710388095,2.24276126066911e-07,3.6027982538302896e-06,0.03084114764612251
1800,3.6,0.9598579528582014,0.9457781082056861,0.038320277913567145,0.01694676093056699,0.02062222009340268,0.015058700610575217,0.07929753078024257,0.0791684527198877,6.273060402924971e-07,1.3912778156651176e-06,0.31144033252461917,3.49247074412397e-06,3.929907068215397e-06,3.2410215987606885,0.9702518644232353,1.6421602598103433e-07,3.602054825153904e-06,0.030660219956854674
1820,3.64,0.9566657277331418,0.9448418789330952,0.0345057670653762,0.014655843906499134,0.01951345826700483,0.014586727409173664,0.0792629221732966,0.07916415945195923,5.593755263053734e-07,1.2406173548269808e-06,0.2872287575292179,3.1077211562622414e-06,3.498725193023281e-06,3.1348160918838404,0.9703726158217705,1.2270578287272826e-07,3.60165160902875e-06,0.030531966478814093
1840,3.68,0.9540726990100689,0.9441670973488518,0.031129367757393302,0.012781196039295811,0.018553817631756668,0.014233669411311788,0.07923676875396875,0.07916199991982142,4.988011581771404e-07,1.1062718055071512e-06,0.26563449036234216,2.765392711998393e-06,3.114881562810083e-06,3.132724545767917,0.9704599900050256,9.325078348910893e-08,3.6014475060853234e-06,0.030439183788320133
1860,3.72,0.9519588720741302,0.9436711424727215,0.028130548057432498,0.011225118505176265,0.01772505185190676,0.01396647138449735,0.07921701050944721,0.07916117100139189,4.4478634423314177e-07,9.864744378259413e-07,0.24637495648741284,2.4608041988788467e-06,2.773175578503511e-06,3.1306569742473647,0.9705243272033406,7.188020839437734e-08,3.60136721611289e-06,0.03037087476374397
1880,3.7600000000000002,0.9502301784837862,0.9433004103485317,0.0254589357327268,0.009917540697963818,0.017010969325984802,0.01376204302549847,0.07920212528905898,0.07916121488612363,3.966207551306954e-07,8.79649839794924e-07,0.2291982135423763,2.1897914338629126e-06,2.468978382221828e-06,3.128650137167259,0.9705724179787523,5.607837839639465e-08,3.6013679512131353e-06,0.030319821041825734
1900,3.8000000000000003,0.9488123881757367,0.9430191862734947,0.023072293218067662,0.008807060847958566,0.016397156581551185,0.013604057556559026,0.0791909781553259,0.07916185441407009,3.536709825740234e-07,7.843931996419009e-07,0.21387960589512528,1.948650108075138e-06,2.1981699553423694e-06,3.1267374565224237,0.9706088290098003,4.42022102550449e-08,3.601423887145485e-06,0.030281170036526594
1920,3.84,0.9476465782015273,0.9428031109430153,0.020934956448355715,0.007855224718557131,0.015870770605991628,0.01348083106545819,0.07918271557475728,0.07916291154461375,3.1537220959013465e-07,6.994518316378023e-07,0.20021878582218358,1.7340849553055282e-06,1.95708314216476e-06,3.1249482465042586,0.9706366981977992,3.5149761150757545e-08,3.6015184847897285e-06,0.030251588320037995
1940,3.88,0.9466857259606591,0.9426352207844968,0.0190166186764197,0.007032761013870293,0.015420378434119263,0.013383902860855447,0.07917669033659967,0.07916426517209657,2.8122078282446286e-07,6.23708702478331e-07,0.18803706191536157,1.54316454401272e-06,1.7424538360652993e-06,3.1233072195715126,0.9706582242100186,2.8164625052205417e-08,3.601640525740925e-06,0.030228740722679878
1960,3.92,0.9458921242771586,0.9425034806616291,0.017291373852788828,0.006317040341108081,0.015035827410905242,0.01330707536200015,0.07917240777208484,0.07916582847818376,2.507675891771968e-07,5.561677415817334e-07,0.1771750392186597,1.373281070181461e-06,1.5513766491861046e-06,3.121834245814511,0.9706749752275737,2.271678313490635e-08,3.6017819877814785e-06,0.030210961980915545
1980,3.96,0.9452354035474034,0.9423992079755641,0.01573695739734713,0.005690321684750739,0.01470813413079113,0.013245758035745939,0.07916948689546956,0.07916753636977089,2.236121496788366e-07,4.959407421237197e-07,0.16749051918484165,1.222114597378498e-06,1.381265461564147e-06,3.12054433134701,0.9706880880056097,1.8427972167761538e-08,3.60193686837677e-06,0.030197045123542262
2000,4.0,0.9446910067245206,0.9423160434943816,0.014334138580579522,0.005138518505385271,0.014429384048209318,0.013196514354350156,0.0791676320998665,0.07916933829325604,1.9939735293566116e-07,4.4223568054976877e-07,0.15885663083831636,1.0876012516944355e-06,1.2298183122066574e-06,3.1194477757106376,0.9706983988353293,1.5023762888701876e-08,3.602100512765167e-06,0.03018610229482986
2020,4.04,0.9442390051524615,0.9422492655761805,0.013066230430486223,0.004650315249713966,0.014192637020525182,0.013156745599305802,0.07916661238541067,0.07917119399183116,1.778047588865498e-07,3.943463009589334e-07,0.1511601675506315,9.67904933801687e-07,1.0949861538725045e-06,3.1185504670385766,0.9707065313226895,1.230209611473028e-08,3.602269217918475e-06,0.03017747149325886
2040,4.08,0.9438631731044541,0.9421953247589774,0.011918691531951629,0.004216524771342266,0.013991836500709898,0.013124467809308845,0.07916624600674561,0.0791730709093861,1.5855041111255404e-07,3.516428273871331e-07,0.14430010658695785,8.613921588545193e-07,9.749450460353292e-07,3.117854275692813,0.9707129562431736,1.0112204534868795e-08,3.602439990693305e-06,0.030170652991150345
2060,4.12,0.943550260196629,0.942151522561713,0.010878800257856655,0.003829614275240423,0.013821721756821193,0.013098152762595692,0.07916638904886622,0.07917494253263128,1.413811026284151e-07,3.135636818505218e-07,0.13818629107707062,7.666096780771195e-07,8.680714074051625e-07,3.117357511099233,0.9707180330113484,8.340231382175826e-09,3.602610393763109e-06,0.030165265291109834
2080,4.16,0.9432894162338203,0.9421157863655025,0.009935386526389433,0.003483351012748429,0.01367774346261486,0.013076613427992078,0.07916692687026762,0.07917678727648432,1.2607104604879667e-07,2.7960809923590353e-07,0.1327382563150684,6.822645742257382e-07,7.729199911128524e-07,3.117055411611997,0.9707220388416105,6.899252981274754e-09,3.60277844233728e-06,0.030161014159447403
2100,4.2,0.9430717342592639,0.9420865093725173,0.009078609573135846,0.0031725342950626465,0.013555983435307352,0.013058920610438243,0.07916776765237059,0.07917858768921272,1.1241890433978988e-07,2.4932954191928465e-07,0.12788418431303347,6.072065572014422e-07,6.882042827869602e-07,3.116940642732069,0.9707251895393089,5.72224974270086e-09,3.602942530744885e-06,0.030157670549977665
2120,4.24,0.9428898858290289,0.9420624353205544,0.008299772778458647,0.0028927905478120467,0.013453079362049812,0.01304434169882223,0.07916883750544877,0.0791803298496378,1.0024514310817407e-07,2.2232982751058263e-07,0.12355997234126985,5.404122164021293e-07,6.127790547838053e-07,3.1170037843885914,0.9707276545177798,4.757083996316355e-09,3.603101376933615e-06,0.0301550546602709
2140,4.28,0.942737828651824,0.9420425744155054,0.007591168525686422,0.0026404149659033285,0.013366155207234687,0.013032295228345554,0.07917007673127938,0.07918200288314729,8.93896696093443e-08,1.9825389250058292e-07,0.11970840279889064,4.809710133552228e-07,5.456248392199132e-07,3.117233792949813,0.9707295677775849,3.9628646946862144e-09,3.6032539780292104e-06,0.030153024275780226
2160,4.32,0.9426105713114364,0.9420261413271809,0.006945947544589997,0.002412248002328717,0.01329275774534305,0.013022316867249828,0.0791714369500571,0.07918359855454848,7.970972742534974e-08,1.7678512294874977e-07,0.116278403190879,4.2807282213842494e-07,4.858341086042256e-07,3.117618427985895,0.9707310360259808,3.307284125722426e-09,3.6033995730272305e-06,0.03015146615054328
2180,4.36,0.9425039832375132,0.942012508971054,0.0063580083335225334,0.0022055781666891535,0.013230799398149026,0.013014033733560807,0.07917287887644228,0.07918511091384955,7.107801912671326e-08,1.5764119080745253e-07,0.11322438625859174,3.809968464062503e-07,4.325989761326268e-07,3.1181446374850963,0.9707321447465346,2.7646448307834388e-09,3.6035376103785464e-06,0.030150289564282787
2200,4.4,0.942414640707188,0.9420011737149683,0.005821903136857635,0.002018064887578031,0.013178507317326145,0.013007144840542674,0.07917437058569028,0.07918653598146588,6.338103222983449e-08,1.4057034112760674e-07,0.11050566143656082,3.3910176078926487e-07,3.852002484077247e-07,3.1187988982235764,0.9707329627826816,2.314382620945611e-09,3.603667719203639e-06,0.03014942145718654
2220,4.44,0.9423397016590478,0.9419917289440901,0.005332757643964279,0.0018476768138658574,0.013134378465616235,0.013001406090625951,0.07917588615171975,0.07918787146526343,5.651754643524601e-08,1.2534808132011124e-07,0.10808590980493343,3.018169412828009e-07,3.429976817653718e-07,3.119567510348631,0.9707335458323239,1.939950242830316e-09,3.6037896834254003e-06,0.03014880272071212
2240,4.48,0.9422768036375289,0.9419838448027025,0.0048862021177926455,0.0016926420963178203,0.013097140316991357,0.012996618673387642,0.07917740456897902,0.07918911650514499,5.039730251595065e-08,1.1177422893475139e-07,0.10593271558834277,2.6863466422517203e-07,3.0542130977783467e-07,3.120436847022157,0.9707339391362794,1.62796602415438e-09,3.603903418418866e-06,0.030148385344145365
2260,4.5200000000000005,0.9422239803740075,0.9419772525443868,0.004478312089444258,0.0015514080393256645,0.013065716714393766,0.012992620031675867,0.07917890889208218,0.07919027144263753,4.4939815350871243e-08,9.967027913297405e-08,0.10401714803151328,2.3910316678899755e-07,2.719637240857736e-07,3.1213935612642487,0.9707341795641166,1.3675591534866675e-09,3.6040089499416227e-06,0.030148130200818177
2280,4.5600000000000005,0.9421795934346954,0.9419717323513425,0.0041055570956030265,0.001422608135777696,0.013039198383920822,0.012989276780245992,0.07918038554354938,0.07919133761380744,4.0073315494042695e-08,8.887705723511692e-08,0.10231338817129748,2.128204737571512e-07,2.421732036864784e-07,3.1224247530171256,0.9707342972453474,1.1498622451616e-09,3.6041063951901974e-06,0.030148005316902735
2300,4.6000000000000005,0.942142276087542,0.9419671037873816,0.0037647562078831948,0.0013050349602867779,0.013016817596728875,0.01298647911986391,0.07918182375214972,0.07919231716420097,3.573380536050534e-08,7.925262547158824e-08,0.10079839563468869,1.894289058906399e-07,2.1564759935136184e-07,3.1235180999946834,0.970734316854572,9.676151971294605e-10,3.6041959458639373e-06,0.030147984507497578
2320,4.64,0.9421108871075234,0.94196321826631,0.0034530393218553846,0.00119761774179988,0.012997926485059718,0.01298413640493709,0.07918321509341897,0.07919321288462129,3.1864217617139874e-08,7.067041641043567e-08,0.09945161113205964,1.6861019456482895e-07,1.9202889011918987e-07,3.12466195616345,0.9707342586310201,8.148538413953593e-10,3.604277853128078e-06,0.03014804629461819
2340,4.68,0.9420844726872627,0.9419599530741866,0.003167813350123207,0.0010994036974962098,0.012981978548692267,0.012982173606935482,0.07918455311070455,0.0791940280665353,2.8413664710745734e-08,6.301756851468367e-08,0.09825469079276825,1.5008113568215694e-07,1.7099833795321839e-07,3.125845421778536,0.9707341391925921,6.86663699979742e-10,3.6043524143673854e-06,0.030148173043290455
2360,4.72,0.9420622349746537,0.9419572065981351,0.002906732607127198,0.0010095424082400355,0.012968512926547273,0.0129805284779304,0.07918583300019208,0.07919476637584524,2.5336769664176798e-08,5.619344194095387e-08,0.09719126891368905,1.335897232787861e-07,1.5227217478506076e-07,3.12705838882583,0.9707339721896985,5.789840965125956e-10,3.604419961615662e-06,0.030148350267669904
2380,4.76,0.9420435060414432,0.9419548944982813,0.002667672790160414,0.0009272726677889601,0.012957141050502833,0.012979149264666544,0.07918705134719692,0.0791954317436921,2.2593069340076027e-08,5.0108295061171395e-08,0.09624674606663412,1.1891170983172585e-07,1.355977634067865e-07,3.1282915655429515,0.9707337688333046,4.884514835371684e-10,3.604480851540719e-06,0.03014856607066363
2400,4.8,0.9420277263122517,0.9419529466215427,0.0024487080567160056,0.0008519113551382877,0.012947535341479804,0.012977992858050322,0.07918820590390045,0.07919602827291644,2.0146482324745406e-08,4.46821043027711e-08,0.09540809984369578,1.0584754613272048e-07,1.2075018011418722e-07,3.1295364834415764,0.9707335383235319,4.122735077379509e-10,3.6045354568600093e-06,0.03014881068909139
2420,4.84,0.9420144266643264,0.9419513045023894,0.0022480907769154516,0.0007828439703523962,0.012939419649401452,0.012977023288893868,0.07918929540090078,0.0791965601587765,1.7964834434483852e-08,3.984351178754801e-08,0.0946637158152587,9.421965880640953e-08,1.0752917273623145e-07,3.1307854899606626,0.9707332881991336,3.4812731447742446e-10,3.6045841590598734e-06,0.030149076122815067
2440,4.88,0.9420032135537847,0.9419499193306119,0.002064233604682697,0.0007195165452856184,0.012932561177427625,0.012976210500432312,0.07919031938661014,0.07919703162253451,1.601943560449802e-08,3.552888692992963e-08,0.09400323653815738,8.387002818479305e-08,9.575645278663697e-08,3.132031729565379,0.9707330246236447,2.940770758564188e-10,3.6046273422921917e-06,0.030149355831076405
2460,4.92,0.941993756641526,0.9419487502925666,0.0018956935651334309,0.0006614286964168362,0.012926763666220467,0.01297552934314768,0.07919127808979633,0.07919744685655804,1.4284702596204687e-08,3.1681489654087734e-08,0.09341742668503766,7.465803337173677e-08,8.527328501278032e-08,3.1332691157864407,0.9707327526205535,2.485068457129699e-10,3.6046653883250826e-06,0.030149644482930685
2480,4.96,0.9419857784870209,0.9419477632125531,0.0017411579004148487,0.0006081276311150462,0.012921861645644203,0.012974958748962467,0.07919217230153414,0.07919780997963148,1.2737822561284368e-08,2.8250724225659157e-08,0.09289805257377612,6.645853499693446e-08,7.593834165671331e-08,3.134492296380856,0.9707324762672318,2.1006569568614128e-10,3.6046986724288e-06,0.030149937751450275
2500,5.0,0.9419790459553464,0.9419469294364637,0.0015994314536190099,0.0005592029536620599,0.012917715589238016,0.012974481050773524,0.07919300327357041,0.07919812500125127,1.135845303813843e-08,2.519147388548597e-08,0.09243777456078275,5.91601694189015e-08,6.76257923379389e-08,3.135696613495996,0.9707321988553276,1.77622737483113e-10,3.604727560084858e-06,0.030150232143514442
2520,5.04,0.9419733630456387,0.9419462249118257,0.0014694254017263274,0.0005142821452950452,0.012914207831202023,0.012974081420218261,0.07919377263068447,0.07919839579375337,1.0128454435511266e-08,2.2463507535383003e-08,0.09203005092675375,5.2663831036113346e-08,6.022360366678917e-08,3.136878060439955,0.9707319230237753,1.5023013790092969e-10,3.6047524044133346e-06,0.030150524858661487
2540,5.08,0.9419685649003711,0.9419456294276601,0.0013501471748930479,0.00047302661492310124,0.012911239126772701,0.012973747401974892,0.0791944822950586,0.07919862607121676,9.031651485266068e-09,2.0030950673471267e-08,0.09166905203024305,4.68813219442457e-08,5.363202554434571e-08,3.138033236405491,0.9707316508693462,1.27092621735886e-10,3.6047735442218586e-06,0.03015081367177263
2560,5.12,0.9419645127967777,0.9419451259848627,0.0012406914216393035,0.00043512823520470593,0.01290872575505182,0.01297346852714828,0.07919513442102663,0.07919881937417494,8.053620527265693e-09,1.7861813621538594e-08,0.0913495836352971,4.173415047112675e-08,4.7762243638619686e-08,3.1391593002639553,0.9707313840387143,1.0754226063778726e-10,3.6047913025875543e-06,0.030151096835371736
2580,5.16,0.9419610899560871,0.9419447002735362,0.0011402318983304042,0.00040030629325329194,0.012906597078923042,0.01297323599165088,0.07919573133883395,0.0791989790592629,7.1814998290187635e-09,1.592757084031563e-08,0.09106701843612408,3.715246216104177e-08,4.253517978168034e-08,3.140253924340082,0.9707311238052576,9.101758344956703e-11,3.60480598589236e-06,0.030151372998125883
2600,5.2,0.9419581980344446,0.9419443402382305,0.0010480141773462376,0.00036830479707756743,0.012904793489963267,0.012973042388152877,0.07919627550625638,0.07919910829301637,6.403820445673088e-09,1.4202785800394012e-08,0.09081723490591612,3.307408859450717e-08,3.788042403928386e-08,3.1413152488974148,0.9707308711332095,7.704623075671881e-11,3.6048178832397895e-06,0.030151641136767677
2620,5.24,0.9419557541826097,0.9419440357156357,0.0009633490819706803,0.0003388900885161956,0.012903264677534164,0.012972881482302242,0.07919676946710028,0.07919921004912717,5.710355396057134e-09,1.2664776475599493e-08,0.09059656268989824,2.9443701043517823e-08,3.373528399063333e-08,3.142341837906622,0.9707306267313031,6.523052466835182e-11,3.604827266189674e-06,0.03015190049916764
2640,5.28,0.9419536885806511,0.9419437781321545,0.0008856067676907383,0.0003118487213237404,0.01290196817079744,0.012972748025618496,0.07919721581573726,0.0791992871085434,5.091985171338055e-09,1.1293317059843893e-08,0.09040173384566785,2.62120573977624e-08,3.004393834550094e-08,3.1433326365332843,0.970730391097666,5.523544291297104e-11,3.6048343887544205e-06,0.03015215055669268
2660,5.32,0.9419519423696597,0.9419435602510688,0.0008142113795928131,0.0002869855695556202,0.012900868110481084,0.012972637598835558,0.07919761716694704,0.07919934206187537,4.540577807649159e-09,1.0070371984841839e-08,0.0902298393080006,2.3335332074135685e-08,2.6756683440698253e-08,3.1442869306660772,0.970730164557411,4.67785807598425e-11,3.6048394876078134e-06,0.030152390964315184
2680,5.36,0.9419504659155675,0.9419433759608797,0.000748636224138824,0.0002641221367481279,0.012899934214049709,0.01297254648057665,0.07919797613042788,0.07919937731364195,4.048881945565135e-09,8.979858740855115e-09,0.09007829002150003,2.077451975760559e-08,2.3829262417033692e-08,3.1452043087088657,0.9707299472941179,3.9621760130438113e-11,3.604842782463356e-06,0.030152621527203813
2700,5.4,0.9419492173509694,0.9419432200978906,0.0006883994010199039,0.00024309504082019784,0.012899140903688315,0.012972471537143515,0.07919829528941691,0.0791993950879551,3.610431470088795e-09,8.007436381405774e-09,0.0899447822436113,1.8494904831725143e-08,2.122226799857816e-08,3.146084625778963,0.9707297393762006,3.356400645221577e-11,3.604844476585466e-06,0.03015284217274385
2720,5.44,0.9419481613498342,0.9419430882973286,0.0006330598471971881,0.0002237546532986378,0.012898466571358782,0.012972410129934013,0.0791985771829237,0.07919939743529808,3.2194604771041578e-09,7.140316930659756e-09,0.08982726657336781,1.646558925569533e-08,1.890061079350697e-08,3.1469279703869906,0.9707295407789795,2.843566335387183e-11,3.604844757401663e-06,0.030153052927112723
2740,5.48,0.9419472680974232,0.9419429768682828,0.000582213750801048,0.00020596387453753544,0.012897892959271457,0.0129723600375999,0.07919882429114182,0.07919938624010474,2.870827448050362e-09,6.367097213367517e-09,0.08972392030847012,1.4659072444227872e-08,1.6833045923562494e-08,3.1477346336194265,0.9707293514031509,2.4093455570669e-11,3.604843797189051e-06,0.03015325389568129
2760,5.5200000000000005,0.9419465124239432,0.9419428826885473,0.0005354912973924732,0.00018959702916522203,0.012897404637550375,0.012972319390547387,0.07919903902364551,0.07919936322889168,2.5599476356648906e-09,5.677608895817815e-09,0.089633122775508,1.305087741750455e-08,1.4991751579354e-08,3.1485050808015704,0.9707291710902224,2.0416343267729466e-11,3.604841753812386e-06,0.0301534452466322
2780,5.5600000000000005,0.9419458730756017,0.941942803116136,0.000492553715309291,0.00017453886814841895,0.012896988563760899,0.012972286615785316,0.07919922371002647,0.07919932997873999,2.2827327716253964e-09,5.06278476574737e-09,0.0895534333158712,1.161921812104409e-08,1.3351953802018368e-08,3.149239925584609,0.9707289996354006,1.7302037855759568e-11,3.6048387714945943e-06,0.030153627197285086
2800,5.6000000000000005,0.9419453321010391,0.9419427359147559,0.00045309059049960544,0.0001606836656773823,0.012896633711399336,0.01297226039045843,0.07919938059265909,0.07919928792595304,2.0355373032070456e-09,4.514539492701635e-09,0.08948357164362256,1.0344703377950375e-08,1.1891592417763554e-08,3.149939906374432,0.9707288367983286,1.466407141847684e-11,3.6048349816043643e-06,0.03015380000270112
2820,5.64,0.9419448743346837,0.9419426791910006,0.00041681742447432547,0.0001479344006118886,0.012896330756487977,0.012972239602677677,0.07919951182131793,0.07919923837475254,1.8151104519330736e-09,4.025663300769233e-09,0.08942240032176307,9.21007343654891e-09,1.0591023609010974e-08,3.1506058650005455,0.9707286823120139,1.2429330009205454e-11,3.604830503447629e-06,0.030153963946207507
2840,5.68,0.9419444869615665,0.9419426313413884,0.000383473411842967,0.00013620201353090565,0.012896071813138156,0.012972223318486678,0.07919961944940004,0.0791991825058978,1.6185534637591327e-09,3.589727155418479e-09,0.08936890913027455,8.1999655216878e-09,9.43275510181045e-09,3.1512387275097775,0.9707285358902352,1.0535976036337686e-11,3.604825445052718e-06,0.030154119331539636
2860,5.72,0.9419441591506362,0.9419425910076676,0.00035281941639066775,0.00012540473154091134,0.012895850210388823,0.012972210753992663,0.07919970543153003,0.07919912138514155,1.4432814886040221e-09,3.2009982175823144e-09,0.08932220112342816,7.300705194093308e-09,8.401210390657633e-09,3.151839486960505,0.9707283972336599,8.931697328678761e-12,3.6048199039408813e-06,0.030154266476346146
2880,5.76,0.9419438817456902,0.9419425570390871,0.0003246361268545182,0.00011546745394607791,0.012895660303843811,0.012972201251846989,0.07919977162235226,0.079199055971448,1.2869895879182622e-09,2.8543644531587416e-09,0.08928148019539249,6.5001206745592206e-09,7.482518814792058e-09,3.1524091880879492,0.9707282660348847,7.572230722540915e-12,3.6048139678756022e-06,0.030154405706842184
2900,5.8,0.941943647004793,0.9419425284605257,0.000298722375499977,0.00010632119269984285,0.01289549731665323,0.012972194261391398,0.07919981977633284,0.07919898712492322,1.1476224232682938e-09,2.5452674064935463e-09,0.08924603999243946,5.7873776032450175e-09,6.664655043694812e-09,3.1529489137090727,0.9707281419825616,6.420116523948831e-12,3.604807715585851e-06,0.030154537353429496
2920,5.84,0.9419434483805161,0.9419425044455618,0.00027489360432115265,9.790256225981192e-05,0.012895357205244345,0.012972189321895413,0.07919985154841616,0.07919891561441628,1.0233472273218088e-09,2.269642253773575e-09,0.08921525402726833,5.152831983256986e-09,5.936314824743091e-09,3.1534597727360056,0.9707280247647588,5.443647278891785e-12,3.604801217459572e-06,0.030154661747130197
2940,5.88,0.9419432803345497,0.9419424842937049,0.0002529804652154329,9.015331407412447e-05,0.012895236545930909,0.012972186048401635,0.07919986849539704,0.07919884212476376,9.125297017853822e-10,2.0238643479943743e-09,0.0891885668663636,4.5878993058100575e-09,5.287597496637018e-09,3.153942889669318,0.9707279140716762,4.6159801832570716e-12,3.604794536204847e-06,0.030154779216704626
2960,5.92,0.9419431381812731,0.9419424674111418,0.00023282754184163616,8.301991145575488e-05,0.012895132439138746,0.01297218411977224,0.07919987207788526,0.07919876726366186,8.137125253368756e-10,1.8047015525343332e-09,0.08916548627506728,4.084938075015696e-09,4.70979548057089e-09,3.1543993954462946,0.9707278095978202,3.9143873865280845e-12,3.604787727477124e-06,0.03015489008634393
2980,5.96,0.9419430179557249,0.9419424532944465,0.00021429218208033224,7.64531410582322e-05,0.012895042428497979,0.012972183268594128,0.07919986366275446,0.07919869156815246,7.255961889181785e-10,1.6092717364913458e-09,0.08914557621734952,3.63714614673572e-09,4.195153822746788e-09,3.154830419524319,0.9707277110437234,3.319622556558977e-12,3.604780840471483e-06,0.03015499467384449
3000,6.0,0.9419429163021449,0.9419424415167954,0.00019724343109396003,7.040775756803529e-05,0.012894964432483643,0.012972183272653873,0.07919984452597961,0.0791986155107246,6.470219063601352e-10,1.4350048728184954e-09,0.08912845061825941,3.2384684706725097e-09,3.736765933506838e-09,3.1552370830852574,0.9707276181172839,2.815385514407966e-12,3.604773918479807e-06,0.030155093289185995
