d_H,d_B,d_S,d_V,d_R,label,source,alpha,runtime,C_hat
0.5,0.03703703703703698,0.0,0.8605042016806723,0.24701316184357658,sat,sat_hardness_atlas,3.0,8.487701416015625e-05,0.0383144036944705
0.5,0.011111111111111183,0.0,0.8603641456582634,0.24044072013825635,sat,sat_hardness_atlas,3.0,9.083747863769533e-05,0.0392383336976913
0.5,0.007407407407407418,0.0,0.8612044817927171,0.26128326425896475,sat,sat_hardness_atlas,3.0,8.7738037109375e-05,0.0396175535390808
0.5,0.024074074074074026,0.0,0.8600840336134454,0.25510297920783764,sat,sat_hardness_atlas,3.0,0.0001022815704345,0.0391277023544409
0.5,0.01666666666666683,0.0,0.8600840336134454,0.22314773698662693,sat,sat_hardness_atlas,3.0,8.416175842285156e-05,0.0387156659084926
0.5,0.007407407407407418,0.0,0.8586834733893558,0.24062808184056161,sat,sat_hardness_atlas,3.0,7.605552673339844e-05,0.0398635841562499
0.5,0.01666666666666683,0.0,0.8626050420168068,0.2413746966194703,sat,sat_hardness_atlas,3.0,9.393692016601562e-05,0.0384121180544686
0.5,0.042592592592592626,0.0,0.8607843137254902,0.23874152107740565,sat,sat_hardness_atlas,3.0,0.0001289844512939,0.0378383225358758
0.5,0.040740740740740855,0.0,0.861624649859944,0.238169868062046,sat,sat_hardness_atlas,3.0,7.414817810058594e-05,0.037670441943442
0.5,0.011111111111111183,0.0,0.8633053221288516,0.2471908530142316,sat,sat_hardness_atlas,3.0,6.914138793945312e-05,0.0385597747065329
0.5,0.007407407407407418,0.0,0.8606442577030813,0.2637978455223057,sat,sat_hardness_atlas,3.0,8.082389831542969e-05,0.0398350735410705
0.5,0.007407407407407418,0.0,0.8610644257703082,0.24772241047506505,sat,sat_hardness_atlas,3.0,7.581710815429688e-05,0.0393506217727562
0.5,0.007407407407407418,0.0,0.8612044817927171,0.24629984942273586,sat,sat_hardness_atlas,3.0,0.0001161098480224,0.0392790656714178
0.5,0.03518518518518521,0.0,0.8613445378151261,0.25086505650110336,sat,sat_hardness_atlas,3.0,7.295608520507812e-05,0.0382408595936085
0.5,0.02777777777777779,0.0,0.8609243697478992,0.23931052976522005,sat,sat_hardness_atlas,3.0,6.985664367675781e-05,0.0383975777977483
0.5,0.01851851851851838,0.0,0.8603641456582634,0.25460191569658863,sat,sat_hardness_atlas,3.0,8.296966552734375e-05,0.0392603870459594
0.5,0.033333333333333215,0.0,0.8596638655462185,0.2685328143029515,sat,sat_hardness_atlas,3.0,8.988380432128906e-05,0.0391743683879413
0.5,0.01851851851851838,0.0,0.8610644257703082,0.2496522945548938,sat,sat_hardness_atlas,3.0,7.486343383789062e-05,0.038953030961199
0.5,0.07222222222222219,0.0,0.8614845938375351,0.25426676078160115,sat,sat_hardness_atlas,3.0,8.893013000488281e-05,0.0368073186446291
0.5,0.014814814814814836,0.0,0.8612044817927171,0.24736829098890334,sat,sat_hardness_atlas,3.0,0.0001060962677001,0.0390097049796995
0.5,0.00925925925925919,0.0,0.8628851540616247,0.24449845253685532,sat,sat_hardness_atlas,3.0,8.106231689453125e-05,0.0386912981474867
0.5,0.040740740740740855,0.0,0.8610644257703082,0.24772241047506505,sat,sat_hardness_atlas,3.0,7.891654968261719e-05,0.0380291457020294
0.5,0.05555555555555558,0.0,0.861764705882353,0.23759554368580427,sat,sat_hardness_atlas,3.0,7.82012939453125e-05,0.0370390458934159
0.5,0.014814814814814836,0.0,0.8614845938375351,0.22822654972726442,sat,sat_hardness_atlas,3.0,7.081031799316406e-05,0.0385103777217425
0.5,0.02962962962962956,0.0,0.8623249299719888,0.2437705090006037,sat,sat_hardness_atlas,3.0,7.319450378417969e-05,0.0380348390944862
0.5,0.020370370370370372,0.002777777777777768,0.8631652661064426,0.273676042072859,sat,sat_hardness_atlas,3.0,7.987022399902344e-05,0.038716664026626
0.5,0.04814814814814816,0.0,0.8637254901960785,0.24701316184357658,sat,sat_hardness_atlas,3.0,8.392333984375e-05,0.0369977529778421
