d_H,d_B,d_S,d_V,d_R,label,source
0.5,0.0018518518518519,0.0,0.8610644257703082,0.2362449096619125,sat,sat_hardness_atlas
0.5,0.0203703703703703,0.0,0.861764705882353,0.2428545244981628,sat,sat_hardness_atlas
0.5,0.0092592592592591,0.0,0.861764705882353,0.2478990935393958,sat,sat_hardness_atlas
0.5,0.0111111111111111,0.0,0.861764705882353,0.2408151594031071,sat,sat_hardness_atlas
0.5,0.0148148148148148,0.0,0.8623249299719888,0.2527473996709214,sat,sat_hardness_atlas
0.5,0.0092592592592591,0.0,0.8602240896358544,0.2706149483566958,sat,sat_hardness_atlas
0.5,0.0296296296296295,0.0,0.8607843137254902,0.2540988476279413,sat,sat_hardness_atlas
0.5,0.0370370370370369,0.0,0.8605042016806723,0.2470131618435765,sat,sat_hardness_atlas
0.5,0.0111111111111111,0.0,0.8603641456582634,0.2404407201382563,sat,sat_hardness_atlas
0.5,0.0074074074074074,0.0,0.8612044817927171,0.2612832642589647,sat,sat_hardness_atlas
0.5,0.024074074074074,0.0,0.8600840336134454,0.2551029792078376,sat,sat_hardness_atlas
0.5,0.0166666666666668,0.0,0.8600840336134454,0.2231477369866269,sat,sat_hardness_atlas
0.5,0.0074074074074074,0.0,0.8586834733893558,0.2406280818405616,sat,sat_hardness_atlas
0.5,0.0166666666666668,0.0,0.8626050420168068,0.2413746966194703,sat,sat_hardness_atlas
0.5,0.0425925925925926,0.0,0.8607843137254902,0.2387415210774056,sat,sat_hardness_atlas
0.5,0.0407407407407408,0.0,0.861624649859944,0.238169868062046,sat,sat_hardness_atlas
0.5,0.0111111111111111,0.0,0.8633053221288516,0.2471908530142316,sat,sat_hardness_atlas
0.5,0.0074074074074074,0.0,0.8606442577030813,0.2637978455223057,sat,sat_hardness_atlas
0.5,0.0074074074074074,0.0,0.8610644257703082,0.247722410475065,sat,sat_hardness_atlas
0.5,0.0074074074074074,0.0,0.8612044817927171,0.2462998494227358,sat,sat_hardness_atlas
0.5,0.0351851851851852,0.0,0.8613445378151261,0.2508650565011033,sat,sat_hardness_atlas
0.5,0.0277777777777777,0.0,0.8609243697478992,0.23931052976522,sat,sat_hardness_atlas
0.5,0.0185185185185183,0.0,0.8603641456582634,0.2546019156965886,sat,sat_hardness_atlas
