source_domain,target_domain,transfer,fit_rule,is_cross_domain,spearman,pearson,mutual_info,score_mean,score_std,quality_mean,quality_std,source_quality_label,target_quality_label,dominant_sector,v_weight
Active-Significance,SAT-Frustration,Active-Significance->SAT-Frustration,ridge_pos,True,-0.04669051788799578,-0.12829701053818793,0.04240828657002105,-0.7575677772850289,0.01968904972887729,0.6020963304392412,0.17777924688593708,minmax(active significance R_sig),1 - minmax(log DPLL nodes),V,0.5030692982587732
Active-Significance,Quantum-Pointer,Active-Significance->Quantum-Pointer,ridge_pos,True,0.5300960470982197,0.4751828304881721,0.2649285275958464,-0.8297779872987218,0.35845102889497443,0.49155158461081316,0.1292109864594332,minmax(active significance R_sig),minmax(pointer robustness target),V,0.5030692982587732
Active-Significance,Active-Significance,Active-Significance->Active-Significance,ridge_pos,False,0.9841230831546498,0.9376102688518955,1.6920574476546433,-0.4020995199505613,0.3077163457251233,0.42764126164245453,0.33842713239672106,minmax(active significance R_sig),minmax(active significance R_sig),V,0.5030692982587732
Active-Significance,Societal-CCI,Active-Significance->Societal-CCI,ridge_pos,True,0.36392303391692127,0.3737374916025984,0.14681904352757247,-0.6791491999376713,0.31654152645937433,0.3794947870383546,0.21856253280103527,minmax(active significance R_sig),minmax(societal constructive-impact ASI_soc),V,0.5030692982587732
Active-Significance,SAT-Frustration,Active-Significance->SAT-Frustration,lasso_pos,True,-0.021749647943704438,-0.08319421640971962,0.04016286204638364,-0.7687252184798312,0.016769329716293177,0.6020963304392412,0.17777924688593708,minmax(active significance R_sig),1 - minmax(log DPLL nodes),V,0.58685645255624
Active-Significance,Quantum-Pointer,Active-Significance->Quantum-Pointer,lasso_pos,True,0.5498634826011007,0.48097777016890836,0.26910987958962806,-0.84294958460406,0.38308002859690343,0.49155158461081316,0.1292109864594332,minmax(active significance R_sig),minmax(pointer robustness target),V,0.58685645255624
Active-Significance,Active-Significance,Active-Significance->Active-Significance,lasso_pos,False,0.9745219526532022,0.9469373962036192,1.5428448660142937,-0.3479930890680934,0.2548235575429673,0.42764126164245453,0.33842713239672106,minmax(active significance R_sig),minmax(active significance R_sig),V,0.58685645255624
Active-Significance,Societal-CCI,Active-Significance->Societal-CCI,lasso_pos,True,0.3080436908497476,0.3233960993388535,0.1024655245631223,-0.6661771730259689,0.3320265647369873,0.3794947870383546,0.21856253280103527,minmax(active significance R_sig),minmax(societal constructive-impact ASI_soc),V,0.58685645255624
Active-Significance,SAT-Frustration,Active-Significance->SAT-Frustration,response_top20,True,-0.22300027371956424,-0.2837290224363652,0.02466150879965623,-0.6590780877643622,0.024486125867289932,0.6020963304392412,0.17777924688593708,minmax(active significance R_sig),1 - minmax(log DPLL nodes),H,0.23242018905959524
Active-Significance,Quantum-Pointer,Active-Significance->Quantum-Pointer,response_top20,True,0.41462419422005087,0.4119897153798554,0.19288289104129852,-0.711558783451768,0.26078258943562455,0.49155158461081316,0.1292109864594332,minmax(active significance R_sig),minmax(pointer robustness target),H,0.23242018905959524
Active-Significance,Active-Significance,Active-Significance->Active-Significance,response_top20,False,0.9812320840715335,0.8871145034583476,1.8348185824839263,-0.5466877498481778,0.4668959165242664,0.42764126164245453,0.33842713239672106,minmax(active significance R_sig),minmax(active significance R_sig),H,0.23242018905959524
Active-Significance,Societal-CCI,Active-Significance->Societal-CCI,response_top20,True,0.555539700429588,0.5570183467723662,0.35946784313401636,-0.7409421551322178,0.27381084699696595,0.3794947870383546,0.21856253280103527,minmax(active significance R_sig),minmax(societal constructive-impact ASI_soc),H,0.23242018905959524
Active-Significance,SAT-Frustration,Active-Significance->SAT-Frustration,v_only,True,0.16004437902688984,0.25338895659087857,0.028019694692181574,-0.7941427856881128,0.023603595092574675,0.6020963304392412,0.17777924688593708,minmax(active significance R_sig),1 - minmax(log DPLL nodes),V,1.0
Active-Significance,Quantum-Pointer,Active-Significance->Quantum-Pointer,v_only,True,0.603448095815005,0.477594073266966,0.33714878066661225,-0.8882786122772317,0.581453815437522,0.49155158461081316,0.1292109864594332,minmax(active significance R_sig),minmax(pointer robustness target),V,1.0
