analysis,monitor,source_column,threshold,false_alarm_rate_target,false_alarm_rate_observed,event_count,detection_rate,median_lead_time,mean_lead_time,lead_coverage_utility,spearman_monitor_vs_oracle
ablation,W_no_robustness,W_no_robustness,0.23290839519308196,0.05,0.050124422324920016,4,1.0,1.3999999999999986,1.3124999999999964,1.3999999999999986,0.9806278850793121
ablation,W_no_growth,W_no_growth,0.20774750826409075,0.05,0.050124422324920016,4,1.0,1.2999999999999972,1.2374999999999972,1.2999999999999972,0.9907324506738002
ablation,W_MAAT,W_MAAT,0.20781175680003683,0.05,0.050124422324920016,4,1.0,1.2749999999999986,1.2375000000000007,1.2749999999999986,0.9907565697600234
ablation,tail_only,W_tail_only,1.126881799996333,0.05,0.050124422324920016,4,1.0,1.2249999999999996,1.1249999999999956,1.2249999999999996,0.9786538296286391
ablation,activity_only,W_activity_only,0.14329148258419774,0.05,0.050124422324920016,4,0.5,2.0,2.0,1.0,0.6189712596942845
ablation,W_no_tail,W_no_tail,0.12576937319315157,0.05,0.050124422324920016,4,0.5,2.0,2.0,1.0,0.6208392539227819
ablation,growth_only,W_growth_only,0.0004017888511283085,0.05,0.050124422324920016,4,0.75,0.8499999999999996,0.6833333333333341,0.6374999999999997,0.058511953069380444
ablation,robustness_loss_only,W_robustness_only,0.9386119290479766,0.05,0.050124422324920016,4,0.0,,,0.0,-0.6159438944915556
