set,source_n,t,delta,sigma,config,alpha,dsigma,F_MAAT,H,B,R
known_zero,30,101.31785100573138,0.0,0.5,HR,10.0,0.002,0.012539700906762328,0.9999999999999782,1.0,0.9875385935360184
known_zero,30,101.31785100573138,0.002,0.502,HR,10.0,0.002,0.018742665464069854,0.993747554908815,0.9803921568627451,0.9876068436282934
known_zero,30,101.31785100573138,0.005,0.505,HR,10.0,0.002,0.027910300256489242,0.9845774867801259,0.9523809523809523,0.9877085417408065
known_zero,30,101.31785100573138,0.01,0.51,HR,10.0,0.002,0.0428355459971777,0.9698268752910546,0.9090909090909091,0.9878762486285159
known_zero,30,101.31785100573138,0.02,0.52,HR,10.0,0.002,0.07142568885604868,0.9421784079914713,0.8333333333333333,0.988205052954657
known_zero,30,101.31785100573138,0.05,0.55,HR,10.0,0.002,0.14828582801125803,0.87165025126643,0.6666666666666665,0.9891405892937204
jittered_zero,30,101.45418708406415,-0.05,0.45,HR,10.0,0.002,0.40800499565025483,0.674411650450716,0.6666666666666666,0.9860084065610729
jittered_zero,30,101.45418708406415,-0.02,0.48,HR,10.0,0.002,0.3769845121636412,0.6948746896655251,0.8333333333333333,0.9871228691070633
jittered_zero,30,101.45418708406415,-0.01,0.49,HR,10.0,0.002,0.36997786377636743,0.6995109483740367,0.9090909090909091,0.9874750676313431
jittered_zero,30,101.45418708406415,-0.005,0.495,HR,10.0,0.002,0.3671109271448653,0.7013966683815798,0.9523809523809523,0.9876476880159227
jittered_zero,30,101.45418708406415,-0.002,0.498,HR,10.0,0.002,0.36559316106508005,0.7023891544061506,0.9803921568627451,0.9877501641337316
jittered_zero,30,101.45418708406415,0.0,0.5,HR,10.0,0.002,0.36466508377609863,0.7029930283972571,1.0,0.9878180287483642
jittered_zero,30,101.45418708406415,0.002,0.502,HR,10.0,0.002,0.36380361133591954,0.7035508198734268,0.9803921568627451,0.987885533302358
jittered_zero,30,101.45418708406415,0.005,0.505,HR,10.0,0.002,0.362635378612502,0.7043014997846124,0.9523809523809523,0.9879861190768526
jittered_zero,30,101.45418708406415,0.01,0.51,HR,10.0,0.002,0.36101483205297813,0.7053253643688379,0.9090909090909091,0.9881519878929879
jittered_zero,30,101.45418708406415,0.02,0.52,HR,10.0,0.002,0.35896371214513617,0.7065410432587677,0.8333333333333333,0.9884771747945198
jittered_zero,30,101.45418708406415,0.05,0.55,HR,10.0,0.002,0.3613724661447884,0.7041821453752892,0.6666666666666665,0.9894023162907868
known_zero,31,103.72553804047834,-0.05,0.45,HR,10.0,0.002,0.11999879998913492,0.8957730567487973,0.6666666666666666,0.9901185287366723
known_zero,31,103.72553804047834,-0.02,0.48,HR,10.0,0.002,0.052751326760253466,0.9573152819150393,0.8333333333333333,0.9909127081294479
known_zero,31,103.72553804047834,-0.01,0.49,HR,10.0,0.002,0.030619835165832106,0.9784917644023384,0.9090909090909091,0.9911623571534681
known_zero,31,103.72553804047834,-0.005,0.495,HR,10.0,0.002,0.019608020576601645,0.9892044053147515,0.9523809523809523,0.9912844717023915
known_zero,31,103.72553804047834,-0.002,0.498,HR,10.0,0.002,0.01301826696134862,0.9956718073494766,0.9803921568627451,0.9913568877508524
known_zero,31,103.72553804047834,0.0,0.5,HR,10.0,0.002,0.00863233850714865,0.9999999999999967,1.0,0.9914048131461691
known_zero,31,103.72553804047834,0.002,0.502,HR,10.0,0.002,0.012897663596934833,0.9956959066056886,0.9803921568627451,0.9914524588058349
known_zero,31,103.72553804047834,0.005,0.505,HR,10.0,0.002,0.019216711931489,0.9893530963078514,0.9523809523809523,0.9915234062190412
known_zero,31,103.72553804047834,0.01,0.51,HR,10.0,0.002,0.029542908637149205,0.9790740063413346,0.9090909090909091,0.9916402753254377
known_zero,31,103.72553804047834,0.02,0.52,HR,10.0,0.002,0.04945631158263896,0.9595488893998876,0.8333333333333333,0.9918689376318902
known_zero,31,103.72553804047834,0.05,0.55,HR,10.0,0.002,0.10385263345382792,0.9081547585305373,0.6666666666666665,0.9925159882700646
jittered_zero,31,103.69770123250304,-0.05,0.45,HR,10.0,0.002,0.1360075449759623,0.8816768786302855,0.6666666666666666,0.9899727077917599
jittered_zero,31,103.69770123250304,-0.02,0.48,HR,10.0,0.002,0.08345784446368965,0.9284974549321845,0.8333333333333333,0.9907726306648719
jittered_zero,31,103.69770123250304,-0.01,0.49,HR,10.0,0.002,0.07248019055524352,0.9385080814341581,0.9090909090909091,0.991024147075621
jittered_zero,31,103.69770123250304,-0.005,0.495,HR,10.0,0.002,0.06924407957628435,0.9414332345202743,0.9523809523809523,0.9911471867362657
jittered_zero,31,103.69770123250304,-0.002,0.498,HR,10.0,0.002,0.06815303194915096,0.9423915645494757,0.9803921568627451,0.9912201551375553
jittered_zero,31,103.69770123250304,0.0,0.5,HR,10.0,0.002,0.06779519038003479,0.9426829240094475,1.0,0.9912684476445414
jittered_zero,31,103.69770123250304,0.002,0.502,HR,10.0,0.002,0.06773370939572135,0.9426952236223458,0.9803921568627451,0.9913164595211558
jittered_zero,31,103.69770123250304,0.005,0.505,HR,10.0,0.002,0.06818559709121946,0.9422013746629064,0.9523809523809523,0.9913879545898953
jittered_zero,31,103.69770123250304,0.01,0.51,HR,10.0,0.002,0.07029287087828473,0.9401063037531183,0.9090909090909091,0.9915057320317959
jittered_zero,31,103.69770123250304,0.02,0.52,HR,10.0,0.002,0.07857920171764285,0.9321317964346066,0.8333333333333333,0.9917361946175761
jittered_zero,31,103.69770123250304,0.05,0.55,HR,10.0,0.002,0.11797277619141083,0.8955366066149023,0.6666666666666665,0.9923885188709561
known_zero,32,105.44662305232609,-0.05,0.45,HR,10.0,0.002,0.10449702628134899,0.9085584225542968,0.6666666666666666,0.9914359425862344
known_zero,32,105.44662305232609,-0.02,0.48,HR,10.0,0.002,0.04572783294850899,0.9628783640341164,0.8333333333333333,0.992131471847405
known_zero,32,105.44662305232609,-0.01,0.49,HR,10.0,0.002,0.026505420345508325,0.9813505833228212,0.9090909090909091,0.9923495046567324
known_zero,32,105.44662305232609,-0.005,0.495,HR,10.0,0.002,0.01696314918138885,0.9906533588414433,0.9523809523809523,0.992456045472746
known_zero,32,105.44662305232609,-0.002,0.498,HR,10.0,0.002,0.011259847859428806,0.9962561077685976,0.9803921568627451,0.9925191918572392
known_zero,32,105.44662305232609,0.0,0.5,HR,10.0,0.002,0.007466839136145803,0.9999999999999898,1.0,0.9925609684505725
known_zero,32,105.44662305232609,0.002,0.502,HR,10.0,0.002,0.011154866619614385,0.9962770879005614,0.9803921568627451,0.9926024900315177
known_zero,32,105.44662305232609,0.005,0.505,HR,10.0,0.002,0.01662244971583634,0.9907830303661604,0.9523809523809523,0.9926642975773435
known_zero,32,105.44662305232609,0.01,0.51,HR,10.0,0.002,0.025566984504084882,0.9818598014833526,0.9090909090909091,0.9927660565026153
known_zero,32,105.44662305232609,0.02,0.52,HR,10.0,0.002,0.04285007417954257,0.9648427268581665,0.8333333333333333,0.9929649566849822
known_zero,32,105.44662305232609,0.05,0.55,HR,10.0,0.002,0.0902910618504397,0.9196185197556549,0.6666666666666665,0.9935263305909907
jittered_zero,32,105.5685419155486,-0.05,0.45,HR,10.0,0.002,0.2447032015306506,0.7897953778758074,0.6666666666666666,0.9913161056121992
jittered_zero,32,105.5685419155486,-0.02,0.48,HR,10.0,0.002,0.2222876829437354,0.8071265804803865,0.8333333333333333,0.9920191047430301
jittered_zero,32,105.5685419155486,-0.01,0.49,HR,10.0,0.002,0.21744859783667253,0.8108616704676896,0.9090909090909091,0.9922394777597352
jittered_zero,32,105.5685419155486,-0.005,0.495,HR,10.0,0.002,0.21553120563475608,0.8123297426501427,0.9523809523809523,0.9923471618342176
jittered_zero,32,105.5685419155486,-0.002,0.498,HR,10.0,0.002,0.21454021101318177,0.8130828617488642,0.9803921568627451,0.992410985736949
jittered_zero,32,105.5685419155486,0.0,0.5,HR,10.0,0.002,0.21394544957588996,0.813531982015195,1.0,0.9924532105289224
jittered_zero,32,105.5685419155486,0.002,0.502,HR,10.0,0.002,0.21340303007748487,0.813938958988267,0.9803921568627451,0.9924951775439209
jittered_zero,32,105.5685419155486,0.005,0.505,HR,10.0,0.002,0.21268670526469652,0.814470947351278,0.9523809523809523,0.9925576480936976
jittered_zero,32,105.5685419155486,0.01,0.51,HR,10.0,0.002,0.21174856322654337,0.8151509281221045,0.9090909090909091,0.9926604984378795
jittered_zero,32,105.5685419155486,0.02,0.52,HR,10.0,0.002,0.21080006684728844,0.8157592555576424,0.8333333333333333,0.9928615314253679
jittered_zero,32,105.5685419155486,0.05,0.55,HR,10.0,0.002,0.21452681027367948,0.8122606058832318,0.6666666666666665,0.9934289214130111
known_zero,33,107.1686111842764,-0.05,0.45,HR,10.0,0.002,0.1622722769664488,0.8619028257032723,0.6666666666666666,0.9864333369763568
known_zero,33,107.1686111842764,-0.02,0.48,HR,10.0,0.002,0.07211317699695188,0.9421743064623047,0.8333333333333333,0.9875302061355012
known_zero,33,107.1686111842764,-0.01,0.49,HR,10.0,0.002,0.04200226158611911,0.9706362741118347,0.9090909090909091,0.9878753118760053
known_zero,33,107.1686111842764,-0.005,0.495,HR,10.0,0.002,0.02693495550825209,0.9852034832501676,0.9523809523809523,0.9880441674418189
known_zero,33,107.1686111842764,-0.002,0.498,HR,10.0,0.002,0.01789064855728065,0.9940536243707101,0.9803921568627451,0.9881443162348964
known_zero,33,107.1686111842764,0.0,0.5,HR,10.0,0.002,0.011859444920072864,0.9999999999999796,1.0,0.988210601119034
known_zero,33,107.1686111842764,0.002,0.502,HR,10.0,0.002,0.01772324506396426,0.9940870640203442,0.9803921568627451,0.9882765035828337
known_zero,33,107.1686111842764,0.005,0.505,HR,10.0,0.002,0.02639214142513456,0.9854088150084964,0.9523809523809523,0.9883746446413999
known_zero,33,107.1686111842764,0.01,0.51,HR,10.0,0.002,0.040511810677373215,0.9714340223688044,0.9090909090909091,0.9885363293464448
known_zero,33,107.1686111842764,0.02,0.52,HR,10.0,0.002,0.06758057585585658,0.9451886655786216,0.8333333333333333,0.9888527457003562
known_zero,33,107.1686111842764,0.05,0.55,HR,10.0,0.002,0.1404880573095219,0.8779341643234619,0.6666666666666665,0.9897485228278562
jittered_zero,33,107.16051235321373,-0.05,0.45,HR,10.0,0.002,0.16338137721317308,0.8608568852716192,0.6666666666666666,0.986537077185679
jittered_zero,33,107.16051235321373,-0.02,0.48,HR,10.0,0.002,0.07630337278264393,0.9381401001257096,0.8333333333333333,0.9876297562242481
jittered_zero,33,107.16051235321373,-0.01,0.49,HR,10.0,0.002,0.05013300602253211,0.9626805824661329,0.9090909090909091,0.9879735095866987
jittered_zero,33,107.16051235321373,-0.005,0.495,HR,10.0,0.002,0.04000132888730468,0.9723182062567479,0.9523809523809523,0.9881416970162334
jittered_zero,33,107.16051235321373,-0.002,0.498,HR,10.0,0.002,0.0363712810511365,0.9757556817373967,0.9803921568627451,0.9882414474712351
jittered_zero,33,107.16051235321373,0.0,0.5,HR,10.0,0.002,0.035530401277775354,0.9765112832854872,1.0,0.9883074678488408
jittered_zero,33,107.16051235321373,0.002,0.502,HR,10.0,0.002,0.03610090872708088,0.9758895211583299,0.9803921568627451,0.9883731066435516
jittered_zero,33,107.16051235321373,0.005,0.505,HR,10.0,0.002,0.03927838259346257,0.9726973821156821,0.9523809523809523,0.9884708537606167
jittered_zero,33,107.16051235321373,0.01,0.51,HR,10.0,0.002,0.048422618222105356,0.963686356808997,0.9090909090909091,0.9886318860314166
jittered_zero,33,107.16051235321373,0.02,0.52,HR,10.0,0.002,0.07155310869467929,0.9413515818798047,0.8333333333333333,0.9889470128151054
jittered_zero,33,107.16051235321373,0.05,0.55,HR,10.0,0.002,0.141470448987862,0.8769919080397018,0.6666666666666665,0.9898390394632699
known_zero,34,111.02953554316967,-0.05,0.45,HR,10.0,0.002,0.089539492461001,0.9211054396313956,0.6666666666666666,0.992668282100742
known_zero,34,111.02953554316967,-0.02,0.48,HR,10.0,0.002,0.03895357047808826,0.9682834002720753,0.8333333333333333,0.9932994447043254
known_zero,34,111.02953554316967,-0.01,0.49,HR,10.0,0.002,0.022540075707198987,0.9841163903612618,0.9090909090909091,0.993492297740623
known_zero,34,111.02953554316967,-0.005,0.495,HR,10.0,0.002,0.014414872931747801,0.9920519565029204,0.9523809523809523,0.9935855853839999
known_zero,34,111.02953554316967,-0.002,0.498,HR,10.0,0.002,0.00956550856299069,0.9968192956787184,0.9803921568627451,0.9936405722498404
known_zero,34,111.02953554316967,0.0,0.5,HR,10.0,0.002,0.00634325220366914,0.999999999999996,1.0,0.9936768237472274
known_zero,34,111.02953554316967,0.002,0.502,HR,10.0,0.002,0.009474651745727267,0.9968374551285157,0.9803921568627451,0.9937127525144186
known_zero,34,111.02953554316967,0.005,0.505,HR,10.0,0.002,0.014119943305476064,0.9921643836433235,0.9523809523809523,0.9937660450319691
known_zero,34,111.02953554316967,0.01,0.51,HR,10.0,0.002,0.021727016685023484,0.9845591228052624,0.9090909090909091,0.9938532812289774
known_zero,34,111.02953554316967,0.02,0.52,HR,10.0,0.002,0.036454495047157455,0.9700007055254583,0.8333333333333333,0.9940219253128224
known_zero,34,111.02953554316967,0.05,0.55,HR,10.0,0.002,0.07710336763623024,0.9309296412108611,0.6666666666666665,0.9944834824478753
jittered_zero,34,111.01479129312351,-0.05,0.45,HR,10.0,0.002,0.0945838810579034,0.916692159315271,0.6666666666666666,0.9924284955065767
jittered_zero,34,111.01479129312351,-0.02,0.48,HR,10.0,0.002,0.04753733712401073,0.9602303771308254,0.8333333333333333,0.9930688420545025
jittered_zero,34,111.01479129312351,-0.01,0.49,HR,10.0,0.002,0.03560274663328503,0.971567260539006,0.9090909090909091,0.9932648159378842
jittered_zero,34,111.01479129312351,-0.005,0.495,HR,10.0,0.002,0.03173540986736886,0.9752387744042467,0.9523809523809523,0.9933596763096274
jittered_zero,34,111.01479129312351,-0.002,0.498,HR,10.0,0.002,0.03047933387912557,0.9764095379381454,0.9803921568627451,0.9934156108718302
jittered_zero,34,111.01479129312351,0.0,0.5,HR,10.0,0.002,0.030160968937416908,0.9766841782092185,1.0,0.9934524958837463
jittered_zero,34,111.01479129312351,0.002,0.502,HR,10.0,0.002,0.03027028697188119,0.9765414735857886,0.9803921568627451,0.9934890595524188
jittered_zero,34,111.01479129312351,0.005,0.505,HR,10.0,0.002,0.031197502483537906,0.9755831590564598,0.9523809523809523,0.9935433070463487
jittered_zero,34,111.01479129312351,0.01,0.51,HR,10.0,0.002,0.03442776050886016,0.9723499181880008,0.9090909090909091,0.9936321419514175
jittered_zero,34,111.01479129312351,0.02,0.52,HR,10.0,0.002,0.044575008487243294,0.9623666728105525,0.8333333333333333,0.9938040104831429
jittered_zero,34,111.01479129312351,0.05,0.55,HR,10.0,0.002,0.08151904534257087,0.9270219270004159,0.6666666666666665,0.9942754625948576
known_zero,35,111.87465917699264,-0.05,0.45,HR,10.0,0.002,0.07704057091176883,0.9317018123802554,0.6666666666666666,0.9937216799071119
known_zero,35,111.87465917699264,-0.02,0.48,HR,10.0,0.002,0.03339836271971712,0.972735628062546,0.8333333333333333,0.9942611097548744
known_zero,35,111.87465917699264,-0.01,0.49,HR,10.0,0.002,0.01930485228936208,0.9863779619406764,0.9090909090909091,0.9944264074233675
known_zero,35,111.87465917699264,-0.005,0.495,HR,10.0,0.002,0.012340366719136688,0.9931915918058454,0.9523809523809523,0.9945064693551776
known_zero,35,111.87465917699264,-0.002,0.498,HR,10.0,0.002,0.008187631309510269,0.9972772717800574,0.9803921568627451,0.9945536954620966
known_zero,35,111.87465917699264,0.0,0.5,HR,10.0,0.002,0.005429869659169584,0.9999999999999998,1.0,0.9945848454353613
known_zero,35,111.87465917699264,0.002,0.502,HR,10.0,0.002,0.008109623495448024,0.9972928645740751,0.9803921568627451,0.9946157302681194
known_zero,35,111.87465917699264,0.005,0.505,HR,10.0,0.002,0.012087100665844385,0.9932882603459012,0.9523809523809523,0.9946615643677322
known_zero,35,111.87465917699264,0.01,0.51,HR,10.0,0.002,0.018606187276570478,0.9867594953273594,0.9090909090909091,0.9947366545753819
known_zero,35,111.87465917699264,0.02,0.52,HR,10.0,0.002,0.03124705943540483,0.9742220936886699,0.8333333333333333,0.9948820611342407
known_zero,35,111.87465917699264,0.05,0.55,HR,10.0,0.002,0.06627122479227818,0.9403133350692275,0.6666666666666665,0.9952820638778901
jittered_zero,35,112.11561304166068,-0.05,0.45,HR,10.0,0.002,0.35908757046225626,0.7041936324774898,0.6666666666666666,0.9916494055846464
jittered_zero,35,112.11561304166068,-0.02,0.48,HR,10.0,0.002,0.34043201687944763,0.7169945955673246,0.8333333333333333,0.9922848746392127
jittered_zero,35,112.11561304166068,-0.01,0.49,HR,10.0,0.002,0.33540081997362275,0.7204673069526372,0.9090909090909091,0.9924828165161765
jittered_zero,35,112.11561304166068,-0.005,0.495,HR,10.0,0.002,0.3331019115243187,0.7220552975817618,0.9523809523809523,0.9925793123231024
jittered_zero,35,112.11561304166068,-0.002,0.498,HR,10.0,0.002,0.3317909006900228,0.7229609355283981,0.9803921568627451,0.9926364335558705
jittered_zero,35,112.11561304166068,0.0,0.5,HR,10.0,0.002,0.3309451099100713,0.7235451434264856,1.0,0.9926741945440392
jittered_zero,35,112.11561304166068,0.002,0.502,HR,10.0,0.002,0.33012174124188437,0.724113773296374,0.9803921568627451,0.9927117016668183
jittered_zero,35,112.11561304166068,0.005,0.505,HR,10.0,0.002,0.3289284348630776,0.7249376386018148,0.9523809523809523,0.9927674900800486
jittered_zero,35,112.11561304166068,0.01,0.51,HR,10.0,0.002,0.3270497400990597,0.7262337486041663,0.9090909090909091,0.992859225457285
jittered_zero,35,112.11561304166068,0.02,0.52,HR,10.0,0.002,0.3236969166848729,0.7285414991799285,0.8333333333333333,0.9930381199913357
jittered_zero,35,112.11561304166068,0.05,0.55,HR,10.0,0.002,0.3166812446449099,0.733300065824261,0.6666666666666665,0.9935400055343758
known_zero,36,114.32022091545271,-0.05,0.45,HR,10.0,0.002,0.1401178409699801,0.879493050111908,0.6666666666666666,0.9883600504910698
known_zero,36,114.32022091545271,-0.02,0.48,HR,10.0,0.002,0.06184017567904519,0.9501797479185933,0.8333333333333333,0.989321354193482
known_zero,36,114.32022091545271,-0.01,0.49,HR,10.0,0.002,0.03593815670508184,0.9748148836934356,0.9090909090909091,0.9896237408736757
known_zero,36,114.32022091545271,-0.005,0.495,HR,10.0,0.002,0.023023629528761302,0.9873381916412591,0.9523809523809523,0.989771691265875
known_zero,36,114.32022091545271,-0.002,0.498,HR,10.0,0.002,0.015286686190261523,0.994918592546384,0.9803921568627451,0.9898594412336491
known_zero,36,114.32022091545271,0.0,0.5,HR,10.0,0.002,0.010133652360849456,0.9999999999999885,1.0,0.9899175200917635
known_zero,36,114.32022091545271,0.002,0.502,HR,10.0,0.002,0.015140284815898599,0.9949478422299205,0.9803921568627451,0.9899752642705262
known_zero,36,114.32022091545271,0.005,0.505,HR,10.0,0.002,0.022548755790845212,0.9875182573442534,0.9523809523809523,0.9900612571437333
known_zero,36,114.32022091545271,0.01,0.51,HR,10.0,0.002,0.034632650217743685,0.975517406906741,0.9090909090909091,0.9902029318145835
known_zero,36,114.32022091545271,0.02,0.52,HR,10.0,0.002,0.057857116224649265,0.9528557765952855,0.8333333333333333,0.9904802096151291
known_zero,36,114.32022091545271,0.05,0.55,HR,10.0,0.002,0.1207770614929377,0.8940405252938682,0.6666666666666665,0.991265482521753
jittered_zero,36,114.26717901645753,-0.05,0.45,HR,10.0,0.002,0.19386117885046358,0.833492434321327,0.6666666666666666,0.9883380093443319
jittered_zero,36,114.26717901645753,-0.02,0.48,HR,10.0,0.002,0.14932447908325136,0.8706052055123907,0.8333333333333333,0.9892998498493917
jittered_zero,36,114.26717901645753,-0.01,0.49,HR,10.0,0.002,0.1410111926187054,0.877604522077567,0.9090909090909091,0.989602456724493
jittered_zero,36,114.26717901645753,-0.005,0.495,HR,10.0,0.002,0.13839664096650012,0.8797704323868429,0.9523809523809523,0.989750524427003
jittered_zero,36,114.26717901645753,-0.002,0.498,HR,10.0,0.002,0.13734089035571406,0.8806216016671562,0.9803921568627451,0.9898383470243036
jittered_zero,36,114.26717901645753,0.0,0.5,HR,10.0,0.002,0.13685159687562717,0.881000852784048,1.0,0.9898964752220443
jittered_zero,36,114.26717901645753,0.002,0.502,HR,10.0,0.002,0.13653299907263855,0.8812301325816475,0.9803921568627451,0.9899542694681793
jittered_zero,36,114.26717901645753,0.005,0.505,HR,10.0,0.002,0.1363712271095466,0.881296080157473,0.9523809523809523,0.9900403387916881
jittered_zero,36,114.26717901645753,0.01,0.51,HR,10.0,0.002,0.13692016980074115,0.8806862892649987,0.9090909090909091,0.9901821444199728
jittered_zero,36,114.26717901645753,0.02,0.52,HR,10.0,0.002,0.1408330367196255,0.877001186654316,0.8333333333333333,0.9904596970273377
jittered_zero,36,114.26717901645753,0.05,0.55,HR,10.0,0.002,0.16818723298971727,0.8526598494290735,0.6666666666666665,0.991245890069088
known_zero,37,116.22668032085755,-0.05,0.45,HR,10.0,0.002,0.16953793277768175,0.8562395628709341,0.6666666666666666,0.9857693724178179
known_zero,37,116.22668032085755,-0.02,0.48,HR,10.0,0.002,0.07539628815557642,0.9396412422850061,0.8333333333333333,0.9869467874304814
known_zero,37,116.22668032085755,-0.01,0.49,HR,10.0,0.002,0.043922671780599255,0.9693214487033259,0.9090909090909091,0.9873174282464287
known_zero,37,116.22668032085755,-0.005,0.495,HR,10.0,0.002,0.028167197832605066,0.9845336306135061,0.9523809523809523,0.9874988206923067
known_zero,37,116.22668032085755,-0.002,0.498,HR,10.0,0.002,0.018707779844020653,0.9937826495678509,0.9803921568627451,0.9876064197243886
known_zero,37,116.22668032085755,0.0,0.5,HR,10.0,0.002,0.012398907833294281,0.9999999999999984,1.0,0.9876776419180456
known_zero,37,116.22668032085755,0.002,0.502,HR,10.0,0.002,0.018527793867349686,0.9938186005677986,0.9803921568627451,0.9877484583205622
known_zero,37,116.22668032085755,0.005,0.505,HR,10.0,0.002,0.02758364529500632,0.9847542061207271,0.9523809523809523,0.9878539269175516
known_zero,37,116.22668032085755,0.01,0.51,HR,10.0,0.002,0.04232097054324279,0.9701773048217243,0.9090909090909091,0.9880277102332325
known_zero,37,116.22668032085755,0.02,0.52,HR,10.0,0.002,0.07053020621950046,0.9428671070991043,0.8333333333333333,0.9883679077556445
known_zero,37,116.22668032085755,0.05,0.55,HR,10.0,0.002,0.14622333187030467,0.8732809652784623,0.6666666666666665,0.9893319162183324
jittered_zero,37,116.2855229268188,-0.05,0.45,HR,10.0,0.002,0.24804897899887973,0.7918967212034173,0.6666666666666666,0.9853831971644563
jittered_zero,37,116.2855229268188,-0.02,0.48,HR,10.0,0.002,0.19775393687532283,0.8317362860966547,0.8333333333333333,0.9865768206337923
jittered_zero,37,116.2855229268188,-0.01,0.49,HR,10.0,0.002,0.18830821245898,0.839310100947132,0.9090909090909091,0.9869526844400747
jittered_zero,37,116.2855229268188,-0.005,0.495,HR,10.0,0.002,0.1852574786689238,0.8417176235151748,0.9523809523809523,0.9871366555239404
jittered_zero,37,116.2855229268188,-0.002,0.498,HR,10.0,0.002,0.18397858821243468,0.8427016094182043,0.9803921568627451,0.9872457913336901
jittered_zero,37,116.2855229268188,0.0,0.5,HR,10.0,0.002,0.18335617768517887,0.8431645798759425,1.0,0.9873180337354965
jittered_zero,37,116.2855229268188,0.002,0.502,HR,10.0,0.002,0.18291687017979397,0.8434737021198185,0.9803921568627451,0.9873898669119883
jittered_zero,37,116.2855229268188,0.005,0.505,HR,10.0,0.002,0.18259731424679077,0.8436518694149643,0.9523809523809523,0.9874968542571786
jittered_zero,37,116.2855229268188,0.01,0.51,HR,10.0,0.002,0.18294633188103798,0.8432069338941706,0.9090909090909091,0.9876731518191638
jittered_zero,37,116.2855229268188,0.02,0.52,HR,10.0,0.002,0.18670875029645953,0.8397469302129605,0.8333333333333333,0.9880183147537883
jittered_zero,37,116.2855229268188,0.05,0.55,HR,10.0,0.002,0.2157290064994915,0.8149204720060155,0.6666666666666665,0.9889967281174415
known_zero,38,118.79078286597621,-0.05,0.45,HR,10.0,0.002,0.2079334985154636,0.8268852118962561,0.6666666666666666,0.9823141589593968
known_zero,38,118.79078286597621,-0.02,0.48,HR,10.0,0.002,0.09339267497322308,0.9258562860221626,0.8333333333333333,0.9837766199818431
known_zero,38,118.79078286597621,-0.01,0.49,HR,10.0,0.002,0.054581812065090676,0.9620445216030472,0.9090909090909091,0.9842382739376189
known_zero,38,118.79078286597621,-0.005,0.495,HR,10.0,0.002,0.03504984479559324,0.9807944744523794,0.9523809523809523,0.9844644440820512
known_zero,38,118.79078286597621,-0.002,0.498,HR,10.0,0.002,0.02328903682916138,0.9922622083178766,0.9803921568627451,0.9845986792093877
known_zero,38,118.79078286597621,0.0,0.5,HR,10.0,0.002,0.015430882670468268,0.9999999999999782,1.0,0.9846875633726001
known_zero,38,118.79078286597621,0.002,0.502,HR,10.0,0.002,0.023063635539979123,0.9923072161685051,0.9803921568627451,0.9847759657510798
known_zero,38,118.79078286597621,0.005,0.505,HR,10.0,0.002,0.03431947756142779,0.9810693773997914,0.9523809523809523,0.9849076714747815
known_zero,38,118.79078286597621,0.01,0.51,HR,10.0,0.002,0.052581425132385,0.9631034121955909,0.9090909090909091,0.9851248075713982
known_zero,38,118.79078286597621,0.02,0.52,HR,10.0,0.002,0.08734913420082614,0.9297923113046027,0.8333333333333333,0.9855503180950376
known_zero,38,118.79078286597621,0.05,0.55,HR,10.0,0.002,0.17947196361600748,0.8469251349788742,0.6666666666666665,0.9867594506554648
jittered_zero,38,118.67966323637259,-0.05,0.45,HR,10.0,0.002,0.43046011468373946,0.6620319381176558,0.6666666666666666,0.9821427295964587
jittered_zero,38,118.67966323637259,-0.02,0.48,HR,10.0,0.002,0.3897054655310725,0.6885414221682671,0.8333333333333333,0.9836101338989016
jittered_zero,38,118.67966323637259,-0.01,0.49,HR,10.0,0.002,0.3809982106931369,0.6942359521900137,0.9090909090909091,0.9840733685414412
jittered_zero,38,118.67966323637259,-0.005,0.495,HR,10.0,0.002,0.37760208170278753,0.6964370619990928,0.9523809523809523,0.9843003166819518
jittered_zero,38,118.67966323637259,-0.002,0.498,HR,10.0,0.002,0.37587039708329284,0.6975486591079066,0.9803921568627451,0.9844350146847923
jittered_zero,38,118.67966323637259,0.0,0.5,HR,10.0,0.002,0.3748427071850687,0.6982026332158568,1.0,0.9845242058041256
jittered_zero,38,118.67966323637259,0.002,0.502,HR,10.0,0.002,0.3739158066843181,0.6987871351792635,0.9803921568627451,0.9846129138404157
jittered_zero,38,118.67966323637259,0.005,0.505,HR,10.0,0.002,0.3727129351345624,0.6995342955905633,0.9523809523809523,0.9847450756234699
jittered_zero,38,118.67966323637259,0.01,0.51,HR,10.0,0.002,0.3712009002875104,0.7004378334107283,0.9090909090909091,0.9849629653725045
jittered_zero,38,118.67966323637259,0.02,0.52,HR,10.0,0.002,0.3699604947901512,0.7010033056732639,0.8333333333333333,0.9853899592041593
jittered_zero,38,118.67966323637259,0.05,0.55,HR,10.0,0.002,0.3786472275986817,0.6940855631966845,0.6666666666666665,0.9866033532099865
known_zero,39,121.37012500242065,-0.05,0.45,HR,10.0,0.002,0.1272232833927581,0.8899174040659926,0.6666666666666666,0.9894592883819024
known_zero,39,121.37012500242065,-0.02,0.48,HR,10.0,0.002,0.05589654489288266,0.9548485432257233,0.8333333333333333,0.9903528350230728
known_zero,39,121.37012500242065,-0.01,0.49,HR,10.0,0.002,0.03243715353999665,0.9772374873675108,0.9090909090909091,0.9906325750284833
known_zero,39,121.37012500242065,-0.005,0.495,HR,10.0,0.002,0.02076744581603393,0.9885720274304709,0.9523809523809523,0.9907691957068245
