set,source_n,t,delta,sigma,config,alpha,dsigma,F_MAAT,H,B,R
known_zero,32,105.44662305232609,-0.01,0.49,HR,0.0,0.002,0.026505420345508325,0.9813505833228212,1.0,0.9923495046567324
known_zero,32,105.44662305232609,-0.005,0.495,HR,0.0,0.002,0.01696314918138885,0.9906533588414433,1.0,0.992456045472746
known_zero,32,105.44662305232609,-0.002,0.498,HR,0.0,0.002,0.011259847859428806,0.9962561077685976,1.0,0.9925191918572392
known_zero,32,105.44662305232609,0.0,0.5,HR,0.0,0.002,0.007466839136145803,0.9999999999999898,1.0,0.9925609684505725
known_zero,32,105.44662305232609,0.002,0.502,HR,0.0,0.002,0.011154866619614385,0.9962770879005614,1.0,0.9926024900315177
known_zero,32,105.44662305232609,0.005,0.505,HR,0.0,0.002,0.01662244971583634,0.9907830303661604,1.0,0.9926642975773435
known_zero,32,105.44662305232609,0.01,0.51,HR,0.0,0.002,0.025566984504084882,0.9818598014833526,1.0,0.9927660565026153
known_zero,32,105.44662305232609,0.02,0.52,HR,0.0,0.002,0.04285007417954257,0.9648427268581665,1.0,0.9929649566849822
known_zero,32,105.44662305232609,0.05,0.55,HR,0.0,0.002,0.0902910618504397,0.9196185197556549,1.0,0.9935263305909907
jittered_zero,32,105.5685419155486,-0.05,0.45,HR,0.0,0.002,0.2447032015306506,0.7897953778758074,1.0,0.9913161056121992
jittered_zero,32,105.5685419155486,-0.02,0.48,HR,0.0,0.002,0.2222876829437354,0.8071265804803865,1.0,0.9920191047430301
jittered_zero,32,105.5685419155486,-0.01,0.49,HR,0.0,0.002,0.21744859783667253,0.8108616704676896,1.0,0.9922394777597352
jittered_zero,32,105.5685419155486,-0.005,0.495,HR,0.0,0.002,0.21553120563475608,0.8123297426501427,1.0,0.9923471618342176
jittered_zero,32,105.5685419155486,-0.002,0.498,HR,0.0,0.002,0.21454021101318177,0.8130828617488642,1.0,0.992410985736949
jittered_zero,32,105.5685419155486,0.0,0.5,HR,0.0,0.002,0.21394544957588996,0.813531982015195,1.0,0.9924532105289224
jittered_zero,32,105.5685419155486,0.002,0.502,HR,0.0,0.002,0.21340303007748487,0.813938958988267,1.0,0.9924951775439209
jittered_zero,32,105.5685419155486,0.005,0.505,HR,0.0,0.002,0.21268670526469652,0.814470947351278,1.0,0.9925576480936976
jittered_zero,32,105.5685419155486,0.01,0.51,HR,0.0,0.002,0.21174856322654337,0.8151509281221045,1.0,0.9926604984378795
jittered_zero,32,105.5685419155486,0.02,0.52,HR,0.0,0.002,0.21080006684728844,0.8157592555576424,1.0,0.9928615314253679
jittered_zero,32,105.5685419155486,0.05,0.55,HR,0.0,0.002,0.21452681027367948,0.8122606058832318,1.0,0.9934289214130111
known_zero,33,107.1686111842764,-0.05,0.45,HR,0.0,0.002,0.1622722769664488,0.8619028257032723,1.0,0.9864333369763568
known_zero,33,107.1686111842764,-0.02,0.48,HR,0.0,0.002,0.07211317699695188,0.9421743064623047,1.0,0.9875302061355012
known_zero,33,107.1686111842764,-0.01,0.49,HR,0.0,0.002,0.04200226158611911,0.9706362741118347,1.0,0.9878753118760053
known_zero,33,107.1686111842764,-0.005,0.495,HR,0.0,0.002,0.02693495550825209,0.9852034832501676,1.0,0.9880441674418189
known_zero,33,107.1686111842764,-0.002,0.498,HR,0.0,0.002,0.01789064855728065,0.9940536243707101,1.0,0.9881443162348964
known_zero,33,107.1686111842764,0.0,0.5,HR,0.0,0.002,0.011859444920072864,0.9999999999999796,1.0,0.988210601119034
known_zero,33,107.1686111842764,0.002,0.502,HR,0.0,0.002,0.01772324506396426,0.9940870640203442,1.0,0.9882765035828337
known_zero,33,107.1686111842764,0.005,0.505,HR,0.0,0.002,0.02639214142513456,0.9854088150084964,1.0,0.9883746446413999
known_zero,33,107.1686111842764,0.01,0.51,HR,0.0,0.002,0.040511810677373215,0.9714340223688044,1.0,0.9885363293464448
known_zero,33,107.1686111842764,0.02,0.52,HR,0.0,0.002,0.06758057585585658,0.9451886655786216,1.0,0.9888527457003562
known_zero,33,107.1686111842764,0.05,0.55,HR,0.0,0.002,0.1404880573095219,0.8779341643234619,1.0,0.9897485228278562
jittered_zero,33,107.16051235321373,-0.05,0.45,HR,0.0,0.002,0.16338137721317308,0.8608568852716192,1.0,0.986537077185679
jittered_zero,33,107.16051235321373,-0.02,0.48,HR,0.0,0.002,0.07630337278264393,0.9381401001257096,1.0,0.9876297562242481
jittered_zero,33,107.16051235321373,-0.01,0.49,HR,0.0,0.002,0.05013300602253211,0.9626805824661329,1.0,0.9879735095866987
jittered_zero,33,107.16051235321373,-0.005,0.495,HR,0.0,0.002,0.04000132888730468,0.9723182062567479,1.0,0.9881416970162334
jittered_zero,33,107.16051235321373,-0.002,0.498,HR,0.0,0.002,0.0363712810511365,0.9757556817373967,1.0,0.9882414474712351
jittered_zero,33,107.16051235321373,0.0,0.5,HR,0.0,0.002,0.035530401277775354,0.9765112832854872,1.0,0.9883074678488408
jittered_zero,33,107.16051235321373,0.002,0.502,HR,0.0,0.002,0.03610090872708088,0.9758895211583299,1.0,0.9883731066435516
jittered_zero,33,107.16051235321373,0.005,0.505,HR,0.0,0.002,0.03927838259346257,0.9726973821156821,1.0,0.9884708537606167
jittered_zero,33,107.16051235321373,0.01,0.51,HR,0.0,0.002,0.048422618222105356,0.963686356808997,1.0,0.9886318860314166
jittered_zero,33,107.16051235321373,0.02,0.52,HR,0.0,0.002,0.07155310869467929,0.9413515818798047,1.0,0.9889470128151054
jittered_zero,33,107.16051235321373,0.05,0.55,HR,0.0,0.002,0.141470448987862,0.8769919080397018,1.0,0.9898390394632699
known_zero,34,111.02953554316967,-0.05,0.45,HR,0.0,0.002,0.089539492461001,0.9211054396313956,1.0,0.992668282100742
known_zero,34,111.02953554316967,-0.02,0.48,HR,0.0,0.002,0.03895357047808826,0.9682834002720753,1.0,0.9932994447043254
known_zero,34,111.02953554316967,-0.01,0.49,HR,0.0,0.002,0.022540075707198987,0.9841163903612618,1.0,0.993492297740623
known_zero,34,111.02953554316967,-0.005,0.495,HR,0.0,0.002,0.014414872931747801,0.9920519565029204,1.0,0.9935855853839999
known_zero,34,111.02953554316967,-0.002,0.498,HR,0.0,0.002,0.00956550856299069,0.9968192956787184,1.0,0.9936405722498404
known_zero,34,111.02953554316967,0.0,0.5,HR,0.0,0.002,0.00634325220366914,0.999999999999996,1.0,0.9936768237472274
known_zero,34,111.02953554316967,0.002,0.502,HR,0.0,0.002,0.009474651745727267,0.9968374551285157,1.0,0.9937127525144186
known_zero,34,111.02953554316967,0.005,0.505,HR,0.0,0.002,0.014119943305476064,0.9921643836433235,1.0,0.9937660450319691
known_zero,34,111.02953554316967,0.01,0.51,HR,0.0,0.002,0.021727016685023484,0.9845591228052624,1.0,0.9938532812289774
known_zero,34,111.02953554316967,0.02,0.52,HR,0.0,0.002,0.036454495047157455,0.9700007055254583,1.0,0.9940219253128224
known_zero,34,111.02953554316967,0.05,0.55,HR,0.0,0.002,0.07710336763623024,0.9309296412108611,1.0,0.9944834824478753
jittered_zero,34,111.01479129312351,-0.05,0.45,HR,0.0,0.002,0.0945838810579034,0.916692159315271,1.0,0.9924284955065767
jittered_zero,34,111.01479129312351,-0.02,0.48,HR,0.0,0.002,0.04753733712401073,0.9602303771308254,1.0,0.9930688420545025
jittered_zero,34,111.01479129312351,-0.01,0.49,HR,0.0,0.002,0.03560274663328503,0.971567260539006,1.0,0.9932648159378842
jittered_zero,34,111.01479129312351,-0.005,0.495,HR,0.0,0.002,0.03173540986736886,0.9752387744042467,1.0,0.9933596763096274
jittered_zero,34,111.01479129312351,-0.002,0.498,HR,0.0,0.002,0.03047933387912557,0.9764095379381454,1.0,0.9934156108718302
jittered_zero,34,111.01479129312351,0.0,0.5,HR,0.0,0.002,0.030160968937416908,0.9766841782092185,1.0,0.9934524958837463
jittered_zero,34,111.01479129312351,0.002,0.502,HR,0.0,0.002,0.03027028697188119,0.9765414735857886,1.0,0.9934890595524188
jittered_zero,34,111.01479129312351,0.005,0.505,HR,0.0,0.002,0.031197502483537906,0.9755831590564598,1.0,0.9935433070463487
jittered_zero,34,111.01479129312351,0.01,0.51,HR,0.0,0.002,0.03442776050886016,0.9723499181880008,1.0,0.9936321419514175
jittered_zero,34,111.01479129312351,0.02,0.52,HR,0.0,0.002,0.044575008487243294,0.9623666728105525,1.0,0.9938040104831429
jittered_zero,34,111.01479129312351,0.05,0.55,HR,0.0,0.002,0.08151904534257087,0.9270219270004159,1.0,0.9942754625948576
known_zero,35,111.87465917699264,-0.05,0.45,HR,0.0,0.002,0.07704057091176883,0.9317018123802554,1.0,0.9937216799071119
known_zero,35,111.87465917699264,-0.02,0.48,HR,0.0,0.002,0.03339836271971712,0.972735628062546,1.0,0.9942611097548744
known_zero,35,111.87465917699264,-0.01,0.49,HR,0.0,0.002,0.01930485228936208,0.9863779619406764,1.0,0.9944264074233675
known_zero,35,111.87465917699264,-0.005,0.495,HR,0.0,0.002,0.012340366719136688,0.9931915918058454,1.0,0.9945064693551776
known_zero,35,111.87465917699264,-0.002,0.498,HR,0.0,0.002,0.008187631309510269,0.9972772717800574,1.0,0.9945536954620966
known_zero,35,111.87465917699264,0.0,0.5,HR,0.0,0.002,0.005429869659169584,0.9999999999999998,1.0,0.9945848454353613
known_zero,35,111.87465917699264,0.002,0.502,HR,0.0,0.002,0.008109623495448024,0.9972928645740751,1.0,0.9946157302681194
known_zero,35,111.87465917699264,0.005,0.505,HR,0.0,0.002,0.012087100665844385,0.9932882603459012,1.0,0.9946615643677322
known_zero,35,111.87465917699264,0.01,0.51,HR,0.0,0.002,0.018606187276570478,0.9867594953273594,1.0,0.9947366545753819
known_zero,35,111.87465917699264,0.02,0.52,HR,0.0,0.002,0.03124705943540483,0.9742220936886699,1.0,0.9948820611342407
known_zero,35,111.87465917699264,0.05,0.55,HR,0.0,0.002,0.06627122479227818,0.9403133350692275,1.0,0.9952820638778901
jittered_zero,35,112.11561304166068,-0.05,0.45,HR,0.0,0.002,0.35908757046225626,0.7041936324774898,1.0,0.9916494055846464
jittered_zero,35,112.11561304166068,-0.02,0.48,HR,0.0,0.002,0.34043201687944763,0.7169945955673246,1.0,0.9922848746392127
jittered_zero,35,112.11561304166068,-0.01,0.49,HR,0.0,0.002,0.33540081997362275,0.7204673069526372,1.0,0.9924828165161765
jittered_zero,35,112.11561304166068,-0.005,0.495,HR,0.0,0.002,0.3331019115243187,0.7220552975817618,1.0,0.9925793123231024
jittered_zero,35,112.11561304166068,-0.002,0.498,HR,0.0,0.002,0.3317909006900228,0.7229609355283981,1.0,0.9926364335558705
jittered_zero,35,112.11561304166068,0.0,0.5,HR,0.0,0.002,0.3309451099100713,0.7235451434264856,1.0,0.9926741945440392
jittered_zero,35,112.11561304166068,0.002,0.502,HR,0.0,0.002,0.33012174124188437,0.724113773296374,1.0,0.9927117016668183
jittered_zero,35,112.11561304166068,0.005,0.505,HR,0.0,0.002,0.3289284348630776,0.7249376386018148,1.0,0.9927674900800486
jittered_zero,35,112.11561304166068,0.01,0.51,HR,0.0,0.002,0.3270497400990597,0.7262337486041663,1.0,0.992859225457285
jittered_zero,35,112.11561304166068,0.02,0.52,HR,0.0,0.002,0.3236969166848729,0.7285414991799285,1.0,0.9930381199913357
jittered_zero,35,112.11561304166068,0.05,0.55,HR,0.0,0.002,0.3166812446449099,0.733300065824261,1.0,0.9935400055343758
known_zero,36,114.32022091545271,-0.05,0.45,HR,0.0,0.002,0.1401178409699801,0.879493050111908,1.0,0.9883600504910698
known_zero,36,114.32022091545271,-0.02,0.48,HR,0.0,0.002,0.06184017567904519,0.9501797479185933,1.0,0.989321354193482
known_zero,36,114.32022091545271,-0.01,0.49,HR,0.0,0.002,0.03593815670508184,0.9748148836934356,1.0,0.9896237408736757
known_zero,36,114.32022091545271,-0.005,0.495,HR,0.0,0.002,0.023023629528761302,0.9873381916412591,1.0,0.989771691265875
known_zero,36,114.32022091545271,-0.002,0.498,HR,0.0,0.002,0.015286686190261523,0.994918592546384,1.0,0.9898594412336491
known_zero,36,114.32022091545271,0.0,0.5,HR,0.0,0.002,0.010133652360849456,0.9999999999999885,1.0,0.9899175200917635
known_zero,36,114.32022091545271,0.002,0.502,HR,0.0,0.002,0.015140284815898599,0.9949478422299205,1.0,0.9899752642705262
known_zero,36,114.32022091545271,0.005,0.505,HR,0.0,0.002,0.022548755790845212,0.9875182573442534,1.0,0.9900612571437333
known_zero,36,114.32022091545271,0.01,0.51,HR,0.0,0.002,0.034632650217743685,0.975517406906741,1.0,0.9902029318145835
known_zero,36,114.32022091545271,0.02,0.52,HR,0.0,0.002,0.057857116224649265,0.9528557765952855,1.0,0.9904802096151291
known_zero,36,114.32022091545271,0.05,0.55,HR,0.0,0.002,0.1207770614929377,0.8940405252938682,1.0,0.991265482521753
jittered_zero,36,114.26717901645753,-0.05,0.45,HR,0.0,0.002,0.19386117885046358,0.833492434321327,1.0,0.9883380093443319
jittered_zero,36,114.26717901645753,-0.02,0.48,HR,0.0,0.002,0.14932447908325136,0.8706052055123907,1.0,0.9892998498493917
jittered_zero,36,114.26717901645753,-0.01,0.49,HR,0.0,0.002,0.1410111926187054,0.877604522077567,1.0,0.989602456724493
jittered_zero,36,114.26717901645753,-0.005,0.495,HR,0.0,0.002,0.13839664096650012,0.8797704323868429,1.0,0.989750524427003
jittered_zero,36,114.26717901645753,-0.002,0.498,HR,0.0,0.002,0.13734089035571406,0.8806216016671562,1.0,0.9898383470243036
jittered_zero,36,114.26717901645753,0.0,0.5,HR,0.0,0.002,0.13685159687562717,0.881000852784048,1.0,0.9898964752220443
jittered_zero,36,114.26717901645753,0.002,0.502,HR,0.0,0.002,0.13653299907263855,0.8812301325816475,1.0,0.9899542694681793
jittered_zero,36,114.26717901645753,0.005,0.505,HR,0.0,0.002,0.1363712271095466,0.881296080157473,1.0,0.9900403387916881
jittered_zero,36,114.26717901645753,0.01,0.51,HR,0.0,0.002,0.13692016980074115,0.8806862892649987,1.0,0.9901821444199728
jittered_zero,36,114.26717901645753,0.02,0.52,HR,0.0,0.002,0.1408330367196255,0.877001186654316,1.0,0.9904596970273377
jittered_zero,36,114.26717901645753,0.05,0.55,HR,0.0,0.002,0.16818723298971727,0.8526598494290735,1.0,0.991245890069088
known_zero,37,116.22668032085755,-0.05,0.45,HR,0.0,0.002,0.16953793277768175,0.8562395628709341,1.0,0.9857693724178179
known_zero,37,116.22668032085755,-0.02,0.48,HR,0.0,0.002,0.07539628815557642,0.9396412422850061,1.0,0.9869467874304814
known_zero,37,116.22668032085755,-0.01,0.49,HR,0.0,0.002,0.043922671780599255,0.9693214487033259,1.0,0.9873174282464287
known_zero,37,116.22668032085755,-0.005,0.495,HR,0.0,0.002,0.028167197832605066,0.9845336306135061,1.0,0.9874988206923067
known_zero,37,116.22668032085755,-0.002,0.498,HR,0.0,0.002,0.018707779844020653,0.9937826495678509,1.0,0.9876064197243886
known_zero,37,116.22668032085755,0.0,0.5,HR,0.0,0.002,0.012398907833294281,0.9999999999999984,1.0,0.9876776419180456
known_zero,37,116.22668032085755,0.002,0.502,HR,0.0,0.002,0.018527793867349686,0.9938186005677986,1.0,0.9877484583205622
known_zero,37,116.22668032085755,0.005,0.505,HR,0.0,0.002,0.02758364529500632,0.9847542061207271,1.0,0.9878539269175516
known_zero,37,116.22668032085755,0.01,0.51,HR,0.0,0.002,0.04232097054324279,0.9701773048217243,1.0,0.9880277102332325
known_zero,37,116.22668032085755,0.02,0.52,HR,0.0,0.002,0.07053020621950046,0.9428671070991043,1.0,0.9883679077556445
known_zero,37,116.22668032085755,0.05,0.55,HR,0.0,0.002,0.14622333187030467,0.8732809652784623,1.0,0.9893319162183324
jittered_zero,37,116.2855229268188,-0.05,0.45,HR,0.0,0.002,0.24804897899887973,0.7918967212034173,1.0,0.9853831971644563
jittered_zero,37,116.2855229268188,-0.02,0.48,HR,0.0,0.002,0.19775393687532283,0.8317362860966547,1.0,0.9865768206337923
jittered_zero,37,116.2855229268188,-0.01,0.49,HR,0.0,0.002,0.18830821245898,0.839310100947132,1.0,0.9869526844400747
jittered_zero,37,116.2855229268188,-0.005,0.495,HR,0.0,0.002,0.1852574786689238,0.8417176235151748,1.0,0.9871366555239404
jittered_zero,37,116.2855229268188,-0.002,0.498,HR,0.0,0.002,0.18397858821243468,0.8427016094182043,1.0,0.9872457913336901
jittered_zero,37,116.2855229268188,0.0,0.5,HR,0.0,0.002,0.18335617768517887,0.8431645798759425,1.0,0.9873180337354965
jittered_zero,37,116.2855229268188,0.002,0.502,HR,0.0,0.002,0.18291687017979397,0.8434737021198185,1.0,0.9873898669119883
jittered_zero,37,116.2855229268188,0.005,0.505,HR,0.0,0.002,0.18259731424679077,0.8436518694149643,1.0,0.9874968542571786
jittered_zero,37,116.2855229268188,0.01,0.51,HR,0.0,0.002,0.18294633188103798,0.8432069338941706,1.0,0.9876731518191638
jittered_zero,37,116.2855229268188,0.02,0.52,HR,0.0,0.002,0.18670875029645953,0.8397469302129605,1.0,0.9880183147537883
jittered_zero,37,116.2855229268188,0.05,0.55,HR,0.0,0.002,0.2157290064994915,0.8149204720060155,1.0,0.9889967281174415
known_zero,38,118.79078286597621,-0.05,0.45,HR,0.0,0.002,0.2079334985154636,0.8268852118962561,1.0,0.9823141589593968
known_zero,38,118.79078286597621,-0.02,0.48,HR,0.0,0.002,0.09339267497322308,0.9258562860221626,1.0,0.9837766199818431
known_zero,38,118.79078286597621,-0.01,0.49,HR,0.0,0.002,0.054581812065090676,0.9620445216030472,1.0,0.9842382739376189
known_zero,38,118.79078286597621,-0.005,0.495,HR,0.0,0.002,0.03504984479559324,0.9807944744523794,1.0,0.9844644440820512
known_zero,38,118.79078286597621,-0.002,0.498,HR,0.0,0.002,0.02328903682916138,0.9922622083178766,1.0,0.9845986792093877
known_zero,38,118.79078286597621,0.0,0.5,HR,0.0,0.002,0.015430882670468268,0.9999999999999782,1.0,0.9846875633726001
known_zero,38,118.79078286597621,0.002,0.502,HR,0.0,0.002,0.023063635539979123,0.9923072161685051,1.0,0.9847759657510798
known_zero,38,118.79078286597621,0.005,0.505,HR,0.0,0.002,0.03431947756142779,0.9810693773997914,1.0,0.9849076714747815
known_zero,38,118.79078286597621,0.01,0.51,HR,0.0,0.002,0.052581425132385,0.9631034121955909,1.0,0.9851248075713982
known_zero,38,118.79078286597621,0.02,0.52,HR,0.0,0.002,0.08734913420082614,0.9297923113046027,1.0,0.9855503180950376
known_zero,38,118.79078286597621,0.05,0.55,HR,0.0,0.002,0.17947196361600748,0.8469251349788742,1.0,0.9867594506554648
jittered_zero,38,118.67966323637259,-0.05,0.45,HR,0.0,0.002,0.43046011468373946,0.6620319381176558,1.0,0.9821427295964587
jittered_zero,38,118.67966323637259,-0.02,0.48,HR,0.0,0.002,0.3897054655310725,0.6885414221682671,1.0,0.9836101338989016
jittered_zero,38,118.67966323637259,-0.01,0.49,HR,0.0,0.002,0.3809982106931369,0.6942359521900137,1.0,0.9840733685414412
jittered_zero,38,118.67966323637259,-0.005,0.495,HR,0.0,0.002,0.37760208170278753,0.6964370619990928,1.0,0.9843003166819518
jittered_zero,38,118.67966323637259,-0.002,0.498,HR,0.0,0.002,0.37587039708329284,0.6975486591079066,1.0,0.9844350146847923
jittered_zero,38,118.67966323637259,0.0,0.5,HR,0.0,0.002,0.3748427071850687,0.6982026332158568,1.0,0.9845242058041256
jittered_zero,38,118.67966323637259,0.002,0.502,HR,0.0,0.002,0.3739158066843181,0.6987871351792635,1.0,0.9846129138404157
jittered_zero,38,118.67966323637259,0.005,0.505,HR,0.0,0.002,0.3727129351345624,0.6995342955905633,1.0,0.9847450756234699
jittered_zero,38,118.67966323637259,0.01,0.51,HR,0.0,0.002,0.3712009002875104,0.7004378334107283,1.0,0.9849629653725045
jittered_zero,38,118.67966323637259,0.02,0.52,HR,0.0,0.002,0.3699604947901512,0.7010033056732639,1.0,0.9853899592041593
jittered_zero,38,118.67966323637259,0.05,0.55,HR,0.0,0.002,0.3786472275986817,0.6940855631966845,1.0,0.9866033532099865
known_zero,39,121.37012500242065,-0.05,0.45,HR,0.0,0.002,0.1272232833927581,0.8899174040659926,1.0,0.9894592883819024
known_zero,39,121.37012500242065,-0.02,0.48,HR,0.0,0.002,0.05589654489288266,0.9548485432257233,1.0,0.9903528350230728
known_zero,39,121.37012500242065,-0.01,0.49,HR,0.0,0.002,0.03243715353999665,0.9772374873675108,1.0,0.9906325750284833
known_zero,39,121.37012500242065,-0.005,0.495,HR,0.0,0.002,0.02076744581603393,0.9885720274304709,1.0,0.9907691957068245
known_zero,39,121.37012500242065,-0.002,0.498,HR,0.0,0.002,0.013784904700978505,0.9954175972954702,1.0,0.9908501464107436
known_zero,39,121.37012500242065,0.0,0.5,HR,0.0,0.002,0.00913793205252494,0.9999999999999902,1.0,0.9909036919642857
known_zero,39,121.37012500242065,0.002,0.502,HR,0.0,0.002,0.013650111707995394,0.9954445305150058,1.0,0.9909569025438373
known_zero,39,121.37012500242065,0.005,0.505,HR,0.0,0.002,0.020330139570584667,0.9887380789475166,1.0,0.991036094604374
known_zero,39,121.37012500242065,0.01,0.51,HR,0.0,0.002,0.03123406147484047,0.9778869113144736,1.0,0.9911664340030046
known_zero,39,121.37012500242065,0.02,0.52,HR,0.0,0.002,0.05221893106500464,0.9573339795580451,1.0,0.9914210424753103
known_zero,39,121.37012500242065,0.05,0.55,HR,0.0,0.002,0.109254878445841,0.9036056931295621,1.0,0.9921383809135988
jittered_zero,39,121.5525877800734,-0.05,0.45,HR,0.0,0.002,0.3616489579327792,0.702807178819034,1.0,0.9910639164484784
jittered_zero,39,121.5525877800734,-0.02,0.48,HR,0.0,0.002,0.3389032920528181,0.7183740920765612,1.0,0.9918945616129248
jittered_zero,39,121.5525877800734,-0.01,0.49,HR,0.0,0.002,0.333206987348281,0.722288909646883,1.0,0.9921540225448324
jittered_zero,39,121.5525877800734,-0.005,0.495,HR,0.0,0.002,0.3307074171584142,0.7240041923336518,1.0,0.992280627514449
jittered_zero,39,121.5525877800734,-0.002,0.498,HR,0.0,0.002,0.3293178034043309,0.7249561976205221,1.0,0.9923556077509035
jittered_zero,39,121.5525877800734,0.0,0.5,HR,0.0,0.002,0.32843687736069604,0.7255588605074841,1.0,0.992405189070468
jittered_zero,39,121.5525877800734,0.002,0.502,HR,0.0,0.002,0.3275920868432322,0.7261360221722277,1.0,0.9924544481914228
jittered_zero,39,121.5525877800734,0.005,0.505,HR,0.0,0.002,0.32639214639304637,0.7269541825676101,1.0,0.9925277368550933
jittered_zero,39,121.5525877800734,0.01,0.51,HR,0.0,0.002,0.32456945767741846,0.7281919479057783,1.0,0.992648300080778
jittered_zero,39,121.5525877800734,0.02,0.52,HR,0.0,0.002,0.3215725544799384,0.7302044616295047,1.0,0.9928835875903075
jittered_zero,39,121.5525877800734,0.05,0.55,HR,0.0,0.002,0.31737218218597074,0.7327900918117275,1.0,0.9935447298818795
known_zero,40,122.94682929355258,-0.05,0.45,HR,0.0,0.002,0.08798036452240474,0.9224183969071301,1.0,0.9928020314542005
known_zero,40,122.94682929355258,-0.02,0.48,HR,0.0,0.002,0.0382259152045365,0.968868042949399,1.0,0.993422665726236
known_zero,40,122.94682929355258,-0.01,0.49,HR,0.0,0.002,0.02210692903412878,0.984420537802784,1.0,0.993615635591321
known_zero,40,122.94682929355258,-0.005,0.495,HR,0.0,0.002,0.014133571524849984,0.9922071782359841,1.0,0.9937096406190316
known_zero,40,122.94682929355258,-0.002,0.498,HR,0.0,0.002,0.009376956862925816,0.9968821649937221,1.0,0.993765265835349
known_zero,40,122.94682929355258,0.0,0.5,HR,0.0,0.002,0.0062172583333890575,0.9999999999999909,1.0,0.9938020288234346
known_zero,40,122.94682929355258,0.002,0.502,HR,0.0,0.002,0.009284739089696757,0.9969005967355727,1.0,0.9938385374139178
known_zero,40,122.94682929355258,0.005,0.505,HR,0.0,0.002,0.01383421885786545,0.9923213121002205,1.0,0.993892827013888
known_zero,40,122.94682929355258,0.01,0.51,HR,0.0,0.002,0.021281620465888308,0.9848701230396513,1.0,0.9939820615863936
known_zero,40,122.94682929355258,0.02,0.52,HR,0.0,0.002,0.035688777905830846,0.9706128741195642,1.0,0.9941559434297562
known_zero,40,122.94682929355258,0.05,0.55,HR,0.0,0.002,0.07535101222071924,0.9324131263108767,1.0,0.9946426835938561
jittered_zero,40,122.87399996059301,-0.05,0.45,HR,0.0,0.002,0.14638283794748955,0.8701544972314731,1.0,0.9927282303192028
jittered_zero,40,122.87399996059301,-0.02,0.48,HR,0.0,0.002,0.12164897977250948,0.8913845529408082,1.0,0.9933525604627156
jittered_zero,40,122.87399996059301,-0.01,0.49,HR,0.0,0.002,0.11696910164792018,0.8953908144444291,1.0,0.9935468020795623
jittered_zero,40,122.87399996059301,-0.005,0.495,HR,0.0,0.002,0.11537016258961673,0.8967382094787137,1.0,0.9936414498083007
jittered_zero,40,122.87399996059301,-0.002,0.498,HR,0.0,0.002,0.11464996588991358,0.8973336860565699,1.0,0.9936974627483905
jittered_zero,40,122.87399996059301,0.0,0.5,HR,0.0,0.002,0.11426901819833207,0.8976421447906227,1.0,0.9937344850766288
jittered_zero,40,122.87399996059301,0.002,0.502,HR,0.0,0.002,0.11396682467132226,0.8978802254700514,1.0,0.9937712536829296
jittered_zero,40,122.87399996059301,0.005,0.505,HR,0.0,0.002,0.11365957610089819,0.8981067232065428,1.0,0.9938259345539378
jittered_zero,40,122.87399996059301,0.01,0.51,HR,0.0,0.002,0.11352850686332332,0.898143209489234,1.0,0.9939158244965821
jittered_zero,40,122.87399996059301,0.02,0.52,HR,0.0,0.002,0.11461551118487899,0.8970093324477875,1.0,0.9940910287729503
jittered_zero,40,122.87399996059301,0.05,0.55,HR,0.0,0.002,0.12641756245074998,0.8860475597221245,1.0,0.9945818197949166
random_critical_line,1,115.67481788659867,-0.05,0.45,HR,0.0,0.002,0.9063362426441264,0.40868633548797456,1.0,0.988537283743452
random_critical_line,1,115.67481788659867,-0.02,0.48,HR,0.0,0.002,0.8771075835029633,0.42036104455949247,1.0,0.9895883044506889
random_critical_line,1,115.67481788659867,-0.01,0.49,HR,0.0,0.002,0.867993384340573,0.42406833066303656,1.0,0.9899184580681358
random_critical_line,1,115.67481788659867,-0.005,0.495,HR,0.0,0.002,0.8635518693495952,0.425886566169692,1.0,0.9900799073801774
random_critical_line,1,115.67481788659867,-0.002,0.498,HR,0.0,0.002,0.8609236287361712,0.42696608849884105,1.0,0.9901756356941068
random_critical_line,1,115.67481788659867,0.0,0.5,HR,0.0,0.002,0.8591866707398409,0.4276809936553934,1.0,0.9902389834996342
random_critical_line,1,115.67481788659867,0.002,0.502,HR,0.0,0.002,0.8574618313100723,0.4283920680149028,1.0,0.9903019569266275
random_critical_line,1,115.67481788659867,0.005,0.505,HR,0.0,0.002,0.8548972120039051,0.42945147971131326,1.0,0.9903957197224403
random_critical_line,1,115.67481788659867,0.01,0.51,HR,0.0,0.002,0.8506828999627493,0.43119790595048035,1.0,0.9905501489043608
random_critical_line,1,115.67481788659867,0.02,0.52,HR,0.0,0.002,0.8424772626846326,0.43461818012706677,1.0,0.9908522153984846
random_critical_line,1,115.67481788659867,0.05,0.55,HR,0.0,0.002,0.81959738453511,0.4442938411488977,1.0,0.991706330346891
random_critical_line,2,16.26644896251567,-0.05,0.45,HR,0.0,0.002,1.0232184677516962,0.36104306522646556,1.0,0.9955494987155493
random_critical_line,2,16.26644896251567,-0.02,0.48,HR,0.0,0.002,1.0138004321707752,0.36441642808793584,1.0,0.995667014456784
random_critical_line,2,16.26644896251567,-0.01,0.49,HR,0.0,0.002,1.0107123269574747,0.36552940610879736,1.0,0.9957054695797664
