set,config,alpha,dsigma,delta,mean_F,median_F,std_F,mean_H,mean_B,mean_R
jittered_zero,BR,2.0,0.001,0.02,0.04311552344158793,0.04280357333488965,0.0013070705910484077,0.855638454617325,0.9615384615384615,0.996113594012157
jittered_zero,BR,2.0,0.001,0.05,0.09892812971088571,0.09861814095458374,0.0011860736465125923,0.8381556567268396,0.909090909090909,0.9963892701195458
jittered_zero,BR,2.0,0.002,-0.05,0.10455981028758639,0.10394957887404163,0.003254567359150244,0.8214002277480669,0.909090909090909,0.9907981280086032
jittered_zero,BR,2.0,0.002,-0.02,0.04780279522860342,0.04728513982266028,0.0029584372690507283,0.8497522067529146,0.9615384615384615,0.9914588662198607
jittered_zero,BR,2.0,0.002,-0.01,0.028174050233179936,0.027636482737746756,0.002865507140748142,0.8562582644403356,0.980392156862745,0.9916674867135266
jittered_zero,BR,2.0,0.002,-0.005,0.018218560599698834,0.017666127079549412,0.0028200756802588024,0.8585300784244148,0.9900990099009901,0.9917697005645572
jittered_zero,BR,2.0,0.002,-0.002,0.012199007963804527,0.011637880135898344,0.0027931413841626473,0.8594465753298236,0.9960159362549801,0.9918303683990637
jittered_zero,BR,2.0,0.002,0.0,0.008166435887954146,0.007599604470346463,0.0027753190226083983,0.8598261347082454,1.0,0.9918705407956064
jittered_zero,BR,2.0,0.002,0.002,0.01211812729785984,0.011545665684150115,0.0027576029500919553,0.8600072776802227,0.9960159362549801,0.9919104962497242
jittered_zero,BR,2.0,0.002,0.005,0.01801635381538875,0.017435583223034533,0.0027312266833606717,0.8599369485364905,0.9900990099009901,0.9919700251217186
jittered_zero,BR,2.0,0.002,0.01,0.02776960009588919,0.027175339828594866,0.0026877883483139935,0.8591036540259818,0.980392156862745,0.9920681710467723
jittered_zero,BR,2.0,0.002,0.02,0.04699360236772003,0.0463736752502327,0.0026028332754449413,0.855638454617325,0.9615384615384615,0.9922605166688003
jittered_zero,BR,2.0,0.002,0.05,0.10253170373910148,0.10191521549221305,0.002362643017684377,0.8381556567268396,0.909090909090909,0.992807188801106
jittered_zero,BR,2.0,0.005,-0.05,0.11825769133042104,0.11677075271696331,0.008012572147045021,0.8214002277480669,0.909090909090909,0.977344311869817
jittered_zero,BR,2.0,0.005,-0.02,0.06052442819968819,0.05926154011792562,0.0072916420773673826,0.8497522067529146,0.9615384615384615,0.9789469363534744
jittered_zero,BR,2.0,0.005,-0.01,0.04058720650208971,0.03927400941352848,0.007065100148825941,0.8562582644403356,0.980392156862745,0.979453725616894
jittered_zero,BR,2.0,0.005,-0.005,0.0304805367527451,0.029129945688283497,0.006954295467818426,0.8585300784244148,0.9900990099009901,0.9797021640822742
jittered_zero,BR,2.0,0.005,-0.002,0.024371239993110035,0.022998771365168466,0.0068885876469196965,0.8594465753298236,0.9960159362549801,0.9798496642753884
jittered_zero,BR,2.0,0.005,0.0,0.020279236782960865,0.01889241288779553,0.006845102102299597,0.8598261347082454,1.0,0.9799473518243854
jittered_zero,BR,2.0,0.005,0.002,0.024171813813350037,0.022770816772498037,0.006801870494212915,0.8600072776802227,0.9960159362549801,0.9800445255867516
jittered_zero,BR,2.0,0.005,0.005,0.029981959189286235,0.02856004075281328,0.006737495866147885,0.8599369485364905,0.9900990099009901,0.9801893283716503
jittered_zero,BR,2.0,0.005,0.01,0.03958996484387682,0.03813406772525248,0.00663145294515015,0.8591036540259818,0.980392156862745,0.9804281328467159
jittered_zero,BR,2.0,0.005,0.02,0.05852925256093622,0.05700865802779569,0.006423963635342852,0.855638454617325,0.9615384615384615,0.9808963800622627
jittered_zero,BR,2.0,0.005,0.05,0.11325762853858516,0.11174202845413583,0.00583665184070074,0.8381556567268396,0.909090909090909,0.9822289375371339
jittered_zero,BR,5.0,0.001,-0.05,0.2277803369351231,0.22747256865949084,0.001635738783313362,0.8214002277480669,0.8,0.9953752455105596
jittered_zero,BR,5.0,0.001,-0.02,0.099611480308927,0.0993505109215492,0.0014863377867952218,0.8497522067529146,0.909090909090909,0.995709008821016
jittered_zero,BR,5.0,0.001,-0.01,0.05298562311497275,0.05271474509497581,0.0014394750339253323,0.8562582644403356,0.9523809523809523,0.9958143352647377
jittered_zero,BR,5.0,0.001,-0.005,0.028836229017176723,0.028557934638245987,0.0014165686695446664,0.8585300784244148,0.9756097560975612,0.9958659303813351
