dataset_id,family,split,policy,n_vars,n_clauses,alpha,solved,sat,timeout,runtime_budget_exceeded,decisions,propagations,conflicts,learned_clauses,max_level,gate_value,runtime_s,compute_cost
uf20-91_uf20-0106,satlib_random_3sat_uf20,test,score_with_R,20,91,4.55,1,1,0,0,11,110,10,10,6,0.7847509274143097,0.003170666052028537,13.74
uf20-91_uf20-0106,satlib_random_3sat_uf20,test,frozen_gate_v17,20,91,4.55,1,1,0,0,10,68,5,5,5,0.7847509274143097,0.0028898330056108534,8.272
uf20-91_uf20-0106,satlib_random_3sat_uf20,test,gate_plus_L,20,91,4.55,1,1,0,0,12,131,11,11,4,0.7847509273822055,0.0037404579925350845,15.123999999999999
uf20-91_uf20-0106,satlib_random_3sat_uf20,test,gate_shuffled_L,20,91,4.55,1,1,0,0,7,66,5,5,4,0.7847509273351728,0.0022614579647779465,7.364
uuf50-218_uuf50-01,satlib_random_3sat_uuf50,test,vsids,50,218,4.36,1,0,0,0,55,876,48,47,7,0.6868844770478482,0.042907292023301125,68.004
uuf50-218_uuf50-01,satlib_random_3sat_uuf50,test,moms,50,218,4.36,1,0,0,0,28,530,28,27,8,0.6868844770478482,0.02321637497516349,38.519999999999996
uuf50-218_uuf50-01,satlib_random_3sat_uuf50,test,jeroslow_wang,50,218,4.36,1,0,0,0,41,722,36,35,6,0.6868844770478482,0.032066999992821366,51.187999999999995
uuf50-218_uuf50-01,satlib_random_3sat_uuf50,test,score_with_R,50,218,4.36,1,0,0,0,63,970,54,53,9,0.6868844770478482,0.04858304199296981,76.78
uuf50-218_uuf50-01,satlib_random_3sat_uuf50,test,frozen_gate_v17,50,218,4.36,1,0,0,0,49,779,43,42,7,0.6868844770478482,0.038260457979049534,60.816
uuf50-218_uuf50-01,satlib_random_3sat_uuf50,test,gate_plus_L,50,218,4.36,1,0,0,0,47,746,38,37,7,0.6868844770229255,0.03565525001613423,55.084
uuf50-218_uuf50-01,satlib_random_3sat_uuf50,test,gate_shuffled_L,50,218,4.36,1,0,0,0,40,746,36,35,7,0.6868844770533915,0.033420124964322895,50.984
uuf50-218_uuf50-010,satlib_random_3sat_uuf50,test,vsids,50,218,4.36,1,0,0,0,24,514,23,22,5,0.6385619002115198,0.021084250009153038,32.256
uuf50-218_uuf50-010,satlib_random_3sat_uuf50,test,moms,50,218,4.36,1,0,0,0,32,557,30,29,8,0.6385619002115198,0.024510332965292037,41.828
uuf50-218_uuf50-010,satlib_random_3sat_uuf50,test,jeroslow_wang,50,218,4.36,1,0,0,0,24,506,25,24,5,0.6385619002115198,0.02078924997476861,34.224000000000004
uuf50-218_uuf50-010,satlib_random_3sat_uuf50,test,score_with_R,50,218,4.36,1,0,0,0,50,744,37,36,7,0.6385619002115198,0.03792200004681945,54.976
uuf50-218_uuf50-010,satlib_random_3sat_uuf50,test,frozen_gate_v17,50,218,4.36,1,0,0,0,49,734,42,41,9,0.6385619002115198,0.037592708016745746,59.636
uuf50-218_uuf50-010,satlib_random_3sat_uuf50,test,gate_plus_L,50,218,4.36,1,0,0,0,41,633,35,34,9,0.6385619002127221,0.030617750016972423,49.831999999999994
uuf50-218_uuf50-010,satlib_random_3sat_uuf50,test,gate_shuffled_L,50,218,4.36,1,0,0,0,64,962,51,50,10,0.6385619001814751,0.048829791019670665,74.048
uuf50-218_uuf50-0100,satlib_random_3sat_uuf50,test,vsids,50,218,4.36,1,0,0,0,21,348,21,20,5,0.6577547203511188,0.017068624962121248,28.692
uuf50-218_uuf50-0100,satlib_random_3sat_uuf50,test,moms,50,218,4.36,1,0,0,0,22,310,21,20,5,0.6577547203511188,0.016612042032647878,28.84
uuf50-218_uuf50-0100,satlib_random_3sat_uuf50,test,jeroslow_wang,50,218,4.36,1,0,0,0,26,451,24,23,7,0.6577547203511188,0.02136750001227483,33.604
uuf50-218_uuf50-0100,satlib_random_3sat_uuf50,test,score_with_R,50,218,4.36,1,0,0,0,29,481,29,28,7,0.6577547203511188,0.022567707987036556,39.624
uuf50-218_uuf50-0100,satlib_random_3sat_uuf50,test,frozen_gate_v17,50,218,4.36,1,0,0,0,39,621,32,31,6,0.6577547203511188,0.02975283400155604,46.184000000000005
uuf50-218_uuf50-0100,satlib_random_3sat_uuf50,test,gate_plus_L,50,218,4.36,1,0,0,0,34,558,31,30,5,0.6577547203424177,0.026442708040121943,43.432
uuf50-218_uuf50-0100,satlib_random_3sat_uuf50,test,gate_shuffled_L,50,218,4.36,1,0,0,0,46,925,46,45,7,0.6577547203522914,0.03931316698435694,63.5
uuf50-218_uuf50-01000,satlib_random_3sat_uuf50,test,vsids,50,218,4.36,1,0,0,0,47,762,42,41,7,0.6844083054831844,0.03571849997388199,59.148
uuf50-218_uuf50-01000,satlib_random_3sat_uuf50,test,moms,50,218,4.36,1,0,0,0,40,726,40,39,7,0.6844083054831844,0.03335516602965072,54.903999999999996
uuf50-218_uuf50-01000,satlib_random_3sat_uuf50,test,jeroslow_wang,50,218,4.36,1,0,0,0,34,652,31,30,7,0.6844083054831844,0.027694292017258704,43.808
uuf50-218_uuf50-01000,satlib_random_3sat_uuf50,test,score_with_R,50,218,4.36,1,0,0,0,61,912,45,44,10,0.6844083054831844,0.04446058301255107,66.948
uuf50-218_uuf50-01000,satlib_random_3sat_uuf50,test,frozen_gate_v17,50,218,4.36,1,0,0,0,67,934,52,51,10,0.6844083054831844,0.05054566700709984,75.836
uuf50-218_uuf50-01000,satlib_random_3sat_uuf50,test,gate_plus_L,50,218,4.36,1,0,0,0,85,1317,70,69,12,0.6844083054684339,0.0638309579808265,100.768
uuf50-218_uuf50-01000,satlib_random_3sat_uuf50,test,gate_shuffled_L,50,218,4.36,1,0,0,0,55,744,45,44,9,0.6844083054702023,0.04296354204416275,64.476
uuf50-218_uuf50-0101,satlib_random_3sat_uuf50,calibration,vsids,50,218,4.36,1,0,0,0,50,1030,45,44,5,0.6286929561506477,0.039997458981815726,64.12
uuf50-218_uuf50-0101,satlib_random_3sat_uuf50,calibration,moms,50,218,4.36,1,0,0,0,29,609,28,27,6,0.6286929561506477,0.024286124971695244,39.136
uuf50-218_uuf50-0101,satlib_random_3sat_uuf50,calibration,jeroslow_wang,50,218,4.36,1,0,0,0,29,649,30,29,7,0.6286929561506477,0.02463420800631866,41.29600000000001
uuf50-218_uuf50-0101,satlib_random_3sat_uuf50,calibration,score_with_R,50,218,4.36,1,0,0,0,50,936,45,44,8,0.6286929561506477,0.039903583005070686,63.744
uuf50-218_uuf50-0101,satlib_random_3sat_uuf50,calibration,frozen_gate_v17,50,218,4.36,1,0,0,0,48,745,37,36,8,0.6286929561506477,0.03665316599654034,54.379999999999995
uuf50-218_uuf50-0101,satlib_random_3sat_uuf50,calibration,gate_plus_L,50,218,4.36,1,0,0,0,56,998,51,50,8,0.6286929561566644,0.044044666981790215,71.792
uuf50-218_uuf50-0101,satlib_random_3sat_uuf50,calibration,gate_shuffled_L,50,218,4.36,1,0,0,0,88,1633,76,75,10,0.6286929561416248,0.0724026249954477,108.932
uuf50-218_uuf50-0102,satlib_random_3sat_uuf50,test,vsids,50,218,4.36,1,0,0,0,43,584,34,33,5,0.6304496939960432,0.032952082983683795,49.236
uuf50-218_uuf50-0102,satlib_random_3sat_uuf50,test,moms,50,218,4.36,1,0,0,0,24,450,24,23,5,0.6304496939960432,0.020729915995616466,33.0
uuf50-218_uuf50-0102,satlib_random_3sat_uuf50,test,jeroslow_wang,50,218,4.36,1,0,0,0,31,552,30,29,6,0.6304496939960432,0.025489000021480024,41.507999999999996
uuf50-218_uuf50-0102,satlib_random_3sat_uuf50,test,score_with_R,50,218,4.36,1,0,0,0,51,676,41,40,7,0.6304496939960432,0.03826050000498071,59.004
uuf50-218_uuf50-0102,satlib_random_3sat_uuf50,test,frozen_gate_v17,50,218,4.36,1,0,0,0,56,948,50,49,8,0.6304496939960432,0.04442941700108349,70.592
uuf50-218_uuf50-0102,satlib_random_3sat_uuf50,test,gate_plus_L,50,218,4.36,1,0,0,0,66,932,55,54,8,0.6304496940104275,0.04918487498071045,78.52799999999999
uuf50-218_uuf50-0102,satlib_random_3sat_uuf50,test,gate_shuffled_L,50,218,4.36,1,0,0,0,38,735,36,35,7,0.6304496939801325,0.03231275000143796,50.339999999999996
uuf50-218_uuf50-0103,satlib_random_3sat_uuf50,test,vsids,50,218,4.36,1,0,0,0,42,699,36,35,5,0.6735364036120304,0.03243045799899846,51.396
uuf50-218_uuf50-0103,satlib_random_3sat_uuf50,test,moms,50,218,4.36,1,0,0,0,28,558,27,26,6,0.6735364036120304,0.023717916978057474,37.632
uuf50-218_uuf50-0103,satlib_random_3sat_uuf50,test,jeroslow_wang,50,218,4.36,1,0,0,0,36,653,34,33,8,0.6735364036120304,0.02782916702562943,47.412
uuf50-218_uuf50-0103,satlib_random_3sat_uuf50,test,score_with_R,50,218,4.36,1,0,0,0,74,1251,65,64,9,0.6735364036120304,0.05910637503257021,92.20400000000001
uuf50-218_uuf50-0103,satlib_random_3sat_uuf50,test,frozen_gate_v17,50,218,4.36,1,0,0,0,57,849,43,42,11,0.6735364036120304,0.04234312498010695,63.495999999999995
uuf50-218_uuf50-0103,satlib_random_3sat_uuf50,test,gate_plus_L,50,218,4.36,1,0,0,0,76,1152,61,60,12,0.6735364035999883,0.058256874966900796,88.408
uuf50-218_uuf50-0103,satlib_random_3sat_uuf50,test,gate_shuffled_L,50,218,4.36,1,0,0,0,59,995,51,50,9,0.6735364035865503,0.04608475003624335,72.68
uuf50-218_uuf50-0104,satlib_random_3sat_uuf50,test,vsids,50,218,4.36,1,0,0,0,51,938,45,44,6,0.6480387381198558,0.03965275001246482,64.05199999999999
uuf50-218_uuf50-0104,satlib_random_3sat_uuf50,test,moms,50,218,4.36,1,0,0,0,26,603,27,26,5,0.6480387381198558,0.022918500006198883,37.211999999999996
uuf50-218_uuf50-0104,satlib_random_3sat_uuf50,test,jeroslow_wang,50,218,4.36,1,0,0,0,34,704,33,32,6,0.6480387381198558,0.027386542002204806,46.016000000000005
uuf50-218_uuf50-0104,satlib_random_3sat_uuf50,test,score_with_R,50,218,4.36,1,0,0,0,64,1106,56,55,8,0.6480387381198558,0.05131716700270772,79.62400000000001
uuf50-218_uuf50-0104,satlib_random_3sat_uuf50,test,frozen_gate_v17,50,218,4.36,1,0,0,0,92,1523,80,79,9,0.6480387381198558,0.07309729099506512,113.692
uuf50-218_uuf50-0104,satlib_random_3sat_uuf50,test,gate_plus_L,50,218,4.36,1,0,0,0,45,927,42,41,7,0.6480387381101332,0.038362541992682964,59.208
uuf50-218_uuf50-0104,satlib_random_3sat_uuf50,test,gate_shuffled_L,50,218,4.36,1,0,0,0,65,1308,61,60,8,0.6480387381339376,0.053370249981526285,85.732
uuf50-218_uuf50-0105,satlib_random_3sat_uuf50,calibration,vsids,50,218,4.36,1,0,0,0,36,721,32,31,7,0.6664451832214863,0.028281041013542563,45.684
uuf50-218_uuf50-0105,satlib_random_3sat_uuf50,calibration,moms,50,218,4.36,1,0,0,0,19,407,20,19,4,0.6664451832214863,0.016591249965131283,27.328
uuf50-218_uuf50-0105,satlib_random_3sat_uuf50,calibration,jeroslow_wang,50,218,4.36,1,0,0,0,27,528,25,24,5,0.6664451832214863,0.022306290979031473,35.212
uuf50-218_uuf50-0105,satlib_random_3sat_uuf50,calibration,score_with_R,50,218,4.36,1,0,0,0,50,1025,47,46,8,0.6664451832214863,0.040787583973724395,66.1
uuf50-218_uuf50-0105,satlib_random_3sat_uuf50,calibration,frozen_gate_v17,50,218,4.36,1,0,0,0,55,902,44,43,8,0.6664451832214863,0.04266300000017509,64.108
uuf50-218_uuf50-0105,satlib_random_3sat_uuf50,calibration,gate_plus_L,50,218,4.36,1,0,0,0,63,1031,50,49,10,0.6664451832081253,0.04750016704201698,73.024
uuf50-218_uuf50-0105,satlib_random_3sat_uuf50,calibration,gate_shuffled_L,50,218,4.36,1,0,0,0,41,861,37,36,9,0.6664451832120105,0.03383774997200817,52.744
uuf50-218_uuf50-0106,satlib_random_3sat_uuf50,test,vsids,50,218,4.36,1,0,0,0,43,614,35,34,6,0.6904217319251439,0.032231457997113466,50.356
uuf50-218_uuf50-0106,satlib_random_3sat_uuf50,test,moms,50,218,4.36,1,0,0,0,25,533,26,25,5,0.6904217319251439,0.021816790977027267,35.632
uuf50-218_uuf50-0106,satlib_random_3sat_uuf50,test,jeroslow_wang,50,218,4.36,1,0,0,0,32,523,30,29,7,0.6904217319251439,0.025134791969321668,41.692
uuf50-218_uuf50-0106,satlib_random_3sat_uuf50,test,score_with_R,50,218,4.36,1,0,0,0,58,852,45,44,9,0.6904217319251439,0.04412125004455447,65.80799999999999
uuf50-218_uuf50-0106,satlib_random_3sat_uuf50,test,frozen_gate_v17,50,218,4.36,1,0,0,0,44,720,39,38,10,0.6904217319251439,0.03513170802034438,55.080000000000005
uuf50-218_uuf50-0106,satlib_random_3sat_uuf50,test,gate_plus_L,50,218,4.36,1,0,0,0,75,1078,58,57,12,0.6904217318973201,0.05687666701851413,84.812
uuf50-218_uuf50-0106,satlib_random_3sat_uuf50,test,gate_shuffled_L,50,218,4.36,1,0,0,0,56,1080,52,51,7,0.6904217319134385,0.047174250008538365,73.12
