dataset_id,family,split,policy,n_vars,n_clauses,alpha,solved,sat,timeout,runtime_budget_exceeded,decisions,propagations,conflicts,learned_clauses,max_level,gate_value,runtime_s,compute_cost
flat30-60_flat30-100,satlib_graph_coloring_flat30,test,jeroslow_wang,90,300,3.3333333333333335,1,1,0,0,17,73,0,0,17,0.26300981955056757,0.008950333984103054,5.3919999999999995
flat30-60_flat30-100,satlib_graph_coloring_flat30,test,score_with_R,90,300,3.3333333333333335,1,1,0,0,13,103,1,1,12,0.26300981955056757,0.007914458052255213,5.312
flat30-60_flat30-100,satlib_graph_coloring_flat30,test,frozen_gate_v17,90,300,3.3333333333333335,1,1,0,0,21,146,2,2,16,0.26300981955056757,0.012845083954744041,8.884
flat30-60_flat30-100,satlib_graph_coloring_flat30,test,gate_plus_L,90,300,3.3333333333333335,1,1,0,0,15,75,0,0,15,0.26300981954719843,0.007227875001262873,4.8
flat30-60_flat30-100,satlib_graph_coloring_flat30,test,gate_shuffled_L,90,300,3.3333333333333335,1,1,0,0,14,76,0,0,14,0.2630098196063089,0.007707041979301721,4.5040000000000004
flat30-60_flat30-11,satlib_graph_coloring_flat30,test,vsids,90,300,3.3333333333333335,1,1,0,0,12,91,1,1,11,0.26122144327879615,0.005758333019912243,4.9639999999999995
flat30-60_flat30-11,satlib_graph_coloring_flat30,test,moms,90,300,3.3333333333333335,1,1,0,0,20,148,2,2,14,0.26122144327879615,0.010618416999932379,8.592
flat30-60_flat30-11,satlib_graph_coloring_flat30,test,jeroslow_wang,90,300,3.3333333333333335,1,1,0,0,25,218,5,5,17,0.26122144327879615,0.014059834007639438,13.372
flat30-60_flat30-11,satlib_graph_coloring_flat30,test,score_with_R,90,300,3.3333333333333335,1,1,0,0,19,89,1,1,16,0.26122144327879615,0.010437958990223706,7.056
flat30-60_flat30-11,satlib_graph_coloring_flat30,test,frozen_gate_v17,90,300,3.3333333333333335,1,1,0,0,16,74,0,0,16,0.26122144327879615,0.0075403330265544355,5.096
flat30-60_flat30-11,satlib_graph_coloring_flat30,test,gate_plus_L,90,300,3.3333333333333335,1,1,0,0,24,381,8,8,15,0.2612214432531867,0.017254750011488795,16.724
flat30-60_flat30-11,satlib_graph_coloring_flat30,test,gate_shuffled_L,90,300,3.3333333333333335,1,1,0,0,17,73,0,0,17,0.26122144327544183,0.008767957973759621,5.3919999999999995
flat30-60_flat30-12,satlib_graph_coloring_flat30,test,vsids,90,300,3.3333333333333335,1,1,0,0,6,84,0,0,6,0.25676080754802044,0.003409750002902001,2.1359999999999997
flat30-60_flat30-12,satlib_graph_coloring_flat30,test,moms,90,300,3.3333333333333335,1,1,0,0,14,76,0,0,14,0.25676080754802044,0.0066256659920327365,4.5040000000000004
flat30-60_flat30-12,satlib_graph_coloring_flat30,test,jeroslow_wang,90,300,3.3333333333333335,1,1,0,0,18,72,0,0,18,0.25676080754802044,0.009552999981679022,5.688
flat30-60_flat30-12,satlib_graph_coloring_flat30,test,score_with_R,90,300,3.3333333333333335,1,1,0,0,19,71,0,0,19,0.25676080754802044,0.0097839169902727,5.984
flat30-60_flat30-12,satlib_graph_coloring_flat30,test,frozen_gate_v17,90,300,3.3333333333333335,1,1,0,0,17,73,0,0,17,0.25676080754802044,0.009480167005676776,5.3919999999999995
flat30-60_flat30-12,satlib_graph_coloring_flat30,test,gate_plus_L,90,300,3.3333333333333335,1,1,0,0,20,131,2,2,13,0.25676080753904046,0.011092624976299703,8.524000000000001
flat30-60_flat30-12,satlib_graph_coloring_flat30,test,gate_shuffled_L,90,300,3.3333333333333335,1,1,0,0,17,73,0,0,17,0.2567608075521394,0.007874291972257197,5.3919999999999995
flat30-60_flat30-13,satlib_graph_coloring_flat30,test,vsids,90,300,3.3333333333333335,1,1,0,0,7,83,0,0,7,0.2787202280687402,0.0038219999987632036,2.432
flat30-60_flat30-13,satlib_graph_coloring_flat30,test,moms,90,300,3.3333333333333335,1,1,0,0,15,92,1,1,14,0.2787202280687402,0.007219624996650964,5.868
flat30-60_flat30-13,satlib_graph_coloring_flat30,test,jeroslow_wang,90,300,3.3333333333333335,1,1,0,0,18,95,1,1,16,0.2787202280687402,0.0106136659742333,6.779999999999999
flat30-60_flat30-13,satlib_graph_coloring_flat30,test,score_with_R,90,300,3.3333333333333335,1,1,0,0,14,76,0,0,14,0.2787202280687402,0.007670291990507394,4.5040000000000004
flat30-60_flat30-13,satlib_graph_coloring_flat30,test,frozen_gate_v17,90,300,3.3333333333333335,1,1,0,0,12,78,0,0,12,0.2787202280687402,0.006659375037997961,3.9119999999999995
flat30-60_flat30-13,satlib_graph_coloring_flat30,test,gate_plus_L,90,300,3.3333333333333335,1,1,0,0,27,258,6,6,13,0.27872022813296954,0.0178455839632079,15.132
flat30-60_flat30-13,satlib_graph_coloring_flat30,test,gate_shuffled_L,90,300,3.3333333333333335,1,1,0,0,16,107,1,1,14,0.2787202280964526,0.00913249998120591,6.228
flat30-60_flat30-14,satlib_graph_coloring_flat30,test,vsids,90,300,3.3333333333333335,1,1,0,0,10,89,1,1,9,0.2669560916143988,0.004919415980111808,4.356
flat30-60_flat30-14,satlib_graph_coloring_flat30,test,moms,90,300,3.3333333333333335,1,1,0,0,13,77,0,0,13,0.2669560916143988,0.0060754590085707605,4.208
flat30-60_flat30-14,satlib_graph_coloring_flat30,test,jeroslow_wang,90,300,3.3333333333333335,1,1,0,0,16,74,0,0,16,0.2669560916143988,0.008822958043310791,5.096
flat30-60_flat30-14,satlib_graph_coloring_flat30,test,score_with_R,90,300,3.3333333333333335,1,1,0,0,22,84,1,1,17,0.2669560916143988,0.01195283402921632,7.936
flat30-60_flat30-14,satlib_graph_coloring_flat30,test,frozen_gate_v17,90,300,3.3333333333333335,1,1,0,0,19,175,3,3,13,0.2669560916143988,0.011329833010677248,9.399999999999999
flat30-60_flat30-14,satlib_graph_coloring_flat30,test,gate_plus_L,90,300,3.3333333333333335,1,1,0,0,16,74,0,0,16,0.266956091594712,0.008360708015970886,5.096
flat30-60_flat30-14,satlib_graph_coloring_flat30,test,gate_shuffled_L,90,300,3.3333333333333335,1,1,0,0,17,113,1,1,16,0.2669560916430043,0.009237750025931746,6.552
flat30-60_flat30-15,satlib_graph_coloring_flat30,test,vsids,90,300,3.3333333333333335,1,1,0,0,9,143,2,2,6,0.27018748368840567,0.005372749990783632,5.271999999999999
flat30-60_flat30-15,satlib_graph_coloring_flat30,test,moms,90,300,3.3333333333333335,1,1,0,0,12,78,0,0,12,0.27018748368840567,0.005733916012104601,3.9119999999999995
flat30-60_flat30-15,satlib_graph_coloring_flat30,test,jeroslow_wang,90,300,3.3333333333333335,1,1,0,0,18,72,0,0,18,0.27018748368840567,0.009325125021860003,5.688
flat30-60_flat30-15,satlib_graph_coloring_flat30,test,score_with_R,90,300,3.3333333333333335,1,1,0,0,23,103,1,1,22,0.27018748368840567,0.011893957969732583,8.312
flat30-60_flat30-15,satlib_graph_coloring_flat30,test,frozen_gate_v17,90,300,3.3333333333333335,1,1,0,0,12,113,1,1,11,0.27018748368840567,0.006879666994791478,5.052
flat30-60_flat30-15,satlib_graph_coloring_flat30,test,gate_plus_L,90,300,3.3333333333333335,1,1,0,0,17,187,3,3,13,0.27018748371722984,0.010083959030453116,8.847999999999999
flat30-60_flat30-15,satlib_graph_coloring_flat30,test,gate_shuffled_L,90,300,3.3333333333333335,1,1,0,0,17,103,1,1,16,0.2701874837514053,0.008864458999596536,6.512
flat30-60_flat30-16,satlib_graph_coloring_flat30,test,vsids,90,300,3.3333333333333335,1,1,0,0,7,96,1,1,6,0.2719066836036083,0.0040057500009424984,3.484
flat30-60_flat30-16,satlib_graph_coloring_flat30,test,moms,90,300,3.3333333333333335,1,1,0,0,14,93,1,1,13,0.2719066836036083,0.006462250021286309,5.572
flat30-60_flat30-16,satlib_graph_coloring_flat30,test,jeroslow_wang,90,300,3.3333333333333335,1,1,0,0,25,65,0,0,25,0.2719066836036083,0.010597499960567802,7.76
flat30-60_flat30-16,satlib_graph_coloring_flat30,test,score_with_R,90,300,3.3333333333333335,1,1,0,0,17,106,1,1,15,0.2719066836036083,0.008223291020840406,6.524
flat30-60_flat30-16,satlib_graph_coloring_flat30,test,frozen_gate_v17,90,300,3.3333333333333335,1,1,0,0,23,107,2,2,16,0.2719066836036083,0.013125208031851798,9.328
flat30-60_flat30-16,satlib_graph_coloring_flat30,test,gate_plus_L,90,300,3.3333333333333335,1,1,0,0,9,91,1,1,8,0.27190668363089865,0.005580374971032143,4.064
flat30-60_flat30-16,satlib_graph_coloring_flat30,test,gate_shuffled_L,90,300,3.3333333333333335,1,1,0,0,17,112,2,2,14,0.2719066835836918,0.009160459041595459,7.548
flat30-60_flat30-17,satlib_graph_coloring_flat30,calibration,vsids,90,300,3.3333333333333335,1,1,0,0,12,186,3,3,9,0.2436436841117405,0.00799141702009365,7.343999999999999
flat30-60_flat30-17,satlib_graph_coloring_flat30,calibration,moms,90,300,3.3333333333333335,1,1,0,0,12,173,2,2,10,0.2436436841117405,0.0076622499618679285,6.292
flat30-60_flat30-17,satlib_graph_coloring_flat30,calibration,jeroslow_wang,90,300,3.3333333333333335,1,1,0,0,22,104,2,2,17,0.2436436841117405,0.011820207990240306,9.016
flat30-60_flat30-17,satlib_graph_coloring_flat30,calibration,score_with_R,90,300,3.3333333333333335,1,1,0,0,26,350,6,6,18,0.2436436841117405,0.018543916987255216,15.200000000000001
flat30-60_flat30-17,satlib_graph_coloring_flat30,calibration,frozen_gate_v17,90,300,3.3333333333333335,1,1,0,0,17,165,2,2,12,0.2436436841117405,0.010964416025672108,7.76
flat30-60_flat30-17,satlib_graph_coloring_flat30,calibration,gate_plus_L,90,300,3.3333333333333335,1,1,0,0,16,105,1,1,15,0.2436436841647344,0.009875999996438622,6.22
flat30-60_flat30-17,satlib_graph_coloring_flat30,calibration,gate_shuffled_L,90,300,3.3333333333333335,1,1,0,0,22,88,1,1,17,0.24364368408728607,0.010538957954850048,7.952
pigeon-hole_hole10,satlib_dimacs_pigeonhole,test,vsids,110,561,5.1,0,0,1,1,3589,86648,2855,2855,31,0.4995560073201053,30.005119667039253,9278.292
pigeon-hole_hole10,satlib_dimacs_pigeonhole,test,moms,110,561,5.1,0,0,1,1,3322,49960,3005,3005,51,0.4995560073201053,30.00513075001072,9201.439999999999
pigeon-hole_hole10,satlib_dimacs_pigeonhole,test,jeroslow_wang,110,561,5.1,0,0,1,1,3923,52352,3496,3496,47,0.4995560073201053,30.001386583026033,9882.308
pigeon-hole_hole10,satlib_dimacs_pigeonhole,test,score_with_R,110,561,5.1,0,0,1,1,3140,55197,2773,2773,85,0.4995560073201053,30.005204332992435,8935.788
pigeon-hole_hole10,satlib_dimacs_pigeonhole,test,frozen_gate_v17,110,561,5.1,0,0,1,1,3202,54782,2760,2760,83,0.4995560073201053,30.005228457972407,8939.728
pigeon-hole_hole10,satlib_dimacs_pigeonhole,test,gate_plus_L,110,561,5.1,0,0,1,1,3318,57729,2842,2842,81,0.4995560078222859,30.00514129200019,9068.316
pigeon-hole_hole10,satlib_dimacs_pigeonhole,test,gate_shuffled_L,110,561,5.1,0,0,1,1,3247,57295,2770,2770,86,0.4995560075722677,30.004831666999962,8973.279999999999
pigeon-hole_hole6,satlib_dimacs_pigeonhole,test,vsids,42,133,3.1666666666666665,1,0,0,0,372,5134,302,301,15,0.4508958211741955,0.30043454200495034,434.136
pigeon-hole_hole6,satlib_dimacs_pigeonhole,test,moms,42,133,3.1666666666666665,1,0,0,0,713,9579,635,634,20,0.4508958211741955,1.0225545409484766,887.216
pigeon-hole_hole6,satlib_dimacs_pigeonhole,test,jeroslow_wang,42,133,3.1666666666666665,1,0,0,0,689,7698,588,587,17,0.4508958211741955,0.7933649169863202,825.4920000000001
pigeon-hole_hole6,satlib_dimacs_pigeonhole,test,score_with_R,42,133,3.1666666666666665,1,0,0,0,854,12771,772,771,29,0.4508958211741955,1.2792725000181235,1079.284
pigeon-hole_hole6,satlib_dimacs_pigeonhole,test,frozen_gate_v17,42,133,3.1666666666666665,1,0,0,0,845,12055,735,734,25,0.4508958211741955,1.1801494589890353,1036.72
pigeon-hole_hole6,satlib_dimacs_pigeonhole,test,gate_plus_L,42,133,3.1666666666666665,1,0,0,0,891,12857,789,788,23,0.45089582179327775,1.326694084040355,1107.728
pigeon-hole_hole6,satlib_dimacs_pigeonhole,test,gate_shuffled_L,42,133,3.1666666666666665,1,0,0,0,843,12241,751,750,27,0.45089582167153297,1.2082335409941152,1052.864
pigeon-hole_hole7,satlib_dimacs_pigeonhole,test,vsids,56,204,3.642857142857143,1,0,0,0,952,16039,772,771,19,0.5331166663900834,1.8186886670300737,1121.7559999999999
pigeon-hole_hole7,satlib_dimacs_pigeonhole,test,moms,56,204,3.642857142857143,0,0,1,1,4023,61237,3646,3646,27,0.5331166663900834,30.005097084038425,10097.848
pigeon-hole_hole7,satlib_dimacs_pigeonhole,test,jeroslow_wang,56,204,3.642857142857143,1,0,0,0,3719,50481,3352,3351,23,0.5331166663900834,19.95585383300204,4669.624
pigeon-hole_hole7,satlib_dimacs_pigeonhole,test,score_with_R,56,204,3.642857142857143,0,0,1,1,4548,73350,4033,4033,41,0.5331166663900834,30.000324333959725,10690.8
pigeon-hole_hole7,satlib_dimacs_pigeonhole,test,frozen_gate_v17,56,204,3.642857142857143,0,0,1,1,4531,71944,4006,4006,36,0.5331166663900834,30.00395566696534,10653.076000000001
pigeon-hole_hole7,satlib_dimacs_pigeonhole,test,gate_plus_L,56,204,3.642857142857143,0,0,1,1,4482,69703,3939,3939,38,0.5331166666411399,30.001788790978026,10562.412
pigeon-hole_hole7,satlib_dimacs_pigeonhole,test,gate_shuffled_L,56,204,3.642857142857143,0,0,1,1,4536,71421,3955,3955,39,0.5331166663851667,30.00268449995201,10601.484
pigeon-hole_hole8,satlib_dimacs_pigeonhole,test,vsids,72,297,4.125,1,0,0,0,2467,46164,1997,1996,23,0.5193204141047466,11.84294287499506,2921.756
pigeon-hole_hole8,satlib_dimacs_pigeonhole,test,moms,72,297,4.125,0,0,1,1,3696,56132,3356,3356,34,0.5193204141047466,30.004660083039198,9689.328000000001
pigeon-hole_hole8,satlib_dimacs_pigeonhole,test,jeroslow_wang,72,297,4.125,0,0,1,1,4336,57676,3888,3888,30,0.5193204141047466,30.00408562499797,10419.504
pigeon-hole_hole8,satlib_dimacs_pigeonhole,test,score_with_R,72,297,4.125,0,0,1,1,3916,66262,3471,3471,50,0.5193204141047466,30.004633207980078,9910.848
pigeon-hole_hole8,satlib_dimacs_pigeonhole,test,frozen_gate_v17,72,297,4.125,0,0,1,1,3701,60415,3246,3246,51,0.5193204141047466,30.001318792055827,9597.96
pigeon-hole_hole8,satlib_dimacs_pigeonhole,test,gate_plus_L,72,297,4.125,0,0,1,1,4033,66964,3519,3519,55,0.5193204140047317,30.00391316600144,9996.756
pigeon-hole_hole8,satlib_dimacs_pigeonhole,test,gate_shuffled_L,72,297,4.125,0,0,1,1,3918,66010,3445,3445,51,0.5193204140047317,30.00227316695964,9884.439999999999
pigeon-hole_hole9,satlib_dimacs_pigeonhole,calibration,vsids,90,415,4.611111111111111,0,0,1,1,4048,87236,3205,3205,30,0.5084023846985489,30.00324420799734,9768.344000000001
pigeon-hole_hole9,satlib_dimacs_pigeonhole,calibration,moms,90,415,4.611111111111111,0,0,1,1,3445,51832,3117,3117,42,0.5084023846985489,30.005125374998897,9357.828000000001
pigeon-hole_hole9,satlib_dimacs_pigeonhole,calibration,jeroslow_wang,90,415,4.611111111111111,0,0,1,1,4086,54413,3653,3653,38,0.5084023846985489,30.001420541957486,10096.452000000001
pigeon-hole_hole9,satlib_dimacs_pigeonhole,calibration,score_with_R,90,415,4.611111111111111,0,0,1,1,3337,56195,2909,2909,69,0.5084023846985489,30.00265954202041,9134.880000000001
pigeon-hole_hole9,satlib_dimacs_pigeonhole,calibration,frozen_gate_v17,90,415,4.611111111111111,0,0,1,1,3324,54987,2901,2901,65,0.5084023846985489,30.00471416604705,9118.148000000001
pigeon-hole_hole9,satlib_dimacs_pigeonhole,calibration,gate_plus_L,90,415,4.611111111111111,0,0,1,1,3718,60287,3232,3232,66,0.508402384693612,30.004656167002395,9588.547999999999
pigeon-hole_hole9,satlib_dimacs_pigeonhole,calibration,gate_shuffled_L,90,415,4.611111111111111,0,0,1,1,3430,57023,2963,2963,65,0.5084023853234838,30.000309416034725,9220.092
uf20-91_uf20-01,satlib_random_3sat_uf20,test,vsids,20,91,4.55,1,1,0,0,6,40,2,2,4,0.7519613008862176,0.0016921250498853624,3.96
uf20-91_uf20-01,satlib_random_3sat_uf20,test,moms,20,91,4.55,1,1,0,0,10,64,4,4,6,0.7519613008862176,0.002364707994274795,7.256
uf20-91_uf20-01,satlib_random_3sat_uf20,test,jeroslow_wang,20,91,4.55,1,1,0,0,10,50,3,3,7,0.7519613008862176,0.002117541036568582,6.2
uf20-91_uf20-01,satlib_random_3sat_uf20,test,score_with_R,20,91,4.55,1,1,0,0,11,57,5,5,6,0.7519613008862176,0.0027779160300269723,8.528
uf20-91_uf20-01,satlib_random_3sat_uf20,test,frozen_gate_v17,20,91,4.55,1,1,0,0,3,26,1,1,3,0.7519613008862176,0.0010633750353008509,2.004
uf20-91_uf20-01,satlib_random_3sat_uf20,test,gate_plus_L,20,91,4.55,1,1,0,0,5,48,3,3,3,0.7519613008999374,0.0015465000178664923,4.692
uf20-91_uf20-01,satlib_random_3sat_uf20,test,gate_shuffled_L,20,91,4.55,1,1,0,0,8,36,2,2,6,0.7519613008229511,0.0017870409647002816,4.5440000000000005
uf20-91_uf20-010,satlib_random_3sat_uf20,test,vsids,20,91,4.55,1,1,0,0,5,15,0,0,5,0.8038243647585432,0.0011074169888161123,1.56
uf20-91_uf20-010,satlib_random_3sat_uf20,test,moms,20,91,4.55,1,1,0,0,4,15,0,0,4,0.8038243647585432,0.000977959018200636,1.26
uf20-91_uf20-010,satlib_random_3sat_uf20,test,jeroslow_wang,20,91,4.55,1,1,0,0,4,15,0,0,4,0.8038243647585432,0.0009738749940879643,1.26
uf20-91_uf20-010,satlib_random_3sat_uf20,test,score_with_R,20,91,4.55,1,1,0,0,5,14,0,0,5,0.8038243647585432,0.001293291978072375,1.556
uf20-91_uf20-010,satlib_random_3sat_uf20,test,frozen_gate_v17,20,91,4.55,1,1,0,0,6,13,0,0,6,0.8038243647585432,0.0012978329905308783,1.8519999999999999
uf20-91_uf20-010,satlib_random_3sat_uf20,test,gate_plus_L,20,91,4.55,1,1,0,0,8,11,0,0,8,0.8038243647047972,0.0016945829847827554,2.444
uf20-91_uf20-010,satlib_random_3sat_uf20,test,gate_shuffled_L,20,91,4.55,1,1,0,0,6,25,1,1,5,0.8038243647047972,0.0014686660142615438,2.9
uf20-91_uf20-0100,satlib_random_3sat_uf20,test,vsids,20,91,4.55,1,1,0,0,7,63,4,4,3,0.8135298984942182,0.001941208029165864,6.351999999999999
uf20-91_uf20-0100,satlib_random_3sat_uf20,test,moms,20,91,4.55,1,1,0,0,3,17,0,0,3,0.8135298984942182,0.0008877920336090028,0.968
uf20-91_uf20-0100,satlib_random_3sat_uf20,test,jeroslow_wang,20,91,4.55,1,1,0,0,4,16,0,0,4,0.8135298984942182,0.000982375000603497,1.264
uf20-91_uf20-0100,satlib_random_3sat_uf20,test,score_with_R,20,91,4.55,1,1,0,0,6,14,0,0,6,0.8135298984942182,0.0013716249959543347,1.8559999999999999
uf20-91_uf20-0100,satlib_random_3sat_uf20,test,frozen_gate_v17,20,91,4.55,1,1,0,0,5,15,0,0,5,0.8135298984942182,0.001227749977260828,1.56
uf20-91_uf20-0100,satlib_random_3sat_uf20,test,gate_plus_L,20,91,4.55,1,1,0,0,3,17,0,0,3,0.8135298984231479,0.000867582974024117,0.968
uf20-91_uf20-0100,satlib_random_3sat_uf20,test,gate_shuffled_L,20,91,4.55,1,1,0,0,4,16,0,0,4,0.8135298984653865,0.0010687499889172614,1.264
uf20-91_uf20-01000,satlib_random_3sat_uf20,test,vsids,20,91,4.55,1,1,0,0,6,41,3,3,3,0.8029244566538355,0.0016369170043617487,4.9639999999999995
uf20-91_uf20-01000,satlib_random_3sat_uf20,test,moms,20,91,4.55,1,1,0,0,4,26,2,2,3,0.8029244566538355,0.0011571249924600124,3.3040000000000003
uf20-91_uf20-01000,satlib_random_3sat_uf20,test,jeroslow_wang,20,91,4.55,1,1,0,0,4,23,1,1,4,0.8029244566538355,0.0010852920240722597,2.2920000000000003
uf20-91_uf20-01000,satlib_random_3sat_uf20,test,score_with_R,20,91,4.55,1,1,0,0,6,51,3,3,3,0.8029244566538355,0.0019769580103456974,5.004
uf20-91_uf20-01000,satlib_random_3sat_uf20,test,frozen_gate_v17,20,91,4.55,1,1,0,0,10,82,7,7,6,0.8029244566538355,0.00300587504170835,10.328
uf20-91_uf20-01000,satlib_random_3sat_uf20,test,gate_plus_L,20,91,4.55,1,1,0,0,7,58,5,5,3,0.8029244566001612,0.002050541981589049,7.332
uf20-91_uf20-01000,satlib_random_3sat_uf20,test,gate_shuffled_L,20,91,4.55,1,1,0,0,3,27,1,1,3,0.8029244566348831,0.0010259170085191727,2.008
uf20-91_uf20-0101,satlib_random_3sat_uf20,test,vsids,20,91,4.55,1,1,0,0,5,19,1,1,4,0.7770094875151541,0.0011490830220282078,2.576
uf20-91_uf20-0101,satlib_random_3sat_uf20,test,moms,20,91,4.55,1,1,0,0,4,30,1,1,3,0.7770094875151541,0.0010908750118687749,2.3200000000000003
uf20-91_uf20-0101,satlib_random_3sat_uf20,test,jeroslow_wang,20,91,4.55,1,1,0,0,6,12,0,0,6,0.7770094875151541,0.0012504999758675694,1.8479999999999999
uf20-91_uf20-0101,satlib_random_3sat_uf20,test,score_with_R,20,91,4.55,1,1,0,0,5,13,0,0,5,0.7770094875151541,0.001134041987825185,1.552
uf20-91_uf20-0101,satlib_random_3sat_uf20,test,frozen_gate_v17,20,91,4.55,1,1,0,0,4,14,0,0,4,0.7770094875151541,0.0009849999914877117,1.256
uf20-91_uf20-0101,satlib_random_3sat_uf20,test,gate_plus_L,20,91,4.55,1,1,0,0,4,14,0,0,4,0.7770094874944016,0.0009925829945132136,1.256
uf20-91_uf20-0101,satlib_random_3sat_uf20,test,gate_shuffled_L,20,91,4.55,1,1,0,0,9,49,3,3,6,0.7770094875278992,0.0021787919686175883,5.895999999999999
uf20-91_uf20-0102,satlib_random_3sat_uf20,calibration,vsids,20,91,4.55,1,1,0,0,10,92,8,8,2,0.731058578626883,0.002577332954388112,11.368
uf20-91_uf20-0102,satlib_random_3sat_uf20,calibration,moms,20,91,4.55,1,1,0,0,5,16,1,1,4,0.731058578626883,0.0010524590034037828,2.564
uf20-91_uf20-0102,satlib_random_3sat_uf20,calibration,jeroslow_wang,20,91,4.55,1,1,0,0,7,63,5,5,4,0.731058578626883,0.001785582979209721,7.351999999999999
uf20-91_uf20-0102,satlib_random_3sat_uf20,calibration,score_with_R,20,91,4.55,1,1,0,0,11,61,6,6,7,0.731058578626883,0.002624457993078977,9.544
uf20-91_uf20-0102,satlib_random_3sat_uf20,calibration,frozen_gate_v17,20,91,4.55,1,1,0,0,5,13,0,0,5,0.731058578626883,0.001118041982408613,1.552
uf20-91_uf20-0102,satlib_random_3sat_uf20,calibration,gate_plus_L,20,91,4.55,1,1,0,0,7,64,4,4,4,0.7310585786525629,0.001851708977483213,6.356
uf20-91_uf20-0102,satlib_random_3sat_uf20,calibration,gate_shuffled_L,20,91,4.55,1,1,0,0,11,90,7,7,4,0.7310585785439936,0.002837874984834343,10.66
uf20-91_uf20-0103,satlib_random_3sat_uf20,test,vsids,20,91,4.55,1,1,0,0,11,107,9,9,3,0.8102697419054397,0.0031823329627513885,12.728000000000002
uf20-91_uf20-0103,satlib_random_3sat_uf20,test,moms,20,91,4.55,1,1,0,0,4,16,0,0,4,0.8102697419054397,0.0010215829825028777,1.264
uf20-91_uf20-0103,satlib_random_3sat_uf20,test,jeroslow_wang,20,91,4.55,1,1,0,0,4,16,0,0,4,0.8102697419054397,0.001029791950713843,1.264
uf20-91_uf20-0103,satlib_random_3sat_uf20,test,score_with_R,20,91,4.55,1,1,0,0,8,74,6,6,7,0.8102697419054397,0.00216749997343868,8.696
uf20-91_uf20-0103,satlib_random_3sat_uf20,test,frozen_gate_v17,20,91,4.55,1,1,0,0,8,70,6,6,3,0.8102697419054397,0.002494917018339038,8.68
uf20-91_uf20-0103,satlib_random_3sat_uf20,test,gate_plus_L,20,91,4.55,1,1,0,0,6,14,0,0,6,0.8102697418406276,0.0013897909666411579,1.8559999999999999
uf20-91_uf20-0103,satlib_random_3sat_uf20,test,gate_shuffled_L,20,91,4.55,1,1,0,0,8,61,4,4,4,0.8102697418783366,0.002267542004119605,6.644
uf20-91_uf20-0104,satlib_random_3sat_uf20,test,vsids,20,91,4.55,1,1,0,0,4,14,0,0,4,0.7836131579901285,0.001067041011992842,1.256
uf20-91_uf20-0104,satlib_random_3sat_uf20,test,moms,20,91,4.55,1,1,0,0,7,11,0,0,7,0.7836131579901285,0.001183000043965876,2.144
uf20-91_uf20-0104,satlib_random_3sat_uf20,test,jeroslow_wang,20,91,4.55,1,1,0,0,8,9,0,0,8,0.7836131579901285,0.0014936670195311308,2.436
uf20-91_uf20-0104,satlib_random_3sat_uf20,test,score_with_R,20,91,4.55,1,1,0,0,9,10,0,0,9,0.7836131579901285,0.001609250030014664,2.7399999999999998
uf20-91_uf20-0104,satlib_random_3sat_uf20,test,frozen_gate_v17,20,91,4.55,1,1,0,0,10,9,0,0,10,0.7836131579901285,0.0018625000375322998,3.036
uf20-91_uf20-0104,satlib_random_3sat_uf20,test,gate_plus_L,20,91,4.55,1,1,0,0,9,10,0,0,9,0.7836131579602345,0.0016477089957334101,2.7399999999999998
uf20-91_uf20-0104,satlib_random_3sat_uf20,test,gate_shuffled_L,20,91,4.55,1,1,0,0,10,10,0,0,10,0.7836131580122756,0.0017609999631531537,3.04
uf20-91_uf20-0105,satlib_random_3sat_uf20,calibration,vsids,20,91,4.55,1,1,0,0,8,24,2,2,6,0.7707173714161053,0.0018183750216849148,4.496
uf20-91_uf20-0105,satlib_random_3sat_uf20,calibration,moms,20,91,4.55,1,1,0,0,6,61,4,4,3,0.7707173714161053,0.0018685420509427786,6.044
uf20-91_uf20-0105,satlib_random_3sat_uf20,calibration,jeroslow_wang,20,91,4.55,1,1,0,0,4,21,1,1,4,0.7707173714161053,0.0011023329570889473,2.2840000000000003
uf20-91_uf20-0105,satlib_random_3sat_uf20,calibration,score_with_R,20,91,4.55,1,1,0,0,8,25,2,2,6,0.7707173714161053,0.0018597079906612635,4.5
uf20-91_uf20-0105,satlib_random_3sat_uf20,calibration,frozen_gate_v17,20,91,4.55,1,1,0,0,8,53,4,4,4,0.7707173714161053,0.0021501670125871897,6.612
uf20-91_uf20-0105,satlib_random_3sat_uf20,calibration,gate_plus_L,20,91,4.55,1,1,0,0,6,14,0,0,6,0.7707173714026697,0.0013225419679656625,1.8559999999999999
uf20-91_uf20-0105,satlib_random_3sat_uf20,calibration,gate_shuffled_L,20,91,4.55,1,1,0,0,8,60,5,5,5,0.7707173714026697,0.002076542004942894,7.640000000000001
uf20-91_uf20-0106,satlib_random_3sat_uf20,test,vsids,20,91,4.55,1,1,0,0,11,75,6,6,5,0.7847509274143097,0.002969083026982844,9.600000000000001
uf20-91_uf20-0106,satlib_random_3sat_uf20,test,moms,20,91,4.55,1,1,0,0,7,66,5,5,3,0.7847509274143097,0.0020553329959511757,7.364
uf20-91_uf20-0106,satlib_random_3sat_uf20,test,jeroslow_wang,20,91,4.55,1,1,0,0,9,97,8,8,5,0.7847509274143097,0.0026666250196285546,11.088
