z,C_proj_norm,R_proj,H,B,S,V,R_resp,R_rob,CCI_min,CCI_diag
9.912390488110137676e-01,1.689146676947172665e+01,5.235063975432675543e-01,7.791411676659760754e-01,6.917753454265906932e-01,5.398863752867272270e-01,6.500188059586976541e-01,7.049674273600009533e-01,6.594811403682199202e-01,2.545510796283850796e-01,1.941746436788301944e-01
9.937421777221526753e-01,1.699755508066129295e+01,5.266999755382426596e-01,7.782137151046820689e-01,6.933386328084741868e-01,5.401570045478898408e-01,6.486339649089112314e-01,7.047168495794192689e-01,6.593879322520544983e-01,2.547686499440989238e-01,1.943308423960775910e-01
9.962453066332916940e-01,1.710421531355109437e+01,5.298801544070841363e-01,7.772852402780681125e-01,6.949174868188915388e-01,5.404293664233550398e-01,6.472607853713292503e-01,7.044729453654451357e-01,6.592998460759723622e-01,2.549840387644728978e-01,1.944855666681457596e-01
9.987484355444306017e-01,1.721144945852448060e+01,5.330468856029598745e-01,7.763557701757416440e-01,6.965121016795593478e-01,5.407034708358893216e-01,6.458991776002904750e-01,7.042357389421720626e-01,6.592169038867616848e-01,2.551972247135737004e-01,1.946388027854311364e-01
1.001251564455569509e+00,1.731925949857610547e+01,5.362001217199480196e-01,7.754253319233512798e-01,6.981226747186205506e-01,5.409793277481211859e-01,6.445490525607594501e-01,7.040052550863459269e-01,6.591391281253308199e-01,2.554081860401122284e-01,1.947905367992466552e-01
1.003754693366708306e+00,1.742764740912808463e+01,5.393398164955685026e-01,7.744939527783676336e-01,6.997494064335695318e-01,5.412569471625580109e-01,6.432103219206249944e-01,7.037815191346051824e-01,6.590665416319519965e-01,2.556169006128154453e-01,1.949407545187791246e-01
1.006257822277847325e+00,1.753661515784627767e+01,5.424659248131306066e-01,7.735616601255704827e-01,7.013925005557353209e-01,5.415363391216057032e-01,6.418828980430955067e-01,7.035645569908234309e-01,6.589991676515746244e-01,2.558233459157587264e-01,1.950894415080169919e-01
1.008760951188986343e+00,1.764616470445724872e+01,5.455784027039000117e-01,7.726284814725036254e-01,7.030521641163797186e-01,5.418175137075895709e-01,6.405666939791895276e-01,7.033543951336418409e-01,6.589370298392697167e-01,2.560274990436225417e-01,1.952365830826233717e-01
1.011264080100125140e+00,1.775629800056551844e+01,5.486772073490804313e-01,7.716944444450858365e-01,7.047286075144442163e-01,5.421004810427788589e-01,6.392616234603205605e-01,7.031510606242482586e-01,6.588801522658463972e-01,2.562293366968518282e-01,1.953821643067381320e-01
1.013767209011264159e+00,1.786701698947136308e+01,5.517622970816090655e-01,7.707595767828062661e-01,7.064220445860051045e-01,5.423852512894121736e-01,6.379676008909761498e-01,7.029545811142385858e-01,6.588285594235220310e-01,2.564288351767829433e-01,1.955261699897558603e-01
1.016270337922402955e+00,1.797832360598928503e+01,5.548336313877682002e-01,7.698239063342836586e-01,7.081326926754808460e-01,5.426718346497271250e-01,6.366845413414901067e-01,7.027649848538003452e-01,6.587822762318190639e-01,2.566259703806431092e-01,1.956685846830111819e-01
1.018773466833541974e+00,1.809021977626689548e+01,5.578911709086041837e-01,7.688874610524598641e-01,7.098607727086442276e-01,5.429602413659907478e-01,6.354123605409076614e-01,7.025823007000022713e-01,6.587413280435319152e-01,2.568207177965076138e-01,1.958093926764331305e-01
1.021276595744680771e+00,1.820270741760470656e+01,5.609348774411626604e-01,7.679502689898122236e-01,7.116065092674961345e-01,5.432504817205345837e-01,6.341509748699426519e-01,7.024065581253127188e-01,6.587057406508529667e-01,2.570130524981673603e-01,1.959485779951332385e-01
1.023779724655819789e+00,1.831578843827660563e+01,5.639647139395344011e-01,7.670123582936854145e-01,7.133701306670554576e-01,5.435425660357919853e-01,6.329003013540234202e-01,7.022377872263833032e-01,6.586755402916828483e-01,2.572029491398907797e-01,1.960861243959176325e-01
1.026282853566958808e+00,1.842946473735092283e+01,5.669806445157041797e-01,7.660737572013129881e-01,7.151518690341167606e-01,5.438365046743377507e-01,6.316602576564332994e-01,7.020760187329707636e-01,6.586507536560347598e-01,2.573903819511312863e-01,1.962220153637579123e-01
1.028785982478097605e+00,1.854373820451279542e+01,5.699826344402204592e-01,7.651344940349931179e-01,7.169519603880472047e-01,5.441323080389326439e-01,6.304307620715359217e-01,7.019212840171482615e-01,6.586314078926405191e-01,2.575753247311213245e-01,1.963562341081796225e-01
1.031289111389236623e+00,1.865861071988696196e+01,5.729706501426617971e-01,7.641945971972141649e-01,7.187706447236706930e-01,5.444299865725693577e-01,6.292117335180936744e-01,7.017736151027463842e-01,6.586175306157138198e-01,2.577577508433740450e-01,1.964887635595833348e-01
1.033792240300375420e+00,1.877408415386185325e+01,5.759446592119183972e-01,7.632540951655488737e-01,7.206081660963118418e-01,5.447295507585239172e-01,6.280030915326708651e-01,7.016330446749763361e-01,6.586091499118400527e-01,2.579376332101149805e-01,1.966195863655130494e-01
1.036295369211514439e+00,1.889016036691466027e+01,5.789046303962793738e-01,7.623130164878167969e-01,7.224647727090646177e-01,5.450310111204090813e-01,6.268047562631259284e-01,7.014996060903957442e-01,6.586062943471040487e-01,2.581149443065774984e-01,1.967486848868263416e-01
1.038798498122653235e+00,1.900684120943723698e+01,5.818505336033220621e-01,7.613713897769124328e-01,7.243407170023451469e-01,5.453343782222326297e-01,6.256166484621920043e-01,7.013733333870365572e-01,6.586089929743282889e-01,2.582896561552349701e-01,1.968760411938161037e-01
1.041301627033792254e+00,1.912412852156365872e+01,5.847823398996166988e-01,7.604292437057375009e-01,7.262362557458166279e-01,5.456396626684587581e-01,6.244386894811383426e-01,7.012542612948403642e-01,6.586172753405243885e-01,2.584617403199120922e-01,1.970016370622448831e-01
1.043804755944931273e+00,1.924202413299840231e+01,5.877000215102263780e-01,7.594866070022272542e-01,7.281516501327364166e-01,5.459468751040742474e-01,6.232708012635240769e-01,7.011424252464011353e-01,6.586311714945574103e-01,2.586311678997751939e-01,1.971254539692895713e-01
1.046307884856070070e+00,1.936052986284618527e+01,5.906035518180215993e-01,7.585435084440290687e-01,7.300871658768215422e-01,5.462560262146585188e-01,6.221129063390292702e-01,7.010378613878901488e-01,6.586507119949353006e-01,2.587979095232516014e-01,1.972474730894334671e-01
1.048811013767209088e+00,1.947964751944306272e+01,5.934929053627954199e-01,7.575999768534906753e-01,7.320430733116993771e-01,5.465671267264577970e-01,6.209649278173753340e-01,7.009406065903719396e-01,6.586759279178699966e-01,2.589619353417954573e-01,1.973676752902456810e-01
1.051314142678347885e+00,1.959937890018859008e+01,5.963680578401814314e-01,7.566560410923858226e-01,7.340196474930231751e-01,5.468801874064639357e-01,6.198267893823266039e-01,7.008506984613426249e-01,6.587068508654904120e-01,2.591232150235671106e-01,1.974860411280962846e-01
1.053817271589486904e+00,1.971972579137999304e+01,5.992289861003865514e-01,7.557117300566527085e-01,7.360171683033482903e-01,5.471952190624983503e-01,6.186984152857716301e-01,7.007681753565847549e-01,6.587435129742756912e-01,2.592817177469888268e-01,1.976025508437801170e-01
1.056320400500625700e+00,1.984068996804719731e+01,6.020756681467154259e-01,7.547670726713943123e-01,7.380359205598391314e-01,5.475122325433000592e-01,6.175797303418915085e-01,7.006930763924233974e-01,6.587859469237655752e-01,2.594374121941437905e-01,1.977171843580255994e-01
1.058823529411764719e+00,1.996227319378981235e+01,6.049080831339102016e-01,7.538220978852652188e-01,7.400761941249101028e-01,5.478312387386187199e-01,6.164706599214045957e-01,7.006254414581214451e-01,6.588341859453658023e-01,2.595902665441224277e-01,1.978299212669621943e-01
1.061326658322903738e+00,2.008447722061568186e+01,6.077262113662935672e-01,7.528768346654985955e-01,7.421382840198901265e-01,5.481522485793135502e-01,6.153711299458918260e-01,7.005653112288126039e-01,6.588882638315268769e-01,2.597402484661588962e-01,1.979407408374352917e-01
1.063829787234042534e+00,2.020730378878075584e+01,6.105300342957096227e-01,7.519313119925392641e-01,7.442224905418001191e-01,5.484752730374560237e-01,6.142810668822061837e-01,7.005127271786595333e-01,6.589482149450766046e-01,2.598873251126809225e-01,1.980496220022548715e-01
1.066332916145181553e+00,2.033075462663120447e+01,6.133195345192835601e-01,7.509855588546130445e-01,7.463291193833577752e-01,5.488003231264395598e-01,6.132003977369530068e-01,7.004677315943497184e-01,6.590140742287867726e-01,2.600314631122303544e-01,1.981565433553478806e-01
1.068836045056320350e+00,2.045483145044678253e+01,6.160946957769746213e-01,7.500396042426753507e-01,7.484584817562983661e-01,5.491274099010935439e-01,6.121290500510554455e-01,7.004303675890775072e-01,6.590858772152763390e-01,2.601726285621948631e-01,1.982614831467722771e-01
1.071339173967459368e+00,2.057953596428630760e+01,6.188555029489422044e-01,7.490934771447833596e-01,7.506108945181287906e-01,5.494565444578034530e-01,6.110669518943936396e-01,7.004006791167248780e-01,6.591636600370496257e-01,2.603107870214657060e-01,1.983644192776730375e-01
1.073842302878598387e+00,2.070486985983505690e+01,6.216019420527197914e-01,7.481472065410392780e-01,7.527866803024269027e-01,5.497877379346369775e-01,6.100140318605202783e-01,7.003787109866093097e-01,6.592474594369285290e-01,2.604459035028765523e-01,1.984653292950775416e-01
1.076345431789737184e+00,2.083083481625369515e+01,6.243340002401887023e-01,7.472008213982065383e-01,7.549861676527906962e-01,5.501210015114756935e-01,6.089702190614545430e-01,7.003645088785287465e-01,6.593373127786886778e-01,2.605779424655298437e-01,1.985641903866059987e-01
1.078848560700876202e+00,2.095743250002975344e+01,6.270516657943706607e-01,7.462543506641662328e-01,7.572096911605752378e-01,5.504563464101531745e-01,6.079354431225469924e-01,7.003581193581700504e-01,6.594332580579449488e-01,2.607068678069866530e-01,1.986609793750783448e-01
1.081351689612014999e+00,2.108466456483065343e+01,6.297549281260188536e-01,7.453078232629584132e-01,7.594575916065244847e-01,5.507937838945997644e-01,6.069096341774236070e-01,7.003595898931229691e-01,6.595353339134584214e-01,2.608326428552237841e-01,1.987556727129506928e-01
1.083854818523154018e+00,2.121253265135900534e+01,6.324437777700249175e-01,7.443612680891219524e-01,7.617302161064384292e-01,5.511333252709923469e-01,6.058927228629997774e-01,7.003689688691110415e-01,6.596435796385889949e-01,2.609552303605127133e-01,1.988482464766885560e-01
1.086357947434292814e+00,2.134103838721017610e+01,6.351182063816351864e-01,7.434147140025921807e-01,7.640279182610076880e-01,5.514749818879128851e-01,6.048846403145677897e-01,7.003863056068460047e-01,6.597580351931804366e-01,2.610745924870617740e-01,1.989386763609663211e-01
1.088861076345431833e+00,2.147018338673167293e+01,6.377782067324740956e-01,7.424681898233471689e-01,7.663510583099482076e-01,5.518187651365111801e-01,6.038853181609588061e-01,7.004116503792655601e-01,6.598787412157092191e-01,2.611906908045152353e-01,1.990269376727570871e-01
1.091364205256570852e+00,2.159996925088514175e+01,6.404237727063863961e-01,7.415217243259892843e-01,7.687000032905928482e-01,5.521646864506772889e-01,6.028946885197731254e-01,7.004450544292274428e-01,6.600057390357468856e-01,2.613034862792840141e-01,1.991130053252956611e-01
1.093867334167709648e+00,2.173039756711041548e+01,6.430548992950870790e-01,7.405753462346660321e-01,7.710751272010774038e-01,5.525127573072183829e-01,6.019126839926829398e-01,7.004865699877994567e-01,6.601390706868344171e-01,2.614129392656520112e-01,1.991968538318741044e-01
1.096370463078848667e+00,2.186146990919194621e+01,6.456715825936287789e-01,7.396290842175989866e-01,7.734768111682871483e-01,5.528629892260441547e-01,6.009392376608047037e-01,7.005362502929319835e-01,6.602787789196191692e-01,2.615190094967438372e-01,1.992784572995305314e-01
1.098873591989987464e+00,2.199318783712766390e+01,6.482738197956851023e-01,7.386829668819582251e-01,7.759054436207188932e-01,5.532153937703598867e-01,5.999742830801396698e-01,7.005941496087592091e-01,6.604249072154246836e-01,2.616216560752596121e-01,1.993577894225634917e-01
1.101376720901126482e+00,2.212555289700016914e+01,6.508616091886477717e-01,7.377370227686081972e-01,7.783614204664320857e-01,5.535699825468661794e-01,5.990177542770849239e-01,7.006603232453965102e-01,6.605774998001632259e-01,2.617208374640282442e-01,1.994348234759080463e-01
1.103879849812265279e+00,2.225856662085040227e+01,6.534349501485458012e-01,7.367912803468456007e-01,7.808451452762585898e-01,5.539267672059664527e-01,5.980695857440103680e-01,7.007348275792874004e-01,6.607366016586243562e-01,2.618165114763612022e-01,1.995095323083602989e-01
1.106382978723404298e+00,2.239223052655397694e+01,6.559938431347831500e-01,7.358457680092640452e-01,7.833570294724612193e-01,5.542857594419828837e-01,5.971297124349028707e-01,7.008177200741609880e-01,6.609022585491857171e-01,2.619086352661835759e-01,1.995818883356336171e-01
1.108886107634543317e+00,2.252654611769971638e+01,6.585382896846958545e-01,7.349005140665400004e-01,7.858974925230184372e-01,5.546469709933791181e-01,5.961980697610775870e-01,7.009090593025506521e-01,6.610745170189081810e-01,2.619971653179632431e-01,1.996518635332601987e-01
1.111389236545682113e+00,2.266151488347129828e+01,6.610682924079366307e-01,7.339555467423489743e-01,7.884669621417469410e-01,5.550104136429931945e-01,5.952745935869530047e-01,7.010089049679623097e-01,6.612534244190783062e-01,2.620820574364074451e-01,1.997194294293160310e-01
1.113892365456821132e+00,2.279713829853098161e+01,6.635838549806777342e-01,7.330108941682731416e-01,7.910658744944489840e-01,5.553760992182757983e-01,5.943592202258933810e-01,7.011173179276614098e-01,6.614390289211760088e-01,2.621632667359365954e-01,1.997845570969754569e-01
1.116395494367959929e+00,2.293341782290641362e+01,6.660849821396469528e-01,7.320665843785979510e-01,7.936946744113142493e-01,5.557440395915396181e-01,5.934518864361116863e-01,7.012343602160721057e-01,6.616313795332613434e-01,2.622407476299438711e-01,1.998472171469010683e-01
1.118898623279098947e+00,2.307035490188006577e+01,6.685716796759860747e-01,7.311226453054974206e-01,7.963538156057877737e-01,5.561142466802158069e-01,5.925525294166388290e-01,7.013600950689637958e-01,6.618305261169049603e-01,2.623144538197726416e-01,1.999073797194190483e-01
1.121401752190237744e+00,2.320795096588112827e+01,6.710439544289410474e-01,7.301791047738676044e-01,7.990437609001299624e-01,5.564867324471191035e-01,5.916610868033540527e-01,7.014945869482110963e-01,6.620365194045085833e-01,2.623843382834965543e-01,1.999650144765411919e-01
1.123904881101376763e+00,2.334620743038076895e+01,6.735018142793874896e-01,7.292359904963373607e-01,8.017649824579285989e-01,5.568615089007230567e-01,5.907774966650760629e-01,7.016379015673214203e-01,6.622494110171537329e-01,2.624503532644312243e-01,2.000200905937806473e-01
1.126408010012515781e+00,2.348512569578965881e+01,6.759452681431841192e-01,7.282933300685519029e-01,8.045179620237844498e-01,5.572385880954425774e-01,5.899016974997173257e-01,7.017901059177782397e-01,6.624692534830114443e-01,2.625124502593593756e-01,2.000725767517483322e-01
1.128911138923654578e+00,2.362470714735860255e+01,6.783743259643664203e-01,7.273511509640939732e-01,8.073031911704524610e-01,5.576179821319270369e-01,5.890336282304968751e-01,7.019512682960242778e-01,6.626961002561873038e-01,2.625705800065415430e-01,2.001224411275810688e-01
1.131414267834793597e+00,2.376495315508222816e+01,6.807889987081778838e-01,7.264094805297427460e-01,8.101211715537024460e-01,5.579997031573620259e-01,5.881732282022125169e-01,7.021214583313341029e-01,6.629300057361789955e-01,2.626246924734182420e-01,2.001696513861328519e-01
1.133917396745932393e+00,2.390586507360515967e+01,6.831892983539392672e-01,7.254683459807104162e-01,8.129724151751733796e-01,5.583837633657799948e-01,5.873204371775730959e-01,7.023007470144831954e-01,6.631710252878765255e-01,2.626747368440425223e-01,2.002141746709561465e-01
1.136420525657071412e+00,2.404744424213170717e+01,6.855752378877633113e-01,7.245277743958061789e-01,8.158574446535310498e-01,5.587701749983823296e-01,5.864751953335873846e-01,7.024892067272270335e-01,6.634192152621196659e-01,2.627206615062409045e-01,2.002559775950713550e-01
1.138923654568210209e+00,2.418969198433798340e+01,6.879468312951119158e-01,7.235877927129422682e-01,8.187767935042175038e-01,5.591589503438688658e-01,5.856374432580108147e-01,7.026869112727495148e-01,6.636746330169173147e-01,2.627624140384450246e-01,2.002950262314818763e-01
1.141426783479349227e+00,2.433260960828749475e+01,6.903040935532025468e-01,7.226484277242418708e-01,8.217310064281265758e-01,5.595501017387793929e-01,5.848071219458483849e-01,7.028939359068719916e-01,6.639373369391863289e-01,2.627999411962777532e-01,2.003312861034932668e-01
1.143929912390488246e+00,2.447619840634957455e+01,6.926470406232644317e-01,7.217097060717366785e-01,8.247206396095297931e-01,5.599436415678434864e-01,5.839841727959127482e-01,7.031103573703715304e-01,6.642073864672506378e-01,2.628331888987634479e-01,2.003647221747434926e-01
1.146433041301627043e+00,2.462045965512070467e+01,6.949756894426417642e-01,7.207716542427223816e-01,8.277462610235969409e-01,5.603395822643412183e-01,5.831685376074393634e-01,7.033362539221376109e-01,6.644848421139114558e-01,2.628621022142708097e-01,2.003952988390189649e-01
1.148936170212766061e+00,2.476539461534942177e+01,6.972900579167616852e-01,7.198342985651802195e-01,8.308084507538882058e-01,5.607379363104748604e-01,5.823601585767523847e-01,7.035717053733332449e-01,6.647697654902036124e-01,2.628866253461287772e-01,2.004229799098142251e-01
1.151439299123904858e+00,2.491100453186383135e+01,6.995901649109492748e-01,7.188976652036964676e-01,8.339078013201750572e-01,5.611387162377499127e-01,5.815589782939866170e-01,7.038167931227328200e-01,6.650622193299573492e-01,2.629067016178547878e-01,2.004477286095893984e-01
1.153942428035043877e+00,2.505729063350251451e+01,7.018760302421093167e-01,7.179617801547375500e-01,8.370449180169987624e-01,5.615419346273670120e-01,5.807649397398618740e-01,7.040716001929014922e-01,6.653622675149302168e-01,2.629222734581265208e-01,2.004695075588185937e-01
1.156445556946182673e+00,2.520425413304869977e+01,7.041476746702686196e-01,7.170266692427276212e-01,8.402204192633757618e-01,5.619476041106254982e-01,5.799779862825076293e-01,7.043362112677237219e-01,6.656699751008635646e-01,2.629332823853116063e-01,2.004882787646951325e-01
1.158948685857321692e+00,2.535189622716721303e+01,7.064051198899821138e-01,7.160923581156429796e-01,8.434349369640679051e-01,5.623557373693361949e-01,5.791980616743405141e-01,7.046107127308975926e-01,6.659854083441935080e-01,2.629396689917034569e-01,2.005040036095975531e-01
1.161451814768460711e+00,2.550021809634514369e+01,7.086483885216110501e-01,7.151588722408858123e-01,8.466891168828865055e-01,5.627663471362467362e-01,5.784251100489916642e-01,7.048951927056885669e-01,6.663086347296214296e-01,2.629413729273606948e-01,2.005166428392423650e-01
1.163954943679599507e+00,2.564922090483524997e+01,7.108775041024687491e-01,7.142262369013728796e-01,8.499836190284747461e-01,5.631794461954773290e-01,5.776590759182832491e-01,7.051897410959551138e-01,6.666397229985516759e-01,2.629383328835485645e-01,2.005261565505202237e-01
1.166458072590738526e+00,2.579890580060292393e+01,7.130924910778424497e-01,7.132944771912812509e-01,8.533191180530801390e-01,5.635950473829673957e-01,5.768999041692548513e-01,7.054944496283144240e-01,6.669787431783015252e-01,2.629304865758403942e-01,2.005325041790555207e-01
1.168961201501877323e+00,2.594927391527625460e+01,7.152933747918923668e-01,7.123636180123301687e-01,8.566963036648109764e-01,5.640131635869352067e-01,5.761475400612365849e-01,7.058094118957749519e-01,6.673257666123124654e-01,2.629177707267631448e-01,2.005356444864049292e-01
1.171464330413016341e+00,2.610032636409933460e+01,7.174801814784294018e-01,7.114336840698878284e-01,8.601158810539208943e-01,5.644338077483466165e-01,5.754019292229711757e-01,7.061347234026513764e-01,6.676808659912315536e-01,2.629001210480608752e-01,2.005355355469453649e-01
1.173967459324155138e+00,2.625206424588881760e+01,7.196529382515757245e-01,7.105046998690843774e-01,8.635785713336764369e-01,5.648569928613974556e-01,5.746630176497825593e-01,7.064704816108715590e-01,6.680441153849370206e-01,2.628774722225465932e-01,2.005321347344289351e-01
1.176470588235294157e+00,2.640448864299397158e+01,7.218116730963152206e-01,7.095766897112596450e-01,8.670851119963975950e-01,5.652827319740074685e-01,5.739307517007881110e-01,7.068167859878301540e-01,6.684155902756172551e-01,2.628497578854885885e-01,2.005253987081636324e-01
1.178973717146433176e+00,2.655760062125948906e+01,7.239564148589260340e-01,7.086496776902476702e-01,8.706362573852675091e-01,5.657110381883247996e-01,5.732050780961598369e-01,7.071737380556801789e-01,6.687953675918227869e-01,2.628169106055834869e-01,2.005152833988555483e-01
1.181476846057571972e+00,2.671140122999229760e+01,7.260871932373142990e-01,7.077236876888250983e-01,8.742327791825768024e-01,5.661419246612446887e-01,5.724859439144265316e-01,7.075414414422267484e-01,6.691835257436052897e-01,2.627788618654618991e-01,2.005017439940712243e-01
1.183979974968710991e+00,2.686589150193098163e+01,7.282040387712349627e-01,7.067987433753213367e-01,8.778754669150417023e-01,5.665754046049377157e-01,5.717732965898217889e-01,7.079200019334741523e-01,6.695801446587789085e-01,2.627355420417171739e-01,2.004847349233113141e-01
1.186483103879849788e+00,2.702107245321892393e+01,7.303069828324175727e-01,7.058748682001163566e-01,8.815651284769219220e-01,5.670114912873933655e-01,5.710670839096744222e-01,7.083095275278020742e-01,6.699853058202827061e-01,2.626868803844780165e-01,2.004642098427076857e-01
1.188986232790988806e+00,2.717694508338065873e+01,7.323960576145917001e-01,7.049520853924600150e-01,8.853025906716582849e-01,5.674501980329732520e-01,5.703672540118401857e-01,7.087101284919714583e-01,6.703990923047840056e-01,2.626328049964583022e-01,2.004401216192935598e-01
1.191489361702127603e+00,2.733351037530126248e+01,7.344712961234152182e-01,7.040304179571948984e-01,8.890886997727986962e-01,5.678915382229785536e-01,5.696737553821770161e-01,7.091219174188897467e-01,6.708215888224707824e-01,2.625732428115241657e-01,2.004124223148733841e-01
1.193992490613266622e+00,2.749076929520948909e+01,7.365327321663170945e-01,7.031098886715591023e-01,8.929243221050287005e-01,5.683355252962296600e-01,5.689865368520586886e-01,7.095450092872601644e-01,6.712528817581175922e-01,2.625081195727416161e-01,2.003810631694623035e-01
1.196495619524405640e+00,2.764872279266375799e+01,7.385804003422451469e-01,7.021905200822644577e-01,8.968103446461354045e-01,5.687821727496585877e-01,5.683055475959306602e-01,7.099795215232528323e-01,6.716930592135199607e-01,2.624373598098688198e-01,2.003459945842667456e-01
1.198998748435544437e+00,2.780737180054164881e+01,7.406143360313339752e-01,7.012723345024237664e-01,9.007476756507999394e-01,5.692314941389138294e-01,5.676307371289037729e-01,7.104255740641260974e-01,6.721422110512434989e-01,2.623608868163296859e-01,2.003071661042299112e-01
1.201501877346683456e+00,2.796671723503277462e+01,7.426345753844900699e-01,7.003553540087483764e-01,9.047372452971462753e-01,5.696835030789797472e-01,5.669620553043869249e-01,7.108832894240223466e-01,6.726004289398426206e-01,2.622786226256043629e-01,2.002645264000918746e-01
1.204005006257822252e+00,2.812675999563444407e+01,7.446411553128957639e-01,6.994396004387194443e-01,9.087800063570039555e-01,5.701382132448064022e-01,5.662994523117591550e-01,7.113527927619111013e-01,6.730678064005259920e-01,2.621904879870557425e-01,2.002180232499750911e-01
1.206508135168961271e+00,2.828750096515136647e+01,7.466341134774452382e-01,6.985250953877932822e-01,9.128769348909361314e-01,5.705956383719560376e-01,5.656428786740754777e-01,7.118342119517938604e-01,6.735444388553467610e-01,2.620964023411717081e-01,2.001676035204764947e-01
1.209011264080100068e+00,2.844894100969777284e+01,7.486134882781012578e-01,6.976118602070753294e-01,9.170290309690648511e-01,5.710557922572594425e-01,5.649922852458132416e-01,7.123276776553966183e-01,6.740304236770727764e-01,2.619962837941530731e-01,2.001132131472128928e-01
1.211514392991239086e+00,2.861108097870334532e+01,7.505793188431895135e-01,6.966999160003811697e-01,9.212373194188518966e-01,5.715186887594886356e-01,5.643476232106515722e-01,7.128333233970830518e-01,6.745258602405437287e-01,2.618900490919623958e-01,2.000547971148976811e-01
1.214017521902378105e+00,2.877392170492225532e+01,7.525316450186273487e-01,6.957892836221832855e-01,9.255028506010007927e-01,5.719843418000416513e-01,5.637088440792865640e-01,7.133512856415904491e-01,6.750308499759368752e-01,2.617776135936355497e-01,1.999922994368027451e-01
1.216520650813516902e+00,2.893746400444505440e+01,7.544705073570883158e-01,6.948799836750931824e-01,9.298267012147111155e-01,5.724527653636408697e-01,5.630758996872818889e-01,7.138817038742290011e-01,6.755454964236831117e-01,2.616588912440028225e-01,1.999256631337061052e-01
1.219023779724655920e+00,2.910170867671440931e+01,7.563959471071154406e-01,6.939720365075239261e-01,9.342099751336179203e-01,5.729239734990458910e-01,5.624487421929508235e-01,7.144247206838751918e-01,6.760699052912599871e-01,2.615337945457213986e-01,1.998548302122512554e-01
1.221526908635794717e+00,2.926665650454334866e+01,7.583080062021720913e-01,6.930654622117854435e-01,9.386538042737476717e-01,5.733979803197800651e-01,5.618273240752743591e-01,7.149804818489484681e-01,6.766041845119956655e-01,2.614022345305747064e-01,1.997797416426792816e-01
1.224030037546933736e+00,2.943230825413708729e+01,7.602067272496494388e-01,6.921602806217337367e-01,9.431593494949648271e-01,5.738748000048706777e-01,5.612115981318489544e-01,7.155491364261945542e-01,6.771484443057457225e-01,2.612641207301209523e-01,1.997003373359904632e-01
1.226533166458072532e+00,2.959866467511787747e+01,7.620921535198222907e-01,6.912565113109987447e-01,9.477278015374023257e-01,5.743544467996034575e-01,5.606015174768673726e-01,7.161308368427415916e-01,6.777027972417747348e-01,2.611193611455518426e-01,1.996165561204272521e-01
1.229036295369211551e+00,2.976572650055286928e+01,7.639643289347624044e-01,6.903541735910089239e-01,9.523603819944779225e-01,5.748369350162915170e-01,5.599970355391303833e-01,7.167257389912923271e-01,6.782673583037331921e-01,2.609678622168332129e-01,1.995283357173270045e-01
1.231539424280350570e+00,2.993349444698520401e+01,7.658232980572114990e-01,6.894532865091783647e-01,9.570583443241715838e-01,5.753222790350577265e-01,5.593981060600878852e-01,7.173340023287083644e-01,6.788422449569091466e-01,2.608095287910637272e-01,1.994356127162908165e-01
1.234042553191489366e+00,3.010196921446810236e+01,7.676691060794167409e-01,6.885538688473441526e-01,9.618229749003308626e-01,5.758104933046334084e-01,5.588046830919114472e-01,7.179557899781592312e-01,6.794275772178679507e-01,2.606442640900208940e-01,1.993383225496409283e-01
1.236545682102628385e+00,3.027115148660190158e+01,7.695017988119319252e-01,6.876559391199932314e-01,9.666555941058575518e-01,5.763015923431684673e-01,5.582167209955940512e-01,7.185912688348214949e-01,6.800234777264604347e-01,2.604719696769249859e-01,1.992363994661819071e-01
1.239048811013767182e+00,3.044104193057436447e+01,7.713214226723914546e-01,6.867595155728225542e-01,9.715575574697467021e-01,5.767955907390593939e-01,5.576341744390792554e-01,7.192406096754717648e-01,6.806300718204409961e-01,2.602925454223359858e-01,1.991297765041980528e-01
1.241551939924906200e+00,3.061164119720365306e+01,7.731280246742530116e-01,6.858646161813638509e-01,9.765302568500235925e-01,5.772925031517897043e-01,5.570569983954177795e-01,7.199039872720401911e-01,6.812474876127270207e-01,2.601058894691909429e-01,1.990183854636839722e-01
1.244055068836044997e+00,3.078294992098442862e+01,7.749216524155201347e-01,6.849712586495519950e-01,9.815751216647704558e-01,5.777923443127855885e-01,5.564851481409514022e-01,7.205815805092531390e-01,6.818758560713886752e-01,2.599118981969717468e-01,1.989021568777947502e-01
1.246558197747184016e+00,3.095496872013699274e+01,7.767023540674453663e-01,6.840794604086335440e-01,9.866936201735324596e-01,5.782951290262881017e-01,5.559185792535226156e-01,7.212735725066806713e-01,6.825153111025804575e-01,2.597104661849327645e-01,1.987810199834559033e-01
1.249061326658323035e+00,3.112769819665883020e+01,7.784701783632111960e-01,6.831892386158622266e-01,9.918872608115095746e-01,5.788008721702365689e-01,5.553572476107114797e-01,7.219801507451809597e-01,6.831659896363971862e-01,2.595014861744263657e-01,1.986549026911530180e-01
1.251564455569461831e+00,3.130113893637978961e+01,7.802251745866061183e-01,6.823006101535631363e-01,9.971575935791210377e-01,5.793095886971721953e-01,5.548011093880954592e-01,7.227015071981458538e-01,6.838280317159357580e-01,2.592848490302327447e-01,1.985237315538234959e-01
