eta_proj,gamma_proj,stable,max_abs_delta_H,max_abs_delta_fsigma8,max_Omega_MAAT,min_cs2,max_cs2,min_P_X,mean_H_struct,mean_B_struct,mean_S_struct,mean_V_struct,mean_Respect_implicit,mean_R_emergent,mean_C_proj,trusted_w_fraction,trusted_w_min,trusted_w_max,scan_diagnostic_score
0.0,0.05,True,0.016969042533123823,0.018339098363062988,0.033093378394160454,1.0001090094549119,1.829978040905736,1.3634659968904848,0.9707230202759586,0.9300797545028213,0.8460269156983463,0.6060596525715697,0.8177514764462607,0.8047146274380386,0.9100711710017872,0.1544502617801047,0.9904569654672736,2.474553928659271,0.49813476463949513
0.0,0.0859375,True,0.016969042533123823,0.018339098363062988,0.033093378394160454,1.0001090094549119,1.829978040905736,1.3634659968904848,0.9707230202759586,0.9300797545028213,0.8460269156983463,0.6060596525715697,0.8177514764462607,0.8047146274380386,0.893768691694152,0.1544502617801047,0.9904569654672736,2.474553928659271,0.49813476463949513
0.0,0.121875,True,0.016969042533123823,0.018339098363062988,0.033093378394160454,1.0001090094549119,1.829978040905736,1.3634659968904848,0.9707230202759586,0.9300797545028213,0.8460269156983463,0.6060596525715697,0.8177514764462607,0.8047146274380386,0.8781041784658753,0.1544502617801047,0.9904569654672736,2.474553928659271,0.49813476463949513
0.0,0.1578125,True,0.016969042533123823,0.018339098363062988,0.033093378394160454,1.0001090094549119,1.829978040905736,1.3634659968904848,0.9707230202759586,0.9300797545028213,0.8460269156983463,0.6060596525715697,0.8177514764462607,0.8047146274380386,0.8630382360535883,0.1544502617801047,0.9904569654672736,2.474553928659271,0.49813476463949513
0.0,0.19374999999999998,True,0.016969042533123823,0.018339098363062988,0.033093378394160454,1.0001090094549119,1.829978040905736,1.3634659968904848,0.9707230202759586,0.9300797545028213,0.8460269156983463,0.6060596525715697,0.8177514764462607,0.8047146274380386,0.8485348003608654,0.1544502617801047,0.9904569654672736,2.474553928659271,0.49813476463949513
0.0,0.2296875,True,0.016969042533123823,0.018339098363062988,0.033093378394160454,1.0001090094549119,1.829978040905736,1.3634659968904848,0.9707230202759586,0.9300797545028213,0.8460269156983463,0.6060596525715697,0.8177514764462607,0.8047146274380386,0.834560782192062,0.1544502617801047,0.9904569654672736,2.474553928659271,0.49813476463949513
0.0,0.265625,True,0.016969042533123823,0.018339098363062988,0.033093378394160454,1.0001090094549119,1.829978040905736,1.3634659968904848,0.9707230202759586,0.9300797545028213,0.8460269156983463,0.6060596525715697,0.8177514764462607,0.8047146274380386,0.8210857568217614,0.1544502617801047,0.9904569654672736,2.474553928659271,0.49813476463949513
0.0,0.30156249999999996,True,0.016969042533123823,0.018339098363062988,0.033093378394160454,1.0001090094549119,1.829978040905736,1.3634659968904848,0.9707230202759586,0.9300797545028213,0.8460269156983463,0.6060596525715697,0.8177514764462607,0.8047146274380386,0.8080816925444673,0.1544502617801047,0.9904569654672736,2.474553928659271,0.49813476463949513
0.0,0.33749999999999997,True,0.016969042533123823,0.018339098363062988,0.033093378394160454,1.0001090094549119,1.829978040905736,1.3634659968904848,0.9707230202759586,0.9300797545028213,0.8460269156983463,0.6060596525715697,0.8177514764462607,0.8047146274380386,0.7955227125121275,0.1544502617801047,0.9904569654672736,2.474553928659271,0.49813476463949513
0.0,0.3734375,True,0.016969042533123823,0.018339098363062988,0.033093378394160454,1.0001090094549119,1.829978040905736,1.3634659968904848,0.9707230202759586,0.9300797545028213,0.8460269156983463,0.6060596525715697,0.8177514764462607,0.8047146274380386,0.783384885110351,0.1544502617801047,0.9904569654672736,2.474553928659271,0.49813476463949513
0.0,0.409375,True,0.016969042533123823,0.018339098363062988,0.033093378394160454,1.0001090094549119,1.829978040905736,1.3634659968904848,0.9707230202759586,0.9300797545028213,0.8460269156983463,0.6060596525715697,0.8177514764462607,0.8047146274380386,0.7716460388933308,0.1544502617801047,0.9904569654672736,2.474553928659271,0.49813476463949513
0.0,0.44531249999999994,True,0.016969042533123823,0.018339098363062988,0.033093378394160454,1.0001090094549119,1.829978040905736,1.3634659968904848,0.9707230202759586,0.9300797545028213,0.8460269156983463,0.6060596525715697,0.8177514764462607,0.8047146274380386,0.7602855987278279,0.1544502617801047,0.9904569654672736,2.474553928659271,0.49813476463949513
0.0,0.48124999999999996,True,0.016969042533123823,0.018339098363062988,0.033093378394160454,1.0001090094549119,1.829978040905736,1.3634659968904848,0.9707230202759586,0.9300797545028213,0.8460269156983463,0.6060596525715697,0.8177514764462607,0.8047146274380386,0.749284440315591,0.1544502617801047,0.9904569654672736,2.474553928659271,0.49813476463949513
0.0,0.5171875,True,0.016969042533123823,0.018339098363062988,0.033093378394160454,1.0001090094549119,1.829978040905736,1.3634659968904848,0.9707230202759586,0.9300797545028213,0.8460269156983463,0.6060596525715697,0.8177514764462607,0.8047146274380386,0.7386247606929304,0.1544502617801047,0.9904569654672736,2.474553928659271,0.49813476463949513
0.0,0.553125,True,0.016969042533123823,0.018339098363062988,0.033093378394160454,1.0001090094549119,1.829978040905736,1.3634659968904848,0.9707230202759586,0.9300797545028213,0.8460269156983463,0.6060596525715697,0.8177514764462607,0.8047146274380386,0.7282899626628276,0.1544502617801047,0.9904569654672736,2.474553928659271,0.49813476463949513
0.0,0.5890625,True,0.016969042533123823,0.018339098363062988,0.033093378394160454,1.0001090094549119,1.829978040905736,1.3634659968904848,0.9707230202759586,0.9300797545028213,0.8460269156983463,0.6060596525715697,0.8177514764462607,0.8047146274380386,0.7182645514125225,0.1544502617801047,0.9904569654672736,2.474553928659271,0.49813476463949513
