step,source,target,source_F_bridge,target_F_bridge,delta_F_bridge,tunnel_barrier_proxy,structural_action,P_structural
1,60,22,-1.9946584539656316,-1.9956561480822945,-0.0009976941166629505,0.4152469302567465,0.4769175931546348,0.25668422216218206
2,22,30,-1.9956561480822945,-4.332725445574565,-2.3370692974922704,0.3952958842424892,0.43097170188092493,0.2543619955738042
