source,target,source_candidate_id,target_candidate_id,source_background_id,target_background_id,source_type,target_type,feature_distance,tunnel_barrier_proxy,delta_F_bridge,structural_uphill,structural_downhill,avg_control,avg_tadpole,stability_loss,gamma_proxy,transition_weight,structural_action,energy_action,P_structural,P_energy,source_F_bridge,target_F_bridge,source_abs_energy,target_abs_energy
9,26,22,59,11,33,AdS minimum,AdS minimum,4.955584007040604,0.4392087475922357,0.24437531338593144,0.24437531338593144,0.0,0.009591349561273499,0.18,8.272649010265809e-09,0.6445462181144778,0.46094421375188005,0.7744782546921649,0.4392087475922357,0.14036761332164832,0.16572222588087657,-1.2798851110272786,-1.0355097976413472,1.5120518506755212e-14,8.386726975100753e-15
9,72,22,154,11,85,AdS minimum,AdS minimum,5.20324450068924,0.4712007085511417,-1.3247535046419827,0.0,1.3247535046419827,0.009570436067447003,0.1,5.1552193625070686e-09,0.6242522730676305,0.5788405707484439,0.5467281920917479,0.4712007085511417,0.1762696373783657,0.16050435685837866,-1.2798851110272786,-2.6046386156692614,1.5120518506755212e-14,9.443839446524109e-15
9,6,22,14,11,7,AdS minimum,AdS minimum,5.218558453760392,0.5304156156942891,-0.7117912386358562,0.0,0.7117912386358562,0.009429315418306815,0.12,1.874003202617658e-08,0.5883603870449315,0.5385968879217392,0.6187878767094506,0.5304156156942891,0.16401455413590924,0.15127602989659053,-1.2798851110272786,-1.991676349663135,1.5120518506755212e-14,3.1509935702007135e-15
10,35,24,77,13,42,dS minimum,dS minimum,4.0589719403749305,0.35637658177636933,0.4070702427184292,0.4070702427184292,0.0,0.008487241445700431,0.1,0.0,0.700208884673746,0.45991101508595233,0.7767222536773046,0.35637658177636933,0.17012443443058306,0.19172161043120967,-1.9998831018530765,-1.5928128591346473,2.494950291988872e-15,1.0627557417675658e-15
10,36,24,78,13,42,dS minimum,dS minimum,4.098148279187867,0.37328743040532214,0.4008396207175462,0.4008396207175462,0.0,0.008087835515702569,0.1,3.959273964238008e-09,0.6884673179616883,0.45479990315207464,0.7878977300519646,0.37328743040532214,0.16823379689736406,0.18850669538472312,-1.9998831018530765,-1.5990434811355303,2.494950291988872e-15,2.2029285171196132e-15
10,38,24,82,13,44,dS minimum,AdS minimum,4.264730115910148,0.45077447768949985,0.41152532517147344,0.41152532517147344,0.0,0.008774312606079353,0.1,0.0,0.6371345140244724,0.4167691748582643,0.8752227479519397,0.930920588922215,0.1541659534890941,0.10793188859568162,-1.9998831018530765,-1.588357776681603,2.494950291988872e-15,5.733906855106525e-15
10,48,24,103,13,56,dS minimum,AdS minimum,4.302384065255736,0.37862785236765073,0.004264325635761734,0.004264325635761734,0.0,0.00856164976342914,0.08,0.0,0.6848004121038301,0.6416769186764959,0.44367034389782023,0.37862785236765073,0.23736096613514762,0.18750267342533916,-1.9998831018530765,-1.9956187762173148,2.494950291988872e-15,1.7341339890211448e-15
10,32,24,71,13,39,dS minimum,dS minimum,4.3350095132012925,0.3552968445676187,0.9588976172950485,0.9588976172950485,0.0,0.0083271775048709,0.14,0.0,0.7009653345704849,0.2806857074259967,1.2705197145237679,0.3552968445676187,0.10382768766621421,0.19192873118558412,-1.9998831018530765,-1.040985484558028,2.494950291988872e-15,1.9996712722978376e-15
10,52,24,111,13,61,dS minimum,dS minimum,4.466690710337449,0.3794597384157747,0.4067779130569871,0.4067779130569871,0.0,0.008468402287049663,0.1,2.018802514047735e-09,0.6842309730822793,0.4495374073850479,0.7995362085440701,0.7265298629635888,0.16628716138159708,0.13240840097746237,-1.9998831018530765,-1.5931051887960894,2.494950291988872e-15,4.2167066457998865e-15
11,20,26,45,14,27,AdS minimum,AdS minimum,3.292149505686647,0.2659304130267756,0.3053061392392309,0.3053061392392309,0.0,0.00926641858980105,0.14,0.0,0.7664924635357877,0.5343876902007975,0.626633691828903,0.4899709282069711,0.14170825671604453,0.15587139135846584,-1.5879019296140673,-1.2825957903748364,4.372333158560342e-15,5.937258360812534e-15
11,6,26,14,14,7,AdS minimum,AdS minimum,3.4573797808672255,0.29001390454582315,-0.4037744200490676,0.0,0.4037744200490676,0.009167912899948423,0.1,2.6691682197821365e-09,0.748253163385835,0.6941281990092669,0.3650986107376426,0.29001390454582315,0.18406804427341958,0.19037356558882096,-1.5879019296140673,-1.991676349663135,4.372333158560342e-15,3.1509935702007135e-15
11,30,26,67,14,37,AdS minimum,dS minimum,4.321859403069044,0.42117969243234854,-2.7448235159604977,0.0,2.7448235159604977,0.009039966337796228,0.06,1.4948092319500006e-08,0.6562721636718563,0.6249249811468366,0.4701236666149936,0.42117969243234854,0.16571682185147207,0.1669713913798426,-1.5879019296140673,-4.332725445574565,4.372333158560342e-15,9.897236789312433e-16
11,0,26,0,14,0,AdS minimum,AdS minimum,4.606213565554614,0.385258531978791,-0.4045064100579796,0.0,0.4045064100579796,0.009135309933295862,0.1,1.8702223103517213e-09,0.6802747406934271,0.6310896349516416,0.4603073743080832,0.385258531978791,0.16735155700715762,0.17307822312411483,-1.5879019296140673,-1.992408339672047,4.372333158560342e-15,3.364864469033528e-15
11,12,26,29,14,15,AdS minimum,AdS minimum,4.634942727778241,0.3656574573304107,-1.0188198593693898,0.0,1.0188198593693898,0.00925768781381261,0.08,1.1947552391866623e-09,0.693740396201538,0.6519151165823818,0.427840914821671,0.3656574573304107,0.17287403207774782,0.1765042091105556,-1.5879019296140673,-2.606721788983457,4.372333158560342e-15,3.921326889136822e-15
11,21,26,47,14,28,AdS minimum,AdS minimum,4.735803536110851,0.3663557187971049,0.0002749573667368832,0.0002749573667368832,0.0,0.009252509287650748,0.12,0.0,0.6932561530988061,0.634595689213518,0.4547671927752471,0.6175535777854698,0.1682812880741582,0.13720121943820004,-1.5879019296140673,-1.5876269722473304,4.372333158560342e-15,6.206529553313801e-15
12,0,29,0,15,0,AdS minimum,AdS minimum,4.597672431307363,0.3901678705978794,0.6143134493114102,0.6143134493114102,0.0,0.009158244271066047,0.06,6.75467071165059e-10,0.676943226095224,0.38235401002162794,0.961408371717351,0.3901678705978794,0.1762450293852599,0.17530332265777004,-2.606721788983457,-1.992408339672047,3.921326889136822e-15,3.364864469033528e-15
12,11,29,26,15,14,AdS minimum,AdS minimum,4.634942727778241,0.3656574573304107,1.0188198593693898,1.0188198593693898,0.0,0.00925768781381261,0.08,0.0,0.693740396201538,0.27421637501765367,1.293837794389586,0.45333497757139296,0.1263992839258363,0.16457240723068847,-2.606721788983457,-1.5879019296140673,3.921326889136822e-15,4.372333158560342e-15
