family,instance,seed,algorithm,repeat,found,expansions,path_length
trap_bridge,9,1912,maat_v16_anchored,0,1,75,67.0
trap_bridge,9,1912,maat_v16_heavy,0,1,144,65.0
trap_bridge,10,2009,random_frontier,0,1,569,99.0
trap_bridge,10,2009,random_frontier,1,1,808,85.0
trap_bridge,10,2009,random_frontier,2,0,850,
trap_bridge,10,2009,random_frontier,3,1,728,79.0
trap_bridge,10,2009,random_frontier,4,1,494,87.0
trap_bridge,10,2009,random_frontier,5,0,850,
trap_bridge,10,2009,random_frontier,6,0,850,
trap_bridge,10,2009,random_frontier,7,1,643,91.0
trap_bridge,10,2009,distance_only,0,1,63,63.0
trap_bridge,10,2009,energy_only,0,1,198,65.0
trap_bridge,10,2009,connectivity_only,0,1,59,59.0
trap_bridge,10,2009,maat_v16_anchored,0,1,112,69.0
trap_bridge,10,2009,maat_v16_heavy,0,1,259,75.0
trap_bridge,11,2106,random_frontier,0,1,571,105.0
trap_bridge,11,2106,random_frontier,1,1,810,79.0
trap_bridge,11,2106,random_frontier,2,1,621,89.0
trap_bridge,11,2106,random_frontier,3,0,850,
trap_bridge,11,2106,random_frontier,4,0,850,
trap_bridge,11,2106,random_frontier,5,1,786,81.0
trap_bridge,11,2106,random_frontier,6,1,719,179.0
trap_bridge,11,2106,random_frontier,7,1,368,71.0
trap_bridge,11,2106,distance_only,0,1,63,63.0
trap_bridge,11,2106,energy_only,0,1,191,69.0
trap_bridge,11,2106,connectivity_only,0,1,59,59.0
trap_bridge,11,2106,maat_v16_anchored,0,1,103,67.0
trap_bridge,11,2106,maat_v16_heavy,0,1,196,69.0
trap_bridge,12,2203,random_frontier,0,1,584,83.0
trap_bridge,12,2203,random_frontier,1,0,850,
trap_bridge,12,2203,random_frontier,2,1,696,97.0
trap_bridge,12,2203,random_frontier,3,1,480,69.0
trap_bridge,12,2203,random_frontier,4,1,546,117.0
trap_bridge,12,2203,random_frontier,5,1,820,81.0
trap_bridge,12,2203,random_frontier,6,1,522,93.0
trap_bridge,12,2203,random_frontier,7,1,620,99.0
trap_bridge,12,2203,distance_only,0,1,59,59.0
trap_bridge,12,2203,energy_only,0,1,166,59.0
trap_bridge,12,2203,connectivity_only,0,1,59,59.0
trap_bridge,12,2203,maat_v16_anchored,0,1,85,59.0
trap_bridge,12,2203,maat_v16_heavy,0,1,198,69.0
trap_bridge,13,2300,random_frontier,0,0,850,
trap_bridge,13,2300,random_frontier,1,1,474,85.0
trap_bridge,13,2300,random_frontier,2,1,544,111.0
trap_bridge,13,2300,random_frontier,3,0,850,
trap_bridge,13,2300,random_frontier,4,1,771,85.0
trap_bridge,13,2300,random_frontier,5,1,724,71.0
trap_bridge,13,2300,random_frontier,6,1,724,85.0
trap_bridge,13,2300,random_frontier,7,0,850,
trap_bridge,13,2300,distance_only,0,1,59,59.0
trap_bridge,13,2300,energy_only,0,1,161,59.0
trap_bridge,13,2300,connectivity_only,0,1,59,59.0
trap_bridge,13,2300,maat_v16_anchored,0,1,92,65.0
trap_bridge,13,2300,maat_v16_heavy,0,1,189,63.0
