eta_g,beta_s,chi2_growth,max_abs_delta_mu_pct,max_abs_delta_slip_pct,max_abs_delta_Sigma_pct,max_abs_delta_Weyl_pct,max_abs_delta_EG_pct,stable
0.016,0.054,12.49869537,1.597292052,5.390860675,4.335776284,3.695503182,3.347175497,True
0.016,0.056,12.49869537,1.597292052,5.590522182,4.437201626,3.796306111,3.447639815,True
0.016,0.058,12.49869537,1.597292052,5.790183688,4.538626968,3.897109041,3.548104133,True
0.016,0.06,12.49869537,1.597292052,5.989845195,4.64005231,3.99791197,3.648568451,True
0.018,-0.06,12.53615309,1.796953558,5.989845195,1.251786407,1.932877545,2.30266553,True
0.018,-0.058,12.53615309,1.796953558,5.790183688,1.150161742,1.83195381,2.202122355,True
0.018,-0.056,12.53615309,1.796953558,5.590522182,1.048537076,1.731030075,2.10157918,True
0.018,-0.054,12.53615309,1.796953558,5.390860675,0.9469124106,1.630106341,2.001036005,True
0.018,-0.052,12.53615309,1.796953558,5.191199169,0.845287745,1.529182606,1.90049283,True
0.018,-0.05,12.53615309,1.796953558,4.991537662,0.7436630795,1.428258871,1.799949655,True
0.018,-0.048,12.53615309,1.796953558,4.791876156,0.642038414,1.327335136,1.699406479,True
0.018,-0.046,12.53615309,1.796953558,4.592214649,0.5404137485,1.226411402,1.598863304,True
0.018,-0.044,12.53615309,1.796953558,4.392553143,0.438789083,1.125487667,1.498320129,True
0.018,-0.042,12.53615309,1.796953558,4.192891636,0.3371644175,1.024563932,1.397776954,True
0.018,-0.04,12.53615309,1.796953558,3.99323013,0.2355397519,0.9236401973,1.297233779,True
0.018,-0.038,12.53615309,1.796953558,3.793568623,0.1339150864,0.8227164625,1.196690604,True
0.018,-0.036,12.53615309,1.796953558,3.593907117,0.03229042091,0.7217927278,1.096147428,True
0.018,-0.034,12.53615309,1.796953558,3.39424561,0.06933424461,0.620868993,0.9963305764,True
0.018,-0.032,12.53615309,1.796953558,3.194584104,0.1709589101,0.5199452582,0.904702399,True
0.018,-0.03,12.53615309,1.796953558,2.994922597,0.2725835756,0.4190215234,0.822317956,True
0.018,-0.028,12.53615309,1.796953558,2.795261091,0.3742082412,0.3180977887,0.748200486,True
0.018,-0.026,12.53615309,1.796953558,2.595599584,0.4758329067,0.2187258021,0.6815442662,True
0.018,-0.024,12.53615309,1.796953558,2.395938078,0.5774575722,0.1391589747,0.6217000785,True
0.018,-0.022,12.53615309,1.796953558,2.196276571,0.6790822377,0.09624657023,0.5682208771,True
0.018,-0.02,12.53615309,1.796953558,1.996615065,0.7807069032,0.08620178831,0.5210365818,True
0.018,-0.018,12.53615309,1.796953558,1.796953558,0.8823315687,0.1865208852,0.4816020224,True
0.018,-0.016,12.53615309,1.796953558,1.597292052,0.9839562342,0.2874446199,0.4560311845,True
0.018,-0.014,12.53615309,1.796953558,1.397630545,1.0855809,0.3883683547,0.4374039137,True
0.018,-0.012,12.53615309,1.796953558,1.197969039,1.187205565,0.4892920895,0.4219626757,True
0.018,-0.01,12.53615309,1.796953558,0.9983075324,1.288830231,0.5902158242,0.4086416318,True
0.018,-0.008,12.53615309,1.796953558,0.7986460259,1.390454896,0.691139559,0.3968898849,True
0.018,-0.006,12.53615309,1.796953558,0.5989845195,1.492079562,0.7920632938,0.4120001992,True
0.018,-0.004,12.53615309,1.796953558,0.399323013,1.593704227,0.8929870286,0.5125433743,True
0.018,-0.002,12.53615309,1.796953558,0.1996615065,1.695328893,0.9939107633,0.6130865495,True
0.018,0,12.53615309,1.796953558,0,1.796953558,1.094834498,0.7136297247,True
0.018,0.002,12.53615309,1.796953558,0.1996615065,1.898578224,1.195758233,0.8141728999,True
0.018,0.004,12.53615309,1.796953558,0.399323013,2.000202889,1.296681968,0.914716075,True
0.018,0.006,12.53615309,1.796953558,0.5989845195,2.101827555,1.397605702,1.01525925,True
0.018,0.008,12.53615309,1.796953558,0.7986460259,2.20345222,1.498529437,1.115802425,True
0.018,0.01,12.53615309,1.796953558,0.9983075324,2.305076886,1.599453172,1.216345601,True
0.018,0.012,12.53615309,1.796953558,1.197969039,2.406701551,1.700376907,1.316888776,True
0.018,0.014,12.53615309,1.796953558,1.397630545,2.508326217,1.801300641,1.417431951,True
0.018,0.016,12.53615309,1.796953558,1.597292052,2.609950882,1.902224376,1.517975126,True
0.018,0.018,12.53615309,1.796953558,1.796953558,2.711575548,2.003148111,1.618518301,True
0.018,0.02,12.53615309,1.796953558,1.996615065,2.813200214,2.104071846,1.719061476,True
0.018,0.022,12.53615309,1.796953558,2.196276571,2.914824879,2.204995581,1.819604652,True
0.018,0.024,12.53615309,1.796953558,2.395938078,3.016449545,2.305919315,1.920147827,True
0.018,0.026,12.53615309,1.796953558,2.595599584,3.11807421,2.40684305,2.020691002,True
0.018,0.028,12.53615309,1.796953558,2.795261091,3.219698876,2.507766785,2.121234177,True
0.018,0.03,12.53615309,1.796953558,2.994922597,3.321323541,2.60869052,2.221777352,True
0.018,0.032,12.53615309,1.796953558,3.194584104,3.422948207,2.709614254,2.322320527,True
0.018,0.034,12.53615309,1.796953558,3.39424561,3.524572872,2.810537989,2.422863703,True
0.018,0.036,12.53615309,1.796953558,3.593907117,3.626197538,2.911461724,2.523406878,True
0.018,0.038,12.53615309,1.796953558,3.793568623,3.727822203,3.012385459,2.623950053,True
0.018,0.04,12.53615309,1.796953558,3.99323013,3.829446869,3.113309193,2.724493228,True
0.018,0.042,12.53615309,1.796953558,4.192891636,3.931071534,3.214232928,2.825036403,True
0.018,0.044,12.53615309,1.796953558,4.392553143,4.0326962,3.315156663,2.925579578,True
0.018,0.046,12.53615309,1.796953558,4.592214649,4.134320865,3.416080398,3.026122754,True
0.018,0.048,12.53615309,1.796953558,4.791876156,4.235945531,3.517004133,3.126665929,True
0.018,0.05,12.53615309,1.796953558,4.991537662,4.337570196,3.617927867,3.227209104,True
0.018,0.052,12.53615309,1.796953558,5.191199169,4.439194862,3.718851602,3.327752279,True
0.018,0.054,12.53615309,1.796953558,5.390860675,4.540819527,3.819775337,3.428295454,True
0.018,0.056,12.53615309,1.796953558,5.590522182,4.642444193,3.920699072,3.52883863,True
0.018,0.058,12.53615309,1.796953558,5.790183688,4.744068858,4.021622806,3.629381805,True
0.018,0.06,12.53615309,1.796953558,5.989845195,4.845693524,4.122546541,3.72992498,True
0.02,-0.06,12.5736943,1.996615065,5.989845195,1.058104608,1.815644838,2.226112811,True
0.02,-0.058,12.5736943,1.996615065,5.790183688,0.9562806191,1.714600456,2.125490853,True
0.02,-0.056,12.5736943,1.996615065,5.590522182,0.85445663,1.613556073,2.024868895,True
0.02,-0.054,12.5736943,1.996615065,5.390860675,0.7526326409,1.512511691,1.924246938,True
0.02,-0.052,12.5736943,1.996615065,5.191199169,0.6508086518,1.411467309,1.82362498,True
0.02,-0.05,12.5736943,1.996615065,4.991537662,0.5489846627,1.310422926,1.723003022,True
0.02,-0.048,12.5736943,1.996615065,4.791876156,0.4471606736,1.209378544,1.622381064,True
0.02,-0.046,12.5736943,1.996615065,4.592214649,0.3453366845,1.108334162,1.521759106,True
0.02,-0.044,12.5736943,1.996615065,4.392553143,0.2435126954,1.007289779,1.421137148,True
0.02,-0.042,12.5736943,1.996615065,4.192891636,0.1416887063,0.9062453969,1.320515191,True
0.02,-0.04,12.5736943,1.996615065,3.99323013,0.03986471717,0.8052010145,1.219893233,True
0.02,-0.038,12.5736943,1.996615065,3.793568623,0.06195927193,0.7041566321,1.119518256,True
0.02,-0.036,12.5736943,1.996615065,3.593907117,0.163783261,0.6031122498,1.02575992,True
0.02,-0.034,12.5736943,1.996615065,3.39424561,0.2656072501,0.5020678674,0.9406768821,True
0.02,-0.032,12.5736943,1.996615065,3.194584104,0.3674312392,0.401023485,0.8634027824,True
0.02,-0.03,12.5736943,1.996615065,2.994922597,0.4692552283,0.2999791027,0.7932072099,True
0.02,-0.028,12.5736943,1.996615065,2.795261091,0.5710792174,0.2060940044,0.7294865547,True
0.02,-0.026,12.5736943,1.996615065,2.595599584,0.6729032065,0.1336141336,0.6717632351,True
0.02,-0.024,12.5736943,1.996615065,2.395938078,0.7747271956,0.10434113,0.6197325943,True
0.02,-0.022,12.5736943,1.996615065,2.196276571,0.8765511847,0.1041984268,0.5734504786,True
0.02,-0.02,12.5736943,1.996615065,1.996615065,0.9783751738,0.2052428092,0.5343989677,True
0.02,-0.018,12.5736943,1.996615065,1.796953558,1.080199163,0.3062871915,0.5083371014,True
0.02,-0.016,12.5736943,1.996615065,1.597292052,1.182023152,0.4073315739,0.4891048391,True
0.02,-0.014,12.5736943,1.996615065,1.397630545,1.283847141,0.5083759563,0.4730345255,True
0.02,-0.012,12.5736943,1.996615065,1.197969039,1.38567113,0.6094203386,0.4590742804,True
0.02,-0.01,12.5736943,1.996615065,0.9983075324,1.487495119,0.710464721,0.4466898008,True
0.02,-0.008,12.5736943,1.996615065,0.7986460259,1.589319108,0.8115091034,0.4355461388,True
0.02,-0.006,12.5736943,1.996615065,0.5989845195,1.691143098,0.9125534857,0.4906800499,True
0.02,-0.004,12.5736943,1.996615065,0.399323013,1.792967087,1.013597868,0.5913020077,True
0.02,-0.002,12.5736943,1.996615065,0.1996615065,1.894791076,1.11464225,0.6919239655,True
0.02,0,12.5736943,1.996615065,0,1.996615065,1.215686633,0.7925459233,True
0.02,0.002,12.5736943,1.996615065,0.1996615065,2.098439054,1.316731015,0.8931678811,True
0.02,0.004,12.5736943,1.996615065,0.399323013,2.200263043,1.417775398,0.9937898389,True
0.02,0.006,12.5736943,1.996615065,0.5989845195,2.302087032,1.51881978,1.094411797,True
0.02,0.008,12.5736943,1.996615065,0.7986460259,2.403911021,1.619864162,1.195033755,True
0.02,0.01,12.5736943,1.996615065,0.9983075324,2.50573501,1.720908545,1.295655712,True
0.02,0.012,12.5736943,1.996615065,1.197969039,2.607558999,1.821952927,1.39627767,True
0.02,0.014,12.5736943,1.996615065,1.397630545,2.709382989,1.922997309,1.496899628,True
0.02,0.016,12.5736943,1.996615065,1.597292052,2.811206978,2.024041692,1.597521586,True
0.02,0.018,12.5736943,1.996615065,1.796953558,2.913030967,2.125086074,1.698143544,True
0.02,0.02,12.5736943,1.996615065,1.996615065,3.014854956,2.226130456,1.798765501,True
0.02,0.022,12.5736943,1.996615065,2.196276571,3.116678945,2.327174839,1.899387459,True
0.02,0.024,12.5736943,1.996615065,2.395938078,3.218502934,2.428219221,2.000009417,True
0.02,0.026,12.5736943,1.996615065,2.595599584,3.320326923,2.529263604,2.100631375,True
0.02,0.028,12.5736943,1.996615065,2.795261091,3.422150912,2.630307986,2.201253333,True
0.02,0.03,12.5736943,1.996615065,2.994922597,3.523974901,2.731352368,2.30187529,True
0.02,0.032,12.5736943,1.996615065,3.194584104,3.62579889,2.832396751,2.402497248,True
0.02,0.034,12.5736943,1.996615065,3.39424561,3.72762288,2.933441133,2.503119206,True
0.02,0.036,12.5736943,1.996615065,3.593907117,3.829446869,3.034485515,2.603741164,True
0.02,0.038,12.5736943,1.996615065,3.793568623,3.931270858,3.135529898,2.704363122,True
0.02,0.04,12.5736943,1.996615065,3.99323013,4.033094847,3.23657428,2.804985079,True
0.02,0.042,12.5736943,1.996615065,4.192891636,4.134918836,3.337618662,2.905607037,True
0.02,0.044,12.5736943,1.996615065,4.392553143,4.236742825,3.438663045,3.006228995,True
0.02,0.046,12.5736943,1.996615065,4.592214649,4.338566814,3.539707427,3.106850953,True
0.02,0.048,12.5736943,1.996615065,4.791876156,4.440390803,3.64075181,3.207472911,True
0.02,0.05,12.5736943,1.996615065,4.991537662,4.542214792,3.741796192,3.308094868,True
0.02,0.052,12.5736943,1.996615065,5.191199169,4.644038781,3.842840574,3.408716826,True
0.02,0.054,12.5736943,1.996615065,5.390860675,4.745862771,3.943884957,3.509338784,True
0.02,0.056,12.5736943,1.996615065,5.590522182,4.84768676,4.044929339,3.609960742,True
0.02,0.058,12.5736943,1.996615065,5.790183688,4.949510749,4.145973721,3.7105827,True
0.02,0.06,12.5736943,1.996615065,5.989845195,5.051334738,4.247018104,3.811204658,True
0.022,-0.06,12.61131854,2.196276571,5.989845195,0.8644228093,1.698565315,2.149632265,True
0.022,-0.058,12.61131854,2.196276571,5.790183688,0.7623994966,1.597400442,2.048931599,True
0.022,-0.056,12.61131854,2.196276571,5.590522182,0.6603761839,1.49623557,1.948230932,True
0.022,-0.054,12.61131854,2.196276571,5.390860675,0.5583528712,1.395070698,1.847530266,True
0.022,-0.052,12.61131854,2.196276571,5.191199169,0.4563295585,1.293905825,1.7468296,True
0.022,-0.05,12.61131854,2.196276571,4.991537662,0.3543062458,1.192740953,1.646128934,True
0.022,-0.048,12.61131854,2.196276571,4.791876156,0.2522829332,1.091576081,1.545428268,True
0.022,-0.046,12.61131854,2.196276571,4.592214649,0.1502596205,0.9904112084,1.444727602,True
0.022,-0.044,12.61131854,2.196276571,4.392553143,0.04823630778,0.8892463361,1.344026935,True
0.022,-0.042,12.61131854,2.196276571,4.192891636,0.05378700491,0.7880814638,1.243344875,True
0.022,-0.04,12.61131854,2.196276571,3.99323013,0.1558103176,0.6869165914,1.147637863,True
0.022,-0.038,12.61131854,2.196276571,3.793568623,0.2578336303,0.5857517191,1.060131161,True
0.022,-0.036,12.61131854,2.196276571,3.593907117,0.359856943,0.4845868468,0.9800510126,True
0.022,-0.034,12.61131854,2.196276571,3.39424561,0.4618802557,0.3834219745,0.9067279913,True
0.022,-0.032,12.61131854,2.196276571,3.194584104,0.5639035683,0.2826050839,0.8395994592,True
0.022,-0.03,12.61131854,2.196276571,2.994922597,0.665926881,0.1965361221,0.7782038319,True
0.022,-0.028,12.61131854,2.196276571,2.795261091,0.7679501937,0.1295496275,0.7221801112,True
0.022,-0.026,12.61131854,2.196276571,2.595599584,0.8699735064,0.1125403717,0.671327177,True
0.022,-0.024,12.61131854,2.196276571,2.395938078,0.9719968191,0.1224023871,0.6257930441,True
0.022,-0.022,12.61131854,2.196276571,2.196276571,1.074020132,0.2235672594,0.5870559736,True
0.022,-0.02,12.61131854,2.196276571,1.996615065,1.176043444,0.3247321317,0.5605540176,True
0.022,-0.018,12.61131854,2.196276571,1.796953558,1.278066757,0.425897004,0.540783736,True
0.022,-0.016,12.61131854,2.196276571,1.597292052,1.38009007,0.5270618764,0.5241472508,True
0.022,-0.014,12.61131854,2.196276571,1.397630545,1.482113383,0.6282267487,0.5096142505,True
0.022,-0.012,12.61131854,2.196276571,1.197969039,1.584136695,0.729391621,0.4966563715,True
0.022,-0.01,12.61131854,2.196276571,0.9983075324,1.686160008,0.8305564933,0.4849467941,True
0.022,-0.008,12.61131854,2.196276571,0.7986460259,1.788183321,0.9317213656,0.4742587414,True
0.022,-0.006,12.61131854,2.196276571,0.5989845195,1.890206633,1.032886238,0.5692857218,True
0.022,-0.004,12.61131854,2.196276571,0.399323013,1.992229946,1.13405111,0.6699863879,True
0.022,-0.002,12.61131854,2.196276571,0.1996615065,2.094253259,1.235215983,0.7706870541,True
0.022,0,12.61131854,2.196276571,0,2.196276571,1.336380855,0.8713877203,True
0.022,0.002,12.61131854,2.196276571,0.1996615065,2.298299884,1.437545727,0.9720883865,True
0.022,0.004,12.61131854,2.196276571,0.399323013,2.400323197,1.5387106,1.072789053,True
0.022,0.006,12.61131854,2.196276571,0.5989845195,2.502346509,1.639875472,1.173489719,True
0.022,0.008,12.61131854,2.196276571,0.7986460259,2.604369822,1.741040344,1.274190385,True
0.022,0.01,12.61131854,2.196276571,0.9983075324,2.706393135,1.842205216,1.374891051,True
0.022,0.012,12.61131854,2.196276571,1.197969039,2.808416447,1.943370089,1.475591717,True
0.022,0.014,12.61131854,2.196276571,1.397630545,2.91043976,2.044534961,1.576292383,True
0.022,0.016,12.61131854,2.196276571,1.597292052,3.012463073,2.145699833,1.67699305,True
0.022,0.018,12.61131854,2.196276571,1.796953558,3.114486386,2.246864706,1.777693716,True
0.022,0.02,12.61131854,2.196276571,1.996615065,3.216509698,2.348029578,1.878394382,True
0.022,0.022,12.61131854,2.196276571,2.196276571,3.318533011,2.44919445,1.979095048,True
0.022,0.024,12.61131854,2.196276571,2.395938078,3.420556324,2.550359323,2.079795714,True
0.022,0.026,12.61131854,2.196276571,2.595599584,3.522579636,2.651524195,2.18049638,True
0.022,0.028,12.61131854,2.196276571,2.795261091,3.624602949,2.752689067,2.281197047,True
0.022,0.03,12.61131854,2.196276571,2.994922597,3.726626262,2.85385394,2.381897713,True
0.022,0.032,12.61131854,2.196276571,3.194584104,3.828649574,2.955018812,2.482598379,True
0.022,0.034,12.61131854,2.196276571,3.39424561,3.930672887,3.056183684,2.583299045,True
0.022,0.036,12.61131854,2.196276571,3.593907117,4.0326962,3.157348557,2.683999711,True
0.022,0.038,12.61131854,2.196276571,3.793568623,4.134719512,3.258513429,2.784700377,True
0.022,0.04,12.61131854,2.196276571,3.99323013,4.236742825,3.359678301,2.885401044,True
0.022,0.042,12.61131854,2.196276571,4.192891636,4.338766138,3.460843174,2.98610171,True
0.022,0.044,12.61131854,2.196276571,4.392553143,4.44078945,3.562008046,3.086802376,True
0.022,0.046,12.61131854,2.196276571,4.592214649,4.542812763,3.663172918,3.187503042,True
0.022,0.048,12.61131854,2.196276571,4.791876156,4.644836076,3.76433779,3.288203708,True
0.022,0.05,12.61131854,2.196276571,4.991537662,4.746859389,3.865502663,3.388904374,True
0.022,0.052,12.61131854,2.196276571,5.191199169,4.848882701,3.966667535,3.489605041,True
0.022,0.054,12.61131854,2.196276571,5.390860675,4.950906014,4.067832407,3.590305707,True
0.022,0.056,12.61131854,2.196276571,5.590522182,5.052929327,4.16899728,3.691006373,True
0.022,0.058,12.61131854,2.196276571,5.790183688,5.154952639,4.270162152,3.791707039,True
0.022,0.06,12.61131854,2.196276571,5.989845195,5.256975952,4.371327024,3.892407705,True
0.024,-0.06,12.64902539,2.395938078,5.989845195,0.6707410104,1.58163863,2.073223684,True
0.024,-0.058,12.64902539,2.395938078,5.790183688,0.5685183741,1.480353425,1.972444384,True
0.024,-0.056,12.64902539,2.395938078,5.590522182,0.4662957378,1.37906822,1.871665083,True
0.024,-0.054,12.64902539,2.395938078,5.390860675,0.3640731015,1.277783015,1.770885783,True
0.024,-0.052,12.64902539,2.395938078,5.191199169,0.2618504653,1.17649781,1.670106482,True
0.024,-0.05,12.64902539,2.395938078,4.991537662,0.159627829,1.075212605,1.569327182,True
0.024,-0.048,12.64902539,2.395938078,4.791876156,0.05740519273,0.9739274004,1.468547881,True
0.024,-0.046,12.64902539,2.395938078,4.592214649,0.04528973463,0.8726421954,1.367768581,True
0.024,-0.044,12.64902539,2.395938078,4.392553143,0.1470400798,0.7713569904,1.270287844,True
0.024,-0.042,12.64902539,2.395938078,4.192891636,0.2492627161,0.6700717854,1.180566157,True
0.024,-0.04,12.64902539,2.395938078,3.99323013,0.3514853524,0.5687865805,1.097942503,True
0.024,-0.038,12.64902539,2.395938078,3.793568623,0.4537079886,0.4675013755,1.021804074,True
0.024,-0.036,12.64902539,2.395938078,3.593907117,0.5559306249,0.3662161705,0.9516259491,True
0.024,-0.034,12.64902539,2.395938078,3.39424561,0.6581532612,0.2685602737,0.8869645159,True
0.024,-0.032,12.64902539,2.395938078,3.194584104,0.7603758975,0.1891372755,0.8274554875,True
0.024,-0.03,12.64902539,2.395938078,2.994922597,0.8625985337,0.1320375157,0.7728262687,True
0.024,-0.028,12.64902539,2.395938078,2.795261091,0.96482117,0.120801946,0.7229551622,True
0.024,-0.026,12.64902539,2.395938078,2.595599584,1.067043806,0.1402098544,0.6780495079,True
0.024,-0.024,12.64902539,2.395938078,2.395938078,1.169266443,0.2414950594,0.639574144,True
0.024,-0.022,12.64902539,2.395938078,2.196276571,1.271489079,0.3427802643,0.61267414,True
0.024,-0.02,12.64902539,2.395938078,1.996615065,1.373711715,0.4440654693,0.5924163615,True
0.024,-0.018,12.64902539,2.395938078,1.796953558,1.475934351,0.5453506743,0.5752709377,True
0.024,-0.016,12.64902539,2.395938078,1.597292052,1.578156988,0.6466358793,0.5602166823,True
0.024,-0.014,12.64902539,2.395938078,1.397630545,1.680379624,0.7479210842,0.5467359843,True
0.024,-0.012,12.64902539,2.395938078,1.197969039,1.78260226,0.8492062892,0.5345083641,True
0.024,-0.01,12.64902539,2.395938078,0.9983075324,1.884824896,0.9504914942,0.5233078822,True
0.024,-0.008,12.64902539,2.395938078,0.7986460259,1.987047533,1.051776699,0.5470381279,True
0.024,-0.006,12.64902539,2.395938078,0.5989845195,2.089270169,1.153061904,0.6478174284,True
0.024,-0.004,12.64902539,2.395938078,0.399323013,2.191492805,1.254347109,0.7485967289,True
0.024,-0.002,12.64902539,2.395938078,0.1996615065,2.293715442,1.355632314,0.8493760293,True
0.024,0,12.64902539,2.395938078,0,2.395938078,1.456917519,0.9501553298,True
0.024,0.002,12.64902539,2.395938078,0.1996615065,2.498160714,1.558202724,1.05093463,True
0.024,0.004,12.64902539,2.395938078,0.399323013,2.60038335,1.659487929,1.151713931,True
0.024,0.006,12.64902539,2.395938078,0.5989845195,2.702605987,1.760773134,1.252493231,True
0.024,0.008,12.64902539,2.395938078,0.7986460259,2.804828623,1.862058339,1.353272532,True
0.024,0.01,12.64902539,2.395938078,0.9983075324,2.907051259,1.963343544,1.454051832,True
0.024,0.012,12.64902539,2.395938078,1.197969039,3.009273895,2.064628749,1.554831133,True
0.024,0.014,12.64902539,2.395938078,1.397630545,3.111496532,2.165913954,1.655610433,True
0.024,0.016,12.64902539,2.395938078,1.597292052,3.213719168,2.267199159,1.756389734,True
0.024,0.018,12.64902539,2.395938078,1.796953558,3.315941804,2.368484364,1.857169034,True
0.024,0.02,12.64902539,2.395938078,1.996615065,3.418164441,2.469769569,1.957948334,True
0.024,0.022,12.64902539,2.395938078,2.196276571,3.520387077,2.571054774,2.058727635,True
0.024,0.024,12.64902539,2.395938078,2.395938078,3.622609713,2.672339979,2.159506935,True
0.024,0.026,12.64902539,2.395938078,2.595599584,3.724832349,2.773625184,2.260286236,True
0.024,0.028,12.64902539,2.395938078,2.795261091,3.827054986,2.874910389,2.361065536,True
0.024,0.03,12.64902539,2.395938078,2.994922597,3.929277622,2.976195594,2.461844837,True
0.024,0.032,12.64902539,2.395938078,3.194584104,4.031500258,3.077480799,2.562624137,True
0.024,0.034,12.64902539,2.395938078,3.39424561,4.133722894,3.178766004,2.663403438,True
0.024,0.036,12.64902539,2.395938078,3.593907117,4.235945531,3.280051209,2.764182738,True
0.024,0.038,12.64902539,2.395938078,3.793568623,4.338168167,3.381336414,2.864962039,True
0.024,0.04,12.64902539,2.395938078,3.99323013,4.440390803,3.482621619,2.965741339,True
0.024,0.042,12.64902539,2.395938078,4.192891636,4.54261344,3.583906824,3.06652064,True
0.024,0.044,12.64902539,2.395938078,4.392553143,4.644836076,3.685192029,3.16729994,True
0.024,0.046,12.64902539,2.395938078,4.592214649,4.747058712,3.786477234,3.268079241,True
0.024,0.048,12.64902539,2.395938078,4.791876156,4.849281348,3.887762439,3.368858541,True
0.024,0.05,12.64902539,2.395938078,4.991537662,4.951503985,3.989047643,3.469637841,True
0.024,0.052,12.64902539,2.395938078,5.191199169,5.053726621,4.090332848,3.570417142,True
0.024,0.054,12.64902539,2.395938078,5.390860675,5.155949257,4.191618053,3.671196442,True
0.024,0.056,12.64902539,2.395938078,5.590522182,5.258171893,4.292903258,3.771975743,True
0.024,0.058,12.64902539,2.395938078,5.790183688,5.36039453,4.394188463,3.872755043,True
0.024,0.06,12.64902539,2.395938078,5.989845195,5.462617166,4.495473668,3.973534344,True
0.026,-0.06,12.6868144,2.595599584,5.989845195,0.4770592115,1.464864442,1.996886863,True
0.026,-0.058,12.6868144,2.595599584,5.790183688,0.3746372516,1.363459061,1.896029002,True
0.026,-0.056,12.6868144,2.595599584,5.590522182,0.2722152917,1.262053681,1.795171141,True
0.026,-0.054,12.6868144,2.595599584,5.390860675,0.1697933319,1.1606483,1.69431328,True
0.026,-0.052,12.6868144,2.595599584,5.191199169,0.06737137202,1.059242919,1.593455419,True
0.026,-0.05,12.6868144,2.595599584,4.991537662,0.03846153642,0.9578375386,1.492597558,True
0.026,-0.048,12.6868144,2.595599584,4.791876156,0.1374725477,0.8564321579,1.393688761,True
0.026,-0.046,12.6868144,2.595599584,4.592214649,0.2398945076,0.7550267772,1.301906201,True
0.026,-0.044,12.6868144,2.595599584,4.392553143,0.3423164674,0.6536213965,1.216941412,True
0.026,-0.042,12.6868144,2.595599584,4.192891636,0.4447384273,0.5522160158,1.138228401,True
0.026,-0.04,12.6868144,2.595599584,3.99323013,0.5471603871,0.4508106351,1.065277032,True
0.026,-0.038,12.6868144,2.595599584,3.793568623,0.649582347,0.3494052544,0.9976604332,True
0.026,-0.036,12.6868144,2.595599584,3.593907117,0.7520043069,0.2574606845,0.9350275451,True
0.026,-0.034,12.6868144,2.595599584,3.39424561,0.8544262667,0.1833249394,0.8770821239,True
0.026,-0.032,12.6868144,2.595599584,3.194584104,0.9568482266,0.1398246743,0.8236201772,True
0.026,-0.03,12.6868144,2.595599584,2.994922597,1.059270186,0.1291034337,0.7745780821,True
0.026,-0.028,12.6868144,2.595599584,2.795261091,1.161692146,0.1576216491,0.7302105326,True
0.026,-0.026,12.6868144,2.595599584,2.595599584,1.264114106,0.2590270297,0.691954756,True
0.026,-0.024,12.6868144,2.595599584,2.395938078,1.366536066,0.3604324104,0.6646885652,True
0.026,-0.022,12.6868144,2.595599584,2.196276571,1.468958026,0.4618377911,0.6439869943,True
0.026,-0.02,12.6868144,2.595599584,1.996615065,1.571379986,0.5632431718,0.6263783329,True
0.026,-0.018,12.6868144,2.595599584,1.796953558,1.673801946,0.6646485525,0.6108482808,True
0.026,-0.016,12.6868144,2.595599584,1.597292052,1.776223905,0.7660539332,0.5968911666,True
0.026,-0.014,12.6868144,2.595599584,1.397630545,1.878645865,0.8674593139,0.5841849422,True
0.026,-0.012,12.6868144,2.595599584,1.197969039,1.981067825,0.9688646946,0.5725121624,True
0.026,-0.01,12.6868144,2.595599584,0.9983075324,2.083489785,1.070270075,0.5617163188,True
0.026,-0.008,12.6868144,2.595599584,0.7986460259,2.185911745,1.171675456,0.6254175212,True
0.026,-0.006,12.6868144,2.595599584,0.5989845195,2.288333705,1.273080837,0.7262753821,True
0.026,-0.004,12.6868144,2.595599584,0.399323013,2.390755665,1.374486217,0.827133243,True
0.026,-0.002,12.6868144,2.595599584,0.1996615065,2.493177624,1.475891598,0.927991104,True
0.026,0,12.6868144,2.595599584,0,2.595599584,1.577296979,1.028848965,True
0.026,0.002,12.6868144,2.595599584,0.1996615065,2.698021544,1.67870236,1.129706826,True
0.026,0.004,12.6868144,2.595599584,0.399323013,2.800443504,1.78010774,1.230564687,True
0.026,0.006,12.6868144,2.595599584,0.5989845195,2.902865464,1.881513121,1.331422548,True
0.026,0.008,12.6868144,2.595599584,0.7986460259,3.005287424,1.982918502,1.432280409,True
0.026,0.01,12.6868144,2.595599584,0.9983075324,3.107709384,2.084323882,1.533138269,True
0.026,0.012,12.6868144,2.595599584,1.197969039,3.210131343,2.185729263,1.63399613,True
0.026,0.014,12.6868144,2.595599584,1.397630545,3.312553303,2.287134644,1.734853991,True
0.026,0.016,12.6868144,2.595599584,1.597292052,3.414975263,2.388540024,1.835711852,True
0.026,0.018,12.6868144,2.595599584,1.796953558,3.517397223,2.489945405,1.936569713,True
0.026,0.02,12.6868144,2.595599584,1.996615065,3.619819183,2.591350786,2.037427574,True
0.026,0.022,12.6868144,2.595599584,2.196276571,3.722241143,2.692756166,2.138285435,True
0.026,0.024,12.6868144,2.595599584,2.395938078,3.824663103,2.794161547,2.239143296,True
0.026,0.026,12.6868144,2.595599584,2.595599584,3.927085062,2.895566928,2.340001157,True
0.026,0.028,12.6868144,2.595599584,2.795261091,4.029507022,2.996972309,2.440859018,True
