z,a,D_LCDM,D_MAAT_eta002,f_LCDM,f_MAAT_eta002,fsigma8_LCDM,fsigma8_MAAT_eta002,C_hat,mu_eta002,eta_slip_beta003,Sigma_eta002_beta003,Weyl_proxy,EG_proxy,delta_D_pct,delta_fsigma8_pct,delta_mu_pct,delta_slip_pct,delta_Sigma_pct,delta_Weyl_pct,delta_EG_pct
8.168978530685087058e-01,5.503886739208412315e-01,6.590404750185049343e-01,6.582448116273339478e-01,8.441232191535981144e-01,8.480177958204877520e-01,4.511685189006860441e-01,4.527028878701185310e-01,3.940469926484956725e-02,1.000788093985296889e+00,1.001182140977945556e+00,1.001379630293367073e+00,1.000170658852779226e+00,9.967807294659785100e-01,-1.207305804925934839e-01,3.400877732274226739e-01,7.880939852968893433e-02,1.182140977945556060e-01,1.379630293367073435e-01,1.706588527792263221e-02,-3.219270534021489993e-01
8.136813408162693051e-01,5.513647725735204563e-01,6.600265566661797090e-01,6.592342424674160206e-01,8.434654021550358483e-01,8.473436604290776053e-01,4.514914572567201856e-01,4.530229423910421827e-01,3.892439777387340927e-02,1.000778487955477525e+00,1.001167731933216176e+00,1.001362808454708153e+00,1.000160744744938546e+00,9.967796106583847182e-01,-1.200427756673456692e-01,3.392057833446862625e-01,7.784879554775248067e-02,1.167731933216176188e-01,1.362808454708153150e-01,1.607447449385457361e-02,-3.220389341615281786e-01
8.104705228583188870e-01,5.523426023093868098e-01,6.610133420415467143e-01,6.602243707317970722e-01,8.428055071254951791e-01,8.466674995065965881e-01,4.518127104993518439e-01,4.533413093525343607e-01,3.844986274585448366e-02,1.000768997254917192e+00,1.001153495882375566e+00,1.001346188713688523e+00,1.000151003437121711e+00,9.967786443661011964e-01,-1.193578494668346285e-01,3.383257747426097750e-01,7.689972549171919525e-02,1.153495882375565884e-01,1.346188713688523109e-01,1.510034371217106042e-02,-3.221355633898803639e-01
8.072653891138665827e-01,5.533221661984669693e-01,6.620008274529048942e-01,6.612151927235428994e-01,8.421435330987051548e-01,8.459893121308597053e-01,4.521322694695645850e-01,4.536579796968204237e-01,3.798103077351197565e-02,1.000759620615470302e+00,1.001139430923205342e+00,1.001329768844682500e+00,1.000141432804416253e+00,9.967778283247775706e-01,-1.186757926549397435e-01,3.374477625863292474e-01,7.596206154703022406e-02,1.139430923205342339e-01,1.329768844682499562e-01,1.414328044162527220e-02,-3.222171675222429421e-01
8.040659295199683587e-01,5.543034673162322568e-01,6.629890091885521919e-01,6.622067047259376782e-01,8.414794791545878727e-01,8.453090974224600762e-01,4.524501250172686118e-01,4.539729443738559911e-01,3.751783888506408926e-02,1.000750356777701189e+00,1.001125535166552005e+00,1.001313546637447649e+00,1.000132030737252542e+00,9.967771602886393856e-01,-1.179965959876159015e-01,3.365717617006422913e-01,7.503567777011888040e-02,1.125535166552005251e-01,1.313546637447648990e-01,1.320307372525419964e-02,-3.222839711360614423e-01
8.008721340314941539e-01,5.552865087436084091e-01,6.639778835168048676e-01,6.631989030025017273e-01,8.408133444195338146e-01,8.446268545450830167e-01,4.527662680017587316e-01,4.542861943417904058e-01,3.706022455071268651e-02,1.000741204491014225e+00,1.001111806736521448e+00,1.001297519897348165e+00,1.000122795141624721e+00,9.967766380306776197e-01,-1.173202502133378483e-01,3.356977865731309851e-01,7.412044910142245868e-02,1.111806736521447903e-01,1.297519897348164974e-01,1.227951416247208272e-02,-3.223361969322380283e-01
7.976839926210970155e-01,5.562712935669850145e-01,6.649674466860191480e-01,6.641917837970098271e-01,8.401451280666727417e-01,8.439425827058203433e-01,4.530806892921733775e-01,4.545977205674334165e-01,3.660812568872829492e-02,1.000732162513774615e+00,1.001098243770661922e+00,1.001281686445565589e+00,1.000113723939293875e+00,9.967762593428173279e-01,-1.166467460738073308e-01,3.348258513577406226e-01,7.321625137746146095e-02,1.098243770661921914e-01,1.281686445565588528e-01,1.137239392938749205e-02,-3.223740657182672109e-01
7.945014952791822349e-01,5.572578248782252830e-01,6.659576949246129862e-01,6.651853433335105370e-01,8.394748293161456987e-01,8.432562811554812354e-01,4.533933797679554067e-01,4.549075140267224704e-01,3.616148067114506592e-02,1.000723229613422971e+00,1.001084844420134345e+00,1.001266044119295540e+00,1.000104815067981878e+00,9.967760220360790679e-01,-1.159760743045217257e-01,3.339559698780759645e-01,7.232296134229709850e-02,1.084844420134345455e-01,1.266044119295539616e-01,1.048150679818782294e-02,-3.223977963920932055e-01
7.913246320138758172e-01,5.582461057746755939e-01,6.669486244410892661e-01,6.661795778163467352e-01,8.388024474353734661e-01,8.425679491889040973e-01,4.537043303193163957e-01,4.552155657051941695e-01,3.572022832907685574e-02,1.000714404566581450e+00,1.001071606849872397e+00,1.001250590771931126e+00,1.000096066481548363e+00,9.967759239407222305e-01,-1.153082256353704926e-01,3.330881556308198932e-01,7.144045665814502399e-02,1.071606849872397405e-01,1.250590771931126000e-01,9.606648154836250342e-03,-3.224076059277769524e-01
7.881533928509916187e-01,5.592361393591757102e-01,6.679402314240594496e-01,6.671744834301770455e-01,8.381279817393243459e-01,8.418775861452635345e-01,4.540135318477007687e-01,4.555218665984555049e-01,3.528430795766460820e-02,1.000705686159153229e+00,1.001058529238729955e+00,1.001235324273234584e+00,1.000087476150159471e+00,9.967759629063800420e-01,-1.146431907911606013e-01,3.322224217891171505e-01,7.056861591532292977e-02,1.058529238729954969e-01,1.235324273234583714e-01,8.747615015947118877e-03,-3.224037093619958050e-01
7.849877678340013709e-01,5.602279287400679930e-01,6.689325120422688897e-01,6.681700563399985970e-01,8.374514315907810591e-01,8.411851914083782189e-01,4.543209752662539791e-01,4.558264077126596980e-01,3.485365932066637751e-02,1.000697073186413322e+00,1.001045609779620094e+00,1.001220242509493819e+00,1.000079042060439294e+00,9.967761368021789137e-01,-1.139809604921870334e-01,3.313587812060543314e-01,6.970731864133217215e-02,1.045609779620093605e-01,1.220242509493818517e-01,7.904206043929384862e-03,-3.223863197821086324e-01
7.818277470240042604e-01,5.612214770312072831e-01,6.699254624446229212e-01,6.691662926911703391e-01,8.367727964006044239e-01,8.404907644070167549e-01,4.546266515002915232e-01,4.561291800649825978e-01,3.442822265469901166e-02,1.000688564453094065e+00,1.001032846679640986e+00,1.001205343383669177e+00,1.000070762215611531e+00,9.967764435168444681e-01,-1.133215254548316647e-01,3.304972464180558900e-01,6.885644530940648878e-02,1.032846679640986309e-01,1.205343383669177371e-01,7.076221561153062112e-03,-3.223556483155531893e-01
7.786733204996931779e-01,5.622167873519708925e-01,6.709190787602139494e-01,6.701631886094375767e-01,8.360920756279960342e-01,8.397943046152007707e-01,4.549305514877697298e-01,4.564301746841013530e-01,3.400793867314249458e-02,1.000680158773462836e+00,1.001020238160194253e+00,1.001190624815527785e+00,1.000062634635629832e+00,9.967768809588007928e-01,-1.126648763921240803e-01,3.296378296483652992e-01,6.801587734628355975e-02,1.020238160194253396e-01,1.190624815527785429e-01,6.263463562983240251e-03,-3.223119041199207224e-01
7.755244783573258527e-01,5.632138628272682634e-01,6.719133570983495396e-01,6.711607402009578394e-01,8.354092687807601614e-01,8.390958115525067873e-01,4.552326661797596041e-01,4.567293826106752497e-01,3.359274856971689038e-02,1.000671854971394437e+00,1.001007782457091544e+00,1.001176084741767225e+00,1.000054657357297483e+00,9.967774470562550393e-01,-1.120110040142479058e-01,3.287805428103067751e-01,6.718549713944366175e-02,1.007782457091543904e-01,1.176084741767224884e-01,5.465735729748288918e-03,-3.222552943744960707e-01
7.723812107106926561e-01,5.642127065875507386e-01,6.729082935485816153e-01,6.721589435523275258e-01,8.347243754155617701e-01,8.383952847843659795e-01,4.555329865409202816e-01,4.570267948978288253e-01,3.318259402174152106e-02,1.000663651880434823e+00,1.000995477820652235e+00,1.001161721116124559e+00,1.000046828434371760e+00,9.967781397572688107e-01,-1.113598990290924490e-01,3.279253975111099395e-01,6.636518804348234823e-02,9.954778206522352235e-02,1.161721116124558861e-01,4.682843437175954193e-03,-3.221860242731189317e-01
7.692435076910857372e-01,5.652133217688214417e-01,6.739038841807365454e-01,6.731577947306097709e-01,8.340373951381855333e-01,8.376927239223626032e-01,4.558315035499773127e-01,4.573224026116360919e-01,3.277741719308600865e-02,1.000655548343861723e+00,1.000983322515792473e+00,1.001147531909481359e+00,1.000039145937665630e+00,9.967789570298268842e-01,-1.107115521427501359e-01,3.270724050548904360e-01,6.555483438617226710e-02,9.833225157924729842e-02,1.147531909481358525e-01,3.914593766563001509e-03,-3.221042970173115805e-01
7.661113594472686028e-01,5.662157115126450480e-01,6.749001250449466749e-01,6.741572897833629785e-01,8.333483276037899623e-01,8.369881286245302032e-01,4.561282082001998361e-01,4.576161968316077022e-01,3.237716073682347928e-02,1.000647543214736368e+00,1.000971314822104663e+00,1.001133515109949856e+00,1.000031607955128354e+00,9.967798968618837296e-01,-1.100659540601248848e-01,3.262215764465001278e-01,6.475432147363680002e-02,9.713148221046630226e-02,1.133515109949856381e-01,3.160795512835434806e-03,-3.220103138116270358e-01
7.629847561454441429e-01,5.672198789661577756e-01,6.758970121716824098e-01,6.751574247386709082e-01,8.326571725171625360e-01,8.362814985956449343e-01,4.564230914998814725e-01,4.579081686511784488e-01,3.198176779759412391e-02,1.000639635355951906e+00,1.000959453033927860e+00,1.001119668722957101e+00,1.000024212591927419e+00,9.967809572614129143e-01,-1.094230954853875476e-01,3.253729223946071891e-01,6.396353559519063481e-02,9.594530339278595221e-02,1.119668722957101181e-01,2.421259192741942456e-03,-3.219042738587085672e-01
7.598636879692246549e-01,5.682258272820771561e-01,6.768945415717854130e-01,6.761581956051735398e-01,8.319639296329705003e-01,8.355728335875185486e-01,4.567161444728214392e-01,4.581983091781984263e-01,3.159118201368971146e-02,1.000631823640273810e+00,1.000947735460410604e+00,1.001105990771313570e+00,1.000016957970511600e+00,9.967821362564360799e-01,-1.087829671224764816e-01,3.245264533155097775e-01,6.318236402738097723e-02,9.477354604106036362e-02,1.105990771313569709e-01,1.695797051159964042e-03,-3.217863743563920131e-01
7.567481451196009790e-01,5.692335596187119151e-01,6.778927092365033547e-01,6.771595983720993805e-01,8.312685987560120005e-01,8.348621333992874982e-01,4.570073581588093292e-01,4.584866095354245830e-01,3.120534751886711727e-02,1.000624106950377401e+00,1.000936160425565991e+00,1.001092479295274451e+00,1.000009842230670243e+00,9.967834318950499206e-01,-1.081455596756102921e-01,3.236821793362058552e-01,6.241069503774010485e-02,9.361604255659905505e-02,1.092479295274451090e-01,9.842230670242813062e-04,-3.216568104950079388e-01
7.536381178149103022e-01,5.702430791399722976e-01,6.788915111375254385e-01,6.781616290092982169e-01,8.305711797414626618e-01,8.341493978777014817e-01,4.572967236141086689e-01,4.587730608610143812e-01,3.082420894390021718e-02,1.000616484178878052e+00,1.000924726268316967e+00,1.001079132352593604e+00,1.000002863529580788e+00,9.967848422454400614e-01,-1.075108638498452063e-01,3.228401102981713344e-01,6.164841788780517362e-02,9.247262683169665820e-02,1.079132352593603628e-01,2.863529580787727014e-04,-3.215157754559938574e-01
7.505335962908084024e-01,5.712543890153790604e-01,6.798909432270184849e-01,6.791642834672755313e-01,8.298716724951227253e-01,8.334346269174084387e-01,4.575842319119449164e-01,4.590576543090212347e-01,3.044771141787929250e-02,1.000608954228357605e+00,1.000913431342536297e+00,1.001065948018565077e+00,9.999960200418496203e-01,9.967863653958889403e-01,-1.068788703514644139e-01,3.220002557605297633e-01,6.089542283576054871e-02,9.134313425362972083e-02,1.065948018565077149e-01,-3.979958150379658832e-04,-3.213634604111059723e-01
7.474345708002354538e-01,5.722674924200745750e-01,6.808910014376647890e-01,6.801675576772274745e-01,8.291700769736608523e-01,8.327178204612378787e-01,4.578698741429934049e-01,4.593403810498910556e-01,3.007580056926546092e-02,1.000601516011385250e+00,1.000902274017077875e+00,1.001052924386058196e+00,9.999893099595413837e-01,9.967879994547729217e-01,-1.062495698885433798e-01,3.211626250034544383e-01,6.015160113852502377e-02,9.022740170778753566e-02,1.052924386058196049e-01,-1.069004045861632335e-03,-3.212000545227078341e-01
7.443410316133884930e-01,5.732823925348318195e-01,6.818916816827006455e-01,6.811714475510779465e-01,8.284663931848548213e-01,8.319989785004823224e-01,4.581536414158683956e-01,4.596212322709615217e-01,2.970842252670999675e-02,1.000594168450534172e+00,1.000891252675801368e+00,1.001040059565545537e+00,9.999827314922046240e-01,9.967897425505540809e-01,-1.056229531712985364e-01,3.203272270319000858e-01,5.941684505341715550e-02,8.912526758013683548e-02,1.040059565545536913e-01,-1.726850779537603131e-03,-3.210257449445919065e-01
7.412529690176881125e-01,5.742990925460651486e-01,6.828929798559566500e-01,6.821759489815149013e-01,8.277606211878330011e-01,8.312781010751759680e-01,4.584355248576157393e-01,4.599001991769615105e-01,2.934552391964549006e-02,1.000586910478392877e+00,1.000880365717589315e+00,1.001027351685119582e+00,9.999762828668835590e-01,9.967915928317606644e-01,-1.049990109128069588e-01,3.194940705785574986e-01,5.869104783928769109e-02,8.803657175893153664e-02,1.027351685119581859e-01,-2.371713311644096933e-03,-3.208407168239335583e-01
7.381703733177511495e-01,5.753175956458396190e-01,6.838948918318975556e-01,6.831810578420299818e-01,8.270527610933101625e-01,8.305551882743705816e-01,4.587155156142042611e-01,4.601772729905129200e-01,2.898705187865800725e-02,1.000579741037573189e+00,1.000869611556359784e+00,1.001014798890506263e+00,9.999699623281298466e-01,9.967935484669646629e-01,-1.043777338291679291e-01,3.186631641075877153e-01,5.797410375731892884e-02,8.696115563597839326e-02,1.014798890506263263e-01,-3.003767187015338180e-03,-3.206451533035337143e-01
7.350932348353567125e-01,5.763379050318815366e-01,6.848974134656647950e-01,6.841867699869574881e-01,8.263428130638247326e-01,8.298302402364101660e-01,4.589936048510208644e-01,4.604524449526337104e-01,2.863295403564721300e-02,1.000572659080712912e+00,1.000858988621069479e+00,1.001002399345064742e+00,9.999637681379976994e-01,9.967956076447469504e-01,-1.037591126401490871e-01,3.178345158177864338e-01,5.726590807129117167e-02,8.589886210694785973e-02,1.002399345064741709e-01,-3.623186200230055221e-03,-3.204392355253049551e-01
7.320215439094193144e-01,5.773600239075881158e-01,6.859005405931191124e-01,6.851930812515155678e-01,8.256307773139700545e-01,8.291032571492015224e-01,4.592697837533650795e-01,4.607257063232422789e-01,2.828317852378319300e-02,1.000565663570475605e+00,1.000848495355713519e+00,1.000990151229788516e+00,9.999576985760433301e-01,9.967977685736615356e-01,-1.031431380695199546e-01,3.170081336461386123e-01,5.656635704756052263e-02,8.484953557135188618e-02,9.901512297885162184e-02,-4.230142395666991462e-03,-3.202231426338464360e-01
7.289552908959553434e-01,5.783839554820378037e-01,6.869042690308854171e-01,6.861999874518476261e-01,8.249166541106263129e-01,8.283742392504838126e-01,4.595440435269466661e-01,4.609970483816628883e-01,2.793767397726662494e-02,1.000558753479545260e+00,1.000838130219317890e+00,1.000978052743292324e+00,9.999517519393057441e-01,9.968000294821872664e-01,-1.025298008456727583e-01,3.161840252709142707e-01,5.587534795452597791e-02,8.381302193178896687e-02,9.780527432923236120e-02,-4.824806069425591204e-03,-3.199970517812733561e-01
7.258944661680550858e-01,5.794097029700002732e-01,6.879085945763966370e-01,6.872074843850657366e-01,8.242004437731893507e-01,8.276431868280946791e-01,4.598163753983835478e-01,4.612664624271335390e-01,2.759638953090049265e-02,1.000551927790618079e+00,1.000827891685927007e+00,1.000966102101796151e+00,9.999459265422910859e-01,9.968023886186785365e-01,-1.019190917018027859e-01,3.153621981152019971e-01,5.519277906180786175e-02,8.278916859270069040e-02,9.661021017961513024e-02,-5.407345770891414105e-03,-3.197611381321463497e-01
7.228390601158509732e-01,5.804372695919465253e-01,6.889135130079407920e-01,6.882155678292940504e-01,8.234821466737961559e-01,8.269101002202341455e-01,4.600867706157003023e-01,4.615339397793128962e-01,2.725927481948017123e-02,1.000545185496389600e+00,1.000817778244584400e+00,1.000954297539100812e+00,9.999402207169423296e-01,9.968048442513036678e-01,-1.013110013765540357e-01,3.145426593500946777e-01,5.451854963895996775e-02,8.177782445843995163e-02,9.542975391008123864e-02,-5.977928305767044037e-03,-3.195155748696332232e-01
7.197890631464887168e-01,5.814666585740588811e-01,6.899190200847084009e-01,6.892242335437149814e-01,8.227617632375487933e-01,8.261749798157254077e-01,4.603552204488294275e-01,4.617994717787913816e-01,2.692627997700900583e-02,1.000538525599540263e+00,1.000807788399310283e+00,1.000942637306561522e+00,9.999346328126114125e-01,9.968073946679856245e-01,-1.007055206143053494e-01,3.137254158981541141e-01,5.385255995402626894e-02,8.077883993102830118e-02,9.426373065615223368e-02,-6.536718738858748878e-03,-3.192605332014375463e-01
7.167444656840966655e-01,5.824978731482411964e-01,6.909251115468401094e-01,6.902334772686141706e-01,8.220392939427368928e-01,8.254378260542740708e-01,4.606217161901129953e-01,4.620630497876010434e-01,2.659735563574644815e-02,1.000531947112714981e+00,1.000797920669072472e+00,1.000931119673049263e+00,9.999291611960167137e-01,9.968100381763285167e-01,-1.001026401656629761e-01,3.129104744365036606e-01,5.319471127149810741e-02,7.979206690724716111e-02,9.311196730492632412e-02,-7.083880398328634698e-03,-3.189961823671483288e-01
7.137052581697544973e-01,5.835309165521291863e-01,6.919317831154772058e-01,6.912432947254293358e-01,8.213147393210552538e-01,8.246986394267228349e-01,4.608862491548048057e-01,4.623246651897273685e-01,2.627245292509526597e-02,1.000525449058501826e+00,1.000788173587752850e+00,1.000919742924913258e+00,9.999238042512037516e-01,9.968127731035457684e-01,-9.950235078780411691e-02,3.120978414002150703e-01,5.254490585018256610e-02,7.881735877528495138e-02,9.197429249132582640e-02,-7.619574879624835262e-03,-3.187226896454231628e-01
7.106714310614661301e-01,5.845657920291000842e-01,6.929390304928113586e-01,6.922536816167976781e-01,8.205880999578213375e-01,8.239574204753051800e-01,4.611488106815745391e-01,4.625843093916224835e-01,2.595152347033483423e-02,1.000519030469406712e+00,1.000778545704110067e+00,1.000908505365932788e+00,9.999185603794925603e-01,9.968155977963788494e-01,-9.890464324491396453e-02,3.112875229855386339e-01,5.190304694067116031e-02,7.785457041100674047e-02,9.085053659327879672e-02,-8.143962050743969172e-03,-3.184402203621150562e-01
7.076429748341264148e-01,5.856025028282835221e-01,6.939468493621371303e-01,6.932646336266059528e-01,8.198593764921889848e-01,8.232141697938957225e-01,4.614093921330129633e-01,4.628419738227189661e-01,2.563451939120636042e-02,1.000512690387824088e+00,1.000769035581736244e+00,1.000897405317267452e+00,9.999134279994261743e-01,9.968185106210126767e-01,-9.830950830863449674e-02,3.104795251530174105e-01,5.126903878240884893e-02,7.690355817362437563e-02,8.974053172674523182e-02,-8.657200057382574698e-03,-3.181489378987323313e-01
7.046198799794936019e-01,5.866410522045711895e-01,6.949552353879039357e-01,6.942761464200412069e-01,8.191285696173593589e-01,8.224688880282565728e-01,4.616679848961364740e-01,4.630976499359444887e-01,2.532139330035674055e-02,1.000506427866007186e+00,1.000759641799010780e+00,1.000886441117400105e+00,9.999084055467106769e-01,9.968215099629866849e-01,-9.771693675833394155e-02,3.096738536309059375e-01,5.064278660071863669e-02,7.596417990107795504e-02,8.864411174001052274e-02,-9.159445328932314112e-03,-3.178490037013315117e-01
7.016021370061584772e-01,5.876814434186272695e-01,6.959641842157706648e-01,6.952882156436427374e-01,8.183956800807911103e-01,8.217215758762825839e-01,4.619245803828954666e-01,4.633513292082381829e-01,2.501209830164700942e-02,1.000500241966032933e+00,1.000750362949049510e+00,1.000875611122076014e+00,9.999034914741515845e-01,9.968245942271003468e-01,-9.712691938158070359e-02,3.088705139181087134e-01,5.002419660329326945e-02,7.503629490495100640e-02,8.756111220760143254e-02,-9.650852584841551618e-03,-3.175405772899653201e-01
6.985897364395148301e-01,5.887236797368986529e-01,6.969736914726600840e-01,6.963008369253552710e-01,8.176607086844053240e-01,8.209722340882424918e-01,4.621791700306802642e-01,4.636030031410669494e-01,2.470658798833126613e-02,1.000494131759766647e+00,1.000741197639649860e+00,1.000864913704238690e+00,9.998986842515877882e-01,9.968277618373161397e-01,-9.653944697440661193e-02,3.080695112876178920e-01,4.941317597666472494e-02,7.411976396498598518e-02,8.649137042386900731e-02,-1.013157484122118035e-02,-3.172238162683860274e-01
6.955826688217290332e-01,5.897677644316252632e-01,6.979837527668157904e-01,6.973140058745826986e-01,8.169236562847900229e-01,8.202208634670177245e-01,4.624317453028309877e-01,4.638526632609433209e-01,2.440481644111185469e-02,1.000488096328822296e+00,1.000732144493233333e+00,1.000854347253958831e+00,9.998939823658161696e-01,9.968310112366565168e-01,-9.595451034185355221e-02,3.072708507894115204e-01,4.880963288222961438e-02,7.321444932333331934e-02,8.543472539588314874e-02,-1.060176341838303671e-02,-3.168988763343483228e-01
6.925809247117125089e-01,5.908137007808499375e-01,6.989943636878588329e-01,6.983277180822433650e-01,8.161845237934001185e-01,8.194674648683376583e-01,4.626822976891460382e-01,4.641003011199433814e-01,2.410673822607685077e-02,1.000482134764521636e+00,1.000723202146782231e+00,1.000843910178361051e+00,9.998893843205168830e-01,9.968343408870975475e-01,-9.537210029824554069e-02,3.064745372536451518e-01,4.821347645216356170e-02,7.232021467822313809e-02,8.439101783610514218e-02,-1.106156794831170131e-02,-3.165659112902452499e-01
6.895844946850890889e-01,5.918614920684293068e-01,7.000055198068459994e-01,6.993419691208269118e-01,8.154433121767564741e-01,8.187120392010123204e-01,4.629308187063916891e-01,4.643459082962262952e-01,2.381230839252427428e-02,1.000476246167850469e+00,1.000714369251775704e+00,1.000833600901547715e+00,9.998848886361751953e-01,9.968377492694613373e-01,-9.479220766747419036e-02,3.056805752939316667e-01,4.762461678504692486e-02,7.143692517757038729e-02,8.336009015477152673e-02,-1.151113638248046911e-02,-3.162250730538662680e-01
6.865933693341674804e-01,5.929111415840437882e-01,7.010172166763299906e-01,7.003567545444517872e-01,8.147000224566411930e-01,8.179545874271615391e-01,4.631772998988142320e-01,4.645894763945538908e-01,2.352148247067968254e-02,1.000470429649413573e+00,1.000705644474120470e+00,1.000823417864515008e+00,9.998804938499944450e-01,9.968412348833010084e-01,-9.421482328345559543e-02,3.048889693100597098e-01,4.704296494135729034e-02,7.056444741204703774e-02,8.234178645150080911e-02,-1.195061500055549786e-02,-3.158765116698991626e-01
6.836075392679106244e-01,5.939626526232080206e-01,7.020294498304190389e-01,7.013720698889236438e-01,8.139546557102893543e-01,8.171951105624414291e-01,4.634217328386493473e-01,4.648309970468110786e-01,2.323421646931136605e-02,1.000464684329386289e+00,1.000697026494079322e+00,1.000813359525070556e+00,9.998761985158118870e-01,9.968447962467862355e-01,-9.363993799037784171e-02,3.040997234914742942e-01,4.646843293862890079e-02,6.970264940793224895e-02,8.133595250705560886e-02,-1.238014841881129868e-02,-3.155203753213764450e-01
6.806269951119072736e-01,5.950160284872809680e-01,7.030422147848396364e-01,7.023879106717951792e-01,8.132072130705800816e-01,8.164336096762674355e-01,4.636641091266357484e-01,4.650704619125265449e-01,2.295046687324858725e-02,1.000459009337465011e+00,1.000688514006197405e+00,1.000803424357742610e+00,9.998720012040039906e-01,9.968484318965815660e-01,-9.306754264318274628e-02,3.033128418198730580e-01,4.590093374650106028e-02,6.885140061974048820e-02,8.034243577426103400e-02,-1.279987959960093846e-02,-3.151568103418433964e-01
6.776517275083420166e-01,5.960712724834764664e-01,7.040555070369985957e-01,7.034042723924273099e-01,8.124576957262226173e-01,8.156700858920344910e-01,4.639044203925267729e-01,4.653078626793949457e-01,2.267019064080767060e-02,1.000453403812816111e+00,1.000680105719224278e+00,1.000793610853691451e+00,9.998679005013977328e-01,9.968521403877274034e-01,-9.249762810775982724e-02,3.025283280725516999e-01,4.534038128161110848e-02,6.801057192242776495e-02,7.936108536914510125e-02,-1.320994986022672180e-02,-3.147859612272596586e-01
6.746817271159655238e-01,5.971283879248738824e-01,7.050693220660473326e-01,7.044211505320512323e-01,8.117061049219399527e-01,8.149045403873336202e-01,4.641426582956033609e-01,4.655431910637982118e-01,2.239334520113041641e-02,1.000447866904022654e+00,1.000671800356033980e+00,1.000783917520612354e+00,9.998638950111701229e-01,9.968559202935113328e-01,-9.193018526132708257e-02,3.017461858252380447e-01,4.478669040226535003e-02,6.718003560339802505e-02,7.839175206123538686e-02,-1.361049888298770938e-02,-3.144079706488667192e-01
6.717169846100656816e-01,5.981873781304278825e-01,7.060836553329471466e-01,7.054385405538313725e-01,8.109524419586509048e-01,8.141369743941651027e-01,4.643788145251879218e-01,4.657764388113283527e-01,2.211988845144008051e-02,1.000442397769028879e+00,1.000663596653543097e+00,1.000774342882639889e+00,9.998599833527496150e-01,9.968597702053434428e-01,-9.136520499282428653e-02,3.009664184550399080e-01,4.423977690288793951e-02,6.635966535430970481e-02,7.743428826398890408e-02,-1.400166472503849846e-02,-3.140229794656557161e-01
6.687574906824385046e-01,5.992482464249793139e-01,7.070985022805347242e-01,7.064564379029303343e-01,8.101967081936477522e-01,8.133673891991494154e-01,4.646128808011580902e-01,4.660075976973104273e-01,2.184977875421881960e-02,1.000436995575084476e+00,1.000655493362626602e+00,1.000764885480247113e+00,9.998561641617152995e-01,9.968636887326254303e-01,-9.080267820305139292e-02,3.001890291434340940e-01,4.369955750844756182e-02,6.554933626266024049e-02,7.648854802471127812e-02,-1.438358382847004791e-02,-3.136311267374569667e-01
6.658032360413579376e-01,6.003109961392657512e-01,7.081138583335903069e-01,7.074748380065740694e-01,8.094389050407709840e-01,8.125957861437327345e-01,4.648448488744607587e-01,4.662366595273250702e-01,2.158297493431088690e-02,1.000431659498686177e+00,1.000647489248029265e+00,1.000755543870142983e+00,9.998524360896906549e-01,9.968676745026182617e-01,-9.024259580515045509e-02,2.994140208790811997e-01,4.316594986861765904e-02,6.474892480292648855e-02,7.555438701429828541e-02,-1.475639103093451254e-02,-3.132325497381738266e-01
6.628542114115483219e-01,6.013756306099313775e-01,7.091297188989054145e-01,7.084937362741182687e-01,8.086790339705820507e-01,8.118221666243921053e-01,4.650747105276267779e-01,4.664636161377327950e-01,2.131943627595647012e-02,1.000426388725519145e+00,1.000639583088278606e+00,1.000746316625167331e+00,9.998487978042361890e-01,9.968717261603076141e-01,-8.968494872484852887e-02,2.986413964608621852e-01,4.263887255191445291e-02,6.395830882786057714e-02,7.463166251673314378e-02,-1.512021957638109981e-02,-3.128273839692385927e-01
6.599104075341535314e-01,6.024421531795380869e-01,7.101460793653529002e-01,7.095131280971171961e-01,8.079170965105316737e-01,8.110465320928339494e-01,4.653024575752859882e-01,4.666884593961970751e-01,2.105912251975936705e-02,1.000421182450395241e+00,1.000631773675592751e+00,1.000737202334184062e+00,9.998452479887427469e-01,9.968758423682680947e-01,-8.912972790068254825e-02,2.978711585005612839e-01,4.211824503952410481e-02,6.317736755927505499e-02,7.372023341840616695e-02,-1.547520112572531303e-02,-3.124157631731905305e-01
6.569718151667087724e-01,6.035105671965756979e-01,7.111629351039574498e-01,7.105330088493911900e-01,8.071530942451258239e-01,8.102688840561917960e-01,4.655280818646815311e-01,4.669111812022079810e-01,2.080199385959302996e-02,1.000416039877191965e+00,1.000624059815787836e+00,1.000728199601970569e+00,9.998417853423158252e-01,9.968800218065241303e-01,-8.857692428447182242e-02,2.971033094258072604e-01,4.160398771919648908e-02,6.240598157878363139e-02,7.281996019705694323e-02,-1.582146576841747532e-02,-3.119978193475869688e-01
6.540384250831119406e-01,6.045808760154722794e-01,7.121802814679675242e-01,7.115533738870981617e-01,8.063870288160890354e-01,8.094892240772186831e-01,4.657515752761862693e-01,4.671317734876067052e-01,2.054801093944865625e-02,1.000410960218788947e+00,1.000616440328183421e+00,1.000719307049106943e+00,9.998384085796656606e-01,9.968842631724109671e-01,-8.802652884142785072e-02,2.963378514827333388e-01,4.109602187889471736e-02,6.164403281834207604e-02,7.193070491069430972e-02,-1.615914203343393751e-02,-3.115736827589032920e-01
