z,a,D_LCDM,D_MAAT_eta002,f_LCDM,f_MAAT_eta002,fsigma8_LCDM,fsigma8_MAAT_eta002,C_hat,mu_eta002,eta_slip_beta003,Sigma_eta002_beta003,Weyl_proxy,EG_proxy,delta_D_pct,delta_fsigma8_pct,delta_mu_pct,delta_slip_pct,delta_Sigma_pct,delta_Weyl_pct,delta_EG_pct
1.952438356300771893e+00,3.387030919260038409e-01,4.235733950472657106e-01,4.217126544374741881e-01,9.566735492192640633e-01,9.660997304692422460e-01,3.286346066509188701e-01,3.304147667296726820e-01,4.569804874851576271e-01,1.009139609749703181e+00,1.013709414624554661e+00,1.016056966411763129e+00,1.011593469692256164e+00,1.006143355193749089e+00,-4.392959122429976881e-01,5.416836945126498604e-01,9.139609749703181407e-01,1.370941462455466109e+00,1.605696641176312944e+00,1.159346969225616419e+00,6.143355193749089338e-01
1.947211560456973967e+00,3.393037722222245200e-01,4.242919346453682961e-01,4.224350855857345599e-01,9.564564505058428256e-01,9.658625983467225007e-01,3.291173905670136124e-01,3.308995562606893981e-01,4.547716448464666494e-01,1.009095432896929267e+00,1.013643149345393901e+00,1.015979052744313105e+00,1.011532775088169078e+00,1.006084840886738663e+00,-4.376347764389459938e-01,5.414984880031454839e-01,9.095432896929267486e-01,1.364314934539390123e+00,1.597905274431310474e+00,1.153277508816907826e+00,6.084840886738662746e-01
1.941994017776662140e+00,3.399055178078590478e-01,4.250115292807242762e-01,4.231585761292969150e-01,9.562383326831084274e-01,9.656244179968850316e-01,3.296003883818338087e-01,3.313845378279420273e-01,4.525693253827854368e-01,1.009051386507655801e+00,1.013577079761483590e+00,1.015901372086680743e+00,1.011472274240480917e+00,1.006026583534244789e+00,-4.359771497406761953e-01,5.413068397362827966e-01,9.051386507655800884e-01,1.357707976148359030e+00,1.590137208668074287e+00,1.147227424048091748e+00,6.026583534244789320e-01
1.936785711878665328e+00,3.405083305721678943e-01,4.257321794169557916e-01,4.238831264840480229e-01,9.560191916481611818e-01,9.653851858122951546e-01,3.300835966941192967e-01,3.318697080578579817e-01,4.503734276882573329e-01,1.009007468553765108e+00,1.013511202830647662e+00,1.015823920836399274e+00,1.011411963528608293e+00,1.005968579099063565e+00,-4.343230374175764963e-01,5.411087923262761779e-01,9.007468553765107799e-01,1.351120283064766170e+00,1.582392083639927449e+00,1.141196352860829322e+00,5.968579099063564541e-01
1.931586626410813246e+00,3.411122124077620721e-01,4.264538855102272263e-01,4.246087370584756826e-01,9.557990232883043502e-01,9.651448981686366890e-01,3.305670120782719934e-01,3.323550635510407747e-01,4.481838496985008913e-01,1.008963676993970049e+00,1.013445515490954962e+00,1.015746695368386687e+00,1.011351839310062006e+00,1.005910823528793463e+00,-4.326724446522350886e-01,5.409043877449588589e-01,8.963676993970048912e-01,1.344551549095496235e+00,1.574669536838668726e+00,1.135183931006200631e+00,5.910823528793462955e-01
1.926396745049884451e+00,3.417171652106090751e-01,4.271766480091919727e-01,4.253354082536123792e-01,9.555778234810922145e-01,9.649035514247663592e-01,3.310506310842701860e-01,3.328406008821675477e-01,4.460004887199206514e-01,1.008920009774398441e+00,1.013380014661597661e+00,1.015669692035978899e+00,1.011291897921461569e+00,1.005853312756851192e+00,-4.310253765416441341e-01,5.406936673205490207e-01,8.920009774398440783e-01,1.338001466159766117e+00,1.566969203597889937e+00,1.129189792146156890e+00,5.853312756851192233e-01
1.921216051501554389e+00,3.423231908800388745e-01,4.279004673549388627e-01,4.260631404629783292e-01,9.553555880943769285e-01,9.646611419227713036e-01,3.315344502375822122e-01,3.333263165998874289e-01,4.438232414614258214e-01,1.008876464829228548e+00,1.013314697243842710e+00,1.015592907172048198e+00,1.011232135679635213e+00,1.005796042703569704e+00,-4.293818380984590899e-01,5.404766717368708617e-01,8.876464829228547515e-01,1.331469724384271025e+00,1.559290717204819821e+00,1.123213567963521342e+00,5.796042703569703747e-01
1.916044529500344762e+00,3.429302913187498025e-01,4.286253439809387666e-01,4.267919340725247479e-01,9.551323129863573680e-01,9.644176659880291380e-01,3.320184660390816944e-01,3.338122072267210583e-01,4.416520040685727455e-01,1.008833040081371424e+00,1.013249560122057247e+00,1.015516337090209387e+00,1.011172548882808719e+00,1.005739009277381468e+00,-4.277418342522348871e-01,5.402534410324707492e-01,8.833040081371423824e-01,1.324956012205724676e+00,1.551633709020938667e+00,1.117254888280871938e+00,5.739009277381468266e-01
1.910882162809573792e+00,3.435384684328146587e-01,4.293512783129902477e-01,4.275217894605761737e-01,9.549079940056290905e-01,9.641731199292717935e-01,3.325026749649617752e-01,3.342982692589606675e-01,4.394866721601430326e-01,1.008789733443202774e+00,1.013184600164804383e+00,1.015439978086106976e+00,1.011113133811871734e+00,1.005682208376079245e+00,-4.261053698506531151e-01,5.400240146002154296e-01,8.789733443202774055e-01,1.318460016480438313e+00,1.543997808610697575e+00,1.111313381187173377e+00,5.682208376079245227e-01
1.905728935221303377e+00,3.441477241316864277e-01,4.300782707691662710e-01,4.282527069977737355e-01,9.546826269912341845e-01,9.639275000386492431e-01,3.329870734666512955e-01,3.347844991665712144e-01,4.373271408671647875e-01,1.008746542817343217e+00,1.013119814226014936e+00,1.015363826438792527e+00,1.011053886731738460e+00,1.005625635888167224e+00,-4.244724496607644171e-01,5.397884311866332219e-01,8.746542817343216925e-01,1.311981422601493641e+00,1.536382643879252718e+00,1.105388673173846037e+00,5.625635888167224152e-01
1.900584830556287574e+00,3.447580603282047185e-01,4.308063217597594696e-01,4.289846870470170326e-01,9.544562077727130056e-01,9.636808025918001119e-01,3.334716579707296402e-01,3.352708933930929613e-01,4.351733048743802734e-01,1.008703466097487622e+00,1.013055199146231322e+00,1.015287878412185929e+00,1.010994803892788285e+00,1.005569287694290104e+00,-4.228430783702096241e-01,5.395467288920992033e-01,8.703466097487622122e-01,1.305519914623132216e+00,1.528787841218592902e+00,1.099480389278828518e+00,5.569287694290103730e-01
1.895449832663925083e+00,3.453694789386012598e-01,4.315354316872278551e-01,4.297177299634062919e-01,9.542287321701563574e-01,9.634330238479221764e-01,3.339564248788431389e-01,3.357574483555443301e-01,4.330250584641605061e-01,1.008660501169283297e+00,1.012990751753924723e+00,1.015212130256623047e+00,1.010935881532394331e+00,1.005513159668748546e+00,-4.212172605884685339e-01,5.392989451706428072e-01,8.660501169283296719e-01,1.299075175392472303e+00,1.521213025662304652e+00,1.093588153239433147e+00,5.513159668748546238e-01
1.890323925422205509e+00,3.459819818825062843e-01,4.322656009461404159e-01,4.304518360941847477e-01,9.540001959942593368e-01,9.631841600498480815e-01,3.344413705676215209e-01,3.362441604443270338e-01,4.308822955628546780e-01,1.008617645911257021e+00,1.012926468866885532e+00,1.015136578210488638e+00,1.010877115876537724e+00,1.005457247681095456e+00,-4.195950008480226479e-01,5.390451168304258855e-01,8.617645911257021396e-01,1.292646886688553209e+00,1.513657821048863816e+00,1.087711587653772405e+00,5.457247681095456215e-01
1.885207092737660073e+00,3.465955710829544678e-01,4.329968299231223283e-01,4.311870057786798549e-01,9.537705950463746252e-01,9.629342074241232785e-01,3.349264913885949269e-01,3.367310260231310415e-01,4.287449097895649763e-01,1.008574898195791381e+00,1.012862347293686849e+00,1.015061218501935869e+00,1.010818503141506675e+00,1.005401547597815526e+00,-4.179763036056878267e-01,5.387852800340067194e-01,8.574898195791380573e-01,1.286234729368684881e+00,1.506121850193586909e+00,1.081850314150667458e+00,5.401547597815525847e-01
1.880099318545309650e+00,3.472102484663908695e-01,4.337291189967997229e-01,4.319232393482451138e-01,9.535399251185689984e-01,9.626831621810875150e-01,3.354117836681105302e-01,3.372180414288418748e-01,4.266127945073293071e-01,1.008532255890146612e+00,1.012798383835219918e+00,1.014986047350687759e+00,1.010760039535678612e+00,1.005346055284086715e+00,-4.163611732436930946e-01,5.385194702994198224e-01,8.532255890146611677e-01,1.279838383521991751e+00,1.498604735068775895e+00,1.076003953567861160e+00,5.346055284086714821e-01
1.875000586808617697e+00,3.478260159626769821e-01,4.344624685377451723e-01,4.326605371262015054e-01,9.533081819936780610e-01,9.624310205149599895e-01,3.358972437072509920e-01,3.377052029714488479e-01,4.244858428766877245e-01,1.008489716857533747e+00,1.012734575286300620e+00,1.014911060969924783e+00,1.010701721261388020e+00,1.005290766605620556e+00,-4.147496140710066337e-01,5.382477225009832944e-01,8.489716857533746719e-01,1.273457528630062008e+00,1.491106096992478314e+00,1.070172126138801971e+00,5.290766605620556007e-01
1.869910881519436074e+00,3.484428755050970050e-01,4.351968789084217359e-01,4.333988994277782614e-01,9.530753614453645328e-01,9.621777786039289460e-01,3.363828677817518042e-01,3.381925069339547507e-01,4.223639479116033102e-01,1.008447278958232163e+00,1.012670918437348133e+00,1.014836255568255075e+00,1.010643544516876657e+00,1.005235677430583952e+00,-4.131416303244727084e-01,5.379700708708674561e-01,8.447278958232162793e-01,1.267091843734813317e+00,1.483625556825507452e+00,1.064354451687665737e+00,5.235677430583951519e-01
1.864830186697956194e+00,3.490608290303636174e-01,4.359323504631280599e-01,4.341383265600541885e-01,9.528414592381760917e-01,9.619234326102430455e-01,3.368686521419205215e-01,3.386799495722866982e-01,4.202470025377058049e-01,1.008404940050754206e+00,1.012607410076131087e+00,1.014761627351762341e+00,1.010585505498320824e+00,1.005180783631596686e+00,-4.115372261700530054e-01,5.376865490004362202e-01,8.404940050754206027e-01,1.260741007613108700e+00,1.476162735176234087e+00,1.058550549832082410e+00,5.180783631596685979e-01
1.859758486392659727e+00,3.496798784786243619e-01,4.366688835479421993e-01,4.348788188218982165e-01,9.526064711276044372e-01,9.616679786803087326e-01,3.373545930125551040e-01,3.391675271152087556e-01,4.181348996528176931e-01,1.008362697993056445e+00,1.012544046989584556e+00,1.014687172526141046e+00,1.010527600401948334e+00,1.005126081087809542e+00,-4.099364057039457387e-01,5.373971898423747229e-01,8.362697993056444901e-01,1.254404698958455633e+00,1.468717252614104574e+00,1.052760040194833380e+00,5.126081087809541970e-01
1.854695764680267978e+00,3.503000257934674178e-01,4.374064785006663847e-01,4.356203765039100007e-01,9.523703928601451318e-01,9.614114129447896007e-01,3.378406865928636482e-01,3.396552357642361186e-01,4.160275321897152212e-01,1.008320550643794222e+00,1.012480825965691444e+00,1.014612887298901978e+00,1.010469825426221879e+00,1.005071565687052804e+00,-4.083391729538964343e-01,5.371020257128497066e-01,8.320550643794222268e-01,1.248082596569144442e+00,1.461288729890197757e+00,1.046982542622187928e+00,5.071565687052803639e-01
1.849642005665689481e+00,3.509212729219280957e-01,4.381451356507705674e-01,4.363629998883602479e-01,9.521332201733593292e-01,9.611537315187117514e-01,3.383269290563843401e-01,3.401430716935507359e-01,4.139247931810787762e-01,1.008278495863621504e+00,1.012417743795432257e+00,1.014538767881660641e+00,1.010412176774108772e+00,1.005017233328061366e+00,-4.067455318802841724e-01,5.368010882940164041e-01,8.278495863621504469e-01,1.241774379543225670e+00,1.453876788166064138e+00,1.041217677410877229e+00,5.017233328061365683e-01
1.844597193481977815e+00,3.515436218144942226e-01,4.388848553193363533e-01,4.371066892491309863e-01,9.518949487959358358e-01,9.608949305015711539e-01,3.388133165509057410e-01,3.406310310499184868e-01,4.118265758265746146e-01,1.008236531516531587e+00,1.012354797274797269e+00,1.014464810492497371e+00,1.010354650655419961e+00,1.004963079922769564e+00,-4.051554863773000892e-01,5.364944086368693688e-01,8.236531516531586661e-01,1.235479727479726897e+00,1.446481049249737083e+00,1.035465065541996132e+00,4.963079922769564334e-01
1.839561312290270312e+00,3.521670744251133023e-01,4.396256378190007696e-01,4.378514448516556135e-01,9.516555744477533940e-01,9.606350059774467764e-01,3.392998451983875730e-01,3.411191099526084680e-01,4.097327735620009403e-01,1.008194655471239987e+00,1.012291983206859980e+00,1.014391011358389383e+00,1.010297243289223434e+00,1.004909101398673732e+00,-4.035690402741282101e-01,5.361820171645454991e-01,8.194655471239986610e-01,1.229198320685997992e+00,1.439101135838938283e+00,1.029724328922343446e+00,4.909101398673731964e-01
1.834534346279747652e+00,3.527916327111978445e-01,4.403674834538996441e-01,4.385972669528585555e-01,9.514150928399464080e-01,9.603739540151176035e-01,3.397865110948822265e-01,3.416073044933138347e-01,4.076432801304448184e-01,1.008152865602608861e+00,1.012229298403913402e+00,1.014317366717716329e+00,1.010239950906328010e+00,1.004855293701264918e+00,-4.019861973361177898e-01,5.358639436758478869e-01,8.152865602608860840e-01,1.222929840391340228e+00,1.431736671771632885e+00,1.023995090632801030e+00,4.855293701264917772e-01
1.829516279667579681e+00,3.534172986336318600e-01,4.411103925196109832e-01,4.393441558010949821e-01,9.511734996749688920e-01,9.601117706681837616e-01,3.402733103104567669e-01,3.420956107360741960e-01,4.055579896553638819e-01,1.008111159793107170e+00,1.012166739689660977e+00,1.014243872822829795e+00,1.010182769751833964e+00,1.004801652796520672e+00,-4.004069612659323929e-01,5.355402173490504403e-01,8.111159793107169946e-01,1.216673968966097696e+00,1.424387282282979506e+00,1.018276975183396438e+00,4.801652796520672339e-01
1.824507096698877451e+00,3.540440741567769112e-01,4.418543653030980733e-01,4.400921116360905772e-01,9.509307906466613058e-01,9.598484519751915300e-01,3.407602388891148859e-01,3.425840247172001751e-01,4.034767967155247770e-01,1.008069535934310590e+00,1.012104303901465663e+00,1.014170525942689860e+00,1.010125696087750047e+00,1.004748174673462557e+00,-3.988313357046152641e-01,5.352108667463278957e-01,8.069535934310589909e-01,1.210430390146566282e+00,1.417052594268985999e+00,1.012569608775004681e+00,4.748174673462557394e-01
1.819506781646643923e+00,3.546719612484782180e-01,4.425994020826524156e-01,4.408411346888804205e-01,9.506869614403176127e-01,9.595839939597646806e-01,3.412472928487204071e-01,3.430725424451999683e-01,4.013995964217111356e-01,1.008027991928434286e+00,1.012041987892651429e+00,1.014097322365562048e+00,1.010068726195669564e+00,1.004694855346766724e+00,-3.972593242328082974e-01,5.348759198182766461e-01,8.027991928434285995e-01,1.204198789265142899e+00,1.409732236556204832e+00,1.006872619566956395e+00,4.694855346766724224e-01
1.814515318811722455e+00,3.553009618800710978e-01,4.433455031278367153e-01,4.415912251817485923e-01,9.504420077327538907e-01,9.593183926307383702e-01,3.417344681809204587e-01,3.435611599007079575e-01,3.993262844951152024e-01,1.007986525689902324e+00,1.011979788534853375e+00,1.014024258401775791e+00,1.010011856379509965e+00,1.004641690859435332e+00,-3.956909303718108561e-01,5.345354039091002596e-01,7.986525689902324032e-01,1.197978853485337503e+00,1.402425840177579097e+00,1.001185637950996465e+00,4.641690859435332328e-01
1.809532692522751951e+00,3.559310780263867380e-01,4.440926686994271511e-01,4.423423833281669437e-01,9.501959251923778327e-01,9.590516439822983630e-01,3.422217608510694786e-01,3.440498730364144331e-01,3.972567573473209657e-01,1.007945135146946392e+00,1.011917702720419587e+00,1.013951330386533511e+00,1.009955082968302609e+00,1.004588677285513709e+00,-3.941261575846557452e-01,5.341893457618335228e-01,7.945135146946391558e-01,1.191770272041958734e+00,1.395133038653351143e+00,9.955082968302608748e-01,4.588677285513709236e-01
1.804558887136111789e+00,3.565623116657588021e-01,4.448408990493562531e-01,4.430946093327339796e-01,9.499487094792588016e-01,9.587837439941258033e-01,3.427091667981542189e-01,3.445386777769987585e-01,3.951909121617775411e-01,1.007903818243235605e+00,1.011855727364853408e+00,1.013878534682778998e+00,1.009898402319041155e+00,1.004535810732861911e+00,-3.925650092772872690e-01,5.338377715242348387e-01,7.903818243235605223e-01,1.185572736485340783e+00,1.387853468277899793e+00,9.898402319041155195e-01,4.535810732861911276e-01
1.799593887035877415e+00,3.571946647800294805e-01,4.455901944206551168e-01,4.438479033911137961e-01,9.497003562451993286e-01,9.585146886315450976e-01,3.431966819347183617e-01,3.450275700190637562e-01,3.931286469766671066e-01,1.007862572939533408e+00,1.011793859409300111e+00,1.013805867684105522e+00,1.009841810819571251e+00,1.004483087345962700e+00,-3.910074887995690363e-01,5.334807067551019522e-01,7.862572939533407634e-01,1.179385940930011145e+00,1.380586768410552168e+00,9.841810819571250590e-01,4.483087345962699644e-01
1.794637676633769274e+00,3.578281393545556521e-01,4.463405550473952266e-01,4.446022656899742964e-01,9.494508611338089432e-01,9.582444738456780131e-01,3.436843021467889669e-01,3.455165456310721472e-01,3.910698607690523687e-01,1.007821397215381110e+00,1.011732095823071553e+00,1.013733325817717468e+00,1.009785304891533064e+00,1.004430503308780587e+00,-3.894535994463572126e-01,5.331181764305957804e-01,7.821397215381109547e-01,1.173209582307155330e+00,1.373332581771746774e+00,9.785304891533064264e-01,4.430503308780586735e-01
1.789690240369104401e+00,3.584627373782151016e-01,4.470919811546307798e-01,4.453576964069260735e-01,9.492002197805764485e-01,9.579730955736021070e-01,3.441720232938023094e-01,3.460056004532863771e-01,3.890144535401993675e-01,1.007780289070804081e+00,1.011670433606205899e+00,1.013660905547425939e+00,1.009728880993338906e+00,1.004378054847648416e+00,-3.879033444585284207e-01,5.327502049516776861e-01,7.780289070804080609e-01,1.167043360620589887e+00,1.366090554742593888e+00,9.728880993338906435e-01,4.378054847648416015e-01
1.784751562708747130e+00,3.590984608434129033e-01,4.478444729583405670e-01,4.461141957104603484e-01,9.489484278129451944e-01,9.577005497385131516e-01,3.446598412085313812e-01,3.464947302977087196e-01,3.869623264019533826e-01,1.007739246528039034e+00,1.011608869792058663e+00,1.013588603376684771e+00,1.009672535623189260e+00,1.004325738234192134e+00,-3.863567270241096696e-01,5.323768161510773478e-01,7.739246528039034345e-01,1.160886979205866254e+00,1.358860337668477136e+00,9.672535623189260079e-01,4.325738234192133547e-01
1.779821628147060686e+00,3.597353117460876937e-01,4.485980306653692407e-01,4.468717637598874637e-01,9.486954808503894609e-01,9.574268322498936667e-01,3.451477516970130055e-01,3.469839309480255984e-01,3.849133816640539218e-01,1.007698267633281075e+00,1.011547401449921724e+00,1.013516415851656971e+00,1.009616265322123452e+00,1.004273549788282427e+00,-3.848137502791406650e-01,5.319980333015402740e-01,7.698267633281075106e-01,1.154740144992172368e+00,1.351641585165697101e+00,9.616265322123451753e-01,4.273549788282426931e-01
1.774900421205858780e+00,3.603732920857176669e-01,4.493526544733691952e-01,4.476304007052748224e-01,9.484413745044910637e-01,9.571519390036856700e-01,3.456357505384767825e-01,3.474731981595530206e-01,3.828675229222597287e-01,1.007657350458445178e+00,1.011486025687667878e+00,1.013444339564311569e+00,1.009560066677097634e+00,1.004221485881010789e+00,-3.832744173087869743e-01,5.316138791237945416e-01,7.657350458445177921e-01,1.148602568766787790e+00,1.344433956431156929e+00,9.560066677097633914e-01,4.221485881010789143e-01
1.769987926434356318e+00,3.610124038653271805e-01,4.501083445707417807e-01,4.483901066873847707e-01,9.481861043790175136e-01,9.568758658824685348e-01,3.461238334852733689e-01,3.479625276591848948e-01,3.808246551471602959e-01,1.007616493102943211e+00,1.011424739654414706e+00,1.013372371155541130e+00,1.009503936324084528e+00,1.004169542937685344e+00,-3.817387311483093626e-01,5.312243757954787649e-01,7.616493102943211468e-01,1.142473965441470618e+00,1.337237115554112954e+00,9.503936324084527598e-01,4.169542937685344342e-01
1.765084128409120989e+00,3.616526490914928060e-01,4.508651011365785166e-01,4.491508818376125367e-01,9.479296660700013977e-01,9.565986087556416217e-01,3.466119962628045892e-01,3.484519151453433494e-01,3.787846847735389932e-01,1.007575693695470731e+00,1.011363540543206208e+00,1.013300507318299459e+00,1.009447870951194925e+00,1.004117717440840662e+00,-3.802066947840123667e-01,5.308295449600410887e-01,7.575693695470731015e-01,1.136354054320620754e+00,1.330050731829945931e+00,9.447870951194925482e-01,4.117717440840662491e-01
1.760189011734025311e+00,3.622940297743497684e-01,4.516229243406021387e-01,4.499127262779241132e-01,9.476720551658204261e-01,9.563201634796116846e-01,3.471002345694534919e-01,3.489413562879320474e-01,3.767475197901573036e-01,1.007534950395803097e+00,1.011302425593704646e+00,1.013228744800755976e+00,1.009391867301815848e+00,1.004066005933261119e+00,-3.786783111541607849e-01,5.304294077364427595e-01,7.534950395803097223e-01,1.130242559370464583e+00,1.322874480075597603e+00,9.391867301815848279e-01,4.066005933261118699e-01
1.755302561040198217e+00,3.629365479275982187e-01,4.523818143431073691e-01,4.506756401207935858e-01,9.474132672472798111e-01,9.560405258979856047e-01,3.475885440765151824e-01,3.494308467282913333e-01,3.747130698298190010e-01,1.007494261396596480e+00,1.011241392094894609e+00,1.013157080409454069e+00,1.009335922177752254e+00,1.004014405021006251e+00,-3.771535831499498448e-01,5.300239847290830753e-01,7.494261396596479941e-01,1.124139209489460889e+00,1.315708040945406943e+00,9.335922177752253859e-01,4.014405021006250962e-01
1.750424760985976214e+00,3.635802055685095624e-01,4.531417712949018517e-01,4.514396234691409604e-01,9.471532978876938680e-01,9.557596918417674559e-01,3.480769204281289331e-01,3.499203820791561004e-01,3.726812462595757713e-01,1.007453624925191527e+00,1.011180437387787290e+00,1.013085511012479234e+00,1.009280032442379405e+00,1.003962911376439227e+00,-3.756325136163940481e-01,5.296132960380537380e-01,7.453624925191526529e-01,1.118043738778728979e+00,1.308551101247923398e+00,9.280032442379404500e-01,3.962911376439226530e-01
1.745555596256856301e+00,3.642250047179326766e-01,4.539027953372468671e-01,4.522046764162693799e-01,9.468921426529706142e-01,9.554776571295604537e-01,3.485653592412104596e-01,3.504099579246162111e-01,3.706519622709317230e-01,1.007413039245418584e+00,1.011119558868127877e+00,1.013014033542622983e+00,1.009224195023791459e+00,1.003911521741251311e+00,-3.741151053532938975e-01,5.291973612699912843e-01,7.413039245418584500e-01,1.111955886812787675e+00,1.301403354262298251e+00,9.224195023791459391e-01,3.911521741251311468e-01
1.740695051565447127e+00,3.648709474003004605e-01,4.546648866017972135e-01,4.529707990458028410e-01,9.466297971016962576e-01,9.551944175677749005e-01,3.490538561053844191e-01,3.508995698200796376e-01,3.686251329699001822e-01,1.007372502659398039e+00,1.011058753989096948e+00,1.012942645000543651e+00,1.009168406917948291e+00,1.003860232929474350e+00,-3.726013611159028072e-01,5.287761995495534606e-01,7.372502659398039171e-01,1.105875398909694773e+00,1.294264500054365108e+00,9.168406917948290769e-01,3.860232929474349817e-01
1.735843111651420134e+00,3.655180356436360523e-01,4.554280452105420873e-01,4.537379914316230778e-01,9.463662567852217933e-01,9.549099689508389055e-01,3.495424065829192406e-01,3.513892132922374900e-01,3.666006754667655576e-01,1.007332013509335322e+00,1.010998020264002983e+00,1.012871342457912549e+00,1.009112665191806979e+00,1.003809041830482363e+00,-3.710912836159895312e-01,5.283498295306683357e-01,7.332013509335322254e-01,1.099802026400298338e+00,1.287134245791254905e+00,9.112665191806978982e-01,3.809041830482362556e-01
1.730999761281464266e+00,3.661662714795592133e-01,4.561922712757449649e-01,4.545062536378070006e-01,9.461015172477497126e-01,9.546243070614151005e-01,3.500310062086609553e-01,3.518788838390318752e-01,3.645785089654038358e-01,1.007291570179308149e+00,1.010937355268962223e+00,1.012800123060549007e+00,1.009056966986443538e+00,1.003757945411971608e+00,-3.695848755225519255e-01,5.279182694087850569e-01,7.291570179308148880e-01,1.093735526896222332e+00,1.280012306054900684e+00,9.056966986443537593e-01,3.757945411971608252e-01
1.726164985249234451e+00,3.668156569432927672e-01,4.569575648998838724e-01,4.552755857185639687e-01,9.458355740264227096e-01,9.543374276706226844e-01,3.505196504899691923e-01,3.523685769296271419e-01,3.625585548520066648e-01,1.007251171097040210e+00,1.010876756645560093e+00,1.012728984031529222e+00,1.009001309520147549e+00,1.003706940722915553e+00,-3.680821394626464516e-01,5.274815369333653026e-01,7.251171097040209901e-01,1.087675664556009281e+00,1.272898403152922242e+00,9.001309520147549037e-01,3.706940722915552655e-01
1.721338768375307637e+00,3.674661940736689281e-01,4.577239261755907673e-01,4.560459877181726185e-01,9.455684226514136093e-01,9.540493265382621324e-01,3.510083349066526748e-01,3.528582880043823478e-01,3.605407367830621990e-01,1.007210814735661319e+00,1.010816222103491757e+00,1.012657922674271127e+00,1.008945690091497038e+00,1.003656024896492305e+00,-3.665830780221138729e-01,5.270396494207609805e-01,7.210814735661319475e-01,1.081622210349175717e+00,1.265792267427112705e+00,8.945690091497038310e-01,3.656024896492304777e-01
1.716521095507132610e+00,3.681178849131357400e-01,4.584913551855917535e-01,4.568174596709181357e-01,9.453000586460158505e-01,9.537599994130460113e-01,3.514970549109068809e-01,3.533480124748268891e-01,3.585249807724368853e-01,1.007170499615448689e+00,1.010755749423173144e+00,1.012586936375586610e+00,1.008890106082395821e+00,1.003605195152975194e+00,-3.650876937463837790e-01,5.265926237672649002e-01,7.170499615448688857e-01,1.075574942317314431e+00,1.258693637558661038e+00,8.890106082395821119e-01,3.605195152975193551e-01
1.711711951518982922e+00,3.687707315077634052e-01,4.592598520026465181e-01,4.575900016010290283e-01,9.450304775267356350e-01,9.534694420328342357e-01,3.519858059272513162e-01,3.538377457236392409e-01,3.565112152774052023e-01,1.007130224305547994e+00,1.010695336458322213e+00,1.012516022608694666e+00,1.008834554961077323e+00,1.003554448802581378e+00,-3.635959891412121614e-01,5.261404764630437381e-01,7.130224305547994135e-01,1.069533645832221325e+00,1.251602260869466576e+00,8.834554961077323298e-01,3.554448802581378075e-01
1.706911321311910701e+00,3.694247359072508341e-01,4.600294166894878245e-01,4.583636135226143438e-01,9.447596748033848524e-01,9.531776501248729883e-01,3.524745833524681737e-01,3.543274831046273610e-01,3.544993712834778044e-01,1.007089987425669575e+00,1.010634981138504251e+00,1.012445178936193901e+00,1.008779034285065990e+00,1.003503783248277825e+00,-3.621079666733290625e-01,5.256832236060325902e-01,7.089987425669574961e-01,1.063498113850425142e+00,1.244517893619390136e+00,8.779034285065989707e-01,3.503783248277825280e-01
1.702119189813697364e+00,3.700799001649319742e-01,4.608000492987607277e-01,4.591382954396002192e-01,9.444876459791763379e-01,9.528846194060385244e-01,3.529633825555419935e-01,3.548172199427123141e-01,3.524893823878679777e-01,1.007049787647757322e+00,1.010574681471636094e+00,1.012374403012984203e+00,1.008723541704088289e+00,1.003453195988534219e+00,-3.606236287711650501e-01,5.252208809163376735e-01,7.049787647757321807e-01,1.057468147163609373e+00,1.237440301298420309e+00,8.723541704088288995e-01,3.453195988534218941e-01
1.697335541978807427e+00,3.707362263377823597e-01,4.615717498729618451e-01,4.599140473456671541e-01,9.442143865508184630e-01,9.525903455830850852e-01,3.534521988775995993e-01,3.553069515339143392e-01,3.504811848814513020e-01,1.007009623697628919e+00,1.010514435546443490e+00,1.012303692589137327e+00,1.008668074962935979e+00,1.003402684620020358e+00,-3.591429778254279226e-01,5.247534637511309663e-01,7.009623697628919459e-01,1.051443554644349021e+00,1.230369258913732722e+00,8.668074962935978789e-01,3.402684620020357542e-01
1.692560362788340544e+00,3.713937164864254958e-01,4.623445184443785161e-01,4.606908692241865055e-01,9.439398920086128353e-01,9.522948243528964740e-01,3.539410276318513682e-01,3.557966731453410802e-01,3.484747178290603098e-01,1.006969494356581230e+00,1.010454241534871844e+00,1.012233045512706875e+00,1.008612631904264756e+00,1.003352246840243600e+00,-3.576660161898187473e-01,5.242809871196524307e-01,6.969494356581229511e-01,1.045424153487184427e+00,1.223304551270687490e+00,8.612631904264755889e-01,3.352246840243600090e-01
1.687793637249986212e+00,3.720523726751392979e-01,4.631183550350275735e-01,4.614687610481574831e-01,9.436641578365516647e-01,9.519980514027428509e-01,3.544298641035333319e-01,3.562863800151790383e-01,3.464699231479670960e-01,1.006929398462959258e+00,1.010394097694438997e+00,1.012162459732472541e+00,1.008557210471332732e+00,1.003301880450114147e+00,-3.561927461815511120e-01,5.238034656987581306e-01,6.929398462959257543e-01,1.039409769443899734e+00,1.216245973247254142e+00,8.557210471332732382e-01,3.301880450114147436e-01
