scenario,viscosity,amplitude,final_energy,max_omega_inf,final_BKM_integral,min_R_rob,max_warning,final_ToE_MAAT_action,final_warning_action,max_spectral_tail_fraction,spearman_warning_vs_omega_inf,spearman_warning_vs_stretch,spearman_toe_integrand_vs_Rrob
taylor_green_moderate_viscosity,0.02,1.0,0.08943543591139001,1.99604619009343,3.6936891083205348,0.902921314252193,0.16767961238604134,0.9566784523367076,0.10517496539001489,0.0012986764267282492,-0.753328645100797,0.9912095639943741,0.9410689170182841
taylor_green_low_viscosity_high_stress,0.006,1.25,0.18088004520928383,2.4991495003810726,3.7750362938376623,0.7578367992317394,0.5692314448200195,0.6786012712981195,0.21244454282811087,0.0037191175634604355,-0.47925550385443433,1.0,1.0
