z,a,dH,dB,dS,dV,H,B,S,V,R_resp,R_rob,CCI_min,CCI_diag,Omega_MAAT
2.054709671159968831e+00,3.273633528715246821e-01,5.918261373203870983e-04,4.903585978092407866e-04,2.020797065362481271e-01,1.073032003357967112e-01,9.994085239136871746e-01,9.995098817358953891e-01,8.318915913500163350e-01,9.030950147138955275e-01,9.662463404379579845e-01,9.307490040948922516e-01,2.866601461881440049e-01,2.170475232223325057e-01,6.666771273434743753e-04
2.026648059395691703e+00,3.303985069871858693e-01,5.912041613995369779e-04,4.867523866661589075e-04,2.061981255294175197e-01,1.065140676511285994e-01,9.994091451544439009e-01,9.995134844259507823e-01,8.290511971746645781e-01,9.037390750239323589e-01,9.664773466315325079e-01,9.301202441781498687e-01,2.856175750109032907e-01,2.163053385847819587e-01,6.802641212609980732e-04
1.998844231231029056e+00,3.334618015786364742e-01,5.905646696559518037e-04,4.830286399552599923e-04,2.103895512533467405e-01,1.056992151307394601e-01,9.994097838911253362e-01,9.995172045640674519e-01,8.261802978755968807e-01,9.044050916521257921e-01,9.667161109740263214e-01,9.294861564091851935e-01,2.845627971763400876e-01,2.155542597827242446e-01,6.940919702271259413e-04
1.971295818577333936e+00,3.365534975507094573e-01,5.899071155771195727e-04,4.791831075182067363e-04,2.146547623045376718e-01,1.048577127295692440e-01,9.994104406696669995e-01,9.995210463989567806e-01,8.232791991880245019e-01,9.050939215779046920e-01,9.669629288779550969e-01,9.288469387412169320e-01,2.834958663613685315e-01,2.147943173029601416e-01,7.081632428940404277e-04
1.944000475100035263e+00,3.396738582272207929e-01,5.892309345858136272e-04,4.752113802762659490e-04,2.189945201489393034e-01,1.039885956266467376e-01,9.994111160540519734e-01,9.995250143383157537e-01,8.203482324742672471e-01,9.058064584737666181e-01,9.672181078887053252e-01,9.282028031484180763e-01,2.824168432653608729e-01,2.140255465579954386e-01,7.224804513988588922e-04
1.916955876018795912e+00,3.428231493733970847e-01,5.885355434747046406e-04,4.711088838226726847e-04,2.234095676001581487e-01,1.030908628229322138e-01,9.994118106268776724e-01,9.995291129552473786e-01,8.173877550766595057e-01,9.065436345296967735e-01,9.674819682531339282e-01,9.275539761709339359e-01,2.813257956461899245e-01,2.132479879199246087e-01,7.370460463431277847e-04
1.890159717909508430e+00,3.460016392185112366e-01,5.878203398346724127e-04,4.668708735753970590e-04,2.279006272449117798e-01,1.021634760806169745e-01,9.994125249899254992e-01,9.995333469931216852e-01,8.143981506416677618e-01,9.073064220528168633e-01,9.677548434006364442e-01,9.269006993917285886e-01,2.802227983733319716e-01,2.124616867672139142e-01,7.518624115982677899e-04
1.863609718508114632e+00,3.492095984787272900e-01,5.870847014661623696e-04,4.624924283405517787e-04,2.324683998157478781e-01,1.012053585146297091e-01,9.994132597647497063e-01,9.995377213720246790e-01,8.113798294134749733e-01,9.080958354115334918e-01,9.680370805398205158e-01,9.262432299909544309e-01,2.791079334418696267e-01,2.116666935038822028e-01,7.669318589370438793e-04
1.837303616516211768e+00,3.524473003801587567e-01,5.863279857823295574e-04,4.579684446797321678e-04,2.371135625112018308e-01,1.002153933600641172e-01,9.994140155932745850e-01,9.995422411944084873e-01,8.083332284952985392e-01,9.089129328994337564e-01,9.683290412181719820e-01,9.255818412673355589e-01,2.779812899886586752e-01,2.108630635808469989e-01,7.822566224916307782e-04
1.811239171408463022e+00,3.557150206821387273e-01,5.855495291993570656e-04,4.532936304987552679e-04,2.418367672637196375e-01,9.919242256922844447e-02,9.994147931384029793e-01,9.995469117515182189e-01,8.052588120767384394e-01,9.097588188086502825e-01,9.686311019475997153e-01,9.249168231998967649e-01,2.768429642821547687e-01,2.100508574988744770e-01,7.978388530393517621e-04
1.785414163241766605e+00,3.590130377007071383e-01,5.847486465174571435e-04,4.484624986356602178e-04,2.466386389558535008e-01,9.813524540853348077e-02,9.994155930846354563e-01,9.995517385298233748e-01,8.021570716254787792e-01,9.106346455786282768e-01,9.689436548471431765e-01,9.242484830142861929e-01,2.756930596987550164e-01,2.092301408024054565e-01,8.136806121177653315e-04
1.759826392466179890e+00,3.623416323323150889e-01,5.839246302904276941e-04,4.434693608360379619e-04,2.515197735854112215e-01,9.704261714013807938e-02,9.994164161387001366e-01,9.995567272170617912e-01,7.990285260417053781e-01,9.115416159555250752e-01,9.692671082789749981e-01,9.235771457359790437e-01,2.745316866915066822e-01,2.084009840684857007e-01,8.297838659713460165e-04
1.734473679737580376e+00,3.657010880777492590e-01,5.830767501865542334e-04,4.383083206558978763e-04,2.564807363804429974e-01,9.591324746891206898e-02,9.994172630301919602e-01,9.995618837093597220e-01,7.958737217736502334e-01,9.124809854334451353e-01,9.696018875735114007e-01,9.229031547982103900e-01,2.733589627251073462e-01,2.075634628719702224e-01,8.461504793326752715e-04
1.709353865732051059e+00,3.690916910662779271e-01,5.822042523397794002e-04,4.329732669952877661e-04,2.615220598651527006e-01,9.474579912742428500e-02,9.994181345122215010e-01,9.995672141177222025e-01,7.926932328927268623e-01,9.134540646760717086e-01,9.699484357351391139e-01,9.222268726262046190e-01,2.721750122059001242e-01,2.067176577477194133e-01,8.627822090417272679e-04
1.684464810961963099e+00,3.725137300800212548e-01,5.813063586921030047e-04,4.274578671585641497e-04,2.666442418780403112e-01,9.353888635734942947e-02,9.994190313620713306e-01,9.995727247749978117e-01,7.894876611267819255e-01,9.144622221264269157e-01,9.703072142015828350e-01,9.215486812492119650e-01,2.709799663869211783e-01,2.058636541353823513e-01,8.796806975075634064e-04
1.659804395593758031e+00,3.759674965785468337e-01,5.803822663297468314e-04,4.217555597334376083e-04,2.718477435438138579e-01,9.229107335121818079e-02,9.994199543818607090e-01,9.995784222430293964e-01,7.862576358500659168e-01,9.155068867604463367e-01,9.706787036399205926e-01,9.208689829273577487e-01,2.697739632522786479e-01,2.050015423098460465e-01,8.968474660175059301e-04
1.635370519267393963e+00,3.794532847236941064e-01,5.794311468103605697e-04,4.158595477245426186e-04,2.771329872008543305e-01,9.100087274986390362e-02,9.994209043992177133e-01,9.995843133195503327e-01,7.830038140285936477e-01,9.165895509134684982e-01,9.710634047528123869e-01,9.201882007736884583e-01,2.685571473874815984e-01,2.041314173021238076e-01,9.142839078996799164e-04
1.611161100917458899e+00,3.829713914046281587e-01,5.784521454862416763e-04,4.097627907348832632e-04,2.825003542862703498e-01,8.966674393151985445e-02,9.994218822679561409e-01,9.995904050460364676e-01,7.797268801196660659e-01,9.177117734106466918e-01,9.714618391756442151e-01,9.195067794280207263e-01,2.673296698142968997e-01,2.032533787951905646e-01,9.319912815456388687e-04
1.587174078595922300e+00,3.865221162631263807e-01,5.774443808205252703e-04,4.034579982279881943e-04,2.879501831808473633e-01,8.828709153740363358e-02,9.994228888687591850e-01,9.995967047144806994e-01,7.764275459244103228e-01,9.188751826389099930e-01,9.718745503344091707e-01,9.188251856891376246e-01,2.660916878240056627e-01,2.023675310192279420e-01,9.499707033006795894e-04
1.563407409296515116e+00,3.901057617190993310e-01,5.764069437019930797e-04,3.969376215927822760e-04,2.934827670164767977e-01,8.686026373530494893e-02,9.994239251098647747e-01,9.996032198753660447e-01,7.731065503923034710e-01,9.200814799900910446e-01,9.723021044152601045e-01,9.181439092118179879e-01,2.648433647693925752e-01,2.014739826175986348e-01,9.682231402303757492e-04
1.539859068780725426e+00,3.937226329963481319e-01,5.753388967544138897e-04,3.901938464675347874e-04,2.990983514489366502e-01,8.538455053986609977e-02,9.994249919277554683e-01,9.996099583453860182e-01,7.697646593767590861e-01,9.213324434207248448e-01,9.727450913535571342e-01,9.174634632022115044e-01,2.635848698395283907e-01,2.005728465009175288e-01,9.867494027728023961e-04
1.516527051405391457e+00,3.973730381485608421e-01,5.742392736454909668e-04,3.832185851837780649e-04,3.047971323991999770e-01,8.385818215911498841e-02,9.994260902878507880e-01,9.996169282150436652e-01,7.664026653409689027e-01,9.226299311667657266e-01,9.732041258541556106e-01,9.167843851191018745e-01,2.623163778140845115e-01,1.996642396868478220e-01,1.005550137286932277e-03
1.493409369951879118e+00,4.010572880855498012e-01,5.731070783972243678e-04,3.760034689190431059e-04,3.105792537667559361e-01,8.227932727727992057e-02,9.994272211851958909e-01,9.996241378565506874e-01,7.630213870133261134e-01,9.239758857038576911e-01,9.736798484729508596e-01,9.161072374014249675e-01,2.610380687894098828e-01,1.987482831199840760e-01,1.024625818508698464e-03
1.470504055456825832e+00,4.047756965997321710e-01,5.719412846942912177e-04,3.685398396754765321e-04,3.164448051187455091e-01,8.064609129950250921e-02,9.994283856451541270e-01,9.996315959319006517e-01,7.596216689918862119e-01,9.253723379478256961e-01,9.741729267554573024e-01,9.154326082180651580e-01,2.597501278775785072e-01,1.978251014726722934e-01,1.043976741927268382e-03
1.447809157044441797e+00,4.085285803928562776e-01,5.707408351977571190e-04,3.608187421291590702e-04,3.223938193590468737e-01,7.895651456825686365e-02,9.994295847240931563e-01,9.996393114010774239e-01,7.562043812974652557e-01,9.268214117045752154e-01,9.746840564331429313e-01,9.147611122394715411e-01,2.584527448783711101e-01,1.968948229267178107e-01,1.063603016095170106e-03
1.425322741760353118e+00,4.123162591029752022e-01,5.695046408630995410e-04,3.528309160107553607e-04,3.284262703817776297e-01,7.720857069603782874e-02,9.994308195100674030e-01,9.996472935297362472e-01,7.527704188751167536e-01,9.283253282638201931e-01,9.752139626376467030e-01,9.140933914020891171e-01,2.571461139343951818e-01,1.959575789433401771e-01,1.083504554887007977e-03
1.403042894406967722e+00,4.161390553316710039e-01,5.682315802628851468e-04,3.445667876575897936e-04,3.345420707140222549e-01,7.540016471673564868e-02,9.994320911234955140e-01,9.996555518977184862e-01,7.493207010438931448e-01,9.298864114117032509e-01,9.757634012269263968e-01,9.134301157309280272e-01,2.558304331457750824e-01,1.950135040043015078e-01,1.103681069722631768e-03
1.380967717380357840e+00,4.199972946715307409e-01,5.669204989201913477e-04,3.360164616802643477e-04,3.407410691529419444e-01,7.352913126207552552e-02,9.994334007178274915e-01,9.996640964074562374e-01,7.458561708949390523e-01,9.315070927086698260e-01,9.763331601657965209e-01,9.127719841786264832e-01,2.545059041594377458e-01,1.940627353350495576e-01,1.124132061771773369e-03
1.359095330508634625e+00,4.238913057338781765e-01,5.655702086496939250e-04,3.271697129976818214e-04,3.470230484027740925e-01,7.159323281867373268e-02,9.994347494802046095e-01,9.996729372920146739e-01,7.423777946381430182e-01,9.331899170076336514e-01,9.769240609486662397e-01,9.121197254715509573e-01,2.531727317363251517e-01,1.931054126122645487e-01,1.144856814158318322e-03
1.337423870891814470e+00,4.278214201767617797e-01,5.641794869128838666e-04,3.180159784778429093e-04,3.533877227175790670e-01,6.959015789882684599e-02,9.994361386321043428e-01,9.996820851235326266e-01,7.388865608977280841e-01,9.349375483825184130e-01,9.775369601204337844e-01,9.114740990012324406e-01,2.518311232830079960e-01,1.921416776459963227e-01,1.165854384183539171e-03
1.315951492743153040e+00,4.317879727332024076e-01,5.627470761869849411e-04,3.085443487558214284e-04,3.598347355559420868e-01,6.751751925007222488e-02,9.994375694299717505e-01,9.996915508214950785e-01,7.353834799573415459e-01,9.367527763876857261e-01,9.781727508633281110e-01,9.108358957374714793e-01,2.504812883563616310e-01,1.911716740426339378e-01,1.187123595588769490e-03
1.294676367231935910e+00,4.357913012397030550e-01,5.612716833511103036e-04,2.987435596840047852e-04,3.663636572541998926e-01,6.537285198427841837e-02,9.994390431658354279e-01,9.997013456613762505e-01,7.318695829553659715e-01,9.386385227833428102e-01,9.788323646923982047e-01,9.102059391919343767e-01,2.491234381314374746e-01,1.901955468415413852e-01,1.208663030879191577e-03
1.273596682327716056e+00,4.398317466650226160e-01,5.597519790914893493e-04,2.886019846821385451e-04,3.729739827250921347e-01,6.315361190363624755e-02,9.994405611679020307e-01,9.997114812823924002e-01,7.283459210313586452e-01,9.405978485173406289e-01,9.795167731812658429e-01,9.095850863764340932e-01,2.477577848525214788e-01,1.892134421398095900e-01,1.230471023731503650e-03
1.252710642645980421e+00,4.439096531392170975e-01,5.581865973284489768e-04,2.781076259359019451e-04,3.796651291890957292e-01,6.085717357467843730e-02,9.994421248011304826e-01,9.997219696964116942e-01,7.248135644246908038e-01,9.426339613940553086e-01,9.802269898632093303e-01,9.089742288561085681e-01,2.463845412326838014e-01,1.882255066799818355e-01,1.252545651509410747e-03
1.232016469295233563e+00,4.480253679829491742e-01,5.565741346697934385e-04,2.672481063016302451e-04,3.864364339460193420e-01,5.848082855682257969e-02,9.994437354677808694e-01,9.997328232961666394e-01,7.212736015266422163e-01,9.447502241145380175e-01,9.809640721908873262e-01,9.083742938148205992e-01,2.450039198314917510e-01,1.872318874222150820e-01,1.274884727911935588e-03
1.211512399725488631e+00,4.521792417370701922e-01,5.549131498879457825e-04,2.560106617060900242e-04,3.932871521947692295e-01,5.602178373924449756e-02,9.994453946079371320e-01,9.997440548629779045e-01,7.177271378873727459e-01,9.469501627694855150e-01,9.817291235767937607e-01,9.077862451472695771e-01,2.436161324063028377e-01,1.862327310975439298e-01,1.297485795780652226e-03
1.191196687578148783e+00,4.563716281924760643e-01,5.532021634320766082e-04,2.443821325121678704e-04,4.002164549094994750e-01,5.347715945146663818e-02,9.994471036999973412e-01,9.997556775755228609e-01,7.141752951793679527e-01,9.492374761316024756e-01,9.825232956276079843e-01,9.072110846552325913e-01,2.422213892111200750e-01,1.852281837233858419e-01,1.320346120092935616e-03
1.171067602537264829e+00,4.606028844202402772e-01,5.514396569692722001e-04,2.323489561107725909e-04,4.072234267806554286e-01,5.084398784227380647e-02,9.994488642611335516e-01,9.997677050173859881e-01,7.106192101191266541e-01,9.516160453592420465e-01,9.833477904292140526e-01,9.066498532471733984e-01,2.408198982788723463e-01,1.842183901072500796e-01,1.343462681169299046e-03
1.151123430182166452e+00,4.648733708020258426e-01,5.496240729648978716e-04,2.198971587575110831e-04,4.143070642296948214e-01,4.811921109336577546e-02,9.994506778477136866e-01,9.997801511853722234e-01,7.070600333490181244e-01,9.540899445558590486e-01,9.842038630279801303e-01,9.061036322410441768e-01,2.394118646535780548e-01,1.832034933143458777e-01,1.366832168123800154e-03
1.131362471841438122e+00,4.691834510607797992e-01,5.477538143016018411e-04,2.070123481853343949e-04,4.214662735065232702e-01,4.529967980281233292e-02,9.994525460556846763e-01,9.997930304970573667e-01,7.034989282814038125e-01,9.566634519477154042e-01,9.850928240158860483e-01,9.055735447048643971e-01,2.379974895961163572e-01,1.821836341162685335e-01,1.390450972587328055e-03
1.111783044448243718e+00,4.735334922917117662e-01,5.458272439411509473e-04,1.936797061700134561e-04,4.286998688789047107e-01,4.238215135818620277e-02,9.994544705209109647e-01,9.998063577983947736e-01,6.999370699072690050e-01,9.593410619100071202e-01,9.860160422884807208e-01,9.050607568815290938e-01,2.365769697488299683e-01,1.811589504100597214e-01,1.414315182734323956e-03
1.092383480396977635e+00,4.779238649935598771e-01,5.438426846324297429e-04,1.798839808071234919e-04,4.360065709233144626e-01,3.936328824656663838e-02,9.994564529194710500e-01,9.998201483716196991e-01,6.963756435717604054e-01,9.621274979675551453e-01,9.869749480069333059e-01,9.045664797178296634e-01,2.351504962536437315e-01,1.801295766037915580e-01,1.438420577644168759e-03
1.073162127401230403e+00,4.823549431001468712e-01,5.417984186700098128e-04,1.656094800739889912e-04,4.433850049268661664e-01,3.623965664572567635e-02,9.994584949679000685e-01,9.998344179418846567e-01,6.928158437191664909e-01,9.650277265367045443e-01,9.879710356705500018e-01,9.040919704317018635e-01,2.337182538475865434e-01,1.790956429859927312e-01,1.462762622029011028e-03
1.054117348353064809e+00,4.868271040122282289e-01,5.396926877041956011e-04,1.508400645651323602e-04,4.508336994100755613e-01,3.300772483445561095e-02,9.994605984233825291e-01,9.998491826847284436e-01,6.892588726100108421e-01,9.680469719239077619e-01,9.890058674626105439e-01,9.036385342282731159e-01,2.322804198997994451e-01,1.780572750529050841e-01,1.487336461360247658e-03
1.035247521183577213e+00,4.913407286296362919e-01,5.375236926095909194e-04,1.355591407805478580e-04,4.583510847803309307e-01,2.966386172386897141e-02,9.994627650838864286e-01,9.998644592330093728e-01,6.857059390130521015e-01,9.711907324063937530e-01,9.900810767927515910e-01,9.032075261099627994e-01,2.308371634105033099e-01,1.770145928084257692e-01,1.512136917426214720e-03
1.016551038724747169e+00,4.958962013837215355e-01,5.352895934124235738e-04,1.197496551780597763e-04,4.659354921259822313e-01,2.620433555589993593e-02,9.994649967882394126e-01,9.998802646830847740e-01,6.821582568750986786e-01,9.744647974599475182e-01,9.911983720404330400e-01,9.028003527820855911e-01,2.293886439732179539e-01,1.759677100376992320e-01,1.537158484353790206e-03
9.980263085725495920e-01,5.004939102700955988e-01,5.329885092823613731e-04,1.033940879210311120e-04,4.735851521609844572e-01,2.262531253514059315e-02,9.994672954161396561e-01,9.998966166013112389e-01,6.786170439716491254e-01,9.778752664756055202e-01,9.923595405963349103e-01,9.024184747183294775e-01,2.279350106807142284e-01,1.749167335402473933e-01,1.562395325126689303e-03
9.796717529513325751e-01,5.051342468816766296e-01,5.306185185918570191e-04,8.647444694797919564e-05,4.812981943299884935e-01,1.892285553111876933e-02,9.994696628881007960e-01,9.999135330302354463e-01,6.750835205414623674e-01,9.814285689751702790e-01,9.935664531822986367e-01,9.020634083704894834e-01,2.264764009823119484e-01,1.738617623281956126e-01,1.587841268633086471e-03
9.614858085794302234e-01,5.098176064420427700e-01,5.281776590450086789e-04,6.897226283278238331e-05,4.890726460836929412e-01,1.509292295357771672e-02,9.994721011653255882e-01,9.999310324940120509e-01,6.715589079082413537e-01,9.851314863769690122e-01,9.948210684425911055e-01,9.017367285152544376e-01,2.250129394972709695e-01,1.728028867930839207e-01,1.613489807274943576e-03
9.434669265360202672e-01,5.145443878390929537e-01,5.256639278838897301e-04,5.086858384114054186e-05,4.969064323341257361e-01,1.113136767070124072e-02,9.994746122495047347e-01,9.999491340036400500e-01,6.680444270926809702e-01,9.889911756013028965e-01,9.961254378772729234e-01,9.014400707838311488e-01,2.235447367716175415e-01,1.717401878321455078e-01,1.639334095170940460e-03
9.256135721291978147e-01,5.193149936590214510e-01,5.230752821692997686e-04,3.214397125141612617e-05,5.047973750993408615e-01,7.033935985192173342e-03,9.994771981825389950e-01,9.999678570619502382e-01,6.645412974181882371e-01,9.930151946882398439e-01,9.974817111449917340e-01,9.011751343900797906e-01,2.220718879760959219e-01,1.706737359324413394e-01,1.665366946984300376e-03
9.079242247652652420e-01,5.241298302206061077e-01,5.204096391466447868e-04,1.277849463737941618e-05,5.127431933467556657e-01,2.796266602014473371e-03,9.994798610461785859e-01,9.999872216686505055e-01,6.610507351136214460e-01,9.972115307015555485e-01,9.988921417927181245e-01,9.009436850929756213e-01,2.205944715365811271e-01,1.696035902066444501e-01,1.691580837405947790e-03
8.903973778192206812e-01,5.289893076098153291e-01,5.176648766926526465e-04,7.248271443056962522e-06,5.207415030440517567e-01,1.586110096197682583e-03,9.994826029615814234e-01,9.999927517810940358e-01,6.575739519164242042e-01,9.984164016651096984e-01,9.992970362842759080e-01,9.000302366924070041e-01,2.193454618529741829e-01,1.686985919840217896e-01,1.717967901322434154e-03
8.730315385064368883e-01,5.338938397147354742e-01,5.148388338545318568e-04,2.795725086122016030e-05,5.287898174261853601e-01,6.117772796076584481e-03,9.994854260887778841e-01,9.999720435307247746e-01,6.541121536795446723e-01,9.939194267694180240e-01,9.977885161386119695e-01,8.978254886136686208e-01,2.185198110023448825e-01,1.681002654048021905e-01,1.744519934696827246e-03
8.558252277555182808e-01,5.388438442608225465e-01,5.119293114769955062e-04,4.936986911390077616e-05,5.368855474866238708e-01,1.080340995293776335e-02,9.994883326260494139e-01,9.999506325681496444e-01,6.506665389855280646e-01,9.893120562845739707e-01,9.962382143050781957e-01,8.955957331715269643e-01,2.177051665688167492e-01,1.675099006518420974e-01,1.771228396189338189e-03
8.387769800823272615e-01,5.438397428464800676e-01,5.089340729258461917e-04,7.150805576036250750e-05,5.450260027004201202e-01,1.564782032406101739e-02,9.994913248092107683e-01,9.999284970572761555e-01,6.472382977711602647e-01,9.845932615509691566e-01,9.946453987142140907e-01,8.933409871137365510e-01,2.169019637836899494e-01,1.669278291280209547e-01,1.798084409542803890e-03
8.218853434651667289e-01,5.488819609789672427e-01,5.058508449067708121e-04,9.439424614458123025e-05,5.532083919861819910e-01,2.065591334556106384e-02,9.994944049107963302e-01,9.999056146632880893e-01,6.438286099660067707e-01,9.797621185793613519e-01,9.930093538220076121e-01,8.910612802962312173e-01,2.161106311398867663e-01,1.663543781168257130e-01,1.825078766756299238e-03
8.051488792211076717e-01,5.539709281106407479e-01,5.026773183866693360e-04,1.180513827429818786e-04,5.614298249133632401e-01,2.583270942730737582e-02,9.994975752391447310e-01,9.998819625517409992e-01,6.404386441481514369e-01,9.748178146495941609e-01,9.913293826276950993e-01,8.887566562953116422e-01,2.153315897484428254e-01,1.657898703125293971e-01,1.852201932068086926e-03
7.885661618834616249e-01,5.591070776755293625e-01,4.994111496146916816e-04,1.425029166996302657e-04,5.696873131605992846e-01,3.118334028886404416e-02,9.995008381373849948e-01,9.998575173874881816e-01,6.370695562203904094e-01,9.697596546894089453e-01,9.896048086774728025e-01,8.864271729900565777e-01,2.145652527138712240e-01,1.652346233624992500e-01,1.879444046766785619e-03
7.721357790803582422e-01,5.642908471262543246e-01,4.960499612493970631e-04,1.677728077273500716e-04,5.779777722300923903e-01,3.671304893785160006e-02,9.995041959823143252e-01,9.998322553352659847e-01,6.337224881100449458e-01,9.645870677759237344e-01,9.878349781758657411e-01,8.840729031986791497e-01,2.138120245027386734e-01,1.646889494029411816e-01,1.906794934847261301e-03
7.558563314144686185e-01,5.695226779712825316e-01,4.925913435918880283e-04,1.938855239157415784e-04,5.862980234221746301e-01,4.242718962793653320e-02,9.995076511831734178e-01,9.998061520603936936e-01,6.303985664955100710e-01,9.592996133925866253e-01,9.860192620857822776e-01,8.816939352906815186e-01,2.130723003314658470e-01,1.641531546069609770e-01,1.934244109524870621e-03
7.397264323438008660e-01,5.748030158125356781e-01,4.890328559281587831e-04,2.208660414446828187e-04,5.946447960733735050e-01,4.833122779613789610e-02,9.995112061803094194e-01,9.997791827295917644e-01,6.270989015625192398e-01,9.538969874075557964e-01,9.841570582100945819e-01,8.792903737722419510e-01,2.123464655748527607e-01,1.636275387460447150e-01,1.961780780619017551e-03
7.237447080636196795e-01,5.801323103833379013e-01,4.853720279799487352e-04,2.487398428683742081e-04,6.030147300602968219e-01,5.443073968733167650e-02,9.995148634437340807e-01,9.997513220132550060e-01,6.238245857930359017e-01,9.483790280019037677e-01,9.822477933384098359e-01,8.768623399032247079e-01,2.116348951778528331e-01,1.631123947521875284e-01,1.989393862813669360e-03
7.079097973894268314e-01,5.855110155867243593e-01,4.816063614669382868e-04,2.775329156777923099e-04,6.114043785707328205e-01,6.073141203967836327e-02,9.995186254715681118e-01,9.997225440874705216e-01,6.205766927895342011e-01,9.427457211596117492e-01,9.802909253306298920e-01,8.744099722620519710e-01,2.109379530976936978e-01,1.626080083004227683e-01,2.017071984799439534e-03
6.922203516410372348e-01,5.909395895340970872e-01,4.777333317806481904e-04,3.072717495406949930e-04,6.198102111422677529e-01,6.723904148066435493e-02,9.995224947883749600e-01,9.996928226373849036e-01,6.173562761373221353e-01,9.369972059985940405e-01,9.782859452381862386e-01,8.719334273286128978e-01,2.102559917550878010e-01,1.621146573962176374e-01,2.044803499298229049e-03
6.766750345276992817e-01,5.964184945842465613e-01,4.737503897708384847e-04,3.379833338473300225e-04,6.282286169676833953e-01,7.395953399003922513e-02,9.995264739433830092e-01,9.996621308602909872e-01,6.141643683074068383e-01,9.311337795798876327e-01,9.762323793415373929e-01,8.694328800065396212e-01,2.095893515196440848e-01,1.616326119860835575e-01,2.072576493967998035e-03
6.612725220342929866e-01,6.019481973827274235e-01,4.696549636418849427e-04,3.696951536197373364e-04,6.366559084652350098e-01,8.089890400466483167e-02,9.995305655085972019e-01,9.996304414703774954e-01,6.110019796022637673e-01,9.251559015325676594e-01,9.741297912253922275e-01,8.669085241688666565e-01,2.089383602040470189e-01,1.611621335727765336e-01,2.100378803181397660e-03
6.460115023085497565e-01,6.075291689016076857e-01,4.654444609642023807e-04,4.024351858389443632e-04,6.450883251107861760e-01,8.806327361481017246e-02,9.995347720767957522e-01,9.995977267030901059e-01,6.078700971467027037e-01,9.190641980569359548e-01,9.719777837425545020e-01,8.643605731301964301e-01,2.083033325974129879e-01,1.607034748573503147e-01,2.128198020668290412e-03
6.308906755493328689e-01,6.131618844795774237e-01,4.611162707930333633e-04,4.362318952025551286e-04,6.535220375275496707e-01,9.545887163580174528e-02,9.995390962594210560e-01,9.995639583200859324e-01,6.047696839258719370e-01,9.128594654646804418e-01,9.697760009240046220e-01,8.617892600869049291e-01,2.076845700252785143e-01,1.602568793988983220e-01,2.156021513008132655e-03
6.159087538959180375e-01,6.188468238624387219e-01,4.566677658976601908e-04,4.711142279215002658e-04,6.619531518280120652e-01,1.030920322505912146e-01,9.995435406843582449e-01,9.995291076161804122e-01,6.017016778722565906e-01,9.065426734700847700e-01,9.675241299143444440e-01,8.591948385810385114e-01,2.070823599198545750e-01,1.598225812799205781e-01,2.183836433954331000e-03
6.010644613183180329e-01,6.245844712439616586e-01,4.520963051016125157e-04,5.071116070643868004e-04,6.703777142013537249e-01,1.109691939909782515e-01,9.995481079936048285e-01,9.994931454247738545e-01,5.986669910033630693e-01,9.001149675515850435e-01,9.652219026929873547e-01,8.565775828311409379e-01,2.064969754484008990e-01,1.594008048125039878e-01,2.211629739568508977e-03
5.863565335085900720e-01,6.303753153071279813e-01,4.473992357235702377e-04,5.442539262354332630e-04,6.787917157384835143e-01,1.190968983541784570e-01,9.995528008408383069e-01,9.994560421249737425e-01,5.956665086115879859e-01,8.935776709511654703e-01,9.628690977825737907e-01,8.539377880675030896e-01,2.059286751580602370e-01,1.589917642547180876e-01,2.239388204138681362e-03
5.717837177731632803e-01,6.362198492657487048e-01,4.425738961254152256e-04,5.825715422208687256e-04,6.871910974855250931e-01,1.274817881936644581e-01,9.995576218888788667e-01,9.994177676497771889e-01,5.927010885075982838e-01,8.869322861543487146e-01,9.604655418904305408e-01,8.512757708386348154e-01,2.053777026476540646e-01,1.585956635449098928e-01,2.267098436851110784e-03
5.573447729261340466e-01,6.421185709064762825e-01,4.376176183590265345e-04,6.220952691086788352e-04,6.955717557154252884e-01,1.361306064324135645e-01,9.995625738070498256e-01,9.993782914928123207e-01,5.897715603183437683e-01,8.801804953922683916e-01,9.580111113165133974e-01,8.485918691812697201e-01,2.048442862985394852e-01,1.582126960776304714e-01,2.294746899181766223e-03
5.430384691835650202e-01,6.480719826311969189e-01,4.325277309088951358e-04,6.628563694399047454e-04,7.039295474060861535e-01,1.450501941265821271e-01,9.995676592684465955e-01,9.993375827180746018e-01,5.868787248406559520e-01,8.733241609227244684e-01,9.555057333993970392e-01,8.458864428375807432e-01,2.043286390097465433e-01,1.578430444807698840e-01,2.322319922969117573e-03
5.288635880587300164e-01,6.540805914998256698e-01,4.273015615289193310e-04,7.048865474623328999e-04,7.122602959122994459e-01,1.542474889892374579e-01,9.995728809471094989e-01,9.992956099675955883e-01,5.840233534511736213e-01,8.663653241954979434e-01,9.529493876738974745e-01,8.431598733055394312e-01,2.038309580010061739e-01,1.574868804409287615e-01,2.349803729126303305e-03
5.148189222583448021e-01,6.601449092734893442e-01,4.219364401662411635e-04,7.482179401444721692e-04,7.205597968175714296e-01,1.637295234239828090e-01,9.995782415151074352e-01,9.992523414713796459e-01,5.812061875731650007e-01,8.593062046391590769e-01,9.503421070041506713e-01,8.404125639007217208e-01,2.033514246306098172e-01,1.571443645378398091e-01,2.377184446946767858e-03
