z,a,dH,dB,dS,dV,H,B,S,V,R_resp,R_rob,CCI_min,CCI_diag,Omega_MAAT
3.113764344100276560e+01,3.111615827824362052e-02,6.160200298583729363e-04,6.157832182257115452e-04,7.616234981675671029e-04,1.347493657170457937e-01,9.993843592171950396e-01,9.993845957373916900e-01,9.992389561307264412e-01,8.812518695422244530e-01,9.583447106690001771e-01,9.583447106690001771e-01,3.469554621260820260e-01,2.603292851996514834e-01,2.512656884646467378e-06
3.084241601504652763e+01,3.140465219496752641e-02,6.160184879421952983e-04,6.157757270381686472e-04,7.787010747608777428e-04,1.347477264505961836e-01,9.993843607572132637e-01,9.993846032193618445e-01,9.992219048287852567e-01,8.812531426063512363e-01,9.583451750303180194e-01,9.583451750303180194e-01,3.469493871280182606e-01,2.603247244184473397e-01,2.568997176803286463e-06
3.054990064958084872e+01,3.169582088726118768e-02,6.160169079866129179e-04,6.157680656029394664e-04,7.961615328601303514e-04,1.347460499295299041e-01,9.993843623352242078e-01,9.993846108713704268e-01,9.992044718360622024e-01,8.812544446064404235e-01,9.583456499467736256e-01,9.583456499467736256e-01,3.469431760940751563e-01,2.603200615081021629e-01,2.626600625695977769e-06
3.026007243068703545e+01,3.198968915434537846e-02,6.160152891468126434e-04,6.157602300912984718e-04,8.140134545719839368e-04,1.347443353160223400e-01,9.993843639520713085e-01,9.993846186972412671e-01,9.991866486243909939e-01,8.812557761934132206e-01,9.583461356557824162e-01,9.583461356557824162e-01,3.469368259845093116e-01,2.603152941865211067e-01,2.685495544381364609e-06
2.997290667331407121e+01,3.228628202536733272e-02,6.160136305589215908e-04,6.157522166551898917e-04,8.322656142574439558e-04,1.347425817680189541e-01,9.993843656086176530e-01,9.993846267008178463e-01,9.991684264757925149e-01,8.812571380214890837e-01,9.583466323959659583e-01,9.583466323959659583e-01,3.469303336932889614e-01,2.603104201218652269e-01,2.745710880178747990e-06
2.968837891917642580e+01,3.258562476153226140e-02,6.160119313401877725e-04,6.157440213233635311e-04,8.509269828330976804e-04,1.347407884165069958e-01,9.993843673057448695e-01,9.993846348860663253e-01,9.991497964782843910e-01,8.812585307658382661e-01,9.583471404135839311e-01,9.583471404135839311e-01,3.469236960445004070e-01,2.603054369298199444e-01,2.807276228860026807e-06
2.940646493467065881e+01,3.288774285825513122e-02,6.160101905873562869e-04,6.157356400830070638e-04,8.700067321683258503e-04,1.347389543833788783e-01,9.993843690443549033e-01,9.993846432569949423e-01,9.991307495215998591e-01,8.812599551087091365e-01,9.583476599574798360e-01,9.583476599574798360e-01,3.469169097925436929e-01,2.603003421737695722e-01,2.870221849156450816e-06
2.912714070881164474e+01,3.319266204733189313e-02,6.160084073779860826e-04,6.157270687781541199e-04,8.895142395805523319e-04,1.347370787592012398e-01,9.993843708253693503e-01,9.993846518177543770e-01,9.991112762928119340e-01,8.812614117566934802e-01,9.583481912853712981e-01,9.583481912853712981e-01,3.469099716185222726e-01,2.602951333620536767e-01,2.934578677588809317e-06
2.885038245118730060e+01,3.350040829913135398e-02,6.160065807683934433e-04,6.157183031383729266e-04,9.094590924307701177e-04,1.347351606094925880e-01,9.993843726497307900e-01,9.993846605726097732e-01,9.990913672718655381e-01,8.812629014358528412e-01,9.583487346620753744e-01,9.583487346620753744e-01,3.469028781292833319e-01,2.602898079472570347e-01,3.000378343628439156e-06
2.857616658993253722e+01,3.381100782480685185e-02,6.160047097935662276e-04,6.157093388400896499e-04,9.298510928214991696e-04,1.347331989881427050e-01,9.993843745184025629e-01,9.993846695258792323e-01,9.990710127270094887e-01,8.812644248812970815e-01,9.583492903557098153e-01,9.583492903557098153e-01,3.468956258570953244e-01,2.602843633259884770e-01,3.067653185196162861e-06
2.830446976972142181e+01,3.412448707852892144e-02,6.160027934671985636e-04,6.157001714762193496e-04,9.507002623994994421e-04,1.347311929307669076e-01,9.993843764323702139e-01,9.993846786819648997e-01,9.990502027101333393e-01,8.812659828423460295e-01,9.583498586395757801e-01,9.583498586395757801e-01,3.468882112574045995e-01,2.602787968371872984e-01,3.136436264506825545e-06
2.803526884977813083e+01,3.444087275973824191e-02,6.160008307810248230e-04,6.156907964931408739e-04,9.720168472655094051e-04,1.347291414409145793e-01,9.993843783926406044e-01,9.993846880454142489e-01,9.990289270519998599e-01,8.812675760932416891e-01,9.583504397960591614e-01,9.583504397960591614e-01,3.468806307058836524e-01,2.602731057598871578e-01,3.206761384266912834e-06
2.776854090190591862e+01,3.476019181541980391e-02,6.159988207039435865e-04,6.156812092524894435e-04,9.938113229934169950e-04,1.347270435035909653e-01,9.993843804002434661e-01,9.993846976208602406e-01,9.990071753573781521e-01,8.812692054226478611e-01,9.583510341128060883e-01,9.583510341128060883e-01,3.468728804980144020e-01,2.602672873129241449e-01,3.278663104233198800e-06
2.750426320853434348e+01,3.508247144239792781e-02,6.159967621817452913e-04,6.156714049987005184e-04,1.016094399761249215e-03,1.347248980781550753e-01,9.993843824562319567e-01,9.993847074130527419e-01,9.989849370000684070e-01,8.812708716391665087e-01,9.583516418847320972e-01,9.583516418847320972e-01,3.468649568466935507e-01,2.602613386531295592e-01,3.352176758140290292e-06
2.724241326078433545e+01,3.540773908965272332e-02,6.159946541363876598e-04,6.156613789316199006e-04,1.038877027596475135e-03,1.347227041142083914e-01,9.993843845616825483e-01,9.993847174267858069e-01,9.989622011178215244e-01,8.812725755589987386e-01,9.583522634095267279e-01,9.583522634095267279e-01,3.468568558819654091e-01,2.602552568751537176e-01,3.427338471005305069e-06
2.698296875655115556e+01,3.573602246065788607e-02,6.159924954665400767e-04,6.156511261127356428e-04,1.062170401738128959e-03,1.347204605310762526e-01,9.993843867176954721e-01,9.993847276669918234e-01,9.989389566071487092e-01,8.812743180218818306e-01,9.583528989934599895e-01,9.583528989934599895e-01,3.468485736472900482e-01,2.602490390086340533e-01,3.504185176817939759e-06
2.672590759860482024e+01,3.606734951574030318e-02,6.159902850451627826e-04,6.156406413939625533e-04,1.085985968118350275e-03,1.347181662022238768e-01,9.993843889253961610e-01,9.993847381388129003e-01,9.989151921180197125e-01,8.812760999031938880e-01,9.583535489557938325e-01,9.583535489557938325e-01,3.468401060962372218e-01,2.602426820156902854e-01,3.582754636624512316e-06
2.647120789270811514e+01,3.640174847446141226e-02,6.159880217205324212e-04,6.156299195902026214e-04,1.110335428965956777e-03,1.347158199930170719e-01,9.993843911859350282e-01,9.993847488474273399e-01,9.988908960484459421e-01,8.812779220846272965e-01,9.583542136180952520e-01,9.583542136180952520e-01,3.468314490941607486e-01,2.602361827922398119e-01,3.663085457014598399e-06
2.621884794575178290e+01,3.673924781802075795e-02,6.159857043143200737e-04,6.156189554669548635e-04,1.135230748534761828e-03,1.347134207580110710e-01,9.993843935004887991e-01,9.993847597980635156e-01,9.988660565389492207e-01,8.812797854562961497e-01,9.583548933050055618e-01,9.583548933050055618e-01,3.468225984160233089e-01,2.602295381663610740e-01,3.745217109019208448e-06
2.596880626390692370e+01,3.707987629168172511e-02,6.159833316230503781e-04,6.156077435194857832e-04,1.160684158959368389e-03,1.347109672926271595e-01,9.993843958702597341e-01,9.993847709962192516e-01,9.988406614669108619e-01,8.812816909542683375e-01,9.583555883579147894e-01,9.583555883579147894e-01,3.468135497398902589e-01,2.602227448933365217e-01,3.829189947429517456e-06
2.572106155079434231e+01,3.742366290721982347e-02,6.159809024146506223e-04,6.155962782527319918e-04,1.186708166241261068e-03,1.347084583944027081e-01,9.993843982964781825e-01,9.993847824473829355e-01,9.988146984407983986e-01,8.812836395129958200e-01,9.583562991176298729e-01,9.583562991176298729e-01,3.468042986506889580e-01,2.602157996585692801e-01,3.915045230545468634e-06
2.547559270567065681e+01,3.777063694539369715e-02,6.159784154310196528e-04,6.155845540527299853e-04,1.213315556368065517e-03,1.347058928348566498e-01,9.993844007804009166e-01,9.993847941571616378e-01,9.987881547942719651e-01,8.812856320871672589e-01,9.583570259323358487e-01,9.583570259323358487e-01,3.467948406355169100e-01,2.602086990740185568e-01,4.002825140363693246e-06
2.523237882163122592e+01,3.812082795843889371e-02,6.159758693847257197e-04,6.155725650079880897e-04,1.240519401568891678e-03,1.347032693204010811e-01,9.993844033233134638e-01,9.993848061314597464e-01,9.987610175801610035e-01,8.812876696820677314e-01,9.583577691686591127e-01,9.583577691686591127e-01,3.467851710778757646e-01,2.602014396738122626e-01,4.092572803214391790e-06
2.499139918382931924e+01,3.847426577258507285e-02,6.159732629595902117e-04,6.155603052390067271e-04,1.268333066708789061e-03,1.347005865644486933e-01,9.993844059265305502e-01,9.993848183761492310e-01,9.987332735643161818e-01,8.812897532975780823e-01,9.583585291912620763e-01,9.583585291912620763e-01,3.467752852623212645e-01,2.601940179178486856e-01,4.184332310857154570e-06
2.475263326771200312e+01,3.883098049059606482e-02,6.159705948099467119e-04,6.155477686502639151e-04,1.296770215825315343e-03,1.346978432331409348e-01,9.993844085913962116e-01,9.993848308973182215e-01,9.987049092193258648e-01,8.812918839703256513e-01,9.583593063782013255e-01,9.583593063782013255e-01,3.467651783671781285e-01,2.601864301862458762e-01,4.278148742045622630e-06
2.451606073727183244e+01,3.919100249433406929e-02,6.159678635600145460e-04,6.155349490542083146e-04,1.325844818810424479e-03,1.346950379724808355e-01,9.993844113192844603e-01,9.993848437011468855e-01,9.986759107181035766e-01,8.812940627526145709e-01,9.583601011132512060e-01,9.583601011132512060e-01,3.467548454648681777e-01,2.601786727796298049e-01,4.374068184571573566e-06
2.428166144331499510e+01,3.955436244734703011e-02,6.159650678027502871e-04,6.155218401066777506e-04,1.355571158240769522e-03,1.346921693942008669e-01,9.993844141116006163e-01,9.993848567939713767e-01,9.986462639273352426e-01,8.812962907234025423e-01,9.583609137899028463e-01,9.583609137899028463e-01,3.467442815183079396e-01,2.601707419164095425e-01,4.472137757798633893e-06
2.404941542174502089e+01,3.992109129748053903e-02,6.159622060998793053e-04,6.155084353391801402e-04,1.385963836359772492e-03,1.346892360828269575e-01,9.993844169697814195e-01,9.993848701822524161e-01,9.986159544007885414e-01,8.812985689828159996e-01,9.583617448093659785e-01,9.583617448093659785e-01,3.467334813792519732e-01,2.601626337315454673e-01,4.572405635696691218e-06
2.381930289186254868e+01,4.029122027951348439e-02,6.159592769805487559e-04,6.154947280438864210e-04,1.417037782214708485e-03,1.346862365705118192e-01,9.993844198952956948e-01,9.993848838726896444e-01,9.985849673724815911e-01,8.813008986716988069e-01,9.583625945876914631e-01,9.583625945876914631e-01,3.467224397835567129e-01,2.601543442729561950e-01,4.674921070387701703e-06
2.359130425468043768e+01,4.066478091781858262e-02,6.159562789413617311e-04,6.154807115096614734e-04,1.448808258952278237e-03,1.346831693886847425e-01,9.993844228896449078e-01,9.993848978719857001e-01,9.985532877497041992e-01,8.813032809314992333e-01,9.583634635411554248e-01,9.583634635411554248e-01,3.467111513536172973e-01,2.601458695034278845e-01,4.779734416214371827e-06
2.336540009125464934e+01,4.104180502904711259e-02,6.159532104436037624e-04,6.154663787633613383e-04,1.481290871276064441e-03,1.346800330114406585e-01,9.993844259543661623e-01,9.993849121871054564e-01,9.985209001058947820e-01,8.813057169482397812e-01,9.583643521022813250e-01,9.583643521022813250e-01,3.466996105905725822e-01,2.601372052946768765e-01,4.886897154342898642e-06
2.314157116103017486e+01,4.142232472483898392e-02,6.159500699159896472e-04,6.154517227159404108e-04,1.514501573069494331e-03,1.346768258875122581e-01,9.993844290910285366e-01,9.993849268251291385e-01,9.984877886733635188e-01,8.813082079276874925e-01,9.583652607107914223e-01,9.583652607107914223e-01,3.466878118747886983e-01,2.601283474277625296e-01,4.996461917911738814e-06
2.291979840020238512e+01,4.180637241455759795e-02,6.159468557504585873e-04,6.154367360949928147e-04,1.548456675187866258e-03,1.346735464255081616e-01,9.993844323012380793e-01,9.993849417933201584e-01,9.984539373358647385e-01,8.813107551068217749e-01,9.583661898177863181e-01,9.583661898177863181e-01,3.466757494618941116e-01,2.601192915900896740e-01,5.108482517738124296e-06
2.270006292009327709e+01,4.219398080805028539e-02,6.159435663032718352e-04,6.154214114797389558e-04,1.583172853423178575e-03,1.346701930015690163e-01,9.993844355866366991e-01,9.993849570990904763e-01,9.984193296210109869e-01,8.813133597478903791e-01,9.583671398835785782e-01,9.583671398835785782e-01,3.466634174808687630e-01,2.601100333739863046e-01,5.223013968594672679e-06
2.248234600554275175e+01,4.258518291843416820e-02,6.159401998933328312e-04,6.154057412660538223e-04,1.618667156645510431e-03,1.346667639517147297e-01,9.993844389489036084e-01,9.993849727500346836e-01,9.983839486925292217e-01,8.813160231443551984e-01,9.583681113798593332e-01,9.583681113798593332e-01,3.466508099306389035e-01,2.601005682741371894e-01,5.340112516068452967e-06
2.226662911331458261e+01,4.298001206490797976e-02,6.159367548022505207e-04,6.153897176773371952e-04,1.654957015124827692e-03,1.346632575742231774e-01,9.993844423897546569e-01,9.993849887539197896e-01,9.983477773423530266e-01,8.813187466190476327e-01,9.583691047890259274e-01,9.583691047890259274e-01,3.466379206775587751e-01,2.600908916856976005e-01,5.459835664015289368e-06
2.205289387051707450e+01,4.337850187558990600e-02,6.159332292722935736e-04,6.153733328147669617e-04,1.692060249037146595e-03,1.346596721406267960e-01,9.993844459109455514e-01,9.993850051186351502e-01,9.983107979825491807e-01,8.813215315156301966e-01,9.583701206010710738e-01,9.583701206010710738e-01,3.466247434536438576e-01,2.600809989029856384e-01,5.582242202622275385e-06
2.184112207303823538e+01,4.378068629038170401e-02,6.159296215064763609e-04,6.153565785119884850e-04,1.729995077159055417e-03,1.346560058639151292e-01,9.993844495142711892e-01,9.993850218523366857e-01,9.982729926370771389e-01,8.813243792232963170e-01,9.583711593225822112e-01,9.583711593225822112e-01,3.466112718507241564e-01,2.600708851150449474e-01,5.707392237091700088e-06
2.163129568399528679e+01,4.418659956385943138e-02,6.159259296679353221e-04,6.153394464894490490e-04,1.768780125754731460e-03,1.346522569323068685e-01,9.993844532015662141e-01,9.993850389632945586e-01,9.982343429333736529e-01,8.813272911505429796e-01,9.583722214671853701e-01,9.583722214671853701e-01,3.465974993207010524e-01,2.600605454058909638e-01,5.835347216960023778e-06
2.142339683219845625e+01,4.459627626819094581e-02,6.159221518770690565e-04,6.153219282490290194e-04,1.808434437659609331e-03,1.346484234861926865e-01,9.993844569747075690e-01,9.993850564599958686e-01,9.981948300937646401e-01,8.813302687430815130e-01,9.583733075620708419e-01,9.583733075620708419e-01,3.465834191704018075e-01,2.600499747506136994e-01,5.966169966065630068e-06
2.121740781062883130e+01,4.500975129608049408e-02,6.159182862131259203e-04,6.153040150745687662e-04,1.848977481565003932e-03,1.346445036182504496e-01,9.993844608356141634e-01,9.993850743511462076e-01,9.981544349266961991e-01,8.813333134837523231e-01,9.583744181479624258e-01,9.583744181479624258e-01,3.465690245585494877e-01,2.600391680131046712e-01,6.099924713179538798e-06
2.101331107493031070e+01,4.542705986374045990e-02,6.159143307111918965e-04,6.152856981124937320e-04,1.890429161508019092e-03,1.346404953910879942e-01,9.993844647862479835e-01,9.993850926455882799e-01,9.981131378177849900e-01,8.813364268788237421e-01,9.583755537741245334e-01,9.583755537741245334e-01,3.465543084943185637e-01,2.600281199450009684e-01,6.236677123313375997e-06
2.081108924191518383e+01,4.584823751389099228e-02,6.159102833630039631e-04,6.152669682366621257e-04,1.932809826571262133e-03,1.346363968076684237e-01,9.993844688286152023e-01,9.993851113524373497e-01,9.980709187206817656e-01,8.813396104809683163e-01,9.583767150067343810e-01,9.583767150067343810e-01,3.465392638313867790e-01,2.600168251811758036e-01,6.376494329719506133e-06
2.061072508808377179e+01,4.627332011878691753e-02,6.159061421140109294e-04,6.152478161307648298e-04,1.976140280796811078e-03,1.346322058293412671e-01,9.993844729647676228e-01,9.993851304809979741e-01,9.980277571477471632e-01,8.813428658752604505e-01,9.583779024237794042e-01,9.583779024237794042e-01,3.465238832663973811e-01,2.600052782386133576e-01,6.519444966598004896e-06
2.041220154815728094e+01,4.670234388327337838e-02,6.159019048640243911e-04,6.152282323682132115e-04,2.020441793319209794e-03,1.346279203933240520e-01,9.993844771968030116e-01,9.993851500406855104e-01,9.979836321605344285e-01,8.813461946656004908e-01,9.583791166101112147e-01,9.583791166101112147e-01,3.465081593373032787e-01,2.599934735151932519e-01,6.665599202526222224e-06
2.021550171362451209e+01,4.713534534786909674e-02,6.158975694651080057e-04,6.152082072165899248e-04,2.065736108722083728e-03,1.346235383699110055e-01,9.993844815268665416e-01,9.993851700412200723e-01,9.979385223600759636e-01,8.813495985079582429e-01,9.583803581695573559e-01,9.583803581695573559e-01,3.464920844159761204e-01,2.599814052840788703e-01,6.815028774626084779e-06
2.002060883130157265e+01,4.757236139187891871e-02,6.158931337214925989e-04,6.151877306672094660e-04,2.112045457623359240e-03,1.346190575689417412e-01,9.993844859571512362e-01,9.993851904925983298e-01,9.978924058769707006e-01,8.813530791053525437e-01,9.583816277230919889e-01,9.583816277230919889e-01,3.464756507053789458e-01,2.599690676916056598e-01,6.967807023485582154e-06
1.982750630190515295e+01,4.801342923653452444e-02,6.158885953869795010e-04,6.151667925664182010e-04,2.159392567493876973e-03,1.346144757685330262e-01,9.993844904899005233e-01,9.993852114049616153e-01,9.978452603612668614e-01,8.813566381855372223e-01,9.583829259007061729e-01,9.583829259007061729e-01,3.464588502387593305e-01,2.599564547567209116e-01,7.124008928850239060e-06
1.963617767863857821e+01,4.845858644816497529e-02,6.158839521649160436e-04,6.151453825341564709e-04,2.207800673714588238e-03,1.346097906972581748e-01,9.993844951274086785e-01,9.993852327886770803e-01,9.977970629721397700e-01,8.813602775148489110e-01,9.583842533464522750e-01,9.583842533464522750e-01,3.464416748743957553e-01,2.599435603670144368e-01,7.283711146101690348e-06
1.944660666579116892e+01,4.890787094139591867e-02,6.158792017071565688e-04,6.151234899618594678e-04,2.257293530877309187e-03,1.346050000336875829e-01,9.993844998720202710e-01,9.993852546543405824e-01,9.977477903673566129e-01,8.813639988985673135e-01,9.583856107185753093e-01,9.583856107185753093e-01,3.464241162919036165e-01,2.599303782759457282e-01,7.446992043539776889e-06
1.925877711735016362e+01,4.936132098237918514e-02,6.158743416125978887e-04,6.151011038560935977e-04,2.307895424334448567e-03,1.346001013721723760e-01,9.993845047261338266e-01,9.993852770129318941e-01,9.976974186925291477e-01,8.813678042075013819e-01,9.583869986991995216e-01,9.583869986991995216e-01,3.464061659852932795e-01,2.599169020975825029e-01,7.613931740486016075e-06
1.907267303562568728e+01,4.981897519205163993e-02,6.158693694251309025e-04,6.150782131259043169e-04,2.359631182002892413e-03,1.345950922857235832e-01,9.993845096922026050e-01,9.993852998755281547e-01,9.976459235701458095e-01,8.813716953291486078e-01,9.583884179765330691e-01,9.583884179765330691e-01,3.463878152650790576e-01,2.599031253082811910e-01,7.784612146225567189e-06
1.888827856988809373e+01,5.028087254942481543e-02,6.158642826340860951e-04,6.150548064700917406e-04,2.412526186427653603e-03,1.345899703013450910e-01,9.993845147727338230e-01,9.993853232534173348e-01,9.975932800883825502e-01,8.813756741868621347e-01,9.583898692518511009e-01,9.583898692518511009e-01,3.463690552520821697e-01,2.598890412419987972e-01,7.959116999806174720e-06
1.870557801501798778e+01,5.074705239490470005e-02,6.158590786715369093e-04,6.150308721565430833e-04,2.466606387110742427e-03,1.345847328517457697e-01,9.993845199702924287e-01,9.993853471583166170e-01,9.975394627896878585e-01,8.813797427773676363e-01,9.583913532531644908e-01,9.583913532531644908e-01,3.463498768689373120e-01,2.598746430838450028e-01,8.137531910712100959e-06
1.852455581016860364e+01,5.121755443364242599e-02,6.158537549115603200e-04,6.150063983112671884e-04,2.521898313111006155e-03,1.345793773385879355e-01,9.993845252875013241e-01,9.993853716020860700e-01,9.974844456591377417e-01,8.813839031216359476e-01,9.583928707173205996e-01,9.583928707173205996e-01,3.463302708420007425e-01,2.598599238716126636e-01,8.319944400432000223e-06
1.834519653744044732e+01,5.169241873891602251e-02,6.158483086690868212e-04,6.149813727514255503e-04,2.578429085920700813e-03,1.345739010959499937e-01,9.993845307270416978e-01,9.993853965968931830e-01,9.974282021125553399e-01,8.813881572932734665e-01,9.583944224003462242e-01,9.583944224003462242e-01,3.463102276938000434e-01,2.598448764900559427e-01,8.506443944939769234e-06
1.816748492056814612e+01,5.217168575554349819e-02,6.158427371980027465e-04,6.149557830057085939e-04,2.636226432624721398e-03,1.345683013947854278e-01,9.993845362916566888e-01,9.993854221551939920e-01,9.973707049843946182e-01,8.813925074150640304e-01,9.583960090761876049e-01,9.583960090761876049e-01,3.462897377392540332e-01,2.598294936680610734e-01,8.697122018107890989e-06
1.799140582361934193e+01,5.265539630332759236e-02,6.158370376908071193e-04,6.149296163112275915e-04,2.695318699348506555e-03,1.345625754422425935e-01,9.993845419841506095e-01,9.993854482897361891e-01,9.973119265153796986e-01,8.813969556595049326e-01,9.583976315369057142e-01,9.583976315369057142e-01,3.462687910813268544e-01,2.598137679753846907e-01,8.892072136073155372e-06
1.781694424970555346e+01,5.314359158053241772e-02,6.158312072752587579e-04,6.149028596332373848e-04,2.755734865000769498e-03,1.345567203859806549e-01,9.993845478073914990e-01,9.993854750135383602e-01,9.972518383399007202e-01,8.814015042454609317e-01,9.583992905914558991e-01,9.583992905914558991e-01,3.462473776070658094e-01,2.597976918196879814e-01,9.091389902575024309e-06
1.764408533970486204e+01,5.363631316739243121e-02,6.158252430157073500e-04,6.148754996639649046e-04,2.817504555317337876e-03,1.345507333139130957e-01,9.993845537643119004e-01,9.993855023398917625e-01,9.971904114731555691e-01,8.814061554383704200e-01,9.584009870657629326e-01,9.584009870657629326e-01,3.462254869831226656e-01,2.597812574431759280e-01,9.295173055287386999e-06
1.747281437099633905e+01,5.413360302965381649e-02,6.158191419084944841e-04,6.148475227592217242e-04,2.880658057212456043e-03,1.345446112403370642e-01,9.993845598579116363e-01,9.993855302824244946e-01,9.971276162980419189e-01,8.814109115610301304e-01,9.584027218066502041e-01,9.584027218066502041e-01,3.462031086499089416e-01,2.597644569181905561e-01,9.503521513164654044e-06
1.730311675620611211e+01,5.463550352214881223e-02,6.158129008832182632e-04,6.148189149361389444e-04,2.945226333444122581e-03,1.345383511054375480e-01,9.993845660912573647e-01,9.993855588551018299e-01,9.970634225517864824e-01,8.814157749939874886e-01,9.584044956819813832e-01,9.584044956819813832e-01,3.461802318169182047e-01,2.597472821437004642e-01,9.716537424823879591e-06
1.713497804196495267e+01,5.514205739240302107e-02,6.158065167989912889e-04,6.147896619335598565e-04,3.011241037600041141e-03,1.345319497885029969e-01,9.993845724674862430e-01,9.993855880721679297e-01,9.969977993123139148e-01,8.814207481652833742e-01,9.584063095769234097e-01,9.584063095769234097e-01,3.461568454592452437e-01,2.597297248427102856e-01,9.934325217984607410e-06
1.696838390767719318e+01,5.565330778427651087e-02,6.157999864442865968e-04,6.147597491700590921e-04,3.078734529411040685e-03,1.345254040987386712e-01,9.993845789898054832e-01,9.993856179481859225e-01,9.969307149843472660e-01,8.814258335575967385e-01,9.584081643965485231e-01,9.584081643965485231e-01,3.461329383119087777e-01,2.597117765579864956e-01,1.015699164998908037e-05
1.680332016430114095e+01,5.616929824163809093e-02,6.157933065350587338e-04,6.147291616792996708e-04,3.147739890398742243e-03,1.345187107611212907e-01,9.993845856614952394e-01,9.993856484981044064e-01,9.968621372852390916e-01,8.814310337192448053e-01,9.584100610698415013e-01,9.584100610698415013e-01,3.461084988636152771e-01,2.596934286473564502e-01,1.038464585942513947e-05
1.663977275314043780e+01,5.669007271207438664e-02,6.157864737122107366e-04,6.146978842115470663e-04,3.218290939864688633e-03,1.345118664386127094e-01,9.993845924859108276e-01,9.993856797371541978e-01,9.967920332305250097e-01,8.814363512469343132e-01,9.584120005434150213e-01,9.584120005434150213e-01,3.460835153538419084e-01,2.596746722815551078e-01,1.061739941887564105e-05
1.647772774464680978e+01,5.721567555063251237e-02,6.157794845407382625e-04,6.146659011083417234e-04,3.290422251227888197e-03,1.345048677047352426e-01,9.993845994664826149e-01,9.993857116809747865e-01,9.967203691191980353e-01,8.814417888070785745e-01,9.584139837892746705e-01,9.584139837892746705e-01,3.460579757651616739e-01,2.596554984384234488e-01,1.085536638881732487e-05
1.631717133723353186e+01,5.774615152359824366e-02,6.157723355080331386e-04,6.146331963832897928e-04,3.364169168718303404e-03,1.344977110612505522e-01,9.993846066067190170e-01,9.993857443455330669e-01,9.966471105187008073e-01,8.814473491220740087e-01,9.584160117998188344e-01,9.584160117998188344e-01,3.460318678197062958e-01,2.596358979002822975e-01,1.109866337269396800e-05
1.615808985610005166e+01,5.828154581230844677e-02,6.157650230215459299e-04,6.145997537197838128e-04,3.439567824433517693e-03,1.344903929376610463e-01,9.993846139102081638e-01,9.993857777471256698e-01,9.965722222496260496e-01,8.814530349706970469e-01,9.584180855879824712e-01,9.584180855879824712e-01,3.460051789738216033e-01,2.596158612499223084e-01,1.134740957318769221e-05
1.600046975206716837e+01,5.882190401699960436e-02,6.157575434069709848e-04,6.145655563244761463e-04,3.516655155766367294e-03,1.344829096591459716e-01,9.993846213806200085e-01,9.993858119025252895e-01,9.964956683701273743e-01,8.814588492130294162e-01,9.584202061963171815e-01,9.584202061963171815e-01,3.459778964096595355e-01,2.595953788642449966e-01,1.160172684971412216e-05
1.584429760042315039e+01,5.936727216069127150e-02,6.157498929074114915e-04,6.145305871333479756e-04,3.595468923211054147e-03,1.344752574916547316e-01,9.993846290217066608e-01,9.993858468287754038e-01,9.964174121600321010e-01,8.814647947554343776e-01,9.584223746842298608e-01,9.584223746842298608e-01,3.459500070339116551e-01,2.595744409133834418e-01,1.186173977716617013e-05
1.568956009978023758e+01,5.991769669310623159e-02,6.157420676795090928e-04,6.144948285788845834e-04,3.676047728555817667e-03,1.344674325909586965e-01,9.993846368373066058e-01,9.993858825434223103e-01,9.963374161046533173e-01,8.814708745901549403e-01,9.584245921424088266e-01,9.584245921424088266e-01,3.459214974674212906e-01,2.595530373528290857e-01,1.212757570593311860e-05
1.553624407094180171e+01,6.047322449462649852e-02,6.157340637934725089e-04,6.144582627785332178e-04,3.758431033470001521e-03,1.344594310438907703e-01,9.993846448313451480e-01,9.993859190643263890e-01,9.962556418782950729e-01,8.814770917632852587e-01,9.584268596811538199e-01,9.584268596811538199e-01,3.458923540433462285e-01,2.595311579221175058e-01,1.239936482322084373e-05
1.538433645577983810e+01,6.103390288028624766e-02,6.157258772302411564e-04,6.144208714044221064e-04,3.842659178493793536e-03,1.344512488398364181e-01,9.993846530078364099e-01,9.993859564097932191e-01,9.961720503274503757e-01,8.814834493969353479e-01,9.584291784384497692e-01,9.584291784384497692e-01,3.458625627986656181e-01,2.595087921384121032e-01,1.267724021570048801e-05
1.523382431612278154e+01,6.159977960380168954e-02,6.157175038788775335e-04,6.143826357259479180e-04,3.928773402438891227e-03,1.344428818800530723e-01,9.993846613708859961e-01,9.993859945985310578e-01,9.960866014536829960e-01,8.814899506820053077e-01,9.584315495773334526e-01,9.584315495773334526e-01,3.458321094691307884e-01,2.594859292927305661e-01,1.296133793351280408e-05
1.508469483265356104e+01,6.217090286163830248e-02,6.157089395352693213e-04,6.143435365220323643e-04,4.016815862208565797e-03,1.344343259584694361e-01,9.993846699246927701e-01,9.993860336497368824e-01,9.959992543961935230e-01,8.814965988931200425e-01,9.584339742913328131e-01,9.584339742913328131e-01,3.458009794814295157e-01,2.594625584440360400e-01,1.325179705565613197e-05
1.493693530381774437e+01,6.274732129711581285e-02,6.157001798997757984e-04,6.143035541427906447e-04,4.106829653045732283e-03,1.344255767751802166e-01,9.993846786735515186e-01,9.993860735830371045e-01,9.959099674140601266e-01,8.815033973781598586e-01,9.584364538006523437e-01,9.584364538006523437e-01,3.457691579483070932e-01,2.594386684155978173e-01,1.354875975678641239e-05
