activity,H,B,S_eff,V,R_resp,R_rob,R_sig
4.532188841201717500e-01,7.015995622246384844e-01,7.866371657159562103e-01,1.485707793940152788e-01,8.165506312564727587e-01,7.666826404309649012e-01,5.086804804646962719e-01,3.663604865981004433e-01
4.563662374821173540e-01,7.027422990308400674e-01,7.874490471894745047e-01,1.518584329151081436e-01,8.189568523607174688e-01,7.681154948196208254e-01,5.121882639113523039e-01,3.703668437874648722e-01
4.595135908440630135e-01,7.039034775139380029e-01,7.882740148805671421e-01,1.551992267407495685e-01,8.213412584861874421e-01,7.695520277100014184e-01,5.157044493788147665e-01,3.743959926941100025e-01
4.626609442060086175e-01,7.050832050217201719e-01,7.891121437571797514e-01,1.585934764753064996e-01,8.237037799151817330e-01,7.709923198847253856e-01,5.192289139738703874e-01,3.784477453474657804e-01
4.658082975679542770e-01,7.062815840947205270e-01,7.899635053198550416e-01,1.620414841633001923e-01,8.260443547290626798e-01,7.724364502961970080e-01,5.227615327104079279e-01,3.825219078722236210e-01
4.689556509298998810e-01,7.074987123072261630e-01,7.908281674875101697e-01,1.655435378385576861e-01,8.283629286957822080e-01,7.738844959195616546e-01,5.263021784154474636e-01,3.866182804117488381e-01
4.721030042918455405e-01,7.087346821079535397e-01,7.917061944829644204e-01,1.690999110724825116e-01,8.306594551536362614e-01,7.753365316062139634e-01,5.298507216334571446e-01,3.907366570505764192e-01
4.752503576537912000e-01,7.099895806605045490e-01,7.925976467182981322e-01,1.727108625217659565e-01,8.329338948914696283e-01,7.767926299379918076e-01,5.334070305290595781e-01,3.948768257360471545e-01
4.783977110157368040e-01,7.112634896837224385e-01,7.935025806801259129e-01,1.763766354758757315e-01,8.351862160255572043e-01,7.782528610821988213e-01,5.369709707882411864e-01,3.990385681991547862e-01
4.815450643776824635e-01,7.125564852920642789e-01,7.944210488148690796e-01,1.800974574046651511e-01,8.374163938733859558e-01,7.797172926475882671e-01,5.405424055181786702e-01,4.032216598746760639e-01
4.846924177396280675e-01,7.138686378361132068e-01,7.953530994141144728e-01,1.838735395064489964e-01,8.396244108245516369e-01,7.811859895414459132e-01,5.441211951457985974e-01,4.074258698206594254e-01
4.878397711015737270e-01,7.152000117433537918e-01,7.962987765001467988e-01,1.877050762569040521e-01,8.418102562089969654e-01,7.826590138279061470e-01,5.477071973151934614e-01,4.116509606373541241e-01
4.909871244635193865e-01,7.165506653593378683e-01,7.972581197117464269e-01,1.915922449591579702e-01,8.439739261627987599e-01,7.841364245876349948e-01,5.513002667840191107e-01,4.158966883856683450e-01
4.941344778254649905e-01,7.179206507893691747e-01,7.982311641903436783e-01,1.955352052954334729e-01,8.461154234917213079e-01,7.856182777790120531e-01,5.549002553190004461e-01,4.201628025052425719e-01
4.972818311874106501e-01,7.193100137408370287e-01,7.992179404666214237e-01,1.995340988806253435e-01,8.482347575327412459e-01,7.871046261009422285e-01,5.585070115906772825e-01,4.244490457322373511e-01
5.004291845493562541e-01,7.207187933663344870e-01,8.002184743476643547e-01,2.035890488181931191e-01,8.503319440137517837e-01,7.885955188574254038e-01,5.621203810675263757e-01,4.287551540169340369e-01
5.035765379113019691e-01,7.221470221076939922e-01,8.012327868047476320e-01,2.077001592587544854e-01,8.524070049116457826e-01,7.900910018240138166e-01,5.657402059095937297e-01,4.330808564412516604e-01
5.067238912732475731e-01,7.235947255410790646e-01,8.022608938618642771e-01,2.118675149617741116e-01,8.544599683089749709e-01,7.915911171162789417e-01,5.693663248617784056e-01,4.374258751362886111e-01
5.098712446351931771e-01,7.250619222232698169e-01,8.033028064850918915e-01,2.160911808607480222e-01,8.564908682493793668e-01,7.930959030604165516e-01,5.729985731469116050e-01,4.417899252000036525e-01
5.130185979971387811e-01,7.265486235392840664e-01,8.043585304728937402e-01,2.203712016322834644e-01,8.584997445919725356e-01,7.946053940661057524e-01,5.766367823587716934e-01,4.461727146151495682e-01
5.161659513590844961e-01,7.280548335514760439e-01,8.054280663474634450e-01,2.247076012694852742e-01,8.604866428648704213e-01,7.961196205017475602e-01,5.802807803551859323e-01,4.505739441675824519e-01
5.193133047210301001e-01,7.295805488502562497e-01,8.065114092472068785e-01,2.291003826600592763e-01,8.624516141180363915e-01,7.976386085721943742e-01,5.839303911513630263e-01,4.549933073650706539e-01
5.224606580829757041e-01,7.311257584065772308e-01,8.076085488204731710e-01,2.335495271695515185e-01,8.643947147756221305e-01,7.991623801990908049e-01,5.875854348136115846e-01,4.594304903567311693e-01
5.256080114449214191e-01,7.326904434263338262e-01,8.087194691206316399e-01,2.380549942301401212e-01,8.663160064879694700e-01,8.006909529039336615e-01,5.912457273535909330e-01,4.638851718532253643e-01
5.287553648068670231e-01,7.342745772068223209e-01,8.098441485026056652e-01,2.426167209354050114e-01,8.682155559834365821e-01,8.022243396939633397e-01,5.949110806232513760e-01,4.683570230478477647e-01
5.319027181688126271e-01,7.358781249954098325e-01,8.109825595209656512e-01,2.472346216415030051e-01,8.700934349202071871e-01,8.037625489509945265e-01,5.985813022106157844e-01,4.728457075386505171e-01
5.350500715307582311e-01,7.375010438505620325e-01,8.121346688296897653e-01,2.519085875751730930e-01,8.719497197382354292e-01,8.053055843232881372e-01,6.022561953365578313e-01,4.773508812517389122e-01
5.381974248927039461e-01,7.391432825053801947e-01,8.133004370836973695e-01,2.566384864490073303e-01,8.737844915114725275e-01,8.068534446205686272e-01,6.059355587527329723e-01,4.818721923658870199e-01
5.413447782546495501e-01,7.408047812337973381e-01,8.144798188422641694e-01,2.614241620844154346e-01,8.755978358005161999e-01,8.084061237122847077e-01,6.096191866408176008e-01,4.864092812386175413e-01
5.444921316165951541e-01,7.424854717195857878e-01,8.156727624744274374e-01,2.662654340427224597e-01,8.773898425058210826e-01,8.099636104292079475e-01,6.133068685132139208e-01,4.909617803338978126e-01
5.476394849785408692e-01,7.441852769283280322e-01,8.168792100664866718e-01,2.711620972648288164e-01,8.791606057215978209e-01,8.115258884684644070e-01,6.169983891153749678e-01,4.955293141516012856e-01
5.507868383404864732e-01,7.459041109825003124e-01,8.180990973317093795e-01,2.761139217198710361e-01,8.809102235905266198e-01,8.130929363020870104e-01,6.206935283299076511e-01,5.001114991588889724e-01
5.539341917024320772e-01,7.476418790398251524e-01,8.193323535223517862e-01,2.811206520633198758e-01,8.826387981594043808e-01,8.146647270891758108e-01,6.243920610826100281e-01,5.047079437236678956e-01
5.570815450643777922e-01,7.493984771750386020e-01,8.205789013440983881e-01,2.861820073049475277e-01,8.843464352358391123e-01,8.162412285917487464e-01,6.280937572505953526e-01,5.093182480502821408e-01
5.602288984263233962e-01,7.511737922652296229e-01,8.218386568730313702e-01,2.912976804870997527e-01,8.860332442460985281e-01,8.178224030943633815e-01,6.317983815726602170e-01,5.139420041175942755e-01
5.633762517882690002e-01,7.529677018788972775e-01,8.231115294752368028e-01,2.964673383737077006e-01,8.876993380942171941e-01,8.194082073275852363e-01,6.355056935620493341e-01,5.185787956196213910e-01
5.665236051502146042e-01,7.547800741688799331e-01,8.243974217291533124e-01,3.016906211504671309e-01,8.893448330224577036e-01,8.209985923953760922e-01,6.392154474217672799e-01,5.232281979088796442e-01
5.696709585121603192e-01,7.566107677693033606e-01,8.256962293507701389e-01,3.069671421366160780e-01,8.909698484732173629e-01,8.225935037064709965e-01,6.429273919625904110e-01,5.278897779426050541e-01
5.728183118741059232e-01,7.584596316966975005e-01,8.270078411217816061e-01,3.122964875087367309e-01,8.925745069524684272e-01,8.241928809098109099e-01,6.466412705239259484e-01,5.325630942320070949e-01
5.759656652360515272e-01,7.603265052554285530e-01,8.283321388208008118e-01,3.176782160370051900e-01,8.941589338948123800e-01,8.257966578340916186e-01,6.503568208976659992e-01,5.372476967947215076e-01
5.791130185979972422e-01,7.622112179475938332e-01,8.296689971577384526e-01,3.231118588343072640e-01,8.957232575302213062e-01,8.274047624314885274e-01,6.540737752551822881e-01,5.419431271106189829e-01
5.822603719599428462e-01,7.641135893875217189e-01,8.310182837114475918e-01,3.285969191186353111e-01,8.972676087525423005e-01,8.290171167256120688e-01,6.577918600776003766e-01,5.466489180811358040e-01
5.854077253218884502e-01,7.660334292210222440e-01,8.323798588707383983e-01,3.341328719891794030e-01,8.987921209898264152e-01,8.306336367637440210e-01,6.615107960895000305e-01,5.513645939922835471e-01
5.885550786838341653e-01,7.679705370495273353e-01,8.337535757788619994e-01,3.397191642165145464e-01,9.002969300765465421e-01,8.322542325734035851e-01,6.652302981961724093e-01,5.560896704815002645e-01
5.917024320457797693e-01,7.699247023592609152e-01,8.351392802815617022e-01,3.453552140472849197e-01,9.017821741277558534e-01,8.338788081232841876e-01,6.689500754245712999e-01,5.608236545084976932e-01
5.948497854077253733e-01,7.718957044555766478e-01,8.365368108787915036e-01,3.510404110237807518e-01,9.032479934152444212e-01,8.355072612886041972e-01,6.726698308680917338e-01,5.655660443302663598e-01
5.979971387696709773e-01,7.738833124025956689e-01,8.379459986801951477e-01,3.567741158187914818e-01,9.046945302457352067e-01,8.371394838209041955e-01,6.763892616352995546e-01,5.703163294803912375e-01
6.011444921316166923e-01,7.758872849682790784e-01,8.393666673644405440e-01,3.625556600861171153e-01,9.061219288411671569e-01,8.387753613223251081e-01,6.801080588027403895e-01,5.750739907528297223e-01
6.042918454935622963e-01,7.779073705750619849e-01,8.407986331425025828e-01,3.683843463271068153e-01,9.075303352210980501e-01,8.404147732243941737e-01,6.838259073719450409e-01,5.798385001903053615e-01
6.074391988555079003e-01,7.799433072561788860e-01,8.422417047249827204e-01,3.742594477735947667e-01,9.089198970872675032e-01,8.420575927713433995e-01,6.875424862307532026e-01,5.846093210774666593e-01
6.105865522174536153e-01,7.819948226178006223e-01,8.436956832935550432e-01,3.801802082875802569e-01,9.102907637103447858e-01,8.437036870079814843e-01,6.912574681190638559e-01,5.893859079389521805e-01
6.137339055793992193e-01,7.840616338071044744e-01,8.451603624766208522e-01,3.861458422780031374e-01,9.116430858188907527e-01,8.453529167721348658e-01,6.949705195991224826e-01,5.941677065425085003e-01
6.168812589413448233e-01,7.861434474863965294e-01,8.466355283292601452e-01,3.921555346349511750e-01,9.129770154905545443e-01,8.470051366916722113e-01,6.986813010304520066e-01,5.989541539072993359e-01
6.200286123032904273e-01,7.882399598133943419e-01,8.481209593175551564e-01,3.982084406816210342e-01,9.142927060455263710e-01,8.486601951861190152e-01,7.023894665495241663e-01,6.037446783175396403e-01
6.231759656652361423e-01,7.903508564277860193e-01,8.496164263073672229e-01,4.043036861443532470e-01,9.155903119422563741e-01,8.503179344728696298e-01,7.060946640542684616e-01,6.085386993415889956e-01
6.263233190271817463e-01,7.924758124441645402e-01,8.511216925576396974e-01,4.104403671410403742e-01,9.168699886754581030e-01,8.519781905779963971e-01,7.097965351935083822e-01,6.133356278566290953e-01
6.294706723891273503e-01,7.946144924514455532e-01,8.526365137183020693e-01,4.166175501882064536e-01,9.181318926763997190e-01,8.536407933516549917e-01,7.134947153614128457e-01,6.181348660790528804e-01
6.326180257510730653e-01,7.967665505188599173e-01,8.541606378328404636e-01,4.228342722270324594e-01,9.193761812154895852e-01,8.553055664880768738e-01,7.171888336970407840e-01,6.229358076006785705e-01
6.357653791130186693e-01,7.989316302086185706e-01,8.556938053456032423e-01,4.290895406685980573e-01,9.206030123071615723e-01,8.569723275501420767e-01,7.208785130890557058e-01,6.277378374309066089e-01
6.389127324749642733e-01,8.011093645953349940e-01,8.572357491139031005e-01,4.353823334585966709e-01,9.218125446170554183e-01,8.586408879985171216e-01,7.245633701856822873e-01,6.325403320449285438e-01
6.420600858369099884e-01,8.032993762922900904e-01,8.587861944249756130e-01,4.417115991617596715e-01,9.230049373714905858e-01,8.603110532253387399e-01,7.282430154099669428e-01,6.373426594380884325e-01
6.452074391988555924e-01,8.055012774846176393e-01,8.603448590178484068e-01,4.480762570662201738e-01,9.241803502692299555e-01,8.619826225924258623e-01,7.319170529804046588e-01,6.421441791864970217e-01
6.483547925608011964e-01,8.077146699694851550e-01,8.619114531101752519e-01,4.544751973080310981e-01,9.253389433955208077e-01,8.636553894739925630e-01,7.355850809369858245e-01,6.469442425139934061e-01
6.515021459227468004e-01,8.099391452033359862e-01,8.634856794300818095e-01,4.609072810160292910e-01,9.264808771384064334e-01,8.653291413038344260e-01,7.392466911727102463e-01,6.517421923655354332e-01
6.546494992846925154e-01,8.121742843562581582e-01,8.650672332530677799e-01,4.673713404772348312e-01,9.276063121072922746e-01,8.670036596269556917e-01,7.429014694706133071e-01,6.565373634871052300e-01
6.577968526466381194e-01,8.144196583735366923e-01,8.666558024440065289e-01,4.738661793229470010e-01,9.287154090537541595e-01,8.686787201556039895e-01,7.465489955463400218e-01,6.613290825122006833e-01
6.609442060085837234e-01,8.166748280444411368e-01,8.682510675042793835e-01,4.803905727356932442e-01,9.298083287945699826e-01,8.703540928296719104e-01,7.501888430963002952e-01,6.661166680549830410e-01
6.640915593705294384e-01,8.189393440782939404e-01,8.698527016240746867e-01,4.869432676771605073e-01,9.308852321369563976e-01,8.720295418814228983e-01,7.538205798514282518e-01,6.708994308101406956e-01
6.672389127324750424e-01,8.212127471878610807e-01,8.714603707398831389e-01,4.935229831372283105e-01,9.319462798059899855e-01,8.737048259044988274e-01,7.574437676365683991e-01,6.756766736595248846e-01
6.703862660944206464e-01,8.234945681800985851e-01,8.730737335972110769e-01,5.001284104042069689e-01,9.329916323741910267e-01,8.753796979271575296e-01,7.610579624355015005e-01,6.804476917856062679e-01
6.735336194563663614e-01,8.257843280542841446e-01,8.746924418185318961e-01,5.067582133563593993e-01,9.340214501932443403e-01,8.770539054896903108e-01,7.646627144616182647e-01,6.852117727917909074e-01
6.766809728183119654e-01,8.280815381075516957e-01,8.763161399764906045e-01,5.134110287747726264e-01,9.350358933278341000e-01,8.787271907259622816e-01,7.682575682342412948e-01,6.899681968296317303e-01
6.798283261802575694e-01,8.303857000478523931e-01,8.779444656723739415e-01,5.200854666776305590e-01,9.360351214915646478e-01,8.803992904490213212e-01,7.718420626605966284e-01,6.947162367329625665e-01
6.829756795422031734e-01,8.326963061143410894e-01,8.795770496198482835e-01,5.267801106759093521e-01,9.370192939849395497e-01,8.820699362407096178e-01,7.754157311234187722e-01,6.994551581589721900e-01
6.861230329041488885e-01,8.350128392052004189e-01,8.812135157339707758e-01,5.334935183505117307e-01,9.379885696353702507e-01,8.837388545452180555e-01,7.789781015741790160e-01,7.041842197362334632e-01
6.892703862660944925e-01,8.373347730128908317e-01,8.828534812254666964e-01,5.402242216508251760e-01,9.389431067391832419e-01,8.854057667665123921e-01,7.825286966319113802e-01,7.089026732196874736e-01
6.924177396280400965e-01,8.396615721668205801e-01,8.844965567002683882e-01,5.469707273146832138e-01,9.398830630055980961e-01,8.870703893695666142e-01,7.860670336876133257e-01,7.136097636525873256e-01
6.955650929899858115e-01,8.419926923834166743e-01,8.861423462642992188e-01,5.537315173096746257e-01,9.408085955026381786e-01,8.887324339853258648e-01,7.895926250141840352e-01,7.183047295353827133e-01
6.987124463519314155e-01,8.443275806235704950e-01,8.877904476334869122e-01,5.605050492957369679e-01,9.417198606049478338e-01,8.903916075193265556e-01,7.931049778818627383e-01,7.229868030015328406e-01
7.018597997138770195e-01,8.466656752574306388e-01,8.894404522489824938e-01,5.672897571089491331e-01,9.426170139434796313e-01,8.920476122638965055e-01,7.966035946791242273e-01,7.276552100002207091e-01
7.050071530758226235e-01,8.490064062365001440e-01,8.910919453975578719e-01,5.740840512664113771e-01,9.435002103570163667e-01,8.937001460138530584e-01,8.000879730389774958e-01,7.323091704859339135e-01
7.081545064377683385e-01,8.513491952729963508e-01,8.927445063371465261e-01,5.808863194920893536e-01,9.443696038454963970e-01,8.953489021856173569e-01,8.035576059706150964e-01,7.369478986148710886e-01
7.113018597997139425e-01,8.536934560264187732e-01,8.943977084274934430e-01,5.876949272634729438e-01,9.452253475251058967e-01,8.969935699396610618e-01,8.070119819963481600e-01,7.415706029481273776e-01
7.144492131616595465e-01,8.560385942972672524e-01,8.960511192658674462e-01,5.945082183788851227e-01,9.460675935851003970e-01,8.986338343061954781e-01,8.104505852937630150e-01,7.461764866615991920e-01
7.175965665236052615e-01,8.583840082278407779e-01,8.977043008277906244e-01,6.013245155452484614e-01,9.468964932463244111e-01,9.002693763140175998e-01,8.138728958430245797e-01,7.507647477625447596e-01
7.207439198855508655e-01,8.607290885100471467e-01,8.993568096127291245e-01,6.081421209861038735e-01,9.477121967213881781e-01,9.018998731224170395e-01,8.172783895792481434e-01,7.553345793127300700e-01
7.238912732474964695e-01,8.630732186001390804e-01,9.010081967946894643e-01,6.149593170696544542e-01,9.485148531764696633e-01,9.035249981560545818e-01,8.206665385498594922e-01,7.598851696580791737e-01
7.270386266094421845e-01,8.654157749402908717e-01,9.026580083776558627e-01,6.217743669565807263e-01,9.493046106947015117e-01,9.051444212427145475e-01,8.240368110768502286e-01,7.644157026647412367e-01
7.301859799713877885e-01,8.677561271869187465e-01,9.043057853557991965e-01,6.285855152673603952e-01,9.500816162411088728e-01,9.067578087538328280e-01,8.273886719238380261e-01,7.689253579614788725e-01
7.333333333333333925e-01,8.700936384456444683e-01,9.059510638783860870e-01,6.353909887688036218e-01,9.508460156290615695e-01,9.083648237477054410e-01,8.307215824678325644e-01,7.734133111882794953e-01
7.364806866952789965e-01,8.724276655127911617e-01,9.075933754193075131e-01,6.421889970794906199e-01,9.515979534882005320e-01,9.099651261152714721e-01,8.340350008756023392e-01,7.778787342510744551e-01
7.396280400572247116e-01,8.747575591232943371e-01,9.092322469511449068e-01,6.489777333937832848e-01,9.523375732338084099e-01,9.115583727283728122e-01,8.373283822845355440e-01,7.823207955824534876e-01
7.427753934191703156e-01,8.770826642049076582e-01,9.108672011236826904e-01,6.557553752240579126e-01,9.530650170375816188e-01,9.131442175903838887e-01,8.406011789878808926e-01,7.867386604082463597e-01
7.459227467811159196e-01,8.794023201385691157e-01,9.124977564467771085e-01,6.625200851607920827e-01,9.537804257997694046e-01,9.147223119891066956e-01,8.438528406242524760e-01,7.911314910198445904e-01
7.490701001430616346e-01,8.817158610247928241e-01,9.141234274774799884e-01,6.692700116501112406e-01,9.544839391226465075e-01,9.162923046518255399e-01,8.470828143712749725e-01,7.954984470521215822e-01
7.522174535050072386e-01,8.840226159559407826e-01,9.157437250113142913e-01,6.760032897883856418e-01,9.551756952852796800e-01,9.178538419024120376e-01,8.502905451432437589e-01,7.998386857668069450e-01
7.553648068669528426e-01,8.863219092942247190e-01,9.173581562775943166e-01,6.827180421334523297e-01,9.558558312195540863e-01,9.194065678203717784e-01,8.534754757926701352e-01,8.041513623411645773e-01
7.585121602288985576e-01,8.886130609552788107e-01,9.189662251386770953e-01,6.894123795320067360e-01,9.565244824874250540e-01,9.209501244017233024e-01,8.566370473155768828e-01,8.084356301618134122e-01
7.616595135908441616e-01,8.908953866971397462e-01,9.205674322930261777e-01,6.960844019627006052e-01,9.571817832593569886e-01,9.224841517215957021e-01,8.597746990604039352e-01,8.126906411235270689e-01
7.648068669527897656e-01,8.931681984144647091e-01,9.221612754819669133e-01,7.027321993944609657e-01,9.578278662939196941e-01,9.240082880984362701e-01,8.628878689403876034e-01,8.169155459328425462e-01
7.679542203147353696e-01,8.954308044378066489e-01,9.237472497000056570e-01,7.093538526595212224e-01,9.584628629185009130e-01,9.255221702597111744e-01,8.659759936492605892e-01,8.211094944162973253e-01
7.711015736766810846e-01,8.976825098377666512e-01,9.253248474085811193e-01,7.159474343406461161e-01,9.590869030111077720e-01,9.270254335089882503e-01,8.690385088801291236e-01,8.252716358331152469e-01
7.742489270386266886e-01,8.999226167338321147e-01,9.268935587531129672e-01,7.225110096720065433e-01,9.597001149832197209e-01,9.285177118942858909e-01,8.720748495473729101e-01,8.294011191921468740e-01
7.773962804005722926e-01,9.021504246077055589e-01,9.284528717832066791e-01,7.290426374531517872e-01,9.603026257636596563e-01,9.299986383775732390e-01,8.750844500114122182e-01,8.334970935728763797e-01
7.805436337625180077e-01,9.043652306209225555e-01,9.300022726758719882e-01,7.355403709754994024e-01,9.608945607834532554e-01,9.314678450053066605e-01,8.780667443061842548e-01,8.375587084502885693e-01
7.836909871244636117e-01,9.065663299365513961e-01,9.315412459616042584e-01,7.420022589607545571e-01,9.614760439616406584e-01,9.329249630798844839e-01,8.810211663691671635e-01,8.415851140233917560e-01
7.868383404864092157e-01,9.087530160447624406e-01,9.330692747531794673e-01,7.484263465106544277e-01,9.620471976920118573e-01,9.343696233319057631e-01,8.839471502737875630e-01,8.455754615471915425e-01
7.899856938483549307e-01,9.109245810920479913e-01,9.345858409770052555e-01,7.548106760674108129e-01,9.626081428307330379e-01,9.358014560931154913e-01,8.868441304640455325e-01,8.495289036678909111e-01
7.931330472103005347e-01,9.130803162138689810e-01,9.360904256068666163e-01,7.611532883842161423e-01,9.631589986848326790e-01,9.372200914699168051e-01,8.897115419911870715e-01,8.534445947611040140e-01
7.962804005722461387e-01,9.152195118705039878e-01,9.375825088999079071e-01,7.674522235051632890e-01,9.636998830015192086e-01,9.386251595173386031e-01,8.925488207522553896e-01,8.573216912728572892e-01
7.994277539341917427e-01,9.173414581858613248e-01,9.390615706346792102e-01,7.737055217539089425e-01,9.642309119582982424e-01,9.400162904133351205e-01,8.953554037303448343e-01,8.611593520631483090e-01
8.025751072961374577e-01,9.194454452890211682e-01,9.405270903510803970e-01,7.799112247304053058e-01,9.647522001538617609e-01,9.413931146333045508e-01,8.981307292363845951e-01,8.649567387518308781e-01
8.057224606580830617e-01,9.215307636582625861e-01,9.419785475920280371e-01,7.860673763150054505e-01,9.652638605997204690e-01,9.427552631247070325e-01,9.008742371522748815e-01,8.687130160665887946e-01
8.088698140200286657e-01,9.235967044673322190e-01,9.434154221466706236e-01,7.921720236792419989e-01,9.657660047125511404e-01,9.441023674816683142e-01,9.035853691751976058e-01,8.724273521927640163e-01
8.120171673819743807e-01,9.256425599337005927e-01,9.448371942949723712e-01,7.982232183025589345e-01,9.662587423072318549e-01,9.454340601194480831e-01,9.062635690629221585e-01,8.760989191247881003e-01
8.151645207439199847e-01,9.276676236685531540e-01,9.462433450534835089e-01,8.042190169942713407e-01,9.667421815905379301e-01,9.467499744486602697e-01,9.089082828799236458e-01,8.797268930189775515e-01
8.183118741058655887e-01,9.296711910282600133e-01,9.476333564221141037e-01,8.101574829200197669e-01,9.672164291554727900e-01,9.480497450491276457e-01,9.115189592441360622e-01,8.833104545474427249e-01
8.214592274678111927e-01,9.316525594670608257e-01,9.490067116317254525e-01,8.160366866319656021e-01,9.676815899762084561e-01,9.493330078432563601e-01,9.140950495741532178e-01,8.868487892528598149e-01
8.246065808297569077e-01,9.336110288907011334e-01,9.503628953923478617e-01,8.218547071019778327e-01,9.681377674036090175e-01,9.505994002688122890e-01,9.166360083366958955e-01,8.903410879038480275e-01
8.277539341917025117e-01,9.355459020107552703e-01,9.517013941418377421e-01,8.276096327570438005e-01,9.685850631613162065e-01,9.518485614509912818e-01,9.191412932941631642e-01,8.937865468507067979e-01
8.309012875536481157e-01,9.374564846993631573e-01,9.530216962947802850e-01,8.332995625161344622e-01,9.690235773423675480e-01,9.530801323736618480e-01,9.216103657520804404e-01,8.971843683812450454e-01
8.340486409155938308e-01,9.393420863441120927e-01,9.543232924914434312e-01,8.389226068277437776e-01,9.694534084063322066e-01,9.542937560496747018e-01,9.240426908062626676e-01,9.005337610764510003e-01
8.371959942775394348e-01,9.412020202027869820e-01,9.556056758465880652e-01,8.444768887073187402e-01,9.698746531769315560e-01,9.554890776901207028e-01,9.264377375895058719e-01,9.038339401657407013e-01
8.403433476394850388e-01,9.430356037577162231e-01,9.568683421979393700e-01,8.499605447737917929e-01,9.702874068401333707e-01,9.566657448724316115e-01,9.287949795176250189e-01,9.070841278815244824e-01
8.434907010014307538e-01,9.448421590694338068e-01,9.581107903541202786e-01,8.553717262844182656e-01,9.706917629426892180e-01,9.578234077072097508e-01,9.311138945346529860e-01,9.102835538128313253e-01
8.466380543633763578e-01,9.466210131293800734e-01,9.593325223418488479e-01,8.607086001671214737e-01,9.710878133911001742e-01,9.589617190036788807e-01,9.333939653570166861e-01,9.134314552577272872e-01
8.497854077253219618e-01,9.483714982113622405e-01,9.605330436522023785e-01,8.659693500495472263e-01,9.714756484509879941e-01,9.600803344336480416e-01,9.356346797165098206e-01,9.165270775742681009e-01
8.529327610872675658e-01,9.500929522214948131e-01,9.617118634857474424e-01,8.711521772840199462e-01,9.718553567468530829e-01,9.611789126938822259e-01,9.378355306018770765e-01,9.195696745297239350e-01
8.560801144492132808e-01,9.517847190463384344e-01,9.628684949963363104e-01,8.762553019675978216e-01,9.722270252622001729e-01,9.622571156667728554e-01,9.399960164988315769e-01,9.225585086478125252e-01
8.592274678111588848e-01,9.534461488989576239e-01,9.640024555333708278e-01,8.812769639564210777e-01,9.725907393400128331e-01,9.633146085792038127e-01,9.421156416283227308e-01,9.254928515536834377e-01
8.623748211731044888e-01,9.550765986626178483e-01,9.651132668823355631e-01,8.862154238735490130e-01,9.729465826835604902e-01,9.643510601595128851e-01,9.441939161828797333e-01,9.283719843163911190e-01
8.655221745350502038e-01,9.566754322318412607e-01,9.662004555033995024e-01,8.910689641094797775e-01,9.732946373575198651e-01,9.653661427924430383e-01,9.462303565608499722e-01,9.311951977885981613e-01
8.686695278969958078e-01,9.582420208505413317e-01,9.672635527678886680e-01,8.958358898145502014e-01,9.736349837893928383e-01,9.663595326719855994e-01,9.482244855983573695e-01,9.339617929432521004e-01
8.718168812589414118e-01,9.597757434469619264e-01,9.683020951924345976e-01,9.005145298824192013e-01,9.739677007712088663e-01,9.673309099520173149e-01,9.501758327988092390e-01,9.366710812069789505e-01
8.749642346208871269e-01,9.612759869651399391e-01,9.693156246705980639e-01,9.051032379238340697e-01,9.742928654614920747e-01,9.682799588946338076e-01,9.520839345597764680e-01,9.393223847899411227e-01
8.781115879828327309e-01,9.627421466926200377e-01,9.703036887017779666e-01,9.096003932298898365e-01,9.746105533874808158e-01,9.692063680160827310e-01,9.539483343970789342e-01,9.419150370119051541e-01
8.812589413447783349e-01,9.641736265841480691e-01,9.712658406172088865e-01,9.140044017239956631e-01,9.749208384475848144e-01,9.701098302302063603e-01,9.557685831659082920e-01,9.444483826242749958e-01
8.844062947067239389e-01,9.655698395810712320e-01,9.722016398028562323e-01,9.183136969017645646e-01,9.752237929140668005e-01,9.709900429892993623e-01,9.575442392788230395e-01,9.469217781278365109e-01
8.875536480686696539e-01,9.669302079261786753e-01,9.731106519190203530e-01,9.225267407580550749e-01,9.755194874359347512e-01,9.718467084222923713e-01,9.592748689204512180e-01,9.493345920859775910e-01
8.907010014306152579e-01,9.682541634737161784e-01,9.739924491164603237e-01,9.266420247003960275e-01,9.758079910420325298e-01,9.726795334701746620e-01,9.609600462587426506e-01,9.516862054331380882e-01
8.938483547925608619e-01,9.695411479943152333e-01,9.748466102488541063e-01,9.306580704480379440e-01,9.760893711443171528e-01,9.734882300185685455e-01,9.625993536526129546e-01,9.539760117782516424e-01
8.969957081545065769e-01,9.707906134745737381e-01,9.756727210814105655e-01,9.345734309158815201e-01,9.763636935413118056e-01,9.742725150273725543e-01,9.641923818558232329e-01,9.562034177029516968e-01
9.001430615164521809e-01,9.720020224110382800e-01,9.764703744954547071e-01,9.383866910825426899e-01,9.766310224217221725e-01,9.750321106573902608e-01,9.657387302169447851e-01,9.583678430543032256e-01
9.032904148783977849e-01,9.731748480983350991e-01,9.772391706888088336e-01,9.420964688418291821e-01,9.768914203682081965e-01,9.757667443938676799e-01,9.672380068752624016e-01,9.604687212318426814e-01
9.064377682403434999e-01,9.743085749112021521e-01,9.779787173717964244e-01,9.457014158369096979e-01,9.771449483613000586e-01,9.764761491668588755e-01,9.686898289524673578e-01,9.625054994686988996e-01
