activity,H,B,S_eff,V,R_resp,R_rob,R_sig
2.864091559370529616e-01,6.634634140691930693e-01,7.595392286355625577e-01,3.887029961231306535e-02,6.627432419093057803e-01,6.938051173053820797e-01,3.375457126158332710e-01,1.896743803761645475e-01
2.895565092989986211e-01,6.638550925729242991e-01,7.598174600719038718e-01,3.999739188602941670e-02,6.659841421088072977e-01,6.951557981918823348e-01,3.404626933132183786e-01,1.923354930658813244e-01
2.927038626609442251e-01,6.642563339641097686e-01,7.601024915937382165e-01,4.115196571441301354e-02,6.692188125492319895e-01,6.965067567122202874e-01,3.433931650333039709e-01,1.950224898991034517e-01
2.958512160228898846e-01,6.646673112063639088e-01,7.603944461405770516e-01,4.233451843336059200e-02,6.724467771080764322e-01,6.978579939006250843e-01,3.463370466486971888e-01,1.977354162604015586e-01
2.989985693848354886e-01,6.650881984898296961e-01,7.606934475160246345e-01,4.354555094560119688e-02,6.756675636449338551e-01,6.992095142386385298e-01,3.492942563195209349e-01,2.004743141654893313e-01
3.021459227467811481e-01,6.655191711767577400e-01,7.609996203486678601e-01,4.478556756643739534e-02,6.788807042696658467e-01,7.005613256442322356e-01,3.522647115261557937e-01,2.032392222282028704e-01
3.052932761087268076e-01,6.659604057447615633e-01,7.613130900513038757e-01,4.605507586287778399e-02,6.820857356052123510e-01,7.019134394567352331e-01,3.552483291007483834e-01,2.060301756276505247e-01
3.084406294706724116e-01,6.664120797277296449e-01,7.616339827784877059e-01,4.735458648609425919e-02,6.852821990447350853e-01,7.032658704175664965e-01,3.582450252573927685e-01,2.088472060754918702e-01
3.115879828326180712e-01,6.668743716543704680e-01,7.619624253823847893e-01,4.868461299714514634e-02,6.884696410028056102e-01,7.046186366467592777e-01,3.612547156209023336e-01,2.116903417833066736e-01
3.147353361945636752e-01,6.673474609843720318e-01,7.622985453669145484e-01,5.004567168590434018e-02,6.916476131603560562e-01,7.059717596152795815e-01,3.642773152540773052e-01,2.145596074300041012e-01
3.178826895565093347e-01,6.678315280421557310e-01,7.626424708401712271e-01,5.143828138314652382e-02,6.948156727031282731e-01,7.073252641131382301e-01,3.673127386833867081e-01,2.174550241292331765e-01
3.210300429184549942e-01,6.683267539482083963e-01,7.629943304651082281e-01,5.286296326573877019e-02,6.979733825533690483e-01,7.086791782133065043e-01,3.703608999229763832e-01,2.203766093967435002e-01
3.241773962804005982e-01,6.688333205479781718e-01,7.633542534084790665e-01,5.432024065489728798e-02,7.011203115945311426e-01,7.100335332314483550e-01,3.734217124969225199e-01,2.233243771176534886e-01
3.273247496423462577e-01,6.693514103383189084e-01,7.637223692880206194e-01,5.581063880746910122e-02,7.042560348887585420e-01,7.113883636814865019e-01,3.764950894596441056e-01,2.262983375135730058e-01
3.304721030042918617e-01,6.698812063914729720e-01,7.640988081178731184e-01,5.733468470020895713e-02,7.073801338869424304e-01,7.127437072270259577e-01,3.795809434144011285e-01,2.292984971095381186e-01
3.336194563662375212e-01,6.704228922765823606e-01,7.644837002522291147e-01,5.889290680702064656e-02,7.104921966311578130e-01,7.140996046286649523e-01,3.826791865297930473e-01,2.323248587007019361e-01
3.367668097281831807e-01,6.709766519787193628e-01,7.648771763272046442e-01,6.048583486914397428e-02,7.135918179492964919e-01,7.154560996872229017e-01,3.857897305541881927e-01,2.353774213187372066e-01
3.399141630901287847e-01,6.715426698154319807e-01,7.652793672009308157e-01,6.211399965826912284e-02,7.166785996417350812e-01,7.168132391829278305e-01,3.889124868280064984e-01,2.384561801978969664e-01
3.430615164520744442e-01,6.721211303508007884e-01,7.656904038918599387e-01,6.377793273256977813e-02,7.197521506598885122e-01,7.181710728106026620e-01,3.920473662937878911e-01,2.415611267406850005e-01
3.462088698140200482e-01,6.727122183070032291e-01,7.661104175152873008e-01,6.547816618564893110e-02,7.228120872765141369e-01,7.195296531108997806e-01,3.951942795039736223e-01,2.446922484830824085e-01
3.493562231759657077e-01,6.733161184733891247e-01,7.665395392180879286e-01,6.721523238840279579e-02,7.258580332476510799e-01,7.208890353976372678e-01,3.983531366263420859e-01,2.478495290592854228e-01
3.525035765379113117e-01,6.739330156130675098e-01,7.669779001116696637e-01,6.898966372380653522e-02,7.288896199660922504e-01,7.222492776812908799e-01,4.015238474470280150e-01,2.510329481658956086e-01
3.556509298998569713e-01,6.745630943670104518e-01,7.674256312031476623e-01,7.080199231464234799e-02,7.319064866062996444e-01,7.236104405887062718e-01,4.047063213710735963e-01,2.542424815255215353e-01
3.587982832618026308e-01,6.752065391556834051e-01,7.678828633247432034e-01,7.265274974418681198e-02,7.349082802606966558e-01,7.249725872790955261e-01,4.079004674204495529e-01,2.574781008497339374e-01
3.619456366237482348e-01,6.758635340782083167e-01,7.683497270614160213e-01,7.454246676988980636e-02,7.378946560672788868e-01,7.263357833563898192e-01,4.111061942294965688e-01,2.607397738013315647e-01
3.650929899856938943e-01,6.765342628090748045e-01,7.688263526767372680e-01,7.647167303007854078e-02,7.408652773285047122e-01,7.277000967780212770e-01,4.143234100377358176e-01,2.640274639558648495e-01
3.682403433476394983e-01,6.772189084924120639e-01,7.693128700370143180e-01,7.844089674373103116e-02,7.438198156214385071e-01,7.290655977602135129e-01,4.175520226800044643e-01,2.673411307623727584e-01
3.713876967095851578e-01,6.779176536338412662e-01,7.698094085336788517e-01,8.045066440336740010e-02,7.467579508991405435e-01,7.304323586798635581e-01,4.207919395738706769e-01,2.706807295032835348e-01
3.745350500715308173e-01,6.786306799899251008e-01,7.703160970039534261e-01,8.250150046111982827e-02,7.496793715833024452e-01,7.318004539731008951e-01,4.240430677042950069e-01,2.740462112534375883e-01
3.776824034334764213e-01,6.793581684552407740e-01,7.708330636498117450e-01,8.459392700804260756e-02,7.525837746481525148e-01,7.331699600306152975e-01,4.273053136054978940e-01,2.774375228381838476e-01
3.808297567954220808e-01,6.801002989470984472e-01,7.713604359552508338e-01,8.672846344673876273e-02,7.554708656956604651e-01,7.345409550898458484e-01,4.305785833400074814e-01,2.808546067905118848e-01
3.839771101573676848e-01,6.808572502879356447e-01,7.718983406018953275e-01,8.890562615738181740e-02,7.583403590220882950e-01,7.359135191241295004e-01,4.338627824748584327e-01,2.842974013071746242e-01
3.871244635193133443e-01,6.816292000854169419e-01,7.724469033829547415e-01,9.112592815722327100e-02,7.611919776759497047e-01,7.372877337289105437e-01,4.371578160549222103e-01,2.877658402037660546e-01
3.902718168812590038e-01,6.824163246102733504e-01,7.730062491155591520e-01,9.338987875368039149e-02,7.640254535074472164e-01,7.386636820051131203e-01,4.404635885733469980e-01,2.912598528687128097e-01
3.934191702432046078e-01,6.832187986719178152e-01,7.735765015514981524e-01,9.569798319111337548e-02,7.668405272094739322e-01,7.400414484397861425e-01,4.437800039390999429e-01,2.947793642161495864e-01
3.965665236051502673e-01,6.840367954918765703e-01,7.741577832863908437e-01,9.805074229140044173e-02,7.696369483502799591e-01,7.414211187841310835e-01,4.471069654415962824e-01,2.983242946376405969e-01
3.997138769670958713e-01,6.848704865750767645e-01,7.747502156673183871e-01,1.004486520884365075e-01,7.724144753979041989e-01,7.428027799290209954e-01,4.504443757124146908e-01,3.018945599527191881e-01
4.028612303290415309e-01,6.857200415790390968e-01,7.753539186989495402e-01,1.028922034566844834e-01,7.751728757365023981e-01,7.441865197781343255e-01,4.537921366840992898e-01,3.054900713582185401e-01
4.060085836909871904e-01,6.865856281810212014e-01,7.759690109481953701e-01,1.053818817339167158e-01,7.779119256746906963e-01,7.455724271188152175e-01,4.571501495460500442e-01,3.091107353763653531e-01
4.091559370529327944e-01,6.874674119431627428e-01,7.765956094474276705e-01,1.079181663382955680e-01,7.806314104460538861e-01,7.469605914907838651e-01,4.605183146975134201e-01,3.127564538016163742e-01
4.123032904148784539e-01,6.883655561756890640e-01,7.772338295963010513e-01,1.105015303799501830e-01,7.833311242019618259e-01,7.483511030528194885e-01,4.638965316976883524e-01,3.164271236462203318e-01
4.154506437768240579e-01,6.892802217982283430e-01,7.778837850622192240e-01,1.131324402672092000e-01,7.860108699968566537e-01,7.497440524475414980e-01,4.672846992129615629e-01,3.201226370844814095e-01
4.185979971387697174e-01,6.902115671993038770e-01,7.785455876794892260e-01,1.158113553076706020e-01,7.886704597661764460e-01,7.511395306644157444e-01,4.706827149613035388e-01,3.238428813957226482e-01
4.217453505007153769e-01,6.911597480940642191e-01,7.792193473472055487e-01,1.185387273042834283e-01,7.913097142970901832e-01,7.525376289011137532e-01,4.740904756538453779e-01,3.275877389059285716e-01
4.248927038626609809e-01,6.921249173803186716e-01,7.799051719259166848e-01,1.213150001466382216e-01,7.939284631922260971e-01,7.539384384233577263e-01,4.775078769336771889e-01,3.313570869280696995e-01
4.280400572246066404e-01,6.931072249929474127e-01,7.806031671331193911e-01,1.241406093976622910e-01,7.965265448265839154e-01,7.553420504233819832e-01,4.809348133119007995e-01,3.351507977011002337e-01
4.311874105865522444e-01,6.941068177567585318e-01,7.813134364376344010e-01,1.270159818759317438e-01,7.991038062978236267e-01,7.567485558771447351e-01,4.843711781009837902e-01,3.389687383276352994e-01
4.343347639484979039e-01,6.951238392378679132e-01,7.820360809529163237e-01,1.299415352338136875e-01,8.016601033701336032e-01,7.581580454004257508e-01,4.878168633454582070e-01,3.428107707103079660e-01
4.374821173104435634e-01,6.961584295936824596e-01,7.827711993293566817e-01,1.329176775316713854e-01,8.041953004118816972e-01,7.595706091039451380e-01,4.912717597500234068e-01,3.466767514868213662e-01
4.406294706723891674e-01,6.972107254215652583e-01,7.835188876456342655e-01,1.359448068083600469e-01,8.067092703272623622e-01,7.609863364476404657e-01,4.947357566051019395e-01,3.505665319637023547e-01
4.437768240343348269e-01,6.982808596062717310e-01,7.842792392991768669e-01,1.390233106482629821e-01,8.092018944821512960e-01,7.624053160942408924e-01,4.982087417099180793e-01,3.544799580487796864e-01
4.469241773962804309e-01,6.993689611662415873e-01,7.850523448957954509e-01,1.421535657451188928e-01,8.116730626243850999e-01,7.638276357622751922e-01,5.016906012931623415e-01,3.584168701824070324e-01
4.500715307582260905e-01,7.004751550988397302e-01,7.858382921385561604e-01,1.453359374629004941e-01,8.141226727986893286e-01,7.652533820786540097e-01,5.051812199313137075e-01,3.623771032674541481e-01
