activity,H,B,S_eff,V,R_resp,R_rob,R_sig
3.589919455411160198e-01,6.754712804669105175e-01,7.788468138334654345e-01,7.124635118884822815e-02,6.679787186443698621e-01,7.056789900075312039e-01,3.977828430494338985e-01,2.514647619136445855e-01
1.115946991415775136e+00,9.761468569755631375e-01,1.000000000000000000e+00,9.305985297854847405e-01,9.960644247666939899e-01,9.906818272100887945e-01,9.753067678552226338e-01,9.631787024186537760e-01
9.335401436306253187e-01,1.000000000000000000e+00,9.829524649911547396e-01,9.780065468382261873e-01,9.973941569077777736e-01,9.934204866464914074e-01,9.895443750241366132e-01,9.864543776607472836e-01
2.228454215120941051e-02,6.449859605731518286e-01,7.102016554576326968e-01,9.999999999999999547e-07,3.896162448262667222e-01,5.630189329070676152e-01,2.055380583116996410e-02,1.454747600834658443e-03
2.013873261597190378e+00,2.963737127995136333e-01,3.357912118233443155e-01,9.999999999999999547e-07,7.828132447305906627e-01,4.270929381288124382e-01,1.670674303847628425e-02,1.249646896041668688e-03
1.000835500135472511e+00,9.620613425217439119e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.521385967928848171e-01,9.711827909338329734e-01,9.711827909338329734e-01,9.840463119770468392e-01
2.099390208873352925e+00,3.035144146221423478e-01,2.932521179434237624e-01,1.405554755809028736e-02,8.051465641097421688e-01,4.153668257591010549e-01,1.781499882210194896e-01,9.050425343129940570e-02
6.308365821542794016e-01,7.297861729638185357e-01,8.446730320737425579e-01,4.152474006831158859e-01,9.206550324975235622e-01,8.279302111129063224e-01,6.967420601600100571e-01,6.069244966397744356e-01
1.905806701515139423e+00,3.361586303031983136e-01,3.399883368777469883e-01,9.999999999999999547e-07,7.606166033459393905e-01,4.429873880678519837e-01,1.717091828551936886e-02,1.275014867854729148e-03
2.029257062790387423e+00,2.876979223745666503e-01,2.857684422476196584e-01,9.999999999999999547e-07,7.901157031671683928e-01,4.019887465706470375e-01,1.596468748904738069e-02,1.208697551921774456e-03
1.225031316015717575e+00,8.422827878530352308e-01,8.033813090384744893e-01,7.241723510785679219e-01,9.455968489975153934e-01,8.617114994265711037e-01,8.250531016586962751e-01,7.968524485406839331e-01
4.458911333089785600e-01,6.908711670474242394e-01,8.045187796942737668e-01,1.480190831249782180e-01,8.620014564702771498e-01,7.824929222416522334e-01,5.160475742329931892e-01,3.698768916459478917e-01
1.507544350632584296e+00,5.471880647965465805e-01,6.212412750632878566e-01,2.075641267184927252e-01,9.351619962659286633e-01,6.824873235791845127e-01,5.068261518960154310e-01,3.994574796864636679e-01
1.207751746364812417e+00,9.211504027997003963e-01,9.397094927726123981e-01,7.690742023252835624e-01,9.689772327950041397e-01,9.430743025652976730e-01,8.961928903478858510e-01,8.603713908970972435e-01
2.077965264875777152e+00,3.969038067222395716e-01,2.616523764253000373e-01,9.999999999999999547e-07,7.906415811664907478e-01,4.346401743353116576e-01,1.692767840640134122e-02,1.261744517783971705e-03
9.663985359830821187e-01,1.000000000000000000e+00,9.939328416112339637e-01,9.800476124711148262e-01,1.000000000000000000e+00,9.979735099826573252e-01,9.934615287583865584e-01,9.898666357177139385e-01
5.907300248076083893e-01,7.495327325133469554e-01,8.433828670021357166e-01,3.947833449063861133e-01,8.952490092572702451e-01,8.271540660070548778e-01,6.875107801745536928e-01,5.929717384312255257e-01
3.042314032870356844e-01,6.878527452157014999e-01,7.641948959336196667e-01,3.171175044261460851e-02,7.075490763557654716e-01,7.191487423918287991e-01,3.295483167902332755e-01,1.765222261337361376e-01
1.536993851110694864e+00,5.469238316711224623e-01,5.635114619511107925e-01,1.266764347429991111e-01,9.456507858339893158e-01,6.630100779889327445e-01,4.383429795854774658e-01,3.148104903118724707e-01
2.143041161757281099e+00,2.468137975438972620e-01,2.828675556769657540e-01,9.999999999999999547e-07,7.680775241350018545e-01,3.770965358920380650e-01,1.521736323182893216e-02,1.166940999229005736e-03
6.235629525707665072e-02,6.071224487337711917e-01,7.582852799113962705e-01,9.999999999999999547e-07,5.031120829178239440e-01,6.141265710730421379e-01,2.193781734062939456e-02,1.525955393214128855e-03
1.628979780511879083e+00,4.398953491397201154e-01,4.979166582825457765e-01,1.037134968541836705e-01,9.105132154044126569e-01,5.842482587788989656e-01,3.792336704324010266e-01,2.683826640608207859e-01
2.039246797631266706e+00,3.156820103899916630e-01,3.345085335011386274e-01,9.999999999999999547e-07,7.985451012728537190e-01,4.385160514799854581e-01,1.704076632785391648e-02,1.267920495794112867e-03
1.645193753001685799e-01,5.976013082539557431e-01,7.263597512789549127e-01,4.859649610165717171e-02,5.220367694088139388e-01,6.096606078255107919e-01,3.239420605038240142e-01,1.953307891860152079e-01
2.423740992334929567e-01,6.336614644506716187e-01,7.502626607999625108e-01,2.553259137493121833e-02,6.252831376500813665e-01,6.673942319411920732e-01,2.951620787873356355e-01,1.536749390519014657e-01
1.522305616589359145e+00,5.578888599086191391e-01,5.598159728386359335e-01,2.032916416948444827e-01,8.903646796183073420e-01,6.527100496557989295e-01,4.876071950696315715e-01,3.861445859772616451e-01
1.425519426970734527e+00,6.421515192927367277e-01,6.579043957600890780e-01,2.961892979604177634e-01,9.019915894744511276e-01,7.249937514747444300e-01,5.796195671560347984e-01,4.846074183287555903e-01
1.514203136957405493e-01,7.030538353761255355e-01,6.958943167776912020e-01,9.999999999999999547e-07,5.434159266665428145e-01,6.430154550320906770e-01,2.270732932395511106e-02,1.565026790429207290e-03
1.835730054732544358e+00,2.792348294852291524e-01,3.426763932768115972e-01,1.390382202227025826e-02,7.756748974731103585e-01,4.202533370112029321e-01,1.792325682670765641e-01,9.064451587931325605e-02
1.151532465258763294e+00,1.000000000000000000e+00,9.459846615213742815e-01,8.758397933421790960e-01,9.664199081962333571e-01,9.705471847140554331e-01,9.459510398294095346e-01,9.267236849774361795e-01
1.995834221340547776e+00,2.388602146779426338e-01,2.928882815128884265e-01,9.999999999999999547e-07,7.813476803034036244e-01,3.795159624926133235e-01,1.529052986432897880e-02,1.171052932343482917e-03
1.931579938183949796e+00,2.324075391237437338e-01,3.111533420390255045e-01,1.125902337388091229e-02,7.507167694345540099e-01,3.786461974483250059e-01,1.572354181707681930e-01,7.784017510230852033e-02
1.787517091910364897e+00,3.448474515635497339e-01,3.781144450475272256e-01,3.386603197584128061e-02,8.435717473780147690e-01,4.791344948718807562e-01,2.470496013913195954e-01,1.454271632105512413e-01
1.134977571737727065e+00,8.954779369954182222e-01,9.885895167839923170e-01,8.547914034863910437e-01,9.713410332100390621e-01,9.509277957881079324e-01,9.259247501641476585e-01,9.063964873503307373e-01
5.537634118487509971e-01,7.461906529109209041e-01,8.045733349904605758e-01,2.723241393067728500e-01,9.280050573030065308e-01,8.228523761330037711e-01,6.241126432766673782e-01,5.002830893432991255e-01
1.113146108604491813e+00,9.467204290139917822e-01,9.100139205811428322e-01,9.086313826869228949e-01,9.719036710777885224e-01,9.425353967472157590e-01,9.339425990492123963e-01,9.271247984991184410e-01
2.217850311639161520e-01,6.504100115857106568e-01,7.519700645047846521e-01,9.265218082940489958e-03,5.814060916504424359e-01,6.575908815183856282e-01,2.265587022582770949e-01,9.659635103679140022e-02
1.449461526641537601e+00,5.848231430225792060e-01,7.178719313419839043e-01,2.858931060158396709e-01,8.909206889645200356e-01,7.205047625498067765e-01,5.718453087473301943e-01,4.753263912846217298e-01
2.947498823038168236e-01,6.796653476316392162e-01,7.196599696209883268e-01,2.929776571009927791e-02,6.726840501680935169e-01,6.903635737334153921e-01,3.133408567858690930e-01,1.665590953322637902e-01
1.124580517501590826e+00,9.310401656174961404e-01,9.677813406913288174e-01,8.556324880399013288e-01,9.814739998747749050e-01,9.598605741652639356e-01,9.326698371157815526e-01,9.114728865108505662e-01
1.196403431669991330e-01,6.910755433720836560e-01,7.922476803668914158e-01,1.221532334188983777e-03,5.207958068892372117e-01,6.581900707343041335e-01,1.366122790627708472e-01,3.883295726062188646e-02
6.589274786042209620e-01,8.089156515313146167e-01,7.844344191974832459e-01,4.495964542119564311e-01,9.314555375217861144e-01,8.392164785609953492e-01,7.179781398518070290e-01,6.337252282153147398e-01
5.105770134735332366e-01,6.916309465620190666e-01,8.178961310806334151e-01,2.294543379854543375e-01,9.302303761166864637e-01,8.073360820254256165e-01,5.894742522418211506e-01,4.583457642466766124e-01
1.364069393965675170e+00,6.506757977103420076e-01,7.640939390716481316e-01,4.495613946289310214e-01,9.620885094059966614e-01,7.820637305132087658e-01,6.809713826641384804e-01,6.095905618413048899e-01
1.730930766449519265e+00,3.682961308499427266e-01,3.860511035511143829e-01,9.999999999999999547e-07,7.989759271804450780e-01,4.843119849082752060e-01,1.835878400313390932e-02,1.339118065548777379e-03
1.260664999891575322e-01,6.082092143478046165e-01,7.292257486894074825e-01,9.999999999999999547e-07,4.632551811682034670e-01,5.900811732935808962e-01,2.129039990056209170e-02,1.492799452823923489e-03
1.870624107341845477e+00,2.706769041355017169e-01,3.083363980268710169e-01,1.678819672987989092e-02,8.247782417170951286e-01,4.098306141800853730e-01,1.843759665918130175e-01,9.731599797599514712e-02
1.893688928900129964e+00,3.303234761673000675e-01,3.102003013476668514e-01,9.999999999999999547e-07,7.672862340364527967e-01,4.283969340778940316e-01,1.674498510379857433e-02,1.251743931852416667e-03
7.529919634336501577e-01,8.223706989416871282e-01,9.055682111080525232e-01,6.972239887383744339e-01,9.761636912672959632e-01,8.991603524483666732e-01,8.437639030009723706e-01,8.019143338522587428e-01
1.449808945134708704e+00,6.633549601124568706e-01,6.343963601216995318e-01,3.014052501260152672e-01,9.538239475326167893e-01,7.376635004590825773e-01,5.897682986875719680e-01,4.931055925976357002e-01
8.857486697475890347e-01,9.717445396438922911e-01,9.605360090321254374e-01,9.160720677600538986e-01,1.000000000000000000e+00,9.772865455895454190e-01,9.616097324126962054e-01,9.492495379506030728e-01
3.392199408171893138e-01,6.698822661584017402e-01,8.068676126418213856e-01,4.240402385478178604e-02,6.855773078569868950e-01,7.182667008872856140e-01,3.540511971268660019e-01,2.010436380791387756e-01
1.163057320838842834e+00,8.781177879756185689e-01,8.792482503319466458e-01,7.862682496896344908e-01,1.000000000000000000e+00,9.173916068671291724e-01,8.826911180036026705e-01,8.558781747286848818e-01
1.899912839035126366e-01,6.820066952276873096e-01,6.924931461949469513e-01,3.558195493254139030e-02,5.743289389320234140e-01,6.473238460075629863e-01,3.134358407442099925e-01,1.754568368318515925e-01
1.932638741871173460e+00,3.031156621007102259e-01,3.534473896113829450e-01,5.396143222948449752e-02,7.771135643027599071e-01,4.366557817827210197e-01,2.588959628995949891e-01,1.704174760368583341e-01
2.033437470701139116e+00,2.640286803041685393e-01,2.858577691677875454e-01,4.599267257560234884e-02,7.846136888876682480e-01,3.897795010409295102e-01,2.284474991598360594e-01,1.489911040638352835e-01
1.807548901425088062e+00,3.457823586281258410e-01,3.403013826232728634e-01,1.074843399276846981e-02,8.330471234060714547e-01,4.610825698167808628e-01,1.801649590008614354e-01,8.495395946976544432e-02
1.237561865663153071e+00,7.880915430546373557e-01,8.608977946096554312e-01,6.704144281227236712e-01,9.461046133071981945e-01,8.626258616019598646e-01,8.099397127683586328e-01,7.701172818842083601e-01
1.226716900476001015e+00,8.004537914967736478e-01,8.812583804317409841e-01,7.414407602441991374e-01,9.816099618253341097e-01,8.846934822758798500e-01,8.464742185901455995e-01,8.170910643244349014e-01
2.166136228522045570e+00,2.387646204920406690e-01,2.616941183460077536e-01,9.999999999999999547e-07,8.351622307711884519e-01,3.736901013774821534e-01,1.511414886830049834e-02,1.161131418863115775e-03
5.453837176286023825e-01,7.551985120355978465e-01,8.337207476516821369e-01,2.796002461227798386e-01,9.116355833594534941e-01,8.310637406656283810e-01,6.329364956404739395e-01,5.090269556979322152e-01
1.670864049914564664e-01,6.540124813253586078e-01,7.192315572178550331e-01,1.955025652861328705e-02,5.429756617364394078e-01,6.344709050152047558e-01,2.658256586642716579e-01,1.325394147130936340e-01
1.236270031922591217e+00,8.849913433953813247e-01,8.553291930239929064e-01,7.027855202200418150e-01,9.780199069530763900e-01,9.046348979869770490e-01,8.492991791426184323e-01,8.074778125209209900e-01
7.233283151822272883e-01,8.304543834374186195e-01,8.231985515118535046e-01,6.394528970953033964e-01,9.295400330050633819e-01,8.597314736043976113e-01,7.984068590782302799e-01,7.525119586465583987e-01
7.091453001776973908e-01,8.722004173212554168e-01,9.342931888770538151e-01,6.096707800069138816e-01,9.267940845106776848e-01,9.106697457379350213e-01,8.237482912775032640e-01,7.602237289675251031e-01
1.558777917388569703e-02,6.467129879587860675e-01,7.443215625014146797e-01,9.999999999999999547e-07,3.565268398822081797e-01,5.557184354975799323e-01,2.035359381431603443e-02,1.444342339677385113e-03
1.311726701005452744e+00,7.353895341491115678e-01,8.196366836493720331e-01,5.150123292641616279e-01,9.663309159999857734e-01,8.351315715057039402e-01,7.400662228274375032e-01,6.718667176490633608e-01
5.808741450063510392e-01,7.767593093114198988e-01,8.471025888370676826e-01,2.636968685887779440e-01,9.204773091872354707e-01,8.460808283672445196e-01,6.321718218627121466e-01,5.006955799425938380e-01
4.132888060238982253e-01,6.863397617817753593e-01,7.966795620313510407e-01,1.026661657344536682e-01,7.816928544663315215e-01,7.532740259429194785e-01,4.576901648271555212e-01,3.072320015065184706e-01
8.895024906460818892e-02,6.296982713201123572e-01,7.509320373115346836e-01,9.999999999999999547e-07,4.368849541581651952e-01,5.911532399784178438e-01,2.131940381120477762e-02,1.494290518543921024e-03
8.015954682463448666e-01,9.202624982675084997e-01,9.536603772481716534e-01,7.884647924750528558e-01,9.669054788981427118e-01,9.467380415214463607e-01,9.044153974004062180e-01,8.719236205429787834e-01
1.933731519250206476e+00,2.984673904409335665e-01,2.773013103382285238e-01,9.999999999999999547e-07,8.452360687700636310e-01,4.120427501957211192e-01,1.626322640272323192e-02,1.225231778546057070e-03
7.406757767142192472e-01,8.701530556308315623e-01,8.687857233978817373e-01,6.455495791513713444e-01,9.840104381942679224e-01,9.060858401574597432e-01,8.324523971121029486e-01,7.778779481912792004e-01
1.493963262263106273e+00,5.523285801067779888e-01,6.008026720731197701e-01,2.312520163163922782e-01,9.073575352155468510e-01,6.702486388229352832e-01,5.136867190310016040e-01,4.152104306176300774e-01
1.664403319484196286e+00,3.701144833152471003e-01,4.188555951607146333e-01,6.982089336243962885e-02,9.236808501806818006e-01,5.231675281383095788e-01,3.162109723698515173e-01,2.113712228032491869e-01
7.218217802184391241e-01,8.641488002965274084e-01,9.498137480684923917e-01,6.075596580014408499e-01,1.000000000000000000e+00,9.362870018733578936e-01,8.403379520316917040e-01,7.707081736875107669e-01
1.807609617026491033e+00,3.106700505330117767e-01,3.669918350903459969e-01,5.777364614247065822e-02,7.997357862330958245e-01,4.500914606849439892e-01,2.694064718027064376e-01,1.786873569670452133e-01
1.522135251267288103e+00,5.023047011723572597e-01,5.497070567892009541e-01,1.942057430542480922e-01,8.903737877996742434e-01,6.264556161682612867e-01,4.674479370215435248e-01,3.698346515250672817e-01
1.230332903142093537e+00,8.457263699522536982e-01,8.614102075387015667e-01,7.025493452478315248e-01,9.948581550721660172e-01,8.982564618255794997e-01,8.447330202721672343e-01,8.042198116264852592e-01
2.183420911383615864e-03,6.762785514695166533e-01,7.550618409011916610e-01,9.999999999999999547e-07,3.691878204722013335e-01,5.733922699887390451e-01,2.083717673867361772e-02,1.469428668340511676e-03
7.719968503017789196e-02,6.579910226145974095e-01,7.486664654621163484e-01,2.408877635696406172e-02,4.873679602084374229e-01,6.215199993037556769e-01,2.757687279711771855e-01,1.439517477780140886e-01
2.179904857033339471e+00,2.587301618654238577e-01,2.887308368217659238e-01,5.210471796002712902e-03,7.877481369253631627e-01,3.889638183149277673e-01,1.323278224657751800e-01,5.585277234303870353e-02
1.721024631707830821e+00,3.598453519973974779e-01,4.041750840787397547e-01,8.285476041080586801e-03,8.490648606164350465e-01,4.979764070931734787e-01,1.788487635407793319e-01,7.883293241923780559e-02
2.062643569300483648e+00,3.073399125297280876e-01,2.402403868086857852e-01,2.311321096082892199e-02,7.684178666826723125e-01,3.842561366440543913e-01,1.902964470429275301e-01,1.084622411643100803e-01
1.985067050819660617e+00,2.103363955311564615e-01,2.249203640473587396e-01,3.348370494835212902e-02,7.659989907445545754e-01,3.309205982759602649e-01,1.866384964761389487e-01,1.180383603913159052e-01
4.497456291405184381e-02,6.789185380588070862e-01,7.376285150708974392e-01,3.251185081893558787e-02,3.623747453690958631e-01,5.661581488448113042e-01,2.771492740254168363e-01,1.565072755920600134e-01
1.742064037540362653e+00,3.027874932688848775e-01,4.081515450968270509e-01,6.841019940646889119e-02,8.827197102990943511e-01,4.778160500915885067e-01,2.939177162295098511e-01,1.992497517461130352e-01
9.925206368245401700e-01,9.390256264669996078e-01,9.729412754227023674e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.703342422266176825e-01,9.703342422266176825e-01,9.835733356216288525e-01
1.737028048801442681e+00,3.530320784788165134e-01,4.348867274143018991e-01,7.454226253935865298e-02,8.555572237633964905e-01,5.083308435820329541e-01,3.145650649745395655e-01,2.142701683057210982e-01
1.477472515944731196e-02,7.266455727793927899e-01,7.488385057717431570e-01,1.056536699512436624e-02,4.219514993466980668e-01,6.123378590828395529e-01,2.219292167290676521e-01,9.853560228937494059e-02
6.340384626412414182e-01,8.564517630332517673e-01,9.023533323914049165e-01,4.204419380977069687e-01,8.392840453159172709e-01,8.656244215205839421e-01,7.226427213870354471e-01,6.254591329984177106e-01
1.652912306740864867e+00,4.487316646654134766e-01,4.921775765372596867e-01,2.021942880868841941e-02,8.292420691993794835e-01,5.678887808461368092e-01,2.466832646715432509e-01,1.266020698512642095e-01
1.744645734923497615e+00,3.795186644558190547e-01,4.237774000571701838e-01,2.939156282812882548e-02,8.211632685126125653e-01,5.092528661719974981e-01,2.496064371722278574e-01,1.410956487545816651e-01
1.363372122672172893e+00,6.453531864811612451e-01,7.015787478773006791e-01,4.437887253801912624e-01,9.084417027186774130e-01,7.436872150296605088e-01,6.536372629371107745e-01,5.895138225009530775e-01
6.627636167817803070e-01,8.234693165021000905e-01,8.697761023518240098e-01,4.852639839365432972e-01,8.711595357230309533e-01,8.545107468984032284e-01,7.417928819672338081e-01,6.624220307191701629e-01
6.827977008332984932e-01,8.133427282126607372e-01,9.222816940759586135e-01,4.791954981638085753e-01,9.027563394645284900e-01,8.781510828992111772e-01,7.547534611039883323e-01,6.686422433501327811e-01
2.126880720012472192e+00,2.515758060007784458e-01,2.923063870482168758e-01,9.999999999999999547e-07,7.875226157867201149e-01,3.868922860830484867e-01,1.551288428877358253e-02,1.183517104717447420e-03
9.662667943152500882e-01,9.932451974471231404e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.824563910966659375e-01,9.918741806252353577e-01,9.918741806252353577e-01,9.955225960101139471e-01
9.836762105364416087e-01,9.721976943689176753e-01,9.374594506096788349e-01,9.726541661268508498e-01,1.000000000000000000e+00,9.695473554818007100e-01,9.695473554818007100e-01,9.709441903216582404e-01
1.215132050529539098e+00,8.992498322554920431e-01,9.505624452719392270e-01,7.485513768036679005e-01,1.000000000000000000e+00,9.490454380208743768e-01,8.943770731688612807e-01,8.529185880981445811e-01
9.009051411016553157e-01,9.045311457780339515e-01,9.489610844441037640e-01,9.500851740147159274e-01,1.000000000000000000e+00,9.503654575506554902e-01,9.502953789157991826e-01,9.502393197285334825e-01
1.215877442114311258e+00,8.707431293549791063e-01,8.130000527276843858e-01,7.708346125760513479e-01,9.661986664292443461e-01,8.810806995415925158e-01,8.521225685857856114e-01,8.296428442466988740e-01
9.511379300886273480e-01,9.551504411640242553e-01,9.728267936556080908e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.758186212320439923e-01,9.758186212320439923e-01,9.866270217408577015e-01
1.818772823124810811e+00,3.202346483036263569e-01,2.632311703243388479e-01,4.460282175080446110e-03,7.590979774514962086e-01,3.999765125618923167e-01,1.299769826301452602e-01,5.288494046989718894e-02
1.999912243556224878e+00,3.027964015136634379e-01,2.596531529914519187e-01,6.295116967136149717e-03,7.196748366435194999e-01,3.839077470671977688e-01,1.373792395446311321e-01,6.037769004971495906e-02
2.050642571593795704e+00,2.471328350421234110e-01,3.798915105339595311e-01,6.252979854388191795e-03,7.581616492174629851e-01,4.144294575296712524e-01,1.452478526207794107e-01,6.278226833977253174e-02
1.241451652824650420e+00,8.488379396892484774e-01,8.481469883056795833e-01,7.057235935866101872e-01,9.975594855559055674e-01,8.955260765921727595e-01,8.437568984403728267e-01,8.045047574919838018e-01
9.727268264218897897e-01,9.808829016888800378e-01,9.361762678541356575e-01,1.000000000000000000e+00,9.868801530515175502e-01,9.677126144372847349e-01,9.677126144372847349e-01,9.821108776870622892e-01
1.551528129342043538e+00,4.862713202298864501e-01,5.456673237430660350e-01,1.793370830387475134e-01,8.495007409605723758e-01,6.085880987467963132e-01,4.483943347305522908e-01,3.511797344488944983e-01
1.844311900850994723e+00,3.093463714277487897e-01,3.070443010306849185e-01,9.999999999999999547e-07,7.846308278338657294e-01,4.208272087317705967e-01,1.652257982108629175e-02,1.239530154106809100e-03
1.238560932546029836e+00,8.405811989233500370e-01,8.941932885956440646e-01,7.060683755099160797e-01,9.260696962809303878e-01,8.862404813086108835e-01,8.372889848157391013e-01,8.000818400050229151e-01
1.539958248008975072e+00,4.936038336031027818e-01,5.253360453010537112e-01,1.679503541340511830e-01,8.494809692234497334e-01,6.039344349338080509e-01,4.385686414968424929e-01,3.395281614764876776e-01
1.649404571586745805e+00,4.268230647965384206e-01,4.642085707288227114e-01,6.202865801843810561e-02,9.109049611787483069e-01,5.651252350272587544e-01,3.252794461572403040e-01,2.090962089155336823e-01
1.488066308778031033e+00,5.631958876681529835e-01,5.704541451976675726e-01,1.622892490292013878e-01,9.053044968201987563e-01,6.625596203400291317e-01,4.661129411892842023e-01,3.518067097217620898e-01
1.641493822604481068e+00,4.110818975183070378e-01,5.522761560098865541e-01,7.095444618229979072e-02,9.210313111638938066e-01,5.935441289458495140e-01,3.490074228144727786e-01,2.282127918731205185e-01
4.590197316231964808e-01,7.593645279795332437e-01,8.057705286218693752e-01,1.369074672431442319e-01,7.898180578973151844e-01,7.847468504011209101e-01,5.071704831093694077e-01,3.576790315859448288e-01
1.096424003447954654e+00,9.733046645927119211e-01,9.538887983056648645e-01,9.843768009028464050e-01,9.983241213321388807e-01,9.750031962090784932e-01,9.750031962090784932e-01,9.792102213864803950e-01
1.294190820131192021e+00,7.742445556966417453e-01,8.029894331835587540e-01,5.851990362909748056e-01,9.687774874945923598e-01,8.445084696771266719e-01,7.705111144572803772e-01,7.160095687404600673e-01
5.451447885450777693e-03,6.557181724269576240e-01,7.310485082095863341e-01,9.999999999999999547e-07,4.341337337372930261e-01,5.926009128310715246e-01,2.135854859039792650e-02,1.496302060088708233e-03
1.883117519390100414e+00,2.786089846785487767e-01,2.983100773860835053e-01,9.999999999999999547e-07,8.132292309370776628e-01,4.073415150273047569e-01,1.612385952251348120e-02,1.217523271216471893e-03
1.342053918578806737e+00,7.192699378791813647e-01,7.381233979937396050e-01,4.889403116452730180e-01,9.856962619075299026e-01,8.058508414243480411e-01,7.112216347647094539e-01,6.435839357330005450e-01
2.840999297360471965e-01,6.519793097312596153e-01,8.180808530228748099e-01,5.546426958083269798e-02,6.797586121909381385e-01,7.130635771848115034e-01,3.765732917411842018e-01,2.259573764469101631e-01
1.795985559666819720e+00,2.997431889686609230e-01,3.399723112986489104e-01,1.218947543710979797e-02,7.806118266137954675e-01,4.300734828796967668e-01,1.764628355883933741e-01,8.652502306826842515e-02
1.577525326169198383e+00,4.989666097257440258e-01,4.446715306186537209e-01,1.342695797754179521e-01,9.057928665052247252e-01,5.857512650027126844e-01,4.053025478138134741e-01,3.018785204031183556e-01
1.668258995620001572e+00,3.954039387518257787e-01,3.988153252958011041e-01,4.925199986601755398e-02,8.472533142707248111e-01,5.112210194569699606e-01,2.848147612342876167e-01,1.783715258592749597e-01
8.624934160960837648e-01,9.426960878796122323e-01,9.976250260104444489e-01,9.130802415689291962e-01,9.457746531090027720e-01,9.617058035652948922e-01,9.493118758583913852e-01,9.395118356202175613e-01
1.879245514728982824e+00,2.956651984602005623e-01,3.173434419429104758e-01,3.204138121204242601e-02,8.291374555059244367e-01,4.268927281434329313e-01,2.234430623932661952e-01,1.331206315601686507e-01
9.108606806911969667e-01,1.000000000000000000e+00,9.742749622080311145e-01,9.096145588841422214e-01,1.000000000000000000e+00,9.913503873122591070e-01,9.702524234328816499e-01,9.536977995972456545e-01
1.255120136480301074e+00,8.059616642638866013e-01,8.903989900183895134e-01,6.254003322093475425e-01,9.502787405975655632e-01,8.802040294678387111e-01,8.081222069055264967e-01,7.547306586153748054e-01
1.413068139722195799e-03,5.781780751582881184e-01,7.232016615803487092e-01,5.251220560671843868e-02,3.883564069515352268e-01,5.455700272630251702e-01,3.038805768209373870e-01,1.902763857399425440e-01
1.418720852291297074e+00,5.922605792644933809e-01,7.071388118359205333e-01,3.501863110213138675e-01,8.831482284885734391e-01,7.178224462268648631e-01,5.999120249194146437e-01,5.196895611561700434e-01
1.579986742681460887e+00,5.097840062999819954e-01,4.934575682923693640e-01,8.547221623637824006e-02,8.161490908666315658e-01,5.899318451560195964e-01,3.639633231070747987e-01,2.473217133975894322e-01
1.247640604075343163e+00,8.835992353253321330e-01,8.762210795272369346e-01,6.370470303317407046e-01,9.597973364410632424e-01,9.057663652685618016e-01,8.294782754150499260e-01,7.731007191288671310e-01
1.092429397495955357e+00,9.369907396348916562e-01,9.470489918748647984e-01,9.521673439981548359e-01,1.000000000000000000e+00,9.609539617965159319e-01,9.587497348861819813e-01,9.569899942597339670e-01
1.781860242165758335e+00,3.941093010630008497e-01,3.578784818892322694e-01,9.999999999999999547e-07,8.016415300345625106e-01,4.835530864824135744e-01,1.833720413811252073e-02,1.337963567506407058e-03
1.499019977763532241e+00,5.874781034471919794e-01,6.276955963610705291e-01,1.963868178359959860e-01,9.566914312852258240e-01,7.065955262270000592e-01,5.130459289598023886e-01,3.971408269187353124e-01
6.117628873840506021e-01,7.761337219016845035e-01,8.704227399178248170e-01,3.812226981610582488e-01,9.036207716352359087e-01,8.483029861608142319e-01,6.945570670019117765e-01,5.918797552536084750e-01
2.109961343775969222e+00,2.721610703095795891e-01,2.783799270408588433e-01,9.999999999999999547e-07,7.793956857084113343e-01,3.894101848482171557e-01,1.558854135960792593e-02,1.187747208410479260e-03
1.555987827229749820e+00,5.115150555025839152e-01,5.238167217016360677e-01,1.674190430706576915e-01,8.773536898618459201e-01,6.171690829931832933e-01,4.454042280679588184e-01,3.431108675826171073e-01
2.173465643607334297e+00,3.083287026850373147e-01,3.355631033320494172e-01,4.602237288312355235e-02,8.187214679405155904e-01,4.391788785022934793e-01,2.498753041345792292e-01,1.591434790664727761e-01
2.136774895791510698e+00,2.934625738879398371e-01,3.026482911826283706e-01,9.999999999999999547e-07,7.519013735793536046e-01,4.057114602762318389e-01,1.607544325183773298e-02,1.214841170452917764e-03
2.021601390182198088e+00,2.657065513921491040e-01,2.805616965907684612e-01,9.999999999999999547e-07,7.864228265472740231e-01,3.884742624895403118e-01,1.556043336604618667e-02,1.186176287615993679e-03
1.661817390695676799e+00,4.115124233195200931e-01,4.218368638144733840e-01,7.093500732880909931e-02,8.336454468741415491e-01,5.250124726056941693e-01,3.183042007832014297e-01,2.132949482559495513e-01
1.340744610693328287e+00,8.053723119163820332e-01,8.029261464514308999e-01,5.176730969887634037e-01,9.318532318283040405e-01,8.446431617553111781e-01,7.473410737749334176e-01,6.776342002429198708e-01
3.787754601024332923e-01,6.884067201041390582e-01,7.750540340061359279e-01,7.525006051049643041e-02,7.548188227333769706e-01,7.384820347478213698e-01,4.172358953710426643e-01,2.642500317067332793e-01
