activity,H,B,S_eff,V,R_resp,R_rob,R_sig
1.148427063006327131e+00,9.119842246166827149e-01,9.055156824777769176e-01,8.524458254747582231e-01,9.706956609851445927e-01,9.289424232766272382e-01,9.091976294419236160e-01,8.937043936089991147e-01
1.030516610742896244e+00,9.731879465719510680e-01,9.682347173002290308e-01,9.445139454884857733e-01,1.000000000000000000e+00,9.803755177343599359e-01,9.712844518054126741e-01,9.640723340296045718e-01
5.707676476799753429e-01,8.056344067920918617e-01,8.259516040276186910e-01,2.820367672237125145e-01,9.127899930448500898e-01,8.468786004730846084e-01,6.433425871648525973e-01,5.163440953799720567e-01
9.938085737673806042e-02,6.395558549220448086e-01,7.331382194542894748e-01,9.999999999999999547e-07,4.641549516389096297e-01,6.015094330744896745e-01,2.159890985329364355e-02,1.508632097092541674e-03
1.059280948717817639e+00,9.531975385191456818e-01,9.847044698631423065e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.791057637656563895e-01,9.791057637656563895e-01,9.884535919630276224e-01
2.110531164798338466e+00,3.467653649949539174e-01,3.001309256443710494e-01,9.999999999999999547e-07,7.710062399160697577e-01,4.313218421278536829e-01,1.683065774163919337e-02,1.256437234565611514e-03
1.435542241655859197e+00,6.279231059553005423e-01,7.429694069075347684e-01,2.730854564761196479e-01,8.567220896140156361e-01,7.366125606464907216e-01,5.747830903437604055e-01,4.713200047613420041e-01
1.090114424582960595e+00,1.000000000000000000e+00,9.714678505094299643e-01,9.532248390835138530e-01,9.971887217612174226e-01,9.894684028579207036e-01,9.802803233075888523e-01,9.729913277379356185e-01
2.435225628651554730e-01,6.100487664210392236e-01,6.894354296107395585e-01,9.999999999999999547e-07,5.559667650983732834e-01,6.160779434062788606e-01,2.199007676639681136e-02,1.528620267076572512e-03
5.553598392090920433e-01,7.665717047305796727e-01,8.606010246245765494e-01,2.962650308128845777e-01,8.543141906133382424e-01,8.260203648527211229e-01,6.392388540391636953e-01,5.207162033270202883e-01
6.485026890639939978e-01,8.803068457839685612e-01,8.548497861897672578e-01,4.303351111701627096e-01,9.471892347697854486e-01,8.932784974983959403e-01,7.442037523566367163e-01,6.430664257038734011e-01
1.682567815735915628e+00,4.044759816087900028e-01,4.991235936793010919e-01,3.042389815107207976e-02,8.305174468374753038e-01,5.514208700140268427e-01,2.672490154781767546e-01,1.497140110436563920e-01
1.928763753982162710e+00,2.947553366843551070e-01,3.636399533646484938e-01,1.346880831139491211e-02,8.191225516821762920e-01,4.444545785119100034e-01,1.854397492290153771e-01,9.215166550433182002e-02
1.983612077846164778e+00,2.535653897893960784e-01,2.827814174452700224e-01,4.584658839878337500e-02,7.531513610975205664e-01,3.779848288761396558e-01,2.230655649974999655e-01,1.462847533149299328e-01
2.166050938151659278e+00,3.158573468918262073e-01,3.053077804671023854e-01,5.511610875318716241e-02,8.146153480485256448e-01,4.282793627520938284e-01,2.565163182764554906e-01,1.702257585270804119e-01
2.161206702829971515e+00,2.512634224513718428e-01,2.595566963279385964e-01,9.999999999999999547e-07,7.255228782362185269e-01,3.616908649879151394e-01,1.474868007596084538e-02,1.140474678094497048e-03
2.096598092089559273e+00,2.789260425953355993e-01,2.854710031051878594e-01,9.999999999999999547e-07,8.331256224387446618e-01,4.048124422773325404e-01,1.604871960522595564e-02,1.213359846619945382e-03
1.580087091063456517e-01,6.105351012436804892e-01,7.762980709556613901e-01,2.376252582783516115e-02,5.145513885993689973e-01,6.247735468715359675e-01,2.759085286879615628e-01,1.434825607757942434e-01
3.031457790411714592e-01,7.201495336763399369e-01,8.000534142954887074e-01,7.440538016167902446e-02,7.334903328820747692e-01,7.504331670117954101e-01,4.210998631455166730e-01,2.652427757920992613e-01
6.698263582472724353e-01,8.635090282678367091e-01,9.041185226179723200e-01,4.448494047154807340e-01,9.033888767175969337e-01,8.901345592239648941e-01,7.484193380139733121e-01,6.514730741005321235e-01
1.216376158941815389e+00,8.665387184139652366e-01,8.850274768913889423e-01,7.440482082972696976e-01,1.000000000000000000e+00,9.153381753700817747e-01,8.691334213931796171e-01,8.338546412771932204e-01
2.133513551520544727e-01,6.162779041111676737e-01,8.416372540242172962e-01,7.143034258484400045e-03,5.534071287871924483e-01,6.596528335617871663e-01,2.127929608522963201e-01,8.607374865677400178e-02
1.860753307164713544e+00,3.745152519667312996e-01,3.196363582242219836e-01,9.999999999999999547e-07,7.447223205134061441e-01,4.467247533898197620e-01,1.727945391607755773e-02,1.280920009097054335e-03
1.356863593970079940e+00,7.050705040661231493e-01,6.942162564718190598e-01,4.104550398185369264e-01,9.493445241520876987e-01,7.745516651588622015e-01,6.608519747612940920e-01,5.820324951895862187e-01
1.193201685064851025e+00,8.502797993537191124e-01,8.509225361175341007e-01,7.739656476127092510e-01,1.000000000000000000e+00,8.977401093132106880e-01,8.650543473865057731e-01,8.397646794448068164e-01
3.636849114080405454e-01,6.145583489754398165e-01,8.202021730550422829e-01,7.707403532779329158e-02,7.672158326929131578e-01,7.285631452038399125e-01,4.155061184160849241e-01,2.651341093779852054e-01
5.571620436804342047e-01,7.268348713586464394e-01,8.179281052077070902e-01,3.115147448637889949e-01,9.250938315749546170e-01,8.193049095161193396e-01,6.433596506439734908e-01,5.302252799091152768e-01
3.526864549609677324e-01,6.230569298511033915e-01,7.725706704902612909e-01,7.795263061476073729e-02,7.574335295763164888e-01,7.143923981876655338e-01,4.105918383869144872e-01,2.636265235061953649e-01
1.874252947148557169e+00,2.951222324299684341e-01,3.088127404000579057e-01,3.132756353128168109e-02,7.768346569992368167e-01,4.136902096957454367e-01,2.170141675107500889e-01,1.295204553051910457e-01
1.285301292134680029e+00,8.233238135133059687e-01,8.058681122803208474e-01,5.957165757806214268e-01,9.892186204599875410e-01,8.690450902468462857e-01,7.907544668631474316e-01,7.332315244692727552e-01
1.617284740543193600e+00,4.382988612845837295e-01,4.547257544015270714e-01,7.040394787696060974e-02,8.701283654347622409e-01,5.576577476649011711e-01,3.324107486395955768e-01,2.197459668508649766e-01
6.512722984020566930e-01,8.222255966820944950e-01,8.798607422443917025e-01,4.558427080342812854e-01,9.015574472434785269e-01,8.672269778673156182e-01,7.384198072606681373e-01,6.492915996098966858e-01
8.167558015942097960e-01,9.033666316988616662e-01,9.435398780264108165e-01,8.246166863211905618e-01,9.732604932524966390e-01,9.396175787962520731e-01,9.094448741800452707e-01,8.860058239188633999e-01
8.906809217383744315e-01,9.705267507321653220e-01,9.892120987423403955e-01,9.524301369621583913e-01,9.738347699680306446e-01,9.778240967541121931e-01,9.714128271079632837e-01,9.663140909827379055e-01
1.672032937836876787e+00,4.777356010399081976e-01,4.485784323952922148e-01,5.242204936318107383e-02,8.992965255757924270e-01,5.776209949096615670e-01,3.170375669653091033e-01,1.961936429975719154e-01
1.699176572884049774e+00,3.806243604961885296e-01,4.017342685439692640e-01,2.103307659106133307e-02,8.239164500153897119e-01,5.013098190915770136e-01,2.268847778586056962e-01,1.203274401562188511e-01
4.549897605308697579e-01,7.156952974416560531e-01,7.360367980457522830e-01,1.588055313306289129e-01,7.982505681246867546e-01,7.491848314938374109e-01,5.083445105690557186e-01,3.727464088414277898e-01
2.071385484823817791e+00,2.295046188833998746e-01,2.338306053114063143e-01,1.261130273134041489e-02,7.636675523621671013e-01,3.447723063905575591e-01,1.507784478750656687e-01,7.780092915898159656e-02
2.654417423761100681e-01,7.142893493387536541e-01,8.637831359046652668e-01,6.284509155913416134e-02,7.074190184925075453e-01,7.585517399891003043e-01,4.069647067539628460e-01,2.472942271984363283e-01
1.971468581331986991e+00,2.795980867040601670e-01,3.544902230477327554e-01,9.999999999999999547e-07,7.721977085709456068e-01,4.245762091980049835e-01,1.663285269715756784e-02,1.245591426631970306e-03
2.208704204295804663e-01,6.939648014990634772e-01,8.019950220730813761e-01,4.133276218747806291e-03,6.400797965668711953e-01,7.088936374170513588e-01,1.958887144571864747e-01,7.000871177632582432e-02
5.819875845328844610e-01,7.596367024920722688e-01,8.072896116617298556e-01,3.470235008365891716e-01,8.610359813861836464e-01,8.082620748698976509e-01,6.542652778676277814e-01,5.524782810723568582e-01
1.862252779349505394e+00,3.417238258851352795e-01,3.322170235592983301e-01,9.999999999999999547e-07,8.250176919986479396e-01,4.541369109905953327e-01,1.749403943563714384e-02,1.292566038495756913e-03
3.948825591613924213e-01,7.070826269825892796e-01,7.453076964505268576e-01,8.554422946866170607e-02,7.773309111328075005e-01,7.426837192366566587e-01,4.326638469533894971e-01,2.808199582524720239e-01
9.098494488819336423e-01,9.596573572194153634e-01,9.328240170433648171e-01,9.808426861637540295e-01,1.000000000000000000e+00,9.637668233865267498e-01,9.637668233865267498e-01,9.714138603156237117e-01
9.896904598770777106e-01,1.000000000000000000e+00,9.651800493776131473e-01,9.650472412040596026e-01,1.000000000000000000e+00,9.882559674124544724e-01,9.824019762838371861e-01,9.777437603046373882e-01
5.395697406510612248e-01,7.133008982318898017e-01,8.602294764341038569e-01,3.101233776045949075e-01,8.774439306953648599e-01,8.135211002781161937e-01,6.392345536383285953e-01,5.271004406990584812e-01
1.562539442939170575e+00,5.263002029218591948e-01,5.632505956194915342e-01,1.175812318053410244e-01,8.664420264267248539e-01,6.356600272420784847e-01,4.168724340095684155e-01,2.974580994219871433e-01
1.872936228684848547e+00,3.036260434242075701e-01,2.942853067117940369e-01,2.942019381745276593e-02,8.626039941075719364e-01,4.255719754567608981e-01,2.182182900537422698e-01,1.278867792261876857e-01
1.924065307682258030e+00,3.171966578752191679e-01,3.023152867925098519e-01,1.594526189378119279e-03,7.770190283750493254e-01,4.207977946637466715e-01,1.044030065580306421e-01,3.423139877772789913e-02
7.465087206204341630e-01,8.636637830941059635e-01,9.390201193158436155e-01,6.705620183746581198e-01,8.745419707180757118e-01,8.917985342146989014e-01,8.304429515181025456e-01,7.844120247555272929e-01
1.167870867433191906e+00,9.122285037670245789e-01,8.985383476797214053e-01,8.289316218732890595e-01,9.119911201684509638e-01,9.075633611389006816e-01,8.872323998807688517e-01,8.712960465472063820e-01
5.464940885044333729e-01,7.059501908317489249e-01,8.192241147160496118e-01,2.907881046821618187e-01,8.219914884515648890e-01,7.804553033431244069e-01,6.097547417089058674e-01,5.004963405239114538e-01
5.385523034103200102e-01,7.479941563601224530e-01,8.274973983791839016e-01,2.484922096147053894e-01,8.948393686564354299e-01,8.212397742128609845e-01,6.090888868780106602e-01,4.795669398204847611e-01
3.547589382742331043e-01,6.759297486893489637e-01,7.809803499223745282e-01,5.596081919827099876e-02,8.085593576842926566e-01,7.529240883570675891e-01,3.931283917200129041e-01,2.337550402850115394e-01
2.068041823776532340e+00,2.656893419260351608e-01,2.971974556417177893e-01,4.602621519938588507e-02,7.168863114649304258e-01,3.839634064581043948e-01,2.259272899727964301e-01,1.478127096757217152e-01
1.953575422932275929e+00,2.973709978813559585e-01,2.835452002062694432e-01,3.764708914630850514e-03,7.689116573788378206e-01,4.017283230083056877e-01,1.249919919992987655e-01,4.911814757274399201e-02
1.710189169320923019e+00,3.908309686065534749e-01,3.897186382940792115e-01,2.319727077964080231e-02,8.420432265843896813e-01,5.043029524013842302e-01,2.335489160801047515e-01,1.261615256754627934e-01
1.138855346833004045e+00,9.109063063273391547e-01,8.972598229486232757e-01,8.470380378039223945e-01,1.000000000000000000e+00,9.349692121514278087e-01,9.121656442511830720e-01,8.943238889372975287e-01
1.079337414126118277e+00,9.626710990700022563e-01,9.114523582267973767e-01,1.000000000000000000e+00,9.540654845625906599e-01,9.424609480599334121e-01,9.424609480599334121e-01,9.679320047344291966e-01
1.165440465601495612e+00,8.772413696834709951e-01,9.161459473490746186e-01,8.260307943279661114e-01,9.979131190320701394e-01,9.290922420922950176e-01,9.021799784383558451e-01,8.812125338787890616e-01
1.180449629869596562e+00,9.821450306587230505e-01,9.383332828735714282e-01,8.640241072460166372e-01,9.672171378756975191e-01,9.623925282326302177e-01,9.367973357519574495e-01,9.168121717057027276e-01
9.560387863349187887e-01,1.000000000000000000e+00,9.371844864852458823e-01,9.977218222000914238e-01,1.000000000000000000e+00,9.786071029817812184e-01,9.786071029817812184e-01,9.871629839114175464e-01
2.898606323625484427e-01,6.734517373721773392e-01,7.693987669482966751e-01,4.367987891899895170e-02,6.713558920576795375e-01,7.032940169404897635e-01,3.510937096784496059e-01,2.013965140670688214e-01
2.764604763107791907e-01,7.033102384003566687e-01,7.861651855376363685e-01,3.972886084600850409e-02,6.649124509871423561e-01,7.163771710143542748e-01,3.476424735559691115e-01,1.949511073418033757e-01
2.094949374860503255e+00,2.130954286275670295e-01,2.212468485953523190e-01,5.587666057728536695e-02,7.899924355558886058e-01,3.339576424116025843e-01,2.135876564700494029e-01,1.493770787030144764e-01
1.060467671089971198e+00,8.853879545760935388e-01,9.632606983206672968e-01,9.221458206750386966e-01,9.674906518896102536e-01,9.379393200361932914e-01,9.339657656541768826e-01,9.307990459516329862e-01
2.097052154791415823e+00,2.682349697676328359e-01,3.429515679220980773e-01,5.822581570719024407e-03,8.201998408432711329e-01,4.225608815061363543e-01,1.447757631025946012e-01,6.145272153082516342e-02
3.598691309622419898e-01,6.271787983930707799e-01,7.873585559338535100e-01,6.666121285966768173e-02,6.953601405145299896e-01,7.002577178851150386e-01,3.889660806822913264e-01,2.430159575159087926e-01
1.219716414487853839e+00,8.561755974256129997e-01,8.142284916003085238e-01,7.296774966658077233e-01,9.018248696131694331e-01,8.566638673128617043e-01,8.229824523645734580e-01,7.969933100417456728e-01
4.569779573733863676e-01,7.101645209588813845e-01,8.106502422384419537e-01,1.562363757245781304e-01,8.141651841227305342e-01,7.767865045249899847e-01,5.202017307571490390e-01,3.774573526772635468e-01
5.570061334785234575e-01,7.815706766387405802e-01,7.943780910772195725e-01,2.794037454666099540e-01,9.128504939210657643e-01,8.275579019122248914e-01,6.308220251572471682e-01,5.076841619360514812e-01
6.612007327459333561e-02,6.114694100109323571e-01,7.751109281218566682e-01,8.544105378327926034e-03,4.282069928866743536e-01,5.876662958995004793e-01,2.040632206638603452e-01,8.755317487472862037e-02
2.616972836284648940e-01,6.746881590295418230e-01,7.334243617315429065e-01,3.033078060933322787e-02,6.436629204399563209e-01,6.829238873076544092e-01,3.135090808155872599e-01,1.681714936652327352e-01
2.017066496784230889e+00,2.904425614017543955e-01,2.930677768262401339e-01,9.999999999999999547e-07,7.485104092389029962e-01,3.994006102333119701e-01,1.588753583240006331e-02,1.204411235542538665e-03
7.073725812611298958e-01,8.629298207510139873e-01,8.735198723951459465e-01,5.887298663092203066e-01,9.813481087562265781e-01,9.043928473189853934e-01,8.123568674600336603e-01,7.455188796615933589e-01
1.337884266212101547e+00,7.210475194684830003e-01,7.700806505450199513e-01,5.007277807835419647e-01,9.749527342494301863e-01,8.150067769091202674e-01,7.215581505764565584e-01,6.545750237745838751e-01
1.023031090376400609e+00,1.000000000000000000e+00,9.621203034494359985e-01,9.830712234023767371e-01,9.828018790178956188e-01,9.815184159879296599e-01,9.815184159879296599e-01,9.822168755668176932e-01
8.809927395396123240e-01,9.604311070604585332e-01,9.633616378303262451e-01,9.603329594136984504e-01,9.808004220351360658e-01,9.681561384076331489e-01,9.661943891483815161e-01,9.646278521572124731e-01
1.170149400961350006e+00,9.707237024640985590e-01,8.758232296968357922e-01,8.647967173754975700e-01,9.280800051054096667e-01,9.240578697336134795e-01,9.088723380009885444e-01,8.969037877913079715e-01
4.119256781537513623e-01,6.605933269641732775e-01,7.943297259396514542e-01,1.312878908574033332e-01,7.357970027252647149e-01,7.281670182352146803e-01,4.744925750186028690e-01,3.368434868705546537e-01
2.174928576743068387e+00,3.035480546189490147e-01,2.856418418177136265e-01,2.094565956063518947e-02,7.800570660791731337e-01,4.074352042429996712e-01,1.940070105062423611e-01,1.071579807774703658e-01
1.800277311148498649e+00,3.395580846166272870e-01,3.006886425193244783e-01,1.758460212304848932e-02,8.359380113757840514e-01,4.402861840716067454e-01,1.968268897721021093e-01,1.033627195876627713e-01
1.631552192009333657e+00,4.286294158251732767e-01,5.045216287966030055e-01,1.071064236328986979e-01,8.820111079639514351e-01,5.756324548944836694e-01,3.780618311827159683e-01,2.700827722576141232e-01
1.031270453430695566e+00,1.000000000000000000e+00,9.742213484567128212e-01,1.000000000000000000e+00,9.694544219797610607e-01,9.811340454589178028e-01,9.811340454589178028e-01,9.895792730433244921e-01
3.363296686779391753e-01,6.604279387637344012e-01,7.704836914850897722e-01,8.046309569812219731e-02,7.392503078000118855e-01,7.218718957835142946e-01,4.171039328990716610e-01,2.689500352454934351e-01
2.025464888201849334e+00,1.957739580958449133e-01,3.204524022226337698e-01,9.999999999999999547e-07,8.404158944932061948e-01,3.749766603378846264e-01,1.515315890733358491e-02,1.163328399211798099e-03
7.510515482398009146e-01,7.759685515639693776e-01,9.266326383617420337e-01,6.725190389189928952e-01,9.518174438837617712e-01,8.812553998976836445e-01,8.236685605682341205e-01,7.803205561556153524e-01
1.102347173332543090e-01,6.967333414241076994e-01,7.923267403379399276e-01,2.075753534375134393e-02,4.971352867985867063e-01,6.498530563785976932e-01,2.747295159108257279e-01,1.379677065210319076e-01
7.532880889833831750e-01,9.278646842046563981e-01,9.060282461246073060e-01,6.992332438775019643e-01,9.481334599066331137e-01,9.271826265291785996e-01,8.640313111582565986e-01,8.166215519361094133e-01
1.747805467090945752e+00,4.314786358026523883e-01,4.213093626362838795e-01,2.632019735154833909e-02,8.249462957263876683e-01,5.312863949149874143e-01,2.506506333715477486e-01,1.374234653286195706e-01
1.369959238974058024e+00,7.024813606756398210e-01,7.411193530114141836e-01,4.035704845133870622e-01,9.506205164552392617e-01,7.910004202341364143e-01,6.685168909031529161e-01,5.843336828149293671e-01
1.651844886438691429e+00,3.795414320543447073e-01,4.704991491772508860e-01,1.061531187698385448e-01,9.154749747078037014e-01,5.467911840181918226e-01,3.629521032236141531e-01,2.614999247769401181e-01
1.745997844497230389e+00,3.516591893540877978e-01,4.003028599736996318e-01,1.939961311070017430e-03,8.618349483453230375e-01,4.950452771550266640e-01,1.238602517533367170e-01,4.088477272117158057e-02
4.663001443771937482e-01,7.068704081221003355e-01,8.335233116518325769e-01,1.390518970606618998e-01,8.552895924570359520e-01,7.957749176417080461e-01,5.145018187261142240e-01,3.629645819471780666e-01
2.032323295404996788e+00,2.529190363732612967e-01,3.179804569433689609e-01,9.999999999999999547e-07,7.743796336805869318e-01,3.963802038399240613e-01,1.579734007642009941e-02,1.199393183167340657e-03
9.635771264248197410e-01,1.000000000000000000e+00,9.704091624535081673e-01,9.679862966459018558e-01,9.491784962336782261e-01,9.729733082608239547e-01,9.717241518121487731e-01,9.707259814416355770e-01
1.405830028381162222e+00,7.410592568947111936e-01,6.763682551828730238e-01,3.809919270890280152e-01,9.489500892078700511e-01,7.805963350324570671e-01,6.524523869174500001e-01,5.652579477154059395e-01
5.079299690832406698e-03,6.673499357177035129e-01,7.486810391674798559e-01,3.383353570155713669e-02,4.466239113471245914e-01,6.065465581791085192e-01,2.947711347591976949e-01,1.654937518501823079e-01
2.185410696504591854e+00,2.766946091174306011e-01,2.523084572132184844e-01,9.999999999999999547e-07,8.443765496768298462e-01,3.891851162976649459e-01,1.558178355495261173e-02,1.187369592134206869e-03
6.179720491211413425e-01,7.415445508857926304e-01,8.103224618911354371e-01,4.066563238242490441e-01,8.275927551184395492e-01,7.922652397260817603e-01,6.705942634716414164e-01,5.868555547682406948e-01
1.365388343883415234e-01,7.070831901327343516e-01,6.776006441861140983e-01,8.346963311504163388e-03,5.961823478186737413e-01,6.585788993523224999e-01,2.209723758286136486e-01,9.224060092943754674e-02
1.008176491380330830e+00,9.900866825728319442e-01,9.299620447368763809e-01,9.697742989889898135e-01,9.965249471262797032e-01,9.717223818140989788e-01,9.712349945418093933e-01,9.708452607403970092e-01
2.838661258004918642e-01,6.530330552942091860e-01,8.288085264951603470e-01,9.343203093351871991e-02,6.919329672036720336e-01,7.208050147942512975e-01,4.325011802037162512e-01,2.874239111867682439e-01
3.351187623466665988e-01,6.875262629484498733e-01,7.416925532470181048e-01,9.401586860045968441e-02,6.510722969606418387e-01,6.924378659486352117e-01,4.203256542346178182e-01,2.819356328811656320e-01
1.391022188666462434e+00,6.588262111571097090e-01,7.812124677902807512e-01,3.860086943078392951e-01,9.310208327464805089e-01,7.825278650390659063e-01,6.558041039836783881e-01,5.693686951243449590e-01
8.644402614545132479e-01,9.612700643992955207e-01,9.799398356531061616e-01,8.680129800279209329e-01,1.000000000000000000e+00,9.802757897016655120e-01,9.509173304832233553e-01,9.280649071587434573e-01
2.028075390340989159e+00,2.381567641127608770e-01,2.915806153584113991e-01,9.999999999999999547e-07,7.494073226665288745e-01,3.733474308537662045e-01,1.510375302056511486e-02,1.160545686991694891e-03
7.021442881377542022e-01,8.849252051279797859e-01,8.370684962326362388e-01,5.505928825825170403e-01,8.416065193389161703e-01,8.542642220514713447e-01,7.654235349420254186e-01,7.010507958393288330e-01
1.597596282444582627e+00,4.641788454417663523e-01,5.003606712161473569e-01,1.049737005732479245e-01,8.851339473397313862e-01,5.901908914136970719e-01,3.832785402590831447e-01,2.713514238453898497e-01
1.014418746340796762e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.802795427839510189e-01,9.933828238229013285e-01,9.933828238229013285e-01,9.963551170577802374e-01
1.451892862484413405e+00,6.046153962166730400e-01,7.038493592577302893e-01,2.633662482605957922e-01,9.722823754459851697e-01,7.451615630512804511e-01,5.745500450497070810e-01,4.666484175790183708e-01
1.319329784775179037e+00,7.552011127936926194e-01,7.982506292924838043e-01,4.855139852633147401e-01,9.504357519636030815e-01,8.305674080037651619e-01,7.262423988405316555e-01,6.522993890392763117e-01
1.040124740069796161e+00,9.389194979185233603e-01,9.382018912410818867e-01,1.000000000000000000e+00,9.791275507294644465e-01,9.518926591504393020e-01,9.518926591504393020e-01,9.732477036621225430e-01
2.090134408173761837e+00,3.093328261706986271e-01,2.524953511872620737e-01,6.449221715403550409e-03,8.116702696607392964e-01,3.987368235953832607e-01,1.421973770601061837e-01,6.232406590204193214e-02
7.539700140609029155e-01,8.546495116211290100e-01,8.868027399030770086e-01,6.911595140519961600e-01,9.917290599464054779e-01,9.092208189011715680e-01,8.489783224176242760e-01,8.036711623216190592e-01
3.899181027483996642e-01,6.653023184806127199e-01,8.176782679954024413e-01,8.257301789760586319e-02,7.389017323682703919e-01,7.380108142257790771e-01,4.268316188739987860e-01,2.754302713887126774e-01
1.491806933935622359e+00,5.690541037855276763e-01,6.637381992741336889e-01,1.747818202940629173e-01,9.421559918565342029e-01,7.086379321122635577e-01,4.993928972996659610e-01,3.774476568966894097e-01
1.861216634877399523e+00,3.248650355070472617e-01,3.391047808458325652e-01,6.742264002266530262e-03,7.891802513762660176e-01,4.430006509862042252e-01,1.555982512813668395e-01,6.737286092977855245e-02
8.855822786783228151e-02,5.919961562216137230e-01,7.405907822187423051e-01,9.999999999999999547e-07,4.678333309759914460e-01,5.897429842299058977e-01,2.128124773216518231e-02,1.492328835431931981e-03
9.891919145298972982e-01,9.805769745090442413e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.934832828166190177e-01,9.934832828166190177e-01,9.964105335638471228e-01
1.963472917312117927e+00,3.254342387209704923e-01,2.700988139082213801e-01,2.533672747445121082e-02,8.249715819900723668e-01,4.170053589589076681e-01,2.070350412163006470e-01,1.182403302175336762e-01
1.649160961630308675e+00,4.135124948781216392e-01,4.567471836555097586e-01,8.717227109535219398e-02,8.678347416338106912e-01,5.472685809223749587e-01,3.457362976288687606e-01,2.394310918478161354e-01
2.181976976294782045e+00,2.693612343735636849e-01,2.953065138990855765e-01,2.484185610211238696e-02,7.463243362173694884e-01,3.901023572222965807e-01,1.959656450429042573e-01,1.129746578751258529e-01
1.169110385513936423e+00,9.151581986492312026e-01,8.874813924979968460e-01,8.783702270059320361e-01,9.114813813012252464e-01,9.046232474030951876e-01,8.979873315160030733e-01,8.927136642469244432e-01
1.451990581362532895e+00,6.071400602593224338e-01,6.269699800580064153e-01,2.814875623201362753e-01,9.152269943533710705e-01,7.036469655049899519e-01,5.596041375063148804e-01,4.659097458188206087e-01
6.654566185034419545e-01,7.838562499173415965e-01,8.455684377453732692e-01,5.172741524243387179e-01,9.653423337896972489e-01,8.616988508254698198e-01,7.584847088291726269e-01,6.848885134969705524e-01
2.084578319265183222e+00,2.819122717299593073e-01,3.361333608201448886e-01,1.289850586604302657e-02,8.032384975797492999e-01,4.237958550219848020e-01,1.770118658524892918e-01,8.803977421213703136e-02
8.059380748243799575e-01,9.564654813081028273e-01,1.000000000000000000e+00,7.389863648443851796e-01,9.737697183720340766e-01,9.765815654484532038e-01,9.108366510517366121e-01,8.614420719909300361e-01
1.624723567910583144e+00,4.086776413518312667e-01,4.797196024877148912e-01,7.912761580651567206e-02,8.642122186742460244e-01,5.533453293825419950e-01,3.402743448330083353e-01,2.306192592208723136e-01
8.869084490619802974e-01,9.535474186352809189e-01,9.635388600717484930e-01,8.999782075789547475e-01,9.862780235723350719e-01,9.676915792851545906e-01,9.502999792266246804e-01,9.366120180044585908e-01
1.236001646138598531e+00,8.001871289227144857e-01,8.451273132768999385e-01,7.068127206974639254e-01,9.350669830326735488e-01,8.583257477364403254e-01,8.176457706278803528e-01,7.864944058706938579e-01
1.583521577047401818e+00,5.130180998325449826e-01,5.135119865065764788e-01,9.422669461680435732e-02,9.054268713277958680e-01,6.201720900252940538e-01,3.871931383364497492e-01,2.656195277213080352e-01
1.119655133852979434e+00,9.420618479536945200e-01,9.284044655121579392e-01,9.278770729893942582e-01,1.000000000000000000e+00,9.563250801341988128e-01,9.491323370308767382e-01,9.434171128931315708e-01
1.995589919200918994e+00,2.629666648648453786e-01,2.949622154167215182e-01,2.632308461822507537e-02,7.803207797250630851e-01,3.926269313280046913e-01,1.997879355439802773e-01,1.163698831066994760e-01
9.224621734411825313e-01,9.826857754204910700e-01,9.957398231969664115e-01,9.924724545824936683e-01,9.936266113095173491e-01,9.906675100770363507e-01,9.906675100770363507e-01,9.914793285334356776e-01
1.423557955915315532e+00,6.007454005171859457e-01,6.656244979108819626e-01,3.589788611373641580e-01,8.702279888225230575e-01,7.033706890544523249e-01,5.945048728361597146e-01,5.196756171204871544e-01
7.531973532601191623e-01,8.485669680538520110e-01,9.096114333366461802e-01,6.361953389076904219e-01,9.616903658160038670e-01,9.054387964873186201e-01,8.289759769360138808e-01,7.724817393255654085e-01
8.979446701082287596e-01,9.200552248316474779e-01,9.694253304618433154e-01,9.057589853419265591e-01,9.717856455661172399e-01,9.534536369066415329e-01,9.412995423112006099e-01,9.316879140001118609e-01
9.681102381138153579e-01,9.506491274142556680e-01,9.749521114289980694e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.749922853654456878e-01,9.749922853654456878e-01,9.861674154433689443e-01
2.767754402870275521e-01,7.098289834462062631e-01,7.432779039721771897e-01,6.082412545182139252e-02,6.458370239158311987e-01,6.984617530258466767e-01,3.794249980142591072e-01,2.328694885002041415e-01
2.017920939298147309e-01,6.302745120288765213e-01,7.808695316122681307e-01,2.280224784885993838e-02,6.054570095254585560e-01,6.679293250318895092e-01,2.871060200994812739e-01,1.461139660122707518e-01
1.468477830922867655e+00,6.100366540796626769e-01,5.695449286162768132e-01,2.474742232115154095e-01,9.029519687856013554e-01,6.794896661620835054e-01,5.278610710598845568e-01,4.313095330996056243e-01
1.442139024354715193e+00,5.930572673406443451e-01,7.149259846708693189e-01,2.860223337000954436e-01,8.447987307561963810e-01,7.101830820482286644e-01,5.657541237781138488e-01,4.716650025748246322e-01
1.458401371262209700e+00,6.311664701649225551e-01,6.470788486010952134e-01,2.134689133564693919e-01,9.119229058438768076e-01,7.194816954043710133e-01,5.310048305386930734e-01,4.164486416494977972e-01
