policy,n_test,mean_compute_cost,median_compute_cost,solve_rate,timeout_rate
vsids,24,308.12033333333335,56.882,0.9166666666666666,0.08333333333333333
moms,24,265.48633333333333,35.17,0.9166666666666666,0.08333333333333333
jeroslow_wang,24,322.43949999999995,41.102000000000004,0.9166666666666666,0.08333333333333333
progress_only,24,298.3831666666667,49.206,0.9166666666666666,0.08333333333333333
score_with_R,24,339.1705,59.678,0.9166666666666666,0.08333333333333333
gate_v17,24,331.87850000000003,58.01,0.9166666666666666,0.08333333333333333
gate_shuffled_R,24,334.5373333333333,54.308,0.9166666666666666,0.08333333333333333
