dataset_id,family,split,policy,n_vars,n_clauses,alpha,solved,sat,timeout,decisions,propagations,conflicts,learned_clauses,max_level,gate_value,runtime_s,compute_cost
uf20-91_uf20-0100,satlib_random_3sat_uf20,test,progress_only,20,91,4.55,1,1,0,4,16,0,0,4,0.8592319140883858,0.000981624994892627,1.264
uf20-91_uf20-0100,satlib_random_3sat_uf20,test,score_with_R,20,91,4.55,1,1,0,4,16,0,0,4,0.8592319140883858,0.0010651249904185534,1.264
uf20-91_uf20-0100,satlib_random_3sat_uf20,test,gate_v17,20,91,4.55,1,1,0,6,21,1,1,5,0.8592319140883858,0.001424291986040771,2.884
uf20-91_uf20-0100,satlib_random_3sat_uf20,test,gate_shuffled_R,20,91,4.55,1,1,0,4,16,0,0,4,0.24240461797181226,0.001088832999812439,1.264
uf20-91_uf20-01000,satlib_random_3sat_uf20,test,vsids,20,91,4.55,1,1,0,6,41,3,3,3,0.8414085409890054,0.0016192080220207572,4.9639999999999995
uf20-91_uf20-01000,satlib_random_3sat_uf20,test,moms,20,91,4.55,1,1,0,4,26,2,2,3,0.8414085409890054,0.0011618330026976764,3.3040000000000003
uf20-91_uf20-01000,satlib_random_3sat_uf20,test,jeroslow_wang,20,91,4.55,1,1,0,4,23,1,1,4,0.8414085409890054,0.001077209017239511,2.2920000000000003
uf20-91_uf20-01000,satlib_random_3sat_uf20,test,progress_only,20,91,4.55,1,1,0,5,25,1,1,4,0.8414085409890054,0.0013614170020446181,2.6
uf20-91_uf20-01000,satlib_random_3sat_uf20,test,score_with_R,20,91,4.55,1,1,0,4,23,1,1,4,0.8414085409890054,0.0011416670167818666,2.2920000000000003
uf20-91_uf20-01000,satlib_random_3sat_uf20,test,gate_v17,20,91,4.55,1,1,0,6,47,3,3,4,0.8414085409890054,0.0017962080019060522,4.9879999999999995
uf20-91_uf20-01000,satlib_random_3sat_uf20,test,gate_shuffled_R,20,91,4.55,1,1,0,9,78,6,6,4,0.7938843353398684,0.0026569999754428864,9.011999999999999
uf20-91_uf20-0101,satlib_random_3sat_uf20,test,vsids,20,91,4.55,1,1,0,5,19,1,1,4,0.7938843353398684,0.0011505000002216548,2.576
uf20-91_uf20-0101,satlib_random_3sat_uf20,test,moms,20,91,4.55,1,1,0,4,30,1,1,3,0.7938843353398684,0.0010900000052060932,2.3200000000000003
uf20-91_uf20-0101,satlib_random_3sat_uf20,test,jeroslow_wang,20,91,4.55,1,1,0,6,12,0,0,6,0.7938843353398684,0.0012220840144436806,1.8479999999999999
uf20-91_uf20-0101,satlib_random_3sat_uf20,test,progress_only,20,91,4.55,1,1,0,5,13,0,0,5,0.7938843353398684,0.001063875010004267,1.552
uf20-91_uf20-0101,satlib_random_3sat_uf20,test,score_with_R,20,91,4.55,1,1,0,13,66,6,6,6,0.7938843353398684,0.003018666000571102,10.164
uf20-91_uf20-0101,satlib_random_3sat_uf20,test,gate_v17,20,91,4.55,1,1,0,6,12,0,0,6,0.7938843353398684,0.0013255419908091426,1.8479999999999999
uf20-91_uf20-0101,satlib_random_3sat_uf20,test,gate_shuffled_R,20,91,4.55,1,1,0,6,20,1,1,5,0.8414085409890054,0.001379417022690177,2.88
uuf50-218_uuf50-01,satlib_random_3sat_uuf50,test,vsids,50,218,4.36,1,0,0,55,876,48,47,7,0.5988584263803252,0.04303812500438653,68.004
uuf50-218_uuf50-01,satlib_random_3sat_uuf50,test,moms,50,218,4.36,1,0,0,28,530,28,27,8,0.5988584263803252,0.023500624985899776,38.519999999999996
uuf50-218_uuf50-01,satlib_random_3sat_uuf50,test,jeroslow_wang,50,218,4.36,1,0,0,41,722,36,35,6,0.5988584263803252,0.03241758301737718,51.187999999999995
uuf50-218_uuf50-01,satlib_random_3sat_uuf50,test,progress_only,50,218,4.36,1,0,0,60,964,48,47,8,0.5988584263803252,0.04468545800773427,69.856
uuf50-218_uuf50-01,satlib_random_3sat_uuf50,test,score_with_R,50,218,4.36,1,0,0,50,962,45,44,7,0.5988584263803252,0.04060170901357196,63.848
uuf50-218_uuf50-01,satlib_random_3sat_uuf50,test,gate_v17,50,218,4.36,1,0,0,42,750,39,38,7,0.5988584263803252,0.03462650001165457,54.6
uuf50-218_uuf50-01,satlib_random_3sat_uuf50,test,gate_shuffled_R,50,218,4.36,1,0,0,113,1937,102,101,9,0.2294593685946946,0.0945959170057904,143.648
uuf50-218_uuf50-010,satlib_random_3sat_uuf50,test,vsids,50,218,4.36,1,0,0,24,514,23,22,5,0.4893346867267158,0.02100341601180844,32.256
uuf50-218_uuf50-010,satlib_random_3sat_uuf50,test,moms,50,218,4.36,1,0,0,32,557,30,29,8,0.4893346867267158,0.02477158300462179,41.828
uuf50-218_uuf50-010,satlib_random_3sat_uuf50,test,jeroslow_wang,50,218,4.36,1,0,0,24,506,25,24,5,0.4893346867267158,0.020580917014740407,34.224000000000004
uuf50-218_uuf50-010,satlib_random_3sat_uuf50,test,progress_only,50,218,4.36,1,0,0,36,739,34,33,6,0.4893346867267158,0.029336749983485788,47.756
uuf50-218_uuf50-010,satlib_random_3sat_uuf50,test,score_with_R,50,218,4.36,1,0,0,46,677,39,38,8,0.4893346867267158,0.0358295000041835,55.507999999999996
uuf50-218_uuf50-010,satlib_random_3sat_uuf50,test,gate_v17,50,218,4.36,1,0,0,60,917,48,47,7,0.4893346867267158,0.046362250024685636,69.668
uuf50-218_uuf50-010,satlib_random_3sat_uuf50,test,gate_shuffled_R,50,218,4.36,1,0,0,31,391,22,21,6,0.2285445633357869,0.021862207999220118,32.864
uuf50-218_uuf50-0100,satlib_random_3sat_uuf50,calibration,vsids,50,218,4.36,1,0,0,21,348,21,20,5,0.532391501731919,0.017210040998179466,28.692
uuf50-218_uuf50-0100,satlib_random_3sat_uuf50,calibration,moms,50,218,4.36,1,0,0,22,310,21,20,5,0.532391501731919,0.01689450000412762,28.84
uuf50-218_uuf50-0100,satlib_random_3sat_uuf50,calibration,jeroslow_wang,50,218,4.36,1,0,0,26,451,24,23,7,0.532391501731919,0.021529082994675264,33.604
uuf50-218_uuf50-0100,satlib_random_3sat_uuf50,calibration,progress_only,50,218,4.36,1,0,0,25,413,26,25,7,0.532391501731919,0.020463499997276813,35.152
uuf50-218_uuf50-0100,satlib_random_3sat_uuf50,calibration,score_with_R,50,218,4.36,1,0,0,28,449,26,25,5,0.532391501731919,0.022575375012820587,36.196
uuf50-218_uuf50-0100,satlib_random_3sat_uuf50,calibration,gate_v17,50,218,4.36,1,0,0,26,431,24,23,6,0.532391501731919,0.02061879198299721,33.524
uuf50-218_uuf50-0100,satlib_random_3sat_uuf50,calibration,gate_shuffled_R,50,218,4.36,1,0,0,30,501,24,23,8,0.5931926194604034,0.023172875022282824,35.004
uuf50-218_uuf50-01000,satlib_random_3sat_uuf50,test,vsids,50,218,4.36,1,0,0,47,762,42,41,7,0.5931926194604034,0.03607520801597275,59.148
uuf50-218_uuf50-01000,satlib_random_3sat_uuf50,test,moms,50,218,4.36,1,0,0,40,726,40,39,7,0.5931926194604034,0.03354645901708864,54.903999999999996
uuf50-218_uuf50-01000,satlib_random_3sat_uuf50,test,jeroslow_wang,50,218,4.36,1,0,0,34,652,31,30,7,0.5931926194604034,0.027877707994775847,43.808
uuf50-218_uuf50-01000,satlib_random_3sat_uuf50,test,progress_only,50,218,4.36,1,0,0,43,689,35,34,7,0.5931926194604034,0.032832875003805384,50.656
uuf50-218_uuf50-01000,satlib_random_3sat_uuf50,test,score_with_R,50,218,4.36,1,0,0,65,947,49,48,11,0.5931926194604034,0.048150166985578835,72.288
uuf50-218_uuf50-01000,satlib_random_3sat_uuf50,test,gate_v17,50,218,4.36,1,0,0,66,995,56,55,9,0.5931926194604034,0.05248791599296965,79.78
uuf50-218_uuf50-01000,satlib_random_3sat_uuf50,test,gate_shuffled_R,50,218,4.36,1,0,0,40,650,36,35,7,0.16631087304064376,0.03163220899295993,50.6
uuf50-218_uuf50-0101,satlib_random_3sat_uuf50,calibration,vsids,50,218,4.36,1,0,0,50,1030,45,44,5,0.4676084982680801,0.04034474998479709,64.12
uuf50-218_uuf50-0101,satlib_random_3sat_uuf50,calibration,moms,50,218,4.36,1,0,0,29,609,28,27,6,0.4676084982680801,0.024322250013938174,39.136
uuf50-218_uuf50-0101,satlib_random_3sat_uuf50,calibration,jeroslow_wang,50,218,4.36,1,0,0,29,649,30,29,7,0.4676084982680801,0.02477804198861122,41.29600000000001
uuf50-218_uuf50-0101,satlib_random_3sat_uuf50,calibration,progress_only,50,218,4.36,1,0,0,47,912,42,41,7,0.4676084982680801,0.03778033299022354,59.748000000000005
uuf50-218_uuf50-0101,satlib_random_3sat_uuf50,calibration,score_with_R,50,218,4.36,1,0,0,62,1110,58,57,8,0.4676084982680801,0.05007158301305026,81.03999999999999
uuf50-218_uuf50-0101,satlib_random_3sat_uuf50,calibration,gate_v17,50,218,4.36,1,0,0,48,885,43,42,7,0.4676084982680801,0.038567665993468836,60.94
uuf50-218_uuf50-0101,satlib_random_3sat_uuf50,calibration,gate_shuffled_R,50,218,4.36,1,0,0,61,1115,55,54,7,0.22898092571905138,0.0470289170043543,77.75999999999999
