step,t,a,phi,pi,lambda,lambda_dot,H,X,U,U_X,U_XX,P_X,P_XX,D,c_s2,rho_phi,p_phi,rho_maat,p_maat,rho_total,omega_maat,w_maat,rho_m,rho_r,rho_lambda_cosmo
11,0.11,0.409002558515556,0.10088068030526796,0.30927485075708677,0.11814751039720225,0.6169022565890194,2.2841234671821993,0.04782546665540915,0.04671698475325296,0.9543564114427977,-0.9107980687727975,4.1374702361225255,-2.9942711104883775,3.851065409818692,1.0743702834996296,0.04782546665540915,0.04782546665540915,0.338914187715176,0.3417561627894813,15.651660039997298,0.021653561785081713,1.008385529958084,13.1541998334284,0.010720552198312711,2.1
12,0.12,0.4183097727696601,0.10380403614646166,0.27636137114430975,0.12416920348901675,0.5875368278474957,2.2168426708494295,0.03818780373038146,0.03747665863966184,0.9632158634691251,-0.9277867260682993,4.327989643968609,-3.2055790745039077,4.083161594889862,1.0599604114089318,0.03818780373038146,0.03818780373038146,0.29962404094593587,0.29975271381239255,14.743174281896495,0.020322898937296805,1.000429447737406,12.295564622758942,0.009797814461237736,2.1
13,0.13,0.42755094864299953,0.10642498182668113,0.2485881333875189,0.12990097500689843,0.5589789934661353,2.154122560862756,0.030898030030545445,0.03043026529841152,0.9700270443560773,-0.940954406834276,4.506232393571439,-3.4011472580191957,4.296054893338271,1.04892337399112,0.030898030030545445,0.030898030030545445,0.26545995885498186,0.263668903862715,13.92073202165375,0.019069396526135114,0.9932530126200868,11.515396236264039,0.00897779650418479,2.1
14,0.14,0.43673142656593233,0.1087893666584251,0.22489770237146745,0.13535242248267876,0.5315059596174769,2.0955231536550896,0.025289488265982575,0.024974975002316886,0.9753332947973629,-0.9512769866048689,4.673360294341975,-3.5827579455714247,4.492148064293207,1.040339772299398,0.025289488265982575,0.025289488265982575,0.2357527505031406,0.23254063872672975,13.173651862513713,0.017895778100375254,0.9863750824982717,10.804363241197652,0.008246382546937797,2.1
15,0.15,0.44585615331481465,0.11093388039151213,0.20449945931669367,0.14053521481349046,0.5052646326349168,2.0406607701695134,0.020910014430410025,0.02069437964839173,0.9795172590690581,-0.9594560198466785,4.830378569796518,-3.751929578633263,4.673472766534311,1.0335737065562411,0.020910014430410025,0.020910014430410025,0.20989505500805986,0.2055838363203946,12.492889136726491,0.016801162061945474,0.9794601226431956,10.154492312087314,0.007591755200708815,2.1
16,0.16,0.45492973012915155,0.11288829989767858,0.18679083759023915,0.14546204319132425,0.48031882917813995,1.9891989629904387,0.01744540850383155,0.017294966873784175,0.9828527154357498,-0.966001425942858,4.978162963298191,-3.9099562272413872,4.841741396065538,1.0281761366568463,0.01744540850383155,0.01744540850383155,0.18735222440024477,0.1821553092419143,11.87073754308671,0.01578269452257877,0.9722612572390484,9.558935945019115,0.007003965163517594,2.1
17,0.17,0.4639564528182024,0.11467709018608092,0.17130486507519366,0.15014595266663247,0.45667954800049737,1.9408412393549999,0.014672678399215152,0.014566061476083046,0.9855384959275599,-0.9712880980301488,5.117481600424124,-4.0579448584462385,4.998399760684664,1.0238239927658666,0.014672678399215152,0.014672678399215152,0.16766126933542463,0.1617239069019317,11.300594149143157,0.0148365003753486,0.9645871556559995,9.011785609842073,0.006474591566444038,2.1
18,0.18,0.47294034561753184,0.11632057006559755,0.15767431516280164,0.15459991924772698,0.43432462015529943,1.8953251473211867,0.01243059483102925,0.012353956903398721,0.9877210276693842,-0.9755948039403197,5.249012480945094,-4.196847472275485,5.144673859954122,1.020280900953341,0.01243059483102925,0.01243059483102925,0.15042481055926848,0.14384857027900633,10.776772242204235,0.01395824344975683,0.956282209990412,8.50792036499402,0.005996471819918416,2.1
19,0.19,0.48188519006241254,0.11783577700688087,0.14560664129596956,0.15883658709632692,0.4132115789383868,1.8524174183110396,0.010600646994746575,0.01054484348336583,0.9895095479842618,-0.9791311245691142,5.373357502755426,-4.327487752431268,5.2816091626801995,1.0173712853884607,0.010600646994746575,0.010600646994746575,0.13530335733272264,0.1281612897731054,10.29435087498641,0.013143456928545896,0.9472144098977952,8.042883385447588,0.005563485211353554,2.1
20,0.2,0.4907945498197951,0.11923711961820727,0.1348660915763268,0.16286811087705438,0.3932861348627964,1.8119099417111586,0.009094431328537085,0.009053316925161233,0.9909865319443144,-0.9820562884660832,5.491053779107356,-4.450582791431499,5.410102739970071,1.0149629393429473,0.009094431328537085,0.009094431328537085,0.12200746860157377,0.11435367564746152,9.849052910615203,0.012387736131468584,0.9372678325201026,7.612780632275179,0.005170378409913992,2.1
21,0.21,0.4996717921974187,0.12053687724260005,0.12526071338546851,0.16670606742506666,0.37448776480898177,1.7736164034785251,0.007845123158918246,0.007814502339247294,0.9922149437222721,-0.9844924789736791,5.602582848806156,-4.566760687461715,5.530929248745269,1.01295507442572,0.007845123158918246,0.007845123158918246,0.11029048148189974,0.10216626310574568,9.437145440064295,0.011686847700118557,0.9263379915746641,7.2141972115343656,0.004812623889112168,2.1
22,0.22,0.5085201068901041,0.12174558759967676,0.11663275665321389,0.1703614130800551,0.3567533861261736,1.7373694604007834,0.006801599962263904,0.006778566632170897,0.993243349272483,-0.9865343373587183,5.708378239490879,-4.676574788980596,5.64476185767437,1.0112699850623494,0.006801599962263904,0.006801599962263904,0.09994206197187888,0.09137992705270252,9.055357925799928,0.011036787589271381,0.9143290147286983,6.84412795947864,0.004486304387145711,2.1
23,0.23,0.5173425224072966,0.12287235116519273,0.10885148279543302,0.173844470927109,0.3400197493219789,1.7030183504437464,0.005924322653382226,0.005906836932940194,0.9941095682416115,-0.9882558218866595,5.808831734241381,-4.780515256727052,5.752189104580847,1.0098471431711844,0.005924322653382226,0.005924322653382226,0.09078262497918908,0.0818089465087314,8.700814505844416,0.01043380765308921,0.9011520269157803,6.49991954011385,0.004188018097995917,2.1
24,0.24,0.5261419205389921,0.12392507275985318,0.1018077047859793,0.17716493736779385,0.3242249682167039,1.670426860950544,0.005182404376894555,0.0051690167525039795,0.9948433144713652,-0.9897152100330004,5.9042986083061875,-4.879018491231988,5.853728514738367,1.0086389543759156,0.005182404376894555,0.005182404376894555,0.08265857536580072,0.07329537179588964,8.370977693355263,0.009874423083388893,0.886724353420383,6.179221913142754,0.003914800469812792,2.1
25,0.25,0.5349210491506716,0.12491065518537525,0.09540959172948282,0.18033190088911077,0.3093094675201398,1.6394715925517365,0.004551495096993299,0.004541163814547762,0.9954681271495794,-0.9909587831049457,5.995102040247733,-4.9724748631205,5.949837650328902,1.0076076680707966,0.004551495096993299,0.004551495096993299,0.07543828319045487,0.06570442839747513,8.063601308352382,0.009355408372226306,0.8709692959421517,5.87994747068021,0.0036640593847236448,2.1
26,0.26,0.5436825335461265,0.12583515581754098,0.08957940973418146,0.183353868210382,0.29521653668677345,1.610040468970775,0.004012235324162183,0.004004203760901236,0.9960027983781553,-0.992023566380713,6.081536855131952,-5.061235090836661,6.040923122701264,1.0067231003616095,0.004012235324162183,0.004012235324162183,0.06900869606653615,0.05892075080918175,7.776690935170898,0.008873786632619935,0.8538163183430115,5.6002364826000655,0.0034335211801348863,2.1
27,0.27,0.5524288865962108,0.12670391428300645,0.08425096473329198,0.1862387945538222,0.2818926184263584,1.5820314524656711,0.0035491125292452046,0.0035428257424865595,0.9964624391242762,-0.9929393855083801,6.163872722443839,-5.145615536068785,6.127347985304358,1.0059609372973561,0.0035491125292452046,0.0035491125292452046,0.06327249472913535,0.0528452843514391,7.508470549771922,0.008426815329395853,0.8352015291583755,5.338427757014049,0.0032211854994928287,2.1
28,0.28,0.5611625177989362,0.12752165734620152,0.07936757758519385,0.18899411585201478,0.2692874196594214,1.5553514321367488,0.003149606185870882,0.003144653416882724,0.9968592826882026,-0.993730423198203,6.242356905090022,-5.225902628706876,6.209437834597754,1.0053014574538213,0.003149606185870882,0.003149606185870882,0.058145706863501734,0.047392726996956513,7.257354232349506,0.008011970340970604,0.8150683782761801,5.093033631930676,0.003025287369457738,2.1
29,0.29,0.5698857414099868,0.12829258567546925,0.07488046704157822,0.19162678143705864,0.2573539052083135,1.529915258253586,0.002803542172182441,0.002799616774016654,0.9972032957037189,-0.9944164073669499,6.317216635873962,-5.302356587686763,6.287485875262903,1.0047285610180103,0.002803542172182441,0.002803542172182441,0.05355570509450605,0.04248940958606898,7.021922092311411,0.007626929548698124,0.7933685031518277,4.862718579825408,0.0028442652193135403,2.1
30,0.3,0.5786007837612853,0.1290204460830675,0.07074744828522529,0.1941432862591995,0.2460482157282992,1.5056449004773413,0.0025026007194353136,0.002499471926474649,0.9975026466572412,-0.9950135250914942,6.388661182540764,-5.375214568835111,6.361757150846592,1.0042290252608261,0.0025026007194353136,0.0025026007194353136,0.04943952586510002,0.038071533302418976,6.8008996990002695,0.0072695566841498365,0.7700626702266606,4.646280838607203,0.0026767338085299064,2.1
31,0.31,0.5873097898676349,0.1297085920323139,0.0669318778185991,0.19654970202917302,0.23532953845841595,1.4824687116482145,0.0022399381341619397,0.002237430972685658,0.9977640679763097,-0.9955351308707697,6.456883650682801,-5.44469334353505,6.432492098184798,1.003791928870754,0.0022399381341619397,0.0022399381341619397,0.04574245587779654,0.034083699358952994,6.593140443047751,0.006937885863789,0.7451217628106688,4.442636587810131,0.002521461225662746,2.1
32,0.32,0.5960148294069053,0.13036003460127674,0.06340179227035664,0.1988517069168299,0.2251599504276032,1.4603207818748198,0.0020098936315467273,0.0020078744878139544,0.9979931379388398,-0.9959922993572881,6.522062564599628,-5.510991590853443,6.4999095507957,1.0034082033958789,0.0020098936315467273,0.0020098936315467273,0.042416841515107266,0.03047767852463623,6.397610357926455,0.006630107046540279,0.7185277695365705,4.250806273501578,0.0023773492782226896,2.1
33,0.33,0.604717902147124,0.1309774856329174,0.06012920103083368,0.20105461360199708,0.21550424753350733,1.4391403701567944,0.0018077604083032053,0.0018061265682836028,0.9981945016932963,-0.9963942595977313,6.584363258976526,-5.574291869283754,6.564209290685291,1.0030702811867735,0.0018077604083032053,0.0018077604083032053,0.03942108414359821,0.027211378171706633,6.213375015045106,0.006344552525502444,0.6902747289390727,4.069902753775357,0.002243416717847377,2.1
34,0.34,0.6134209428837035,0.13156339444879195,0.057089501798666564,0.20316339558471708,0.2063297685743552,1.4188714028121294,0.0016296056078099765,0.0016282776117613384,0.9983720456870652,-0.9967487383514669,6.64393910851554,-5.634762321368802,6.625574227960382,1.0027718171924866,0.0016296056078099765,0.0016296056078099765,0.03671879052069195,0.02424797252200496,6.039588173154181,0.0060796844864201265,0.6603695867471622,3.899120992180669,0.0021187848450097075,2.1
35,0.35000000000000003,0.6221258259415167,0.13211997923026123,0.0542609949999851,0.20518271173675168,0.1976062202837632,1.3994620296577998,0.001472127789194204,0.001471043799226738,0.9985290361863878,-0.9970622331633889,6.700932618073162,-5.692558154341953,6.68417227197194,1.0025074677041914,0.001472127789194204,0.001472127789194204,0.03427805279533677,0.021555168162276723,5.875481917361785,0.005834083616876883,0.6288329238237568,3.7377290716593623,0.0020026651178924747,2.1
36,0.36,0.6308343692893316,0.1326492539579977,0.05162447824812261,0.20711692912550986,0.18930550730033957,1.3808642302775247,0.001332543377195442,0.0013316549966597238,0.998668229932647,-0.9973402308112662,6.755476392170096,-5.747822931928906,6.740157945407629,1.002272713323121,0.001332543377195442,0.001332543377195442,0.03207083696797281,0.019104582024248067,5.720358067379823,0.0056064387211800315,0.5956995148996781,3.5850603385795976,0.0018943484550566253,2.1
37,0.37,0.6395483383080094,0.13315305163300703,0.04916290598541321,0.20897014417304333,0.18140156952626033,1.363033463859841,0.001208495662465289,0.001207764810875526,0.9987919630374706,-0.99758738301017,6.807693999745556,-5.800689706103173,6.793673783047291,1.0020637165024395,0.001208495662465289,0.001208495662465289,0.030072462291312673,0.016871213150514364,5.573580670805269,0.005395537279801822,0.5610186817122759,3.4405065168771887,0.0017931959743024278,2.1
38,0.38,0.64826944924866,0.1336330443697408,0.0468611025052513,0.2107462022318468,0.1738702283023186,1.345928357047297,0.001097981464003835,0.001097378025241279,0.9989022227780583,-0.9978076484733911,6.857700747583067,-5.851282012519186,6.844851549202256,1.0018772062897856,0.001097981464003835,0.001097981464003835,0.028261157076487433,0.014832992898468187,5.434569426912108,0.0052002568844805915,0.5248544091214461,3.30351165741847,0.0016986309531462152,2.1
39,0.39,0.6569993724124926,0.13409076084619825,0.04470551892123635,0.2124487156697114,0.16668904211875,1.3295104250387013,0.0009992917110085108,0.0009987917521322605,0.9990007058770357,-0.9980044083422274,6.905604373823467,-5.899714749277077,6.893813301730932,1.001710384597966,0.0009992917110085108,0.0009992917110085108,0.026617678827877814,0.01297040093310339,5.302793910859766,0.005019557477684847,0.48728519932094694,3.173566808489329,0.0016101318315500743,2.1
40,0.4,0.6657397350802758,0.13452760151120247,0.04268402649858106,0.21408108056049982,0.15983717209819018,1.3137438218590713,0.000910963059065785,0.0009105474730726941,0.999088866040352,-0.9981805604215285,6.951505671316594,-5.946094955387849,6.940672325616483,1.0015608496110855,0.000910963059065785,0.000910963059065785,0.02512498865653161,0.01126613655259472,5.1777684884186375,0.004852474326098179,0.4484036473252664,3.050205310596566,0.001527226106474761,2.1
41,0.41000000000000003,0.6744921242160223,0.1349448518807358,0.04078574021481695,0.21564649207834716,0.15329525716351275,1.2985951162788603,0.0008317383024352683,0.0008313917680719154,0.9991679529122603,-0.9983385964607828,6.9954990491779085,-5.990522502640592,6.985533955143816,1.0014265329032943,0.0008317383024352683,0.0008317383024352683,0.023767971593300262,0.009704836678358243,5.05904782806992,0.004698111660740712,0.4083157302785506,2.932998633182499,0.001449484991684961,2.1
42,0.42,0.683258088966663,0.13534369419984957,0.039000867564350936,0.21714795869078363,0.14704529859225832,1.2840330903434982,0.0007605338353860204,0.0007602440155457585,0.9992390441377621,-0.9984806658054366,7.03767303975727,-6.033090712397385,7.028496300519808,1.0013056475873485,0.0007605338353860204,0.0007605338353860204,0.022533195802608257,0.00827283330294489,4.946222931291223,0.004555636920458397,0.3671398134297176,2.8215526829172486,0.0013765187359798755,2.1
43,0.43,0.6920391429770056,0.13572521770154305,0.03732057853375549,0.21858831524257968,0.14107055352760617,1.2700285578810528,0.0006964127910471056,0.0006961697117729628,0.9993030718632104,-0.9986086280393923,7.0781107572523485,-6.073886907056445,7.069650892185453,1.0011966453783803,0.0006964127910471056,0.0006964127910471056,0.021408704838316077,0.00695794438777221,4.838917613500281,0.004424275540171859,0.32500538637532517,2.715504523361502,0.001307972509416147,2.1
44,0.44,0.7008367665371227,0.13609042765705626,0.035736893404076986,0.21997023501739316,0.13535543693960672,1.2565542007020474,0.0006385627750871806,0.0006383583420684268,0.9993608447281155,-0.9987240966953819,7.116890313375327,-6.112992904452379,7.1090832539490165,1.0010981808972308,0.0006385627750871806,0.0006385627750871806,0.020383838027508563,0.00574929318842897,4.736785377905883,0.004303306230125248,0.2820515538177912,2.61451945432254,0.001243522780747287,2.1
45,0.45,0.7096524085774372,0.1364402533816216,0.03424258562269817,0.22129624085902033,0.1298854314927185,1.243584420501043,0.0005862773350639077,0.0005861049553728205,0.9994130661856524,-0.9988284756867395,7.154085194782533,-6.150485462243412,7.1468734143302255,1.001009081878776,0.0005862773350639077,0.0005862773350639077,0.019449074851365176,0.004637151798191199,4.639506632738745,0.004192056697176053,0.238425315015213,2.5182884064315996,0.0011828741207167124,2.1
46,0.46,0.7184874885251379,0.13677555533459554,0.032831097460868916,0.2225687154285395,0.12464700476445559,1.2310952047226595,0.0005389404802425367,0.0005387947650403502,0.9994603498211446,-0.9989229897833044,7.189764606380663,-6.186436678320583,7.183096364071855,1.0009283242171385,0.0005389404802425367,0.0005389404802425367,0.018595899843222574,0.0036128053726297423,4.546786209273382,0.004089899763770589,0.1942796747179975,2.4265256125745083,0.0011257563754081576,2.1
47,0.47000000000000003,0.7273433980341169,0.13709713143204055,0.03149646655742001,0.22378991066810372,0.11962753326649296,1.2190640048719625,0.0004960137028013384,0.0004958902326542573,0.9995032322058189,-0.9990087101943436,7.223993784113489,-6.2209143524254715,7.217822466587976,1.0008550109889902,0.0004960137028013384,0.0004960137028013384,0.01781668506591848,0.002668434055648688,4.458351143923404,0.003996249844564638,0.149771635170963,2.3389665229927843,0.0010719221618997782,2.1
48,0.48,0.7362215025993577,0.13740572267245346,0.030233261762623666,0.22496195653673617,0.11481523273773594,1.207469625936203,0.00045702505840366115,0.000456920197236069,0.9995421837190845,-0.9990865761162836,7.256834280394992,-6.253982313450479,7.251117827130872,1.0007883547613488,0.00045702505840366115,0.00045702505840366115,0.017104587682841104,0.0017970100906184701,4.373948692675541,0.00391055974467278,0.10506012328032822,2.255365935289048,0.0010211446452487857,2.1
49,0.49,0.7451231430655928,0.13770201816180103,0.02903652695287796,0.22608686907829978,0.1101990942042627,1.1962921257463104,0.0004215599487426041,0.00042147069575211913,0.9995776176901631,-0.9991574129403772,7.2883442249776165,-6.285700716294689,7.283044625634071,1.000727662621329,0.0004215599487426041,0.0004215599487426041,0.016453460515125994,0.0009922079866288023,4.293344550367878,0.0038323177471782854,0.060303909060142435,2.1754963143424435,0.0009732155615656562,2.1
50,0.5,0.7540496370390611,0.13798665961182052,0.027901731698019926,0.2271665578769056,0.10576882533061736,1.1855127232462224,0.0003892533158741449,0.00038917718720316995,0.9996098981443141,-0.9992219476858821,7.318578563718013,-6.3161263116394935,7.313661417497442,1.0006723234697203,0.0003892533158741449,0.0003892533158741449,0.01585777379433764,0.00024832593255806525,4.216321250936022,0.003761044960892678,0.015659570869067094,2.099146280369014,0.0009279434567958352,2.1
51,0.51,0.763002280210332,0.1382602453752602,0.026824727837405814,0.22820283295042798,0.10151479661851462,1.175113714759282,0.00035978301177544723,0.0003597179456045805,0.9996393463864855,-0.9992808221206927,7.347589277419802,-6.34531269157565,7.343023405998138,1.0006217972038514,0.00035978301177544723,0.00035978301177544723,0.01531254658595414,-0.00043978307796848845,4.142676727846077,0.003696292902370798,-0.028720440163224826,2.0261192461333914,0.0008851521149560494,2.1
52,0.52,0.7719823475953856,0.13852333407304093,0.025801711165400823,0.22919741112851436,0.09742799204113563,1.1650783974462384,0.00033286414953138477,0.000332808429687051,0.9996662466131423,-0.999334603948101,7.3754255826867245,-6.373310513644253,7.3711826895190775,1.0005756054823711,0.00033286414953138477,0.00033286414953138477,0.014813286582751758,-0.0010767717206208722,4.072223016587685,0.003637641288900856,-0.0726895894847967,1.9562321867023118,0.0008446791530901772,2.1
53,0.53,0.7809910947014582,0.138776447860946,0.024829187547140315,0.23015192195751896,0.09349996373285441,1.1553909992411546,0.00030824427712553384,0.00030819647137462906,0.9996908507091304,-0.9993837963712463,7.40213411650498,-6.4001677055382356,7.398188486369229,1.0005333238188,0.00030824427712553384,0.00030824427712553384,0.01435593715595811,-0.001666851532307429,4.004785083382421,0.003584696021648472,-0.11610886243087513,1.8893145271861231,0.0008063747632138847,2.1
54,0.54,0.7900297586235473,0.13902007537717126,0.02390394288579426,0.2310679131711419,0.08972279038477725,1.1460366146316372,0.000285699242743657,0.0002856581527875322,0.9997133823590008,-0.9994288462924382,7.427759106085817,-6.4259296524392715,7.424087339614565,1.0004945747946228,0.000285699242743657,0.000285699242743657,0.013936830711403007,-0.002213839778677602,3.9401997662290302,0.003537087340305402,-0.15884815023736032,1.8252071356907944,0.0007701005840888895,2.1
55,0.55,0.799099559076929,0.13925467440671344,0.02302301644664845,0.23194685576220506,0.08608903902550458,1.137001145719918,0.0002650296431513225,0.00026499426396992025,0.9997340405799499,-0.9994701513603939,7.452342525334955,-6.450639368731094,7.448923304034969,1.000459022218437,0.0002650296431513225,0.0002650296431513225,0.01355264753294114,-0.002721200818647039,3.8783148161052194,0.0034944681325667437,-0.2007873968560662,1.7637614102412529,0.0007357286878740709,2.1
56,0.56,0.8082016993705523,0.1394806742939904,0.022183677113982975,0.23279014868792897,0.08259172989379854,1.1282712480627812,0.000246057765148726,0.00024602725184396333,0.9997530027653817,-0.9995080660424026,7.475924239170819,-6.474337655627668,7.472738117062095,1.0004263660868096,0.000246057765148726,0.000246057765148726,0.013200379409899647,-0.0031920826719238015,3.8189880276154384,0.0034565123835022635,-0.24181749424034688,1.7048384497717917,0.0007031406685977697,2.1
57,0.5700000000000001,0.81733736732574,0.13969847813115363,0.02138340221630725,0.23359912323826934,0.07922430413525432,1.1198342808423234,0.00022862494517218688,0.0002285985858472457,0.9997704273132462,-0.9995429068689655,7.4985421367862175,-6.497063246079167,7.495571355329387,1.0003963382264005,0.00022862494517218688,0.00022862494517218688,0.012877297442640087,-0.0036293493974810243,3.76208644964893,0.0034229137514481542,-0.281840923038968,1.6483083004400876,0.0006722268210303477,2.1
58,0.58,0.8265077361442333,0.1399084647461678,0.020619858605893483,0.2343750470943128,0.0759805940786012,1.1116782609670812,0.00021258928446351975,0.00021256647797458257,0.9997864559011347,-0.9995749569742632,7.520232254835776,-6.51885293816599,7.51746057827248,1.0003686985165319,0.00021258928446351975,0.00021258928446351975,0.012580923503244487,-0.004035609807524322,3.707485667720382,0.0033933842584427595,-0.3207721441501159,1.5940492695327264,0.0006428853999476458,2.1
59,0.59,0.8357139652292686,0.14011099051181036,0.019890885721280244,0.23511912810139754,0.07285479586893448,1.1037918207449569,0.00019782366738851516,0.00019780390504336924,0.9998012154600749,-0.9996044700358742,7.541028891431969,-6.539741718057847,7.538441460051089,1.0003432316075664,0.00019782366738851516,0.00019782366738851516,0.012309004899057015,-0.00441324297035829,3.6550691506304003,0.0033676530844660066,-0.3585377539898766,1.5419473001129576,0.0006150219509972896,2.1
60,0.6,0.8449572009630566,0.14030639099421865,0.019194480397759204,0.23583251777949768,0.06984144425506725,1.0961641688064057,0.00018421403886998116,0.0001841968893334395,0.9998148198906922,-0.999631673700697,7.560964711744592,-6.559762873498405,7.558547910918679,1.0003197440638594,0.00018421403886998116,0.00018421403886998116,0.01205949184730806,-0.004764420894806607,3.6047276549251137,0.0033454654558524727,-0.395076422384259,1.4918954003334968,0.0005885487054386027,2.1
61,0.61,0.8542385774437511,0.14049498245742026,0.018528783221850167,0.2365163145914759,0.06693538934638671,1.088785053989124,0.0001716579038411581,0.00017164300065112417,0.9998273715585377,-0.9996567725703973,7.580070845920279,-6.578948098673965,7.577812189040083,1.0002980618711377,0.0001716579038411581,0.0001716579038411581,0.0118305174208709,-0.005091128736844537,3.556358681370299,0.00332658161923996,-0.43033863657247845,1.4437931220136409,0.0005633840319465514,2.1
62,0.62,0.8635592171847352,0.14067706323837842,0.01789206625226869,0.23717156698804515,0.06413177517120598,1.0816447319245075,0.0001600630173877861,0.0001600500486067463,0.9998389625996817,-0.9996799508083332,7.5983769799690855,-6.597327591234674,7.596265003647188,1.0002780282574244,0.0001600630173877861,0.0001600630173877861,0.011620379669607975,-0.005395182824445946,3.509865978300119,0.0033107758932823697,-0.46428627788785126,1.3975460836736529,0.0005394519394704446,2.1
