mu,pi0,stable,background_safe,fail_reason,min_P_X,min_D,min_c_s2,max_c_s2,max_omega_maat,final_a,final_lambda,final_X,final_w_maat,final_omega_maat
0.004641588833612777,2.9651851851851854,True,True,,1.000043008013275,0.9999729318329658,1.0,1.0001140057072675,0.00014355769421694843,1008.1494595367626,0.01755882120672843,3.0522399014416992e-21,-0.8988557033015012,2.338808570176978e-05
0.004641588833612777,3.0825925925925928,True,True,,1.000040353068779,0.9999736794971215,1.0,1.0001149468110189,0.00014361998888701727,1008.6384478676862,0.017561628531823446,3.2891325548281983e-21,-0.8988557041989111,2.339556474318202e-05
0.004641588833612777,3.2,True,True,,1.0000379212453208,0.9999744709301983,1.0,1.0001155651026288,0.0001436827694502503,1009.1436416277395,0.017564428561778617,3.533801293728056e-21,-0.8988557050940167,2.3403025540380272e-05
0.007742636826811269,0.03,True,True,,1.000135549864576,1.000135549864576,1.0,1.0000003479707633,0.0001425100906389954,1001.8616698544186,0.01750695572554758,3.245729301042778e-25,-0.8988556867291351,2.325012509215044e-05
0.007742636826811269,0.14740740740740743,True,True,,1.0001355525270583,1.0001355525270583,1.0,1.000008229035326,0.00014251601371646796,1001.8771238343913,0.01750729959869994,7.835464447306958e-24,-0.898855686839042,2.325103844051112e-05
0.007742636826811269,0.26481481481481484,True,True,,1.000135558669253,1.000135558669253,1.0,1.0000253313366119,0.00014252968704018567,1001.9130209498169,0.017508092894452817,2.52818902487465e-23,-0.8988556870925978,2.3253145551519214e-05
0.007742636826811269,0.38222222222222224,True,True,,1.0001355681887742,1.0001355681887742,1.0,1.0000491041287334,0.00014255090390051495,1001.9693336759221,0.01750932238910512,5.2650062997256737e-23,-0.8988556874855917,2.325641146004348e-05
0.007742636826811269,0.49962962962962965,True,True,,1.0001355809342778,1.0001355809342778,1.0,1.0000763619255646,0.00014257935872321502,1002.0460193668125,0.017510968535827277,8.991860209096303e-23,-0.8988556880117987,2.326078448114679e-05
0.007742636826811269,0.6170370370370372,True,True,,1.0001355967160535,1.0001355967160535,1.0,1.0001039975934063,0.00014261466841755958,1002.1430208349811,0.017513006832572973,1.370588031535854e-22,-0.8988556886634165,2.326619982611676e-05
0.007742636826811269,0.7344444444444446,True,True,,1.0001356153177092,1.0001356153177092,1.0,1.0001295076560928,0.00014265639591574028,1002.2602669286879,0.017515409331226757,1.940349050629364e-22,-0.8988556894315447,2.3272583591624695e-05
0.007742636826811269,0.851851851851852,True,True,,1.000135636507459,1.000132811331598,1.0,1.0001512337340535,0.00014270407289396447,1002.397673031712,0.017518146095360017,2.6080431952492558e-22,-0.8988556903066492,2.3279856612763956e-05
0.007742636826811269,0.9692592592592594,True,True,,1.0001356600479627,1.0000950334701646,1.0,1.0001683532031584,0.0001427572195663059,1002.5551414643352,0.017521186471394536,3.373178140390805e-22,-0.8988556912789669,2.3287937822612017e-05
0.007742636826811269,1.086666666666667,True,True,,1.0001356857041919,1.000062685591167,1.0,1.0001807172004609,0.00014281536047809325,1002.7325618042364,0.017524500104120107,4.235196579769058e-22,-0.8988556923388293,2.3296746935881255e-05
0.007742636826811269,1.2040740740740743,True,True,,1.000135713249207,1.0000357950355157,1.0,1.000188635457742,0.00014287803609575687,1002.9298111635289,0.01752805768317225,5.193477495081171e-22,-0.8988556934768992,2.330620642137929e-05
0.007742636826811269,1.3214814814814817,True,True,,1.0001357424680373,1.000013994789639,1.0,1.0001926756266828,0.00014294481056603648,1003.146754457654,0.017531831443996088,6.247337405799325e-22,-0.8988556946843304,2.3316242825582e-05
0.007742636826811269,1.438888888888889,True,True,,1.0001357731599845,0.9999967096217838,1.0,1.0001935086525275,0.00014301527630584162,1003.3832446924844,0.017535795465378153,7.39603172418689e-22,-0.8988556959528632,2.332678755863897e-05
0.007742636826811269,1.5562962962962965,True,True,,1.000135805139715,0.999983288233774,1.0,1.0001918058325976,0.00014308905615868328,1003.6391232847469,0.017539925810509217,8.638756285568653e-22,-0.898855697274868,2.3337777266996023e-05
0.007742636826811269,1.673703703703704,True,True,,1.0001358382374774,0.9999730867065169,1.0,1.0001881797643022,0.00014316580379988118,1003.9142204217574,0.017544200555193325,9.974649079798769e-22,-0.8988556986433552,2.3349153907935085e-05
0.007742636826811269,1.7911111111111113,True,True,,1.0001358722987308,0.9999655147026463,1.0,1.0001833516832457,0.00014324520295975142,1004.2083554604011,0.017548599739649458,1.1402792181034445e-21,-0.8988557000519598,2.336086462235783e-05
0.007742636826811269,1.9085185185185187,True,True,,1.0001359071833986,0.9999600562314648,1.0,1.0001879840662133,0.0001433269659066882,1004.5213373618681,0.017553105272245857,1.2922213857240965e-21,-0.89885570149491,2.3372861480696206e-05
0.007742636826811269,2.025925925925926,True,True,,1.0001268370981056,0.9999562746280447,1.0,1.0001911141601987,0.00014341083151474886,1004.8529651572095,0.01755770080602137,1.453189083422319e-21,-0.8988557029669889,2.338510115703913e-05
0.007742636826811269,2.1433333333333335,True,True,,1.0001174212134472,0.999953808692955,1.0,1.0001929072301459,0.00014349656314312893,1005.203028438358,0.01756237160263231,1.6230750687632896e-21,-0.898855704463491,2.339754457013281e-05
0.007742636826811269,2.260740740740741,True,True,,1.0001088829300877,0.9999523645604687,1.0,1.0001935320060835,0.00014358394647960102,1005.5713078694178,0.01756710439354333,1.801767433770013e-21,-0.8988557059801778,2.341015651717391e-05
0.007742636826811269,2.3781481481481483,True,True,,1.000101136667336,0.9999517060741995,1.0,1.000193152978646,0.00014367278744446683,1005.9575757135522,0.017571887244720225,1.989149862375794e-21,-0.8988557075132353,2.342290531690697e-05
0.007742636826811269,2.4955555555555557,True,True,,1.0000941030080708,0.999951645226369,1.0,1.0001919252429419,0.00014376291021213304,1006.3615963711111,0.017576709428552176,2.1851018938135397e-21,-0.8988557090592326,2.3435762471854272e-05
0.007742636826811269,2.612962962962963,True,True,,1.0000877092775942,0.9999520334384249,1.0,1.0001899913678092,0.00014385415538040712,1006.7831269253238,0.017581561304990532,2.3894991901303803e-21,-0.8988557106150847,2.3448702354910393e-05
0.007742636826811269,2.7303703703703706,True,True,,1.0000818896224597,0.9999527539954746,1.0,1.0001874798004513,0.0001439463782996662,1007.2219176920117,0.017586434212737128,2.6022138062155248e-21,-0.8988557121780185,2.346170192248771e-05
0.007742636826811269,2.847777777777778,True,True,,1.0000765847828679,0.9999537156872437,1.0,1.000188056451293,0.00014403944756263669,1007.6777127704223,0.017591320370573746,2.8231144608971463e-21,-0.8988557137455397,2.3474740454443486e-05
0.007742636826811269,2.9651851851851854,True,True,,1.000071741690048,0.9999548475760293,1.0,1.0001902214033107,0.00014413324364856127,1008.1502505923031,0.01759621278847498,3.0520668078062167e-21,-0.8988557153154066,2.3487799319834128e-05
0.007742636826811269,3.0825925925925928,True,True,,1.0000673129757078,0.9999560947550089,1.0,1.0001917955021091,0.00014422765771165519,1008.6392644668167,0.01760110518788933,3.2889337048265864e-21,-0.8988557168856034,2.3500861766864993e-05
0.007742636826811269,3.2,True,True,,1.000063256449691,0.9999574149449497,1.0,1.0001928308563022,0.00014432259050184784,1009.1444831189945,0.01760599193044914,3.5335754810579855e-21,-0.8988557184543184,2.3513912735077473e-05
0.01291549665014884,0.03,True,True,,1.000226110934225,1.000226110934225,1.0,1.000000580300387,0.0001425102484636446,1001.8616703340646,0.017506965969705447,3.246819054958946e-25,-0.8988556867324128,2.325015230100802e-05
0.01291549665014884,0.14740740740740743,True,True,,1.0002261184307544,1.0002261184307544,1.0,1.0000137234236972,0.00014251981599930013,1001.8771353188846,0.017507546399316398,7.83805290253478e-24,-0.8988556869180139,2.3251693969268428e-05
0.01291549665014884,0.26481481481481484,True,True,,1.0002261357260185,1.0002261357260185,1.0,1.0000422453785265,0.00014254189828924777,1001.9130573181083,0.01750888551014774,2.528993555981282e-23,-0.8988556873462359,2.325525095153175e-05
0.01291549665014884,0.38222222222222224,True,True,,1.0002261625345379,1.0002261625345379,1.0,1.0000818935770268,0.00014257615179152181,1001.9694072901785,0.017510961198515383,5.266587317848301e-23,-0.8988556880100632,2.326076498851183e-05
0.01291549665014884,0.49962962962962965,True,True,,1.0002261984344005,1.0002261984344005,1.0,1.0001273565896163,0.0001426220688224489,1002.0461405215959,0.01751374079728331,8.99435801102971e-23,-0.8988556888991255,2.32681499772189e-05
0.01291549665014884,0.6170370370370372,True,True,,1.0002262428968491,1.0002262428968491,1.0,1.0001734528136337,0.00014267901318843748,1002.1431975148128,0.017517183366647992,1.3709335368593362e-22,-0.8988556900004261,2.3277298006857422e-05
0.01291549665014884,0.7344444444444446,True,True,,1.0002262953188847,1.0002262953188847,1.0,1.0002160064870056,0.00014274625942802674,1002.2605048445589,0.017521242218548394,1.9407846870033137e-22,-0.8988556912991438,2.3288086009590388e-05
0.01291549665014884,0.851851851851852,True,True,,1.0002263550547206,1.000221542653585,1.0,1.0002522506934521,0.0001428230306381643,1002.3979758575474,0.017525867351996495,2.6085549640291337e-22,-0.8988556927794029,2.3300382175742893e-05
0.01291549665014884,0.9692592592592594,True,True,,1.000226421443173,1.0001585253826333,1.0,1.000280812241016,0.00014290853138000062,1002.5555111810672,0.01753100757391293,3.3737453313720514e-22,-0.8988556944249491,2.331405153963253e-05
0.01291549665014884,1.086666666666667,True,True,,1.000226493829518,1.0001045658683003,1.0,1.0003014418354936,0.00014300197389606053,1002.7329990728462,0.017536612191303452,4.235793553423805e-22,-0.8988556962196839,2.332896043553846e-05
0.01291549665014884,1.2040740740740743,True,True,,1.0002265715815353,1.000059709717973,1.0,1.0003146553837803,0.00014310259732077247,1002.9303156738723,0.0175426322536512,5.1940753106633e-22,-0.8988556981480592,2.334497976853266e-05
0.01291549665014884,1.3214814814814817,True,True,,1.0002266541002667,1.0000233447161149,1.0,1.000321399311357,0.00014320968051991079,1003.1473252251188,0.017549021385722938,6.247905173160917e-22,-0.8988557001953417,2.336198720643289e-05
0.01291549665014884,1.438888888888889,True,True,,1.0002267408263943,0.9999945113183301,1.0,1.0003227925968325,0.00014332254966768746,1003.3838802936131,0.0175557362815389,7.396537647249761e-22,-0.898855702347769,2.337986847953275e-05
0.01291549665014884,1.5562962962962965,True,True,,1.0002268312432596,0.9999721230937809,1.0,1.0003199549847963,0.0001434405817886789,1003.6398220346713,0.017562736938047708,8.639168419453225e-22,-0.8988557045926244,2.3398517995177715e-05
0.01291549665014884,1.673703703703704,True,True,,1.0002269248774582,0.9999551059206829,1.0,1.0003139084103945,0.00014356320539885944,1003.9149805019059,0.017569986701241293,9.974935848632939e-22,-0.8988557069182497,2.3417838958856328e-05
0.01291549665014884,1.7911111111111113,True,True,,1.000227021297797,0.9999424750569587,1.0,1.0003058555817923,0.0001436898991903351,1004.209175006696,0.017577452185382505,1.1402922709567235e-21,-0.8988557093140221,2.343774316162194e-05
0.01291549665014884,1.9085185185185187,True,True,,1.0002271201132216,0.9999333697782486,1.0,1.0003135910992598,0.00014382018949220425,1004.5222145230421,0.017585103112467183,1.292215816527974e-21,-0.8988557117703007,2.3458150557913448e-05
0.01291549665014884,2.025925925925926,True,True,,1.0002115770314868,0.9999270616835519,1.0,1.0003188203340607,0.00014395364704507198,1004.8538981314163,0.017592912106569058,1.4531619934563286e-21,-0.8988557142783637,2.3478988724959623e-05
0.01291549665014884,2.1433333333333335,True,True,,1.00019587038923,0.9999229482559043,1.0,1.0003218187583078,0.00014408988346552138,1005.2040154945173,0.01760085446737644,1.623023661901513e-21,-0.8988557168303358,2.350019226770677e-05
0.01291549665014884,2.260740740740741,True,True,,1.0001816276741713,0.999920539297728,1.0,1.000322867695173,0.00014422854765212936,1005.5723473581819,0.017608907939220993,1.8016890156089695e-21,-0.8988557194191151,2.3521702212116485e-05
0.01291549665014884,2.3781481481481483,True,True,,1.0001687061291138,0.9999194408764287,1.0,1.0003222414562465,0.00014436932229266298,1005.9586660713709,0.017617052485985406,1.989041836850447e-21,-0.8988557220383011,2.3543465414111775e-05
0.01291549665014884,2.4955555555555557,True,True,,1.000156973278315,0.9999193393761301,1.0,1.0003201987282235,0.0001445119205668892,1006.3627361199356,0.017625270078072543,2.184961758440094e-21,-0.8988557246821293,2.3565434000387764e-05
0.01291549665014884,2.612962962962963,True,True,,1.0001463078930724,0.9999199869528689,1.0,1.0003169773384488,0.00014465608309472045,1006.7843146696212,0.017633544494735188,2.38932453063356e-21,-0.8988557273454071,2.3587564849720043e-05
0.01291549665014884,2.7303703703703706,True,True,,1.0001366001232161,0.9999211889144707,1.0,1.0003127915829988,0.00014480157514975414,1007.2231521143352,0.017641861143142812,2.6020022910261054e-21,-0.8988557300234574,2.3609819118351212e-05
0.01291549665014884,2.847777777777778,True,True,,1.0001277511174433,0.9999227931130272,1.0,1.0003138192831902,0.0001449481841393904,1007.678992626183,0.01765020689433578,2.822863835816853e-21,-0.898855732712066,2.363216180981707e-05
0.01291549665014884,2.9651851851851854,True,True,,1.0001196723517085,0.9999246812173184,1.0,1.0003174431167507,0.00014509571734120074,1008.1515747043677,0.017658569935468275,3.0517748910091883e-21,-0.898855735407436,2.365456138760937e-05
0.01291549665014884,3.0825925925925928,True,True,,1.000112284810939,0.9999267616372446,1.0,1.0003200806852546,0.0001452439998788147,1008.6406317201321,0.017666939637314936,3.2885983822816284e-21,-0.8988557381061458,2.36769894279571e-05
0.01291549665014884,3.2,True,True,,1.0001055181177108,0.9999289638467939,1.0,1.000321818846317,0.0001453928729174414,1009.1458924554778,0.01767530643580879,3.533194702401972e-21,-0.8988557408051105,2.3699420309466974e-05
0.021544346900318832,0.03,True,True,,1.0003771761390041,1.0003771761390041,1.0,1.0000009675827632,0.00014251051173208638,1001.8616711341791,0.017506983058037006,3.248636840321868e-25,-0.8988556867378804,2.3250197688276433e-05
0.021544346900318832,0.14740740740740743,True,True,,1.000377197145304,1.000377197145304,1.0,1.0000228824999768,0.00014252615867035585,1001.8771544763234,0.017507958085071964,7.842370524336832e-24,-0.8988556870497479,2.3252787471101226e-05
0.021544346900318832,0.26481481481481484,True,True,,1.0003772456104276,1.0003772456104276,1.0,1.0000704421816722,0.00014256226856655826,1001.9131179853904,0.01751020763909086,2.5303354623140123e-23,-0.8988556877693444,2.325876309291675e-05
0.021544346900318832,0.38222222222222224,True,True,,1.0003773207378868,1.0003773207378868,1.0,1.000136559313283,0.00014261827067560875,1001.9695300917326,0.017513694750338066,5.269224105665675e-23,-0.8988556888849963,2.326802762764142e-05
0.021544346900318832,0.49962962962962965,True,True,,1.000377421350945,1.000377421350945,1.0,1.0002123802406453,0.00014269332191236043,1002.0463426363907,0.0175183647994904,8.9985232047714e-23,-0.8988556903794568,2.328043787360164e-05
0.021544346900318832,0.6170370370370372,True,True,,1.0003775459754791,1.0003775459754791,1.0,1.000289265448839,0.0001427863663528434,1002.143492273448,0.017524149363727613,1.3715095666763996e-22,-0.8988556922311183,2.3295814432634946e-05
0.021544346900318832,0.7344444444444446,True,True,,1.0003776929311163,1.0003776929311163,1.0,1.0003602501499798,0.00014289620063521119,1002.2609017916176,0.017530970446993064,1.9415107807583758e-22,-0.8988556944153501,2.3313952793811268e-05
0.021544346900318832,0.851851851851852,True,True,,1.0003778604189701,1.0003695554194576,1.0,1.0004207172595243,0.00014302153686049344,1002.398481147126,0.017538744552285355,2.609407617613275e-22,-0.89885569690578,2.333463400053134e-05
0.021544346900318832,0.9692592592592594,True,True,,1.000378046597877,1.0002644362759305,1.0,1.000468373452103,0.000143161057183455,1002.5561281513957,0.017547386220290274,3.374689804274093e-22,-0.8988556996754136,2.335763391684882e-05
0.021544346900318832,1.086666666666667,True,True,,1.0003782496450961,1.0001744263810848,1.0,1.0005028001655165,0.0001433134572053404,1002.7337288687386,0.017556810846752476,4.236786839124983e-22,-0.898855702697519,2.3382730602362894e-05
0.021544346900318832,1.2040740740740743,True,True,,1.0003784678007799,1.0000996018126267,1.0,1.0005248558783668,0.00014347747769525047,1002.9311578283387,0.017566936746740165,5.195068850219976e-22,-0.8988557059462804,2.340970971339471e-05
0.021544346900318832,1.3214814814814817,True,True,,1.0003786993977268,1.000038941333492,1.0,1.000536118002498,0.00014365192573781207,1003.1482781536429,0.017577686535515138,6.248847108246746e-22,-0.898855709397231,2.343836811417285e-05
0.021544346900318832,1.438888888888889,True,True,,1.0003789428789818,0.9999908443271578,1.0,1.000538452478692,0.00014383568717205478,1003.384941686413,0.017588987945563177,7.397374559245401e-22,-0.898855713027512,2.3468516012056028e-05
0.021544346900318832,1.5562962962962965,True,True,,1.000379196806127,0.9999534985177606,1.0,1.0005337270227352,0.00014402773236740253,1003.6409891517303,0.017600774211367007,8.639846591329341e-22,-0.8988557168159917,2.349997796198879e-05
0.021544346900318832,1.673703703703704,True,True,,1.000379459860871,0.9999251121621741,1.0,1.0005236464948422,0.00014422711721842843,1003.9162503850941,0.017612984143204533,9.975402128076518e-22,-0.89885572074329,2.353259305809563e-05
0.021544346900318832,1.7911111111111113,True,True,,1.0003797308421127,0.9999040426116104,1.0,1.0005102159951158,0.00014443298092035536,1004.2105446259376,0.017625561990834943,1.1403125061948111e-21,-0.8988557247917344,2.3566214576595354e-05
0.021544346900318832,1.9085185185185187,True,True,,1.0003800086601615,0.9998888540913029,1.0,1.000523142539422,0.00014464454173377904,1004.5236808727091,0.017638457175260018,1.2922045998189337e-21,-0.8988557289452764,2.360070927467143e-05
0.021544346900318832,2.025925925925926,True,True,,1.000352931759882,0.9998783315551504,1.0,1.0005318874830431,0.00014486109162417473,1004.8554582905971,0.01765162394597312,1.4531144261718808e-21,-0.8988557331893837,2.3635956495438602e-05
0.021544346900318832,2.1433333333333335,True,True,,1.0003267315014963,0.9998714699442821,1.0,1.0005369097658352,0.00014508199039544754,1005.2056666619197,0.017665021003948605,1.6229350116081689e-21,-0.8988557375109211,2.3671847184172194e-05
0.021544346900318832,2.260740740740741,True,True,,1.0003029732208555,0.9998674515598537,1.0,1.0005386782852412,0.000145306659731186,1005.5740868697445,0.017678611117344548,1.8015547147228498e-21,-0.8988557418980306,2.3708282886189717e-05
0.021544346900318832,2.3781481481481483,True,True,,1.0002814187846039,0.9998656192826945,1.0,1.0005376504101662,0.00014553457740590752,1005.9604914065012,0.017692360747102856,1.9888574771228417e-21,-0.8988557463400124,2.3745174771160042e-05
0.021544346900318832,2.4955555555555557,True,True,,1.0002618472098834,0.9998654499699916,1.0,1.0005342575787308,0.00014576527182129723,1006.3646449005105,0.017706239692673657,2.18472308316946e-21,-0.8988557508272166,2.3782442710426695e-05
0.021544346900318832,2.612962962962963,True,True,,1.0002440562750305,0.9998665301930976,1.0,1.0005288965331314,0.00014599831694891519,1006.7863046546196,0.017720220763314105,2.3890274258644157e-21,-0.8988557553509364,2.3820014421456243e-05
0.021544346900318832,2.7303703703703706,True,True,,1.0002278627389185,0.9998685351858912,1.0,1.0005219248328645,0.0001462333277121253,1007.2252211920164,0.017734279477236128,2.601642776542558e-21,-0.8988557599033172,2.38578246852383e-05
0.021544346900318832,2.847777777777778,True,True,,1.000213101707635,0.9998712111503651,1.0,1.0005238219507693,0.00014646995580891578,1007.6811388051372,0.017748393788843256,2.8224380564240103e-21,-0.8988557644772696,2.389581463716536e-05
0.021544346900318832,2.9651851851851854,True,True,,1.000199625514173,0.9998743606981476,1.0,1.0005299016130245,0.00014670788595844142,1008.1537961041822,0.017762543843057015,3.0512791083824774e-21,-0.8988557690663925,2.39339311286991e-05
0.021544346900318832,3.0825925925925928,True,True,,1.0001873023534464,0.9998778310477439,1.0,1.0005343342452233,0.00014694683254354494,1008.6429265622377,0.017776711755029487,3.288028967523457e-21,-0.8988557736649044,2.397212615530669e-05
0.021544346900318832,3.2,True,True,,1.0001760148288377,0.9998815045546763,1.0,1.0005372645533879,0.00014718653661640045,1009.1482590544322,0.017790881413192093,3.5325481293542286e-21,-0.8988557782675825,2.4010356345260552e-05
0.03593813663804626,0.03,True,True,,1.0006291687445141,1.0006291687445141,1.0,1.000001612867376,0.00014251095089326033,1001.8616724688467,0.017507011563221302,3.2516689946864447e-25,-0.8988556867470016,2.3250273399245093e-05
0.03593813663804626,0.14740740740740743,True,True,,1.0006292274403508,1.0006292274403508,1.0,1.0000381437653292,0.0001425367391086242,1001.877186433276,0.01750864481137629,7.849572244343517e-24,-0.8988556872694986,2.325461158091383e-05
0.03593813663804626,0.26481481481481484,True,True,,1.0006293628615042,1.0006293628615042,1.0,1.0001174285975685,0.0001425962501449561,1001.9132191881596,0.017512412989178758,2.532573527828692e-23,-0.8988556884751727,2.326462203843098e-05
0.03593813663804626,0.38222222222222224,True,True,,1.0006295727828136,1.0006295727828136,1.0,1.0002276628743778,0.00014268853716893292,1001.9697349525615,0.017518254180154236,5.2736211137917534e-23,-0.8988556903446452,2.3280143874154636e-05
0.03593813663804626,0.49962962962962965,True,True,,1.000629853918739,1.000629853918739,1.0,1.000354095444912,0.00014281220243667813,1002.0466798298528,0.017526076962099908,9.00546729271821e-23,-0.8988556928493011,2.3300939512303303e-05
0.03593813663804626,0.6170370370370372,True,True,,1.0006302021564004,1.0006302021564004,1.0,1.000482325632409,0.00014296549672842749,1002.1439840686063,0.017535766891582674,1.3724695853266363e-22,-0.8988556959533189,2.3326711540514958e-05
0.03593813663804626,0.7344444444444446,True,True,,1.0006306128110989,1.0006306128110989,1.0,1.0006007377146555,0.00014314642828788714,1002.2615641599652,0.017547193613928765,1.9427203315991918e-22,-0.8988556996158935,2.335712116894327e-05
0.03593813663804626,0.851851851851852,True,True,,1.0006310808714265,1.0006164555937225,1.0,1.0007016255191539,0.00014335286721029616,1002.399324425436,0.01756021768360672,2.610827068094274e-22,-0.8988557037933669,2.3391805928839564e-05
0.03593813663804626,0.9692592592592594,True,True,,1.0006316012114809,1.0004411062939351,1.0,1.0007811560366964,0.00014358263568883147,1002.5571580020573,0.017574696469196828,3.376260665013556e-22,-0.8988557084410738,2.3430394986564633e-05
0.03593813663804626,1.086666666666667,True,True,,1.000632168759218,1.0002909607399892,1.0,1.0008386235147924,0.0001438335794704769,1002.7349473185943,0.017590488837907575,4.238436711781116e-22,-0.8988557135148025,2.3472521283877397e-05
0.03593813663804626,1.2040740740740743,True,True,,1.0006327786193716,1.000166145837149,1.0,1.0008754541222173,0.00014410361989003627,1002.9325642381583,0.0176074585759243,5.196715947779364e-22,-0.8988557189718644,2.3517830394606185e-05
0.03593813663804626,1.3214814814814817,True,True,,1.0006334261553893,1.0000649580593173,1.0,1.0008942754627563,0.00014439078841685732,1003.149870041018,0.017625476668280186,6.250404008003084e-22,-0.8988557247718002,2.3565986422113576e-05
0.03593813663804626,1.438888888888889,True,True,,1.000634107037699,0.9999847274172136,1.0,1.0008981983632115,0.00014469324686779405,1003.3867153778668,0.01764442264195263,7.398751099548495e-22,-0.8988557308768014,2.361667546876968e-05
0.03593813663804626,1.5562962962962965,True,True,,1.0006348172662582,0.9999224308524957,1.0,1.0008903379953518,0.00014500929669593858,1003.6429402723721,0.017664185193267887,8.640951973521542e-22,-0.8988557372519032,2.3669607252700693e-05
0.03593813663804626,1.673703703703704,True,True,,1.0006355531746463,0.9998750795574929,1.0,1.0008735387080392,0.0001453373804650082,1003.918374209791,0.017684662301790798,9.976146354511471e-22,-0.8988557438650205,2.3724515397075314e-05
0.03593813663804626,1.7911111111111113,True,True,,1.0006363114217156,0.9998399334288788,1.0,1.0008511417374195,0.000145676078076966,1004.2128363205597,0.017705760998008333,1.1403419857835767e-21,-0.8988557506868733,2.378115682601133e-05
0.03593813663804626,1.9085185185185187,True,True,,1.0006369233266428,0.9998145974499949,1.0,1.0008727683157228,0.00014602409973188537,1004.5261356525152,0.01772739691406558,1.2921805353495613e-21,-0.8988557576908498,2.3839310602008784e-05
0.03593813663804626,2.025925925925926,True,True,,1.0005887256582542,0.999797044801786,1.0,1.0008874171608653,0.00014638027706640846,1004.8580715185188,0.017749493712272486,1.4530284706080106e-21,-0.8988557648528254,2.389877644996601e-05
0.03593813663804626,2.1433333333333335,True,True,,1.000545020993166,0.9997855989450104,1.0,1.0008958522255305,0.00014674355348024738,1005.2084339047422,0.017771982457691616,1.62277908142569e-21,-0.8988557721509701,2.3959373139049815e-05
0.03593813663804626,2.260740740740741,True,True,,1.0005053897924665,0.9997788958757872,1.0,1.0008988546220647,0.00014711297432394447,1005.5770039257371,0.01779480097920933,1.80132098796926e-21,-0.8988557795655496,2.4020936836872154e-05
0.03593813663804626,2.3781481481481483,True,True,,1.0004694348257759,0.9997758394532733,1.0,1.000897186698546,0.00014748767737415592,1005.9635543142339,0.017817893247360318,1.9885383845796895e-21,-0.898855787078732,2.408331950864432e-05
0.03593813663804626,2.4955555555555557,True,True,,1.0004367874714708,0.9997755570226626,1.0,1.0008915679189547,0.00014786688384785715,1006.3678499358208,0.017841208785723223,2.18431129576956e-21,-0.8988557946744061,2.4146387404365514e-05
0.03593813663804626,2.612962962962963,True,True,,1.0004071104034853,0.9997773589434059,1.0,1.0008826601487688,0.00014824989008720325,1006.789648320475,0.017864702124844627,2.388515840457446e-21,-0.898855802338013,2.421001965681222e-05
0.03593813663804626,2.7303703703703706,True,True,,1.0003800979571977,0.9997807034729621,1.0,1.0008710600877615,0.00014863605996747066,1007.2287002044833,0.017888332302418035,2.6010245013487013e-21,-0.89885581005639,2.427410699962073e-05
0.03593813663804626,2.847777777777778,True,True,,1.0003554750729844,0.9997851672507388,1.0,1.0008747321887088,0.00014902481802999025,1007.684750077556,0.017912062410096657,2.8217063969920614e-21,-0.8988558178176338,2.4338550606155043e-05
0.03593813663804626,2.9651851851851854,True,True,,1.000332995427431,0.9997904210130868,1.0,1.0008849704848835,0.00014941564331135643,1008.1575367309074,0.017935859185274787,3.0504275545140787e-21,-0.8988558256109709,2.4403261044622052e-05
0.03593813663804626,3.0825925925925928,True,True,,1.0003124391564029,0.9997962099051124,1.0,1.0008924562594856,0.00014980806382304955,1008.646793802729,0.017959692645012196,3.287051181391034e-21,-0.8988558334266483,2.4468157341944724e-05
0.03593813663804626,3.2,True,True,,1.000293610430539,0.9998023376839996,1.0,1.00089743038814,0.0001502016516273321,1009.1522503182297,0.017983535758703147,3.531437934889885e-21,-0.8988558412558298,2.4533166147466418e-05
0.05994842503189409,0.03,True,True,,1.0010495195712505,1.0010495195712505,1.0,1.0000026872090295,0.00014251168346642834,1001.8616746952247,0.01750705911309273,3.2567266679959695e-25,-0.8988556867622163,2.3250399693978265e-05
0.05994842503189409,0.14740740740740743,True,True,,1.0010496833026739,1.0010496833026739,1.0,1.0000635539088059,0.00014255438896942574,1001.8772397418259,0.017509790320575366,7.861584018978524e-24,-0.8988556876360779,2.325765448735397e-05
0.05994842503189409,0.26481481481481484,True,True,,1.0010500610464705,1.0010500610464705,1.0,1.0001956714760347,0.00014265294013600868,1001.9133880146915,0.0175160914731793,2.5363058159321504e-23,-0.8988556896526793,2.327439629507039e-05
0.05994842503189409,0.38222222222222224,True,True,,1.0010506465713567,1.0010506465713567,1.0,1.0003793984165403,0.00014280577085762662,1001.9700767240436,0.017525858626714706,5.280951808869212e-23,-0.898855692779964,2.3300358976002736e-05
0.05994842503189409,0.49962962962962965,True,True,,1.0010514306856089,1.0010514306856089,1.0,1.00059017730763,0.00014301057154374828,1002.0472424292591,0.017538938453848185,9.017039934195416e-23,-0.8988556969706467,2.333514994787675e-05
0.05994842503189409,0.6170370370370372,True,True,,1.0010524018969857,1.0010524018969857,1.0,1.0008040166967422,0.00014326445548288623,1002.1448047325049,0.017555139252242842,1.3740686058665018e-22,-0.8988557021656042,2.3378278357288176e-05
0.05994842503189409,0.7344444444444446,True,True,,1.001053547132636,1.001053547132636,1.0,1.0010015466804114,0.00014356414013444265,1002.262669669456,0.017574242953384226,1.9447333995685775e-22,-0.8988557082975757,2.342918578752099e-05
